_id	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.y
church/N/br-a18/760	-0.0127473170367405	0.168595340356384	0.0194772970220736	-0.208395611948015	-0.0269966209078013	0.173972301927686	0.125857877478523	-0.179539478540084	0.0222579867995866	0.112914957433363	-0.00133264240866837	-0.00162285471736643	0.00133632889913773	-0.144833437668758	-0.0104210865154796	-0.00119383134660422
church/N/br-a31/1594	0.00606424485988374	0.0493817718276653	-0.138616881454267	0.278014332904619	-0.00383107713685146	0.0466535114761647	-0.16122047650563	0.261686355771343	-0.00121204424761035	0.131044849913261	-0.00133033592381879	-0.00162466078518829	-0.0215264997475228	-0.142015957650845	-0.0104242125617069	-0.00117305903285109
church/N/br-a31/1753	-0.120482687566182	-0.06779401837436	-0.0547722104109895	-0.1019837159007	-0.090368871987798	-0.115076724581155	-0.0487991984714509	-0.107937302774563	-0.0210895253064741	-0.0474551122797197	-0.00132672280559077	-0.00162488164025153	0.0220779003495384	-0.0947267427464034	-0.0104301960020491	-0.00119445763787998
church/N/br-a31/2120	0.00350710269369888	0.00263609790505663	-0.00579604222071136	0.0993732097812093	0.00334911082832449	0.000398099963824654	-0.00106101175133881	0.0969228090747147	-0.0479545694773924	-0.00238148301321764	-0.0013292349008902	-0.00162364713194873	-0.0238404118211177	-0.0281937215010921	-0.0104255354449094	-0.0011969292770251
church/N/br-a31/2212	-0.0209714032605228	0.0771237475350617	0.00461237854646423	-0.0026232358655517	-0.0245440883100874	0.0646890735159724	0.00742162421373259	-0.00231343539783536	-0.00249260399816306	0.0927152426517657	-0.00132938302447494	-0.00162679736452261	-0.00842454593917829	-0.122012685363283	-0.0104216690829682	-0.00118254145506876
church/N/br-a31/2241	-0.0119267980183476	0.0891056065055797	-0.14946738722851	-0.205325191178071	-0.015632075527925	0.0837187676359268	0.191031963669194	-0.13970365253753	0.00824020451395192	0.149006916853695	-0.0013296531151724	-0.00161984317586099	0.00609985462435423	-0.162235731506663	-0.0104340035163206	-0.00119125417661094
church/N/br-a35/810	-0.0272188241097119	-0.0168055653532804	0.00965393007503092	-0.0175517672675324	-0.0204138867908895	-0.0334040659687577	0.0101902879401043	-0.0183132810875799	0.00616712462373461	-0.0570070352887106	-0.00132775576991396	-0.00162145744571614	0.0191894817373473	0.0423986071721935	-0.010429292099942	-0.0011850636073687
church/N/br-b04/1480	0.0706527898061634	0.335366453253733	-0.201422106172836	-0.101467651149221	0.0388251424493506	0.356261710925302	-0.195008834252751	-0.103391954852492	0.0623438718580399	0.14966150417011	-0.00133275166779903	-0.00162432658641042	0.0636475892452462	-0.189429715361021	-0.0104142884469201	-0.00117666083365161
church/N/br-b08/1804	-0.112822254112528	0.479244472775998	-0.112485656052672	0.344620137646922	-0.200002946742115	0.480078830091079	-0.122529178120785	0.351032185849285	0.0593671525749958	0.308082318415314	-0.00133213511800715	-0.00162632229816822	0.00886976161459449	-0.33325571096042	-0.0104209358408267	-0.00117071523519508
church/N/br-b08/1866	-0.0129920904140295	0.0144797941119667	-0.0376386585295242	0.0618163084403298	-0.0138028755964375	0.00200844042601493	-0.0392503289305338	0.0703145547478289	-0.00546733487452473	-0.00606661484168146	-0.00132888397927563	-0.00162354880750714	-0.00157875368895216	-0.0127707974024713	-0.0104329824729475	-0.00118611299776185
church/N/br-b08/1871	-0.0199067763017367	-0.0301560819631781	-0.0624761057548417	0.124429497760225	0.00235120526023969	-0.048672199399321	-0.0675608676307572	0.133673965490905	-0.0126434184344792	-0.0101186306267344	-0.00132851497494167	-0.0016236259623545	-0.00871287116494176	-0.0139418693591297	-0.010425747952513	-0.00119381693717808
church/N/br-b08/1912	-0.286988447361347	0.0645525186043328	-0.174230016284604	-0.108143455602387	-0.299505216192137	-0.0959175292150729	-0.173926556991654	-0.131257374141253	-0.216485284354571	0.10027981001381	-0.00132204992872422	-0.00161922752197999	-0.176396974019722	-0.236793832588418	-0.0104279881549044	-0.00117475860481783
church/N/br-b08/2063	0.0598838630710016	-0.0340094575731897	0.032083072652226	-0.0207115189820552	0.0586049728412751	-0.0231874480018662	0.0296831153512064	-0.0188422194688711	0.0649657084705935	-0.0648005137094969	-0.00132993774313275	-0.0016235036596244	0.0887913572765428	0.0340685713148791	-0.0104240435086302	-0.00118548038064613
church/N/br-b08/2363	0.0461195495407101	-0.0179701263131191	0.032083072652226	-0.0207115189820552	0.0479505157104599	-0.00966964350279296	0.0296831153512064	-0.0188422194688711	0.235465932451851	-0.188580263695902	-0.00133001017476145	-0.00162348216447279	0.279915023184867	0.064408964619785	-0.0104251441406925	-0.001191678542759
church/N/br-b08/834	0.108704815086832	-0.0791102876947929	0.147413095851445	0.0225309562839338	0.117510820139039	-0.0716097313761222	0.144007710136288	0.0238274627534614	0.114254941053241	-0.0937390020749426	-0.00132991312989074	-0.00162350251946442	0.144177379196282	0.0602855637411437	-0.010421455108977	-0.00117175444506716
church/N/br-b12/2009	-0.105333100911258	-0.144868485333042	0.0507310105838766	-0.103634905886402	-0.135693953413997	-0.137706131858875	0.0176245542102072	0.0842237868181322	0.0224098272922349	-0.310953793995808	-0.00132686321477478	-0.00162281127407097	0.126531411590967	0.268086833156666	-0.0104267815157803	-0.00118758700631223
church/N/br-b12/2217	-0.0652082049518487	0.0811029440661222	-0.02601294476234	0.0538446408133312	-0.0773612819501371	0.0712555147575795	-0.0266468147357195	0.0602999588321373	-0.00835323190769142	0.0335149344977785	-0.00132834705094303	-0.00162223025503236	-0.0182437992069608	-0.0365809070884594	-0.0104271076783123	-0.00119021669578652
church/N/br-b12/2221	-0.119235307739831	0.135344511146591	-0.0467854428228427	0.125572188790823	-0.128840307534069	0.128011792057985	-0.0428516059235205	0.132605407581768	-0.0665141984682705	0.0650501853927748	-0.00132894152976744	-0.0016244783669519	-0.0821353652563869	-0.0611739598937079	-0.0104326597214601	-0.00117742663089379
church/N/br-b12/2239	-0.189762228873196	0.250285883138674	-0.0787535931314486	0.169639492432455	-0.229878946570145	0.230226293819083	-0.0742005557735323	0.171632854156575	-0.129939860878225	0.139262733035672	-0.00133016980204193	-0.0016236032591744	-0.165520668285973	-0.121873154664322	-0.0104173644615068	-0.00117106243285091
church/N/br-b12/2243	-0.186164330782836	0.145610607310458	-0.0553243808903248	0.0804300994032063	-0.213846760517869	0.12875776802204	-0.0613286529374499	0.0894179358552246	-0.0739466341636026	0.0361454198746566	-0.00132723917596217	-0.00162395407771685	-0.0902954574761853	-0.0402323222734106	-0.0104324457293007	-0.0011776026066619
church/N/br-b22/1005	0.0100200672928159	-0.0606256546456766	-0.0148867561963971	-0.0878524214349195	0.0238463030984527	-0.0587188736616462	-0.00873420767360523	-0.0939652199767038	0.127472690106801	-0.107816342782096	-0.00132653121463189	-0.00162390711672426	0.131835383143167	0.109212109800537	-0.0104265934518478	-0.00118131415044176
church/N/br-b22/1077	0.00191607753417482	-0.0586045273201603	0.0699422332315543	-0.235022089432076	0.0134050161052384	-0.0607190921647136	0.0712937611227889	-0.231333300563901	-0.0248655329681293	-0.0664245619572855	-0.00133280946274591	-0.00162594661197774	0.000933443053619206	0.0593509952579465	-0.0104238954378169	-0.00117329555674611
church/N/br-b22/1102	0.0571048351981131	-0.103117524469864	-0.404249610671361	-0.0358433870515661	0.0777426003442223	-0.0989363343881736	-0.377488399013423	-0.128480512874618	0.0171210772754978	-0.0777871267130367	-0.0013301335819375	-0.00162355549012178	0.0471825647687067	0.0569689075972544	-0.0104279487249068	-0.00117661601725662
church/N/br-b22/1154	0.0561710890112152	-0.0467668399685925	0.0667485304850316	-0.0115753414449026	0.0615475740241477	-0.0200703330526911	0.0595275347605549	-0.0131499237823768	0.151947563858723	-0.0386314047105909	-0.456939198167824	0.082261263167852	0.157647744109902	0.0354407181419492	0.454098600975484	0.530244041759138
church/N/br-b22/1193	0.0485350222004701	-0.194010647168625	0.0314048781237355	-0.0270742383840598	0.0634416344224814	-0.194502957988745	0.0278359446601108	-0.0258975276679022	-0.124763875734083	-0.444316490672262	-0.00132628397545418	-0.00162357878799557	-0.300559849386383	0.33516524478756	-0.0104183143806897	-0.00119012224589742
church/N/br-b22/1233	-0.057833809664722	0.0648386605407611	-0.0608615279964635	0.00607823197250003	-0.069001499858979	0.0458061623392539	-0.0572632601646103	0.0134263904612718	-0.0342654188915774	0.0685715766608533	-0.00133050478470533	-0.00162195231005814	-0.0482231150572014	-0.0846702373185937	-0.0104279136206127	-0.00119538592125211
church/N/br-b22/1245	-0.0597978840931564	-0.00577599412829605	0.0214009655678462	-0.0534699682042012	-0.0715108781235252	-0.0125364393629207	0.0339227789110045	-0.0588485562082115	-0.0801850724216174	0.257026066432716	-0.00133008125464916	-0.0016212411851607	-0.0921683756175939	-0.273100225744973	-0.0104265057297505	-0.00119411523048229
church/N/br-b22/1318	-0.115025419075095	-0.0308612574780099	-0.207988954526604	0.0858223921666874	-0.107919135759885	-0.0270784312113279	-0.206359681286194	0.0753636988615608	-0.114268156802704	0.0284690066287904	-0.00133083942700535	-0.0016247185027038	-0.127587026413418	0.0316678922034269	-0.0104188719073	-0.00117085036557004
church/N/br-b22/1326	-0.340974126760504	0.0129992134914923	-0.268422863626669	0.122914621584545	-0.326719662016132	0.0174836982346676	-0.265800526175478	0.12208115168674	-0.343554736061948	0.247894983707693	-0.0013333749158308	-0.00162567543314047	-0.433767705679733	-0.0657935058834753	-0.0104169810660457	-0.00117292225549979
church/N/br-d01/1628	0.121339831268433	-0.224397875304308	0.160648765113922	-0.0151227572500361	0.152119389833937	-0.198822999483209	0.153882686420008	0.00113673839557378	-0.0654531080199778	-0.285913431820713	-0.0013298141314687	-0.00162355122375437	0.288326578358344	-0.0096293795978733	-0.0104288026843712	-0.00118039588784865
church/N/br-d02/1641	-0.081630229151061	-0.0924454287052227	-0.297935994215806	-0.0510860113189324	-0.058792312237512	-0.104047181508534	-0.276185183690178	-0.0513866969048527	0.0061119524163285	-0.15911597772877	-0.00133190239454972	-0.0016236840080384	0.0184876541903933	0.139516979359935	-0.0104274314038282	-0.00117370358109112
church/N/br-d02/548	-0.0931577642103151	-0.0133952148578745	-0.113191040192037	-0.17006395300481	-0.0811276214373402	-0.0273038926612682	-0.1135420865119	-0.166733065931298	-0.338436863572681	-0.0489140576389807	-0.00132699961434214	-0.00162703465082606	-0.290398688282814	-0.206223032667682	-0.0104401757893888	-0.00118974470280646
church/N/br-d02/706	-0.0668949793737511	-0.0753445781323058	0.0144736789691825	-0.104975186695042	-0.0514249678277186	-0.102517189425575	0.0175932667227947	-0.110566389025645	-0.231776869152463	-0.0606667317531128	-0.0013296690595807	-0.00162659702237179	-0.224190020293684	0.0922309930003894	-0.0104364241771875	-0.00118212260109982
church/N/br-d02/877	-0.169721246565537	-0.116899305734233	-0.102159534293483	-0.0237028827554619	-0.166693704754274	-0.129605310008168	-0.109871599642609	-0.028643624727419	-0.350015276055035	-0.0221255730513248	-0.00133224171182624	-0.00162347478807777	-0.3357212866999	0.121051554863993	-0.0104296998551569	-0.00118175730046216
church/N/br-d02/923	-0.0322676582985323	-0.0983743692217684	0.109312337803931	-0.335063296588918	-0.00997015781802079	-0.0965574748053285	0.117323377658934	-0.320215043298974	0.00356402190453643	-0.264042578966435	-0.00132572506942959	-0.00162294402282921	0.0628635529548416	0.235432860945786	-0.0104097264608859	-0.00118266736211653
church/N/br-d03/1011	0.0194024764187286	-0.0874502543754339	0.383102181715406	-0.19241724626228	0.042191209250532	-0.0918375632939131	0.388832561868083	-0.208522419379858	0.0426093963978965	-0.0508644396388496	-0.00132794174078419	-0.00162110980260053	0.0548926315550899	0.0190742396845259	-0.0104250421839813	-0.00116958300026489
church/N/br-d03/1027	-0.21745726571682	0.188182169155235	-0.170031742134729	0.156190930028159	-0.272768839202004	0.134664275104226	-0.176950468362403	0.157146806784506	-0.186398783347676	0.193054291832967	-0.00133194902204896	-0.00162689081406181	-0.241216249809882	-0.16187687250524	-0.0104176888334333	-0.00118343060762908
church/N/br-d03/1051	-0.036512110345267	0.0183933175780001	-0.131081742703191	0.0750085093252754	-0.0418099749525024	-0.00829342022504316	-0.118844789753062	0.0853730285799523	0.00958109617656128	-0.0182875956285816	-0.00132931685824252	-0.00162550012826332	0.0142490612247084	0.010321336368863	-0.0104174863737511	-0.00118060935641604
church/N/br-d03/1063	-0.0240643915819172	-0.0226889421416166	-0.139118632919283	0.00827280975491523	-0.0186466772830955	-0.0447087355532021	-0.152981575084486	-0.00173272464042218	-0.0367551808281451	-0.0419152078140296	-0.00132924004506612	-0.00162378855773404	-0.0159541910274313	0.0271632066020622	-0.0104296450923224	-0.00118196447135141
church/N/br-d03/1080	-0.427205551306837	0.225669728340156	-0.359890965074916	0.213835589996674	-0.456698510290752	0.193875731202512	-0.36643296709902	0.220705867381144	-0.0372883697133825	0.237676587778611	-0.00133176560248706	-0.00162147137869836	-0.0512908323738337	0.246042077310008	-0.0104265574592431	-0.00118391345873898
church/N/br-d03/110	-0.0106055803166255	-0.0546005031604482	0.0142275415951467	-0.0343048062155162	0.000501065613838876	-0.0570078164246114	0.017736739798665	-0.0356185672958875	-0.044467550974993	-0.0562739807583688	-0.00132738726951725	-0.00162159103761973	-0.0425007586950252	0.0514364038216864	-0.0104191564133843	-0.00117029275825901
church/N/br-d03/1342	0.403154868352555	0.0323119299099571	0.238341256962976	0.160238636049189	0.377395783327639	0.126887951968133	0.229723474247327	0.167257500262293	0.0956575826764592	-0.0325847120347764	-0.00132629070983795	-0.00162486487421588	0.102617067074444	0.0133477392065473	-0.0104213641308505	-0.00117457277330756
church/N/br-d03/1472	-0.218662355631746	0.126245488660367	-0.172033665452657	0.105277812457588	-0.239898421438653	0.108573414090104	-0.182117888996965	0.100381743600003	-0.0508726607561189	0.0536307408599622	-0.00133098407469481	-0.00162301116308842	-0.073036993540448	-0.0410055012282853	-0.0104335499136463	-0.00117680116957832
church/N/br-d03/1883	-0.0874308435279546	0.12519277008207	-0.0641729066902359	0.106508466197466	-0.0976433125045347	0.123038733177116	-0.0553470094581848	0.115678392864778	-0.118957776387179	0.171246036525877	-0.0013299615463189	-0.00162235857630462	-0.162528229918591	-0.154510022534636	-0.0104228022044631	-0.00117154423988489
church/N/br-d03/1908	-0.0849484673079682	0.05987559023474	-0.0325865037475469	0.0739378465384405	-0.094708299855049	0.0551529546960639	-0.0334325703739412	0.0800557481091403	-0.0596568890608622	0.0588166860161677	-0.00132839193956411	-0.00162179405905259	-0.0714857566682283	-0.0601930156138839	-0.010425897441938	-0.00119111454997086
church/N/br-d03/1913	-0.0833744524186572	0.103660326484644	-0.0199120717606102	0.0707212706333504	-0.0904960019137263	0.101849625588869	-0.0224086781641017	0.0776293542193782	-0.0670138451781188	0.0599830130636571	-0.00132728546318959	-0.00162335156914671	-0.0823526313584784	-0.0512174139163138	-0.0104311268642384	-0.00118042593145949
church/N/br-d03/2335	-0.061850544381182	0.0263141216773837	-0.0718955232979448	0.0559445550600492	-0.0647357721053449	0.0225562718754387	-0.0764169463854963	0.0577603413933947	-0.0957573380571449	0.0458961118329774	-0.00132812551381531	-0.00162359166435931	-0.100264401954459	-0.0211201055928062	-0.0104264311243958	-0.00118746284058696
church/N/br-d03/313	-0.105633817425727	0.00624824973498047	-0.12278391418251	0.105573892284012	-0.107249959504558	-0.00648063918499777	-0.134310417745869	0.101305269092283	-0.162576870395793	0.077705991978886	-0.00132991268313327	-0.00162383522577484	-0.188365461411135	-0.0492486841882008	-0.0104326587685578	-0.00118764674142932
church/N/br-d03/35	-0.0601095865276398	0.0871056028294557	-0.147178746644146	0.167688061661194	-0.063252281056632	0.0704969864365671	-0.156404613808683	0.163216518309673	-0.14855577307578	0.186714129856346	-0.00133029538661297	-0.00162309215493491	-0.148750434096674	-0.185725785667463	-0.0104305383222528	-0.0011841302827338
church/N/br-d03/721	-0.0711021835853039	0.245978285118089	-0.0758589949058606	0.0830473224917172	-0.106630468681503	0.240971637275384	-0.078539373544116	0.0877643618704245	-0.0746940605016187	0.220913269838756	-0.00133238618181301	-0.00162082656185458	-0.109624621358955	-0.232910814569042	-0.0104271063691828	-0.00119532913121952
church/N/br-d03/779	0.0201903446479284	0.0353861703140821	-0.152568082132922	0.095315878334911	0.00581084205900278	0.0491627669207004	-0.139030534175524	0.120390334593787	0.0392047106930987	0.0597472784723366	-0.00133033666352351	-0.00162457046363281	0.0206873599530504	-0.0565104053232687	-0.0104164118921921	-0.0011736981260509
church/N/br-d03/862	-0.154017268161549	0.149417304013149	0.0374484759445585	0.123594032787187	-0.129870381549319	0.158415086296443	0.0443040897223784	0.132024080559982	-0.0981114474735115	0.110016642661223	-0.00132969436767339	-0.00162339331304833	-0.109658085022935	-0.107278403648042	-0.0104153463028284	-0.00118680972468733
church/N/br-d03/899	-0.104131024369045	0.0962143717247142	-0.00676855072311503	0.194472526380278	-0.0951326402616214	0.104118116589557	4.06548618558432e-05	0.190439881166137	-0.0870236459257277	0.0750046794725226	-0.00132972899360062	-0.00162222615532146	-0.0890681328929243	-0.0742735616426456	-0.0104286154412905	-0.00118428686447178
church/N/br-d03/945	-0.0121932629877451	0.0599313640164031	0.0321619388556851	0.108383141271691	-0.0151389704526602	0.0498454559368354	0.0361845301506685	0.115906895468535	-0.00226882585056947	0.0496012318395356	-0.00133112017755441	-0.00162170705828986	-0.0130232513471957	-0.0662617841990235	-0.0104187990872552	-0.00119083088590866
church/N/br-d03/952	-0.238126554888389	0.275372235084525	0.0203865334162985	0.212542076169995	-0.26591011571694	0.261370784554259	0.0416920534873146	0.217057742805285	-0.195956127862531	0.272918829166925	-0.00132971600471864	-0.0016245313352428	-0.244864087498554	-0.242201282765192	-0.0104241256649319	-0.00118435454090482
church/N/br-d03/971	0.206300190154182	0.16455851371074	-0.307623323897408	0.31995742179797	0.221434197803176	-0.140720630135282	-0.310284757869493	0.324137576182887	0.0508875601963433	-0.220617252845139	-0.00133045495250393	-0.00162348215286068	0.143631792770895	0.0949049594460041	-0.0104172847363244	-0.00118844273559856
church/N/br-d05/1163	0.122183910880386	-0.019106424537038	0.0243825562459496	-0.0111736975076726	0.119664884753914	0.00152403119974583	0.0268098920274914	-0.0131572513674911	0.198474059609314	-0.201039613771017	-0.00132993928295981	-0.001623531977678	0.254321295951565	0.0848949125442448	-0.0104289621962362	-0.00118112000533657
church/N/br-d05/1536	-0.0226391441723316	-0.16785827811982	0.0314048781237355	-0.0270742383840598	0.0152913424717906	-0.147285269759201	0.0278359446601108	-0.0258975276679022	0.0154850857121258	-0.199954615007196	-0.00133423156122508	-0.00162351225968266	0.0576541300718712	0.168913680791896	-0.0104318945885406	-0.00119346475146314
church/N/br-d05/1935	0.185865598879679	-0.125003682771541	0.0314048781237355	-0.0270742383840598	0.199573979252201	-0.0461552457822635	0.0278359446601108	-0.0258975276679022	0.182499747142998	-0.282432885300949	-0.0013328841120708	-0.00162686775306994	0.210324575438091	0.250516150589451	-0.0104376098056464	-0.00117926845875803
church/N/br-d06/2048	-0.0116648025016029	0.23439207652172	-0.250535817167187	0.00720113828049707	-0.0285718422253154	0.248893059747873	-0.0966916258296977	0.238698504404342	0.0408276257127427	0.00527906253682972	-0.00133096028760839	-0.0016260979516446	0.0337557694562954	-0.0351770908570067	-0.0104243917487144	-0.0011879670248544
church/N/br-d06/2174	0.0629038804964525	0.017045746714842	0.0358072345308779	0.0679335610356164	0.0529635710061854	0.0306407252432224	0.0366092767455556	0.0684354197787891	0.145077076971911	0.169058482310794	-0.00132908219153108	-0.00162346131600062	0.196060879511553	-0.107240901745525	-0.0104305524120902	-0.00118393754391908
church/N/br-d07/1408	0.111666838241732	-0.0161581187775302	0.038306734577285	-0.0164650323238024	0.105220474238899	-0.00017122699699026	0.034994153750424	-0.0157244877018959	0.129091698486013	-0.0563281518013393	-0.00132986996558285	-0.00162350676180362	0.137863267675942	0.0415757007216946	-0.0104272061526484	-0.00118024260318779
church/N/br-d07/216	0.0174221803141127	0.0705448965325009	-0.0882139775378252	-0.0647168395114066	0.0189562047898897	0.0307569274309055	-0.0792296453162747	-0.0837667110103226	0.0158553373887891	-0.140499774841305	-0.00132988341258416	-0.00162358993131074	0.129356555083689	-0.0615949292062894	-0.010417969946116	-0.00118567469451225
