	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co
heilzaam/adj/nrc_handelsblad_20011116_30/584/R1	heilzaam/adj/nrc_handelsblad_20011116_30/584	R1	ben	verb	ben/verb	zijn	True	R	2	0.44002548	9938754.0	869.0
heilzaam/adj/nrc_handelsblad_20011116_30/584/R2	heilzaam/adj/nrc_handelsblad_20011116_30/584	R2	,	punct	,/punct	,	True	R	3			
heilzaam/adj/nrc_handelsblad_20011116_30/584/R3	heilzaam/adj/nrc_handelsblad_20011116_30/584	R3	gewoon	adj	gewoon/adj	gewoon	True	R	4	0.3900848	168179.0	14.0
heilzaam/adj/nrc_handelsblad_20011116_30/584/R4	heilzaam/adj/nrc_handelsblad_20011116_30/584	R4	moet	verb	moet/verb	moet	True	R	5	-0.23962143	1557442.0	69.0
heilzaam/adj/nrc_handelsblad_20011116_30/584/R5	heilzaam/adj/nrc_handelsblad_20011116_30/584	R5	zit_uit	verb	zit_uit/verb	uitzitten	True	R	6	1.0426977	6298.0	1.0
heilzaam/adj/nrc_handelsblad_20011116_30/584/R6	heilzaam/adj/nrc_handelsblad_20011116_30/584	R6	.	punct	./punct	.	True	R	7			
heilzaam/adj/nrc_handelsblad_20011116_30/584/R7	heilzaam/adj/nrc_handelsblad_20011116_30/584	R7	sentence_delimiter	none	none	</sentence>	none	R	8			
heilzaam/adj/nrc_handelsblad_20011116_30/584/R8	heilzaam/adj/nrc_handelsblad_20011116_30/584	R8	sentence_delimiter	none	none	<sentence>	none	R	9			
heilzaam/adj/nrc_handelsblad_20011116_30/584/R9	heilzaam/adj/nrc_handelsblad_20011116_30/584	R9	het	det	het/det	Het	False	R	10	0.1326374	11650779.0	749.0
heilzaam/adj/nrc_handelsblad_20011116_30/584/R10	heilzaam/adj/nrc_handelsblad_20011116_30/584	R10	belangrijk	adj	belangrijk/adj	belangrijkste	False	R	11			
heilzaam/adj/nrc_handelsblad_20011116_30/584/R11	heilzaam/adj/nrc_handelsblad_20011116_30/584	R11	ben	verb	ben/verb	is	False	R	12	0.44002548	9938754.0	869.0
heilzaam/adj/nrc_handelsblad_20011116_30/584/R12	heilzaam/adj/nrc_handelsblad_20011116_30/584	R12	dat	comp	dat/comp	dat	False	R	13			
heilzaam/adj/nrc_handelsblad_20011116_30/584/R13	heilzaam/adj/nrc_handelsblad_20011116_30/584	R13	de	det	de/det	de	False	R	14	0.08139215	28074105.0	1714.0
heilzaam/adj/nrc_handelsblad_20011116_30/584/R14	heilzaam/adj/nrc_handelsblad_20011116_30/584	R14	economisch	adj	economisch/adj	economische	False	R	15	1.157602	72542.0	13.0
heilzaam/adj/nrc_handelsblad_20011116_30/584/R15												
heilzaam/adj/nrc_handelsblad_19991030_63/155/L0	heilzaam/adj/nrc_handelsblad_19991030_63/155	L0	een	det	een/det	een	True	L	1	0.30468807	11075723.0	847.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/L1	heilzaam/adj/nrc_handelsblad_19991030_63/155	L1	""""	punct	"""/punct"	""""	True	L	2			
heilzaam/adj/nrc_handelsblad_19991030_63/155/L2	heilzaam/adj/nrc_handelsblad_19991030_63/155	L2	tot	prep	tot/prep	tot	True	L	3	-0.15460816	1139189.0	55.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/L3	heilzaam/adj/nrc_handelsblad_19991030_63/155	L3	leid	verb	leid/verb	geleid	True	L	4	0.82716686	124304.0	16.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/L4	heilzaam/adj/nrc_handelsblad_19991030_63/155	L4	heb	verb	heb/verb	hebben	True	L	5	0.6152053000000001	4034811.0	419.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/L5	heilzaam/adj/nrc_handelsblad_19991030_63/155	L5	vernieuwing	noun	vernieuwing/noun	vernieuwingen	True	L	6	1.4548383999999999	12487.0	3.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/L6	heilzaam/adj/nrc_handelsblad_19991030_63/155	L6	technologisch	adj	technologisch/adj	technologische	True	L	7	2.3439832000000003	5099.0	3.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/L7	heilzaam/adj/nrc_handelsblad_19991030_63/155	L7	de	det	de/det	de	True	L	8	0.08139215	28074105.0	1714.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/L8	heilzaam/adj/nrc_handelsblad_19991030_63/155	L8	dat	comp	dat/comp	dat	True	L	9			
heilzaam/adj/nrc_handelsblad_19991030_63/155/L9	heilzaam/adj/nrc_handelsblad_19991030_63/155	L9	stel	verb	stel/verb	stelde	True	L	10	0.0036868134000000003	212176.0	12.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/L10	heilzaam/adj/nrc_handelsblad_19991030_63/155	L10	bank_president	noun	bank_president/noun	bankpresident	True	L	11			
heilzaam/adj/nrc_handelsblad_19991030_63/155/L11	heilzaam/adj/nrc_handelsblad_19991030_63/155	L11	de	det	de/det	De	True	L	12	0.08139215	28074105.0	1714.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/L12	heilzaam/adj/nrc_handelsblad_19991030_63/155	L12	sentence_delimiter	none	none	<sentence>	none	L	13			
heilzaam/adj/nrc_handelsblad_19991030_63/155/L13	heilzaam/adj/nrc_handelsblad_19991030_63/155	L13	sentence_delimiter	none	none	</sentence>	none	L	14			
heilzaam/adj/nrc_handelsblad_19991030_63/155/L14	heilzaam/adj/nrc_handelsblad_19991030_63/155	L14	.	punct	./punct	.	False	L	15			
heilzaam/adj/nrc_handelsblad_19991030_63/155/L15												
heilzaam/adj/nrc_handelsblad_19991030_63/155/R0	heilzaam/adj/nrc_handelsblad_19991030_63/155	R0	cyclus	noun	cyclus/noun	cyclus	True	R	1	2.836853	3104.0	3.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/R1	heilzaam/adj/nrc_handelsblad_19991030_63/155	R1	""""	punct	"""/punct"	""""	True	R	2			
heilzaam/adj/nrc_handelsblad_19991030_63/155/R2	heilzaam/adj/nrc_handelsblad_19991030_63/155	R2	,	punct	,/punct	,	True	R	3			
heilzaam/adj/nrc_handelsblad_19991030_63/155/R3	heilzaam/adj/nrc_handelsblad_19991030_63/155	R3	waarin	pp	waarin/pp	waarin	True	R	4			
heilzaam/adj/nrc_handelsblad_19991030_63/155/R4	heilzaam/adj/nrc_handelsblad_19991030_63/155	R4	sterk	adj	sterk/adj	sterke	True	R	5	0.54893565	174284.0	17.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/R5	heilzaam/adj/nrc_handelsblad_19991030_63/155	R5	groei	noun	groei/noun	groei	True	R	6	1.2059806999999998	42655.0	8.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/R6	heilzaam/adj/nrc_handelsblad_19991030_63/155	R6	van	prep	van/prep	van	True	R	7	0.22372985	12638933.0	890.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/R7	heilzaam/adj/nrc_handelsblad_19991030_63/155	R7	de	det	de/det	de	True	R	8	0.08139215	28074105.0	1714.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/R8	heilzaam/adj/nrc_handelsblad_19991030_63/155	R8	productiviteit	noun	productiviteit/noun	productiviteit	True	R	9	3.0589395	2492.0	3.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/R9	heilzaam/adj/nrc_handelsblad_19991030_63/155	R9	ga_samen	verb	ga_samen/verb	samengaat	True	R	10	2.0125124	4770.0	2.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/R10	heilzaam/adj/nrc_handelsblad_19991030_63/155	R10	met	prep	met/prep	met	True	R	11	-0.24275383	4230163.0	187.0
heilzaam/adj/nrc_handelsblad_19991030_63/155/R11	heilzaam/adj/nrc_handelsblad_19991030_63/155	R11	laag	adj	laag/adj	lage	True	R	12			
heilzaam/adj/nrc_handelsblad_19991030_63/155/R12	heilzaam/adj/nrc_handelsblad_19991030_63/155	R12	inflatie	noun	inflatie/noun	inflatie	True	R	13			
heilzaam/adj/nrc_handelsblad_19991030_63/155/R13	heilzaam/adj/nrc_handelsblad_19991030_63/155	R13	.	punct	./punct	.	True	R	14			
heilzaam/adj/nrc_handelsblad_19991030_63/155/R14	heilzaam/adj/nrc_handelsblad_19991030_63/155	R14	sentence_delimiter	none	none	</sentence>	none	R	15			
heilzaam/adj/nrc_handelsblad_19991030_63/155/R15												
heilzaam/adj/nrc_handelsblad_20000701_38/883/L0	heilzaam/adj/nrc_handelsblad_20000701_38/883	L0	ook	adv	ook/adv	ook	True	L	1	0.33461595	2214625.0	175.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L1	heilzaam/adj/nrc_handelsblad_20000701_38/883	L1	zal	verb	zal/verb	zou	True	L	2	0.5533213	1661300.0	163.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L2	heilzaam/adj/nrc_handelsblad_20000701_38/883	L2	zij	pron	zij/pron	Zij	True	L	3	-0.05512112	392068.0	21.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L3	heilzaam/adj/nrc_handelsblad_20000701_38/883	L3	sentence_delimiter	none	none	<sentence>	none	L	4			
heilzaam/adj/nrc_handelsblad_20000701_38/883/L4	heilzaam/adj/nrc_handelsblad_20000701_38/883	L4	sentence_delimiter	none	none	</sentence>	none	L	5			
heilzaam/adj/nrc_handelsblad_20000701_38/883/L5	heilzaam/adj/nrc_handelsblad_20000701_38/883	L5	.	punct	./punct	.	False	L	6			
heilzaam/adj/nrc_handelsblad_20000701_38/883/L6	heilzaam/adj/nrc_handelsblad_20000701_38/883	L6	hoor	verb	hoor/verb	horen	False	L	7	0.039761983	170287.0	10.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L7	heilzaam/adj/nrc_handelsblad_20000701_38/883	L7	men	pron	men/pron	men	False	L	8	0.70136875	166196.0	19.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L8	heilzaam/adj/nrc_handelsblad_20000701_38/883	L8	kan	verb	kan/verb	kan	False	L	9	0.807767	1969534.0	249.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L9	heilzaam/adj/nrc_handelsblad_20000701_38/883	L9	,	punct	,/punct	,	False	L	10			
heilzaam/adj/nrc_handelsblad_20000701_38/883/L10	heilzaam/adj/nrc_handelsblad_20000701_38/883	L10	ben	verb	ben/verb	zijn	False	L	11	0.44002548	9938754.0	869.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L11	heilzaam/adj/nrc_handelsblad_20000701_38/883	L11	schadelijk	adj	schadelijk/adj	schadelijk	False	L	12	2.3815880000000003	6577.0	4.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L12	heilzaam/adj/nrc_handelsblad_20000701_38/883	L12	zo	adv	zo/adv	zo	False	L	13	0.4142044	748301.0	64.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L13	heilzaam/adj/nrc_handelsblad_20000701_38/883	L13	eens	adv	eens/adv	eens	False	L	14	0.33179742	292605.0	23.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L14	heilzaam/adj/nrc_handelsblad_20000701_38/883	L14	niet	adv	niet/adv	niet	False	L	15	0.031789817000000005	3455007.0	201.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/L15												
heilzaam/adj/nrc_handelsblad_20000701_38/883/R0	heilzaam/adj/nrc_handelsblad_20000701_38/883	R0	kan	verb	kan/verb	kunnen	True	R	1	0.807767	1969534.0	249.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R1	heilzaam/adj/nrc_handelsblad_20000701_38/883	R1	werk	verb	werk/verb	werken	True	R	2	2.0008526	256961.0	107.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R2	heilzaam/adj/nrc_handelsblad_20000701_38/883	R2	voor	prep	voor/prep	voor	True	R	3	0.51638585	3806927.0	358.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R3	heilzaam/adj/nrc_handelsblad_20000701_38/883	R3	de	det	de/det	de	True	R	4	0.08139215	28074105.0	1714.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R4	heilzaam/adj/nrc_handelsblad_20000701_38/883	R4	ND	name	ND/name	ND	True	R	5			
heilzaam/adj/nrc_handelsblad_20000701_38/883/R5	heilzaam/adj/nrc_handelsblad_20000701_38/883	R5	die	pron	die/pron	die	True	R	6	0.2860925	2519801.0	190.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R6	heilzaam/adj/nrc_handelsblad_20000701_38/883	R6	pretendeer	verb	pretendeer/verb	pretendeert	True	R	7	2.7605386000000003	1122.0	1.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R7	heilzaam/adj/nrc_handelsblad_20000701_38/883	R7	een	det	een/det	een	True	R	8	0.30468807	11075723.0	847.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R8	heilzaam/adj/nrc_handelsblad_20000701_38/883	R8	partij	noun	partij/noun	partij	True	R	9	0.24028334	195439.0	14.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R9	heilzaam/adj/nrc_handelsblad_20000701_38/883	R9	van	prep	van/prep	van	True	R	10	0.22372985	12638933.0	890.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R10	heilzaam/adj/nrc_handelsblad_20000701_38/883	R10	het	det	het/det	het	True	R	11	0.1326374	11650779.0	749.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R11	heilzaam/adj/nrc_handelsblad_20000701_38/883	R11	midden	noun	midden/noun	midden	True	R	12			
heilzaam/adj/nrc_handelsblad_20000701_38/883/R12	heilzaam/adj/nrc_handelsblad_20000701_38/883	R12	te	comp	te/comp	te	True	R	13			
heilzaam/adj/nrc_handelsblad_20000701_38/883/R13	heilzaam/adj/nrc_handelsblad_20000701_38/883	R13	ben	verb	ben/verb	zijn	True	R	14	0.44002548	9938754.0	869.0
heilzaam/adj/nrc_handelsblad_20000701_38/883/R14	heilzaam/adj/nrc_handelsblad_20000701_38/883	R14	.	punct	./punct	.	True	R	15			
heilzaam/adj/nrc_handelsblad_20000701_38/883/R15												
heilzaam/adj/nrc_handelsblad_20010426_61/409/L0	heilzaam/adj/nrc_handelsblad_20010426_61/409	L0	de	det	de/det	de	True	L	1	0.08139215	28074105.0	1714.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/L1	heilzaam/adj/nrc_handelsblad_20010426_61/409	L1	of	comp	of/comp	of	True	L	2			
heilzaam/adj/nrc_handelsblad_20010426_61/409/L2	heilzaam/adj/nrc_handelsblad_20010426_61/409	L2	ben	verb	ben/verb	is	True	L	3	0.44002548	9938754.0	869.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/L3	heilzaam/adj/nrc_handelsblad_20010426_61/409	L3	vraag	noun	vraag/noun	vraag	True	L	4	0.15695363	181894.0	12.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/L4	heilzaam/adj/nrc_handelsblad_20010426_61/409	L4	onbeantwoord	adj	onbeantwoord/adj	onbeantwoorde	True	L	5	2.4625150000000002	1517.0	1.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/L5	heilzaam/adj/nrc_handelsblad_20010426_61/409	L5	nog	adv	nog/adv	nog	True	L	6	-0.34678093	1683041.0	67.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/L6	heilzaam/adj/nrc_handelsblad_20010426_61/409	L6	en	vg	en/vg	en	True	L	7			
heilzaam/adj/nrc_handelsblad_20010426_61/409/L7	heilzaam/adj/nrc_handelsblad_20010426_61/409	L7	groot	adj	groot/adj	grootste	True	L	8	-0.13762504	774779.0	38.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/L8	heilzaam/adj/nrc_handelsblad_20010426_61/409	L8	de	det	de/det	De	True	L	9	0.08139215	28074105.0	1714.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/L9	heilzaam/adj/nrc_handelsblad_20010426_61/409	L9	sentence_delimiter	none	none	<sentence>	none	L	10			
heilzaam/adj/nrc_handelsblad_20010426_61/409/L10	heilzaam/adj/nrc_handelsblad_20010426_61/409	L10	sentence_delimiter	none	none	</sentence>	none	L	11			
heilzaam/adj/nrc_handelsblad_20010426_61/409/L11	heilzaam/adj/nrc_handelsblad_20010426_61/409	L11	.	punct	./punct	.	False	L	12			
heilzaam/adj/nrc_handelsblad_20010426_61/409/L12	heilzaam/adj/nrc_handelsblad_20010426_61/409	L12	sta	verb	sta/verb	staan	False	L	13	-0.51875216	655795.0	22.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/L13	heilzaam/adj/nrc_handelsblad_20010426_61/409	L13	lijst	noun	lijst/noun	lijst	False	L	14			
heilzaam/adj/nrc_handelsblad_20010426_61/409/L14	heilzaam/adj/nrc_handelsblad_20010426_61/409	L14	verdacht	adj	verdacht/adj	verdachte	False	L	15			
heilzaam/adj/nrc_handelsblad_20010426_61/409/L15												
heilzaam/adj/nrc_handelsblad_20010426_61/409/R0	heilzaam/adj/nrc_handelsblad_20010426_61/409	R0	effect	noun	effect/noun	effecten	True	R	1	4.3623114	35928.0	159.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/R1	heilzaam/adj/nrc_handelsblad_20010426_61/409	R1	van	prep	van/prep	van	True	R	2	0.22372985	12638933.0	890.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/R2	heilzaam/adj/nrc_handelsblad_20010426_61/409	R2	zonnebrandmiddelen	noun	zonnebrandmiddelen/noun	zonnebrandmiddelen	True	R	3			
heilzaam/adj/nrc_handelsblad_20010426_61/409/R3	heilzaam/adj/nrc_handelsblad_20010426_61/409	R3	(	punct	(/punct	(	True	R	4			
heilzaam/adj/nrc_handelsblad_20010426_61/409/R4	heilzaam/adj/nrc_handelsblad_20010426_61/409	R4	bescherming	noun	bescherming/noun	bescherming	True	R	5	0.014758324	17543.0	1.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/R5	heilzaam/adj/nrc_handelsblad_20010426_61/409	R5	tegen	prep	tegen/prep	tegen	True	R	6	0.2612178	727647.0	53.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/R6	heilzaam/adj/nrc_handelsblad_20010426_61/409	R6	zonnebrand	noun	zonnebrand/noun	zonnebrand	True	R	7			
heilzaam/adj/nrc_handelsblad_20010426_61/409/R7	heilzaam/adj/nrc_handelsblad_20010426_61/409	R7	en	vg	en/vg	en	True	R	8			
heilzaam/adj/nrc_handelsblad_20010426_61/409/R8	heilzaam/adj/nrc_handelsblad_20010426_61/409	R8	op	prep	op/prep	op	True	R	9	0.24410067	4502370.0	323.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/R9	heilzaam/adj/nrc_handelsblad_20010426_61/409	R9	termijn	noun	termijn/noun	termijn	True	R	10	0.9343324000000001	41823.0	6.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/R10	heilzaam/adj/nrc_handelsblad_20010426_61/409	R10	tegen	prep	tegen/prep	tegen	True	R	11	0.2612178	727647.0	53.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/R11	heilzaam/adj/nrc_handelsblad_20010426_61/409	R11	huid_kanker	noun	huid_kanker/noun	huidkanker	True	R	12			
heilzaam/adj/nrc_handelsblad_20010426_61/409/R12	heilzaam/adj/nrc_handelsblad_20010426_61/409	R12	)	punct	)/punct	)	True	R	13			
heilzaam/adj/nrc_handelsblad_20010426_61/409/R13	heilzaam/adj/nrc_handelsblad_20010426_61/409	R13	weeg_op	verb	weeg_op/verb	opwegen	True	R	14			
heilzaam/adj/nrc_handelsblad_20010426_61/409/R14	heilzaam/adj/nrc_handelsblad_20010426_61/409	R14	tegen	prep	tegen/prep	tegen	True	R	15	0.2612178	727647.0	53.0
heilzaam/adj/nrc_handelsblad_20010426_61/409/R15												
heilzaam/adj/nrc_handelsblad_20010123_5/480/L0	heilzaam/adj/nrc_handelsblad_20010123_5/480	L0	onmoetbare	adj	onmoetbare/adj	onmoetbare	True	L	1			
heilzaam/adj/nrc_handelsblad_20010123_5/480/L1	heilzaam/adj/nrc_handelsblad_20010123_5/480	L1	de	det	de/det	de	True	L	2	0.08139215	28074105.0	1714.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/L2	heilzaam/adj/nrc_handelsblad_20010123_5/480	L2	maar	vg	maar/vg	maar	True	L	3			
heilzaam/adj/nrc_handelsblad_20010123_5/480/L3	heilzaam/adj/nrc_handelsblad_20010123_5/480	L3	,	punct	,/punct	,	True	L	4			
heilzaam/adj/nrc_handelsblad_20010123_5/480/L4	heilzaam/adj/nrc_handelsblad_20010123_5/480	L4	schijn	noun	schijn/noun	schijn	True	L	5	0.87348807	7413.0	1.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/L5	heilzaam/adj/nrc_handelsblad_20010123_5/480	L5	geprojecteerd	adj	geprojecteerd/adj	geprojecteerde	True	L	6	3.7705302000000005	406.0	1.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/L6	heilzaam/adj/nrc_handelsblad_20010123_5/480	L6	mythe	noun	mythe/noun	mythen	True	L	7	1.1633841999999999	5546.0	1.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/L7	heilzaam/adj/nrc_handelsblad_20010123_5/480	L7	in	prep	in/prep	in	True	L	8	-0.13897213	9492181.0	464.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/L8	heilzaam/adj/nrc_handelsblad_20010123_5/480	L8	en	vg	en/vg	en	True	L	9			
heilzaam/adj/nrc_handelsblad_20010123_5/480/L9	heilzaam/adj/nrc_handelsblad_20010123_5/480	L9	verzonnen	adj	verzonnen/adj	verzonnen	True	L	10	2.6898053	1205.0	1.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/L10	heilzaam/adj/nrc_handelsblad_20010123_5/480	L10	de	det	de/det	de	True	L	11	0.08139215	28074105.0	1714.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/L11	heilzaam/adj/nrc_handelsblad_20010123_5/480	L11	niet	adv	niet/adv	niet	True	L	12	0.031789817000000005	3455007.0	201.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/L12	heilzaam/adj/nrc_handelsblad_20010123_5/480	L12	natuurlijk	adj	natuurlijk/adj	natuurlijk	True	L	13	0.6966813000000001	149989.0	17.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/L13	heilzaam/adj/nrc_handelsblad_20010123_5/480	L13	ben	verb	ben/verb	is	True	L	14	0.44002548	9938754.0	869.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/L14	heilzaam/adj/nrc_handelsblad_20010123_5/480	L14	waarheid_criterium	noun	waarheid_criterium/noun	waarheidscriterium	True	L	15			
heilzaam/adj/nrc_handelsblad_20010123_5/480/L15												
heilzaam/adj/nrc_handelsblad_20010123_5/480/R0	heilzaam/adj/nrc_handelsblad_20010123_5/480	R0	werkelijkheid	noun	werkelijkheid/noun	werkelijkheid	True	R	1	-0.3537152	25243.0	1.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/R1	heilzaam/adj/nrc_handelsblad_20010123_5/480	R1	zelf	adv	zelf/adv	zelf	True	R	2	-0.09119566	329698.0	17.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/R2	heilzaam/adj/nrc_handelsblad_20010123_5/480	R2	.	punct	./punct	.	True	R	3			
heilzaam/adj/nrc_handelsblad_20010123_5/480/R3	heilzaam/adj/nrc_handelsblad_20010123_5/480	R3	sentence_delimiter	none	none	</sentence>	none	R	4			
heilzaam/adj/nrc_handelsblad_20010123_5/480/R4	heilzaam/adj/nrc_handelsblad_20010123_5/480	R4	sentence_delimiter	none	none	<sentence>	none	R	5			
heilzaam/adj/nrc_handelsblad_20010123_5/480/R5	heilzaam/adj/nrc_handelsblad_20010123_5/480	R5	als	comp	als/comp	Als	False	R	6			
heilzaam/adj/nrc_handelsblad_20010123_5/480/R6	heilzaam/adj/nrc_handelsblad_20010123_5/480	R6	de	det	de/det	de	False	R	7	0.08139215	28074105.0	1714.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/R7	heilzaam/adj/nrc_handelsblad_20010123_5/480	R7	bijbel	noun	bijbel/noun	bijbel	False	R	8			
heilzaam/adj/nrc_handelsblad_20010123_5/480/R8	heilzaam/adj/nrc_handelsblad_20010123_5/480	R8	tot	prep	tot/prep	tot	False	R	9	-0.15460816	1139189.0	55.0
heilzaam/adj/nrc_handelsblad_20010123_5/480/R9	heilzaam/adj/nrc_handelsblad_20010123_5/480	R9	zinvol	adj	zinvol/adj	zinvol	False	R	10			
heilzaam/adj/nrc_handelsblad_20010123_5/480/R10	heilzaam/adj/nrc_handelsblad_20010123_5/480	R10	waarheid_criterium	noun	waarheid_criterium/noun	waarheidscriterium	False	R	11			
heilzaam/adj/nrc_handelsblad_20010123_5/480/R11	heilzaam/adj/nrc_handelsblad_20010123_5/480	R11	word	verb	word/verb	wordt	False	R	12	-0.12096636	3486710.0	174.0
