_id	_cws.heilzaam.foc10.nav.weight.bound	_count.heilzaam.foc10.nav.weight.bound	_cws.heilzaam.foc10.nav.selection.bound	_count.heilzaam.foc10.nav.selection.bound	_cws.heilzaam.foc10.nav.no.bound	_count.heilzaam.foc10.nav.no.bound	_cws.heilzaam.foc10.all.weight.bound	_count.heilzaam.foc10.all.weight.bound	_cws.heilzaam.foc10.all.selection.bound	_count.heilzaam.foc10.all.selection.bound	_cws.heilzaam.foc10.all.no.bound	_count.heilzaam.foc10.all.no.bound	_cws.heilzaam.foc5.nav.weight.bound	_count.heilzaam.foc5.nav.weight.bound	_cws.heilzaam.foc5.nav.selection.bound	_count.heilzaam.foc5.nav.selection.bound	_cws.heilzaam.foc5.nav.no.bound	_count.heilzaam.foc5.nav.no.bound	_cws.heilzaam.foc5.all.weight.bound	_count.heilzaam.foc5.all.weight.bound	_cws.heilzaam.foc5.all.selection.bound	_count.heilzaam.foc5.all.selection.bound	_cws.heilzaam.foc5.all.no.bound	_count.heilzaam.foc5.all.no.bound
heilzaam/adj/nrc_handelsblad_20001223_40/1146	effect/noun;heb/verb;therapie/noun	3	effect/noun;heb/verb;therapie/noun	3	effect/noun;heb/verb;therapie/noun	3	alom/adv;effect/noun;heb/verb;therapie/noun;van/prep	5	alom/adv;effect/noun;heb/verb;therapie/noun;van/prep	5	alom/adv;effect/noun;heb/verb;therapie/noun;van/prep	5	effect/noun;heb/verb	2	effect/noun;heb/verb	2	effect/noun;heb/verb	2	alom/adv;effect/noun;heb/verb	3	alom/adv;effect/noun;heb/verb	3	alom/adv;effect/noun;heb/verb	3
heilzaam/adj/nrc_handelsblad_20031128_09/273	aangenaam/adj;heb/verb;kloek/adj;koppel/verb;medisch/adj;na_woord/noun;traktaat/noun;verzorg/verb	8	aangenaam/adj;heb/verb;kloek/adj;koppel/verb;medisch/adj;na_woord/noun;traktaat/noun;verzorg/verb	8	aangenaam/adj;heb/verb;kloek/adj;koppel/verb;medisch/adj;na_woord/noun;traktaat/noun;verzorg/verb	8	aangenaam/adj;die/det;een/det;heb/verb;kloek/adj;koppel/verb;medisch/adj;na_woord/noun;traktaat/noun;verzorg/verb	10	aangenaam/adj;die/det;een/det;heb/verb;kloek/adj;koppel/verb;medisch/adj;na_woord/noun;traktaat/noun;verzorg/verb	10	aangenaam/adj;die/det;een/det;heb/verb;kloek/adj;koppel/verb;medisch/adj;na_woord/noun;traktaat/noun;verzorg/verb	10	heb/verb;koppel/verb;medisch/adj;traktaat/noun;verzorg/verb	5	heb/verb;koppel/verb;medisch/adj;traktaat/noun;verzorg/verb	5	heb/verb;koppel/verb;medisch/adj;traktaat/noun;verzorg/verb	5	die/det;heb/verb;koppel/verb;medisch/adj;traktaat/noun;verzorg/verb	6	die/det;heb/verb;koppel/verb;medisch/adj;traktaat/noun;verzorg/verb	6	die/det;heb/verb;koppel/verb;medisch/adj;traktaat/noun;verzorg/verb	6
heilzaam/adj/nrc_handelsblad_20001117_7/665	geloof/verb;partij/noun;werking/noun	3	geloof/verb;partij/noun;werking/noun	3	geloof/verb;partij/noun;werking/noun	3	alle/det;de/det;die/det;geloof/verb;het/det;partij/noun;van/prep;werking/noun	8	alle/det;de/det;die/det;geloof/verb;het/det;partij/noun;van/prep;werking/noun	8	alle/det;de/det;die/det;geloof/verb;het/det;partij/noun;van/prep;werking/noun	8	werking/noun	1	werking/noun	1	werking/noun	1	de/det;van/prep;werking/noun	3	de/det;van/prep;werking/noun	3	de/det;van/prep;werking/noun	3
heilzaam/adj/nrc_handelsblad_20000502_91/102	ben/verb;geloof/noun;sommig/adj;werking/noun;zit/verb	5	ben/verb;geloof/noun;sommig/adj;werking/noun;zit/verb	5	ben/verb;geloof/noun;sommig/adj;werking/noun;zit/verb	5	ben/verb;de/det;geloof/noun;het/det;sommig/adj;thuis/adv;van/prep;werking/noun;zit/verb	9	ben/verb;de/det;geloof/noun;het/det;sommig/adj;thuis/adv;van/prep;werking/noun;zit/verb	9	ben/verb;de/det;geloof/noun;het/det;sommig/adj;thuis/adv;van/prep;werking/noun;zit/verb	9	ben/verb;geloof/noun;werking/noun;zit/verb	4	ben/verb;geloof/noun;werking/noun;zit/verb	4	ben/verb;geloof/noun;werking/noun;zit/verb	4	ben/verb;de/det;geloof/noun;het/det;thuis/adv;van/prep;werking/noun;zit/verb	8	ben/verb;de/det;geloof/noun;het/det;thuis/adv;van/prep;werking/noun;zit/verb	8	ben/verb;de/det;geloof/noun;het/det;thuis/adv;van/prep;werking/noun;zit/verb	8
heilzaam/adj/nrc_handelsblad_20020611_133/581	bedorven/adj;ben/verb;economisch/adj;klimaat/noun;overtuigd/adj;topman/noun;werking/noun	7	bedorven/adj;ben/verb;economisch/adj;klimaat/noun;overtuigd/adj;topman/noun;werking/noun	7	bedorven/adj;ben/verb;economisch/adj;klimaat/noun;overtuigd/adj;topman/noun;werking/noun	7	bedorven/adj;ben/verb;de/det;economisch/adj;het/det;klimaat/noun;op/prep;overtuigd/adj;topman/noun;van/prep;werking/noun	11	bedorven/adj;ben/verb;de/det;economisch/adj;het/det;klimaat/noun;op/prep;overtuigd/adj;topman/noun;van/prep;werking/noun	11	bedorven/adj;ben/verb;de/det;economisch/adj;het/det;klimaat/noun;op/prep;overtuigd/adj;topman/noun;van/prep;werking/noun	11	ben/verb;economisch/adj;overtuigd/adj;werking/noun	4	ben/verb;economisch/adj;overtuigd/adj;werking/noun	4	ben/verb;economisch/adj;overtuigd/adj;werking/noun	4	ben/verb;de/det;economisch/adj;op/prep;overtuigd/adj;van/prep;werking/noun	7	ben/verb;de/det;economisch/adj;op/prep;overtuigd/adj;van/prep;werking/noun	7	ben/verb;de/det;economisch/adj;op/prep;overtuigd/adj;van/prep;werking/noun	7
heilzaam/adj/nrc_handelsblad_19990408_166/78	ben/verb;effect/noun;gewoon/adj;magisch/adj;museum_bezoek/noun;vaak/adj;voorwerp/noun	7	ben/verb;effect/noun;gewoon/adj;magisch/adj;museum_bezoek/noun;vaak/adj;voorwerp/noun	7	ben/verb;effect/noun;gewoon/adj;magisch/adj;museum_bezoek/noun;vaak/adj;voorwerp/noun	7	ben/verb;een/det;effect/noun;gewoon/adj;magisch/adj;museum_bezoek/noun;vaak/adj;van/prep;voorwerp/noun	9	ben/verb;een/det;effect/noun;gewoon/adj;magisch/adj;museum_bezoek/noun;vaak/adj;van/prep;voorwerp/noun	9	ben/verb;een/det;effect/noun;gewoon/adj;magisch/adj;museum_bezoek/noun;vaak/adj;van/prep;voorwerp/noun	9	ben/verb;effect/noun;magisch/adj;museum_bezoek/noun;vaak/adj	5	ben/verb;effect/noun;magisch/adj;museum_bezoek/noun;vaak/adj	5	ben/verb;effect/noun;magisch/adj;museum_bezoek/noun;vaak/adj	5	ben/verb;een/det;effect/noun;magisch/adj;museum_bezoek/noun;vaak/adj;van/prep	7	ben/verb;een/det;effect/noun;magisch/adj;museum_bezoek/noun;vaak/adj;van/prep	7	ben/verb;een/det;effect/noun;magisch/adj;museum_bezoek/noun;vaak/adj;van/prep	7
heilzaam/adj/nrc_handelsblad_20001216_56/934	beschouw/verb;lees/verb;soort/noun;stand_DIM/noun;voorteken/noun	5	beschouw/verb;lees/verb;soort/noun;stand_DIM/noun;voorteken/noun	5	beschouw/verb;lees/verb;soort/noun;stand_DIM/noun;voorteken/noun	5	als/prep;beschouw/verb;een/det;het/det;lees/verb;soort/noun;stand_DIM/noun;van/prep;voorteken/noun	9	als/prep;beschouw/verb;een/det;het/det;lees/verb;soort/noun;stand_DIM/noun;van/prep;voorteken/noun	9	als/prep;beschouw/verb;een/det;het/det;lees/verb;soort/noun;stand_DIM/noun;van/prep;voorteken/noun	9	beschouw/verb;soort/noun;stand_DIM/noun;voorteken/noun	4	beschouw/verb;soort/noun;stand_DIM/noun;voorteken/noun	4	beschouw/verb;soort/noun;stand_DIM/noun;voorteken/noun	4	als/prep;beschouw/verb;een/det;soort/noun;stand_DIM/noun;voorteken/noun	6	als/prep;beschouw/verb;een/det;soort/noun;stand_DIM/noun;voorteken/noun	6	als/prep;beschouw/verb;een/det;soort/noun;stand_DIM/noun;voorteken/noun	6
heilzaam/adj/nrc_handelsblad_20020314_139/432	collectief/adj;heb/verb;sector/noun;verschuiving/noun	4	collectief/adj;heb/verb;sector/noun;verschuiving/noun	4	collectief/adj;heb/verb;sector/noun;verschuiving/noun	4	collectief/adj;de/det;een/det;heb/verb;het/det;sector/noun;van/prep;verschuiving/noun	8	collectief/adj;de/det;een/det;heb/verb;het/det;sector/noun;van/prep;verschuiving/noun	8	collectief/adj;de/det;een/det;heb/verb;het/det;sector/noun;van/prep;verschuiving/noun	8	heb/verb;verschuiving/noun	2	heb/verb;verschuiving/noun	2	heb/verb;verschuiving/noun	2	een/det;heb/verb;het/det;verschuiving/noun	4	een/det;heb/verb;het/det;verschuiving/noun	4	een/det;heb/verb;het/det;verschuiving/noun	4
heilzaam/adj/nrc_handelsblad_19990703_152/92	kan/verb;paars/adj;partner/noun;werk/verb	4	kan/verb;paars/adj;partner/noun;werk/verb	4	kan/verb;paars/adj;partner/noun;werk/verb	4	de/det;een/det;kan/verb;ook/adv;paars/adj;partner/noun;voor/prep;werk/verb	8	de/det;een/det;kan/verb;ook/adv;paars/adj;partner/noun;voor/prep;werk/verb	8	de/det;een/det;kan/verb;ook/adv;paars/adj;partner/noun;voor/prep;werk/verb	8	paars/adj;partner/noun;werk/verb	3	paars/adj;partner/noun;werk/verb	3	paars/adj;partner/noun;werk/verb	3	de/det;ook/adv;paars/adj;partner/noun;voor/prep;werk/verb	6	de/det;ook/adv;paars/adj;partner/noun;voor/prep;werk/verb	6	de/det;ook/adv;paars/adj;partner/noun;voor/prep;werk/verb	6
heilzaam/adj/nrc_handelsblad_20020107_133/781	doe/verb;gezond/adj;resoluut/adj;toekomst/noun;werk/noun	5	doe/verb;gezond/adj;resoluut/adj;toekomst/noun;werk/noun	5	doe/verb;gezond/adj;resoluut/adj;toekomst/noun;werk/noun	5	doe/verb;een/det;gezond/adj;het/det;resoluut/adj;toekomst/noun;werk/noun	7	doe/verb;een/det;gezond/adj;het/det;resoluut/adj;toekomst/noun;werk/noun	7	doe/verb;een/det;gezond/adj;het/det;resoluut/adj;toekomst/noun;werk/noun	7	doe/verb;werk/noun	2	doe/verb;werk/noun	2	doe/verb;werk/noun	2	doe/verb;het/det;werk/noun	3	doe/verb;het/det;werk/noun	3	doe/verb;het/det;werk/noun	3
heilzaam/adj/nrc_handelsblad_20020406_197/195	LPF_leider/noun;ander/adj;bevestig/verb;gekleed/adj;invloed/noun;modieus/adj	6	LPF_leider/noun;ander/adj;bevestig/verb;gekleed/adj;invloed/noun;modieus/adj	6	LPF_leider/noun;ander/adj;bevestig/verb;gekleed/adj;invloed/noun;modieus/adj	6	LPF_leider/noun;ander/adj;bevestig/verb;de/det;gekleed/adj;invloed/noun;modieus/adj;op/prep;van/prep	9	LPF_leider/noun;ander/adj;bevestig/verb;de/det;gekleed/adj;invloed/noun;modieus/adj;op/prep;van/prep	9	LPF_leider/noun;ander/adj;bevestig/verb;de/det;gekleed/adj;invloed/noun;modieus/adj;op/prep;van/prep	9	ander/adj;bevestig/verb;gekleed/adj;invloed/noun;modieus/adj	5	ander/adj;bevestig/verb;gekleed/adj;invloed/noun;modieus/adj	5	ander/adj;bevestig/verb;gekleed/adj;invloed/noun;modieus/adj	5	ander/adj;bevestig/verb;gekleed/adj;invloed/noun;modieus/adj;van/prep	6	ander/adj;bevestig/verb;gekleed/adj;invloed/noun;modieus/adj;van/prep	6	ander/adj;bevestig/verb;gekleed/adj;invloed/noun;modieus/adj;van/prep	6
heilzaam/adj/nrc_handelsblad_19991002_81/1530	bezing/verb;spreker/noun;werking/noun;zal/verb	4	bezing/verb;spreker/noun;werking/noun;zal/verb	4	bezing/verb;spreker/noun;werking/noun;zal/verb	4	bezing/verb;de/det;het/det;niet/adv;spreker/noun;van/prep;werking/noun;zal/verb	8	bezing/verb;de/det;het/det;niet/adv;spreker/noun;van/prep;werking/noun;zal/verb	8	bezing/verb;de/det;het/det;niet/adv;spreker/noun;van/prep;werking/noun;zal/verb	8	spreker/noun;werking/noun	2	spreker/noun;werking/noun	2	spreker/noun;werking/noun	2	de/det;het/det;spreker/noun;van/prep;werking/noun	5	de/det;het/det;spreker/noun;van/prep;werking/noun	5	de/det;het/det;spreker/noun;van/prep;werking/noun	5
heilzaam/adj/nrc_handelsblad_20020517_22/506	concurrentie/noun;jargon/noun;maak_eigen/verb;modern/adj;prikkel/noun;spoed/noun;zal/verb	7	concurrentie/noun;jargon/noun;maak_eigen/verb;modern/adj;prikkel/noun;spoed/noun;zal/verb	7	concurrentie/noun;jargon/noun;maak_eigen/verb;modern/adj;prikkel/noun;spoed/noun;zal/verb	7	concurrentie/noun;eigen/part;het/det;jargon/noun;maak_eigen/verb;modern/adj;prikkel/noun;spoed/noun;van/prep;zal/verb	10	concurrentie/noun;eigen/part;het/det;jargon/noun;maak_eigen/verb;modern/adj;prikkel/noun;spoed/noun;van/prep;zal/verb	10	concurrentie/noun;eigen/part;het/det;jargon/noun;maak_eigen/verb;modern/adj;prikkel/noun;spoed/noun;van/prep;zal/verb	10	concurrentie/noun;jargon/noun;modern/adj;prikkel/noun	4	concurrentie/noun;jargon/noun;modern/adj;prikkel/noun	4	concurrentie/noun;jargon/noun;modern/adj;prikkel/noun	4	concurrentie/noun;jargon/noun;modern/adj;prikkel/noun;van/prep	5	concurrentie/noun;jargon/noun;modern/adj;prikkel/noun;van/prep	5	concurrentie/noun;jargon/noun;modern/adj;prikkel/noun;van/prep	5
heilzaam/adj/nrc_handelsblad_20021011_2088/12	beurs/noun;heb/verb;slot/noun;werking/noun	4	beurs/noun;heb/verb;slot/noun;werking/noun	4	beurs/noun;heb/verb;slot/noun;werking/noun	4	beurs/noun;de/det;een/det;heb/verb;het/det;op/prep;slot/noun;van/prep;vanochtend/adv;werking/noun	10	beurs/noun;de/det;een/det;heb/verb;het/det;op/prep;slot/noun;van/prep;vanochtend/adv;werking/noun	10	beurs/noun;de/det;een/det;heb/verb;het/det;op/prep;slot/noun;van/prep;vanochtend/adv;werking/noun	10	beurs/noun;heb/verb;werking/noun	3	beurs/noun;heb/verb;werking/noun	3	beurs/noun;heb/verb;werking/noun	3	beurs/noun;de/det;een/det;heb/verb;op/prep;vanochtend/adv;werking/noun	7	beurs/noun;de/det;een/det;heb/verb;op/prep;vanochtend/adv;werking/noun	7	beurs/noun;de/det;een/det;heb/verb;op/prep;vanochtend/adv;werking/noun	7
heilzaam/adj/nrc_handelsblad_19991019_108/6	eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	5	eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	5	eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	5	de/det;eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	6	de/det;eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	6	de/det;eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	6	eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	5	eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	5	eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	5	de/det;eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	6	de/det;eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	6	de/det;eeuwenlang/adj;heb/verb;opvoeding/noun;verricht/verb;werk/noun	6
