_id	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y
church/N/br-b08/1804	-0.00159595731237613	-0.00202491846320216	-0.00645768042388043	0.00262909958178132	0.175837798983501	0.256274259750323	0.0245919181567266	-0.321274935923563
church/N/br-b08/1866	-0.00399459246903007	-0.000190146025686908	-0.00416328665519582	1.85680992024843e-05	0.00404253494250996	-0.00330426694678603	0.00616716191839416	-0.0033840264891502
church/N/br-b08/1871	-0.00369537079934075	-0.00027179030256174	-0.00418833887619825	0.000308797005078551	0.0126071363912815	-0.00651229357879085	0.0147179023775721	-0.0125015081067624
church/N/br-b08/1912	-0.0047168812605945	-0.0018155764918109	-0.0058662778427048	-0.00111073237532088	0.198056448399257	-0.152134461934727	0.200965642891796	-0.202977867918221
church/N/br-b08/2063	-0.00388910406621513	0.000312357929894216	-0.00371334926904967	7.47990855775688e-05	-0.0874016687527474	0.00352649722730955	-0.0832818890050165	0.0326660780854771
church/N/br-b08/2363	-0.00394868013695315	0.000242270601622845	-0.00374598168700664	3.50105576879338e-05	-0.258613584301651	0.134936092665836	-0.269222922828883	0.0482594452205021
church/N/br-b08/834	-0.00338487025339928	0.000425617080162289	-0.0034730813874418	0.00054815385058715	-0.143864873627645	0.000366847087082282	-0.142235800543116	0.0410316916907958
church/N/br-b12/2009	-0.00339593064249866	-0.000761216191414916	-0.00477303748557271	0.000704273817938214	-0.0342646436485308	-0.297296715215477	-0.0891916387904806	0.266242992968094
church/N/br-b12/2217	-0.00416788641966959	-0.000549659884246758	-0.00468623843592432	-5.44310308172892e-06	0.0199917652654578	0.0228267573411175	0.0201224860800284	-0.0300427752509469
church/N/br-b12/2221	-0.00391980711064275	-0.00106961711581612	-0.00510550334632928	0.000296886456505933	0.0931134662954043	0.0187858942943171	0.0908844617477537	-0.0408647127218612
church/N/br-b12/2239	-0.0042904528944735	-0.00203117078708557	-0.0060910661744298	0.000554360981297632	0.188967319898276	0.0413228155531644	0.19328373019492	-0.0602890078980365
church/N/br-b12/2243	-0.0042967064232755	-0.00154139927749256	-0.00568664050092197	-0.000138447260820383	0.0854734754428558	-0.0115393899603212	0.0919642372805438	-0.0355448319809585
church/N/br-b22/1005	-0.00419264724568557	0.000182772451266516	-0.00378733523254328	-0.000258323778411554	-0.154712399133089	0.0411612286483656	-0.155090870765244	0.0399244216084912
church/N/br-b22/1077	-0.0043688128955777	2.39059211054026e-05	-0.00388218264609481	-0.000456147664429379	-0.00740066152442351	-0.0698712097845815	-0.00704305948703912	0.046906321042099
church/N/br-b22/1102	-0.00334957721234649	-5.81493247319719e-05	-0.00386638678216057	0.000624502682623917	-0.0456239941451639	-0.051160663520522	-0.0357093986190529	0.0457223149606249
church/N/br-b22/1154	-0.00396531910596441	0.000381103971252633	-0.00362605685524714	-3.99459154195999e-05	-0.153145377873442	-0.0216761211064843	-0.161107428506079	-0.00709723063855712
church/N/br-b22/1193	-0.00499271061235738	0.000630151752507756	-0.00324293398873858	-0.00105280871720805	0.230809665432769	-0.395940445638565	0.385084804667819	-0.237890386035779
church/N/br-b22/1233	-0.00460222176750187	-0.000437235700405324	-0.00459619307483428	-0.000233151287498762	0.071509658817616	0.0382667074112456	0.0660668137033642	-0.0651611405543075
church/N/br-b22/1245	-0.00460928650460861	-0.000285414648375795	-0.00434832409692892	-0.000495885945792426	0.211771606871518	0.165175613288682	0.137314782272874	-0.249954192337716
church/N/br-b22/1318	-0.00446931308027345	-0.000718783777502231	-0.00453389882877264	-0.000736103292263785	0.108000041977747	-0.0545124446200935	0.130917135581649	0.0343223092299738
church/N/br-b22/1326	-0.00532922690514105	-0.00191983028368625	-0.0057332557768178	-0.00155030290876885	0.430241231709657	-0.00707637795208879	0.426233546514427	0.0934536927266899
church/N/br-d01/1628	-0.00554890130707318	0.000390006370466004	-0.0032741674193887	-0.00150165061600769	0.132329594102415	0.255509051134659	-0.097956249758672	-0.274160685583458
church/N/br-d02/1641	-0.00379957286488547	-0.000632313901938946	-0.00453744925368344	-0.000308515473094157	-0.0672810619089868	-0.132853683937196	-0.0264575020987615	0.133474533417527
church/N/br-d02/548	-0.00460683111080762	-0.000562577009477519	-0.00446425106732978	-0.000576043832897917	0.264573515323467	-0.227737050005264	0.298302908444208	-0.179240050032545
church/N/br-d02/706	-0.00461945402965579	-0.00046760092881398	-0.00410703610763155	-0.000715869693572169	0.14519980395182	-0.19875062482981	0.212188106643409	-0.131961019769342
church/N/br-d02/877	-0.00486090607026074	-0.00111933286380515	-0.00470599775752954	-0.00135238678710829	0.236447252825734	-0.27085660336936	0.354430294263165	0.0190244343441239
church/N/br-d02/923	-0.00356884258793562	-0.000251299989933071	-0.00403804302134718	0.00024818254774595	-0.113246135877632	-0.228346608615042	-0.064266490121745	0.222896501638821
church/N/br-d02/949	-0.00405046804410928	6.85134653764801e-05	-0.00392131510466162	-9.31404074924211e-05	-0.120716298825015	-0.259765676028576	0.00176598626424103	0.248334854445486
church/N/br-d02/969	-0.00548292493514916	0.00097505697777726	-0.00293266309914784	-0.00151093558230451	0.33793278076402	0.448783155616881	0.350328235373298	0.398818178387396
church/N/br-d03/1011	-0.00352876268832489	-5.7374346786515e-05	-0.00360066948442932	-0.00029378532057529	-0.0667453832532412	-0.0432303389714742	-0.0571123480604521	0.0305859250931614
church/N/br-d03/1027	-0.00361034121599393	-0.00169280662844997	-0.00591888750796768	0.000340082958221544	0.269257389096173	0.0442258970230918	0.267172863504183	-0.104940025047266
church/N/br-d03/1051	-0.00412155301409512	-0.000278889835645607	-0.00425000617325193	-0.000185929489244633	-0.0200033709877675	-0.0117379020707041	-0.0148017362682305	0.0143333885336231
church/N/br-d03/1063	-0.00404550870262498	-0.000238761501585705	-0.00412362534857997	-0.000254992303006784	0.0315283974632935	-0.0141351900139586	0.0285837317763061	-0.0289741428049338
church/N/br-d03/1080	-0.000921262539140811	-0.000203497813344543	-0.00428239567636767	0.0034705720397517	-0.225875576570602	-0.115880922530599	0.00446585028906283	0.244372982979655
church/N/br-d03/110	-0.00433390418914554	-0.000259711881268299	-0.00393441939067293	-0.00036253454456241	0.00728911374927174	-0.0869034765722173	0.0312089700977914	0.038330402186448
church/N/br-d03/1342	-0.00231983448477121	0.00183100155548014	-0.00233139889303077	0.00198793686856039	-0.10952484947101	-0.00578175599538511	-0.115302458743066	0.0108166239338357
church/N/br-d03/1472	-0.00282239684396549	-0.000828946992987524	-0.00490467857868143	0.00130874888276644	0.0629142000334197	-0.00330329918302451	0.0693084578443998	-0.0018511379557456
church/N/br-d03/1883	-0.00392196896041169	-0.000863569912922318	-0.00492204926415754	0.000302372336494969	0.203239592172935	0.0650067141780161	0.198362857904314	-0.0997981365881869
church/N/br-d03/1908	-0.00405175245970914	-0.000615970465766291	-0.00472775324105216	2.37586690392687e-05	0.0834886699032416	0.017808083535631	0.0812274957055237	-0.0414613205348896
church/N/br-d03/1913	-0.0039187948788873	-0.000736541751417701	-0.00480195320488941	0.000264721009111228	0.0881250606792855	0.0102663437775409	0.0870789576104697	-0.0276919471472316
church/N/br-d03/2335	-0.0039906714372684	-0.00040082402474767	-0.0044414953151458	6.31527490999403e-05	0.116252694154303	-0.00332790615894257	0.110318111553071	-0.0126292369809681
church/N/br-d03/313	-0.00431316739044498	-0.000724195007625993	-0.00470268003198346	-0.000507222240434167	0.185763202925307	-0.0330355039738045	0.194594909958089	-0.0293054282563226
church/N/br-d03/35	-0.00421619827238301	-0.000678653162625939	-0.00462215904757135	0.000112880603457478	0.222033442482109	0.106197778019657	0.222910175852009	-0.0475160851640884
church/N/br-d03/721	-0.00310619653248514	-0.00114039895083912	-0.00519265560028141	0.00109670745107911	0.179047374291325	0.151691882637424	0.159024643393089	-0.190594675433572
church/N/br-d03/779	-0.00376998203209792	0.000111474845239721	-0.0040618810480439	0.000343018820072142	-0.0252511095959545	0.0496182875286428	-0.0272782512852863	-0.0298535131286395
church/N/br-d03/849	-0.00507801827107826	-0.000753291628970998	-0.00432311435428299	-0.00138474709249616	0.186918552388873	0.090696604081815	0.0742912022747095	-0.196830482392571
church/N/br-d03/862	-0.00465192128300195	-0.00131152272474144	-0.00532558693403861	-0.000436773721198542	0.144381864876234	0.0296010032216582	0.130165849923487	-0.0689352684841297
church/N/br-d03/899	-0.0035088503414855	-0.000568123725484866	-0.0046552277555548	0.000488592702124123	0.11102181713205	0.00579323541516237	0.102726138175521	0.00289021240387106
church/N/br-d03/945	-0.00410049765329129	-0.000104092459793361	-0.00423944726763754	0.000119272857843791	0.0211694063359742	0.0329029736565635	0.0173278199922142	-0.0428410399597642
church/N/br-d03/952	-0.00302224727412997	-0.00198440237703925	-0.00622179105505317	0.000984152100374213	0.32572042706874	0.0645247051031143	0.302061349959207	0.112440545038625
church/N/br-d03/971	-0.00253854844099237	-1.27202053167737e-07	-0.00367584497472469	0.00143869110911527	-0.196455621613406	0.0919087662773007	-0.105298952192734	0.119174655874383
church/N/br-d05/1163	-0.00411665272792244	0.000700203267336992	-0.00331465852742678	1.4094319258342e-05	-0.238477355297778	0.145434907035619	-0.253306512448137	0.0282149412633574
church/N/br-d05/1536	-0.00332363872469264	-0.000467179767316878	-0.00356210185284782	-0.000748178153269673	-0.11071236609526	-0.156883098982272	-0.0431581474358826	0.168187009671628
church/N/br-d05/1935	-0.00380062495432925	0.00123411866092357	-0.00283150102598969	0.000239013192907009	-0.330637897228986	0.054326017437865	-0.204222847572484	0.233276105149372
church/N/br-d06/2048	-0.00269494562640426	-0.000171243634178154	-0.00434447847348468	0.00149049629250761	-0.0548206542894379	0.0106837514515945	-0.0624274135896617	-0.027603047995395
church/N/br-d06/2174	-0.00409267151849123	0.000364620667620293	-0.00385686502120459	0.000252734675847599	0.0420146140258841	0.231913830021886	-0.0437405474660952	-0.21031908922196
church/N/br-d07/1408	-0.00385716782160363	0.000612784965094414	-0.00341769071489623	0.000143982905380462	-0.130082171857465	0.0518036391213645	-0.132164258164439	0.024694019725787
church/N/br-d07/216	-0.00386537281876428	-0.000197659020348472	-0.00412851159748056	0.000201700948491958	0.0062682109935193	0.131362135956816	-0.0772819345922466	-0.106104012466914
church/N/br-d09/1044	-0.00398561703781044	0.00038764863155716	-0.00368811088540439	-6.66667686776738e-05	-0.14469975281214	-0.363804973457011	-0.0089380110483029	0.381419044910374
church/N/br-d09/1054	-0.00447163211006798	0.000309667923517872	-0.00436279518096543	0.000311869172816837	0.127549787927058	0.308350360417569	0.128433077601259	-0.305472954913163
church/N/br-d09/1115	-0.00358185338842994	-0.00040021937136054	-0.00445089197879765	0.000475002695799835	0.0583906029405789	-0.0160847396702304	0.0437482279088262	-0.0838787488654692
church/N/br-d09/1127	-0.00451149733215275	-0.00016281942019794	-0.00418760089586709	-0.000510934595143618	0.0555932653569266	-0.0286015350381075	0.0443230287825649	-0.066723802917573
church/N/br-d09/1156	-0.00447734827214297	0.000622623658197397	-0.00345713663117207	-0.000654064835472445	-0.139241440784951	-0.110512233405236	-0.124479162930787	0.0950991364086482
church/N/br-d09/1216	-0.00405618381950804	-1.85763576254014e-05	-0.0039825387689147	-5.88945010269738e-05	-0.0417274985349634	-0.00197665590388984	-0.0466724306550888	-0.0104583875241711
church/N/br-d09/1260	-0.00436321150634702	-0.000298384634982502	-0.00425076368583518	-0.000332993262741151	0.0834230499394094	-0.0589067339267699	0.093609203526285	-0.0230751883912536
church/N/br-d09/129	-0.00387955309038785	-0.00138928053399301	-0.0054346243824857	0.000188938624673831	0.327239467997154	-0.0577018408292921	0.331754836438323	-0.0942073470791293
church/N/br-d09/1297	-0.00395677839367449	0.000122823982942484	-0.00381476654630527	-6.5287050204369e-05	-0.105284566922703	-0.0661421023482715	-0.0688517503425119	0.092413787932976
church/N/br-d09/1404	-0.00424566877551093	-8.12230587915034e-05	-0.00414336220019587	-0.000183684555764723	0.0193868150631311	-0.0495193979608513	0.0383531687780821	-0.0113695670068081
church/N/br-d09/1436	-0.00432251007593474	-0.000174300467459448	-0.00416807823574314	-0.000222383663559514	-0.0100434192276684	-0.0155893941316125	-0.0058232866778747	-0.00202232855023452
church/N/br-d09/1641	-0.00410072388092239	-0.000184441409230469	-0.00420574534136501	-7.25665074158629e-05	0.0964731040961122	-0.0344697461730754	0.107537549744548	0.0296476461526061
church/N/br-d09/1708	-0.00434781453426283	-0.000415132431467366	-0.00413465716814237	-0.000453380000054846	0.0200776280323355	-0.0944453410440225	0.0406150563793264	0.0545544878838536
church/N/br-d09/172	-0.00376899924871766	0.000187050282297358	-0.00377963395708454	7.18279036601127e-05	-0.0252705191603816	-0.213121874278805	0.0709176302343683	0.18468744644398
church/N/br-d09/1774	-0.0039149616109731	2.2709124404915e-05	-0.00404698790656543	0.000140021239999893	0.0112762510033417	-0.000467363802699189	0.0263610849607807	0.00676352411669361
church/N/br-d09/1779	-0.00395689390952405	-3.90444421153882e-05	-0.00411787606299596	0.000122105856902049	0.0240586291723628	-0.00522210961153015	0.0401879057624038	0.0228875727711638
church/N/br-d09/181	-0.00484130286640181	0.00166384368489933	-0.00226599971281402	-0.000525780518170896	-0.296402066044196	0.0789747448420954	-0.264494888811499	0.0706671259054304
church/N/br-d09/1910	-0.00415989579521034	-7.91630142739841e-05	-0.00409048591829858	-0.000173099702399778	0.00761967727805631	-0.0163657320567667	0.0136370672653914	-0.0171478969203936
church/N/br-d09/1946	-0.00422756250451611	0.000471821742640819	-0.00337857498526196	-0.000191716056678475	-0.084666317786399	-0.0146029205073583	-0.0891472416625666	0.0115121139611703
church/N/br-d09/2026	-0.00433127556343319	-0.000198532706057574	-0.00418966700241112	-0.000389713418931373	0.109558245475223	-0.0726371843429599	0.117267801791785	0.0153997434488416
church/N/br-d09/2040	-0.00417351069171809	4.09013578977879e-05	-0.00391271366882327	-0.000217305624084365	-0.053367493466592	-0.0666786404573474	-0.0518075490681162	0.0447672361635228
church/N/br-d09/2084	-0.00431489306795592	0.00110309979673316	-0.00288423192146707	-0.000292011581016154	-0.0466746408928938	0.220064708805447	-0.00746506234794196	-0.240839353084106
church/N/br-d09/2131	-0.0048515360441297	0.000224869371463298	-0.00372857688351764	-0.00080593654034779	-0.177010444273131	-0.203965770958695	-0.0287289042724356	0.246795733962347
church/N/br-d09/2155	-0.003972103130173	-0.000135831893059524	-0.0040558558154503	-0.000103537423397922	-0.00529543769930545	-0.0434356008711042	0.00660915658612782	0.0203075924222931
church/N/br-d09/231	-0.00399688963331174	-0.000247193672538924	-0.0041514835594041	-0.000251710087215551	0.00862367586585043	-0.101846463075574	0.0362136890330134	0.076989575585566
church/N/br-d09/39	-0.0042832471202186	-0.000298127808743051	-0.00400006439185693	-0.000335124751004991	-0.0825529850115279	-0.0787862848564759	-0.0500813306396606	0.081579333018943
church/N/br-d09/502	-0.00455423406998849	-0.000783205206315442	-0.00412734557407793	-0.00108572815035111	0.0274304239736745	-0.0849775993079484	0.00237103393426054	-0.0874283644736628
church/N/br-d09/515	-0.00387426155690452	8.35928921781075e-05	-0.00392549931003122	0.000103378213863107	-0.0629072256729241	-0.0343208333192845	-0.0453784760565676	0.020078179453148
church/N/br-d09/544	-0.0046038488239234	0.000252843696871188	-0.00359558026458072	-0.000406811965659468	-0.0318377165336474	-0.147023408437088	-0.0794680966010665	0.0789324557777253
church/N/br-d09/559	-0.0039627871107023	9.16780784512741e-05	-0.00402366929775985	0.000147907108727435	-0.0382610149557313	0.0258984484074487	-0.0376403006898791	-0.0300180559843659
church/N/br-d09/6	-0.00388065154432452	0.000104278303334616	-0.00391875163071673	0.000127816084029563	-0.0295034103707612	0.0825311196107172	0.0211669759836451	0.0851563055399741
church/N/br-d09/724	-0.00446686790477868	-0.000463692500491881	-0.00439258960997061	-0.000554742742154131	0.128689444792579	-0.085752991148529	0.14369875966603	-0.0383354981020602
church/N/br-d09/731	-0.00360913948098084	-0.000168106169644685	-0.00428869843008891	0.000384187229937821	0.0929905235984356	-0.176571239764662	0.156697770254856	0.110041999200003
church/N/br-d09/775	-0.00457354069427871	-0.00045591192645742	-0.00428672174867803	-0.000801290328322554	0.209327127029245	-0.0975121906031037	0.19041379410089	0.0985490834027521
church/N/br-d09/891	-0.00377057781638373	-0.000322352716846883	-0.00430739377940014	-0.000123847378287402	-0.0525825519447848	-0.0209678506566949	-0.0553250463837863	0.0100715195108348
church/N/br-d09/935	-0.00349996798181616	0.000646190504379037	-0.0035468362277237	0.000675340735618902	-0.0822565955908358	-0.20174359528741	-0.20238594139272	-0.126468641920936
church/N/br-d10/1095	-0.00424547252025529	-2.22244298996461e-05	-0.00403369655322628	-0.000206651150266093	0.0118605451191405	0.00940296651497849	8.88706390119579e-05	-0.024899307718704
church/N/br-d10/1913	-0.00477856966602063	-0.000666952734159238	-0.00454113810651103	-0.000924004974791519	0.173838992205495	-0.0610751351157581	0.178452434111784	-0.012176658169275
church/N/br-d10/2114	-0.00418110523722577	-8.80110729293903e-05	-0.00426164678089361	-4.46608499172742e-05	-0.0979949379910684	-0.0418663618807716	-0.0456900987420006	0.0702932754942618
church/N/br-d10/2187	-0.00362197176098032	0.00023573924295397	-0.00357289898412564	-0.000520675912181108	-0.0961640356559604	-0.107257609763008	-0.0593236844618973	0.119104950578386
church/N/br-d10/305	-0.00506710335083857	0.000767299202584114	-0.00311326886100498	-0.000914096743702082	0.0840070638099013	-0.487145148353051	0.168537587654199	0.417774933790334
church/N/br-d12/1462	-0.00451076651200449	-0.000399991328577932	-0.0044242259534311	-0.000601163435271426	0.158048710008441	-0.0970216154251687	0.148024159177499	-0.101835132826477
church/N/br-d12/233	-0.00394057896926412	-0.000275572521329122	-0.00432701369331612	0.00016386807630438	0.0630239946583454	-0.0176490521781909	0.0558221704801872	-0.0681960849038761
church/N/br-d14/1311	-0.00392789578321815	-0.000564700202621452	-0.00465216124185361	0.000161246442139457	0.191842271909445	0.034752360136339	0.204169973924633	-0.0746360694259398
church/N/br-d14/1926	-0.00499026752686455	-0.00111895952974231	-0.0049722456129503	-0.00125230203112858	0.412865677031421	-0.0317231782377999	0.386181610826573	0.123893616214231
church/N/br-d14/199	-0.00354719246105866	-0.000591104854273229	-0.00466361824938726	0.000440669759072566	-0.0368104254955107	-0.0527950816498523	-0.0201165460472938	0.0496971260904844
church/N/br-d14/2203	-0.00383597688354194	0.000473799449831937	-0.00356877980023009	0.000177268534257363	-0.254145825169595	-0.177167079360855	-0.315542676328746	-0.0655536263903398
church/N/br-d14/234	-0.00377895099288964	-4.31108068874018e-05	-0.00400626383664998	0.000240869909780724	-0.0802278074984272	0.00127270498295396	-0.0747245483754452	0.0484129924631807
church/N/br-d14/457	-0.00451995864887129	-0.000905834552540662	-0.00440881304504662	-0.00113344951682303	0.15356539229917	-0.29381882557283	0.22360827439469	0.218488755624244
church/N/br-d14/507	-0.00524347185426006	0.000644548019862096	-0.00534094491281114	-4.59244693593164e-05	0.113158065134532	0.159500603591187	0.130969669064386	0.137693183407745
church/N/br-d16/1644	-0.00355111280812818	-0.0011881734551375	-0.00509752934328948	0.000566327056027842	-0.289292034457111	0.139137506730574	-0.114996866701756	0.249969589163083
church/N/br-d16/1947	-0.00586601526097178	0.000326560915615261	-0.00371551723189782	-0.00189807147802457	0.387328272316827	-0.301994664832657	0.470094172006423	0.0231606924424368
church/N/br-d17/569	-0.00389883386144017	-1.25275965654506e-05	-0.00408925319422929	8.71259714787885e-05	-0.0441252628057025	-0.0200867337282284	-0.0352178223534675	0.0080591562926807
church/N/br-e12/1082	-0.00471496124649306	0.000175861111340892	-0.00372410822789511	-0.000573392305452271	0.0670175976982864	0.215128873068642	0.0313088276598786	-0.235676337551109
church/N/br-e13/1916	-0.0046160803986909	0.000443842647284725	-0.00342671549984005	-0.000549558893085852	0.0701485154503271	0.187885102964467	0.0180720450450619	-0.221409282935119
church/N/br-e13/754	-0.00297536694477267	0.000500287936596804	-0.00366872794102581	0.00116603371948796	-0.133473137909106	0.0776877828444114	-0.144753203421971	0.057795506750837
church/N/br-e13/808	-0.00521310054265287	-0.00018708776974397	-0.00474178379940182	-0.00113374315200507	0.394455198243597	0.254273066179317	0.348617934574867	-0.30453218433158
church/N/br-f15/1245	-0.00490392945514853	-3.44801436756172e-05	-0.00494412463591709	-0.000299562599809382	0.290098703517034	0.0375200700219236	0.2879006289888	-0.072991284059675
church/N/br-f15/1425	-0.00337073366615567	-0.00260426118326133	-0.00702848060984509	-0.000801969700200555	0.332591012031899	-0.129674664975068	0.310618115723403	0.151659583211953
church/N/br-f15/1720	-0.00450261611843551	-0.000504809362640398	-0.00442199923137381	-0.00069587861895191	0.115734915539346	-0.0151576977577182	0.109036648372673	-0.0613349599132423
church/N/br-f15/1887	-0.00458425404625825	-0.000644758485590446	-0.00470810060221569	-0.000589931316836963	0.0838385939812034	0.00232745046798568	0.0742665937215019	-0.0540338830880291
church/N/br-f15/1944	-0.0039928554121092	-0.000527342892997788	-0.00448852667594217	9.9885277930417e-05	0.0311914480957948	0.0188449264612444	0.0664229176091965	0.0285112786767337
church/N/br-f15/1998	-0.00457049280507229	-0.00101595704108305	-0.00497874688442213	-0.000825111131400519	0.264875368504662	-0.0405899422411167	0.274537888115905	-0.0297402576102166
church/N/br-f15/776	-0.00402240306983026	-0.000123800702006372	-0.00398928260609226	-0.000218896635359243	-0.0373550945819801	-0.113946673302227	-0.00564040009790328	0.101648171059985
church/N/br-f15/824	-0.00384220659951557	-0.000817409569167664	-0.00491381030915018	4.25373652942099e-05	0.0241455630638188	-0.0275432501583923	0.0319528063340146	0.0120947140360312
church/N/br-f15/862	-0.00409158835808001	0.000253048726495643	-0.00366597878227549	-0.000213494995413113	-0.16848550703969	0.153782180969764	-0.227938109567881	-0.0866324695317611
church/N/br-f15/882	-0.00420408088263391	-0.00018781906244244	-0.00431797504166872	2.68991435415607e-05	0.127827601976126	-0.141436451650626	0.130627955491361	-0.144801910726041
church/N/br-f44/1076	-0.00413302206181164	8.13439128939725e-06	-0.00389016892790709	-0.000204595108557677	0.03534441073161	-0.147048977124377	0.0424368966102357	0.115738494154031
