_id	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.y	_text	sense	supersense	compound_status
church/N/br-a10/1996	-0.00463327039417825	-0.000247693695827991	0.0310306586925468	-0.0665390064493244	-0.00377345926028423	-0.000503277866210835	0.0360187139185016	-0.0773242089594807	0.0101763249976648	0.0654263479999277	0.000933149262864739	-0.00402636969664065	0.0239124984411073	-0.0798325296763866	2.68690246449154e-05	-0.00157760937790115	Engaging mature , experienced men to pioneer or open new churches in strategic population centers . Surrounding pioneer pastors with vocational	b	B	simply_church
church/N/br-a10/2022	-0.00431676710761454	-0.000320983708581491	-0.00323563614385596	-0.0252107604737016	-0.00407098051124032	-0.000347392615933999	-0.00030340993023348	-0.034568985759548	0.0185229920724042	-0.0151615685701956	0.000936684060941409	-0.0040276277414554	0.0097572238833638	-0.0192114928859316	3.26084820766988e-05	-0.00159231063915906	Surrounding pioneer pastors with vocational volunteers ( laymen , who will be urged to move into the area of new churches in the interest of lending their support to the new project ) .	b	B	simply_church
church/N/br-a10/2051	-0.00762371617707723	0.000230170656935075	0	0	-0.00183906989685476	-0.00303841950308155	0	0	0.116895564149639	0.359171389259052	0.000935117949887713	-0.00402799958578492	0.204809549468111	-0.344371724569039	3.37042750256774e-05	-0.00158004008672388	Arranging for ministerial graduates to spend from 6 - 12 months as apprentices in well-established churches . U. S. Dist. Judge Charles L. Powell denied all	b	B	simply_church
church/N/br-a16/453	-0.00519457415948311	0.00115864668279642	0.218551535631731	-0.0138103887696353	-0.00232414825109241	-9.75240331256031e-06	0.240201574365853	-0.0391380460018211	-0.0440172426650811	0.225776524140994	0.000944281695159793	-0.00402592412568863	-0.026559420627265	-0.240750377396663	2.56323861927627e-05	-0.00159884930999484	Because of the recent death of the bride 's father , Frederick B. Hamm , the marriage of Miss Terry Hamm to John Bruce Parichy will be a small one at noon tomorrow in St. Bernadine 's church , Forest Park . A small reception will follow in	c1	C	simply_church
church/N/br-a17/2228	-0.00409781795534528	0.000212132394906771	-0.0345506333923529	0.0823797619443248	-0.00380801553096263	7.21784955905433e-06	-0.0422252529741618	0.0908342723201856	0.0545903690982737	0.0207193984766493	0.000934641568724789	-0.00401987058413998	0.071750166391599	0.0138681694892187	3.27117178906235e-05	-0.00159839162602258	Jr. seated guests . A reception was held at the church . The First Christian Church of Pampa was the setting	c1	C	simply_church
church/N/br-a18/760	-0.00511695547399195	0.000143241399645476	-0.0233851172312874	-0.201621019073415	-0.0030433252024149	-0.000605744249346748	0.0304940339615715	-0.221910857337779	0.00464048455434297	0.12596659678115	0.000940684812782509	-0.00402662460027045	0.0430900444505187	-0.144140607599035	3.25806012963933e-05	-0.00159368061096396	party . The women 's committee of St. David 's Church will hold its annual pre-Fair pink parade , a dessert bridge and fashion show at 1 P. M. on Monday , April 17 , in the chapel assembly room , Wayne .	c2	C	simply_church
church/N/br-a31/1594	-0.00438385363511507	0.000139863776588122	-0.130427461527531	0.278626426556347	-0.00370440740082833	-0.000201362124607338	-0.10954052174328	0.301892673614971	0.037067571148359	0.12829946894421	0.000932879474108525	-0.00402894730562452	0.066819517197514	-0.125665612988115	2.50183824835478e-05	-0.0015891175045411	So the Christian Youth Crusade against Communisn developed and more than 300 top teenagers and 65 adult advisers from Presbyterian churches of the area sat enthralled at the four-hour program .	b	B	simply_church
church/N/br-a31/1753	-0.00386741217809339	-0.00089481725212622	-0.0804385272164833	-0.0869370545817687	-0.00489517600040368	-0.000213112112388271	-0.0671962056487812	-0.110852558962682	-0.0416632903122097	0.0395812994073977	0.000936979597967296	-0.00402945630870875	-0.0184247239817422	-0.0984187261715954	2.87788847615841e-05	-0.00159334559118937	may be set up soon . And to encourage other churches to try their own programs , Kern said this Sunday 's sessions - including the free dinner - will be open to anyone who makes reservations .	b	B	simply_church
church/N/br-a31/2120	-0.00399355888771179	-5.77381284469201e-05	-0.0839083793505844	0.0620319342162385	-0.00407706577329694	2.46829785089765e-05	-0.0860519261211666	0.0531525931423587	0.0544048558710149	-0.0104873489487252	0.000924331452439434	-0.00404441896207362	0.0406081016555519	-0.0205036471776454	2.52056539748737e-05	-0.00160002559240418	Trinity Methodist Church . He is the sexton of the church . A family worship service will follow the program at	c2	C	simply_church
church/N/br-a31/2212	-0.00456839994449559	-2.65778079901374e-05	0.0031758074921273	0.000860019790257588	-0.00373163162981512	-0.000336457481839803	0.00645579004463646	-0.000470566647482346	0.0199474892623564	0.096758807112657	0.000937494248730798	-0.00403097649598521	0.0361478345806854	-0.115375412731957	2.25892270339136e-05	-0.00158586731473768	. To start the week of special programs at the church , the Rev. John D. Henderson will preach on `` A Successful Marriage '' at 9 : 40 and 11 a. m. Sunday .	c3	C	simply_church
church/N/br-a31/2241	-0.00453412435550766	0.000176381474851059	0.0872333608447772	0.218834114062871	-0.00357416686277721	-0.000289999117788784	0.123936309693958	0.189345499294653	0.0251319451954041	0.137951495893332	0.000937412331858287	-0.00402972052965121	0.0408973223200506	-0.136702195410972	3.02398556677288e-05	-0.00158322481863503	and 11 a. m. Sunday . New officers of the church will be ordained and installed at the 7 : 30 p. m. service .	a2	A	simply_church
church/N/br-a35/810	-0.00414862884931155	-0.000277281070255313	0.00120274695365725	-0.0181518992965061	-0.00415104802719124	-0.000263192938568694	0.00360918643591583	-0.0183867505030861	-0.0195408072904951	-0.0406863024427711	0.000936684151962512	-0.00402326577591068	-0.0245838465669964	0.0347319052022515	3.18022020503315e-05	-0.00158066061375088	closer scrutiny . For while the past needs of the Church in this country may have been adequately met by collegiate institutions , which in temper and tone closely resembled junior colleges and finishing schools , it would seem that today 's need is for the college which more closely resembles the university in its `` pursuit of excellence '' .	a2	A	simply_church
church/N/br-b04/1480	-0.00467734462035246	0.00197958746406891	-0.214192614231021	-0.0599900194420628	-0.00241092405099733	0.00151076309892566	-0.219270395096457	-0.0662647683234523	-0.0783156130817145	0.143972583789555	0.000936276340526834	-0.00403023371856404	-0.0578081231525968	-0.189873016879124	2.93685297784248e-05	-0.00157452980842136	money and his name : Does it assail schools and churches with blanket accusations ? Does it attack other traditional American	b	B	simply_church
church/N/br-b08/1804	-0.00397666657814495	0.00320695097821827	0.0288972312228564	0.356717367812008	-0.00545107629619849	0.00317862423675038	-0.0176305569453053	0.384331712366256	0.0136772579516216	0.308664642324666	0.000940309902164969	-0.00402717678497107	0.0808733183938835	-0.316569093143478	2.99710178414239e-05	-0.00159601844599395	But I was deeply moved by his letter of resignation as rector of St. Luke 's Church in Atlanta . It was the cry of not just	c2	C	simply_church
church/N/br-b08/1866	-0.00407243287305314	-0.000129599440446167	-0.0310332601780722	0.0686229439108281	-0.00413249574993221	-4.79984159366897e-05	-0.0347221062194365	0.0769333700478513	0.00553484804971427	-0.00799367108635723	0.000939637656051282	-0.00402092868525075	0.00359360808284581	-0.00950995930396785	3.46627519457233e-05	-0.00160008574478778	Imagine the searching and the prayer that lay behind the letter the rector wrote after almost a decade of service to this majestic church . `` Such a church needs vigor and vitality in	c1	C	simply_church
church/N/br-b08/1871	-0.00367740686328606	-0.000270796628746809	-0.0441034697354075	0.132283964854462	-0.00438892157810528	0.000188152571603266	-0.0553031865516063	0.145468698653777	0.0132407551427088	-0.00926385567520922	0.000932999589380521	-0.00402334570528892	0.0168881156164041	-0.0199654325239173	1.16751634642617e-05	-0.00159543064720248	of service to this majestic church . `` Such a church needs vigor and vitality in its rector and one man has only so much of these endowments '' , he told his members .	c2	C	simply_church
church/N/br-b08/1912	-0.00468387959600733	-0.00189306763593029	-0.192510027669399	-0.081966263254638	-0.00556171869978843	-0.00147807465357252	-0.204623011684507	-0.102819312308314	0.173924398489779	0.175112159472987	0.000933830232420353	-0.00402684355809841	0.227765235518611	-0.1809839605304	2.87277802694888e-05	-0.00158841005295882	A minister should not stay `` beyond the time that his leadership should benefit '' his church , he wrote , `` for he becomes ordinary '' .	b	B	simply_church
church/N/br-b08/2063	-0.00373974724573555	0.000140730752217641	0.0240730653468797	-0.0237515261328677	-0.00396176748415353	0.000257303205643406	0.0250928192489524	-0.0242727357260644	-0.0730038452846544	-0.0513425614903091	0.00094049986798531	-0.00402135117875985	-0.0878235767486548	0.0100392906511895	2.48810604040472e-05	-0.00160077029096514	A man who gives himself to God and to the believers of his church takes upon himself a life of giving . He does	a2	A	simply_church
church/N/br-b08/2363	-0.0038361216602607	0.000112210960550046	0.0240730653468797	-0.0237515261328677	-0.00394750304737268	0.000191487652188091	0.0250928192489524	-0.0242727357260644	-0.207226059325853	-0.19388818720015	0.000938754513296354	-0.00401994971667525	-0.272601423724744	0.00369679811772066	2.63842856572092e-05	-0.00159943554870436	. But how little love we give him . The church truly is not a rest home for saints , but a hospital for sinners .	c1	C	simply_church
church/N/br-b08/834	-0.00323886316789093	0.000154918226500548	0.144085330161715	0.0146433274670343	-0.00417045291426142	0.000737896063991053	0.151085822055072	-0.01264180427223	-0.127408495685774	-0.0591463861300385	0.000935497502873543	-0.0040190072472854	-0.149736199059053	0.0129516831871277	2.94232605596331e-05	-0.00160360872964746	tonight '' , he continued . `` I leave this church with a feeling that a great weight has been lifted off my heart , I have left my grudge at the altar and forgiven my neighbor '' .	NA	NA	simply_church
church/N/br-b12/2009	-0.00324729583380582	-0.000657069404319082	0.0158156747631615	-0.112846471253596	-0.00513715504380327	0.000115115937483822	0.0169189261317413	-0.127563405269708	-0.0394579138357887	-0.296224363957723	0.000935445507058693	-0.00403239505100386	-0.0774028362500581	0.277071267614258	3.22101072491743e-05	-0.00157819486230038	In the second and third chapters of Revelation the new version retains , however , the old phrase `` angel of the church '' which Biblical scholars have previously interpreted as meaning bishop .	a1	A	simply_church
church/N/br-b12/2217	-0.00464656074616106	2.3952345025714e-05	-0.0178605572681804	0.0592918271949029	-0.00370786585557555	-0.000538080899296243	-0.0201119340686353	0.0662634951794077	0.0113168391485499	0.0333308896996771	0.000932372426776063	-0.00402438557208736	0.0235008448376482	-0.0280460510106113	2.52978877477402e-05	-0.00157932261259226	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church
church/N/br-b12/2221	-0.00507346126092019	0.000269142321464758	-0.0240340619839006	0.130843726950628	-0.00330876471528635	-0.00081995941893698	-0.0281303069377135	0.14275200634136	0.0815319972990175	0.046463589958712	0.000930699183277519	-0.00403352154035857	0.0961105566096896	-0.0352352376462722	3.2855561854248e-05	-0.00159767386990462	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church
church/N/br-b12/2239	-0.00610099943565072	6.13144360270389e-05	-0.0544949932009225	0.176548464705455	-0.0025539772058579	-0.00148602674939091	-0.0561998677730018	0.187503059210865	0.162492673809353	0.0982132424021397	0.000940801767608242	-0.00402656850800857	0.197954956758668	-0.062234702051663	2.31095789166602e-05	-0.00158796976611821	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church
church/N/br-b12/2243	-0.00538735532149717	-0.00077395205289402	-0.0441506643490211	0.0899296792278044	-0.0037611966977564	-0.00161810551264844	-0.0539927802198911	0.0991683039069675	0.079415491800429	0.023818788798949	0.000939003947091416	-0.00402635031271489	0.0973953954013408	-0.0237146895460542	3.05357535858514e-05	-0.00159338104170813	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church
church/N/br-b22/1005	-0.00385957173161497	-9.07305307577699e-05	-0.0366438208678767	-0.0809688991381575	-0.00410054761546406	1.05643910632352e-05	-0.030825259986725	-0.0933026287280627	-0.148807023547082	-0.0347422801659233	0.000936338440956383	-0.0040285791014002	-0.149791487002303	0.0470347252695351	2.92217624969759e-05	-0.00158203502009515	The Council we now know will concern itself directly only with the internal affairs of the Church . As it has turned out , however , the	a2	A	simply_church
church/N/br-b22/1077	-0.00408151194687208	-0.000380628255867023	0.0118750155932781	-0.237890307304675	-0.00425807679369088	-0.000288666678807298	0.00801740770592706	-0.247309147965347	0.00567409139060574	-0.0598747786137956	0.000937308634521068	-0.00403014372493035	-0.0154505065950891	0.059051679054547	2.18268013973447e-05	-0.00158729583010225	First of all , it is now known that Pope John sees the renewal and purification of the Church as an absolutely necessary step toward Christian unity . Far	a2	A	simply_church
church/N/br-b22/1102	-0.00329950486325886	-0.000172516245899882	-0.107524227700034	0.381888199352027	-0.0045152485895076	0.000519188478873343	-0.394973330173825	-0.116749189562101	-0.0158020574383834	-0.0725461629816909	0.000936914294474594	-0.00402072813265084	-0.0521843808749515	0.0278190322536631	2.65951119195096e-05	-0.00157397765667554	Far from being irrelevant to the ecumenical task , the Pontiff believes that a revivified Church is required in order that the whole world may see Catholicism in the best possible light .	a1	A	simply_church
church/N/br-b22/1154	-0.00380292717937941	0.000218508270991679	0.0611606772572971	-0.0167757720154104	-0.0038521259853328	0.00021651303641095	0.0595381672098975	-0.0220683853082556	-0.152329665996226	-0.00166079665698356	0.306211861091706	-0.0166371391934855	-0.16019436519691	-0.00288875378277919	0.425148030860888	-0.312906592167147	A major aim of the Council will be to remove as far as possible whatever in the Church today stands in the way of unity . Secondly ,	a1	A	simply_church
church/N/br-b22/1193	-0.0035874537670223	-0.00107230422319447	0.0210790075581711	-0.0305629922543821	-0.00516207140881948	-0.000378246640817791	0.0215538795800208	-0.0293917207635766	0.238810658693674	0.385794360516859	0.0009343550816071	-0.00402856059156372	0.266156105280331	0.360104424629319	1.65675264546657e-05	-0.00159446643730475	Secondly , a whole series of addresses and actions by the Pope and by others show that concern for Christian unity is still very much alive and growing within the Church . The establishment , by the Holy Father , of	a2	A	simply_church
church/N/br-b22/1233	-0.00472272541216833	-0.000298245776366852	-0.0550772112300054	0.0236767743067472	-0.00386938711574617	-0.000574726516182369	-0.0606036210528838	0.0250653103553876	0.0539829484764912	0.0651135326258474	0.000940512250739621	-0.00402245579915338	0.0738980513880165	-0.0628992446946904	2.28777953857994e-05	-0.00158413778099468	The designation of five Catholic theologians to attend the World Council of Churches assembly in New Delhi as `` official '' observers reverses the Church 's earlier stand .	a2	A	simply_church
church/N/br-b22/1245	-0.00455504936341553	-0.00040446630986812	0.00866263014924701	-0.0572363614309434	-0.00400274594857205	-0.000573400101654664	0.0270826768631158	-0.0657764515424062	0.135301376518866	0.235775864928046	0.000935917671872449	-0.00402583287022708	0.180003042347431	-0.221964723972208	3.25295049827925e-05	-0.00159450346644864	The designation of five Catholic theologians to attend the World Council of Churches assembly in New Delhi as `` official '' observers reverses the Church 's earlier stand . The public appeal by the new	a2	A	simply_church
church/N/br-b22/1318	-0.00453328277503379	-0.000717673817129282	-0.204051951875924	0.0998804647623034	-0.0042874343285869	-0.000849034937270583	-0.200948431576361	0.111218433331079	0.115894474332094	-0.00189847825059112	0.000933883516114166	-0.0040242275279232	0.120276883508652	0.0502113635644145	2.7547858631196e-05	-0.00158442644885188	Augustin Cardinal Bea , the director of the Secretariate for Christian Unity , has expressed as directly as anyone the new spirit that pervades the Church 's stance toward the Protestant and Orthodox Churches . Noting	a2	A	simply_church
church/N/br-b22/1326	-0.00574009866943317	-0.0015990178198911	-0.258228884276869	0.143127618352501	-0.00456031442018417	-0.00224292760558478	-0.257821685216787	0.170279049545821	0.416493604685737	0.0701682975275223	0.000936325057199535	-0.00403266024323328	0.438016192164269	0.0606592983760672	2.29004666545798e-05	-0.00159202350941966	Augustin Cardinal Bea , the director of the Secretariate for Christian Unity , has expressed as directly as anyone the new spirit that pervades the Church 's stance toward the Protestant and Orthodox Churches . Noting all the difficulties that stand in the way	a2	A	simply_church
church/N/br-d01/1628	-0.00369978802019717	-0.00159622722850523	0.149193888207698	-0.0280430952540242	-0.00548872222155346	-0.000667887950198933	0.149904012340613	-0.0575511446454603	0.190568899726226	-0.207234657093123	0.000943993060878119	-0.00402831233837482	-0.017005177352426	-0.29498291294691	3.43738494392866e-05	-0.00159877550661493	When we see the steady and methodical inculcation into humanity of the idea of man 's worthlessness - until redeemed - the necessity of the Devil may become evident as a weapon , a weapon designed and used time and time again in every age to whip men into a surrender to a particular church or church-state '' . Apparently he does not intend that	a2	A	simply_church
church/N/br-d02/1641	-0.00375551074329523	-0.000685749978681849	-0.302827198112278	0.0161120887594163	-0.00469016025480663	-0.000246182053113333	-0.295302734170548	0.00460472874796236	-0.0376869938710356	-0.143335873426838	0.000937047602401177	-0.00402165334293479	-0.0463639152056331	0.132002995907201	2.91631773299873e-05	-0.00159540209792433	Although they have also been concerned to stand squarely within the tradition of the apostolic church , they have exhibited no willingness whatever to sacrifice their modernity to their Christianity .	a2	A	simply_church
church/N/br-d02/548	-0.00456514798662535	-0.000631410532483106	-0.155706934366553	-0.133377481373984	-0.00418788820035675	-0.00068543894054983	-0.133645165697198	-0.162309933827053	0.299835840705925	0.165186078325506	0.000934400335578432	-0.00402506849622504	0.322563135379202	-0.135505489647184	2.76774725505205e-05	-0.00160077913637687	The same thing is also evidenced by the extreme `` culture Protestantism '' so often observed to characterize the preaching and teaching of the American churches . In the absence of a truly adequate conceptuality in	b	B	simply_church
church/N/br-d02/706	-0.00429901102881655	-0.000745228464050009	-0.0203299154563916	-0.102708058346443	-0.0045586747798323	-0.000464267550899197	-0.00553446625082737	-0.116918484975613	0.227727019470977	-0.0637526940378618	0.000937788866356561	-0.00402694347379608	0.192066812328048	0.1485987740882	2.53274465956498e-05	-0.0015793176535827	However , even if the latent demand for demythologization is not nearly as widespread as we are claiming , at least among the cultured elements of the population there tends to be an almost complete indifference to the church and its traditional message of sin and grace . To	a2	A	simply_church
church/N/br-d02/877	-0.00470238982241336	-0.0012704614475625	-0.11330648788667	-0.0137220355903085	-0.00472037122594325	-0.0013125755681251	-0.122561361295433	-0.0238328398445069	0.331343800926835	-0.099799690180513	0.000934783999605083	-0.00402762437583104	0.283505963267995	0.215260221486666	2.40839523321907e-05	-0.00159394723109529	? There is an ancient and venerable tradition in the church ( which derives , however , from the heritage of the Greeks rather than from the Bible ) that God is completely independent of his creation and so has no need of men for accomplishing his work in the world .	a2	A	simply_church
church/N/br-d02/923	-0.00354398258320352	-0.000417954048185934	0.0118724280383139	-0.346816004723089	-0.00459092678919166	6.43632143336021e-05	0.041736937100349	-0.348360211953552	-0.0395748725699985	-0.25045395230253	0.00093948731696187	-0.00402751875642791	-0.0980713499314066	0.215322593254265	2.15453588381788e-05	-0.00158580128100626	his work in the world . by analogy , the church also has been regarded as entirely independent of the `` world '' in the sense of requiring nothing from it in order to be the church .	a1	A	simply_church
