_id	COHA.sample.socc10k.imag.min0.x	COHA.sample.socc10k.imag.min0.y	COHA.sample.socc10k.info.min0.x	COHA.sample.socc10k.info.min0.y	COHA.sample.socc10k.min0.x	COHA.sample.socc10k.min0.y	COHA.sample.socc10k.min1.x	COHA.sample.socc10k.min1.y	COHA.sample.socc10k.min2.x	COHA.sample.socc10k.min2.y	COHA.sample.socc10k.min2_5.x	COHA.sample.socc10k.min2_5.y	COHA.sample.socc10k.nona.min0.x	COHA.sample.socc10k.nona.min0.y	COHA.sample.socc10k.nona.min1.x	COHA.sample.socc10k.nona.min1.y	COHA.sample.socc10k.others.min0.x	COHA.sample.socc10k.others.min0.y	COHA.sample.socc10k.tech.min0.x	COHA.sample.socc10k.tech.min0.y	COHA.sample.socc6k.imag.min0.x	COHA.sample.socc6k.imag.min0.y	COHA.sample.socc6k.info.min0.x	COHA.sample.socc6k.info.min0.y	COHA.sample.socc6k.min0.x	COHA.sample.socc6k.min0.y	COHA.sample.socc6k.min1.x	COHA.sample.socc6k.min1.y	COHA.sample.socc6k.min2.x	COHA.sample.socc6k.min2.y	COHA.sample.socc6k.min2_5.x	COHA.sample.socc6k.min2_5.y	COHA.sample.socc6k.nona.min0.x	COHA.sample.socc6k.nona.min0.y	COHA.sample.socc6k.nona.min1.x	COHA.sample.socc6k.nona.min1.y	COHA.sample.socc6k.others.min0.x	COHA.sample.socc6k.others.min0.y	COHA.sample.socc6k.tech.min0.x	COHA.sample.socc6k.tech.min0.y	Semcor.sample.COHAisocc.fic.min0.x	Semcor.sample.COHAisocc.fic.min0.y	Semcor.sample.COHAisocc.fic.min1.x	Semcor.sample.COHAisocc.fic.min1.y	Semcor.sample.COHAisocc.fic.min2.x	Semcor.sample.COHAisocc.fic.min2.y	Semcor.sample.COHAisocc.min0.x	Semcor.sample.COHAisocc.min0.y	Semcor.sample.COHAisocc.min1.x	Semcor.sample.COHAisocc.min1.y	Semcor.sample.COHAisocc.min2.x	Semcor.sample.COHAisocc.min2.y	Semcor.sample.COHAisocc.min2_5.x	Semcor.sample.COHAisocc.min2_5.y	Semcor.sample.COHAisocc.min3.x	Semcor.sample.COHAisocc.min3.y	Semcor.sample.COHAisocc.nona.min0.x	Semcor.sample.COHAisocc.nona.min0.y	Semcor.sample.COHAisocc.nona.min1.x	Semcor.sample.COHAisocc.nona.min1.y	Semcor.sample.COHAisocc.nona.min2.x	Semcor.sample.COHAisocc.nona.min2.y	Semcor.sample.COHAisocc.nona.min2_5.x	Semcor.sample.COHAisocc.nona.min2_5.y	Semcor.sample.COHAisocc.nona.min3.x	Semcor.sample.COHAisocc.nona.min3.y	Semcor.sample.COHAisocc.nonfic.min0.x	Semcor.sample.COHAisocc.nonfic.min0.y	Semcor.sample.COHAisocc.nonfic.min1.x	Semcor.sample.COHAisocc.nonfic.min1.y	Semcor.sample.COHAisocc.nonfic.min2.x	Semcor.sample.COHAisocc.nonfic.min2.y	Semcor.sample.COHAisocc.press.min0.x	Semcor.sample.COHAisocc.press.min0.y	Semcor.sample.COHAisocc.press.min1.x	Semcor.sample.COHAisocc.press.min1.y	Semcor.sample.COHAisocc.press.min2.x	Semcor.sample.COHAisocc.press.min2.y	Semcor.sample.Semcorisocc.fic.min0.x	Semcor.sample.Semcorisocc.fic.min0.y	Semcor.sample.Semcorisocc.fic.min1.x	Semcor.sample.Semcorisocc.fic.min1.y	Semcor.sample.Semcorisocc.fic.min2.x	Semcor.sample.Semcorisocc.fic.min2.y	Semcor.sample.Semcorisocc.min0.x	Semcor.sample.Semcorisocc.min0.y	Semcor.sample.Semcorisocc.min1.x	Semcor.sample.Semcorisocc.min1.y	Semcor.sample.Semcorisocc.min2.x	Semcor.sample.Semcorisocc.min2.y	Semcor.sample.Semcorisocc.min2_5.x	Semcor.sample.Semcorisocc.min2_5.y	Semcor.sample.Semcorisocc.min3.x	Semcor.sample.Semcorisocc.min3.y	Semcor.sample.Semcorisocc.nona.min0.x	Semcor.sample.Semcorisocc.nona.min0.y	Semcor.sample.Semcorisocc.nona.min1.x	Semcor.sample.Semcorisocc.nona.min1.y	Semcor.sample.Semcorisocc.nona.min2.x	Semcor.sample.Semcorisocc.nona.min2.y	Semcor.sample.Semcorisocc.nona.min2_5.x	Semcor.sample.Semcorisocc.nona.min2_5.y	Semcor.sample.Semcorisocc.nona.min3.x	Semcor.sample.Semcorisocc.nona.min3.y	Semcor.sample.Semcorisocc.nonfic.min0.x	Semcor.sample.Semcorisocc.nonfic.min0.y	Semcor.sample.Semcorisocc.nonfic.min1.x	Semcor.sample.Semcorisocc.nonfic.min1.y	Semcor.sample.Semcorisocc.nonfic.min2.x	Semcor.sample.Semcorisocc.nonfic.min2.y	Semcor.sample.Semcorisocc.press.min0.x	Semcor.sample.Semcorisocc.press.min0.y	Semcor.sample.Semcorisocc.press.min1.x	Semcor.sample.Semcorisocc.press.min1.y	Semcor.sample.Semcorisocc.press.min2.x	Semcor.sample.Semcorisocc.press.min2.y	marisense	newPos	newBroadGenre	weightedCuesRatio	weightedCW	broadGenre	sensekey	_text	meanWeight	cuesWithWeight	wnbroad	wnsense	wf	mari2	genre	mari3	lemma	pos	mbroad	wn2	wn3	cues
church/NN/br-p12/1270	0.0571292380359106	0.0775267685498485	0.0	0.0	0.0	0.0	0.11749477489347	-0.0237183082780469	0.101313587056846	-0.0196552004973658	-0.123637599801665	0.0344714582653365	-0.129266116157784	0.0327001045873107	-0.105393983267425	0.00768427984445256	0.0	0.0	0.0	0.0	0.000975127443632502	-0.096997519605398	0.0	0.0	-0.118331291586673	0.0213099572606546	0.145120293082214	0.0120943057249485	0.0	0.0	0.0	0.0	-0.110338066765271	-0.0106800233257228	0.0	0.0	0.0	0.0	0.0	0.0	0.195665197356924	-0.200440216217822	0.3754742488086	-0.0476803910247122	-0.314637260853374	0.0346386358698123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.134721477892309	-0.0186471849633587	-0.29604981891504	-0.117842469974781	0.0597213645469576	-0.430118722744169	-0.173670614626678	0.249370809561524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.202443439939748	-0.18319629575382	0.366819687484533	-0.0605636543950181	0.312076904191227	0.0346374920294405	0.0	0.0	-0.145963694410715	-0.026581304854081	0.139029661863699	-0.0029886778376549	0.0	0.0	-0.145332528386138	-0.0726822527219106	0.0	0.0	-0.132010152399146	0.0323033352011663	-0.293223067635751	-0.0907595987287555	0.226124779545358	-0.381365550531096	-0.153260204209095	0.273607689716842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	E	NN	imaginative	0	1	imag	church%1:04:00::	 to church. Why did he want her to go to <font color=green>church</font> ? he wondered. Probably because it was a place where she	3.46	0	E	E	church	CDE	fiction_romance	DE	church	NN	E	CDE	DE	2
country/NN/br-k08/973	0.0697399571969702	-0.141143402066366	0.0	0.0	0.200779081698279	0.239813583233503	0.0	0.0	0.118666670385845	0.12495315967178	-0.0932459394340595	-0.131081217301069	0.0	0.0	-0.141152378096281	-0.117314736089274	0.0	0.0	0.0	0.0	0.0566661997901636	0.0409734554049601	0.0	0.0	-0.129969605994456	0.340265518762411	0.0	0.0	-0.103433306687689	0.380005472565963	0.0654858764579247	0.336373232468359	-0.178381563010456	0.299252521561214	0.0	0.0	0.0	0.0	0.0	0.0	-0.0630767839430784	-0.0492056742646879	-0.0443829553832118	0.0312442162027224	0.0963666439233291	-0.0678300821781332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119341163640727	-0.326498152933728	-0.13785293149697	0.27708100111129	0.0	0.0	0.242909932665796	0.00555954140663915	0.0982129093446595	0.216878671482213	0.323980738668515	-0.15947145174607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0513576335277966	-0.0602434280658599	-0.0404838542460309	0.0376933762709426	-0.0899801981290535	0.0522569129222667	0.248083270818402	-0.185971835775449	0.0	0.0	0.0	0.0	0.0	0.0	0.108934249784291	-0.331532286006575	-0.188597015522334	0.277955797486786	0.0	0.0	0.143446553312439	-0.170686418101459	0.119303785260572	-0.19331523669839	0.324888381873351	-0.152487085903076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A	NN	imaginative	0.33	1	imag	country%1:15:01::	 just for this once, for this one weekend in the <font color=green>country</font> , he would make a little piece out of his melodies	3.1	1	A	A	country	A	fiction_gral	A	country	NN	A	A	A	3
country/NN/br-l11/1246	-0.0407699004669337	-0.0247096403418455	0.0	0.0	0.0	0.0	0.0733380665835851	-0.0290430143084571	0.0	0.0	0.0	0.0	-0.0960720568998004	0.00225590925852742	-0.0663462964452532	0.0296059438469834	0.0	0.0	0.0	0.0	-0.098223738839956	5.66708902126268e-05	0.0	0.0	0.0	0.0	0.154175043071351	0.0534447268166785	0.0	0.0	0.0654858764579247	0.336373232468359	0.0	0.0	-0.150858127319532	0.0748356446087102	0.0	0.0	0.0	0.0	0.0169770903330584	-0.0070441961492249	-0.19150237746902	0.371118157592931	-0.175924992944652	0.211384809140397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119341163640727	-0.326498152933728	-0.144572129122672	0.0767019041246662	-0.148798846156433	0.0510765174272247	0.135673762997929	0.0108213636311985	0.158447179023552	0.143547819651589	0.0280119551294123	-0.0605433797536281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0172905074733407	-0.0129807754175715	-0.214381739235416	0.354309459652534	0.195921218453138	-0.212856286764002	0.168012748669495	-0.0186202618148412	0.0	0.0	0.227324307138553	-0.110544364541729	0.0797066682221234	0.379689004196704	0.0	0.0	0.0	0.0	-0.148178939529024	0.0493218350415498	0.111954193094868	-0.0476601416663245	0.161579466522072	-0.126886633592924	0.0239655814474311	-0.0609695016228508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A	NN	imaginative	0.5	1	imag	country%1:15:01::	 a manner Esquire might suggest for the outdoor man 's <font color=green>country</font>  weekend. Dark gray sports jacket, lighter gray slacks, pink flannel	3.1	1	A	A	country	A	fiction_mystery	A	country	NN	A	A	A	2
country/NN/br-n09/1051	-0.165555586088722	0.0683250187660488	0.0	0.0	0.0	0.0	0.0	0.0	0.208925160100192	-0.137713263509477	-0.258395814546991	-0.0741373180514452	-0.0511776961996647	-0.11784090774697	0.0	0.0	0.0	0.0	0.0	0.0	-0.0142099870991098	0.0771829198014624	0.0	0.0	0.124372534003185	-0.207055394542689	-0.0874400743441468	-0.268084841595818	0.353304884411516	0.193653813482545	-0.0300996690581144	0.34661926108184	0.125608094040795	-0.188980944099684	0.196901662406676	-0.198667330158715	0.0	0.0	0.0	0.0	-0.0633845984228291	0.154155955450777	0.0943452174511206	0.120546672700723	0.248581703068449	0.0372932054680955	-0.0014020600415204	-0.229827727216848	0.101161682859255	0.181959957188203	0.0	0.0	0.360746427920673	-0.26742363669927	0.0	0.0	0.0	0.0	0.0	0.0	0.142110518752018	-0.0974865355118084	0.287592994864364	-0.176302627359879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0565066656933246	0.146263094726459	0.100982948568496	0.11706446713667	-0.206677653728241	0.153277984194217	0.0	0.0	0.0	0.0	-0.152610661103087	0.369007499311506	0.379729339454983	-0.281949196594681	0.0	0.0	0.0670137483600167	0.207735601211973	0.0	0.0	0.130935713951537	-0.0795252604566866	0.285417449061101	0.183940830947395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A	NN	imaginative	0	1	imag	country%1:15:01::	 distant derrick of the wildcat- a test well in unexplored <font color=green>country</font> . And even with her limited knowledge of such things, she	2.65	0	A	A	country	A	fiction_adventure	A	country	NN	A	A	A	2
country/NN/br-n11/2133	0.00380886266411101	-0.00382562672848811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0734009557977788	0.188508936710515	-0.1509855862926	-0.0587869273858928	0.0	0.0	0.0	0.0	-0.00802489539227971	-0.000995321207388571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.367688440528999	0.0378980721582305	-0.217878921548552	0.276563780073705	-0.276310334668222	0.280793410147271	0.0	0.0	0.0	0.0	-0.0543286311507395	-0.0611263211021533	-0.0165653583314483	-0.0511454578044381	-0.0477940815244406	-0.11577208543789	0.0	0.0	0.0	0.0	0.0	0.0	-0.314363430497319	0.124522330464116	-0.160437879312379	-0.366133136133165	0.0	0.0	-0.286210994675604	0.25340339395278	-0.330130757060341	0.334202712929851	-0.362854045564761	0.34845779997179	-0.183949132357198	0.00222398347475234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0461340822043362	-0.0659057158672065	-0.0223641658054967	-0.0506916650633551	-0.0191755751948939	-0.124465744663025	0.0	0.0	0.0	0.0	0.372154685626986	0.0682876483590053	-0.332417664177502	0.160480699530999	-0.133943306935385	-0.378796085758	-0.252855865632282	0.260092547430212	-0.278778168288091	-0.246125919465603	-0.267258205616748	0.370174301246966	-0.383840339283511	-0.312136900327716	-0.181309436480135	0.013720492324036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A1	NN	imaginative	0	1	imag	country%1:15:02::	 to frighten three rustling homesteaders out of the Upper Laramie <font color=green>country</font>  in a single week.`` My reputation 's my stock in	3.47	0	A	A1	country	A	fiction_adventure	A	country	NN	A	A	A	3
church/NN/br-d01/1628	0.0	0.0	0.161112900869523	0.0210082688173047	0.0	0.0	0.129862885342076	0.117099272700612	0.164370831860667	-0.117581278855556	0.0	0.0	-0.0672416267180267	-0.108342907215758	-0.0920191096516691	-0.133107546147434	-0.084942992682826	-0.174735685855005	0.0	0.0	0.0	0.0	0.0	0.0	-0.155634170535008	-0.0854786671849018	0.0	0.0	-0.394318247974988	0.154785837153463	0.363500229145553	-0.177200267867463	-0.0969675669022196	-0.136419063537939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.142331853834758	-0.102386703485868	0.0	0.0	0.0	0.0	-0.37869791346585	-0.00385568715816869	-0.361685245352853	0.355031525408309	-0.099055731038444	-0.0938012770542337	-0.293971881277233	-0.0972488747730648	-0.222974592983045	-0.123625421399568	-0.230389295235678	0.296130246168833	-0.355038031594893	-0.41272640343975	0.0	0.0	0.0	0.0	-0.409432688601487	0.1416416604899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.31105088702045	-0.099260397410171	0.0	0.0	0.0	0.0	-0.318819886678198	0.38868162775566	-0.116658189782382	-0.104944283812584	0.0	0.0	-0.20503259591267	-0.133423098530008	-0.334660053488095	-0.146699623954813	-0.527143892702441	-0.129683318874197	-0.120966718499645	-0.149614272610442	0.0	0.0	-0.37176815809147	0.218545769149392	0.0	0.0	0.0	0.0	0.0	0.0	B	NN	informative	0.33	2	others	church%1:14:00::	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	2.84	1	B	B	church	AB	religion	AB	church	NN	B	AB	AB	3
church/NN/br-f15/713	0.0	0.0	0.0653914857769973	-0.0807332431097387	0.0126904922981126	0.125522975277099	0.0912062432066904	0.0501187752736932	0.0	0.0	-0.14932178891876	0.107972682341089	0.0	0.0	-0.0643994523822997	-0.0625623123625081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0590442226419806	-0.127128161517956	0.0	0.0	-0.0812916220223002	-0.125623186617506	0.0	0.0	0.000802793708949729	-0.0375158932524986	0.0537696029426699	0.0416201154410718	-0.216922165814377	-0.418911882805719	-0.126668035386261	-0.087595728094536	0.0	0.0	0.0	0.0	-0.204785862969523	-0.0995590783363729	0.0	0.0	0.0	0.0	-0.0873439905619392	-0.162416925768485	-0.0648489165216873	0.0228900229356436	-0.304686566559437	0.0340336211620015	-0.149569380153863	0.0243649705695155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00437307503788664	-0.0385667347423752	0.0585539173872298	0.031417891401891	-0.0242265522747201	0.462253202999336	0.0	0.0	0.0	0.0	0.224702602188958	0.16118292932073	-0.236863908791482	-0.00338051195320856	-0.198092510192106	0.0486915701907454	-0.0469714876271192	-0.138673181919648	-0.11534723221579	0.136810410780834	-0.0590936851161448	0.0397548901294247	-0.300808814476028	-0.0236460637631728	-0.147731075374073	0.0420394776267636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	B	NNP	informative	0.4	2	others	roman_catholic_church%1:14:00::	 permit birth control only for medical reasons. The Roman Catholic <font color=green>Church</font> , however, sanctions a much more liberal policy on family planning	3.87	2	B	B1	Church	AB	popular_lore	AB	church	NN	B	AB	AB	5
church/NNS/br-d03/1027	0.0	0.0	0.165266613807554	-0.120285351172484	0.0	0.0	0.0	0.0	0.101823435894751	-0.0806112946408557	-0.103548170782404	0.0840512494997411	-0.0852214365497646	-0.13743606799456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.153019185573939	0.165778599288553	-0.1932075285628	-0.089171443629936	0.150241628180536	-0.047154425131392	0.0	0.0	0.175731036341439	-0.036779544611945	0.0	0.0	-0.135741187972857	-0.0783453400516329	-0.147378793285761	-0.136600294975723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11092628714362	-0.179398187951123	0.0	0.0	0.0	0.0	-0.092087790202437	-0.146547116898198	-0.0892496145063181	-0.120962194659091	-0.0383309186316959	-0.448085398704757	0.116238078806952	0.00905788665180711	0.0842544186617341	-0.0213662010783543	0.0	0.0	0.0	0.0	-0.224504311852789	0.0383921184254732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.132829851873065	-0.102271641494588	0.0	0.0	0.0	0.0	-0.17178291826126	0.033437954248112	-0.1058386540651	-0.167363141995157	-0.105824212244876	0.105061162450298	-0.0608302931101576	-0.425742394410898	0.114795350835956	-0.00334507675308271	0.0830420217675325	-0.0215196461218415	-0.219559200163032	-0.0543341308918892	-0.212862203411033	0.00342380559202502	-0.22078657281754	0.0577339665620617	0.0	0.0	0.0	0.0	0.0	0.0	D	NNS	informative	0	3	others	church%1:06:00::	 as warehouses, but`` neither Anglicans nor Nonconformists object to selling <font color=green>churches</font>  to Roman Catholics'', and have done so. While it must	3.52	0	D	D	churches	CDE	religion	DE	church	NNS	D	CDE	DE	2
church/NNS/br-f15/821	0.0	0.0	0.064881554520383	0.0141137802384095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0292696677092816	-0.0218803304440478	-0.0177592090187702	0.0162196152858907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0791912509024347	-0.0582744112094818	-0.0935881043759577	-0.00982167939448654	0.0	0.0	-0.0665325323965152	-0.112245422741591	-0.0772416554624246	-0.0627147054945934	-0.0854294750213274	-0.108315205203526	0.0	0.0	0.0311731199822682	0.0239599694823937	-0.0389451550571947	-0.0241303496161213	-0.0304184994893844	-0.0408070976614587	0.0	0.0	0.0	0.0	0.0	0.0	-0.0765444185583982	-0.0380671380583367	-0.10050473551305	0.0154623462067186	-0.0572389556699454	-0.103111847796046	0.0	0.0	-0.15956496361327	-0.123226962442606	-0.479457270194928	-0.104859316810046	-0.459760510894945	0.261531716492559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0313354359646681	0.0186718226565113	-0.0400985124815561	-0.0136478483469545	0.0107892528787759	-0.0381055531291269	0.0	0.0	0.0	0.0	0.0	0.0	-0.086704476228195	-0.00911391934245949	-0.0954461526331521	0.0219829431949576	-0.0602255036602683	-0.124003320963398	-0.0743795390804116	-0.0317656202418276	-0.148755953164173	-0.122088804370313	-0.400267890715897	0.256026799644573	-0.405271567803146	0.339143601474698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	B	NNPS	informative	0.83	7	others	orthodox_catholic_church%1:14:00::	 the exception of the Roman Catholic and the Orthodox Catholic <font color=green>Churches</font> , most churches make no moral distinction between rhythm and mechanical	4.27	5	B	B1	Churches	AB	popular_lore	AB	church	NNS	B	AB	AB	6
country/NNS/br-j22/1375	0.0	0.0	0.0187683201569374	0.0630444544093743	0.0237486721717395	-0.0640495215270622	0.0	0.0	0.331578660033969	-0.0835655475527661	-0.308477781857997	-0.211983334874466	-0.00411990027927575	-0.0458364376282071	0.000624633760041814	0.0425786066104409	0.0	0.0	-0.0148467722398674	0.0472942508607524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00746143009491309	0.0104335013856982	0.0	0.0	-0.0515599837118164	0.0044144862680816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0927990494792851	-0.440271267442911	0.000664597786331787	-0.444960279431219	0.00444548173408013	0.0110632488723468	0.00932668628551683	0.00276392444637574	0.0958409216408158	0.0447465244184179	0.326533827039733	0.191513881710146	0.0344684341649092	-0.41897345240241	-0.0147856081163661	-0.0153737983121402	0.004699641571858	-0.0263696507225566	-0.481419445496628	0.0258620292625091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00362920166723462	0.00833736685360585	0.0	0.0	-0.163574059083897	-0.444398568541836	0.0	0.0	0.0	0.0	0.0	0.0	0.0941423410179698	-0.0111309369749729	0.319505780668808	-0.201248311464544	0.053344138215674	0.404609393021576	-0.00768421932680839	-0.026911950651988	-0.0107053073982254	0.0292905962082013	-0.34580966347765	-0.333813655869579	0.0	0.0	0.0	0.0	0.0	0.0	B3	NNS	informative	0.25	1	tech	country%1:14:00::	 in the program to wider and wider groups. But these <font color=green>countries</font>  have made big strides toward developing the necessary human and	3.4	1	B	B2	countries	B	learned	B23	country	NNS	B	B	BB2	4
state/JJ/br-j38/1871	0.0	0.0	-0.0248207114394587	0.000242082805858392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148057373494066	-0.00493681769450694	0.0	0.0	0.0106396177084035	-0.0037981456454794	0.0	0.0	0.0	0.0	0.0	0.0	-0.0303605422671305	0.00769796658735425	0.0421062764355353	-0.00648983328785603	-0.0588647426009526	-0.00847556100171647	0.030425665940476	0.0103462916673526	0.0304596572980656	0.00998030326328903	0.0	0.0	0.00458103202795416	-0.00835485376625852	0.0	0.0	0.0	0.0	0.0	0.0	0.0240366436978492	0.00117699357271608	0.0	0.0	0.0	0.0	0.0675101259372054	0.000347145221031135	0.0979824599301489	-0.021132959685596	0.0288839007431529	0.0119027509077112	0.0	0.0	0.0818081964631357	0.0554375732837339	0.0784537368212451	0.12853819816036	0.166493771160474	-0.373458268857368	0.0133243077155136	0.00530902865472651	0.0173499961554631	0.00038769001536334	0.0288668219888967	-0.0104423888743615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0665497618213678	0.00139931193578732	0.0969577600305019	-0.00694928912595217	0.0	0.0	0.0302544591794706	0.00784062192137993	0.0889783133183263	0.0231569022682236	0.0844811892037761	-0.120268192823896	0.159999783540214	-0.373037375871776	0.0	0.0	0.0175670360122699	0.00125648102033061	0.0258250011953031	-0.0150541167146947	0.0	0.0	0.0	0.0	0.0	0.0	A3	JJ	informative	1	7	tech	state%5:00:02:public:00	 for training to meet national skilled manpower needs. If only <font color=green>state</font>  funds were used to pay for the vocational education, it	3.33	3	A	A2	state	ABC	learned	AB	state	JJ	A	ABC	AB	3
state/NN/br-f23/1235	0.0	0.0	-0.0547344563443864	0.0136213036486166	0.0	0.0	-0.0444814663056294	0.0339080404710058	-0.151292896732657	0.168944374266765	0.0	0.0	0.0595707814688096	0.0111264955154471	0.038027522801901	-0.0393638595946487	0.0758600170151638	-0.0335358622120306	0.0	0.0	0.0	0.0	0.0	0.0	0.00350002611783746	-0.0544353802374395	-0.0347178859805683	-0.0794315497105146	-0.139947959304603	-0.287141592937843	0.0	0.0	0.00885029742713987	0.0292715056358912	0.0343529751388539	-0.0789733547357382	0.0475486969104042	-0.0421265643616328	0.0	0.0	0.0367713971384857	-0.122537543131575	0.183680568181059	-0.00906102619275928	0.0204490588181255	-0.0425463366248075	0.0	0.0	0.046690339717703	-0.0762290983485407	0.0471920479967152	-0.343909221262102	0.0	0.0	0.0	0.0	0.0185760073678652	-0.0295903916047711	0.0538185224412718	-0.0621402500805386	-0.0483682153567669	0.193434767515902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0543991047433689	-0.108699388615247	0.178985649098949	-0.0141998834837858	-0.0306376937153059	-0.0248676710847879	-0.0334708274029316	0.038018560580409	0.0	0.0	0.141715136305591	0.304396790031882	0.0	0.0	0.0	0.0	0.0	0.0	0.0353535739159537	0.052388566076288	-0.056642936137005	0.177427734844451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A5	NNPS	informative	0	1	others	united_states%1:15:00::	 it. The evidence suggests that foreign peoples believe the United <font color=green>States</font>  is weaker than the Soviet Union, and is bound to	2.33	0	A	A51	States	ABC	popular_lore	AB	state	NN	A	ABC	AB	1
state/NN/br-h12/810	0.0	0.0	-0.0391277323149013	-0.0430824403962019	-0.033389541246582	0.0582913722759823	0.0	0.0	-0.0257608160261346	0.0749903334125599	0.0648867805453301	0.0293575857509506	0.0380519992619125	0.0397345661154795	0.0106808860001859	-0.0277284543627393	0.0	0.0	0.0158796644366184	-0.0384821570729477	0.0	0.0	0.0	0.0	0.101395723013444	0.0286372993390055	-0.0641247241902385	0.0395248528051973	0.0	0.0	0.0	0.0	0.0910495884193937	0.0675738114560788	0.0702493374096027	0.0504768055996268	0.0	0.0	0.0776528188966454	-0.0759193081664701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0542840984749865	0.0462514986300686	0.0	0.0	0.0973672697634775	0.179786006319437	0.0	0.0	0.0	0.0	0.0	0.0	0.0690512500096915	-0.364687840695364	0.209421736925448	0.182088788438559	0.0	0.0	0.0688187073517933	0.0748303184542295	0.0263980596546496	0.0626960526955431	0.202987270642007	-0.0294281630132516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0413454819269425	0.0544256478783651	0.0	0.0	0.0	0.0	0.0	0.0	0.0764375830833789	0.0709660053555505	0.0708582044920143	0.0290224866213113	0.109088973368402	0.359123147398192	0.147190657004918	0.144686502499594	0.0	0.0	0.0819985393524833	0.0651823008556655	0.0554625660418141	-0.0573489597015897	0.186821284940408	-0.0675053716752135	0.0	0.0	0.0	0.0	0.0	0.0	C	NNP	informative	1	3	tech	secretary_of_state%1:18:01::	 the Secretary of the Treasury and to the Secretary of <font color=green>State</font>  copies of the awards made in favor of the Government	2.56	3	C	C1	State	ABC	miscellaneous	C	state	NN	C	ABC	C	3
