cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_2	ann_1	ann_3	ann_4	votes
horde/noun/de_standaard_20040628_01_51/230/R1	horde/noun/de_standaard_20040628_01_51/230	R1	pelgrim	noun	pelgrim/noun	pelgrims	True	R	2	2.9231436	1754	4	TRUE	TRUE	TRUE	FALSE	3
horde/noun/de_standaard_20040628_01_51/230/R2	horde/noun/de_standaard_20040628_01_51/230	R2	toe	part	toe/part	toe	True	R	3	-0.068042256	234552	27	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R3	horde/noun/de_standaard_20040628_01_51/230	R3	.	punct	./punct	.	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R4	horde/noun/de_standaard_20040628_01_51/230	R4	sentence_delimiter	none	none	</sentence>	none	R	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R5	horde/noun/de_standaard_20040628_01_51/230	R5	sentence_delimiter	none	none	<sentence>	none	R	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R6	horde/noun/de_standaard_20040628_01_51/230	R6	veel	adj	veel/adj	Velen	False	R	7	-0.2232291	425020	42	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R7	horde/noun/de_standaard_20040628_01_51/230	R7	ben	verb	ben/verb	waren	False	R	8	-0.25394556	9938754	949	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R8	horde/noun/de_standaard_20040628_01_51/230	R8	ontgoochel	verb	ontgoochel/verb	ontgoocheld	False	R	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R9	horde/noun/de_standaard_20040628_01_51/230	R9	wanneer	comp	wanneer/comp	wanneer	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R10	horde/noun/de_standaard_20040628_01_51/230	R10	ze	pron	ze/pron	ze	False	R	11	0.27969685	1808509	296	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R11	horde/noun/de_standaard_20040628_01_51/230	R11	verneem	verb	verneem/verb	vernamen	False	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R12	horde/noun/de_standaard_20040628_01_51/230	R12	dat	comp	dat/comp	dat	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R13	horde/noun/de_standaard_20040628_01_51/230	R13	ze	pron	ze/pron	ze	False	R	14	0.27969685	1808509	296	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R14	horde/noun/de_standaard_20040628_01_51/230	R14	niet	adv	niet/adv	niet	False	R	15	-0.2605382	3455007	328	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20040628_01_51/230/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L0	horde/noun/het_nieuwsblad_20010707_01_199/172	L0	het	noun	het/noun	het	True	L	1	-0.21768844	764720	76	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L1	horde/noun/het_nieuwsblad_20010707_01_199/172	L1	in	prep	in/prep	in	True	L	2	-0.028269138	9492181	1133	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L2	horde/noun/het_nieuwsblad_20010707_01_199/172	L2	14.39	num	14.39/num	14.39	True	L	3	NA	NA	NA	TRUE	TRUE	FALSE	FALSE	2
horde/noun/het_nieuwsblad_20010707_01_199/172/L3	horde/noun/het_nieuwsblad_20010707_01_199/172	L3	van	prep	van/prep	van	True	L	4	-0.35927182	12638933	1086	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L4	horde/noun/het_nieuwsblad_20010707_01_199/172	L4	record	noun	record/noun	record	True	L	5	1.6981323	19554	13	TRUE	TRUE	TRUE	FALSE	3
horde/noun/het_nieuwsblad_20010707_01_199/172/L5	horde/noun/het_nieuwsblad_20010707_01_199/172	L5	persoonlijk	adj	persoonlijk/adj	persoonlijk	True	L	6	0.09006475	51830	7	TRUE	TRUE	FALSE	FALSE	2
horde/noun/het_nieuwsblad_20010707_01_199/172/L6	horde/noun/het_nieuwsblad_20010707_01_199/172	L6	een	det	een/det	een	True	L	7	0.14802772	11075723	1583	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L7	horde/noun/het_nieuwsblad_20010707_01_199/172	L7	met	prep	met/prep	met	True	L	8	-0.051341399999999995	4230163	495	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L8	horde/noun/het_nieuwsblad_20010707_01_199/172	L8	meteen	adv	meteen/adv	meteen	True	L	9	0.5376481	127413	27	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L9	horde/noun/het_nieuwsblad_20010707_01_199/172	L9	ik	pron	ik/pron	ik	True	L	10	0.1198347	2577275	359	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L10	horde/noun/het_nieuwsblad_20010707_01_199/172	L10	open	verb	open/verb	opende	True	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L11	horde/noun/het_nieuwsblad_20010707_01_199/172	L11	zaterdag	noun	zaterdag/noun	Zaterdag	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L12	horde/noun/het_nieuwsblad_20010707_01_199/172	L12	""""	punct	"""/punct"	""""	True	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L13	horde/noun/het_nieuwsblad_20010707_01_199/172	L13	sentence_delimiter	none	none	<sentence>	none	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L14	horde/noun/het_nieuwsblad_20010707_01_199/172	L14	sentence_delimiter	none	none	</sentence>	none	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R0	horde/noun/het_nieuwsblad_20010707_01_199/172	R0	.	punct	./punct	.	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R1	horde/noun/het_nieuwsblad_20010707_01_199/172	R1	sentence_delimiter	none	none	</sentence>	none	R	2	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R2	horde/noun/het_nieuwsblad_20010707_01_199/172	R2	sentence_delimiter	none	none	<sentence>	none	R	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R3	horde/noun/het_nieuwsblad_20010707_01_199/172	R3	nadien	pp	nadien/pp	Nadien	False	R	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R4	horde/noun/het_nieuwsblad_20010707_01_199/172	R4	ga	verb	ga/verb	ging	False	R	5	0.011968783	1085158	135	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R5	horde/noun/het_nieuwsblad_20010707_01_199/172	R5	ik	pron	ik/pron	ik	False	R	6	0.1198347	2577275	359	TRUE	FALSE	FALSE	FALSE	1
horde/noun/het_nieuwsblad_20010707_01_199/172/R6	horde/noun/het_nieuwsblad_20010707_01_199/172	R6	over	prep	over/prep	over	False	R	7	0.34978798	1300877	227	TRUE	FALSE	FALSE	FALSE	1
horde/noun/het_nieuwsblad_20010707_01_199/172/R7	horde/noun/het_nieuwsblad_20010707_01_199/172	R7	1,87m	noun	1,87m/noun	1,87m	False	R	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R8	horde/noun/het_nieuwsblad_20010707_01_199/172	R8	hoog	adj	hoog/adj	hoog	False	R	9	1.3420386	284594	134	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R9	horde/noun/het_nieuwsblad_20010707_01_199/172	R9	en	vg	en/vg	en	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R10	horde/noun/het_nieuwsblad_20010707_01_199/172	R10	ook	adv	ook/adv	ook	False	R	11	-0.110948525	2214625	245	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R11	horde/noun/het_nieuwsblad_20010707_01_199/172	R11	dat	det	dat/det	dat	False	R	12	-0.40169415	1849436	153	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R12	horde/noun/het_nieuwsblad_20010707_01_199/172	R12	heb	verb	heb/verb	had	False	R	13	-0.3075485	4034811	364	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R13	horde/noun/het_nieuwsblad_20010707_01_199/172	R13	ik	pron	ik/pron	ik	False	R	14	0.1198347	2577275	359	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R14	horde/noun/het_nieuwsblad_20010707_01_199/172	R14	dit	det	dit/det	dit	False	R	15	-0.30852312	795783	72	FALSE	FALSE	FALSE	FALSE	0
horde/noun/het_nieuwsblad_20010707_01_199/172/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L0	horde/noun/de_standaard_20001113_01_97/737	L0	een	det	een/det	een	True	L	1	0.14802772	11075723	1583	FALSE	TRUE	FALSE	FALSE	1
horde/noun/de_standaard_20001113_01_97/737/L1	horde/noun/de_standaard_20001113_01_97/737	L1	door	prep	door/prep	door	True	L	2	0.8200415000000001	1310789	367	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L2	horde/noun/de_standaard_20001113_01_97/737	L2	onttrek	verb	onttrek/verb	onttrokken	True	L	3	0.5137289	4846	1	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L3	horde/noun/de_standaard_20001113_01_97/737	L3	gezicht	noun	gezicht/noun	gezicht	True	L	4	0.63053757	47578	11	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L4	horde/noun/de_standaard_20001113_01_97/737	L4	het	det	het/det	het	True	L	5	-0.19741419	11650779	1177	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L5	horde/noun/de_standaard_20001113_01_97/737	L5	aan	prep	aan/prep	aan	True	L	6	-0.21016358	2153601	215	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L6	horde/noun/de_standaard_20001113_01_97/737	L6	half	adj	half/adj	half	True	L	7	0.51201683	102394	21	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L7	horde/noun/de_standaard_20001113_01_97/737	L7	word	verb	word/verb	wordt	True	L	8	0.09703701	3486710	473	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L8	horde/noun/de_standaard_20001113_01_97/737	L8	tafel	noun	tafel/noun	tafel	True	L	9	0.24174951	44587	7	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L9	horde/noun/de_standaard_20001113_01_97/737	L9	ander	adj	ander/adj	andere	True	L	10	-0.15819961	663512	70	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L10	horde/noun/de_standaard_20001113_01_97/737	L10	een	det	een/det	Een	True	L	11	0.14802772	11075723	1583	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L11	horde/noun/de_standaard_20001113_01_97/737	L11	sentence_delimiter	none	none	<sentence>	none	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L12	horde/noun/de_standaard_20001113_01_97/737	L12	sentence_delimiter	none	none	</sentence>	none	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L13	horde/noun/de_standaard_20001113_01_97/737	L13	.	punct	./punct	.	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L14	horde/noun/de_standaard_20001113_01_97/737	L14	signeer	verb	signeer/verb	signeren	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R0	horde/noun/de_standaard_20001113_01_97/737	R0	klein	adj	klein/adj	klein	True	R	1	-0.11933703	228937	25	TRUE	TRUE	FALSE	FALSE	2
horde/noun/de_standaard_20001113_01_97/737/R1	horde/noun/de_standaard_20001113_01_97/737	R1	grut	noun	grut/noun	grut	True	R	2	3.1400502	350	1	TRUE	TRUE	TRUE	FALSE	3
horde/noun/de_standaard_20001113_01_97/737/R2	horde/noun/de_standaard_20001113_01_97/737	R2	dat	pron	dat/pron	dat	True	R	3	-0.69866323	552171	34	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R3	horde/noun/de_standaard_20001113_01_97/737	R3	zich	pron	zich/pron	zich	True	R	4	0.3287735	1097010	188	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R4	horde/noun/de_standaard_20001113_01_97/737	R4	met	prep	met/prep	met	True	R	5	-0.051341399999999995	4230163	495	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R5	horde/noun/de_standaard_20001113_01_97/737	R5	waar	adj	waar/adj	ware	True	R	6	0.3229962	35248	6	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R6	horde/noun/de_standaard_20001113_01_97/737	R6	dood_verachting	noun	dood_verachting/noun	doodsverachting	True	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R7	horde/noun/de_standaard_20001113_01_97/737	R7	op	prep	op/prep	op	True	R	8	0.32428747	4502370	765	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R8	horde/noun/de_standaard_20001113_01_97/737	R8	Bart	name	Bart/name	Bart	True	R	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R9	horde/noun/de_standaard_20001113_01_97/737	R9	Moeyaert	name	Moeyaert/name	Moeyaert	True	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R10	horde/noun/de_standaard_20001113_01_97/737	R10	stort	verb	stort/verb	stort	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R11	horde/noun/de_standaard_20001113_01_97/737	R11	.	punct	./punct	.	True	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R12	horde/noun/de_standaard_20001113_01_97/737	R12	sentence_delimiter	none	none	</sentence>	none	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R13	horde/noun/de_standaard_20001113_01_97/737	R13	sentence_delimiter	none	none	<sentence>	none	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R14	horde/noun/de_standaard_20001113_01_97/737	R14	zijn	det	zijn/det	Zijn	False	R	15	-0.18963937	2164588	221	FALSE	FALSE	FALSE	FALSE	0
horde/noun/de_standaard_20001113_01_97/737/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L0	horde/noun/algemeen_dagblad_20030507_67/186	L0	een	det	een/det	een	True	L	1	0.14802772	11075723	1583	FALSE	TRUE	FALSE	FALSE	1
horde/noun/algemeen_dagblad_20030507_67/186/L1	horde/noun/algemeen_dagblad_20030507_67/186	L1	door	prep	door/prep	door	True	L	2	0.8200415000000001	1310789	367	FALSE	TRUE	FALSE	FALSE	1
horde/noun/algemeen_dagblad_20030507_67/186/L2	horde/noun/algemeen_dagblad_20030507_67/186	L2	omring	verb	omring/verb	omringd	True	L	3	2.850068	4205	9	TRUE	TRUE	FALSE	FALSE	2
horde/noun/algemeen_dagblad_20030507_67/186/L3	horde/noun/algemeen_dagblad_20030507_67/186	L3	onmiddellijk	adj	onmiddellijk/adj	onmiddellijk	True	L	4	-0.061051975999999994	43072	5	FALSE	TRUE	FALSE	FALSE	1
horde/noun/algemeen_dagblad_20030507_67/186/L4	horde/noun/algemeen_dagblad_20030507_67/186	L4	word	verb	word/verb	wordt	True	L	5	0.09703701	3486710	473	FALSE	TRUE	FALSE	FALSE	1
horde/noun/algemeen_dagblad_20030507_67/186/L5	horde/noun/algemeen_dagblad_20030507_67/186	L5	,	punct	,/punct	,	True	L	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L6	horde/noun/algemeen_dagblad_20030507_67/186	L6	kom_binnen	verb	kom_binnen/verb	binnenkomt	True	L	7	1.361691	20773	10	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L7	horde/noun/algemeen_dagblad_20030507_67/186	L7	Mosul	name	Mosul/name	Mosul	True	L	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L8	horde/noun/algemeen_dagblad_20030507_67/186	L8	of	vg	of/vg	of	True	L	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L9	horde/noun/algemeen_dagblad_20030507_67/186	L9	Tikrit	name	Tikrit/name	Tikrit	True	L	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L10	horde/noun/algemeen_dagblad_20030507_67/186	L10	,	punct	,/punct	,	True	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L11	horde/noun/algemeen_dagblad_20030507_67/186	L11	Bagdad	name	Bagdad/name	Bagdad	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L12	horde/noun/algemeen_dagblad_20030507_67/186	L12	als	prep	als/prep	als	True	L	13	0.0066100573	1263756	157	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L13	horde/noun/algemeen_dagblad_20030507_67/186	L13	stad	noun	stad/noun	steden	True	L	14	0.40884236	189573	35	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L14	horde/noun/algemeen_dagblad_20030507_67/186	L14	nu	adv	nu/adv	nu	True	L	15	0.008425428	803160	100	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R0	horde/noun/algemeen_dagblad_20030507_67/186	R0	mens	noun	mens/noun	mensen	True	R	1	0.34896750000000004	538442	94	TRUE	TRUE	TRUE	FALSE	3
horde/noun/algemeen_dagblad_20030507_67/186/R1	horde/noun/algemeen_dagblad_20030507_67/186	R1	met	prep	met/prep	met	True	R	2	-0.051341399999999995	4230163	495	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R2	horde/noun/algemeen_dagblad_20030507_67/186	R2	benummerde	noun	benummerde/noun	benummerde	True	R	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R3	horde/noun/algemeen_dagblad_20030507_67/186	R3	vod_DIM	noun	vod_DIM/noun	vodjes	True	R	4	3.7004940000000004	201	1	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R4	horde/noun/algemeen_dagblad_20030507_67/186	R4	papier	noun	papier/noun	papier	True	R	5	-0.22257446	30453	3	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R5	horde/noun/algemeen_dagblad_20030507_67/186	R5	die	pron	die/pron	die	True	R	6	0.49925494	2519801	514	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R6	horde/noun/algemeen_dagblad_20030507_67/186	R6	allemaal	adv	allemaal/adv	allemaal	True	R	7	-0.11653313	127360	14	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R7	horde/noun/algemeen_dagblad_20030507_67/186	R7	dezelfde	det	dezelfde/det	dezelfde	True	R	8	-0.007340189499999999	97788	12	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R8	horde/noun/algemeen_dagblad_20030507_67/186	R8	vraag	noun	vraag/noun	vraag	True	R	9	-0.91276515	181894	9	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R9	horde/noun/algemeen_dagblad_20030507_67/186	R9	heb	verb	heb/verb	hebben	True	R	10	-0.3075485	4034811	364	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R10	horde/noun/algemeen_dagblad_20030507_67/186	R10	:	punct	:/punct	:	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R11	horde/noun/algemeen_dagblad_20030507_67/186	R11	mag	verb	mag/verb	Mogen	True	R	12	-0.37023583	401159	34	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R12	horde/noun/algemeen_dagblad_20030507_67/186	R12	wij	pron	wij/pron	wij	True	R	13	-1.2675413999999998	316273	11	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R13	horde/noun/algemeen_dagblad_20030507_67/186	R13	u	det	u/det	uw	True	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R14	horde/noun/algemeen_dagblad_20030507_67/186	R14	telefoon	noun	telefoon/noun	telefoon	True	R	15	0.09421791	30042	4	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030507_67/186/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
horde/noun/algemeen_dagblad_20030506_50/54/L0	horde/noun/algemeen_dagblad_20030506_50/54	L0	heel	adj	heel/adj	Hele	True	L	1	1.4001195	251548	126	FALSE	FALSE	TRUE	FALSE	1
