filename	type	socc	subset	tokens	threshold	stress
Semcor.sample.Semcorisocc.nonfic.min1	sample	Semcori	nonfic	498	1	0.26372396878623
Semcor.sample.Semcorisocc.nonfic.min2	sample	Semcori	nonfic	494	2	0.281878230920894
Semcor.sample.Semcorisocc.press.min0	sample	Semcori	press	497	0	0.275292552808473
Semcor.sample.Semcorisocc.press.min1	sample	Semcori	press	497	1	0.274579448738565
Semcor.sample.Semcorisocc.press.min2	sample	Semcori	press	368	2	0.290854127181946
Semcor.state.COHAisocc.fic.min0	state	COHAi	fic	188	0	0.261875079267362
Semcor.state.COHAisocc.fic.min1	state	COHAi	fic	177	1	0.280427212589308
Semcor.state.COHAisocc.fic.min2	state	COHAi	fic	101	2	0.273085860736791
Semcor.state.COHAisocc.nonfic.min0	state	COHAi	nonfic	488	0	0.266834433903707
Semcor.state.COHAisocc.nonfic.min1	state	COHAi	nonfic	467	1	0.267503167902756
Semcor.state.COHAisocc.nonfic.min2	state	COHAi	nonfic	308	2	0.276088714807578
Semcor.state.COHAisocc.press.min0	state	COHAi	press	370	0	0.279006561852829
Semcor.state.COHAisocc.press.min1	state	COHAi	press	351	1	0.282754212554295
Semcor.state.COHAisocc.press.min2	state	COHAi	press	188	2	0.283068832889758
Semcor.state.Semcorisocc.fic.min0	state	Semcori	fic	188	0	0.262322123130443
Semcor.state.Semcorisocc.fic.min1	state	Semcori	fic	177	1	0.280042620327161
Semcor.state.Semcorisocc.fic.min2	state	Semcori	fic	101	2	0.274315053080914
Semcor.state.Semcorisocc.nonfic.min0	state	Semcori	nonfic	488	0	0.266828126331585
Semcor.state.Semcorisocc.nonfic.min1	state	Semcori	nonfic	467	1	0.26698443871713
Semcor.state.Semcorisocc.nonfic.min2	state	Semcori	nonfic	308	2	0.274543459099444
Semcor.state.Semcorisocc.press.min0	state	Semcori	press	370	0	0.279912986932585
Semcor.state.Semcorisocc.press.min1	state	Semcori	press	351	1	0.280028830408276
Semcor.state.Semcorisocc.press.min2	state	Semcori	press	188	2	0.281089088335124
Semcor.state_church.COHAisocc.fic.min0	state_church	COHAi	fic	318	0	0.261940395310485
Semcor.state_church.COHAisocc.fic.min1	state_church	COHAi	fic	307	1	0.271287881610179
Semcor.state_church.COHAisocc.fic.min2	state_church	COHAi	fic	215	2	0.282705503249714
Semcor.state_church.COHAisocc.nonfic.min2	state_church	COHAi	nonfic	444	2	0.270741950341231
Semcor.state_church.COHAisocc.press.min0	state_church	COHAi	press	445	0	0.274795971341086
Semcor.state_church.COHAisocc.press.min1	state_church	COHAi	press	426	1	0.276892411515707
Semcor.state_church.COHAisocc.press.min2	state_church	COHAi	press	257	2	0.277330127059169
Semcor.state_church.sample.COHAisocc.nonfic.min0	state_church.sample	COHAi	nonfic	495	0	0.264102216136518
Semcor.state_church.sample.COHAisocc.nonfic.min1	state_church.sample	COHAi	nonfic	496	1	0.263502992282669
Semcor.state_church.sample.Semcorisocc.nonfic.min0	state_church.sample	Semcori	nonfic	496	0	0.26251752841669
Semcor.state_church.sample.Semcorisocc.nonfic.min1	state_church.sample	Semcori	nonfic	497	1	0.262014359706091
Semcor.state_church.Semcorisocc.fic.min0	state_church	Semcori	fic	318	0	0.259002419731518
Semcor.state_church.Semcorisocc.fic.min1	state_church	Semcori	fic	307	1	0.273373196970779
Semcor.state_church.Semcorisocc.fic.min2	state_church	Semcori	fic	215	2	0.286123546206261
Semcor.state_church.Semcorisocc.nonfic.min2	state_church	Semcori	nonfic	444	2	0.270741510041039
Semcor.state_church.Semcorisocc.press.min0	state_church	Semcori	press	445	0	0.274222211083603
Semcor.state_church.Semcorisocc.press.min1	state_church	Semcori	press	426	1	0.277118262505466
Semcor.state_church.Semcorisocc.press.min2	state_church	Semcori	press	257	2	0.278824520320725
Semcor.state_country.COHAisocc.fic.min0	state_country	COHAi	fic	282	0	0.266836957331371
Semcor.state_country.COHAisocc.fic.min1	state_country	COHAi	fic	268	1	0.281944904201212
Semcor.state_country.COHAisocc.fic.min2	state_country	COHAi	fic	173	2	0.29897693244196
Semcor.state_country.COHAisocc.nonfic.min2	state_country	COHAi	nonfic	419	2	0.283571814012312
Semcor.state_country.COHAisocc.press.min0	state_country	COHAi	press	492	0	0.279034648743135
Semcor.state_country.COHAisocc.press.min1	state_country	COHAi	press	473	1	0.2779170238006
Semcor.state_country.COHAisocc.press.min2	state_country	COHAi	press	299	2	0.295393814187043
Semcor.state_country.sample.COHAisocc.nonfic.min0	state_country.sample	COHAi	nonfic	497	0	0.266645478861503
Semcor.state_country.sample.COHAisocc.nonfic.min1	state_country.sample	COHAi	nonfic	496	1	0.265892777588345
Semcor.state_country.sample.Semcorisocc.nonfic.min0	state_country.sample	Semcori	nonfic	497	0	0.262945721892775
Semcor.state_country.sample.Semcorisocc.nonfic.min1	state_country.sample	Semcori	nonfic	495	1	0.264180849910985
Semcor.state_country.Semcorisocc.fic.min0	state_country	Semcori	fic	282	0	0.265616325485029
Semcor.state_country.Semcorisocc.fic.min1	state_country	Semcori	fic	268	1	0.280820341935088
Semcor.state_country.Semcorisocc.fic.min2	state_country	Semcori	fic	173	2	0.299645271943879
Semcor.state_country.Semcorisocc.nonfic.min2	state_country	Semcori	nonfic	419	2	0.28601377821296
Semcor.state_country.Semcorisocc.press.min0	state_country	Semcori	press	492	0	0.278507832290458
Semcor.state_country.Semcorisocc.press.min1	state_country	Semcori	press	473	1	0.277955654748312
Semcor.state_country.Semcorisocc.press.min2	state_country	Semcori	press	299	2	0.296173746707137
