cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_3	ann_2	ann_1	votes
staal/noun/het_nieuwsblad_19990306_01_737/622/R9	staal/noun/het_nieuwsblad_19990306_01_737/622	R9	meer	adj	meer/adj	meer	True	R	10	0.14899501	444374	114	FALSE	FALSE	FALSE	0
staal/noun/het_nieuwsblad_19990306_01_737/622/R10	staal/noun/het_nieuwsblad_19990306_01_737/622	R10	lawaai	noun	lawaai/noun	lawaai	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/het_nieuwsblad_19990306_01_737/622/R11	staal/noun/het_nieuwsblad_19990306_01_737/622	R11	maak	verb	maak/verb	maken	True	R	12	0.39798340000000004	801559	264	FALSE	FALSE	FALSE	0
staal/noun/het_nieuwsblad_19990306_01_737/622/R12	staal/noun/het_nieuwsblad_19990306_01_737/622	R12	.	punct	./punct	.	True	R	13	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/het_nieuwsblad_19990306_01_737/622/R13	staal/noun/het_nieuwsblad_19990306_01_737/622	R13	sentence_delimiter	none	none	</sentence>	none	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/het_nieuwsblad_19990306_01_737/622/R14	staal/noun/het_nieuwsblad_19990306_01_737/622	R14	sentence_delimiter	none	none	<sentence>	none	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/het_nieuwsblad_19990306_01_737/622/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L0	staal/noun/algemeen_dagblad_20020116_121/345	L0	ton	noun	ton/noun	ton	True	L	1	3.9293346	24907	279	TRUE	TRUE	TRUE	3
staal/noun/algemeen_dagblad_20020116_121/345/L1	staal/noun/algemeen_dagblad_20020116_121/345	L1	300	num	300/num	300	True	L	2	NA	NA	NA	TRUE	TRUE	FALSE	2
staal/noun/algemeen_dagblad_20020116_121/345/L2	staal/noun/algemeen_dagblad_20020116_121/345	L2	Parijs	name	Parijs/name	Parijs	True	L	3	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L3	staal/noun/algemeen_dagblad_20020116_121/345	L3	dat	comp	dat/comp	dat	True	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L4	staal/noun/algemeen_dagblad_20020116_121/345	L4	uit	part	uit/part	uit	True	L	5	-0.33776382	475164	75	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L5	staal/noun/algemeen_dagblad_20020116_121/345	L5	naar	prep	naar/prep	naar	True	L	6	-0.021439773999999998	1512452	327	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L6	staal/noun/algemeen_dagblad_20020116_121/345	L6	dus	adv	dus/adv	dus	True	L	7	-0.07465058	257023	53	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L7	staal/noun/algemeen_dagblad_20020116_121/345	L7	er	noun	er/noun	er	True	L	8	-0.6657545	665899	76	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L8	staal/noun/algemeen_dagblad_20020116_121/345	L8	zie_uit	verb	zie_uit/verb	ziet	True	L	9	-0.15668203	42237	8	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L9	staal/noun/algemeen_dagblad_20020116_121/345	L9	het	noun	het/noun	Het	True	L	10	-0.5601418	764720	97	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L10	staal/noun/algemeen_dagblad_20020116_121/345	L10	sentence_delimiter	none	none	<sentence>	none	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L11	staal/noun/algemeen_dagblad_20020116_121/345	L11	sentence_delimiter	none	none	</sentence>	none	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L12	staal/noun/algemeen_dagblad_20020116_121/345	L12	.	punct	./punct	.	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L13	staal/noun/algemeen_dagblad_20020116_121/345	L13	bezoeker	noun	bezoeker/noun	bezoekers	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L14	staal/noun/algemeen_dagblad_20020116_121/345	L14	onvoldoende	det	onvoldoende/det	onvoldoende	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R0	staal/noun/algemeen_dagblad_20020116_121/345	R0	aan	prep	aan/prep	aan	True	R	1	-0.09188654	2153601	435	TRUE	FALSE	FALSE	1
staal/noun/algemeen_dagblad_20020116_121/345/R1	staal/noun/algemeen_dagblad_20020116_121/345	R1	de	det	de/det	de	True	R	2	0.019394882	28074105	6330	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R2	staal/noun/algemeen_dagblad_20020116_121/345	R2	gemeentelijk	adj	gemeentelijk/adj	gemeentelijke	True	R	3	-0.23374265	23008	4	TRUE	FALSE	FALSE	1
staal/noun/algemeen_dagblad_20020116_121/345/R3	staal/noun/algemeen_dagblad_20020116_121/345	R3	inventaris	noun	inventaris/noun	inventaris	True	R	4	0.82069594	1992	1	TRUE	FALSE	FALSE	1
staal/noun/algemeen_dagblad_20020116_121/345/R4	staal/noun/algemeen_dagblad_20020116_121/345	R4	zal	verb	zal/verb	zal	True	R	5	-0.06825491	1661300	344	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R5	staal/noun/algemeen_dagblad_20020116_121/345	R5	voeg_toe	verb	voeg_toe/verb	toevoegen	True	R	6	-0.10557455	35043	7	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R6	staal/noun/algemeen_dagblad_20020116_121/345	R6	.	punct	./punct	.	True	R	7	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R7	staal/noun/algemeen_dagblad_20020116_121/345	R7	sentence_delimiter	none	none	</sentence>	none	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R8	staal/noun/algemeen_dagblad_20020116_121/345	R8	sentence_delimiter	none	none	<sentence>	none	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R9	staal/noun/algemeen_dagblad_20020116_121/345	R9	niet	vg	niet/vg	Niet	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R10	staal/noun/algemeen_dagblad_20020116_121/345	R10	om	comp	om/comp	om	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R11	staal/noun/algemeen_dagblad_20020116_121/345	R11	die	det	die/det	die	False	R	12	0.10045694599999999	1365392	336	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R12	staal/noun/algemeen_dagblad_20020116_121/345	R12	op	part	op/part	op	False	R	13	-0.26131222	540823	92	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R13	staal/noun/algemeen_dagblad_20020116_121/345	R13	te	comp	te/comp	te	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R14	staal/noun/algemeen_dagblad_20020116_121/345	R14	sla_op	verb	sla_op/verb	slaan	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/algemeen_dagblad_20020116_121/345/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L0	staal/noun/de_morgen_20011213_01_99/656	L0	,	punct	,/punct	,	True	L	1	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L1	staal/noun/de_morgen_20011213_01_99/656	L1	1996	noun	1996/noun	1996	True	L	2	-0.09609161	29771	6	FALSE	FALSE	TRUE	1
staal/noun/de_morgen_20011213_01_99/656/L2	staal/noun/de_morgen_20011213_01_99/656	L2	(	punct	(/punct	(	True	L	3	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L3	staal/noun/de_morgen_20011213_01_99/656	L3	sentence_delimiter	none	none	<sentence>	none	L	4	NA	NA	NA	FALSE	FALSE	TRUE	1
staal/noun/de_morgen_20011213_01_99/656/L4	staal/noun/de_morgen_20011213_01_99/656	L4	sentence_delimiter	none	none	</sentence>	none	L	5	NA	NA	NA	FALSE	FALSE	TRUE	1
staal/noun/de_morgen_20011213_01_99/656/L5	staal/noun/de_morgen_20011213_01_99/656	L5	Zemblaya	name	Zemblaya/name	Zemblaya	False	L	6	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L6	staal/noun/de_morgen_20011213_01_99/656	L6	Nova	name	Nova/name	Nova	False	L	7	NA	NA	NA	FALSE	FALSE	TRUE	1
staal/noun/de_morgen_20011213_01_99/656/L7	staal/noun/de_morgen_20011213_01_99/656	L7	,	punct	,/punct	,	False	L	8	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L8	staal/noun/de_morgen_20011213_01_99/656	L8	Spitsbergen	name	Spitsbergen/name	Spitsbergen	False	L	9	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L9	staal/noun/de_morgen_20011213_01_99/656	L9	,	punct	,/punct	,	False	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L10	staal/noun/de_morgen_20011213_01_99/656	L10	Panama	name	Panama/name	Panama	False	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L11	staal/noun/de_morgen_20011213_01_99/656	L11	sentence_delimiter	none	none	<sentence>	none	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L12	staal/noun/de_morgen_20011213_01_99/656	L12	sentence_delimiter	none	none	</sentence>	none	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L13	staal/noun/de_morgen_20011213_01_99/656	L13	Broucke	name	Broucke/name	Broucke	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L14	staal/noun/de_morgen_20011213_01_99/656	L14	Nica	name	Nica/name	Nica	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R0	staal/noun/de_morgen_20011213_01_99/656	R0	,	punct	,/punct	,	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R1	staal/noun/de_morgen_20011213_01_99/656	R1	video_camera	noun	video_camera/noun	videocamera	True	R	2	0.95570403	1740	1	FALSE	TRUE	TRUE	2
staal/noun/de_morgen_20011213_01_99/656/R2	staal/noun/de_morgen_20011213_01_99/656	R2	en	vg	en/vg	en	True	R	3	NA	NA	NA	FALSE	FALSE	TRUE	1
staal/noun/de_morgen_20011213_01_99/656/R3	staal/noun/de_morgen_20011213_01_99/656	R3	monitor	noun	monitor/noun	monitor	True	R	4	1.3457035	2352	2	FALSE	TRUE	TRUE	2
staal/noun/de_morgen_20011213_01_99/656/R4	staal/noun/de_morgen_20011213_01_99/656	R4	,	punct	,/punct	,	True	R	5	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R5	staal/noun/de_morgen_20011213_01_99/656	R5	motor	noun	motor/noun	motor	True	R	6	0.5389994	21113	8	FALSE	FALSE	TRUE	1
staal/noun/de_morgen_20011213_01_99/656/R6	staal/noun/de_morgen_20011213_01_99/656	R6	,	punct	,/punct	,	True	R	7	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R7	staal/noun/de_morgen_20011213_01_99/656	R7	600	num	600/num	600	True	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R8	staal/noun/de_morgen_20011213_01_99/656	R8	x	noun	x/noun	x	True	R	9	1.0259466999999998	3289	2	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R9	staal/noun/de_morgen_20011213_01_99/656	R9	210	num	210/num	210	True	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R10	staal/noun/de_morgen_20011213_01_99/656	R10	x	num	x/num	x	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R11	staal/noun/de_morgen_20011213_01_99/656	R11	370	num	370/num	370	True	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R12	staal/noun/de_morgen_20011213_01_99/656	R12	,	punct	,/punct	,	True	R	13	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R13	staal/noun/de_morgen_20011213_01_99/656	R13	verzameling	noun	verzameling/noun	Verzameling	True	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R14	staal/noun/de_morgen_20011213_01_99/656	R14	van	prep	van/prep	van	True	R	15	0.49414977	12638933	4583	FALSE	FALSE	FALSE	0
staal/noun/de_morgen_20011213_01_99/656/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L0	staal/noun/nrc_handelsblad_20020822_88/807	L0	reusachtig	adj	reusachtig/adj	reusachtige	True	L	1	2.1899425999999997	5552	11	FALSE	FALSE	TRUE	1
staal/noun/nrc_handelsblad_20020822_88/807/L1	staal/noun/nrc_handelsblad_20020822_88/807	L1	:	punct	:/punct	:	True	L	2	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L2	staal/noun/nrc_handelsblad_20020822_88/807	L2	lief	adj	lief/adj	liever	True	L	3	-0.57737416	64492	8	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L3	staal/noun/nrc_handelsblad_20020822_88/807	L3	of	comp	of/comp	of	True	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L4	staal/noun/nrc_handelsblad_20020822_88/807	L4	(	punct	(/punct	(	True	L	5	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L5	staal/noun/nrc_handelsblad_20020822_88/807	L5	staal_DIM	noun	staal_DIM/noun	staaltjes	True	L	6	1.38795	3382	3	TRUE	TRUE	TRUE	3
staal/noun/nrc_handelsblad_20020822_88/807/L6	staal/noun/nrc_handelsblad_20020822_88/807	L6	enkel	det	enkel/det	enkele	True	L	7	0.30205277	319878	96	FALSE	FALSE	TRUE	1
staal/noun/nrc_handelsblad_20020822_88/807/L7	staal/noun/nrc_handelsblad_20020822_88/807	L7	zelfs	adv	zelfs/adv	zelfs	True	L	8	-0.04314508	267410	57	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L8	staal/noun/nrc_handelsblad_20020822_88/807	L8	ben	verb	ben/verb	zijn	True	L	9	0.051379632	9938754	2315	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L9	staal/noun/nrc_handelsblad_20020822_88/807	L9	er	adv	er/adv	Er	True	L	10	0.22826964	1744977	487	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L10	staal/noun/nrc_handelsblad_20020822_88/807	L10	sentence_delimiter	none	none	<sentence>	none	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L11	staal/noun/nrc_handelsblad_20020822_88/807	L11	sentence_delimiter	none	none	</sentence>	none	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L12	staal/noun/nrc_handelsblad_20020822_88/807	L12	.	punct	./punct	.	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L13	staal/noun/nrc_handelsblad_20020822_88/807	L13	tijd	noun	tijd/noun	tijd	False	L	14	-0.34093213	349223	55	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L14	staal/noun/nrc_handelsblad_20020822_88/807	L14	de	det	de/det	de	False	L	15	0.019394882	28074105	6330	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R0	staal/noun/nrc_handelsblad_20020822_88/807	R0	)	punct	)/punct	)	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R1	staal/noun/nrc_handelsblad_20020822_88/807	R1	van	prep	van/prep	van	True	R	2	0.49414977	12638933	4583	TRUE	FALSE	FALSE	1
staal/noun/nrc_handelsblad_20020822_88/807/R2	staal/noun/nrc_handelsblad_20020822_88/807	R2	socialistisch	adj	socialistisch/adj	socialistisch	True	R	3	-0.12805463	10260	2	TRUE	FALSE	FALSE	1
staal/noun/nrc_handelsblad_20020822_88/807/R3	staal/noun/nrc_handelsblad_20020822_88/807	R3	realisme	noun	realisme/noun	realisme	True	R	4	1.2783706	2519	2	TRUE	FALSE	FALSE	1
staal/noun/nrc_handelsblad_20020822_88/807/R4	staal/noun/nrc_handelsblad_20020822_88/807	R4	onder	adv	onder/adv	onder	True	R	5	0.5210617000000001	128088	48	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R5	staal/noun/nrc_handelsblad_20020822_88/807	R5	.	punct	./punct	.	True	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R6	staal/noun/nrc_handelsblad_20020822_88/807	R6	sentence_delimiter	none	none	</sentence>	none	R	7	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R7	staal/noun/nrc_handelsblad_20020822_88/807	R7	sentence_delimiter	none	none	<sentence>	none	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R8	staal/noun/nrc_handelsblad_20020822_88/807	R8	echt	adj	echt/adj	Echte	False	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R9	staal/noun/nrc_handelsblad_20020822_88/807	R9	Meesterstukken	noun	Meesterstukken/noun	meesterstukken	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R10	staal/noun/nrc_handelsblad_20020822_88/807	R10	heb	verb	heb/verb	heb	False	R	11	-0.27051222	4034811	679	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R11	staal/noun/nrc_handelsblad_20020822_88/807	R11	ik	pron	ik/pron	ik	False	R	12	-1.3731848999999998	2577275	145	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R12	staal/noun/nrc_handelsblad_20020822_88/807	R12	niet	adv	niet/adv	niet	False	R	13	-0.42337668	3455007	501	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R13	staal/noun/nrc_handelsblad_20020822_88/807	R13	kan	verb	kan/verb	kunnen	False	R	14	-0.07673873	1969534	404	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R14	staal/noun/nrc_handelsblad_20020822_88/807	R14	ontdek	verb	ontdek/verb	ontdekken	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/nrc_handelsblad_20020822_88/807/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/volkskrant_20030605_132/457/L0	staal/noun/volkskrant_20030605_132/457	L0	en	vg	en/vg	en	True	L	1	NA	NA	NA	FALSE	FALSE	FALSE	0
staal/noun/volkskrant_20030605_132/457/L1	staal/noun/volkskrant_20030605_132/457	L1	glas	noun	glas/noun	glas	True	L	2	4.4408937	20257	381	TRUE	TRUE	TRUE	3
staal/noun/volkskrant_20030605_132/457/L2	staal/noun/volkskrant_20030605_132/457	L2	van	prep	van/prep	van	True	L	3	0.49414977	12638933	4583	FALSE	FALSE	FALSE	0
staal/noun/volkskrant_20030605_132/457/L3	staal/noun/volkskrant_20030605_132/457	L3	spiraal	noun	spiraal/noun	spiraal	True	L	4	1.2792959	2515	2	FALSE	TRUE	FALSE	1
staal/noun/volkskrant_20030605_132/457/L4	staal/noun/volkskrant_20030605_132/457	L4	futuristische	adj	futuristische/adj	futuristische	True	L	5	2.7179687	1190	4	FALSE	FALSE	FALSE	0
staal/noun/volkskrant_20030605_132/457/L5	staal/noun/volkskrant_20030605_132/457	L5	de	det	de/det	de	True	L	6	0.019394882	28074105	6330	FALSE	FALSE	FALSE	0
staal/noun/volkskrant_20030605_132/457/L6	staal/noun/volkskrant_20030605_132/457	L6	op	prep	op/prep	op	True	L	7	0.08915755	4502370	1087	FALSE	FALSE	FALSE	0
