	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co
dof/adj/nrc_handelsblad_20010616_65/71/L13	dof/adj/nrc_handelsblad_20010616_65/71	L13	toe	adv	toe/adv	toe	False	L	14	1.4877844	32467.0	7.0
dof/adj/nrc_handelsblad_20010616_65/71/L14	dof/adj/nrc_handelsblad_20010616_65/71	L14	en	adv	en/adv	en	False	L	15	1.0466813	50456.0	7.0
dof/adj/nrc_handelsblad_20010616_65/71/L15												
dof/adj/nrc_handelsblad_20010616_65/71/R0	dof/adj/nrc_handelsblad_20010616_65/71	R0	plof	noun	plof/noun	plof	True	R	1			
dof/adj/nrc_handelsblad_20010616_65/71/R1	dof/adj/nrc_handelsblad_20010616_65/71	R1	van	prep	van/prep	van	True	R	2	-0.045479044	12638933.0	585.0
dof/adj/nrc_handelsblad_20010616_65/71/R2	dof/adj/nrc_handelsblad_20010616_65/71	R2	de	det	de/det	de	True	R	3	-0.053170222999999996	28074105.0	1289.0
dof/adj/nrc_handelsblad_20010616_65/71/R3	dof/adj/nrc_handelsblad_20010616_65/71	R3	metalen	adj	metalen/adj	metalen	True	R	4	3.334336	4393.0	6.0
dof/adj/nrc_handelsblad_20010616_65/71/R4	dof/adj/nrc_handelsblad_20010616_65/71	R4	bal	noun	bal/noun	bal	True	R	5	0.48258346	50751.0	4.0
dof/adj/nrc_handelsblad_20010616_65/71/R5	dof/adj/nrc_handelsblad_20010616_65/71	R5	(	punct	(/punct	(	True	R	6			
dof/adj/nrc_handelsblad_20010616_65/71/R6	dof/adj/nrc_handelsblad_20010616_65/71	R6	boule	noun	boule/noun	boule	True	R	7			
dof/adj/nrc_handelsblad_20010616_65/71/R7	dof/adj/nrc_handelsblad_20010616_65/71	R7	)	punct	)/punct	)	True	R	8			
dof/adj/nrc_handelsblad_20010616_65/71/R8	dof/adj/nrc_handelsblad_20010616_65/71	R8	op	prep	op/prep	op	True	R	9	0.019526454	4502370.0	222.0
dof/adj/nrc_handelsblad_20010616_65/71/R9	dof/adj/nrc_handelsblad_20010616_65/71	R9	wat	pron	wat/pron	wat	True	R	10	0.26822475	598351.0	38.0
dof/adj/nrc_handelsblad_20010616_65/71/R10	dof/adj/nrc_handelsblad_20010616_65/71	R10	vaak	adj	vaak/adj	vaak	True	R	11	0.39379805	194279.0	14.0
dof/adj/nrc_handelsblad_20010616_65/71/R11	dof/adj/nrc_handelsblad_20010616_65/71	R11	een	det	een/det	een	True	R	12	0.43722054	11075723.0	832.0
dof/adj/nrc_handelsblad_20010616_65/71/R12	dof/adj/nrc_handelsblad_20010616_65/71	R12	mengsel	noun	mengsel/noun	mengsel	True	R	13			
dof/adj/nrc_handelsblad_20010616_65/71/R13	dof/adj/nrc_handelsblad_20010616_65/71	R13	van	prep	van/prep	van	True	R	14	-0.045479044	12638933.0	585.0
dof/adj/nrc_handelsblad_20010616_65/71/R14	dof/adj/nrc_handelsblad_20010616_65/71	R14	fijn	adj	fijn/adj	fijn	True	R	15			
dof/adj/nrc_handelsblad_20010616_65/71/R15												
dof/adj/nrc_handelsblad_20000124_59/398/L0	dof/adj/nrc_handelsblad_20000124_59/398	L0	een	det	een/det	een	True	L	1	0.43722054	11075723.0	832.0
dof/adj/nrc_handelsblad_20000124_59/398/L1	dof/adj/nrc_handelsblad_20000124_59/398	L1	boven	prep	boven/prep	boven	True	L	2	1.1442704	72337.0	11.0
dof/adj/nrc_handelsblad_20000124_59/398/L2	dof/adj/nrc_handelsblad_20000124_59/398	L2	slechts	adv	slechts/adv	slechts	True	L	3	0.43238409999999994	133553.0	10.0
dof/adj/nrc_handelsblad_20000124_59/398/L3	dof/adj/nrc_handelsblad_20000124_59/398	L3	volg	verb	volg/verb	volgt	True	L	4	0.56703013	152227.0	13.0
dof/adj/nrc_handelsblad_20000124_59/398/L4	dof/adj/nrc_handelsblad_20000124_59/398	L4	,	punct	,/punct	,	True	L	5			
dof/adj/nrc_handelsblad_20000124_59/398/L5	dof/adj/nrc_handelsblad_20000124_59/398	L5	verwacht	verb	verwacht/verb	verwacht	True	L	6	-0.415993	125713.0	4.0
dof/adj/nrc_handelsblad_20000124_59/398/L6	dof/adj/nrc_handelsblad_20000124_59/398	L6	één	pron	één/pron	een	True	L	7	-0.057290047000000004	218147.0	10.0
dof/adj/nrc_handelsblad_20000124_59/398/L7	dof/adj/nrc_handelsblad_20000124_59/398	L7	weer	adv	weer/adv	weer	True	L	8	0.54581976	396780.0	33.0
dof/adj/nrc_handelsblad_20000124_59/398/L8	dof/adj/nrc_handelsblad_20000124_59/398	L8	er	adv	er/adv	er	True	L	9	0.1335849	1744977.0	97.0
dof/adj/nrc_handelsblad_20000124_59/398/L9	dof/adj/nrc_handelsblad_20000124_59/398	L9	je	pron	je/pron	je	True	L	10	0.32593527	1142105.0	77.0
dof/adj/nrc_handelsblad_20000124_59/398/L10	dof/adj/nrc_handelsblad_20000124_59/398	L10	als	comp	als/comp	Als	True	L	11			
dof/adj/nrc_handelsblad_20000124_59/398/L11	dof/adj/nrc_handelsblad_20000124_59/398	L11	sentence_delimiter	none	none	<sentence>	none	L	12			
dof/adj/nrc_handelsblad_20000124_59/398/L12	dof/adj/nrc_handelsblad_20000124_59/398	L12	sentence_delimiter	none	none	</sentence>	none	L	13			
dof/adj/nrc_handelsblad_20000124_59/398/L13	dof/adj/nrc_handelsblad_20000124_59/398	L13	.	punct	./punct	.	False	L	14			
dof/adj/nrc_handelsblad_20000124_59/398/L14	dof/adj/nrc_handelsblad_20000124_59/398	L14	bewaar	verb	bewaar/verb	bewaard	False	L	15			
dof/adj/nrc_handelsblad_20000124_59/398/L15												
dof/adj/nrc_handelsblad_20000124_59/398/R0	dof/adj/nrc_handelsblad_20000124_59/398	R0	dreun	noun	dreun/noun	dreun	True	R	1	6.5585785	1583.0	54.0
dof/adj/nrc_handelsblad_20000124_59/398/R1	dof/adj/nrc_handelsblad_20000124_59/398	R1	in	prep	in/prep	in	True	R	2	-0.048522763	9492181.0	437.0
dof/adj/nrc_handelsblad_20000124_59/398/R2	dof/adj/nrc_handelsblad_20000124_59/398	R2	de	det	de/det	de	True	R	3	-0.053170222999999996	28074105.0	1289.0
dof/adj/nrc_handelsblad_20000124_59/398/R3	dof/adj/nrc_handelsblad_20000124_59/398	R3	piano	noun	piano/noun	piano	True	R	4	2.37456	7659.0	4.0
dof/adj/nrc_handelsblad_20000124_59/398/R4	dof/adj/nrc_handelsblad_20000124_59/398	R4	een	det	een/det	een	True	R	5	0.43722054	11075723.0	832.0
dof/adj/nrc_handelsblad_20000124_59/398/R5	dof/adj/nrc_handelsblad_20000124_59/398	R5	droog	adj	droog/adj	droge	True	R	6	2.1599459999999997	19093.0	8.0
dof/adj/nrc_handelsblad_20000124_59/398/R6	dof/adj/nrc_handelsblad_20000124_59/398	R6	tik	noun	tik/noun	tik	True	R	7	3.4540242999999995	3271.0	5.0
dof/adj/nrc_handelsblad_20000124_59/398/R7	dof/adj/nrc_handelsblad_20000124_59/398	R7	in	prep	in/prep	in	True	R	8	-0.048522763	9492181.0	437.0
dof/adj/nrc_handelsblad_20000124_59/398/R8	dof/adj/nrc_handelsblad_20000124_59/398	R8	het	det	het/det	het	True	R	9	0.08266407	11650779.0	613.0
dof/adj/nrc_handelsblad_20000124_59/398/R9	dof/adj/nrc_handelsblad_20000124_59/398	R9	slag_werk	noun	slag_werk/noun	slagwerk	True	R	10	4.0092587	745.0	2.0
dof/adj/nrc_handelsblad_20000124_59/398/R10	dof/adj/nrc_handelsblad_20000124_59/398	R10	,	punct	,/punct	,	True	R	11			
dof/adj/nrc_handelsblad_20000124_59/398/R11	dof/adj/nrc_handelsblad_20000124_59/398	R11	en	vg	en/vg	en	True	R	12			
dof/adj/nrc_handelsblad_20000124_59/398/R12	dof/adj/nrc_handelsblad_20000124_59/398	R12	uit	adj	uit/adj	uit	True	R	13			
dof/adj/nrc_handelsblad_20000124_59/398/R13	dof/adj/nrc_handelsblad_20000124_59/398	R13	ben	verb	ben/verb	is	True	R	14	0.05159408	9938754.0	507.0
dof/adj/nrc_handelsblad_20000124_59/398/R14	dof/adj/nrc_handelsblad_20000124_59/398	R14	het	det	het/det	het	True	R	15	0.08266407	11650779.0	613.0
dof/adj/nrc_handelsblad_20000124_59/398/R15												
dof/adj/nrc_handelsblad_20010126_3/140/L0	dof/adj/nrc_handelsblad_20010126_3/140	L0	roffel	verb	roffel/verb	roffelt	True	L	1	4.252394000000001	293.0	1.0
dof/adj/nrc_handelsblad_20010126_3/140/L1	dof/adj/nrc_handelsblad_20010126_3/140	L1	trom	noun	trom/noun	trom	True	L	2	5.318544999999999	607.0	6.0
dof/adj/nrc_handelsblad_20010126_3/140/L2	dof/adj/nrc_handelsblad_20010126_3/140	L2	de	det	de/det	De	True	L	3	-0.053170222999999996	28074105.0	1289.0
dof/adj/nrc_handelsblad_20010126_3/140/L3	dof/adj/nrc_handelsblad_20010126_3/140	L3	sentence_delimiter	none	none	<sentence>	none	L	4			
dof/adj/nrc_handelsblad_20010126_3/140/L4	dof/adj/nrc_handelsblad_20010126_3/140	L4	sentence_delimiter	none	none	</sentence>	none	L	5			
dof/adj/nrc_handelsblad_20010126_3/140/L5	dof/adj/nrc_handelsblad_20010126_3/140	L5	.	punct	./punct	.	False	L	6			
dof/adj/nrc_handelsblad_20010126_3/140/L6	dof/adj/nrc_handelsblad_20010126_3/140	L6	leegte	noun	leegte/noun	leegte	False	L	7	3.1749282	2585.0	3.0
dof/adj/nrc_handelsblad_20010126_3/140/L7	dof/adj/nrc_handelsblad_20010126_3/140	L7	suis	adj	suis/adj	suizende	False	L	8			
dof/adj/nrc_handelsblad_20010126_3/140/L8	dof/adj/nrc_handelsblad_20010126_3/140	L8	de	det	de/det	de	False	L	9	-0.053170222999999996	28074105.0	1289.0
dof/adj/nrc_handelsblad_20010126_3/140/L9	dof/adj/nrc_handelsblad_20010126_3/140	L9	in	prep	in/prep	in	False	L	10	-0.048522763	9492181.0	437.0
dof/adj/nrc_handelsblad_20010126_3/140/L10	dof/adj/nrc_handelsblad_20010126_3/140	L10	achteruit	adv	achteruit/adv	achteruit	False	L	11			
dof/adj/nrc_handelsblad_20010126_3/140/L11	dof/adj/nrc_handelsblad_20010126_3/140	L11	of	comp	of/comp	of	False	L	12			
dof/adj/nrc_handelsblad_20010126_3/140/L12	dof/adj/nrc_handelsblad_20010126_3/140	L12	sentence_delimiter	none	none	<sentence>	none	L	13			
dof/adj/nrc_handelsblad_20010126_3/140/L13	dof/adj/nrc_handelsblad_20010126_3/140	L13	sentence_delimiter	none	none	</sentence>	none	L	14			
dof/adj/nrc_handelsblad_20010126_3/140/L14	dof/adj/nrc_handelsblad_20010126_3/140	L14	,	punct	,/punct	,	False	L	15			
dof/adj/nrc_handelsblad_20010126_3/140/L15												
dof/adj/nrc_handelsblad_20010126_3/140/R0	dof/adj/nrc_handelsblad_20010126_3/140	R0	in	prep	in/prep	in	True	R	1	-0.048522763	9492181.0	437.0
dof/adj/nrc_handelsblad_20010126_3/140/R1	dof/adj/nrc_handelsblad_20010126_3/140	R1	de	det	de/det	de	True	R	2	-0.053170222999999996	28074105.0	1289.0
dof/adj/nrc_handelsblad_20010126_3/140/R2	dof/adj/nrc_handelsblad_20010126_3/140	R2	oor	noun	oor/noun	oren	True	R	3	2.3004057	20664.0	10.0
dof/adj/nrc_handelsblad_20010126_3/140/R3	dof/adj/nrc_handelsblad_20010126_3/140	R3	;	punct	;/punct	;	True	R	4			
dof/adj/nrc_handelsblad_20010126_3/140/R4	dof/adj/nrc_handelsblad_20010126_3/140	R4	sentence_delimiter	none	none	</sentence>	none	R	5			
dof/adj/nrc_handelsblad_20010126_3/140/R5	dof/adj/nrc_handelsblad_20010126_3/140	R5	sentence_delimiter	none	none	<sentence>	none	R	6			
dof/adj/nrc_handelsblad_20010126_3/140/R6	dof/adj/nrc_handelsblad_20010126_3/140	R6	het	det	het/det	het	False	R	7	0.08266407	11650779.0	613.0
dof/adj/nrc_handelsblad_20010126_3/140/R7	dof/adj/nrc_handelsblad_20010126_3/140	R7	gemis	noun	gemis/noun	gemis	False	R	8			
dof/adj/nrc_handelsblad_20010126_3/140/R8	dof/adj/nrc_handelsblad_20010126_3/140	R8	ben	verb	ben/verb	is	False	R	9	0.05159408	9938754.0	507.0
dof/adj/nrc_handelsblad_20010126_3/140/R9	dof/adj/nrc_handelsblad_20010126_3/140	R9	een	det	een/det	een	False	R	10	0.43722054	11075723.0	832.0
dof/adj/nrc_handelsblad_20010126_3/140/R10	dof/adj/nrc_handelsblad_20010126_3/140	R10	toestand	noun	toestand/noun	toestand	False	R	11			
dof/adj/nrc_handelsblad_20010126_3/140/R11	dof/adj/nrc_handelsblad_20010126_3/140	R11	,	punct	,/punct	,	False	R	12			
dof/adj/nrc_handelsblad_20010126_3/140/R12	dof/adj/nrc_handelsblad_20010126_3/140	R12	er	adv	er/adv	er	False	R	13	0.1335849	1744977.0	97.0
dof/adj/nrc_handelsblad_20010126_3/140/R13	dof/adj/nrc_handelsblad_20010126_3/140	R13	ga	verb	ga/verb	ging	False	R	14	-0.17667893	1085158.0	44.0
dof/adj/nrc_handelsblad_20010126_3/140/R14	dof/adj/nrc_handelsblad_20010126_3/140	R14	sentence_delimiter	none	none	</sentence>	none	R	15			
dof/adj/nrc_handelsblad_20010126_3/140/R15												
dof/adj/nrc_handelsblad_20011019_50/108/L0	dof/adj/nrc_handelsblad_20011019_50/108	L0	wat	det	wat/det	wat	True	L	1	0.44458919999999996	184781.0	14.0
dof/adj/nrc_handelsblad_20011019_50/108/L1	dof/adj/nrc_handelsblad_20011019_50/108	L1	en	vg	en/vg	en	True	L	2			
dof/adj/nrc_handelsblad_20011019_50/108/L2	dof/adj/nrc_handelsblad_20011019_50/108	L2	stoppel_baard	noun	stoppel_baard/noun	stoppelbaard	True	L	3			
dof/adj/nrc_handelsblad_20011019_50/108/L3	dof/adj/nrc_handelsblad_20011019_50/108	L3	een	det	een/det	Een	True	L	4	0.43722054	11075723.0	832.0
dof/adj/nrc_handelsblad_20011019_50/108/L4	dof/adj/nrc_handelsblad_20011019_50/108	L4	sentence_delimiter	none	none	<sentence>	none	L	5			
dof/adj/nrc_handelsblad_20011019_50/108/L5	dof/adj/nrc_handelsblad_20011019_50/108	L5	sentence_delimiter	none	none	</sentence>	none	L	6			
dof/adj/nrc_handelsblad_20011019_50/108/L6	dof/adj/nrc_handelsblad_20011019_50/108	L6	.	punct	./punct	.	False	L	7			
dof/adj/nrc_handelsblad_20011019_50/108/L7	dof/adj/nrc_handelsblad_20011019_50/108	L7	draag_rond	verb	draag_rond/verb	rondgedragen	False	L	8			
dof/adj/nrc_handelsblad_20011019_50/108/L8	dof/adj/nrc_handelsblad_20011019_50/108	L8	vongole	noun	vongole/noun	vongole	False	L	9			
dof/adj/nrc_handelsblad_20011019_50/108/L9	dof/adj/nrc_handelsblad_20011019_50/108	L9	alle	det	alle/det	alle	False	L	10	-0.1861759	422543.0	17.0
dof/adj/nrc_handelsblad_20011019_50/108/L10	dof/adj/nrc_handelsblad_20011019_50/108	L10	spaghetti	noun	spaghetti/noun	spaghetti	False	L	11			
dof/adj/nrc_handelsblad_20011019_50/108/L11	dof/adj/nrc_handelsblad_20011019_50/108	L11	en	vg	en/vg	en	False	L	12			
dof/adj/nrc_handelsblad_20011019_50/108/L12	dof/adj/nrc_handelsblad_20011019_50/108	L12	pizza	noun	pizza/noun	pizza	False	L	13			
dof/adj/nrc_handelsblad_20011019_50/108/L13	dof/adj/nrc_handelsblad_20011019_50/108	L13	met	prep	met/prep	met	False	L	14	0.32551253	4230163.0	284.0
dof/adj/nrc_handelsblad_20011019_50/108/L14	dof/adj/nrc_handelsblad_20011019_50/108	L14	bord	noun	bord/noun	borden	False	L	15	1.0398351000000001	21848.0	3.0
dof/adj/nrc_handelsblad_20011019_50/108/L15												
dof/adj/nrc_handelsblad_20011019_50/108/R0	dof/adj/nrc_handelsblad_20011019_50/108	R0	oog	noun	oog/noun	ogen	True	R	1	3.263594	92972.0	118.0
dof/adj/nrc_handelsblad_20011019_50/108/R1	dof/adj/nrc_handelsblad_20011019_50/108	R1	,	punct	,/punct	,	True	R	2			
dof/adj/nrc_handelsblad_20011019_50/108/R2	dof/adj/nrc_handelsblad_20011019_50/108	R2	achter	prep	achter/prep	achter	True	R	3	0.6499539000000001	150814.0	14.0
dof/adj/nrc_handelsblad_20011019_50/108/R3	dof/adj/nrc_handelsblad_20011019_50/108	R3	groot	adj	groot/adj	grote	True	R	4	-0.22361309999999998	774779.0	30.0
dof/adj/nrc_handelsblad_20011019_50/108/R4	dof/adj/nrc_handelsblad_20011019_50/108	R4	bril_glas	noun	bril_glas/noun	brillenglazen	True	R	5	4.884714	310.0	2.0
dof/adj/nrc_handelsblad_20011019_50/108/R5	dof/adj/nrc_handelsblad_20011019_50/108	R5	verraad	verb	verraad/verb	verraden	True	R	6	1.2539433	5899.0	1.0
dof/adj/nrc_handelsblad_20011019_50/108/R6	dof/adj/nrc_handelsblad_20011019_50/108	R6	zijn	det	zijn/det	zijn	True	R	7	0.36851588	2164588.0	152.0
dof/adj/nrc_handelsblad_20011019_50/108/R7	dof/adj/nrc_handelsblad_20011019_50/108	R7	vermoeidheid	noun	vermoeidheid/noun	vermoeidheid	True	R	8	3.8577352	3051.0	7.0
dof/adj/nrc_handelsblad_20011019_50/108/R8	dof/adj/nrc_handelsblad_20011019_50/108	R8	.	punct	./punct	.	True	R	9			
dof/adj/nrc_handelsblad_20011019_50/108/R9	dof/adj/nrc_handelsblad_20011019_50/108	R9	sentence_delimiter	none	none	</sentence>	none	R	10			
dof/adj/nrc_handelsblad_20011019_50/108/R10	dof/adj/nrc_handelsblad_20011019_50/108	R10	sentence_delimiter	none	none	<sentence>	none	R	11			
dof/adj/nrc_handelsblad_20011019_50/108/R11	dof/adj/nrc_handelsblad_20011019_50/108	R11	""""	punct	"""/punct"	""""	False	R	12			
dof/adj/nrc_handelsblad_20011019_50/108/R12	dof/adj/nrc_handelsblad_20011019_50/108	R12	natuurlijk	adj	natuurlijk/adj	Natuurlijk	False	R	13	-0.19437183	149989.0	6.0
dof/adj/nrc_handelsblad_20011019_50/108/R13	dof/adj/nrc_handelsblad_20011019_50/108	R13	ben	verb	ben/verb	ben	False	R	14	0.05159408	9938754.0	507.0
dof/adj/nrc_handelsblad_20011019_50/108/R14	dof/adj/nrc_handelsblad_20011019_50/108	R14	ik	pron	ik/pron	ik	False	R	15	0.17958504	2577275.0	150.0
dof/adj/nrc_handelsblad_20011019_50/108/R15												
dof/adj/nrc_handelsblad_20030620_150/75/L0	dof/adj/nrc_handelsblad_20030620_150/75	L0	met	prep	met/prep	met	True	L	1	0.32551253	4230163.0	284.0
dof/adj/nrc_handelsblad_20030620_150/75/L1	dof/adj/nrc_handelsblad_20030620_150/75	L1	foetus_houding	noun	foetus_houding/noun	foetushoudingen	True	L	2			
dof/adj/nrc_handelsblad_20030620_150/75/L2	dof/adj/nrc_handelsblad_20030620_150/75	L2	verkrampt	adj	verkrampt/adj	verkrampte	True	L	3	3.0394506000000003	981.0	1.0
dof/adj/nrc_handelsblad_20030620_150/75/L3	dof/adj/nrc_handelsblad_20030620_150/75	L3	in	prep	in/prep	in	True	L	4	-0.048522763	9492181.0	437.0
dof/adj/nrc_handelsblad_20030620_150/75/L4	dof/adj/nrc_handelsblad_20030620_150/75	L4	stort	verb	stort/verb	storten	True	L	5	0.8596809000000001	17524.0	2.0
dof/adj/nrc_handelsblad_20030620_150/75/L5	dof/adj/nrc_handelsblad_20030620_150/75	L5	acteur	noun	acteur/noun	Acteurs	True	L	6	1.2216334	36670.0	6.0
dof/adj/nrc_handelsblad_20030620_150/75/L6	dof/adj/nrc_handelsblad_20030620_150/75	L6	sentence_delimiter	none	none	<sentence>	none	L	7			
dof/adj/nrc_handelsblad_20030620_150/75/L7	dof/adj/nrc_handelsblad_20030620_150/75	L7	sentence_delimiter	none	none	</sentence>	none	L	8			
dof/adj/nrc_handelsblad_20030620_150/75/L8	dof/adj/nrc_handelsblad_20030620_150/75	L8	.	punct	./punct	.	False	L	9			
dof/adj/nrc_handelsblad_20030620_150/75/L9	dof/adj/nrc_handelsblad_20030620_150/75	L9	kom	verb	kom/verb	komen	False	L	10	-0.24413872	973909.0	37.0
dof/adj/nrc_handelsblad_20030620_150/75/L10	dof/adj/nrc_handelsblad_20030620_150/75	L10	te	comp	te/comp	te	False	L	11			
dof/adj/nrc_handelsblad_20030620_150/75/L11	dof/adj/nrc_handelsblad_20030620_150/75	L11	elkaar	pron	elkaar/pron	elkaar	False	L	12	0.12440265	218177.0	12.0
dof/adj/nrc_handelsblad_20030620_150/75/L12	dof/adj/nrc_handelsblad_20030620_150/75	L12	tot	prep	tot/prep	tot	False	L	13	-0.37395447	1139189.0	38.0
dof/adj/nrc_handelsblad_20030620_150/75/L13	dof/adj/nrc_handelsblad_20030620_150/75	L13	nader	adj	nader/adj	nader	False	L	14			
dof/adj/nrc_handelsblad_20030620_150/75/L14	dof/adj/nrc_handelsblad_20030620_150/75	L14	poging	noun	poging/noun	pogingen	False	L	15	0.32573044	44673.0	3.0
dof/adj/nrc_handelsblad_20030620_150/75/L15												
dof/adj/nrc_handelsblad_20030620_150/75/R0	dof/adj/nrc_handelsblad_20030620_150/75	R0	klap	noun	klap/noun	klappen	True	R	1	4.2019915999999995	27360.0	88.0
dof/adj/nrc_handelsblad_20030620_150/75/R1	dof/adj/nrc_handelsblad_20030620_150/75	R1	van	prep	van/prep	van	True	R	2	-0.045479044	12638933.0	585.0
dof/adj/nrc_handelsblad_20030620_150/75/R2	dof/adj/nrc_handelsblad_20030620_150/75	R2	piano	noun	piano/noun	piano's	True	R	3	2.37456	7659.0	4.0
dof/adj/nrc_handelsblad_20030620_150/75/R3	dof/adj/nrc_handelsblad_20030620_150/75	R3	en	vg	en/vg	en	True	R	4			
dof/adj/nrc_handelsblad_20030620_150/75/R4	dof/adj/nrc_handelsblad_20030620_150/75	R4	tafel	noun	tafel/noun	tafels	True	R	5	0.3268891	44587.0	3.0
dof/adj/nrc_handelsblad_20030620_150/75/R5	dof/adj/nrc_handelsblad_20030620_150/75	R5	of	vg	of/vg	of	True	R	6			
dof/adj/nrc_handelsblad_20030620_150/75/R6	dof/adj/nrc_handelsblad_20030620_150/75	R6	verstop	verb	verstop/verb	verstoppen	True	R	7	1.2368813	6004.0	1.0
dof/adj/nrc_handelsblad_20030620_150/75/R7	dof/adj/nrc_handelsblad_20030620_150/75	R7	zich	pron	zich/pron	zich	True	R	8	0.06782026	1097010.0	57.0
dof/adj/nrc_handelsblad_20030620_150/75/R8	dof/adj/nrc_handelsblad_20030620_150/75	R8	onder	prep	onder/prep	onder	True	R	9	0.3328574	414521.0	28.0
dof/adj/nrc_handelsblad_20030620_150/75/R9	dof/adj/nrc_handelsblad_20030620_150/75	R9	het	det	het/det	het	True	R	10	0.08266407	11650779.0	613.0
dof/adj/nrc_handelsblad_20030620_150/75/R10	dof/adj/nrc_handelsblad_20030620_150/75	R10	tapijt	noun	tapijt/noun	tapijt	True	R	11			
dof/adj/nrc_handelsblad_20030620_150/75/R11	dof/adj/nrc_handelsblad_20030620_150/75	R11	,	punct	,/punct	,	True	R	12			
dof/adj/nrc_handelsblad_20030620_150/75/R12	dof/adj/nrc_handelsblad_20030620_150/75	R12	terwijl	comp	terwijl/comp	terwijl	True	R	13			
dof/adj/nrc_handelsblad_20030620_150/75/R13	dof/adj/nrc_handelsblad_20030620_150/75	R13	molenaar_dochter	noun	molenaar_dochter/noun	molenaarsdochters	True	R	14			
dof/adj/nrc_handelsblad_20030620_150/75/R14	dof/adj/nrc_handelsblad_20030620_150/75	R14	rond_dans	verb	rond_dans/verb	ronddansen	True	R	15			
dof/adj/nrc_handelsblad_20030620_150/75/R15												
dof/adj/nrc_handelsblad_20020826_54/610/L0	dof/adj/nrc_handelsblad_20020826_54/610	L0	een	det	een/det	een	True	L	1	0.43722054	11075723.0	832.0
dof/adj/nrc_handelsblad_20020826_54/610/L1	dof/adj/nrc_handelsblad_20020826_54/610	L1	je	pron	je/pron	je	True	L	2	0.32593527	1142105.0	77.0
dof/adj/nrc_handelsblad_20020826_54/610/L2	dof/adj/nrc_handelsblad_20020826_54/610	L2	hoor	verb	hoor/verb	hoor	True	L	3	2.218311	170287.0	76.0
dof/adj/nrc_handelsblad_20020826_54/610/L3	dof/adj/nrc_handelsblad_20020826_54/610	L3	beuk	verb	beuk/verb	beukt	True	L	4	2.7733617	1291.0	1.0
dof/adj/nrc_handelsblad_20020826_54/610/L4	dof/adj/nrc_handelsblad_20020826_54/610	L4	Ambassador	name	Ambassador/name	Ambassador	True	L	5			
dof/adj/nrc_handelsblad_20020826_54/610/L5	dof/adj/nrc_handelsblad_20020826_54/610	L5	de	det	de/det	de	True	L	6	-0.053170222999999996	28074105.0	1289.0
dof/adj/nrc_handelsblad_20020826_54/610/L6	dof/adj/nrc_handelsblad_20020826_54/610	L6	tegen	prep	tegen/prep	tegen	True	L	7	-0.09293749	727647.0	32.0
dof/adj/nrc_handelsblad_20020826_54/610/L7	dof/adj/nrc_handelsblad_20020826_54/610	L7	vuist	noun	vuist/noun	vuist	True	L	8	1.8509808999999997	6495.0	2.0
dof/adj/nrc_handelsblad_20020826_54/610/L8	dof/adj/nrc_handelsblad_20020826_54/610	L8	de	det	de/det	de	True	L	9	-0.053170222999999996	28074105.0	1289.0
