_id	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.y	sentence	sense	supersense	compound_status	_text	wordform
church/N/br-a31/1594	-0.00438385363511507	1.39863776588122e-4	-0.130427461527531	0.278626426556347	-0.00370440740082833	-2.01362124607338e-4	-0.10954052174328	0.301892673614971	0.037067571148359	0.12829946894421	9.32879474108525e-4	-0.00402894730562452	0.066819517197514	-0.125665612988115	2.50183824835478e-5	-0.0015891175045411	So the Christian Youth Crusade against Communisn developed and more than 300 top teenagers and 65 adult advisers from Presbyterian churches of the area sat enthralled at the four-hour program .	b	B	simply_church	65 adult advisers from Presbyterian <span class='hit'>churches</span> of the area sat enthralled	churches
church/N/br-a31/1753	-0.00386741217809339	-8.9481725212622e-4	-0.0804385272164833	-0.0869370545817687	-0.00489517600040368	-2.13112112388271e-4	-0.0671962056487812	-0.110852558962682	-0.0416632903122097	0.0395812994073977	9.36979597967296e-4	-0.00402945630870875	-0.0184247239817422	-0.0984187261715954	2.87788847615841e-5	-0.00159334559118937	may be set up soon . And to encourage other churches to try their own programs , Kern said this Sunday 's sessions - including the free dinner - will be open to anyone who makes reservations .	b	B	simply_church	. And to encourage other <span class='hit'>churches</span> to try their own programs	churches
church/N/br-a31/2120	-0.00399355888771179	-5.77381284469201e-5	-0.0839083793505844	0.0620319342162385	-0.00407706577329694	2.46829785089765e-5	-0.0860519261211666	0.0531525931423587	0.0544048558710149	-0.0104873489487252	9.24331452439434e-4	-0.00404441896207362	0.0406081016555519	-0.0205036471776454	2.52056539748737e-5	-0.00160002559240418	Trinity Methodist Church . He is the sexton of the church . A family worship service will follow the program at	c2	C	simply_church	is the sexton of the <span class='hit'>church</span> . A family worship service	church
church/N/br-a31/2212	-0.00456839994449559	-2.65778079901374e-5	0.0031758074921273	8.60019790257588e-4	-0.00373163162981512	-3.36457481839803e-4	0.00645579004463646	-4.70566647482346e-4	0.0199474892623564	0.096758807112657	9.37494248730798e-4	-0.00403097649598521	0.0361478345806854	-0.115375412731957	2.25892270339136e-5	-0.00158586731473768	. To start the week of special programs at the church , the Rev. John D. Henderson will preach on `` A Successful Marriage '' at 9 : 40 and 11 a. m. Sunday .	c3	C	simply_church	of special programs at the <span class='hit'>church</span> , the Rev. John D.	church
church/N/br-a31/2241	-0.00453412435550766	1.76381474851059e-4	0.0872333608447772	0.218834114062871	-0.00357416686277721	-2.89999117788784e-4	0.123936309693958	0.189345499294653	0.0251319451954041	0.137951495893332	9.37412331858287e-4	-0.00402972052965121	0.0408973223200506	-0.136702195410972	3.02398556677288e-5	-0.00158322481863503	and 11 a. m. Sunday . New officers of the church will be ordained and installed at the 7 : 30 p. m. service .	a2	A	simply_church	. New officers of the <span class='hit'>church</span> will be ordained and installed	church
church/N/br-a35/810	-0.00414862884931155	-2.77281070255313e-4	0.00120274695365725	-0.0181518992965061	-0.00415104802719124	-2.63192938568694e-4	0.00360918643591583	-0.0183867505030861	-0.0195408072904951	-0.0406863024427711	9.36684151962512e-4	-0.00402326577591068	-0.0245838465669964	0.0347319052022515	3.18022020503315e-5	-0.00158066061375088	closer scrutiny . For while the past needs of the Church in this country may have been adequately met by collegiate institutions , which in temper and tone closely resembled junior colleges and finishing schools , it would seem that today 's need is for the college which more closely resembles the university in its `` pursuit of excellence '' .	a2	A	simply_church	the past needs of the <span class='hit'>Church</span> in this country may have	Church
church/N/br-b04/1480	-0.00467734462035246	0.00197958746406891	-0.214192614231021	-0.0599900194420628	-0.00241092405099733	0.00151076309892566	-0.219270395096457	-0.0662647683234523	-0.0783156130817145	0.143972583789555	9.36276340526834e-4	-0.00403023371856404	-0.0578081231525968	-0.189873016879124	2.93685297784248e-5	-0.00157452980842136	money and his name : Does it assail schools and churches with blanket accusations ? Does it attack other traditional American	b	B	simply_church	Does it assail schools and <span class='hit'>churches</span> with blanket accusations ? Does	churches
church/N/br-b08/1804	-0.00397666657814495	0.00320695097821827	0.0288972312228564	0.356717367812008	-0.00545107629619849	0.00317862423675038	-0.0176305569453053	0.384331712366256	0.0136772579516216	0.308664642324666	9.40309902164969e-4	-0.00402717678497107	0.0808733183938835	-0.316569093143478	2.99710178414239e-5	-0.00159601844599395	But I was deeply moved by his letter of resignation as rector of St. Luke 's Church in Atlanta . It was the cry of not just	c2	C	simply_church	rector of St. Luke 's <span class='hit'>Church</span> in Atlanta . It was	Church
church/N/br-b08/1866	-0.00407243287305314	-1.29599440446167e-4	-0.0310332601780722	0.0686229439108281	-0.00413249574993221	-4.79984159366897e-5	-0.0347221062194365	0.0769333700478513	0.00553484804971427	-0.00799367108635723	9.39637656051282e-4	-0.00402092868525075	0.00359360808284581	-0.00950995930396785	3.46627519457233e-5	-0.00160008574478778	Imagine the searching and the prayer that lay behind the letter the rector wrote after almost a decade of service to this majestic church . `` Such a church needs vigor and vitality in	c1	C	simply_church	of service to this majestic <span class='hit'>church</span> . `` Such a church	church
church/N/br-b08/1871	-0.00367740686328606	-2.70796628746809e-4	-0.0441034697354075	0.132283964854462	-0.00438892157810528	1.88152571603266e-4	-0.0553031865516063	0.145468698653777	0.0132407551427088	-0.00926385567520922	9.32999589380521e-4	-0.00402334570528892	0.0168881156164041	-0.0199654325239173	1.16751634642617e-5	-0.00159543064720248	of service to this majestic church . `` Such a church needs vigor and vitality in its rector and one man has only so much of these endowments '' , he told his members .	c2	C	simply_church	church . `` Such a <span class='hit'>church</span> needs vigor and vitality in	church
church/N/br-b08/1912	-0.00468387959600733	-0.00189306763593029	-0.192510027669399	-0.081966263254638	-0.00556171869978843	-0.00147807465357252	-0.204623011684507	-0.102819312308314	0.173924398489779	0.175112159472987	9.33830232420353e-4	-0.00402684355809841	0.227765235518611	-0.1809839605304	2.87277802694888e-5	-0.00158841005295882	A minister should not stay `` beyond the time that his leadership should benefit '' his church , he wrote , `` for he becomes ordinary '' .	b	B	simply_church	leadership should benefit '' his <span class='hit'>church</span> , he wrote , ``	church
church/N/br-b08/2063	-0.00373974724573555	1.40730752217641e-4	0.0240730653468797	-0.0237515261328677	-0.00396176748415353	2.57303205643406e-4	0.0250928192489524	-0.0242727357260644	-0.0730038452846544	-0.0513425614903091	9.4049986798531e-4	-0.00402135117875985	-0.0878235767486548	0.0100392906511895	2.48810604040472e-5	-0.00160077029096514	A man who gives himself to God and to the believers of his church takes upon himself a life of giving . He does	a2	A	simply_church	to the believers of his <span class='hit'>church</span> takes upon himself a life	church
church/N/br-b08/2363	-0.0038361216602607	1.12210960550046e-4	0.0240730653468797	-0.0237515261328677	-0.00394750304737268	1.91487652188091e-4	0.0250928192489524	-0.0242727357260644	-0.207226059325853	-0.19388818720015	9.38754513296354e-4	-0.00401994971667525	-0.272601423724744	0.00369679811772066	2.63842856572092e-5	-0.00159943554870436	. But how little love we give him . The church truly is not a rest home for saints , but a hospital for sinners .	c1	C	simply_church	we give him . The <span class='hit'>church</span> truly is not a rest	church
church/N/br-b08/834	-0.00323886316789093	1.54918226500548e-4	0.144085330161715	0.0146433274670343	-0.00417045291426142	7.37896063991053e-4	0.151085822055072	-0.01264180427223	-0.127408495685774	-0.0591463861300385	9.35497502873543e-4	-0.0040190072472854	-0.149736199059053	0.0129516831871277	2.94232605596331e-5	-0.00160360872964746	tonight '' , he continued . `` I leave this church with a feeling that a great weight has been lifted off my heart , I have left my grudge at the altar and forgiven my neighbor '' .	NA	NA	simply_church	. `` I leave this <span class='hit'>church</span> with a feeling that a	church
church/N/br-b12/2009	-0.00324729583380582	-6.57069404319082e-4	0.0158156747631615	-0.112846471253596	-0.00513715504380327	1.15115937483822e-4	0.0169189261317413	-0.127563405269708	-0.0394579138357887	-0.296224363957723	9.35445507058693e-4	-0.00403239505100386	-0.0774028362500581	0.277071267614258	3.22101072491743e-5	-0.00157819486230038	In the second and third chapters of Revelation the new version retains , however , the old phrase `` angel of the church '' which Biblical scholars have previously interpreted as meaning bishop .	a1	A	simply_church	phrase `` angel of the <span class='hit'>church</span> '' which Biblical scholars have	church
church/N/br-b12/2217	-0.00464656074616106	2.3952345025714e-5	-0.0178605572681804	0.0592918271949029	-0.00370786585557555	-5.38080899296243e-4	-0.0201119340686353	0.0662634951794077	0.0113168391485499	0.0333308896996771	9.32372426776063e-4	-0.00402438557208736	0.0235008448376482	-0.0280460510106113	2.52978877477402e-5	-0.00157932261259226	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church	up of representatives of the <span class='hit'>Church</span> of England , Church of	Church
church/N/br-b12/2221	-0.00507346126092019	2.69142321464758e-4	-0.0240340619839006	0.130843726950628	-0.00330876471528635	-8.1995941893698e-4	-0.0281303069377135	0.14275200634136	0.0815319972990175	0.046463589958712	9.30699183277519e-4	-0.00403352154035857	0.0961105566096896	-0.0352352376462722	3.2855561854248e-5	-0.00159767386990462	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church	the Church of England , <span class='hit'>Church</span> of Scotland , Methodist Church	Church
church/N/br-b12/2239	-0.00610099943565072	6.13144360270389e-5	-0.0544949932009225	0.176548464705455	-0.0025539772058579	-0.00148602674939091	-0.0561998677730018	0.187503059210865	0.162492673809353	0.0982132424021397	9.40801767608242e-4	-0.00402656850800857	0.197954956758668	-0.062234702051663	2.31095789166602e-5	-0.00158796976611821	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church	Presbyterian Church of England , <span class='hit'>Churches</span> in Wales , Churches in	Churches
church/N/br-b12/2243	-0.00538735532149717	-7.7395205289402e-4	-0.0441506643490211	0.0899296792278044	-0.0037611966977564	-0.00161810551264844	-0.0539927802198911	0.0991683039069675	0.079415491800429	0.023818788798949	9.39003947091416e-4	-0.00402635031271489	0.0973953954013408	-0.0237146895460542	3.05357535858514e-5	-0.00159338104170813	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church	, Churches in Wales , <span class='hit'>Churches</span> in Ireland , Society of	Churches
church/N/br-b22/1005	-0.00385957173161497	-9.07305307577699e-5	-0.0366438208678767	-0.0809688991381575	-0.00410054761546406	1.05643910632352e-5	-0.030825259986725	-0.0933026287280627	-0.148807023547082	-0.0347422801659233	9.36338440956383e-4	-0.0040285791014002	-0.149791487002303	0.0470347252695351	2.92217624969759e-5	-0.00158203502009515	The Council we now know will concern itself directly only with the internal affairs of the Church . As it has turned out , however , the	a2	A	simply_church	the internal affairs of the <span class='hit'>Church</span> . As it has turned	Church
church/N/br-b22/1077	-0.00408151194687208	-3.80628255867023e-4	0.0118750155932781	-0.237890307304675	-0.00425807679369088	-2.88666678807298e-4	0.00801740770592706	-0.247309147965347	0.00567409139060574	-0.0598747786137956	9.37308634521068e-4	-0.00403014372493035	-0.0154505065950891	0.059051679054547	2.18268013973447e-5	-0.00158729583010225	First of all , it is now known that Pope John sees the renewal and purification of the Church as an absolutely necessary step toward Christian unity . Far	a2	A	simply_church	renewal and purification of the <span class='hit'>Church</span> as an absolutely necessary step	Church
church/N/br-b22/1102	-0.00329950486325886	-1.72516245899882e-4	-0.107524227700034	0.381888199352027	-0.0045152485895076	5.19188478873343e-4	-0.394973330173825	-0.116749189562101	-0.0158020574383834	-0.0725461629816909	9.36914294474594e-4	-0.00402072813265084	-0.0521843808749515	0.0278190322536631	2.65951119195096e-5	-0.00157397765667554	Far from being irrelevant to the ecumenical task , the Pontiff believes that a revivified Church is required in order that the whole world may see Catholicism in the best possible light .	a1	A	simply_church	Pontiff believes that a revivified <span class='hit'>Church</span> is required in order that	Church
church/N/br-b22/1154	-0.00380292717937941	2.18508270991679e-4	0.0611606772572971	-0.0167757720154104	-0.0038521259853328	2.1651303641095e-4	0.0595381672098975	-0.0220683853082556	-0.152329665996226	-0.00166079665698356	0.306211861091706	-0.0166371391934855	-0.16019436519691	-0.00288875378277919	0.425148030860888	-0.312906592167147	A major aim of the Council will be to remove as far as possible whatever in the Church today stands in the way of unity . Secondly ,	a1	A	simply_church	as possible whatever in the <span class='hit'>Church</span> today stands in the way	Church
church/N/br-b22/1193	-0.0035874537670223	-0.00107230422319447	0.0210790075581711	-0.0305629922543821	-0.00516207140881948	-3.78246640817791e-4	0.0215538795800208	-0.0293917207635766	0.238810658693674	0.385794360516859	9.343550816071e-4	-0.00402856059156372	0.266156105280331	0.360104424629319	1.65675264546657e-5	-0.00159446643730475	Secondly , a whole series of addresses and actions by the Pope and by others show that concern for Christian unity is still very much alive and growing within the Church . The establishment , by the Holy Father , of	a2	A	simply_church	alive and growing within the <span class='hit'>Church</span> . The establishment , by	Church
church/N/br-b22/1233	-0.00472272541216833	-2.98245776366852e-4	-0.0550772112300054	0.0236767743067472	-0.00386938711574617	-5.74726516182369e-4	-0.0606036210528838	0.0250653103553876	0.0539829484764912	0.0651135326258474	9.40512250739621e-4	-0.00402245579915338	0.0738980513880165	-0.0628992446946904	2.28777953857994e-5	-0.00158413778099468	The designation of five Catholic theologians to attend the World Council of Churches assembly in New Delhi as `` official '' observers reverses the Church 's earlier stand .	a2	A	simply_church	attend the World Council of <span class='hit'>Churches</span> assembly in New Delhi as	Churches
church/N/br-b22/1245	-0.00455504936341553	-4.0446630986812e-4	0.00866263014924701	-0.0572363614309434	-0.00400274594857205	-5.73400101654664e-4	0.0270826768631158	-0.0657764515424062	0.135301376518866	0.235775864928046	9.35917671872449e-4	-0.00402583287022708	0.180003042347431	-0.221964723972208	3.25295049827925e-5	-0.00159450346644864	The designation of five Catholic theologians to attend the World Council of Churches assembly in New Delhi as `` official '' observers reverses the Church 's earlier stand . The public appeal by the new	a2	A	simply_church	official '' observers reverses the <span class='hit'>Church</span> 's earlier stand . The	Church
church/N/br-b22/1318	-0.00453328277503379	-7.17673817129282e-4	-0.204051951875924	0.0998804647623034	-0.0042874343285869004	-8.49034937270583e-4	-0.200948431576361	0.111218433331079	0.115894474332094	-0.00189847825059112	9.33883516114166e-4	-0.0040242275279232	0.120276883508652	0.0502113635644145	2.7547858631196e-5	-0.00158442644885188	Augustin Cardinal Bea , the director of the Secretariate for Christian Unity , has expressed as directly as anyone the new spirit that pervades the Church 's stance toward the Protestant and Orthodox Churches . Noting	a2	A	simply_church	new spirit that pervades the <span class='hit'>Church</span> 's stance toward the Protestant	Church
