id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw	genre	broad_genre	wordform	msOct	mcuesOct	mcommOct	determiner	premodifier	postmodifier	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization	msOct4
church/NN/br-a31/1842	-0.18911069738755	0.20626422495361	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	3	0	3.20740587275114	0	2	press_reportage	press	Church	c1	10:50 a.m.;Sunday;at First Christian		none	First Christian	NA	yes	no	D	singular	yes	no	no	no	no	yes	no	no	no	c
church/NN/br-a31/2087	-0.14331883241919	0.0558835980855488	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 Family'' at 7: 30 p. m. Sunday at Christ Lutheran <font color=green>Church</font> . Mr. and Mrs. George Treadwell will be honored at a	3	0	2.56738844095307	0	2	press_reportage	press	Church	c1	at Christ Lutheran;at 7:30 p.m.;Sunday		none	Christ Lutheran	NA	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no	c
church/NN/br-a31/2112	-0.065619648722519	0.0355913424398479	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 and program at 6 p. m. Sunday at Trinity Methodist <font color=green>Church</font> . He is the sexton of the church. A family worship	3	0	3.21671850354691	0	2	press_reportage	press	Church	c1	at 6 p.m. at;Trinity;Methodist;sexton		none	Trinity Methodist	NA	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no	c
church/NN/br-a31/2120	-0.0164122625644777	0.0679221972337082	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7	4	0	3.52118305428487	0	2	press_reportage	press	church	c2	sexton;Trinity Methodist Church		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	yes	no	no	c
church/NN/br-a31/2172	-0.123889254511453	0.198725499155203	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 service marking National Family Week. Every family of Riviera Presbyterian <font color=green>Church</font>  has been asked to read the Bible and pray together	6	2	2.22692286301387	0.333333333333333	2	press_reportage	press	Church	c2	family of;Riviera Presbyterian;read the Bible		none	Riviera Presbyterian	NA	yes	no	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-a31/2212	-0.275936677054112	0.328276765920749	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 participate. To start the week of special programs at the <font color=green>church</font> , the Rev. John D. Henderson will preach on`` A Successful	4	1	2.86702376438061	0.25	1	press_reportage	press	church	c3	special programs at the		the	NA	NA	yes	yes	C	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-a31/2280	-0.156502040709915	-0.0339148194819932	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 held at 6: 15 p. m. Monday and the annual <font color=green>church</font>  picnic at 4 p. m. next Saturday. The week will	3	2	2.82807374233884	0.666666666666667	4	press_reportage	press	church	b1	picnic;Saturday		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-b08/1866	-0.0365823817944036	0.0507092167495701	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 wrote after almost a decade of service to this majestic <font color=green>church</font> .`` Such a church needs vigor and vitality in its rector	2	0	3.05758457346936	0	3	press_editorial	press	church	c1	decade of service to;majestic	the building is majestic, but to what degree is the service to the building rather than its community?	this	majestic	NA	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-b08/1871	-0.0435026100624667	0.0684146796259902	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 a decade of service to this majestic church.`` Such a <font color=green>church</font>  needs vigor and vitality in its rector and one man	4	1	3.47527927965831	0.25	2	press_editorial	press	church	c2	vigor;vitality;rector	the token actually conflates the sense of building and community (the building is magnificent, thus the rector must be awesome)	a	NA	NA	yes	no	C	singular	no	no	no	no	no	no	yes	no	no	c
church/NN/br-b08/1912	0.0804604164189037	-0.0943398486418808	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 stay`` beyond the time that his leadership should benefit'' his <font color=green>church</font> , he wrote,`` for he becomes ordinary''. And so the young	2	1	2.1332700492533	0.5	3	press_editorial	press	church	b	leadership;his		his	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-b08/2245	-0.024783337957007	-0.435102206504112	church	NN	E	E	DE	CDE	Z	Z	Z	Z	Z	 them to bestow saintliness upon us in return for ostentatious <font color=green>church</font>  attendance and a few bucks a week, American cash. If	1	0	2.35431312591885	0	1	press_editorial	press	church	c3	attendance;bucks a week		NA	NA	NA	yes	NA	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-b12/2009	0.0162151867296332	0.29730995836113	church	NN	A	A	AB	AB	Z	Z	Z	Z	Z	 new version retains, however, the old phrase`` angel of the <font color=green>church</font> '' which Biblical scholars have previously interpreted as meaning bishop. This	4	2	2.48171816918306	0.5	3	press_editorial	press	church	a1	angel of the;bishop		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-b12/2115	-0.00300345391976757	0.329224954810064	church	NN	A	A	AB	AB	Z	Z	Z	Z	Z	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible	5	0	2.8800524959404	0	2	press_editorial	press	church	a1	the early;fathers		NA	early	NA	no	NA	A	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-b12/2217	-0.0200278246984714	0.0258274087285968	church	NN	B	B	AB	AB	Z	Z	Z	Z	Z	 of a joint committee made up of representatives of the <font color=green>Church</font>  of England, Church of Scotland, Methodist Church, Congregational Union, Baptist	6	1	2.762669873678	0.166666666666667	4	press_editorial	press	Church	a2	the;of England	capital letter, definiteness, posmodifier	the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-b12/2226	-0.0139922414891832	0.0508473999785793	church	NN	B	B	AB	AB	Z	Z	Z	Z	Z	 representatives of the Church of England, Church of Scotland, Methodist <font color=green>Church</font> , Congregational Union, Baptist Union, Presbyterian Church of England, Churches in	7	2	3.35722592839927	0.285714285714286	4	press_editorial	press	Church	a2	Methodist		the	Methodist	NA	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-b12/2235	0.00370486230164042	0.0385149109916031	church	NN	B	B	AB	AB	Z	Z	Z	Z	Z	 Church of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian <font color=green>Church</font>  of England, Churches in Wales, Churches in Ireland, Society of	9	3	2.99578428404628	0.333333333333333	5	press_editorial	press	Church	a2	Presbyterian;of England	I think this is part of the same enumeration preceded by a ‘the’, so I will add it even though it doesn’t show in the shorter context	the	Presbyterian	of England	no	yes	B	singular	yes	yes	no	no	no	yes	no	NA	yes	a
church/NN/br-b15/1190	-0.301329599515844	-0.211039894305504	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=green>Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to	2	1	3.31833526061419	0.5	1	press_editorial	press	Church	c2	pastor;Mathewson Street Methodist		the	Mathewson Street Methodist	NA	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-b18/1829	-0.269011962338781	-0.298727936762254	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 the Women 's Association of the Trumbull Ave. United Presbyterian <font color=green>Church</font> , considerable use was made of material from The Detroit News	4	0	2.39466442144241	0	1	press_editorial	press	Church	c2	Women’s Association of the;Trumbull Ave.;United Presbyterian		the	Trumbull Ave. United Presbyterian	NA	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-b24/1259	0.0926604749290531	-0.173612956840842	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 or less native. Sometimes they get their initial experience in <font color=green>church</font>  haflis, conducted by Lebanese and Syrians in the U. S.	2	1	2.11982760657756	0.5	2	press_editorial	press	church	b1	haflis		NA	NA	NA	no	NA	?	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-d01/1628	-0.0683211848594364	-0.405318556121386	church	NN	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	3	1	2.83714093027039	0.333333333333333	2	religion	non-fiction	church	a2	particular	the particular branch is not specified, but the fact that it’s one out of many is explicited	a	NA	NA	no	no	B	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/1641	0.09592610103641	0.186674664633988	church	NN	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	2	1	2.83709208603536	0.5	3	religion	non-fiction	church	a2	tradition;apostolic		the	apostolic	NA	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d02/706	-0.0742571419292689	0.194694754903171	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	4	2	2.59583043756589	0.5	4	religion	non-fiction	church	a2	indifference to the;traditional message;sin and grace		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/786	-0.0362732916438909	-0.262718390318994	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear	3	0	2.80427872843094	0	3	religion	non-fiction	church	a2	risk assuming	definiteness and agent	the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/877	0.000386310320960194	0.171947869269402	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather	4	3	2.56413187014748	0.75	3	religion	non-fiction	church	a2	ancient and venerable tradition		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/923	0.457339383214965	-0.149078934152508	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	3	0	3.13601370382024	0	1	religion	non-fiction	church	a1	independent of the world		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/949	0.494084353044917	-0.129763307977107	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need	2	0	2.98716807622267	0	1	religion	non-fiction	church	a1	to be the;Scripture;God		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/969	0.044656496023959	-0.259491275323265	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 us, God does have need of his creatures, and the <font color=green>church</font> , a fortiori, can ill afford to do without the talents	4	2	2.61597310831214	0.5	2	religion	non-fiction	church	a1	God;creatures;afford	definiteness and agent	the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/1080	0.172128747765574	0.197408278430377	church	NN	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good	2	1	2.28482574977355	0.5	2	religion	non-fiction	church	c3	going to;Protestant;redundancy		none	NA	NA	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1342	-0.0184190953594441	0.0458425990154776	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	5	2	2.95195484225548	0.4	3	religion	non-fiction	church	c3	find as many men as women in		none	NA	NA	yes	no	?	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1350	-0.0115494987343761	0.0323824671796764	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	5	4	2.81893035224512	0.8	7	religion	non-fiction	church	c3	everyone in;women in church;congregations		NA	NA	NA	yes	NA	?	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1871	0.00230839276661803	0.086678832001307	church	NN	B	B	AB	AB	catholic_church%1:14:00::	B1	B	AB	AB	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with	2	2	3.09803328542137	1	6	religion	non-fiction	Church	a2	Catholic		the	Catholic	NA	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d03/1909	-0.0336975030966161	0.0850437020057802	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	6	2	2.85615829924049	0.333333333333333	4	religion	non-fiction	Church	a2	clergymen of the;of England		the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d03/2097	-0.0216915868330469	0.128602431996624	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice	4	0	2.48175667660213	0	2	religion	non-fiction	church	a2	figures		NA	NA	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/2336	0.0100612011256548	0.0567100724912902	church	NN	D	D	DE	CDE	catholic_church%1:14:00::	B1	B	AB	AB	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.	2	1	2.99059766646577	0.5	6	religion	non-fiction	church	c1	Mass;offered;at a Catholic;in Slough		a	Catholic	NA	yes	no	D	singular	no	no	no	no	no	yes	no	no	no	c
church/NN/br-d03/2341	0.00962736958535281	0.0672480711842679	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	2	1	3.17197210239365	0.5	5	religion	non-fiction	Church	a1	during then;Unity Octave		NA	NA	NA	no	NA	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/721	-0.1446202936373	0.0914291475238763	church	NN	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	1	0	2.78913174830542	0	3	religion	non-fiction	Church	c1	crowds;going in and out of the;Sunday mornings	Name of church plus ‘going in and out’	the	Birmingham Oratory (Catholic)	NA	yes	yes	D	singular	yes	no	no	yes	no	yes	no	no	no	c
church/NN/br-d03/862	0.00680248505902177	0.00750265046041557	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but	3	2	2.58260300513157	0.666666666666667	4	religion	non-fiction	Church	a2	of England		the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d03/883	0.195346128593056	0.193291332980827	church	NN	C	C	C	CDE	church_roll%1:10:00::	C	C	C	CDE	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized	4	3	2.546047912838	0.75	3	religion	non-fiction	church	b	parochial;rolls;registered		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d03/899	-0.0383362086794099	0.157661836056098	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	3	2	2.81517574053193	0.666666666666667	3	religion	non-fiction	Church	a2	baptized into the;of England		the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d03/945	0.0252853827583594	0.0720045669020429	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 than an Archbishops' Commission`` reported last month that in the <font color=green>Church</font>  of England alone there are 790 churches which are redundant	1	0	2.72451058449298	0	2	religion	non-fiction	Church	a2	of England	capital letter, definiteness, modifier	the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d04/56	-0.0246522203905928	0.194310501496683	church	NN	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal	4	5	2.47040112380858	1.25	5	religion	non-fiction	church	a1	father;unique;universal		NA	NA	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d05/1163	0.0535797817588088	-0.316273613952216	church	NN	B	B	AB	AB	Z	Z	Z	Z	Z	 Parker as the ultra-liberal minister within the pale of a <font color=green>church</font>  which had proclaimed itself the repository of liberality poses a	2	0	2.97448512346528	0	2	religion	non-fiction	church	a2	minister;within the pale of a		a	NA	NA	no	no	?	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d06/2048	0.331939353071645	-0.225791400507834	church	NN	E	E	DE	CDE	Z	Z	Z	Z	Z	 not one of the 70000000 Americans who do not attend <font color=green>church</font> , but who feel that various forms of recreation are more	1	0	2.31552710088369	0	1	religion	non-fiction	church	c3	attend;Americans		none	NA	NA	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d06/2174	0.0290245185127028	0.023076095714793	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 spiritually. No amount of religious ceremonies or even joining a <font color=green>church</font>  will relieve the gnawing of your`` inner'' space. Why? Because	3	3	2.62954011069137	1	4	religion	non-fiction	church	b	joining a	'religious ceremonies’ might be deceiving for the model	a	NA	NA	no	no	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d07/1408	0.229205798571563	0.0947485909501185	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 then jumped; she was fatally injured. The entrance to a <font color=green>church</font>  has been walled up, so that the congregation, most of	2	0	2.76803330930191	0	2	religion	non-fiction	church	c1	entrance;walled up	the mention of someone jumping and getting injured reinforces the concreteness I think	a	NA	NA	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-d07/216	-0.289688309481929	0.10834322155832	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 of the most wholesome things you could schedule in your <font color=green>church</font>  would thus be a group confessional where people could admit	4	1	2.01703411232769	0.25	1	religion	non-fiction	church	b1	schedule in your;group confessional		your	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-d09/1054	-0.00528274356624638	0.00748990490603444	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 Me'',`` What the Church Means to Me'',`` Why Join the <font color=green>Church</font> '',`` The Duties of Church Members'', etc.. Assign a series of	3	3	2.94235281299254	1	5	religion	non-fiction	Church	a2	join;duties;members	capital letter but could just be the title	the	NA	NA	no	yes	?	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-d09/1061	-0.00528274356624638	0.00748990490603444	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 Means to Me'',`` Why Join the Church'',`` The Duties of <font color=green>Church</font>  Members'', etc.. Assign a series of catechism questions to be	4	3	2.81215427407605	0.75	4	religion	non-fiction	Church	b	Duties of;Members;catechism		NA	NA	NA	no	NA	C	singular	yes	no	no	no	no	no	yes	no	yes	b
