id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text	wordform	msOct	determiner	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization	msOct4
church/NN/br-a17/1770	-0.0057944717634381	-0.00164472516998468	church	NN	NA	D	D	NA	 College of Technology, in the chapel of the First Presbyterian <font color=green>Church</font>  of Houston. The bride, daughter of Rhodes Semmes Baker Jr.	Church	c1	the	yes	yes	D	singular	yes	no	no	no	no	yes	no	no	no	c
church/NN/br-a17/2228	-0.00578625030671751	-0.00161954044851039	church	NN	NA	D	D	NA	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-a17/2233	-0.00576452573663577	-0.00161996578904003	church	NN	NA	D	D	NA	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday	Church	c1	the	yes	yes	D	singular	yes	yes	no	no	no	yes	no	no	no	c
church/NN/br-a21/677	-0.00576190047214033	-0.00164976564646319	church	NN	NA	D	D	NA	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	Church	c1	none	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no	c
church/NN/br-a22/1206	-0.00577779308951726	-0.00164616495892934	church	NN	NA	B	B	NA	 World War 1,. He was a member of the Baptist <font color=green>church</font> . Survivors include two brothers, C. E. Killingsworth, Atlanta, and John	church	a2	the	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-a22/1283	-0.00579017728566299	-0.00164396462976223	church	NN	NA	C	C	NA	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	Church	c2	the	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-a22/307	-0.005778443385758	-0.0016227559463019	church	NN	NA	B	B	NA	 challenged by the state. Emory is affiliated with the Methodist <font color=green>Church</font> . Some church leaders, both clerical and lay, have criticized the	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-a22/310	-0.00576282647017323	-0.00163041354386779	church	NN	NA	A	A	NA	 the state. Emory is affiliated with the Methodist Church. Some <font color=green>church</font>  leaders, both clerical and lay, have criticized the university for	church	a2	none	no	no	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-a31/1395	-0.00579217700079393	-0.00164094667495046	church	NN	NA	D	D	NA	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth	Church	c1	none	yes	no	D	singular	yes	no	no	no	no	yes	no	no	no	c
church/NN/br-a31/1542	-0.00578249625557859	-0.00163540700475813	church	NN	NA	C	C	NA	 he and his wife serve as advisors at First Presbyterian <font color=green>Church</font> . And he wanted to be careful that the kids not	Church	c2	none	yes	no	C	singular	yes	no	no	no	no	yes	yes	no	no	c
church/NN/br-a31/1842	-0.00579823622922617	-0.00164215285444757	church	NN	NA	D	D	NA	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	Church	c1	none	yes	no	D	singular	yes	no	no	no	no	yes	no	no	no	c
church/NN/br-a31/2087	-0.00578500601238015	-0.00165425695304734	church	NN	NA	D	D	NA	 Family'' at 7: 30 p. m. Sunday at Christ Lutheran <font color=green>Church</font> . Mr. and Mrs. George Treadwell will be honored at a	Church	c1	none	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no	c
church/NN/br-a31/2112	-0.00578093998639314	-0.00162219733101818	church	NN	NA	D	D	NA	 and program at 6 p. m. Sunday at Trinity Methodist <font color=green>Church</font> . He is the sexton of the church. A family worship	Church	c1	none	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no	c
church/NN/br-a31/2120	-0.00579691557443132	-0.00162588355761825	church	NN	NA	D	D	NA	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7	church	c2	the	yes	yes	D	singular	no	no	no	no	no	no	yes	no	no	c
church/NN/br-a31/2172	-0.00579948166269967	-0.00163785308942954	church	NN	NA	C	C	NA	 service marking National Family Week. Every family of Riviera Presbyterian <font color=green>Church</font>  has been asked to read the Bible and pray together	Church	c2	none	yes	no	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-a31/2212	-0.00578298380856937	-0.0016227022365543	church	NN	NA	C	C	NA	 participate. To start the week of special programs at the <font color=green>church</font> , the Rev. John D. Henderson will preach on`` A Successful	church	c3	the	yes	yes	C	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-a31/2241	-0.00576585506293367	-0.00162292987206264	church	NN	NA	C	C	NA	 40 and 11 a. m. Sunday. New officers of the <font color=green>church</font>  will be ordained and installed at the 7: 30 p.	church	a2	the	no	yes	C	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-a31/2280	-0.00575625042267961	-0.0016186066544241	church	NN	NA	C	C	NA	 held at 6: 15 p. m. Monday and the annual <font color=green>church</font>  picnic at 4 p. m. next Saturday. The week will	church	b1	NA	no	NA	C	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-b08/1866	-0.00578681776716128	-0.00162509985280294	church	NN	NA	D	D	NA	 wrote after almost a decade of service to this majestic <font color=green>church</font> .`` Such a church needs vigor and vitality in its rector	church	c1	this	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-b08/1871	-0.00579051490666217	-0.00164582325652605	church	NN	NA	C	C	NA	 a decade of service to this majestic church.`` Such a <font color=green>church</font>  needs vigor and vitality in its rector and one man	church	c2	a	yes	no	C	singular	no	no	no	no	no	no	yes	no	no	c
church/NN/br-b08/1912	-0.00577665410081671	-0.00162663437496129	church	NN	NA	C	C	NA	 stay`` beyond the time that his leadership should benefit'' his <font color=green>church</font> , he wrote,`` for he becomes ordinary''. And so the young	church	b	his	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-b08/2063	-0.00577653972219609	-0.00162116770788324	church	NN	NA	C	C	NA	 gives himself to God and to the believers of his <font color=green>church</font>  takes upon himself a life of giving. He does not	church	a2	his	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-b08/2245	-0.00577245428351399	-0.0016501171137118	church	NN	NA	E	E	NA	 them to bestow saintliness upon us in return for ostentatious <font color=green>church</font>  attendance and a few bucks a week, American cash. If	church	c3	NA	yes	NA	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-b08/2363	-0.00579353266962016	-0.00164843354506254	church	NN	NA	D	D	NA	 through him. But how little love we give him. The <font color=green>church</font>  truly is not a rest home for saints, but a	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-b12/2009	-0.00578433678968518	-0.00160898218216398	church	NN	NA	A	A	NA	 new version retains, however, the old phrase`` angel of the <font color=green>church</font> '' which Biblical scholars have previously interpreted as meaning bishop. This	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-b12/2115	-0.00579535490865087	-0.00164504544805199	church	NN	NA	A	A	NA	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible	church	a1	NA	no	NA	A	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-b12/2217	-0.0057688045018665	-0.00161308584869689	church	NN	NA	B	B	NA	 of a joint committee made up of representatives of the <font color=green>Church</font>  of England, Church of Scotland, Methodist Church, Congregational Union, Baptist	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-b12/2226	-0.00575740424750122	-0.00162768778218973	church	NN	NA	B	B	NA	 representatives of the Church of England, Church of Scotland, Methodist <font color=green>Church</font> , Congregational Union, Baptist Union, Presbyterian Church of England, Churches in	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-b12/2235	-0.00579790466158085	-0.00163908155392338	church	NN	NA	B	B	NA	 Church of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian <font color=green>Church</font>  of England, Churches in Wales, Churches in Ireland, Society of	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	yes	no	NA	yes	a
church/NN/br-b15/1190	-0.00575403692188401	-0.00162976159686742	church	NN	NA	C	C	NA	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=green>Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to	Church	c2	the	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-b18/1829	-0.00579259638276306	-0.00163392027191211	church	NN	NA	C	C	NA	 the Women 's Association of the Trumbull Ave. United Presbyterian <font color=green>Church</font> , considerable use was made of material from The Detroit News	Church	c2	the	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-b24/1259	-0.00579936842385993	-0.00163613263467678	church	NN	NA	C	C	NA	 or less native. Sometimes they get their initial experience in <font color=green>church</font>  haflis, conducted by Lebanese and Syrians in the U. S.	church	b1	NA	no	NA	?	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-d01/1628	-0.00576598336946733	-0.00162508926923173	church	NN	church%1:14:00::	B	B	A	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	church	a2	a	no	no	B	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/1641	-0.00575416201367522	-0.00163816966505707	church	NN	church%1:14:00::	B	B	A	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	church	a2	the	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d02/706	-0.00575322510501302	-0.00163199547580855	church	NN	church%1:14:00::	A	A	A	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/786	-0.00579763225977753	-0.00163909045638669	church	NN	church%1:14:00::	A	A	A	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/877	-0.00578330582234305	-0.001654059917612	church	NN	church%1:14:00::	A	A	A	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/923	-0.00575336453819209	-0.00163617633889375	church	NN	church%1:14:00::	A	A	A	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/949	-0.00579934580234764	-0.00162680993081376	church	NN	church%1:14:00::	A	A	A	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/969	-0.00575763412894235	-0.00164646220209784	church	NN	church%1:14:00::	A	A	A	 us, God does have need of his creatures, and the <font color=green>church</font> , a fortiori, can ill afford to do without the talents	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/1080	-0.00577867477408793	-0.00161373165828351	church	NN	church%1:04:00::	E	E	D	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1342	-0.00578960734531272	-0.0016289892564247	church	NN	church%1:06:00::	E	E	C	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	church	c3	none	yes	no	?	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1350	-0.00575817961142746	-0.00162277820609337	church	NN	church%1:06:00::	E	E	C	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	church	c3	NA	yes	NA	?	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1871	-0.00576760587554161	-0.00165080878424611	church	NN	catholic_church%1:14:00::	B	B	B	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d03/1909	-0.00576500357316705	-0.00164460491997126	church	NN	church_of_england%1:14:00::	B	B	F	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d03/2097	-0.00577199884175545	-0.00161105364941673	church	NN	church%1:14:00::	A	A	A	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice	church	a2	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/2336	-0.00578640918794122	-0.0016136635863716	church	NN	catholic_church%1:14:00::	D	D	B	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.	church	c1	a	yes	no	D	singular	no	no	no	no	no	yes	no	no	no	c
church/NN/br-d03/2341	-0.00579302387571289	-0.00164618714344337	church	NN	church%1:14:00::	A	A	A	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	Church	a1	NA	no	NA	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/721	-0.00575962819077346	-0.00162676513123172	church	NN	church%1:06:00::	B	B	C	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	Church	c1	the	yes	yes	D	singular	yes	no	no	yes	no	yes	no	no	no	c
church/NN/br-d03/862	-0.00578551393507023	-0.00161520690157983	church	NN	church_of_england%1:14:00::	B	B	F	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d03/883	-0.00577538480800948	-0.00165571961869941	church	NN	church_roll%1:10:00::	C	C	E	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d03/899	-0.00576974693036611	-0.00161036630134924	church	NN	church_of_england%1:14:00::	B	B	F	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d03/945	-0.00579359899015096	-0.00161991058487712	church	NN	church_of_england%1:14:00::	B	B	F	 than an Archbishops' Commission`` reported last month that in the <font color=green>Church</font>  of England alone there are 790 churches which are redundant	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d04/56	-0.00577019906789175	-0.00164248914968416	church	NN	church_father%1:18:00::	A	A	A	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal	church	a1	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d05/1163	-0.00575329904798175	-0.00163515022643643	church	NN	NA	B	B	NA	 Parker as the ultra-liberal minister within the pale of a <font color=green>church</font>  which had proclaimed itself the repository of liberality poses a	church	a2	a	no	no	?	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d06/2048	-0.00578384176453544	-0.00164899317337623	church	NN	NA	E	E	NA	 not one of the 70000000 Americans who do not attend <font color=green>church</font> , but who feel that various forms of recreation are more	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d06/2174	-0.00576724691689382	-0.00164856778767152	church	NN	NA	C	C	NA	 spiritually. No amount of religious ceremonies or even joining a <font color=green>church</font>  will relieve the gnawing of your`` inner'' space. Why? Because	church	b	a	no	no	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d07/1408	-0.00578718296642458	-0.00163088313937498	church	NN	NA	D	D	NA	 then jumped; she was fatally injured. The entrance to a <font color=green>church</font>  has been walled up, so that the congregation, most of	church	c1	a	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-d07/216	-0.00576637487911425	-0.00161685245280454	church	NN	NA	C	C	NA	 of the most wholesome things you could schedule in your <font color=green>church</font>  would thus be a group confessional where people could admit	church	b1	your	no	yes	C	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-d09/1054	-0.00576441022458863	-0.00161889013329515	church	NN	NA	C	C	NA	 Me'',`` What the Church Means to Me'',`` Why Join the <font color=green>Church</font> '',`` The Duties of Church Members'', etc.. Assign a series of	Church	a2	the	no	yes	?	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-d09/1061	-0.00577082501388044	-0.00163078626146499	church	NN	NA	C	C	NA	 Means to Me'',`` Why Join the Church'',`` The Duties of <font color=green>Church</font>  Members'', etc.. Assign a series of catechism questions to be	Church	b	NA	no	NA	C	singular	yes	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/1260	-0.00576141471005797	-0.00161715316123219	church	NN	NA	C	C	NA	 provides a natural transition into the life of the local <font color=green>church</font>  and its organizations. The total process of evangelism reaches the	church	b	the	no	yes	C	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-d09/1619	-0.00578250616886667	-0.00161618044068636	church	NN	NA	C	C	NA	 the group of new members to be put in the <font color=green>church</font>  paper or placed on the bulletin board. Have a fellowship	church	b1	NA	no	NA	C	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-d09/1641	-0.0057935400377687	-0.0016331229943534	church	NN	NA	C	C	NA	 fellowship luncheon or dinner with new members as guests. The <font color=green>church</font>  is`` the family of God''. The members of the`` family	church	a1	the	no	yes	C	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d09/1829	-0.00578613847112157	-0.00165230119334768	church	NN	NA	C	C	NA	 during the same period there were 1080062 additions. Another major <font color=green>church</font>  body had 4499608 members and twenty years later its membership	church	b	NA	no	NA	?	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/2026	-0.00579436048507826	-0.00161833584671441	church	NN	NA	C	C	NA	 planned and carefully developed. The entire membership of the local <font color=green>church</font>  must be alerted to their part in this dynamic process	church	b	the	no	yes	C	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-d09/2040	-0.00576103691587645	-0.00163061485948467	church	NN	NA	C	C	NA	 alerted to their part in this dynamic process. If the <font color=green>church</font>  has followed the plan of cultivation of prospects and carried	church	b	the	no	yes	?	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/2084	-0.00577160853241359	-0.00160843749437657	church	NN	NA	A	A	NA	 under way. Those who enter the front door of the <font color=green>church</font>  intelligently and with Christian dedication will not so easily step	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d09/2174	-0.00576502110082403	-0.00163252525920637	church	NN	NA	C	C	NA	 members. The new members justifiably expect some things from their <font color=green>church</font>  family:	church	b	their	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/724	-0.0057862982586081	-0.00161472410920165	church	NN	NA	C	C	NA	 as well as the program and activities of the local <font color=green>church</font> . The lay leadership of the church may be invited to	church	b	the	no	yes	C	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-d09/731	-0.00578789278475822	-0.00162744913658453	church	NN	NA	C	C	NA	 activities of the local church. The lay leadership of the <font color=green>church</font>  may be invited to speak on the various phases of	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/742	-0.00579036185780289	-0.00163736606454179	church	NN	NA	C	C	NA	 may be invited to speak on the various phases of <font color=green>church</font>  life, service opportunities, the church school, missions, men 's work	church	d	NA	no	NA	C	singular	no	no	no	no	no	no	no	NA	no	d
church/NN/br-d09/749	-0.00577417030149691	-0.00164855437061766	church	NN	NA	C	C	NA	 on the various phases of church life, service opportunities, the <font color=green>church</font>  school, missions, men 's work, women 's work, youth program	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/775	-0.00575599709802405	-0.00162813411654518	church	NN	NA	C	C	NA	 youth program, social activities, and finances. The budget of the <font color=green>church</font>  may be presented and pledges solicited at this session. An	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/825	-0.00579254147548938	-0.00164435961153232	church	NN	NA	D	D	NA	 fourth session may be concluded with a tour of the <font color=green>church</font>  facilities and refreshments. The social time gives an opportunity for	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-d09/837	-0.00579417743306841	-0.00162508844434455	church	NN	NA	C	C	NA	 facilities and refreshments. The social time gives an opportunity for <font color=green>church</font>  leaders to become acquainted with the new members. In conducting	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/935	-0.00577045596616649	-0.00161548116069707	church	NN	NA	A	A	NA	 dramatization- for example, in discussing the Lord 's Supper or <font color=green>church</font>  symbolism. Use audio-visual aids. Some excellent filmstrips with recordings and	church	a1	none	no	no	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d10/1913	-0.00577362471213648	-0.00164698002189596	church	NN	NA	A	A	NA	 impressive Roman Catholic defense of the practical autonomy of both <font color=green>church</font>  and state. The failure at that time of the Puerto	church	a1	none	no	no	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d10/2166	-0.00575555147243966	-0.00163801839765804	church	NN	NA	B	B	NA	 the Christian claim is of considerable significance. The Roman Catholic <font color=green>Church</font>  has excommunicated one of its priests, Father Feeney, for insisting	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d10/2187	-0.00575391592735827	-0.00164050558612933	church	NN	NA	A	A	NA	 for insisting that there is no salvation outside the visible <font color=green>church</font> . In mentioning this under`` salvation reconsidered'' I do not mean	church	a1	the	no	yes	A	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d12/1462	-0.00579676909264681	-0.00162804427875166	church	NN	NA	A	A	NA	 is discussed must surely be raised. The role of both <font color=green>church</font>  and university as sources of information and settings within which	church	a1	none	no	no	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d12/233	-0.00575249750519114	-0.0016338688483581	church	NN	NA	A	A	NA	 social change? What social, ethical and theological insights can the <font color=green>church</font>  and university help him bring to bear upon his situation	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d12/976	-0.00577157472621948	-0.00162764611276971	church	NN	NA	C	C	NA	 social and professional organizations, as citizens and civic leaders, as <font color=green>church</font>  laymen, as university alumni, as newspaper readers, etc.. From such	church	a1	none	no	no	C	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d14/209	-0.00575878576580129	-0.00162439362240793	church	NN	NA	A	A	NA	 of churches. Presumably those who did not have a formal <font color=green>church</font>  connexion had also felt the influence of Christianity to a	church	a1	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d14/234	-0.00577089448073044	-0.00165231243440306	church	NN	NA	C	C	NA	 extent. Many of them had once been members of a <font color=green>church</font>  or at least had been given instruction in Christianity but	church	b	a	no	no	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/410	-0.00578875917205906	-0.00163632148569373	church	NN	NA	A	A	NA	 be absurd. For instance, we cannot know whether even for <font color=green>church</font>  members the degree of conformity to Christian standards of morality	church	b	NA	no	NA	A	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/428	-0.00575662549072704	-0.00162699832973392	church	NN	NA	C	C	NA	 standards of morality increased or declined as the proportion of <font color=green>church</font>  members in the population rose. The temptation is to say	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/446	-0.00575576761153749	-0.00164091242502645	church	NN	NA	C	C	NA	 The temptation is to say that, as the percentage of <font color=green>church</font>  members mounted, the degree of discipline exercised by the churches	church	b	none	no	no	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/557	-0.00577364025258429	-0.00163548958348206	church	NN	NA	A	A	NA	 If guilty, the offender might be excluded from membership. As <font color=green>church</font>  membership burgeoned, such measures faded into desuetude. But whether this	church	b	NA	no	NA	A	singular	no	no	no	no	no	no	yes	no	yes	b
