id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text	wordform	msOct	determiner	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization	msOct4
church/NN/br-b15/1190	-0.00468046450798526	-0.00656837767806814	church	NN	NA	C	C	NA	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=green>Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to	Church	c2	the	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-b18/1829	-0.0046629686319939	-0.00657869448191023	church	NN	NA	C	C	NA	 the Women 's Association of the Trumbull Ave. United Presbyterian <font color=green>Church</font> , considerable use was made of material from The Detroit News	Church	c2	the	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-b24/1259	-0.00466488963687085	-0.00656145767412999	church	NN	NA	C	C	NA	 or less native. Sometimes they get their initial experience in <font color=green>church</font>  haflis, conducted by Lebanese and Syrians in the U. S.	church	b1	NA	no	NA	?	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-d01/1628	-0.00469314040510062	-0.0065726242741989	church	NN	church%1:14:00::	B	B	A	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	church	a2	a	no	no	B	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/1641	-0.00469181470831699	-0.00657839117019617	church	NN	church%1:14:00::	B	B	A	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	church	a2	the	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d02/706	-0.00469051678378745	-0.00658069738279119	church	NN	church%1:14:00::	A	A	A	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/786	-0.00466321154651467	-0.00658085934483744	church	NN	church%1:14:00::	A	A	A	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/877	-0.00466052103930288	-0.00659397564773291	church	NN	church%1:14:00::	A	A	A	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/923	-0.00470092385636472	-0.00660332699511865	church	NN	church%1:14:00::	A	A	A	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/949	-0.00467766156968862	-0.00659003880981666	church	NN	church%1:14:00::	A	A	A	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/969	-0.00466524799010648	-0.00656102808662971	church	NN	church%1:14:00::	A	A	A	 us, God does have need of his creatures, and the <font color=green>church</font> , a fortiori, can ill afford to do without the talents	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/1080	-0.0047044678996775	-0.00656921025204126	church	NN	church%1:04:00::	E	E	D	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1342	-0.00468432357991256	-0.00658571569894085	church	NN	church%1:06:00::	E	E	C	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	church	c3	none	yes	no	?	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1350	-0.00469401018328996	-0.00658727079212707	church	NN	church%1:06:00::	E	E	C	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	church	c3	NA	yes	NA	?	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1871	-0.00466385791474756	-0.00659599554934849	church	NN	catholic_church%1:14:00::	B	B	B	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d03/1909	-0.00466390575828594	-0.00656224828408137	church	NN	church_of_england%1:14:00::	B	B	F	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d03/2097	-0.00469072220230107	-0.00659420415420085	church	NN	church%1:14:00::	A	A	A	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice	church	a2	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/2336	-0.00466939817569384	-0.00656602768728952	church	NN	catholic_church%1:14:00::	D	D	B	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.	church	c1	a	yes	no	D	singular	no	no	no	no	no	yes	no	no	no	c
church/NN/br-d03/2341	-0.00467840175212955	-0.00660666305213423	church	NN	church%1:14:00::	A	A	A	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	Church	a1	NA	no	NA	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/721	-0.00468565150798761	-0.00656995149799907	church	NN	church%1:06:00::	B	B	C	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	Church	c1	the	yes	yes	D	singular	yes	no	no	yes	no	yes	no	no	no	c
church/NN/br-d03/862	-0.00469119920889094	-0.00658247795981125	church	NN	church_of_england%1:14:00::	B	B	F	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d03/883	-0.00466405508316948	-0.00656828081554747	church	NN	church_roll%1:10:00::	C	C	E	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d03/899	-0.00467791322920097	-0.00656993237971334	church	NN	church_of_england%1:14:00::	B	B	F	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d03/945	-0.00469882998671287	-0.00660535119596789	church	NN	church_of_england%1:14:00::	B	B	F	 than an Archbishops' Commission`` reported last month that in the <font color=green>Church</font>  of England alone there are 790 churches which are redundant	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d04/56	-0.00468691469282444	-0.00656984462029981	church	NN	church_father%1:18:00::	A	A	A	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal	church	a1	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d05/1163	-0.00466185443520769	-0.00656271588160122	church	NN	NA	B	B	NA	 Parker as the ultra-liberal minister within the pale of a <font color=green>church</font>  which had proclaimed itself the repository of liberality poses a	church	a2	a	no	no	?	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d06/2048	-0.00468219975713925	-0.00657811451332027	church	NN	NA	E	E	NA	 not one of the 70000000 Americans who do not attend <font color=green>church</font> , but who feel that various forms of recreation are more	church	c3	none	yes	no	E	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d06/2174	-0.00468833051021755	-0.00656841211213897	church	NN	NA	C	C	NA	 spiritually. No amount of religious ceremonies or even joining a <font color=green>church</font>  will relieve the gnawing of your`` inner'' space. Why? Because	church	b	a	no	no	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d07/1408	-0.00469914709188403	-0.00657283264242503	church	NN	NA	D	D	NA	 then jumped; she was fatally injured. The entrance to a <font color=green>church</font>  has been walled up, so that the congregation, most of	church	c1	a	yes	no	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-d07/216	-0.00466283339626008	-0.00659689974896151	church	NN	NA	C	C	NA	 of the most wholesome things you could schedule in your <font color=green>church</font>  would thus be a group confessional where people could admit	church	b1	your	no	yes	C	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-d09/1054	-0.00467496816649354	-0.00656518502892917	church	NN	NA	C	C	NA	 Me'',`` What the Church Means to Me'',`` Why Join the <font color=green>Church</font> '',`` The Duties of Church Members'', etc.. Assign a series of	Church	a2	the	no	yes	?	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-d09/1061	-0.00467323872271937	-0.00659847482620731	church	NN	NA	C	C	NA	 Means to Me'',`` Why Join the Church'',`` The Duties of <font color=green>Church</font>  Members'', etc.. Assign a series of catechism questions to be	Church	b	NA	no	NA	C	singular	yes	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/1260	-0.00470024152239858	-0.00660354555082159	church	NN	NA	C	C	NA	 provides a natural transition into the life of the local <font color=green>church</font>  and its organizations. The total process of evangelism reaches the	church	b	the	no	yes	C	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-d09/1619	-0.00466249508597723	-0.00657776596643401	church	NN	NA	C	C	NA	 the group of new members to be put in the <font color=green>church</font>  paper or placed on the bulletin board. Have a fellowship	church	b1	NA	no	NA	C	singular	no	no	no	no	no	no	yes	yes	no	b
church/NN/br-d09/1641	-0.00465867669761217	-0.00655330385442074	church	NN	NA	C	C	NA	 fellowship luncheon or dinner with new members as guests. The <font color=green>church</font>  is`` the family of God''. The members of the`` family	church	a1	the	no	yes	C	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d09/1829	-0.00467083478287809	-0.00656764966658836	church	NN	NA	C	C	NA	 during the same period there were 1080062 additions. Another major <font color=green>church</font>  body had 4499608 members and twenty years later its membership	church	b	NA	no	NA	?	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/2026	-0.00466608275088114	-0.00656574622525872	church	NN	NA	C	C	NA	 planned and carefully developed. The entire membership of the local <font color=green>church</font>  must be alerted to their part in this dynamic process	church	b	the	no	yes	C	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-d09/2040	-0.00466219595222368	-0.00660601687170619	church	NN	NA	C	C	NA	 alerted to their part in this dynamic process. If the <font color=green>church</font>  has followed the plan of cultivation of prospects and carried	church	b	the	no	yes	?	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/2084	-0.00466487519966951	-0.00657532020800842	church	NN	NA	A	A	NA	 under way. Those who enter the front door of the <font color=green>church</font>  intelligently and with Christian dedication will not so easily step	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d09/2174	-0.00470049859991102	-0.00657779229608698	church	NN	NA	C	C	NA	 members. The new members justifiably expect some things from their <font color=green>church</font>  family:	church	b	their	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/724	-0.00468018704381967	-0.006568262567921	church	NN	NA	C	C	NA	 as well as the program and activities of the local <font color=green>church</font> . The lay leadership of the church may be invited to	church	b	the	no	yes	C	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-d09/731	-0.00468296316575136	-0.00659637593683097	church	NN	NA	C	C	NA	 activities of the local church. The lay leadership of the <font color=green>church</font>  may be invited to speak on the various phases of	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/742	-0.00465766808939034	-0.00655362018142507	church	NN	NA	C	C	NA	 may be invited to speak on the various phases of <font color=green>church</font>  life, service opportunities, the church school, missions, men 's work	church	d	NA	no	NA	C	singular	no	no	no	no	no	no	no	NA	no	d
church/NN/br-d09/749	-0.00469580711231834	-0.00657049204308295	church	NN	NA	C	C	NA	 on the various phases of church life, service opportunities, the <font color=green>church</font>  school, missions, men 's work, women 's work, youth program	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/775	-0.004662315091605	-0.00659824486309859	church	NN	NA	C	C	NA	 youth program, social activities, and finances. The budget of the <font color=green>church</font>  may be presented and pledges solicited at this session. An	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/825	-0.00467368262691258	-0.00659862672358287	church	NN	NA	D	D	NA	 fourth session may be concluded with a tour of the <font color=green>church</font>  facilities and refreshments. The social time gives an opportunity for	church	c1	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-d09/837	-0.00469417460353352	-0.00659716186972631	church	NN	NA	C	C	NA	 facilities and refreshments. The social time gives an opportunity for <font color=green>church</font>  leaders to become acquainted with the new members. In conducting	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/935	-0.00469682560251989	-0.00657008027247271	church	NN	NA	A	A	NA	 dramatization- for example, in discussing the Lord 's Supper or <font color=green>church</font>  symbolism. Use audio-visual aids. Some excellent filmstrips with recordings and	church	a1	none	no	no	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d10/1913	-0.00466476025518184	-0.00655903677535401	church	NN	NA	A	A	NA	 impressive Roman Catholic defense of the practical autonomy of both <font color=green>church</font>  and state. The failure at that time of the Puerto	church	a1	none	no	no	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d10/2166	-0.00466848432609808	-0.00656157439521172	church	NN	NA	B	B	NA	 the Christian claim is of considerable significance. The Roman Catholic <font color=green>Church</font>  has excommunicated one of its priests, Father Feeney, for insisting	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d10/2187	-0.00470061119113777	-0.00660037814358579	church	NN	NA	A	A	NA	 for insisting that there is no salvation outside the visible <font color=green>church</font> . In mentioning this under`` salvation reconsidered'' I do not mean	church	a1	the	no	yes	A	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d12/1462	-0.00469252903020947	-0.00657879922431814	church	NN	NA	A	A	NA	 is discussed must surely be raised. The role of both <font color=green>church</font>  and university as sources of information and settings within which	church	a1	none	no	no	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d12/233	-0.00466207775243663	-0.0065807578968981	church	NN	NA	A	A	NA	 social change? What social, ethical and theological insights can the <font color=green>church</font>  and university help him bring to bear upon his situation	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d12/976	-0.00465571540097864	-0.00660294746593463	church	NN	NA	C	C	NA	 social and professional organizations, as citizens and civic leaders, as <font color=green>church</font>  laymen, as university alumni, as newspaper readers, etc.. From such	church	a1	none	no	no	C	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d14/209	-0.0046983292874388	-0.00657650538063224	church	NN	NA	A	A	NA	 of churches. Presumably those who did not have a formal <font color=green>church</font>  connexion had also felt the influence of Christianity to a	church	a1	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d14/234	-0.00469209585983935	-0.00656312449933538	church	NN	NA	C	C	NA	 extent. Many of them had once been members of a <font color=green>church</font>  or at least had been given instruction in Christianity but	church	b	a	no	no	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/410	-0.00469311531125941	-0.00660921483485196	church	NN	NA	A	A	NA	 be absurd. For instance, we cannot know whether even for <font color=green>church</font>  members the degree of conformity to Christian standards of morality	church	b	NA	no	NA	A	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/428	-0.00469015371661043	-0.00657621295737366	church	NN	NA	C	C	NA	 standards of morality increased or declined as the proportion of <font color=green>church</font>  members in the population rose. The temptation is to say	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/446	-0.00467751382762025	-0.00657184806433922	church	NN	NA	C	C	NA	 The temptation is to say that, as the percentage of <font color=green>church</font>  members mounted, the degree of discipline exercised by the churches	church	b	none	no	no	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/557	-0.00468936377493819	-0.00656951161665476	church	NN	NA	A	A	NA	 If guilty, the offender might be excluded from membership. As <font color=green>church</font>  membership burgeoned, such measures faded into desuetude. But whether this	church	b	NA	no	NA	A	singular	no	no	no	no	no	no	yes	no	yes	b
