id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw	genre	broad_genre	wordform	msOct	mcuesOct	mcommOct	determiner	premodifier	postmodifier	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization
church/NN/br-d03/1342	0.0164633613950265	0.0107332382292195	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	5	2	2.95195484225548	0.4	3	religion	non-fiction	church	c3	find as many men as women in		none	NA	NA	yes	no	?	singular	no	no	no	no	no	no	no	yes	no
church/NN/br-d03/1350	0.0049703386171082	0.0101665647476791	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	5	4	2.81893035224512	0.8	7	religion	non-fiction	church	c3	everyone in;women in church;congregations		NA	NA	NA	yes	NA	?	singular	no	no	no	no	no	no	no	yes	no
church/NN/br-d03/1871	0.047197399584567	0.0510313267505885	church	NN	B	B	AB	AB	catholic_church%1:14:00::	B1	B	AB	AB	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with	2	2	3.09803328542137	1	6	religion	non-fiction	Church	a2	Catholic		the	Catholic	NA	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes
church/NN/br-d03/1909	0.0247525900050953	0.0614479166032734	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	6	2	2.85615829924049	0.333333333333333	4	religion	non-fiction	Church	a2	clergymen of the;of England		the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes
church/NN/br-d03/2097	0.07137300248801	0.0855413169378007	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice	4	0	2.48175667660213	0	2	religion	non-fiction	church	a2	figures		NA	NA	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d03/2336	0.038582543421633	0.021706400733495	church	NN	D	D	DE	CDE	catholic_church%1:14:00::	B1	B	AB	AB	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.	2	1	2.99059766646577	0.5	6	religion	non-fiction	church	c1	Mass;offered;at a Catholic;in Slough		a	Catholic	NA	yes	no	D	singular	no	no	no	no	no	yes	no	no	no
church/NN/br-d03/2341	0.048552563211485	0.0310996496733814	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	2	1	3.17197210239365	0.5	5	religion	non-fiction	Church	a1	during then;Unity Octave		NA	NA	NA	no	NA	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-d03/721	-0.0469224155280086	0.104980813933144	church	NN	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	1	0	2.78913174830542	0	3	religion	non-fiction	Church	c1	crowds;going in and out of the;Sunday mornings	Name of church plus ‘going in and out’	the	Birmingham Oratory (Catholic)	NA	yes	yes	D	singular	yes	no	no	yes	no	yes	no	no	no
church/NN/br-d03/862	0.0196540170482792	-0.00982252355953393	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but	3	2	2.58260300513157	0.666666666666667	4	religion	non-fiction	Church	a2	of England		the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes
church/NN/br-d03/883	0.00137296539988315	-0.220560830095122	church	NN	C	C	C	CDE	church_roll%1:10:00::	C	C	C	CDE	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized	4	3	2.546047912838	0.75	3	religion	non-fiction	church	b	parochial;rolls;registered		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-d03/899	0.0784128925573475	0.117735776943086	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	3	2	2.81517574053193	0.666666666666667	3	religion	non-fiction	Church	a2	baptized into the;of England		the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes
church/NN/br-d03/945	0.0725471175406439	0.0058757556595791	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 than an Archbishops' Commission`` reported last month that in the <font color=green>Church</font>  of England alone there are 790 churches which are redundant	1	0	2.72451058449298	0	2	religion	non-fiction	Church	a2	of England	capital letter, definiteness, modifier	the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes
church/NN/br-d04/56	0.0632311927106869	0.173987506668789	church	NN	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal	4	5	2.47040112380858	1.25	5	religion	non-fiction	church	a1	father;unique;universal		NA	NA	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-f15/713	0.170821636276944	0.0893797702976085	church	NN	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 permit birth control only for medical reasons. The Roman Catholic <font color=green>Church</font> , however, sanctions a much more liberal policy on family planning	5	2	3.87076524704997	0.4	2	popular_lore	fiction	Church	a2	the Roman Catholic;sanctions	capital letter, definiteness, agent	the	Roman Catholic	NA	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes
church/NN/br-f15/754	0.115865748028855	0.0334804752541708	church	NN	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 disagree over the methods to be used. The Roman Catholic <font color=green>Church</font>  sanctions only abstention or the rhythm method, also known as	1	0	3.21005704088164	0	4	popular_lore	fiction	Church	a2	The Roman Catholic;sanctions	capital letter, definiteness, agent	the	Roman Catholic	NA	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes
church/NN/br-f15/776	0.468538383691588	-0.035603221815945	church	NN	A	A	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 as the use of the infertile or safe period. The <font color=green>Church</font>  considers this to be the method provided by nature and	3	1	2.76828892369492	0.333333333333333	1	popular_lore	fiction	Church	a2	considers	capital letter, definiteness, agent	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-f15/862	0.179802460535875	0.342286824110467	church	NN	A	A	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 there seems little chance of agreement. The grounds for the <font color=green>Church</font>  's position are Scriptural( Old Testament), the teachings of the	3	1	2.3771712639949	0.333333333333333	1	popular_lore	fiction	Church	a2	's position;Scriptural;teachings	Capital letter and definiteness	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-f15/882	0.253813826830086	0.138154848838446	church	NN	A	A	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 the teachings of the fathers and doctors of the early <font color=green>Church</font> , the unbroken tradition of nineteen centuries, the decisions of the	4	1	2.48060685124314	0.25	1	popular_lore	fiction	Church	a1	teachings;fathers;doctors of;early		the	early	NA	no	yes	A	singular	yes	no	no	no	no	yes	no	NA	yes
church/NN/br-f44/1076	0.0962511192632899	-0.0999404226991931	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and economic level of the congregation; the mission of the <font color=green>church</font>  is actually a process of informal co-optation; the lay ministry	5	2	2.87796569654453	0.4	3	popular_lore	fiction	church	b	the mission of the;co-optation		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-f44/1285	0.131451141883784	-0.0875163366591088	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 co-optation is the principal form of mission in the contemporary <font color=green>church</font> ; economic integration and co-optation are the two methods by which	3	1	2.89149761735479	0.333333333333333	2	popular_lore	fiction	church	b	co-optation;mission;contemporary		the	contemporary	NA	no	yes	?	singular	no	no	yes	no	no	no	yes	no	yes
church/NN/br-f44/1618	0.189147511767479	-0.110998227492373	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 in the metropolis. It now becomes evident that the denominational <font color=green>church</font>  is intimately involved with the economy of middle-class culture, for	5	1	2.30942087186894	0.2	2	popular_lore	fiction	church	b	denominational;economy;middel-class culture		the	denominational	NA	no	yes	C	singular	no	no	no	no	no	yes	yes	no	yes
church/NN/br-f44/2150	0.0709067876017695	-0.141438805566335	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 will occupy our attention under the rubric of the organization <font color=green>church</font> . An understanding of the new role of residential association in	3	1	2.26309649185286	0.333333333333333	2	popular_lore	fiction	church	a2	organization;residential association	i’m not sure i understand the compund ‘organization church’	the	organization	NA	no	yes	?	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-f44/368	0.0159736417629408	-0.0823760067980268	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 they can lose higher- and lower status members from the <font color=green>church</font>  without collapsing, but they need adequate recruits for the core	3	1	2.81548636299412	0.333333333333333	2	popular_lore	fiction	church	b	higher- and lower status;members;recruits		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-f44/647	0.017754005525241	0.0150799471385519	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 denominations. There is much talk in theological circles about the`` <font color=green>Church</font>  as Mission'' and the`` Church 's Mission''; theologians have been	4	4	2.99216059641493	1	5	popular_lore	fiction	Church	a1	theological circles;Mission;theologians	Capital letter and definiteness	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-f44/654	0.0120201576586706	0.0169126818482276	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 in theological circles about the`` Church as Mission'' and the`` <font color=green>Church</font>  's Mission''; theologians have been stressing the fact that the	4	2	3.29046574267242	0.5	3	popular_lore	fiction	Church	a2	's Mission;theologians	Capital letter and definiteness	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-f44/667	-0.206960613654301	0.422365806044315	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 's Mission''; theologians have been stressing the fact that the <font color=green>Church</font>  does not exist for its own sake but as a	4	1	2.53325058472856	0.25	1	popular_lore	fiction	Church	a1	theologians;exist;Mission	Capital letter and definiteness	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-f44/924	0.0463902980022303	-0.0430169497963039	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 with friendly members the`` contacts with an organization of the <font color=green>church</font> ''( 11.2 per cent of the cases), then a substantial two	3	3	2.48861896209931	1	4	popular_lore	fiction	church	b	an organization of the		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-f44/986	0.00056406254082694	-0.0804469089676151	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 people; the new people respond in kind by joining the <font color=green>church</font> . Missionary outreach by friendly contact looks somewhat different when one	4	2	2.27962118217019	0.5	3	popular_lore	fiction	church	b	joining the;missionary outreach		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-g12/1271	0.0601647459588726	0.24485788154368	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 and gestured toward the Madeleine. The classical lines of the <font color=green>church</font>  which Napoleon thought of as a Temple of Glory, dominated	5	2	2.70755159910915	0.4	3	belles_lettres	fiction	church	c1	classical lines;Madeleine;Temple of Glory		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-g12/1807	0.158602103134447	0.301523239560548	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 not attractive, but it is deeper. When you pass a <font color=green>church</font>  on an Irish bus, all the hands flurry in the	2	0	2.25746329992893	0	1	belles_lettres	fiction	church	c1	pass;bus		a	NA	NA	yes	no	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-g12/544	-0.313527658857046	-0.0136114280721381	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 the Madeleine and across to a sidewalk cafe opposite that <font color=green>church</font> . The conversation that ensued may have been engrossing but it	4	2	2.40710681895031	0.5	3	belles_lettres	fiction	church	c1	Madeleine;sidewalk;opposite		that	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-h17/1199	0.370149921436738	-0.232074024636214	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 because of his willingness to kill in defense of his <font color=green>church</font>  and home. Upon administrative approval of the reclassification, he was	2	0	3.65926184758478	0	1	miscellaneous	non-fiction	church	b	in defense of his		his	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-h17/1434	0.140627133993134	-0.160372110663291	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 preaching and from 20 to 25 hours per month to <font color=green>church</font>  activities. His claim was therefore`` so highly exaggerated'', the Department	1	1	2.44158533320965	1	2	miscellaneous	non-fiction	church	b1	preaching;hours per month;activities		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	yes	no
church/NN/br-j23/1105	0.0608590220819165	-0.0738617776218163	church	NN	C	C	C	CDE	church_member%1:18:00::	C	C	C	CDE	 which is reflective of our common religion. Even the non <font color=green>church</font>  members- the freewheelers, marginal religionists and so on- have the	2	1	2.52044886528405	0.5	2	learned	non-fiction	church	a2	members;common religion		NA	NA	NA	no	NA	?	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-j57/2237	0.259233382144564	0.183243874753694	church	NN	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 which reached Christianity by the way of Stoicism through the <font color=green>Church</font>  Fathers of Late Antiquity.	3	1	3.06455473983809	0.333333333333333	1	learned	non-fiction	Church	a1	Christianity;Stoicism;Fathers;Late Antiquity		NA	NA	NA	no	NA	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-j57/958	0.309826944714589	-0.0179618456701555	church	NN	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 all possessions. This conception was taken up by the early <font color=green>Church</font>  Fathers and by canon lawyers and theologians in the Middle	5	1	2.45936813710958	0.2	2	learned	non-fiction	Church	a1	conception;early;Fathers;canon lawyers;theologians		NA	early	NA	no	NA	A	singular	yes	no	no	no	no	yes	no	NA	yes
church/NN/br-j58/1496	0.0888369245619211	-0.252208264282617	church	NN	D	D	DE	CDE	church_bell%1:06:00::	D	D	DE	CDE	 In many Northern towns and cities meetings were held and <font color=green>church</font>  bells were tolled. Such was not the case in Rhode	4	0	2.15574203182276	0	2	learned	non-fiction	church	c1	bells		NA	NA	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1076	-0.0900343512457562	-0.0693218062796751	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 There were two liquor saloons not very far from the <font color=green>church</font> , one white, that is conducted for white people with a	4	1	2.306659109428	0.25	3	fiction_gral	fiction	church	c1	saloons;far from		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1117	-0.271322351385464	-0.0938191679557116	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 of gambling in both. On the other side of the <font color=green>church</font>  was a quiet, well-kept house with shutters and recently painted	4	0	2.9248928324193	0	2	fiction_gral	fiction	church	c1	on the other side of the;house;shutters;painted		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1145	-0.321067293820545	-0.340523135895386	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 it. It was called Kent House. The deacon of the <font color=green>church</font> , Carlson, was its janitor. One of the leading members of	3	0	2.73467231289593	0	1	fiction_gral	fiction	church	c2	deacon of 	the reference of janitor is to Kent House, not the church… being a deacon refers to the community aspect mainly	the	NA	NA	yes	yes	?	singular	no	no	no	no	no	no	yes	no	no
church/NN/br-k04/1419	-0.121174493352424	-0.178252963664717	church	NN	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 stress, and that was that the contribution to the general <font color=green>church</font>  expenses, the dollar money, had been seriously falling behind in	3	0	2.39623262207121	0	2	fiction_gral	fiction	church	b	expenses;dollar money;contribution		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/1433	-0.121174493352424	-0.178252963664717	church	NN	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 the dollar money, had been seriously falling behind in this <font color=green>church</font> , and that must be looked after immediately. In fact, he	1	0	2.39623262207121	0	2	fiction_gral	fiction	church	b	dollar money;falling behind	the building aspect might be in the background as well (in other occurrences, it gets highlighted by ‘mortgage’)	this	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/1485	0.0234256869403022	-0.00291527082550385	church	NN	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 that clear as this was, they must have a better <font color=green>church</font> , a more business-like conduct of the church organization, and an	2	1	3.00605215969893	0.5	3	fiction_gral	fiction	church	b	business-like conduct;organization		a	better	NA	no	no	?	singular	no	no	yes	no	no	no	yes	no	yes
church/NN/br-k04/1493	0.0317224313742049	-0.00168991595197504	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 have a better church, a more business-like conduct of the <font color=green>church</font>  organization, and an effort to get this religious center out	4	2	2.76845770698141	0.5	4	fiction_gral	fiction	church	b	business-like conduct;organization		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/1514	0.109054456078841	-0.0814864439975961	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 out of its rut of wild worship into a modern <font color=green>church</font>  organization. He emphasized to the Presiding Elder the plan of	5	2	2.70993452558037	0.4	3	fiction_gral	fiction	church	b	modern;organization;wild worship		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/1634	-0.169804231808729	-0.100182580152285	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 to colored folk. When it was proposed to rebuild the <font color=green>church</font> , Wilson found that the terms for a new mortgage were	2	0	2.25570003093811	0	2	fiction_gral	fiction	church	c1	rebuild;mortgage		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1685	0.0358215241566279	-0.269800972676565	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 made to his Deacon Board, he met unanimous opposition. The <font color=green>church</font>  certainly would not be removed. The very proposition was sacrilege	3	0	2.72139481078136	0	2	fiction_gral	fiction	church	c1	removed;Deacon Board		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1807	-0.228524235188331	-0.100074418819295	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 of money that has been invested by whites around that <font color=green>church</font> ? Tenements, stores, saloons, some gambling, I hope not too much	5	1	2.90185087955516	0.2	2	fiction_gral	fiction	church	c1	money;invested;around;tenemenets;stores;saloons	opposition to other buildings	that	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1874	-0.235744728170697	-0.205592662019964	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 were you I would just plan to repair the old <font color=green>church</font>  so it would last for five or ten years. By	3	2	2.4333179823306	0.666666666666667	2	fiction_gral	fiction	church	c1	repair;old;last;years		the	old	NA	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no
church/NN/br-k04/2301	0.146801443012173	-0.0317441825138138	church	NN	B	B	AB	AB	methodist_church%1:14:00::	B2	B	AB	AB	 mean practically the end of his career in the Methodist <font color=green>church</font> , if not in all churches.	3	1	2.5065823376464	0.333333333333333	1	fiction_gral	fiction	church	a2	career;Methodist		the	Methodist	NA	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes
church/NN/br-k04/356	-0.158942973943128	-0.0406007514613104	church	NN	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 with the whites, especially the rich who partly supported the <font color=green>church</font> . The Deacon Board, headed by a black man named Carlson	7	2	2.21299464619528	0.285714285714286	3	fiction_gral	fiction	church	b	supported;Deacon Board		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/397	-0.0256618609586276	-0.0278460411891077	church	NN	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 support of the Amen corner. The characteristic thing about this <font color=green>church</font>  was its Amen corner and the weekly religious orgy. A	4	4	2.18523977794942	1	4	fiction_gral	fiction	church	b	Amen corner;weekly religious orgy		this	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/828	-0.0191912823621448	-0.0480932159877209	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 the home of one of the old members of the <font color=green>church</font> , a woman named Catt who, as Wilson afterward found, was	2	1	2.52716037545012	0.5	2	fiction_gral	fiction	church	b	members		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/877	-0.0641020222547271	-0.0486595943644636	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 never married, conducting a spotless home and devoted to her <font color=green>church</font> , but a perpetual dissenter and born critic. She soared over	2	1	2.36778958859435	0.5	4	fiction_gral	fiction	church	b	devoted to her		her	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/923	-0.149074792957713	-0.0604234644235983	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 which she was chief repository. Then Wilson looked over the <font color=green>church</font>  and studied its condition. The salary of the pastor had	3	1	2.58802207299419	0.333333333333333	3	fiction_gral	fiction	church	c1	looked over;condition;pastor		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/975	-0.329857190912206	-0.0614512876963712	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 he mentioned this to the Deacons they said nothing. The <font color=green>church</font>  itself must be repaired. It was dirty and neglected. It	3	2	2.57891912223528	0.666666666666667	2	fiction_gral	fiction	church	c1	repaired;dirty;neglected		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k06/1056	0.00824648532306052	0.399984883398038	church	NN	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 northward to Brooklyn, below Point Peter, he could see the <font color=green>church</font>  spire wherever he looked back. Sometimes they went south and	5	0	2.10992785922039	0	1	fiction_gral	fiction	church	c1	spire;northward		NA	NA	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no
