_id	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.x	c.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	c.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.x	c.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.x	s.model1_semcw.10k_all.5_5.ppmi0.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.noweight.5_5.nocomp.y	s.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.x	s.model1_semcw.10k_dvnj.5_5.ppmi0.5_5.nocomp.y	sentence	sense	supersense	compound_status	_text	wordform
church/N/br-a10/1918	0.0195725490390191	0.0284135482058992	-0.000443419704410748	0.0158039642865526	0.00909354792308189	-0.00908349735940502	-0.00363984192508507	0.0122324567344489	-0.0250536813416516	0.0311797127589007	0.0285504106503122	-0.00013632200289285	-0.0208816904428901	0.0421511736639271	0.00167806827542167	-0.000604471838383535	To step up the denomination 's program , the Rev. Mr. Brandt suggested the vision of 8000 new Assemblies of God churches in the next 10 years . To accomplish this would	b	B	simply_church	8000 new Assemblies of God <span class='hit'>churches</span> in the next 10 years	churches
church/N/br-a10/1940	-0.0499792942680665	-0.0790717351917827	0.0426691621020362	-0.0410607365213645	-0.0113049217860565	0.0731224715763837	0.047927698404946	-0.0430995588559914	-0.17251697515416	-0.128623889602917	0.0285611212560464	-0.000135391750765183	-0.219769295625939	-0.0175994405689371	0.00168225340191674	-0.000584913753366006	some changes in methods , he said . `` The church 's ability to change her methods is going to determine her ability to meet the challenge of this hour '' .	a2	A	simply_church	he said . `` The <span class='hit'>church</span> 's ability to change her	church
church/N/br-a10/1980	0.0387038843944902	0.0285713341349021	-0.0242338302882084	0.0714390586123071	0.0173168524662173	-0.044827406160512	-0.038443614929808	0.0729769955027657	0.0103557079828671	0.0294411435419384	0.0285465130400421	-0.000134193080114252	0.0197330193475232	0.0447607728421362	0.00167949221920677	-0.000596683200116527	A capsule view of proposed plans includes : Encouraging by every means , all existing Assemblies of God churches to start new churches . Engaging mature , experienced men	b	B	simply_church	all existing Assemblies of God <span class='hit'>churches</span> to start new churches .	churches
church/N/br-a10/1984	-0.0034142180380282	0.0828576163630507	-0.0207899540072672	0.111936953127925	-0.0517850408738122	-0.0593262816881318	-0.0420929436977233	0.111874997270256	-0.00581792352911191	0.0230726701566992	0.0285391144001685	-0.000133313071166803	0.00590547622336864	0.0518274247021729	0.00168630712162637	-0.000600510375821945	A capsule view of proposed plans includes : Encouraging by every means , all existing Assemblies of God churches to start new churches . Engaging mature , experienced men to pioneer or open	b	B	simply_church	God churches to start new <span class='hit'>churches</span> . Engaging mature , experienced	churches
church/N/br-a10/1996	0.0402619884894745	0.0529122048116931	0.0273386612951152	-0.0723289569402954	0.0639067768747358	0.00188347841994756	0.0391196720858129	-0.0740557286882554	0.00711836117669313	0.0622845431485862	0.0285485935934378	-0.000142039057497143	0.0178036931090227	0.0779710508088947	0.0016917289860202	-0.000596312700789302	Engaging mature , experienced men to pioneer or open new churches in strategic population centers . Surrounding pioneer pastors with vocational	b	B	simply_church	to pioneer or open new <span class='hit'>churches</span> in strategic population centers .	churches
church/N/br-a10/2022	0.0387260399131277	-0.0076584895295781	-0.00231467653216638	-0.0280243436144202	0.0390398148524186	0.00539615204585992	0.00192900428994451	-0.0330065618283343	0.0165226795011829	-0.00716879620336166	0.0285520006129698	-0.000142806081900218	0.0143252386837511	-0.000449544853452855	0.00169551214909266	-0.000585832352560475	Surrounding pioneer pastors with vocational volunteers ( laymen , who will be urged to move into the area of new churches in the interest of lending their support to the new project ) .	b	B	simply_church	into the area of new <span class='hit'>churches</span> in the interest of lending	churches
church/N/br-a10/2051	0.167418183704053	0.411273971595625	0	0	-0.0134529521314995	-0.443965312902994	0	0	0.108126034318485	0.361694199974833	0.0285308418979499	-0.000125267384332104	0.113580249921401	0.384687434548557	0.00168955719612292	-0.000587581666939397	Arranging for ministerial graduates to spend from 6 - 12 months as apprentices in well-established churches . U. S. Dist. Judge Charles L. Powell denied all	b	B	simply_church	months as apprentices in well-established <span class='hit'>churches</span> . U. S. Dist. Judge	churches
church/N/br-a16/453	-0.160642255847003	0.160009092422959	0.22870898709906	-0.0325856322166052	-0.190662000071449	0.114208846480513	0.242475671944156	0.00969112682416759	-0.0641006291432294	0.220617877168896	0.0285489261332889	-0.000146497220217153	-0.0517725564206886	0.23521094658926	0.00168527363222188	-0.000596111293650727	Because of the recent death of the bride 's father , Frederick B. Hamm , the marriage of Miss Terry Hamm to John Bruce Parichy will be a small one at noon tomorrow in St. Bernadine 's church , Forest Park . A small reception will follow in	c1	C	simply_church	tomorrow in St. Bernadine 's <span class='hit'>church</span> , Forest Park . A	church
church/N/br-a17/2228	0.00219486207708326	0.0362968236842772	-0.0305428827273637	0.0868802398091987	-0.0136670579937481	-0.0337276120253864	-0.048461198406676	0.08676436029865	0.056574723579513	0.0136832657551056	0.028547983348522	-0.000136423901450352	0.0685302159840215	0.015582425844823	0.0016837454780858	-0.000590000299287612	Jr. seated guests . A reception was held at the church . The First Christian Church of Pampa was the setting	c1	C	simply_church	reception was held at the <span class='hit'>church</span> . The First Christian Church	church
church/N/br-a18/760	0.0657322727256434	0.144432618122309	-0.0367529597792876	-0.209522730772003	-0.00804178406598875	-0.15155959041608	0.00821542874202032	-0.220534088750847	-0.00157213459127679	0.12515902748292	0.0285289899599305	-0.000135520549980011	0.0223544017267865	0.142460325988742	0.00167768794354381	-0.000585335420663473	party . The women 's committee of St. David 's Church will hold its annual pre-Fair pink parade , a dessert bridge and fashion show at 1 P. M. on Monday , April 17 , in the chapel assembly room , Wayne .	c2	C	simply_church	committee of St. David 's <span class='hit'>Church</span> will hold its annual pre-Fair	Church
church/N/br-a31/1594	0.0161643583220105	0.0481223097970817	-0.103046216468053	0.30546899731881	0.00819318178028544	-0.0269944109621907	-0.142389897971972	0.284525533909968	0.0298072609237627	0.128132567664779	0.0285478096482345	-0.000140212118850919	0.0523992123905155	0.13631974599525	0.0016764098979483	-0.000597916237590026	So the Christian Youth Crusade against Communisn developed and more than 300 top teenagers and 65 adult advisers from Presbyterian churches of the area sat enthralled at the four-hour program .	b	B	simply_church	65 adult advisers from Presbyterian <span class='hit'>churches</span> of the area sat enthralled	churches
church/N/br-a31/1753	0.114925411009624	-0.0809004649273037	-0.0857943368664864	-0.088908615142613	-0.000996654723988376	-0.117533887853283	-0.0694647947156308	-0.105859401039006	-0.0271312473277729	0.0531525038517048	0.028551119297718	-0.000129897419368528	-0.0282464718906423	0.0917169967952213	0.0016876567235785	-0.000597946389623309	may be set up soon . And to encourage other churches to try their own programs , Kern said this Sunday 's sessions - including the free dinner - will be open to anyone who makes reservations .	b	B	simply_church	. And to encourage other <span class='hit'>churches</span> to try their own programs	churches
church/N/br-a31/2120	0.00383712198495017	0.000283473182196083	-0.086627238757512	0.0652101811039631	-0.00317596044020781	-0.000507109645785158	-0.090787271204018	0.0465833219430081	0.053105635661115	-0.0111818488579153	0.028550806520454	-0.000141221828781431	0.0382277908010026	0.0184190130371546	0.00168622540041482	-0.000597725767045246	Trinity Methodist Church . He is the sexton of the church . A family worship service will follow the program at	c2	C	simply_church	is the sexton of the <span class='hit'>church</span> . A family worship service	church
church/N/br-a31/2212	0.0494261982742578	0.0614412955620234	0.00371932120739326	-0.00087057345767187	0.00967888901938008	-0.0652534755260297	0.00587374930424299	-0.0018696107580434	0.0201738836639971	0.0976720092479655	0.02855177547978	-0.000144854875801759	0.0189763716652888	0.118811631878463	0.00167200051634296	-0.000587021643764555	. To start the week of special programs at the church , the Rev. John D. Henderson will preach on `` A Successful Marriage '' at 9 : 40 and 11 a. m. Sunday .	c3	C	simply_church	of special programs at the <span class='hit'>church</span> , the Rev. John D.	church
church/N/br-a31/2241	0.0307797262434523	0.0760847293184411	0.110051841197142	0.222108963840801	0.00140658659151972	-0.0630917519205532	0.12582136051445	0.186437868244732	0.0162175944139254	0.143440421631285	0.0285570540918337	-0.000142124261069849	0.0308178004158767	0.138519197449678	0.00169218499294038	-0.000591823188088155	and 11 a. m. Sunday . New officers of the church will be ordained and installed at the 7 : 30 p. m. service .	a2	A	simply_church	. New officers of the <span class='hit'>church</span> will be ordained and installed	church
church/N/br-a35/810	0.0369795486790191	-0.0175229905907273	0.002241308993415	-0.0198973769295651	0.0344401966564895	-0.000183907418661156	0.00592675440745684	-0.0197985327438349	-0.0169045970395029	-0.0402111167602162	0.0285591138728148	-0.000140405090348596	-0.0320106991321952	-0.0242683143201423	0.00168317404144614	-0.000603020725683174	closer scrutiny . For while the past needs of the Church in this country may have been adequately met by collegiate institutions , which in temper and tone closely resembled junior colleges and finishing schools , it would seem that today 's need is for the college which more closely resembles the university in its `` pursuit of excellence '' .	a2	A	simply_church	the past needs of the <span class='hit'>Church</span> in this country may have	Church
church/N/br-b04/1480	-0.039720523777442	0.307777017952321	-0.221509254805008	-0.060457824667388	-0.133545110397532	-0.283974400931278	-0.213302201645454	-0.081315685333538	-0.116083292831683	0.119897411749029	0.0285273790604196	-0.000140358537171291	-0.0511726885294881	0.18679227207261	0.00168249853639275	-0.000591010154996754	money and his name : Does it assail schools and churches with blanket accusations ? Does it attack other traditional American	b	B	simply_church	Does it assail schools and <span class='hit'>churches</span> with blanket accusations ? Does	churches
church/N/br-b08/1804	0.003092089679503	0.437798618733707	0.017731631237124	0.373678918897009	-0.156106123263113	-0.427266843579606	-0.0825374554055894	0.374316071949133	-0.0100301510765352	0.310155982529319	0.0285465400336919	-0.000132242056794505	0.0328473734976899	0.329127013261189	0.00167141949474767	-0.000601969420419071	But I was deeply moved by his letter of resignation as rector of St. Luke 's Church in Atlanta . It was the cry of not just	c2	C	simply_church	rector of St. Luke 's <span class='hit'>Church</span> in Atlanta . It was	Church
church/N/br-b08/1866	0.0220889168816405	0.00145855150503839	-0.0274842246949056	0.0721301571842385	-0.000872742967558734	-0.0285675387794451	-0.0388906754078987	0.0756182846742753	0.00732609927929376	-0.0118126164389578	0.028541554125826	-0.000140340521540695	0.000924717121609607	0.0212143120784439	0.00168697405599543	-0.000598918926493838	Imagine the searching and the prayer that lay behind the letter the rector wrote after almost a decade of service to this majestic church . `` Such a church needs vigor and vitality in	c1	C	simply_church	of service to this majestic <span class='hit'>church</span> . `` Such a church	church
church/N/br-b08/1871	0.0232647971960383	-0.0508214154422032	-0.0388679253070864	0.139113780010075	-0.0299792716598958	-0.0528557369816653	-0.0627481185667017	0.14267437298201	0.0160001369383578	-0.0166786680808407	0.0285397944642578	-0.000138249025751822	0.0105359006932409	0.0310540069513614	0.00168462767752122	-0.000596088163531487	of service to this majestic church . `` Such a church needs vigor and vitality in its rector and one man has only so much of these endowments '' , he told his members .	c2	C	simply_church	church . `` Such a <span class='hit'>church</span> needs vigor and vitality in	church
church/N/br-b08/1912	0.276506524621264	-0.0124086911446475	-0.19849297674386	-0.0798235620106124	0.179903083989393	-0.208831555365906	-0.196288216104575	-0.113370018571181	0.174949762448598	0.177898348056986	0.0285350124190276	-0.000128551197391433	0.205567955652231	0.201311761585468	0.00167303446064993	-0.000604976472403492	A minister should not stay `` beyond the time that his leadership should benefit '' his church , he wrote , `` for he becomes ordinary '' .	b	B	simply_church	leadership should benefit '' his <span class='hit'>church</span> , he wrote , ``	church
church/N/br-b08/2063	-0.0487854911191467	-0.0137318826358273	0.0258669217952053	-0.0279923159408388	-0.0279071243248	0.0380327386529271	0.0275242403677138	-0.0244155864508683	-0.0658942095309302	-0.0607953413880668	0.0285491714141987	-0.000143125249797928	-0.0856241190258832	-0.00224567093910938	0.00168312661330477	-0.000595915790079006	A man who gives himself to God and to the believers of his church takes upon himself a life of giving . He does	a2	A	simply_church	to the believers of his <span class='hit'>church</span> takes upon himself a life	church
church/N/br-b08/2363	-0.0369425741104964	-0.0112138476137965	0.0258669217952053	-0.0279923159408388	-0.0239912604411201	0.0301341031631534	0.0275242403677138	-0.0244155864508683	-0.264886219697536	-0.125358602483379	0.0285424155668721	-0.000132251522420636	-0.240179977063712	-0.115955452829813	0.00168376643366058	-0.000597129716889007	. But how little love we give him . The church truly is not a rest home for saints , but a hospital for sinners .	c1	C	simply_church	we give him . The <span class='hit'>church</span> truly is not a rest	church
church/N/br-b08/834	-0.0989966129597144	-0.0689321116662652	0.152415716082164	-0.000889878958765489	-0.109342684867708	0.00771703224457309	0.150789375159676	0.00906783815856746	-0.126238370091334	-0.0668514007514901	0.0285382172195299	-0.000140010069926669	-0.146263552369104	-0.0217498786109012	0.00168369873874528	-0.000594829267066326	tonight '' , he continued . `` I leave this church with a feeling that a great weight has been lifted off my heart , I have left my grudge at the altar and forgiven my neighbor '' .	NA	NA	simply_church	. `` I leave this <span class='hit'>church</span> with a feeling that a	church
church/N/br-b12/2009	0.0591250725761007	0.132084553887011	-0.00151696924563469	-0.117337344409094	0.152746279601485	0.0659481468097031	0.0209631103871036	-0.127239429714253	0.0174288125134847	-0.298243662567436	0.028538031370654	-0.000146513992252926	-0.158163355741173	-0.238797326702606	0.00169760732928198	-0.000590691697640639	In the second and third chapters of Revelation the new version retains , however , the old phrase `` angel of the church '' which Biblical scholars have previously interpreted as meaning bishop .	a1	A	simply_church	phrase `` angel of the <span class='hit'>church</span> '' which Biblical scholars have	church
church/N/br-b12/2217	0.0710975877031913	0.06965754413811	-0.0134296222172192	0.0618472579213298	0.0483792754965507	-0.0762657228420358	-0.0236963130411138	0.0649531459214071	0.0115563866236192	0.0254105103190175	0.0285508039186829	-0.00014267750814637	0.0187297482501285	0.0378386492206702	0.00167856556644131	-0.00059713202747788	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church	up of representatives of the <span class='hit'>Church</span> of England , Church of	Church
church/N/br-b12/2221	0.113628286475691	0.123763807535874	-0.0194247182650585	0.13738103482584	0.0642887248563082	-0.142183655211294	-0.0370684594829554	0.13988849310418	0.0812968718569894	0.0417348192055418	0.0285499808075963	-0.000141678250397307	0.0863267235919144	0.0546234864873024	0.00168161291551076	-0.00059615479508085	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church	the Church of England , <span class='hit'>Church</span> of Scotland , Methodist Church	Church
church/N/br-b12/2239	0.196032723736986	0.214587817008435	-0.0434705568194766	0.188382491798815	0.0829525115984147	-0.277739084175071	-0.0706083747664341	0.181282361489069	0.169190937361253	0.0765763414630913	0.028548127780751	-0.00014162072408851	0.169609701157923	0.116457081513298	0.00167731329181662	-0.000598079563503241	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church	Presbyterian Church of England , <span class='hit'>Churches</span> in Wales , Churches in	Churches
church/N/br-b12/2243	0.195588191671941	0.108481053276773	-0.0400232219678857	0.0945927814158715	0.102268484497312	-0.196194068469228	-0.0589405901770379	0.0960213359204865	0.0805512758121866	0.0161356309527705	0.0285406331242238	-0.000138693139391943	0.0916151022485907	0.0377840507843761	0.00167943253198071	-0.000596416211948976	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	A	simply_church	, Churches in Wales , <span class='hit'>Churches</span> in Ireland , Society of	Churches
church/N/br-b22/1005	-0.0103744904127241	-0.0463376436297753	-0.039161333679311	-0.0825732256329099	0.0226364861346494	0.0436269811063863	-0.0262576811996005	-0.0939672365922129	-0.143455276572633	-0.0623499067140821	0.0285443854685008	-0.000150422483012877	-0.146673413398224	-0.0601938725443432	0.00168899535262164	-0.000599672483239706	The Council we now know will concern itself directly only with the internal affairs of the Church . As it has turned out , however , the	a2	A	simply_church	the internal affairs of the <span class='hit'>Church</span> . As it has turned	Church
church/N/br-b22/1077	0.0167088490232982	-0.0480224136520049	0.00755026188885963	-0.248968250654852	0.0368925857568543	0.0371648468156478	0.0272683303676866	-0.246251470759133	0.00744752267979042	-0.0675690476391995	0.0285353611264114	-0.000143398078585597	-0.0152275362534377	-0.0541014869825202	0.00169223806549636	-0.000590655540253011	First of all , it is now known that Pope John sees the renewal and purification of the Church as an absolutely necessary step toward Christian unity . Far	a2	A	simply_church	renewal and purification of the <span class='hit'>Church</span> as an absolutely necessary step	Church
church/N/br-b22/1102	-0.0470160334375494	-0.100266560755877	-0.41563318728048	-0.056533589794916	-0.0820866418144846	-0.0505985962455278	0.00636432235776704	0.398720521598011	-0.0120974922909343	-0.0760557766381771	0.0285462796348406	-0.000135426987848371	-0.0491656607668364	-0.033034837172025	0.00168363858446106	-0.000595294835992842	Far from being irrelevant to the ecumenical task , the Pontiff believes that a revivified Church is required in order that the whole world may see Catholicism in the best possible light .	a1	A	simply_church	Pontiff believes that a revivified <span class='hit'>Church</span> is required in order that	Church
church/N/br-b22/1154	-0.0513847744666453	-0.0208864507567619	0.0644421674841009	-0.0226746707306692	-0.0181826309612173	0.0533803705459525	0.0607408675612113	-0.0208104120398618	-0.153109922472564	-0.0162379889399763	-0.784864844140709	0.159817725185671	-0.158871264493085	0.0119559879629226	0.219522239834124	0.405325517616909	A major aim of the Council will be to remove as far as possible whatever in the Church today stands in the way of unity . Secondly ,	a1	A	simply_church	as possible whatever in the <span class='hit'>Church</span> today stands in the way	Church
church/N/br-b22/1193	-0.0310769593593484	-0.164774625047447	0.0227007254933952	-0.0344715157021727	0.0585901341992168	0.166418509703691	0.0247277535145055	-0.0309135057329077	0.236973052543909	0.392362179435902	0.0285533538474186	-0.000146430289836005	0.266557664967049	0.36738255561313	0.00168367518637623	-0.000598616123119456	Secondly , a whole series of addresses and actions by the Pope and by others show that concern for Christian unity is still very much alive and growing within the Church . The establishment , by the Holy Father , of	a2	A	simply_church	alive and growing within the <span class='hit'>Church</span> . The establishment , by	Church
church/N/br-b22/1233	0.0756811848026549	0.0492663166637594	-0.0538938883937559	0.0269134916284678	0.0547423817211247	-0.0591698041265452	-0.0609526854458205	0.0223836182388478	0.0517708550101923	0.066847021992113	0.0285435895934968	-0.000131239756901001	0.0615223127440791	0.0762080898861727	0.00167460733437574	-0.000600525509095056	The designation of five Catholic theologians to attend the World Council of Churches assembly in New Delhi as `` official '' observers reverses the Church 's earlier stand .	a2	A	simply_church	attend the World Council of <span class='hit'>Churches</span> assembly in New Delhi as	Churches
church/N/br-b22/1245	0.0673865967807424	0.00833373469182277	0.00876038559370126	-0.000357168803022627	0.0780454544064895	-0.00680619306941545	0.025086367091452	0.0041127922270806	0.124184116717019	0.241484009765184	0.0285413012297407	-0.000128034191091112	0.14074572108863	0.250928640702846	0.00168366406261394	-0.000603506045811376	The designation of five Catholic theologians to attend the World Council of Churches assembly in New Delhi as `` official '' observers reverses the Church 's earlier stand . The public appeal by the new	a2	A	simply_church	official '' observers reverses the <span class='hit'>Church</span> 's earlier stand . The	Church
church/N/br-b22/1318	0.0983356223284181	-0.0546067981500928	-0.201659275658901	0.121552036557754	0.10372158122386	-0.00138667055091661	-0.208977151928415	0.0958803607197562	0.114580874736955	-0.0428688825522956	0.0285504324940641	-0.000145009824273343	0.121159902782451	-0.00771340009130752	0.00169178850640619	-0.000592662715618287	Augustin Cardinal Bea , the director of the Secretariate for Christian Unity , has expressed as directly as anyone the new spirit that pervades the Church 's stance toward the Protestant and Orthodox Churches . Noting	a2	A	simply_church	new spirit that pervades the <span class='hit'>Church</span> 's stance toward the Protestant	Church
church/N/br-b22/1326	0.312515858243372	-0.0425048098312737	-0.255115695869942	0.169305742025508	0.285100976998155	-0.06777380691523	-0.27085711447064	0.14424738982536	0.426984584812776	-0.0468483100123806	0.0285533972780512	-0.000139485714259113	0.424727237486005	0.116349423110502	0.00167275319470782	-0.000607432465951563	Augustin Cardinal Bea , the director of the Secretariate for Christian Unity , has expressed as directly as anyone the new spirit that pervades the Church 's stance toward the Protestant and Orthodox Churches . Noting all the difficulties that stand in the way	a2	A	simply_church	toward the Protestant and Orthodox <span class='hit'>Churches</span> . Noting all the difficulties	Churches
