cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_4	ann_3	ann_2	ann_1	votes	conc_distance	conc_id
gekleurd/adj/nrc_handelsblad_20010616_65/278/R4	gekleurd/adj/nrc_handelsblad_20010616_65/278	R4	stalen	adj	stalen/adj	stalen	True	R	5	0.97286105	4364	2	FALSE	FALSE	FALSE	FALSE	0	5	gekleurd/adj/nrc_handelsblad_20010616_65/278/R4
gekleurd/adj/nrc_handelsblad_20010616_65/278/R5	gekleurd/adj/nrc_handelsblad_20010616_65/278	R5	exemplaar	noun	exemplaar/noun	exemplaren	True	R	6	1.5620995	20637	17	FALSE	FALSE	FALSE	FALSE	0	6	gekleurd/adj/nrc_handelsblad_20010616_65/278/R5
gekleurd/adj/nrc_handelsblad_20010616_65/278/R6	gekleurd/adj/nrc_handelsblad_20010616_65/278	R6	van	prep	van/prep	van	True	R	7	-0.0039171656	12638933	2173	FALSE	FALSE	FALSE	FALSE	0	7	gekleurd/adj/nrc_handelsblad_20010616_65/278/R6
gekleurd/adj/nrc_handelsblad_20010616_65/278/R7	gekleurd/adj/nrc_handelsblad_20010616_65/278	R7	de	det	de/det	de	True	R	8	-0.050367395999999995	28074105	4606	FALSE	FALSE	FALSE	FALSE	0	8	gekleurd/adj/nrc_handelsblad_20010616_65/278/R7
gekleurd/adj/nrc_handelsblad_20010616_65/278/R8	gekleurd/adj/nrc_handelsblad_20010616_65/278	R8	echt	adj	echt/adj	echte	True	R	9	-0.042421922	253480	42	FALSE	FALSE	FALSE	FALSE	0	9	gekleurd/adj/nrc_handelsblad_20010616_65/278/R8
gekleurd/adj/nrc_handelsblad_20010616_65/278/R9	gekleurd/adj/nrc_handelsblad_20010616_65/278	R9	liefhebber	noun	liefhebber/noun	liefhebbers	True	R	10	0.4503034000000001	11159	3	FALSE	FALSE	FALSE	FALSE	0	10	gekleurd/adj/nrc_handelsblad_20010616_65/278/R9
gekleurd/adj/nrc_handelsblad_20010616_65/278/R10	gekleurd/adj/nrc_handelsblad_20010616_65/278	R10	-	punct	-/punct	-	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	11	gekleurd/adj/nrc_handelsblad_20010616_65/278/R10
gekleurd/adj/nrc_handelsblad_20010616_65/278/R11	gekleurd/adj/nrc_handelsblad_20010616_65/278	R11	weer	adv	weer/adv	weer	True	R	12	0.08268701	396780	74	FALSE	FALSE	FALSE	FALSE	0	12	gekleurd/adj/nrc_handelsblad_20010616_65/278/R11
gekleurd/adj/nrc_handelsblad_20010616_65/278/R12	gekleurd/adj/nrc_handelsblad_20010616_65/278	R12	mee	adv	mee/adv	mee	True	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	13	gekleurd/adj/nrc_handelsblad_20010616_65/278/R12
gekleurd/adj/nrc_handelsblad_20010616_65/278/R13	gekleurd/adj/nrc_handelsblad_20010616_65/278	R13	in	prep	in/prep	in	True	R	14	-0.0058831153	9492181	1625	FALSE	FALSE	FALSE	FALSE	0	14	gekleurd/adj/nrc_handelsblad_20010616_65/278/R13
gekleurd/adj/nrc_handelsblad_20010616_65/278/R14	gekleurd/adj/nrc_handelsblad_20010616_65/278	R14	de	det	de/det	de	True	R	15	-0.050367395999999995	28074105	4606	FALSE	FALSE	FALSE	FALSE	0	15	gekleurd/adj/nrc_handelsblad_20010616_65/278/R14
gekleurd/adj/nrc_handelsblad_20010616_65/278/R15	gekleurd/adj/nrc_handelsblad_20010616_65/278	R15	caravan	noun	caravan/noun	caravan	True	R	16	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	16	gekleurd/adj/nrc_handelsblad_20010616_65/278/R15
gekleurd/adj/nrc_handelsblad_20011112_101/496/L0	gekleurd/adj/nrc_handelsblad_20011112_101/496	L0	rood_geel	noun	rood_geel/noun	roodgeel	True	L	1	NA	NA	NA	TRUE	TRUE	TRUE	TRUE	4	1	gekleurd/adj/nrc_handelsblad_20011112_101/496/L0
gekleurd/adj/nrc_handelsblad_20011112_101/496/L1	gekleurd/adj/nrc_handelsblad_20011112_101/496	L1	het	det	het/det	het	True	L	2	-0.12596281	11650779	1773	FALSE	FALSE	FALSE	FALSE	0	2	gekleurd/adj/nrc_handelsblad_20011112_101/496/L1
gekleurd/adj/nrc_handelsblad_20011112_101/496/L2	gekleurd/adj/nrc_handelsblad_20011112_101/496	L2	in	prep	in/prep	in	True	L	3	-0.0058831153	9492181	1625	FALSE	FALSE	FALSE	FALSE	0	3	gekleurd/adj/nrc_handelsblad_20011112_101/496/L2
gekleurd/adj/nrc_handelsblad_20011112_101/496/L3	gekleurd/adj/nrc_handelsblad_20011112_101/496	L3	zaterdag	noun	zaterdag/noun	zaterdag	True	L	4	-0.9163293	161018	11	FALSE	FALSE	FALSE	FALSE	0	4	gekleurd/adj/nrc_handelsblad_20011112_101/496/L3
gekleurd/adj/nrc_handelsblad_20011112_101/496/L4	gekleurd/adj/nrc_handelsblad_20011112_101/496	L4	gebeur	verb	gebeur/verb	gebeurde	True	L	5	-0.93042356	176014	12	FALSE	FALSE	FALSE	FALSE	0	5	gekleurd/adj/nrc_handelsblad_20011112_101/496/L4
gekleurd/adj/nrc_handelsblad_20011112_101/496/L5	gekleurd/adj/nrc_handelsblad_20011112_101/496	L5	,	punct	,/punct	,	True	L	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	6	gekleurd/adj/nrc_handelsblad_20011112_101/496/L5
gekleurd/adj/nrc_handelsblad_20011112_101/496/L6	gekleurd/adj/nrc_handelsblad_20011112_101/496	L6	houd	verb	houd/verb	gehouden	True	L	7	-0.30966166	340614	43	FALSE	FALSE	FALSE	FALSE	0	7	gekleurd/adj/nrc_handelsblad_20011112_101/496/L6
gekleurd/adj/nrc_handelsblad_20011112_101/496/L7	gekleurd/adj/nrc_handelsblad_20011112_101/496	L7	heb	verb	heb/verb	had	True	L	8	-0.39662594	4034811	467	FALSE	FALSE	FALSE	FALSE	0	8	gekleurd/adj/nrc_handelsblad_20011112_101/496/L7
gekleurd/adj/nrc_handelsblad_20011112_101/496/L8	gekleurd/adj/nrc_handelsblad_20011112_101/496	L8	mogelijk	adj	mogelijk/adj	mogelijk	True	L	9	-0.718191	213777	18	FALSE	FALSE	FALSE	FALSE	0	9	gekleurd/adj/nrc_handelsblad_20011112_101/496/L8
gekleurd/adj/nrc_handelsblad_20011112_101/496/L9	gekleurd/adj/nrc_handelsblad_20011112_101/496	L9	voor	adj	voor/adj	voor	True	L	10	0.10870585	135587	26	FALSE	FALSE	FALSE	FALSE	0	10	gekleurd/adj/nrc_handelsblad_20011112_101/496/L9
gekleurd/adj/nrc_handelsblad_20011112_101/496/L10	gekleurd/adj/nrc_handelsblad_20011112_101/496	L10	niemand	pron	niemand/pron	niemand	True	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	11	gekleurd/adj/nrc_handelsblad_20011112_101/496/L10
gekleurd/adj/nrc_handelsblad_20011112_101/496/L11	gekleurd/adj/nrc_handelsblad_20011112_101/496	L11	vrijwel	adv	vrijwel/adv	vrijwel	True	L	12	0.10120707	36682	7	FALSE	FALSE	FALSE	FALSE	0	12	gekleurd/adj/nrc_handelsblad_20011112_101/496/L11
gekleurd/adj/nrc_handelsblad_20011112_101/496/L12	gekleurd/adj/nrc_handelsblad_20011112_101/496	L12	wat	pron	wat/pron	Wat	True	L	13	-0.11826309	598351	92	FALSE	FALSE	FALSE	FALSE	0	13	gekleurd/adj/nrc_handelsblad_20011112_101/496/L12
gekleurd/adj/nrc_handelsblad_20011112_101/496/L13	gekleurd/adj/nrc_handelsblad_20011112_101/496	L13	sentence_delimiter	none	none	<sentence>	none	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20011112_101/496/delimiter
gekleurd/adj/nrc_handelsblad_20011112_101/496/L14	gekleurd/adj/nrc_handelsblad_20011112_101/496	L14	sentence_delimiter	none	none	</sentence>	none	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20011112_101/496/delimiter
gekleurd/adj/nrc_handelsblad_20011112_101/496/L15	gekleurd/adj/nrc_handelsblad_20011112_101/496	L15	""""	punct	"""/punct"	""""	False	L	16	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	14	gekleurd/adj/nrc_handelsblad_20011112_101/496/L13
gekleurd/adj/nrc_handelsblad_20011112_101/496/R0	gekleurd/adj/nrc_handelsblad_20011112_101/496	R0	Koning	name	Koning/name	Koning	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	1	gekleurd/adj/nrc_handelsblad_20011112_101/496/R0
gekleurd/adj/nrc_handelsblad_20011112_101/496/R1	gekleurd/adj/nrc_handelsblad_20011112_101/496	R1	Boudewijn-stadion	name	Boudewijn-stadion/name	Boudewijn-stadion	True	R	2	NA	NA	NA	TRUE	FALSE	FALSE	TRUE	2	2	gekleurd/adj/nrc_handelsblad_20011112_101/496/R1
gekleurd/adj/nrc_handelsblad_20011112_101/496/R2	gekleurd/adj/nrc_handelsblad_20011112_101/496	R2	.	punct	./punct	.	True	R	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	3	gekleurd/adj/nrc_handelsblad_20011112_101/496/R2
gekleurd/adj/nrc_handelsblad_20011112_101/496/R3	gekleurd/adj/nrc_handelsblad_20011112_101/496	R3	sentence_delimiter	none	none	</sentence>	none	R	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20011112_101/496/delimiter
gekleurd/adj/nrc_handelsblad_20011112_101/496/R4	gekleurd/adj/nrc_handelsblad_20011112_101/496	R4	sentence_delimiter	none	none	<sentence>	none	R	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20011112_101/496/delimiter
gekleurd/adj/nrc_handelsblad_20011112_101/496/R5	gekleurd/adj/nrc_handelsblad_20011112_101/496	R5	België	name	België/name	België	False	R	6	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	1	4	gekleurd/adj/nrc_handelsblad_20011112_101/496/R3
gekleurd/adj/nrc_handelsblad_20011112_101/496/R6	gekleurd/adj/nrc_handelsblad_20011112_101/496	R6	win	verb	win/verb	won	False	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	5	gekleurd/adj/nrc_handelsblad_20011112_101/496/R4
gekleurd/adj/nrc_handelsblad_20011112_101/496/R7	gekleurd/adj/nrc_handelsblad_20011112_101/496	R7	met	prep	met/prep	met	False	R	8	0.6349619000000001	4230163	1379	FALSE	FALSE	FALSE	FALSE	0	6	gekleurd/adj/nrc_handelsblad_20011112_101/496/R5
gekleurd/adj/nrc_handelsblad_20011112_101/496/R8	gekleurd/adj/nrc_handelsblad_20011112_101/496	R8	1-0	num	1-0/num	1-0	False	R	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	7	gekleurd/adj/nrc_handelsblad_20011112_101/496/R6
gekleurd/adj/nrc_handelsblad_20011112_101/496/R9	gekleurd/adj/nrc_handelsblad_20011112_101/496	R9	.	punct	./punct	.	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	8	gekleurd/adj/nrc_handelsblad_20011112_101/496/R7
gekleurd/adj/nrc_handelsblad_20011112_101/496/R10	gekleurd/adj/nrc_handelsblad_20011112_101/496	R10	sentence_delimiter	none	none	</sentence>	none	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20011112_101/496/delimiter
gekleurd/adj/nrc_handelsblad_20011112_101/496/R11	gekleurd/adj/nrc_handelsblad_20011112_101/496	R11	sentence_delimiter	none	none	<sentence>	none	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20011112_101/496/delimiter
gekleurd/adj/nrc_handelsblad_20011112_101/496/R12	gekleurd/adj/nrc_handelsblad_20011112_101/496	R12	de	det	de/det	De	False	R	13	-0.050367395999999995	28074105	4606	FALSE	FALSE	FALSE	FALSE	0	9	gekleurd/adj/nrc_handelsblad_20011112_101/496/R8
gekleurd/adj/nrc_handelsblad_20011112_101/496/R13	gekleurd/adj/nrc_handelsblad_20011112_101/496	R13	Belg	noun	Belg/noun	Belgen	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	10	gekleurd/adj/nrc_handelsblad_20011112_101/496/R9
gekleurd/adj/nrc_handelsblad_20011112_101/496/R14	gekleurd/adj/nrc_handelsblad_20011112_101/496	R14	doe_onder	verb	doe_onder/verb	deden	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	11	gekleurd/adj/nrc_handelsblad_20011112_101/496/R10
gekleurd/adj/nrc_handelsblad_20011112_101/496/R15	gekleurd/adj/nrc_handelsblad_20011112_101/496	R15	kwalitatief	adj	kwalitatief/adj	kwalitatief	False	R	16	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	12	gekleurd/adj/nrc_handelsblad_20011112_101/496/R11
gekleurd/adj/nrc_handelsblad_20030722_88/144/L0	gekleurd/adj/nrc_handelsblad_20030722_88/144	L0	de	det	de/det	De	True	L	1	-0.050367395999999995	28074105	4606	FALSE	FALSE	TRUE	FALSE	1	1	gekleurd/adj/nrc_handelsblad_20030722_88/144/L0
gekleurd/adj/nrc_handelsblad_20030722_88/144/L1	gekleurd/adj/nrc_handelsblad_20030722_88/144	L1	sentence_delimiter	none	none	<sentence>	none	L	2	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20030722_88/144/delimiter
gekleurd/adj/nrc_handelsblad_20030722_88/144/L2	gekleurd/adj/nrc_handelsblad_20030722_88/144	L2	sentence_delimiter	none	none	</sentence>	none	L	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20030722_88/144/delimiter
gekleurd/adj/nrc_handelsblad_20030722_88/144/L3	gekleurd/adj/nrc_handelsblad_20030722_88/144	L3	22.20-22.50u.	noun	22.20-22.50u./noun	22.20-22.50u.	False	L	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	2	gekleurd/adj/nrc_handelsblad_20030722_88/144/L1
gekleurd/adj/nrc_handelsblad_20030722_88/144/L4	gekleurd/adj/nrc_handelsblad_20030722_88/144	L4	,	punct	,/punct	,	False	L	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	3	gekleurd/adj/nrc_handelsblad_20030722_88/144/L2
gekleurd/adj/nrc_handelsblad_20030722_88/144/L5	gekleurd/adj/nrc_handelsblad_20030722_88/144	L5	Ned.3	name	Ned.3/name	Ned.3	False	L	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	4	gekleurd/adj/nrc_handelsblad_20030722_88/144/L3
gekleurd/adj/nrc_handelsblad_20030722_88/144/L6	gekleurd/adj/nrc_handelsblad_20030722_88/144	L6	sentence_delimiter	none	none	<sentence>	none	L	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20030722_88/144/delimiter
gekleurd/adj/nrc_handelsblad_20030722_88/144/L7	gekleurd/adj/nrc_handelsblad_20030722_88/144	L7	sentence_delimiter	none	none	</sentence>	none	L	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20030722_88/144/delimiter
gekleurd/adj/nrc_handelsblad_20030722_88/144/L8	gekleurd/adj/nrc_handelsblad_20030722_88/144	L8	.	punct	./punct	.	False	L	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	5	gekleurd/adj/nrc_handelsblad_20030722_88/144/L4
gekleurd/adj/nrc_handelsblad_20030722_88/144/L9	gekleurd/adj/nrc_handelsblad_20030722_88/144	L9	rij_uit	verb	rij_uit/verb	uitrijden	False	L	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	6	gekleurd/adj/nrc_handelsblad_20030722_88/144/L5
gekleurd/adj/nrc_handelsblad_20030722_88/144/L10	gekleurd/adj/nrc_handelsblad_20030722_88/144	L10	bovengronds	adj	bovengronds/adj	bovengronds	False	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	7	gekleurd/adj/nrc_handelsblad_20030722_88/144/L6
gekleurd/adj/nrc_handelsblad_20030722_88/144/L11	gekleurd/adj/nrc_handelsblad_20030722_88/144	L11	toch	adv	toch/adv	toch	False	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	8	gekleurd/adj/nrc_handelsblad_20030722_88/144/L7
gekleurd/adj/nrc_handelsblad_20030722_88/144/L12	gekleurd/adj/nrc_handelsblad_20030722_88/144	L12	mest	noun	mest/noun	mest	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	9	gekleurd/adj/nrc_handelsblad_20030722_88/144/L8
gekleurd/adj/nrc_handelsblad_20030722_88/144/L13	gekleurd/adj/nrc_handelsblad_20030722_88/144	L13	hun	det	hun/det	hun	False	L	14	0.077701055	902917	169	FALSE	FALSE	FALSE	FALSE	0	10	gekleurd/adj/nrc_handelsblad_20030722_88/144/L9
gekleurd/adj/nrc_handelsblad_20030722_88/144/L14	gekleurd/adj/nrc_handelsblad_20030722_88/144	L14	verbod	noun	verbod/noun	verbod	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	11	gekleurd/adj/nrc_handelsblad_20030722_88/144/L10
gekleurd/adj/nrc_handelsblad_20030722_88/144/L15	gekleurd/adj/nrc_handelsblad_20030722_88/144	L15	het	det	het/det	het	False	L	16	-0.12596281	11650779	1773	FALSE	FALSE	FALSE	FALSE	0	12	gekleurd/adj/nrc_handelsblad_20030722_88/144/L11
gekleurd/adj/nrc_handelsblad_20030722_88/144/R0	gekleurd/adj/nrc_handelsblad_20030722_88/144	R0	waarheid	noun	waarheid/noun	waarheid	True	R	1	2.4847092999999996	19849	41	TRUE	TRUE	TRUE	TRUE	4	1	gekleurd/adj/nrc_handelsblad_20030722_88/144/R0
gekleurd/adj/nrc_handelsblad_20030722_88/144/R1	gekleurd/adj/nrc_handelsblad_20030722_88/144	R1	.	punct	./punct	.	True	R	2	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	2	gekleurd/adj/nrc_handelsblad_20030722_88/144/R1
gekleurd/adj/nrc_handelsblad_20030722_88/144/R2	gekleurd/adj/nrc_handelsblad_20030722_88/144	R2	sentence_delimiter	none	none	</sentence>	none	R	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20030722_88/144/delimiter
gekleurd/adj/nrc_handelsblad_20030722_88/144/R3	gekleurd/adj/nrc_handelsblad_20030722_88/144	R3	sentence_delimiter	none	none	<sentence>	none	R	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	gekleurd/adj/nrc_handelsblad_20030722_88/144/delimiter
gekleurd/adj/nrc_handelsblad_20030722_88/144/R4	gekleurd/adj/nrc_handelsblad_20030722_88/144	R4	eerder	adj	eerder/adj	Eerder	False	R	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	3	gekleurd/adj/nrc_handelsblad_20030722_88/144/R2
gekleurd/adj/nrc_handelsblad_20030722_88/144/R5	gekleurd/adj/nrc_handelsblad_20030722_88/144	R5	in	prep	in/prep	in	False	R	6	-0.0058831153	9492181	1625	FALSE	FALSE	FALSE	FALSE	0	4	gekleurd/adj/nrc_handelsblad_20030722_88/144/R3
gekleurd/adj/nrc_handelsblad_20030722_88/144/R6	gekleurd/adj/nrc_handelsblad_20030722_88/144	R6	mei	noun	mei/noun	mei	False	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	5	gekleurd/adj/nrc_handelsblad_20030722_88/144/R4
gekleurd/adj/nrc_handelsblad_20030722_88/144/R7	gekleurd/adj/nrc_handelsblad_20030722_88/144	R7	vorig	adj	vorig/adj	vorig	False	R	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	6	gekleurd/adj/nrc_handelsblad_20030722_88/144/R5
gekleurd/adj/nrc_handelsblad_20030722_88/144/R8	gekleurd/adj/nrc_handelsblad_20030722_88/144	R8	jaar	noun	jaar/noun	jaar	False	R	9	-0.5665751	1574348	154	FALSE	FALSE	FALSE	FALSE	0	7	gekleurd/adj/nrc_handelsblad_20030722_88/144/R6
gekleurd/adj/nrc_handelsblad_20030722_88/144/R9	gekleurd/adj/nrc_handelsblad_20030722_88/144	R9	uitgezonden	adj	uitgezonden/adj	uitgezonden	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	8	gekleurd/adj/nrc_handelsblad_20030722_88/144/R7
gekleurd/adj/nrc_handelsblad_20030722_88/144/R10	gekleurd/adj/nrc_handelsblad_20030722_88/144	R10	documetaire	noun	documetaire/noun	documetaire	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	9	gekleurd/adj/nrc_handelsblad_20030722_88/144/R8
gekleurd/adj/nrc_handelsblad_20030722_88/144/R11	gekleurd/adj/nrc_handelsblad_20030722_88/144	R11	over	prep	over/prep	over	False	R	12	-0.05212269	1300877	213	FALSE	FALSE	FALSE	FALSE	0	10	gekleurd/adj/nrc_handelsblad_20030722_88/144/R9
gekleurd/adj/nrc_handelsblad_20030722_88/144/R12	gekleurd/adj/nrc_handelsblad_20030722_88/144	R12	Rudi	name	Rudi/name	Rudi	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	11	gekleurd/adj/nrc_handelsblad_20030722_88/144/R10
