id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw
country/NN/br-a44/235	0.0709802364126621	-0.277812398435745	country	NN	press_reportage	press	B1	B	B14	B	Z	Z	Z	Z	Z	 to supplement their annual funds. In some parts of the <font color=green>country</font> , however, a co-operative movement has begun to grow, under the	2	1	3.1373183354469	0.5	1
country/NN/br-b01/1784	-0.332247637825421	0.158171381561353	country	NN	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 character. Tardily the Government here came to understand how this <font color=green>country</font>  's own reputation was tarnished by the association with repression	3	1	3.47276229434255	0.333333333333333	1
country/NN/br-b02/2021	0.347876839275519	0.372976394147584	country	NN	press_editorial	press	B	B	B14	B	Z	Z	Z	Z	Z	 in the fighting- this last big effort to seal that <font color=green>country</font>  from the cold war had to be made. The world	3	1	2.69350342196387	0.333333333333333	1
country/NN/br-b05/2003	0.201843853950967	-0.316677228569727	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 it the recreation spot of people from all over the <font color=green>country</font> . By comparison, Stone Harbor bird sanctuary 's allies seem less	6	0	2.58123612009279	0	1
country/NN/br-b05/2202	-0.0711754168896296	0.291937797837342	country	NN	press_editorial	press	B3	B	B23	B	Z	Z	Z	Z	Z	 day. Then off to a remote place in an underdeveloped <font color=green>country</font>  where the diet, culture, language and living conditions will be	7	1	2.79776443228828	0.142857142857143	1
country/NN/br-b05/482	0.0480939920189613	0.34213681083895	country	NN	press_editorial	press	B	B	B14	B	Z	Z	Z	Z	Z	 for world trade as a condition of national survival, this <font color=green>country</font>  can have little patience with labor 's family feuds. The	7	1	3.23959718456732	0.142857142857143	1
country/NN/br-b10/2098	-0.284069744006311	-0.271501640012688	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 in the past few years is still available in this <font color=green>country</font> . The work is executed in England( by hand) and can	3	0	2.70345375281704	0	1
country/NN/br-b16/1464	0.0156599311658619	0.359786510782666	country	NN	press_editorial	press	B4	B	B14	B	Z	Z	Z	Z	Z	 perhaps, one of the things that is wrong with our <font color=green>country</font> ? Engineering graduates of Illinois Institute of Technology are reported receiving	3	0	2.76532915653513	0	1
country/NN/br-b16/284	-0.159002459257401	0.0334514931562343	country	NN	press_editorial	press	B3	B	B23	B	Z	Z	Z	Z	Z	 in world peace, increased world trade, and prosperity for every <font color=green>country</font>  on the globe. Let us prepare for peace, instead of	5	2	2.79873143367757	0.4	2
country/NN/br-b16/85	-0.0353536941790316	-0.180791482682705	country	NN	press_editorial	press	B4	B	B14	B	Z	Z	Z	Z	Z	 win his present position, Mr. Kennedy was vitriolic about this <font color=green>country</font>  's`` prestige'' abroad. What does he think a remark like	2	1	2.68365112552086	0.5	1
country/NN/br-b18/873	-0.132465254077697	-0.441308553155583	country	NN	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 did not include repeal of the Connally amendment to this <font color=green>country</font>  's domestic jurisdiction reservation to its Adherence to the Statute	4	1	2.72365646013456	0.25	1
country/NN/br-b19/286	-0.0100683152152292	0.480230220516395	country	NN	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 wrongs can make a right! I am referring to this <font color=green>country</font>  conducting atmosphere tests of nuclear bombs just because Russia is	3	0	2.63579510434322	0	1
country/NN/br-b20/308	-0.0469437899237982	-0.27937935482216	country	NN	press_editorial	press	B4	B	B14	B	country%1:15:00::	B1	B	B1	B	 that of diplomatic policy''. Morrison points out that since our <font color=green>country</font>  is more urbanized than the Soviet Union or Red China	5	0	2.55503374769877	0	1
country/NN/br-b21/1131	0.00989552611572171	-0.319509334687766	country	NN	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 devices, Ambassador Stevenson warned the UN General Assembly that this <font color=green>country</font> , in`` self protection'', might have to resume above-ground tests. More	3	1	2.74503587344742	0.333333333333333	2
country/NN/br-b21/49	-0.0722181679531812	0.421877728330497	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 But there is reason in all things, and in this <font color=green>country</font>  the heathenish cult of the motor-car is exceeding all bounds	3	1	2.90190469154088	0.333333333333333	1
country/NN/br-b23/2111	0.24680215483478	0.353755069541969	country	NN	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 with the Communist bloc, and is busily turning his own <font color=green>country</font>  into a totalitarian dictatorship. As our planes land the war	4	1	2.76532915653513	0.25	1
country/NN/br-b27/1218	0.0709802364126621	-0.277812398435745	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 if this is the situation in other parts of the <font color=green>country</font> ; apparently it is not. It also happened with the Inauguration	2	1	3.1373183354469	0.5	1
country/NN/br-b27/1414	-0.457038447906354	0.0275423580579315	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 in between. We had a couple of schools in this <font color=green>country</font> , the principal one being on the Marshall Field estate out	3	0	2.58123612009279	0	1
country/NN/br-b27/595	-0.331311919051914	0.190271033254334	country	NN	press_editorial	press	B4	B	B14	B	Z	Z	Z	Z	Z	 and personal opinion called yellow journalism which flourished in this <font color=green>country</font>  more than a generation ago. We do n't need this	3	1	2.76031813548121	0.333333333333333	2
country/NN/br-c01/621	0.201554329156505	0.36675076705337	country	NN	press_reviews	press	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 extraordinary, considers the finest house of its kind in the <font color=green>country</font> - and of course he does n't weep at the capacity	3	0	2.54645000400737	0	1
country/NN/br-c01/944	-0.305762452597746	-0.03641386135612	country	NN	press_reviews	press	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 bookers, cancellation of one of the richest bookings in the <font color=green>country</font> . Will somebody please reopen the Auditorium? Paintings and drawings by	2	0	2.73971221823663	0	2
country/NN/br-c08/1831	-0.133996920025261	0.348835428685027	country	NN	press_reviews	press	B1	B	B14	B	Z	Z	Z	Z	Z	 African roots among the slaves who were brought to this <font color=green>country</font>  and the West Indies, he stressed the close relationship between	4	0	2.55503374769877	0	1
country/NN/br-c14/2215	-0.202216456211541	0.34657061628406	country	NN	press_reviews	press	B	B	B14	B	Z	Z	Z	Z	Z	 particular type of music or the music of a given <font color=green>country</font> . It is commendable that a regularly scheduled hour is set	2	0	3.14974085544546	0	1
country/NN/br-c15/2033	-0.279158204006078	0.0908410231814103	country	NN	press_reviews	press	A1	A	A	A	Z	Z	Z	Z	Z	 buoys in dozens of frostbite races. Some pleasant fall cruising <font color=green>country</font>  is mapped out below. Pleasure boating is just scooting into	3	0	3.39660093337698	0	1
country/NN/br-d03/1509	-0.173307846677958	-0.372028777668218	country	NN	religion	religion	B4	B	B14	B	country%1:14:01::	B	B	BB2	B	 Faith of our Fathers: Mary 's prayers/ Shall win our <font color=green>country</font>  back to thee''. The English saints are widely venerated, quite	3	1	2.84271582015055	0.333333333333333	1
country/NN/br-d03/249	-0.284601038344371	0.266021455335988	country	NN	religion	religion	B4	B	B14	B	country%1:14:01::	B	B	BB2	B	 century literature of England, I knew only a Protestant dominated <font color=green>country</font> . Since arriving here, however, I have formed a far different	3	1	2.68365112552086	0.333333333333333	1
country/NN/br-d06/2068	-0.00904861328194071	0.30308066846897	country	NN	religion	religion	B4	B	B14	B	Z	Z	Z	Z	Z	 are more important than worshipping the God who made our <font color=green>country</font>  great. Is forgiveness of past sins, assurance of present help	2	0	2.6271790535869	0	2
country/NN/br-d11/1770	-0.324551037933066	0.262853582237137	country	NN	religion	religion	B1	B	B14	B	Z	Z	Z	Z	Z	 would far rather die after a Russian occupation of this <font color=green>country</font> - by some deliberate act of refusal- than die uselessly by	1	0	2.93917608633811	0	1
country/NN/br-d12/128	-0.457410475378148	-0.0236071557977463	country	NN	religion	religion	B4	B	B14	B	Z	Z	Z	Z	Z	 for the human aspirations of racial minority groups in this <font color=green>country</font> . It is not surprising that, as spokesman for real estate	3	0	2.83128712432692	0	1
country/NN/br-d14/772	-0.176567245348355	0.258934631024341	country	NN	religion	religion	B4	B	B14	B	Z	Z	Z	Z	Z	 the Protestantism of the nineteenth-century immigration. The ideals of the <font color=green>country</font>  were deeply indebted to the Protestantism of the older stock	3	3	3.1266845752108	1	3
country/NN/br-d17/1276	-0.184316455874349	0.453440197498847	country	NN	religion	religion	B1	B	B14	B	Z	Z	Z	Z	Z	 during surgery, we asked others to pray; all over the <font color=green>country</font>  a massive shield of prayer was thrown around him. Today	4	0	2.58123612009279	0	1
country/NN/br-d17/859	-0.0365522436211608	-0.430450055854837	country	NN	religion	religion	B4	B	B14	B	Z	Z	Z	Z	Z	 into schools the spiritual and moral values on which this <font color=green>country</font>  was built. Thousands of free copies are sent each month	4	0	2.60814357301271	0	1
country/NN/br-e06/1085	-0.279158204006078	0.0908410231814103	country	NN	skill_and_hobbies	non-fiction	B1	B	B14	B	Z	Z	Z	Z	Z	 making life easier for the growing boating population of the <font color=green>country</font> ; and to making the owning of a boat simpler. There	2	0	3.39660093337698	0	1
country/NN/br-e06/237	-0.279158204006078	0.0908410231814103	country	NN	skill_and_hobbies	non-fiction	B1	B	B14	B	Z	Z	Z	Z	Z	 fringe benefit, providing boating and fishing havens all over the <font color=green>country</font> . No matter how determined or wealthy boating lovers of the	3	0	3.39660093337698	0	2
country/NN/br-e06/608	-0.223152974165225	0.187025299738738	country	NN	skill_and_hobbies	non-fiction	B1	B	B14	B	Z	Z	Z	Z	Z	 hauled to new horizons. The variety of craft on the <font color=green>country</font>  's waters today is overwhelming. They range from an eight-foot	3	1	2.94457283627408	0.333333333333333	2
country/NN/br-e12/1718	-0.414126725242873	0.0665561665241437	country	NN	skill_and_hobbies	non-fiction	A1	A	A	A	Z	Z	Z	Z	Z	 hatched his boyish mischief. Similarly in Illinois there is Lincoln <font color=green>country</font>  to be seen- his tomb and other landmarks. Minnesota, fabled	3	1	2.74427574733729	0.333333333333333	1
country/NN/br-e12/2274	-0.33884039169265	-0.291816146584183	country	NN	skill_and_hobbies	non-fiction	A	A	A	A	Z	Z	Z	Z	Z	 formations of eroded rock which loom out of the semiarid <font color=green>country</font>  in both parks. Colorado 's Grand Canyon, probably the most	4	0	2.65466358864761	0	1
country/NN/br-e12/31	-0.23889755583991	0.233381854281393	country	NN	skill_and_hobbies	non-fiction	B1	B	B14	B	Z	Z	Z	Z	Z	 textbook description alone, the overwhelming space and variety of this <font color=green>country</font>  held together under one government. The miracle of democratic America	6	1	3.01133853258634	0.166666666666667	1
country/NN/br-e17/338	-0.252076444962796	0.31900298565936	country	NN	skill_and_hobbies	non-fiction	B1	B	B14	B	Z	Z	Z	Z	Z	 that building codes and regulations vary so much throughout the <font color=green>country</font> , the first thing to do is to find out what	4	1	2.51283339320839	0.25	1
country/NN/br-e18/632	-0.344797144494472	0.0341449493371333	country	NN	skill_and_hobbies	non-fiction	B1	B	B14	B	Z	Z	Z	Z	Z	 Newburyport was the inventor of the arched bridges in this <font color=green>country</font> . As Mr. Palmer was educated to house-building only, and had	3	0	2.70345375281704	0	1
country/NN/br-e30/1177	0.114669130129503	-0.200551048439765	country	NN	skill_and_hobbies	non-fiction	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 What 's your profit margin? In what section of the <font color=green>country</font>  are you located? Are you in a rural or urban	4	1	2.5400602059086	0.25	1
country/NN/br-f03/2248	-0.453557067731918	-0.0958272870904709	country	NN	popular_lore	others	A	A	A	A	country%1:15:01::	A	A	A	A	 the convention, Depew was seated on the porch of a <font color=green>country</font>  home on the Hudson, gazing at the opposite shore.	4	0	2.90190469154088	0	1
country/NN/br-f04/177	-0.303147191768489	-0.175623833307612	country	NN	popular_lore	others	B1	B	B14	B	Z	Z	Z	Z	Z	 region of some of the loveliest mountain scenery in the <font color=green>country</font> , the school buildings are located amid open fields and farm	6	2	2.70365379282771	0.333333333333333	2
country/NN/br-f04/202	-0.142205144726061	0.159030807552806	country	NN	popular_lore	others	A	A	A	A	Z	Z	Z	Z	Z	 These contemporary structures, beautifully adapted to a school in the <font color=green>country</font> , are home to 60 children, ages eight to fourteen, grades	3	0	2.93739700793132	0	3
country/NN/br-f05/2164	-0.146355568247291	0.403194751123138	country	NN	popular_lore	others	B1	B	B14	B	Z	Z	Z	Z	Z	 stubby plane as their link with the rest of the <font color=green>country</font> . The flyer had his share of near-misses. At Fort Ethan	3	1	2.5295004456936	0.333333333333333	1
country/NN/br-f09/444	0.0709802364126621	-0.277812398435745	country	NN	popular_lore	others	B1	B	B14	B	Z	Z	Z	Z	Z	 parts of Europe and Egypt and finally back into this <font color=green>country</font> . She has been acting as a prostitute.`` Our information is	3	0	3.1373183354469	0	1
country/NN/br-f11/1531	0.0709802364126621	-0.277812398435745	country	NN	popular_lore	others	B1	B	B14	B	Z	Z	Z	Z	Z	 a complete full-banded job differs in various parts of the <font color=green>country</font> . Work that might cost$ 500 to$ 750 in the South	3	1	3.1373183354469	0.333333333333333	1
country/NN/br-f13/1645	0.114669130129503	-0.200551048439765	country	NN	popular_lore	others	A	A	A	A	country%1:15:01::	A	A	A	A	 a neighborhood of well-kept homes. There are slums in the <font color=green>country</font>  as well as in the city. Few rural areas are	5	1	2.5400602059086	0.2	1
country/NN/br-f15/2048	-0.0989690616851577	0.257221896416774	country	NN	popular_lore	others	B1	B	B14	B	country%1:14:00::	B2	B	BB2	B	 translated into action by the majority of people in this <font color=green>country</font> . Repeated polls have disclosed that most married couples are now	4	0	2.52964169860788	0	2
country/NN/br-f15/664	0.16572760169707	0.374648919659802	country	NN	popular_lore	others	B	B	B14	B	country%1:14:00::	B2	B	BB2	B	 necessities of life, the degree of population density of a <font color=green>country</font>  and the shortage of housing facilities may legitimately be taken	4	0	2.55503374769877	0	1
country/NN/br-f18/2329	0.322479537768937	0.261548169123021	country	NN	popular_lore	others	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 have been satisfied to have staid at home when my <font color=green>country</font>  is invaded by a thievin foe By a set of	3	0	2.50460289407187	0	1
country/NN/br-f23/1643	-0.275326042945693	0.300015955104349	country	NN	popular_lore	others	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 first stage of a Communist takeover is to`` neutralize'' a <font color=green>country</font> . The second stage is to retain the nominal classification of	3	0	2.64518484469306	0	1
country/NN/br-g03/84	-0.433253124978558	0.143119436438907	country	NN	belles_lettres	others	B1	B	B14	B	Z	Z	Z	Z	Z	 the White House, in offices of key scientists across the <font color=green>country</font>  and aboard the submarines that prowl for months underwater, with	3	0	2.74427574733729	0	1
country/NN/br-g18/1249	-0.0465656660647738	0.172849074381101	country	NN	belles_lettres	others	B4	B	B14	B	country%1:14:01::;1:15:00::	B	B	BB2	B	 little patience with collective mediocrity. He saw Sweden as a <font color=green>country</font>  of smug and narrow provincialism, indifferent to the heroic spirit	3	0	2.89033410726727	0	3
country/NN/br-g18/1754	0.216156621233364	0.339005130697646	country	NN	belles_lettres	others	B4	B	B14	B	country%1:14:01::	B	B	BB2	B	 an invasion of Russia and each brought ruin on the <font color=green>country</font>  that worshipped him. Each is still glorified as a national	3	0	2.63579510434322	0	1
country/NN/br-g23/17	-0.0469437899237982	-0.27937935482216	country	NN	belles_lettres	others	B4	B	B14	B	country%1:14:00::	B2	B	BB2	B	 Woodrow Wilson 's administration, a red scare developed in our <font color=green>country</font> . Many Americans reacted irrationally to the challenge of Russia and	5	0	2.55503374769877	0	1
country/NN/br-g28/1507	-0.402772846426469	0.0990914365806206	country	NN	belles_lettres	others	A	A	A	A	back_country%1:15:00::	A	A	A	A	 William Byrd described the Lubberlanders he encountered in the back <font color=green>country</font>  of Virginia and North Carolina. The chief literary antecedents of	3	0	2.51283339320839	0	1
country/NN/br-g28/2097	-0.399241841824115	-0.183859067404983	country	NN	belles_lettres	others	A1	A	A	A	country%1:15:00::	B1	B	B1	B	 as a young man prepared to find in the new <font color=green>country</font>  the setting of romantic adventure and idealized beauty. But Thorpe	3	0	2.5295004456936	0	1
country/NN/br-h02/206	-0.0407471560094476	0.403234131711386	country	NN	miscellaneous	non-fiction	B3	B	B23	B	Z	Z	Z	Z	Z	 formulation of programs for development which are adapted to the <font color=green>country</font>  's objectives and resources. This includes assistance in- assembling the	5	0	3.32894228490317	0	1
country/NN/br-h02/351	0.263271196711551	-0.0200235439605765	country	NN	miscellaneous	non-fiction	B3	B	B23	B	Z	Z	Z	Z	Z	 programing and budgeting completely beyond the capabilities of the recipient <font color=green>country</font>  would result in the frustration of the basic objective of	3	1	3.65364603636687	0.333333333333333	1
country/NN/br-h02/454	0.263271196711551	-0.0200235439605765	country	NN	miscellaneous	non-fiction	B3	B	B23	B	Z	Z	Z	Z	Z	 In such a case, however, we would encourage the recipient <font color=green>country</font>  to get on with its programing task, supply it with	5	1	3.65364603636687	0.2	1
country/NN/br-h02/490	0.263271196711551	-0.0200235439605765	country	NN	miscellaneous	non-fiction	B3	B	B23	B	Z	Z	Z	Z	Z	 expansion or even a continuation of our assistance to the <font color=green>country</font>  's development was conditional upon programing progress being made. At	4	1	3.65364603636687	0.25	1
country/NN/br-h03/1847	-0.286273215034568	-0.20102194540712	country	NN	miscellaneous	non-fiction	B4	B	B14	B	Z	Z	Z	Z	Z	 the greatest American public figures in the history of our <font color=green>country</font>  and I consider that I have been signally honored in	4	0	2.81998756907299	0	1
country/NN/br-h03/351	-0.286273215034568	-0.20102194540712	country	NN	miscellaneous	non-fiction	B4	B	B14	B	Z	Z	Z	Z	Z	 alone his own district but all the people of our <font color=green>country</font> . To honor him is to honor ourselves. In this my	3	0	2.81998756907299	0	2
country/NN/br-h03/688	-0.215075265874478	-0.296232640755958	country	NN	miscellaneous	non-fiction	B4	B	B14	B	Z	Z	Z	Z	Z	 honesty- all dedicated to secure the best interests of the <font color=green>country</font>  he has loved and served so long. May the Divine	3	0	2.57242549041063	0	1
country/NN/br-h08/2028	0.141476315444251	0.345468495465595	country	NN	miscellaneous	non-fiction	B4	B	B14	B	Z	Z	Z	Z	Z	 has been with us since the very beginning of our <font color=green>country</font> . And yet, accompanying our gratitude is the realization that we	3	0	2.64518484469306	0	1
country/NN/br-h18/1813	-0.0353536941790316	-0.180791482682705	country	NN	miscellaneous	non-fiction	B4	B	B14	B	country%1:14:00::	B2	B	BB2	B	 action can hope to win public support, first in this <font color=green>country</font>  and then abroad? For the policy officer will know that	5	1	2.68365112552086	0.2	1
country/NN/br-h18/1847	0.367886951866318	0.129895827933812	country	NN	miscellaneous	non-fiction	B3	B	B23	B	country%1:14:01::	B	B	BB2	B	 of policy will be conditioned by the readiness of the <font color=green>country</font>  to sustain it. He is interested in public opinion for	5	1	2.60814357301271	0.2	1
country/NN/br-h18/857	-0.110260122399823	-0.296236633096955	country	NN	miscellaneous	non-fiction	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 the representatives of other agencies who are stationed in his <font color=green>country</font> . He is expected to supervise, to encourage, to direct, to	2	0	2.95191511211554	0	1
country/NN/br-j26/1711	0.066198983790406	0.419482935230204	country	NN	learned	learned	B1	B	B14	B	Z	Z	Z	Z	Z	 Uniform questions, definitions, and procedures were enforced throughout the whole <font color=green>country</font> . Data were obtained, separately, on three classes of persons:( a	2	0	2.93917608633811	0	1
country/NN/br-j37/1184	-0.0711754168896296	0.291937797837342	country	NN	learned	learned	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 communication and understanding in the more remote areas of the <font color=green>country</font> , but it also served to minimize the national political value	3	1	2.79776443228828	0.333333333333333	1
country/NN/br-j37/958	0.382111740263606	-0.0720061223638578	country	NN	learned	learned	B2	B	B23	B	country%1:14:00::	B2	B	BB2	B	 a developing country and evaluating their results. In the new <font color=green>country</font>  the electoral process is considered as a means of resolving	4	1	2.52113219602308	0.25	1
country/NN/br-j56/1063	-0.263594646156435	-0.107478810850974	country	NN	learned	learned	A	A	A	A	country_club%1:14:00::	A	A	A	A	 had come into vogue, but also to witness the Ekwanok <font color=green>Country</font>  Club tournaments. New Yorkers were kept informed of scores by	2	1	3.1419587150034	0.5	1
country/NN/br-k03/444	-0.0294659474173799	-0.0895122556176715	country	NN	fiction_gral	fiction	A	A	A	A	country%5:00:01:rural:00	A	A	A	A	 or his own sentry. He was a wiry, inscrutable, silent <font color=green>country</font>  boy from the red clay of rural Alabama, and he	4	2	2.57696301931686	0.5	3
country/NN/br-k08/558	-0.0865553241054263	-0.414279136163861	country	NN	fiction_gral	fiction	A	A	A	A	country%1:15:00::	B1	B	B1	B	 one day, while on a week 's visit to the <font color=green>country</font>  home of a retired Swiss jeweler, Rousseau amused the company	3	0	2.59012506751003	0	1
country/NN/br-k08/973	-0.342786774275002	-0.0745517703112931	country	NN	fiction_gral	fiction	A	A	A	A	country%1:15:01::	A	A	A	A	 just for this once, for this one weekend in the <font color=green>country</font> , he would make a little piece out of his melodies	3	1	3.10393131941416	0.333333333333333	1
country/NN/br-k17/1981	-0.424127054581765	0.219773971932739	country	NN	fiction_gral	fiction	B4	B	B14	B	country%1:15:00::	B1	B	B1	B	 I 've lost faith, Styka. I used to love this <font color=green>country</font>  and believe that someday we 'd win our battle for	2	0	2.80881426847486	0	1
country/NN/br-k25/869	-0.0353536941790316	-0.180791482682705	country	NN	fiction_gral	fiction	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 shawl over her head, which she had bought in that <font color=green>country</font>  during one of their trips abroad, and handed him a	4	1	2.68365112552086	0.25	1
