id	model.x	model.y	country	word	tokenid	text
S_W_P_B-419-9785-82	0.0613336197268832	0.00569516672696479	B	bestuurder	bestuurder.N-S_W_P_B-419-9785-82	, omstreeks 4.45 uur , had een verkeersongeval plaats in de Westlaan ter hoogte van de Delhaize-vestiging . Bij de botsing 4.167 waren twee vrachtwagens 3.913 en een personenauto 5.107 betrokken 2.277 . De <font color='red'>bestuurder</font> van de personenwagen 5.463 werd met lichte 3.22 verwondingen 4.669 opgenomen in het ziekenhuis . Het was de 36-jarige Jos De P. uit Koolskamp . ( HWR ) China nog dominanter in staal
S_W_P_B-7390-166874-119	0.10783122182498	-0.0112446005882893	B	bestuurder	bestuurder.N-S_W_P_B-7390-166874-119	zaten geklemd . De brandweer van Aalst kon hen snel bevrijden . De bestuurder van de personenwagen Patrick D.C. uit Herzele raakte 3.492 zwaargewond 5.242 . Michaël D.L. 3.25 uit Mere , de <font color='red'>bestuurder</font> van de terreinwagen 4.67 , werd lichtgewond 5.713 . Ze zijn naar het ASZ in Aalst overgebracht . Door het ongeval was de rijstrook op de N46 richting Aalst een tijdlang afgesloten
S_W_P_B-89-2981-3010	-0.148776358901907	-0.0563257643158803	B	bestuurder	bestuurder.N-S_W_P_B-89-2981-3010	dat de beschikbare arbeid alleen nog kan worden herverdeeld . Volgens het NCMV is er werk zat , ook voor laaggeschoolden . Maar die arbeid is té duur . Gedelegeerd <font color='red'>bestuurder</font> Tony 2.961 Vandeputte 3.986 van het VBO 4.127 koos voor klare taal : De vierdaagse werkweek kan voor ons niet . Hij gelooft dat het voor individuele bedrijven wellicht mogelijk is naar de
S_W_P_B-4281-98605-86	-0.19497687963238	-0.0899857284758772	B	bestuurder	bestuurder.N-S_W_P_B-4281-98605-86	de vingers of hielp bedrijven tegen betaling om een milieuvergunning te krijgen . Vaessen , één van de bedrijfsleiders die van zijn diensten gebruik maakte , zou als toenmalig afgevaardigd 6.488 <font color='red'>bestuurder</font> van het bedrijf Limeparts in Genk , 7.000 1.643 euro hebben betaald voor een verjaardagsfeest van de inspecteur . Naast Vaessen staan ook een bouwondernemer uit Dilsen-Stokkem , een eigenaar van
S_W_P_B-5261-118790-469	-0.0590081504716402	0.284185842932703	B	bestuurder	bestuurder.N-S_W_P_B-5261-118790-469	. """" Momenteel kost het veel minder om onze server bij EUnet te zetten dan om zelf een lijn van één megabit 2.912 per seconde te nemen , """" mailt gedelegeerd <font color='red'>bestuurder</font> Peter Ingelbrecht . Minder dan twee percent 2.479 van de EUnet-klanten kiest voor web housing . Starten met een pakket ? Tot voor kort konden aspirant e-handelaars niet beginnen met kant-en-klare
S_W_P_B-9215-209129-108	0.0895056108084027	-0.00386452740096852	B	bestuurder	bestuurder.N-S_W_P_B-9215-209129-108	. Op de Klei , net voor het benzinestation Gabriëls , verloor hij om een nog onbekende reden de controle over het stuur 5.332 van zijn VW 2.461 Golf 3.499 Cabrio 2.714 . De <font color='red'>bestuurder</font> ramde 4.747 eerst de muurtjes op twee opritten 3.302 , katapulteerde 3.622 dan een geparkeerde wagen tegen de gevel van een woning , ramde vervolgens nog een muurtje om dan tegen de gevel
S_W_P_B-2968-69764-2	0.0947582573967777	-0.00400469192262488	B	bestuurder	bestuurder.N-S_W_P_B-2968-69764-2	. Doelpunten : 4 ' Jan Van Hoof 1 - 0 , 63 ' De Smet 1 - 1 , 82 ' Essers 2 - 1 ( strafschop ) . Bestuurder zwaargewond 5.242 na harde klap 3.147 tegen vrachtwagen 3.913 Aalst / Dendermonde Bij een verkeersongeval op de Tragel in Aalst is gisterenmorgen een 39-jarige automobilist zwaar gewond geraakt . Het ongeval gebeurde kort
S_W_P_B-11703-265138-33	0.0599107922069401	0.015901526898714	B	bestuurder	bestuurder.N-S_W_P_B-11703-265138-33	De politie van de zone Tienen / Hoegaarden heeft afgelopen weekend alcoholcontroles georganiseerd . Er werden agenten opgesteld aan de Leuvenselaan , de Sint-Truidensesteenweg en het Sint-Genovevaplein . Slechts vijf bestuurders werden betrapt 3.793 . Tijdens de actie schreven de agenten 2.649 ook vier processen-verbaal van waarschuwing uit . Eén <font color='red'>bestuurder</font> werd betrapt op verboden wapendracht . ( BMK ) Nipte cijfers Voor
S_W_P_B-13250-299427-493	-0.233065329730419	-0.202655506707628	B	bestuurder	bestuurder.N-S_W_P_B-13250-299427-493	De stem van God spreekt de weekendbestuurders toe . De spots worden uitgezonden voor , tijdens en na het weekend , met telkens een aangepaste boodschap . Zo worden de <font color='red'>bestuurder</font>s op maandag gefeliciteerd 1.239 dat ze het er levend van af gebracht hebben . Gerichte controleacties van de politie op snelheid en alcohol zullen de campagne ondersteunen . Om nog meer
S_W_P_B-12725-287155-3084	0.114486092252997	0.0507322704535443	B	bestuurder	bestuurder.N-S_W_P_B-12725-287155-3084	: 4de editie van de Golf voorzien eind november . ( Nieuwe assemblagetechnieken zoals lasertechnologie en toepassingen van speciale kleeftechnieken geven smalle koetswerkvoegen . ) De fullsize airbag 5.183 voor de <font color='red'>bestuurder</font> en de passagier 4.736 vormen met de pyrotechnische 5.874 gordelspanners 5.321 en gordelkrachtbegrenzers een standaard van passieve-veiligheidsvoorzieningen . In optie zullen er ook zij-airbags worden aangeboden . Motorversies : samenstelling van 5 benzine-
S_W_P_B-13326-300935-226	0.0800882809867033	0.00842558704917006	B	bestuurder	bestuurder.N-S_W_P_B-13326-300935-226	( icr ) IZEGEM De Izegemse brandweer bluste gisteren kort na de middag een brandende auto op de E403 aan het Esso-tankstation . De wagen 4.233 reed 3.635 richting 2.409 Brugge . De <font color='red'>bestuurder</font> kon zijn brandend voertuig 5.141 op de pechstrook 4.13 parkeren 3.984 en op tijd de auto verlaten . Zijn wagen brandde volledig uit . Tijdens het bluswerk werd de rechterrijstrook even afgesloten. (
S_W_P_B-5856-131758-256	0.0680133420076429	-0.0108316039639657	B	bestuurder	bestuurder.N-S_W_P_B-5856-131758-256	niet te nemen hindernis . De taxichauffeur reed de auto in de flank aan , waarna die tussen het terrasmeubilair en tegen de gevel 2.958 van een café belandde 3.447 . De <font color='red'>bestuurder</font> van de personenauto 5.107 werd daarbij 1.747 lichtgewond 5.713 . Ook de taxichauffeur en het 20-jarig meisje dat hij vervoerde , liepen lichte verwondingen op . ( LBX ) Artikel zonder titel Beveren
S_W_P_B-6060-135717-128	-0.177637584319152	-0.068736774955439	B	bestuurder	bestuurder.N-S_W_P_B-6060-135717-128	de Belgische holding . Zes maanden na de afsluiting van het openbare overnamebod van de Franse groep op Cobepa krijgt de nieuwe strategie 1.214 vorm . Christian 2.595 Varin 7.399 , de gedelegeerd <font color='red'>bestuurder</font> van Cobepa , zal morgen , 27 april , op de algemene aandeelhoudersvergadering het eerste private-equityfonds uit de doeken doen , waarvoor Cobepa als sponsor zal optreden . Het fonds
S_W_P_B-1296-30940-35	-0.313622376407009	-0.0473094693197541	B	bestuurder	bestuurder.N-S_W_P_B-1296-30940-35	in 2006 De onderaannemings- en automatiseringsgroep IPTE verwacht dat de verbetering van de resultaten , die vorig jaar ingezet werd , zich dit jaar zal voortzetten . Dat zei gedelegeerd <font color='red'>bestuurder</font> Huub 2.398 Baren 4.09 na de aandeelhoudersvergadering 3.596 . """" Die verbetering zal niet per se al in het eerste kwartaal te zien zijn . De orderportefeuille groeit alvast in beide afdelingen .
S_W_P_B-7688-173231-190	0.0317281731064156	0.00913193238293595	B	bestuurder	bestuurder.N-S_W_P_B-7688-173231-190	31 chauffeurs een ademtest . Een van hen was dronken en verloor zijn rijbewijs voor twee weken . Voorts stelde de politie 2.757 twee processen-verbaal 4.563 op voor ongeschouwde voertuigen 5.141 . Eén 4.249 <font color='red'>bestuurder</font> moest onmiddellijk 2.475 een boete 2.488 betalen omdat zijn auto 3.634 niet was ingeschreven . ( DHS ) MOERBEKE-WAAS Op een half uur tijd zijn gistermiddag tussen twaalf en half één drie ongevallen
S_W_P_B-6755-151486-2	0.120329402653716	-0.011849798764457	B	bestuurder	bestuurder.N-S_W_P_B-6755-151486-2	de opleiding deelnemen . Tot hiertoe hebben er zich al spontaan 150 kandidaat-cursisten aangemeld . Zij kregen zaterdag op het provinciehuis in Hasselt uitleg over de opleiding. ( belga ) Bestuurder zwaargewond 5.242 na klap 3.147 tegen elektriciteitspaal 5.694 Izenberge Aan het kruispunt 2.718 van de Groenestraat met de Linseledreef in Izenberge is de 62-jarige F.A. uit Poperinge gisteren om iets voor 17 uur met
S_W_P_B-12241-275946-19	0.0237949173331803	0.00227298603614874	B	bestuurder	bestuurder.N-S_W_P_B-12241-275946-19	, maar uiteindelijk loont het dubbel en dwars de moeite . SUZANNE LAMBERTS 57 bestuurders geflitst Leuven De Leuvense verkeerspolitie heeft bij een reeks snelheidscontroles 5.063 gisteren 1.016 en eergisteren 1.08 57 snelle 1.698 <font color='red'>bestuurder</font>s geflitst 5.219 . Gisteren 1.016 stond de anonieme 1.162 wagen 4.233 tussen 10 en 12.30 uur opgesteld in de Eénmeilaan en de Leming in Kessel-Lo . Zeven van de 552 gecontroleerde chauffeurs reden te
S_W_P_B-8862-199908-90	0.0116433852213707	-0.00564163719082603	B	bestuurder	bestuurder.N-S_W_P_B-8862-199908-90	het onderzoek . Ze is ter beschikking gesteld van de onderzoeksrechter en het parket vordert haar aanhouding . ( VBJB ) Oostkamp In de Lodistraat in Oostkamp verloor 1.893 een 22-jarige 3.458 <font color='red'>bestuurder</font> uit Beernem gisteren 1.016 rond 1.502 3.45 5.028 uur de controle 3.779 over zijn stuur . Hij week uit naar rechts , ramde drie bomen en kwam links van de weg met zijn wagen
S_W_P_B-5583-126460-70	-0.00643520525541882	0.0202189512749803	B	bestuurder	bestuurder.N-S_W_P_B-5583-126460-70	wegens roodrijden of overdreven snelheid . 6.000 van die overtredingen werden door de politie afgehandeld met een onmiddellijke inning . 4.200 2.4 werden door het parket 2.062 opgevolgd 1.692 . Het gaat om <font color='red'>bestuurder</font>s die hun onmiddellijke 2.475 inning 5.816 niet betaalden of om zware 1.734 overtredingen 4.349 die meteen naar het parket verhuisden . Van deze groep werden in de bewuste periode al 1.000 overtreders gevonnist door
S_W_P_B-3271-76144-201	0.0631017903818073	0.0983385192000584	B	bestuurder	bestuurder.N-S_W_P_B-3271-76144-201	en de N16 . Van de 200 chauffeurs die een ademtest aflegden bleken er vijftien onder invloed . Van drie werd het rijbewijs 5.876 meteen ingetrokken 4.876 . """" Kampioenen """" waren <font color='red'>bestuurder</font>s met liefst 3,1 promille 5.273 en 2,5 promille 5.273 in het bloed 1.44 . Een man weigerde te stoppen bij de controle op de N16 en stoof weg langs de E19 . Hij
S_W_P_B-2034-46235-543	-0.1192551337929	-0.064363933189279	B	bestuurder	bestuurder.N-S_W_P_B-2034-46235-543	in Fleurus ( Henegouwen ) die 130 medewerkers telt , wordt gereorganiseerd . LOUIS DELHAIZE . De rechtbank van Koophandel in Charleroi verwerpt de eis van Pierre 2.105 Delhaize 1.631 , ex-gedelegeerd <font color='red'>bestuurder</font> van de warenhuisgroep Louis Delhaize 1.631 , tot de verplichte terugkoop 3.363 van zijn 20%-participatie door de meerderheidsalliantie van de families Heynderickx en Bouriez . Hij vroeg daarvoor 2,5 miljard frank .
S_W_P_B-8887-200661-174	-0.023671705288257	0.0156201827546969	B	bestuurder	bestuurder.N-S_W_P_B-8887-200661-174	stuur te kruipen . Met liefst 8,9 procent van het totale aantal afgelegde tests voeren ze alvast de lijst aan . In West-Vlaanderen en Vlaams-Brabant bleken 1.466 5,3 3.143 procent van de <font color='red'>bestuurder</font>s positief 3.051 geblazen 4.059 te hebben . Tijdens de eindejaarscontroles werden in totaal zo'n 2.000 rijbewijzen ingetrokken . 157.000 chauffeurs moesten in het zakje blazen . ( DHH ) ANTWERPEN In de
S_W_P_B-2936-68858-816	-0.0528736487161758	-0.0764726815545685	B	bestuurder	bestuurder.N-S_W_P_B-2936-68858-816	Wij vonden dat dit niet moest gemeld worden daar het protokol hier niet gold . En omdat er geen jurisprudentie rond 1.502 dit protokol bestond . """" Remi 2.746 Vermeiren 1.839 , gedelegeerd <font color='red'>bestuurder</font> van de KB , sluit zich bij deze zienswijze 2.147 aan . Ook Super Club had trouwens de KBF moeten verwittigen . Bij aandelenemissies waarvoor publiciteit wordt gevoerd en waarbij het
S_W_P_B-4663-106157-470	-0.140799192639081	0.405004465012694	B	bestuurder	bestuurder.N-S_W_P_B-4663-106157-470	in Gualeguaychú een van nature gesloten gemeenschap aan waar het milieuactivisme nog erg pril was . """" Toen het nieuws over de fabrieken doorsijpelde 1.841 , begonnen tien milieugekken bij lokale <font color='red'>bestuurder</font>s aan te kloppen . Het protest liet de politici echter koud , waarop het groepje informatie begon te verspreiden op scholen en de gemeenschap langzaam ontwaakte . '' De pulpindustrie
S_W_P_B-11982-271088-24	0.0840747509443842	-0.0307801283735173	B	bestuurder	bestuurder.N-S_W_P_B-11982-271088-24	. Dat is mijn verdomde taak . '' Kindje ( 2 ) aangereden Middelkerke Om 14 uur gistermiddag werd in Middelkerke een tweejarig kindje uit Namen aangereden 5.202 door een 19-jarige 3.617 <font color='red'>bestuurder</font> uit Luxemburg . Die had het kindje niet opgemerkt 2.52 . Het kind liep lichte verwondingen op en werd overgebracht naar het ziekenhuis . ( PJ ) Kinderen in een rolstoel
S_W_P_B-1035-25193-4	0.0493743325488871	0.00299441437949536	B	bestuurder	bestuurder.N-S_W_P_B-1035-25193-4	een aankoop van de stukken niet af . Jos Sterk en Luc Schroyens Voor Generale Bank Nederland blijft Hoogovens , volop in de belangstelling , aantrekkelijk geprijsd . Acht 1.018 procent <font color='red'>bestuurder</font>s rijdt 3.635 te 1.558 snel 1.698 Stekene / St-Gil-W Afgelopen week heeft de politie van de zone Stekene / Sint-Gillis-Waas meer dan 16 uur snelheidscontroles georganiseerd . 2086 voertuigen werden gecontroleerd . 173
S_W_P_B-11717-265565-56	-0.0803921662803872	-0.00315048326831195	B	bestuurder	bestuurder.N-S_W_P_B-11717-265565-56	haar overwicht in de Belgische elektriciteits- en gasmarkt in te krimpen . Dat gebeurde naar aanleiding van de volledige overname van Electrabel 2.241 door het Franse Suez 2.444 . Volgens de gedelegeerd <font color='red'>bestuurder</font> van Electrabel 2.241 en de tweede man 1.289 van Suez 2.444 , Jean-Pierre 2.55 Hansen , heeft de Franse nutsgroep in een jaar tijd de belangrijkste engagementen uitgevoerd . Dat verklaarde hij zaterdag tijdens
S_W_P_B-9326-212215-347	0.0488747336422987	-0.00607487443409491	B	bestuurder	bestuurder.N-S_W_P_B-9326-212215-347	konden de wagen blussen. ( vkk ) Er was zaterdag een verkeersongeval met gewonden in de Heulestraat in Wevelgem . De fietser 2.478 A.J. 4.247 uit Wevelgem 1.717 werd daarbij 1.747 gewond 4.716 . De <font color='red'>bestuurder</font> van de wagen 4.233 V.M. uit Wevelgem 1.717 bleef ongedeerd. ( vkk ) Iedereen moet in Antwerpen kunnen winkelen Met zijn beleidsnota Detailhandel wil het Antwerpse stadsbestuur de strijd om het """"
S_W_P_B-1349-31780-298	0.0856280567801445	-0.00724041035481806	B	bestuurder	bestuurder.N-S_W_P_B-1349-31780-298	een boom en vatte vuur . ( NDC ) ZEVENEKEN Bij een spectaculair verkeersongeval op de N70 , ter hoogte van Zeveneken-Dorp , raakte 3.492 zondag om 5.45 4.68 uur een jonge bestuurder zwaargewond 5.242 toen zijn wagen 4.233 van de weg 1.336 reed 3.635 , nipt een verlichtingspaal miste en in een achtertuin langs Zavel belandde . De wagen van de <font color='red'>bestuurder</font> dwarste drie andere rijstroken
S_W_P_B-12451-280749-33	0.00902653362459186	0.00196415296489034	B	bestuurder	bestuurder.N-S_W_P_B-12451-280749-33	rijbewijzen ingetrokken Houthalen De politie hield snelheidscontroles op de Grote Baan in Houthalen-Helchteren . 86 van de 697 gecontroleerde bestuurders reden 2.595 sneller 1.698 dan de toegelaten 2.841 70 1.259 per uur . Eén 4.249 bestuurder scheurde 2.56 zelfs tegen 141 2.138 per uur over de weg 1.336 . Van drie <font color='red'>bestuurder</font>s werd het rijbewijs ingetrokken . In de Helzoldstraat reed tijdens de controles helemaal niemand te snel .
S_W_P_B-12592-284286-102	-0.0664075920526065	0.0140079612398269	B	bestuurder	bestuurder.N-S_W_P_B-12592-284286-102	Roeselaarse firma voor de aanmaak van de identificatieplaatjes , een ander bedrijf moest reliëf op de plaatjes aanbrengen en PLF Graphics 3.073 uit Meulebeke moest voor de bedrukking 4.623 zorgen . Twee <font color='red'>bestuurder</font>s van de ondertussen failliete 1.301 Meulebeekse firma 1.424 werden eveneens 1.429 gedagvaard 2.732 . Ze vroegen de vrijspraak . Christiaan V. blijft hij ervan overtuigd dat de karren mochten nagemaakt worden omdat ze niet
S_W_P_B-9400-213841-166	0.0162231559897249	0.0107760699237463	B	bestuurder	bestuurder.N-S_W_P_B-9400-213841-166	ter beschikking gesteld van het parket . ( FKD ) HALLE De lokale politie van Halle hield vrijdagnacht een onaangekondigde alcoholactie . In totaal 3.134 werden veertien voertuigen 5.141 gecontroleerd 4.596 . Vijf <font color='red'>bestuurder</font>s bliezen 4.059 positief 3.051 , drie van hen moesten meteen hun rijbewijs 5.876 inleveren . Er werd één proces-verbaal opgesteld tegen iemand die niet in orde was met de technische keuring , één
S_W_P_B-7965-178504-4	0.0839596163341326	0.013300731456552	B	bestuurder	bestuurder.N-S_W_P_B-7965-178504-4	waren rode kaarten voor Mihaljevic ( direct rood ) en Reynders ( twee keer geel ) . Zondag komt Dennis Vrijens terug uit schorsing . ( GGT ) Politie 2.757 pakt bestuurder op na vluchtmisdrijf 6.451 Alken In de Meerdegatstraat in Alken reed 3.635 een <font color='red'>bestuurder</font> vrijdagavond laat een bromfietser aan . De wagen week in een bocht van de weg af en maaide
S_W_P_B-4087-95250-431	-0.144633332565763	-0.122332096943011	B	bestuurder	bestuurder.N-S_W_P_B-4087-95250-431	. Oppert Alastair Hardie : """" Die zaak was ons aangebracht door De Lembre en mislukte wegens gebrek aan belangstelling . """" De verklaring van Marc 1.706 De Schutter 2.339 , gedelegeerd <font color='red'>bestuurder</font> van Lavithas , klinkt gelijkaardig . """" Ik heb over die kwestie bij Ernst & Young in Woluwe aan tafel gezeten samen met Hardie , De Lembre en Jan Maes
S_W_P_B-1073-26293-64	0.0888956329407286	-0.00183197053614443	B	bestuurder	bestuurder.N-S_W_P_B-1073-26293-64	het kruispunt komt de Blekersstraat aan de beurt . De straat wordt omgevormd tot een woonerf . Daarvoor willen we tal van maatregelen nemen zoals asverschuivingen . Zo zijn de <font color='red'>bestuurder</font>s wel verplicht om traag 1.385 te rijden 3.635 . Drempels komen er niet , omdat de weg dan misschien te veel zou beginnen trillen . In afwachting van de werken houden we
S_W_P_B-2481-56872-37	0.13165381102922	0.00112247063731227	B	bestuurder	bestuurder.N-S_W_P_B-2481-56872-37	de Bolstraat in Opwijk verloor een bestuurder de controle over het stuur van zijn Citroën . Het voertuig belandde in de beek 1.054 naast de rijbaan 3.585 . Toegesnelde 3.481 ambulanciers zagen de <font color='red'>bestuurder</font> onbeweeglijk 2.686 achter zijn stuur 5.332 zitten . Om niets aan het toeval over te laten , werd ook een MUG-team opgeroepen . Korte tijd later werd duidelijk dat er geen verdere
S_W_P_B-3344-78470-168	0.0204679040442736	0.0212049499880044	B	bestuurder	bestuurder.N-S_W_P_B-3344-78470-168	, de J. Kumpsstraat en de Duboislaan ( Hoeilaart ) werden 58 bestuurders op de bon geslingerd . TERVUREN De politie 2.757 hield dinsdag 1.139 een alcoholactie in de gemeente . Acht 1.018 <font color='red'>bestuurder</font>s werden aan een ademtest 7.363 onderworpen 4.872 . Tien chauffeurs 3.475 kregen een waarschuwing omdat hun auto technische mankementen vertoonde . TIENEN De politie controleerde de snelheid op de Sint-Truidensesteenweg , de Aarschotsesteenweg
S_W_P_B-12189-275001-181	0.0523523914750546	0.0236885507781653	B	bestuurder	bestuurder.N-S_W_P_B-12189-275001-181	van de automobilisten wel psychologisch te verklaren . """" Je kunt het vergelijken met een auto . Hoe veiliger een auto 3.634 is , hoe roekelozer 4.06 soms het gedrag van de bestuurder . """" Het Belgisch Instituut 2.55 voor Verkeersveiligheid 3.326 vindt het hele verhaal veeleer bizar . Volgens BIVV-woordvoerder Werner De Dobbeleer wijst het onderzoek er vooral op dat <font color='red'>bestuurder</font>s hun rijgedrag moeten
S_W_P_B-13009-294117-144	-0.0846156160956513	0.0241465341127263	B	bestuurder	bestuurder.N-S_W_P_B-13009-294117-144	bij verstek veroordeeld tot een celstraf van 12 maanden en een boete van 1.100 euro . Hij mag ook voor een periode van 4 jaar geen functie 1.821 meer uitoefenen 1.82 als <font color='red'>bestuurder</font> , commissaris 2.294 of zaakvoerder van een vennootschap 4.611 . ( KHen ) Jongeren organiseren ' Love Parade ' door centrum Kruibeke Voor het zesde jaar op rij trekt zaterdag een stoet
S_W_P_B-9368-213164-605	-0.150892279070831	-0.0365262390352553	B	bestuurder	bestuurder.N-S_W_P_B-9368-213164-605	geluk niet hebben . ( via 4545@hln.be ) * Christian Floru , Antwerpen Op Kanaal Z konden we dit weekend een debat volgen over de desindustrialisatie tussen Guido 1.66 Dumarey , <font color='red'>bestuurder</font> van Punch 3.109 International 2.162 , vakbondsvrouw 4.681 Marijke Persoone van de ( LBC-NVK ) en SP.A-volksvertegenwoordiger Hans Bonte . Dumarey is zonder twijfel een van onze meest dynamische grote ondernemers , zoals
S_W_P_B-10477-239328-127	0.207654373243199	-0.0042617281111739	B	bestuurder	bestuurder.N-S_W_P_B-10477-239328-127	het voertuig . Jozef Flamey werd ter plaatse nog tevergeefs ruim een half uur gereanimeerd . Het is al de derde keer in enkele weken dat er in de politiezone <font color='red'>bestuurder</font>s sterven achter het stuur 5.332 nadat ze getroffen werden door een hartstilstand . Vorig weekend was dat nog het geval in Spiere . Containerverkeer neemt opnieuw toe Staf DE LIE In
S_W_P_B-9190-208338-47	0.0145897087722615	0.0112405349454564	B	bestuurder	bestuurder.N-S_W_P_B-9190-208338-47	en 15 uur bij controles in de Nobelstraat in Tremelo , de Stationsstraat in Rotselaar en op de Aarschotsesteenweg in Betekom de snelheid 3.972 van in totaal 726 4.276 wagens 4.233 . Acht 1.018 <font color='red'>bestuurder</font>s reden 2.595 duidelijk sneller 1.698 dan toegelaten 2.841 en mogen eerstdaags 2.325 een proces-verbaal 4.563 in de bus verwachten . Q&A -- Vlaanderen pusht groene stroom De oprichting van een Vlaams Energiebedrijf ( VEB )
