id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text
church/NN/br-d14/428	-0.00331321712171555	-0.00312445752017782	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d14/446	-0.00331484700754424	-0.0031372533024508	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d14/557	-0.0033249561241269	-0.00313059424216955	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-d14/726	-0.00333693199789803	-0.00313078703764851	church	NN	NA	B	B	NA	 <font color="green"></font> 
church/NN/br-d16/1602	-0.00331585294131823	-0.00312361872204475	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d16/1644	-0.00331780328598897	-0.00314011470334557	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-d16/1947	-0.00332470833711707	-0.00312715112840789	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-d16/220	-0.00333338616583298	-0.00313026446329573	church	NN	NA	B	B	NA	 <font color="green"></font> 
church/NN/br-d17/1073	-0.00332269432064082	-0.0031451048387033	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-e13/272	-0.00333071154609185	-0.00313800469663826	church	NN	NA	B	B	NA	 <font color="green"></font> 
church/NN/br-e13/754	-0.00333395609114538	-0.00312895485647661	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-f15/713	-0.00332678837322741	-0.0031281287554632	church	NN	roman_catholic_church%1:14:00::	B	B	B	 <font color="green"></font> 
church/NN/br-f15/754	-0.00332317045169488	-0.0031226759008849	church	NN	roman_catholic_church%1:14:00::	B	B	B	 <font color="green"></font> 
church/NN/br-f15/776	-0.00333104626148301	-0.00313195240307006	church	NN	roman_catholic_church%1:14:00::	A	A	B	 <font color="green"></font> 
church/NN/br-f15/862	-0.00332385505066991	-0.00312538922176665	church	NN	roman_catholic_church%1:14:00::	A	A	B	 <font color="green"></font> 
church/NN/br-f15/882	-0.00332870347025565	-0.00314325887004111	church	NN	roman_catholic_church%1:14:00::	A	A	B	 <font color="green"></font> 
church/NN/br-f44/1076	-0.00331614387799238	-0.00312497484990608	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-f44/1122	-0.00331315308103686	-0.00313657588555836	church	NN	church%1:14:00::	D	D	A	 <font color="green"></font> 
church/NN/br-f44/1285	-0.00333667356601665	-0.00313068600525061	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-f44/1618	-0.00331827698651561	-0.00314004155440571	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-f44/2150	-0.00332454948151317	-0.00313684860315889	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-f44/368	-0.00332704437248414	-0.00314768227075211	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-f44/647	-0.00332383908280214	-0.00312621485507143	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-f44/654	-0.00332794164018913	-0.00312524701822025	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-f44/667	-0.00332606654109533	-0.00314032623201838	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-f44/924	-0.0033271381060783	-0.00312503193961151	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-f44/986	-0.00333046370345181	-0.00313273579357706	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-g05/1358	-0.00333038880775389	-0.00313874545717731	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-g12/1271	-0.00331659405537964	-0.00312826957160351	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-g12/1807	-0.00331254487526557	-0.0031267246838334	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-g12/544	-0.00332782370434086	-0.00312822420638609	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-h17/1199	-0.003327359714843	-0.00312782573266467	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-h17/1434	-0.0033354781247867	-0.00313580715223762	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-j23/1105	-0.00332185958224033	-0.00314200201995798	church	NN	church_member%1:18:00::	C	C	E	 <font color="green"></font> 
church/NN/br-j57/2237	-0.00332521092376983	-0.00312929412856973	church	NN	church_father%1:18:00::	A	A	A	 <font color="green"></font> 
church/NN/br-j57/958	-0.00332044008886523	-0.00313657012945564	church	NN	church_father%1:18:00::	A	A	A	 <font color="green"></font> 
church/NN/br-j58/1496	-0.00332756750942077	-0.00312702527559314	church	NN	church_bell%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k04/1076	-0.00332774751701433	-0.00312370730280657	church	NN	church%1:06:00::	D	C	C	 <font color="green"></font> 
church/NN/br-k04/1117	-0.00332430894632893	-0.00312676395758336	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k04/1145	-0.00333351061222493	-0.0031373614909331	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-k04/1353	-0.00332190173693374	-0.00314235039274339	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k04/1419	-0.00331715311087443	-0.00312602239871265	church	NN	church%1:06:00::	C	C	C	 <font color="green"></font> 
church/NN/br-k04/1433	-0.0033124483199088	-0.00313078585942178	church	NN	church%1:06:00::	C	C	C	 <font color="green"></font> 
church/NN/br-k04/1485	-0.00332574246322584	-0.00312646873614089	church	NN	church%1:06:00::	C	C	C	 <font color="green"></font> 
church/NN/br-k04/1493	-0.0033152062983248	-0.00312410426119583	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-k04/1514	-0.00331427619756168	-0.00312858084780689	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-k04/1530	-0.0033225262192812	-0.00312353758665438	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k04/1578	-0.00333018089487074	-0.00312939557622293	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k04/1634	-0.00332139816736658	-0.00314308352830707	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k04/1685	-0.00332134357561106	-0.00314777182431721	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k04/1807	-0.00332794122609618	-0.00313782420401834	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k04/1874	-0.00331856316105342	-0.00313947265780292	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k04/2301	-0.00331979402805151	-0.00314093236343766	church	NN	methodist_church%1:14:00::	B	B	F	 <font color="green"></font> 
church/NN/br-k04/356	-0.00333622835155943	-0.00313452328885239	church	NN	church%1:06:00::	C	C	C	 <font color="green"></font> 
church/NN/br-k04/397	-0.00333060945873149	-0.00312490077098751	church	NN	church%1:06:00::	C	C	C	 <font color="green"></font> 
church/NN/br-k04/828	-0.00332865380455632	-0.00312658004112166	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-k04/877	-0.00331818456482707	-0.00312942516390956	church	NN	church%1:14:00::	C	C	A	 <font color="green"></font> 
church/NN/br-k04/923	-0.00332108680183006	-0.00312604769086772	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k04/975	-0.00331710110216438	-0.00312513370333032	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k06/1056	-0.00331327526588772	-0.0031338719796223	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k06/1389	-0.00332346221414761	-0.0031240779222176	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k06/1473	-0.0033151147713996	-0.00313397991078395	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k06/528	-0.00332436026918745	-0.00312800368258024	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k06/571	-0.00332241104056959	-0.00313724739902921	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k06/659	-0.0033132389939512	-0.00312523582716004	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k06/852	-0.00332516442183288	-0.00312959248960537	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k10/1423	-0.00332756931887096	-0.00313406443873267	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-k10/1445	-0.00331336824640364	-0.00313152419926056	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-k10/1802	-0.00331367479496659	-0.00313138708175159	church	NN	church_of_rome%1:14:00::	B	B	B	 <font color="green"></font> 
church/NN/br-k10/205	-0.00333496260620204	-0.00313678229402303	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-k10/257	-0.00331633153950335	-0.00314255133144381	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-k10/271	-0.00332063261098624	-0.00314491447684651	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-k10/561	-0.00332514911083462	-0.00314489543178609	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-k10/588	-0.00332462063145702	-0.00312566704061043	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-k10/967	-0.00333349830991974	-0.00312976047487201	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k13/533	-0.00331705714319665	-0.00313440008364083	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k14/1114	-0.00332444129456783	-0.0031447143023747	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-k14/826	-0.00331259668575052	-0.00313210998041081	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k15/188	-0.00331402458689558	-0.00313007453309875	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k16/1431	-0.00333205280212755	-0.00313428496676223	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k16/2285	-0.00332351572224862	-0.00312389815042058	church	NN	church_service%1:04:00::	E	E	D	 <font color="green"></font> 
church/NN/br-k16/2298	-0.00331840659073191	-0.00314187543298684	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-k19/168	-0.00331685328194475	-0.00312655255535603	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-k19/213	-0.00333018615601621	-0.00312956388551006	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-k25/81	-0.00331938979717338	-0.00314117362081151	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-l08/1824	-0.00331970694743111	-0.00313965221422422	church	NN	church%1:04:00::	E	E	D	 <font color="green"></font> 
church/NN/br-l08/2109	-0.00331776100898934	-0.00314198359981295	church	NN	church%1:06:00::	C	C	C	 <font color="green"></font> 
church/NN/br-m01/1682	-0.0033307545522328	-0.00312520800266795	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-m01/234	-0.00333577641834114	-0.00313947370865931	church	NN	NA	NA	NA	NA	 <font color="green"></font> 
church/NN/br-m01/2360	-0.00331292559352124	-0.0031391523902982	church	NN	church%1:04:00::	E	E	D	 <font color="green"></font> 
church/NN/br-m01/265	-0.00332392674660892	-0.00312659197629006	church	NN	church%1:14:00::	NA	NA	A	 <font color="green"></font> 
church/NN/br-p01/1161	-0.00332088725103718	-0.00314436753256425	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-p01/21	-0.00333502466536637	-0.00313642149445488	church	NN	church_tower%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-p01/222	-0.00333001588711332	-0.00314327422668852	church	NN	church%1:04:00::	E	E	D	 <font color="green"></font> 
church/NN/br-p01/829	-0.00331193927216976	-0.00313290450760574	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-p03/76	-0.00332220124081562	-0.0031360418003394	church	NN	NA	E	E	NA	 <font color="green"></font> 
church/NN/br-p03/933	-0.00332758625545725	-0.00314346988002724	church	NN	NA	E	E	NA	 <font color="green"></font> 
church/NN/br-p04/2406	-0.00332804925561161	-0.00314150416169335	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-p04/2429	-0.00332974208169185	-0.00312703651046227	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-p04/983	-0.00331559688361484	-0.00313697520947868	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-p06/425	-0.00332472021790289	-0.00314753787460257	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-p09/150	-0.00331650472793689	-0.0031369046281753	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-p12/1014	-0.00332935011796406	-0.00312576203160837	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-p12/1063	-0.00333038146816667	-0.0031338558216089	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-p12/1102	-0.00331745466875107	-0.00312387016355193	church	NN	church_bell%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-p12/1141	-0.00331051418565899	-0.00313071611208907	church	NN	church%1:06:00::	D	D	C	 <font color="green"></font> 
church/NN/br-p12/1260	-0.00331861546261992	-0.00312414484417395	church	NN	church%1:04:00::	E	E	D	 <font color="green"></font> 
church/NN/br-p12/1270	-0.00332809921898096	-0.00314746737618517	church	NN	church%1:04:00::	E	E	D	 <font color="green"></font> 
church/NN/br-p12/1309	-0.00331648857186768	-0.00313689641093456	church	NN	church%1:04:00::	E	E	D	 <font color="green"></font> 
church/NN/br-p12/1433	-0.00331450845594779	-0.00313017975165031	church	NN	church%1:04:00::	C	C	D	 <font color="green"></font> 
church/NN/br-p12/1559	-0.0033145987473089	-0.00313516117620794	church	NN	church%1:04:00::	E	E	D	 <font color="green"></font> 
church/NN/br-r05/1163	-0.00332212176485953	-0.00312306956733009	church	NN	church%1:06:00::	C	C	C	 <font color="green"></font> 
church/NNP/br-a17/2134	-0.331414309966898	-0.394519312297277	church	NNP	NA	D	D	NA	 <font color="green"></font> 
church/NNP/br-a18/760	-0.358829784848699	-0.0463739127975323	church	NNP	NA	C	C	NA	 <font color="green"></font> 
church/NNP/br-a31/2143	-0.0600949689783141	0.269176252719	church	NNP	NA	C	C	NA	 <font color="green"></font> 
church/NNP/br-a35/810	-0.127623981144261	0.372519953565521	church	NNP	NA	A	A	NA	 <font color="green"></font> 
church/NNP/br-b08/1804	-0.255952327139823	-0.370993369476993	church	NNP	NA	C	C	NA	 <font color="green"></font> 
church/NNP/br-b12/2221	-0.405421290366897	0.188521370646796	church	NNP	NA	B	B	NA	 <font color="green"></font> 
church/NNP/br-b16/1946	0.292860258153824	-0.249616537521731	church	NNP	NA	NA	NA	NA	 <font color="green"></font> 
church/NNP/br-b22/1005	-0.0105853072423938	-0.347424289117516	church	NNP	NA	A	A	NA	 <font color="green"></font> 
church/NNP/br-b22/1077	0.0911307555283569	-0.0674446427512117	church	NNP	NA	A	A	NA	 <font color="green"></font> 
church/NNP/br-b22/1102	-0.423396943072372	0.222157167376486	church	NNP	NA	A	A	NA	 <font color="green"></font> 
church/NNP/br-b22/1154	0.28608622463231	-0.14847310341623	church	NNP	NA	A	A	NA	 <font color="green"></font> 
church/NNP/br-b22/1193	0.353386506348294	0.252597501471601	church	NNP	NA	A	A	NA	 <font color="green"></font> 
