id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw
church/NN/br-k04/1530	-0.0605446781506395	-0.0759372948905198	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 the Presiding Elder the plan of giving up the old <font color=green>church</font>  and moving across the river. The Presiding Elder was sure	5	1	137	20	2
church/NN/br-k04/1578	-0.034587975113811	-0.0146778275824528	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 impossible. The bank which held the mortgage on the old <font color=green>church</font>  declared that the interest was considerably in arrears, and the	2	1	138	50	5
church/NN/br-k04/1634	-0.108083327450317	-0.106254521678957	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 to colored folk. When it was proposed to rebuild the <font color=green>church</font> , Wilson found that the terms for a new mortgage were	2	0	196	0	4
church/NN/br-k04/1685	0.266271556831088	-0.113861875841461	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 made to his Deacon Board, he met unanimous opposition. The <font color=green>church</font>  certainly would not be removed. The very proposition was sacrilege	3	0	219	0	3
church/NN/br-k04/1807	-0.131522349171263	-0.100747874098592	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 of money that has been invested by whites around that <font color=green>church</font> ? Tenements, stores, saloons, some gambling, I hope not too much	5	2	209	40	4
church/NN/br-k04/1874	-0.154817313251394	-0.158022097305441	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 were you I would just plan to repair the old <font color=green>church</font>  so it would last for five or ten years. By	3	3	206	100	3
church/NN/br-k04/2301	0.0636592321348375	-0.00111292811914051	church	NN	fiction_gral	fiction	B	B	AB	AB	methodist_church%1:14:00::	B2	B	AB	AB	 mean practically the end of his career in the Methodist <font color=green>church</font> , if not in all churches.	3	1	183	33	4
church/NN/br-k04/356	-0.0815254681111457	-0.0282933700459146	church	NN	fiction_gral	fiction	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 with the whites, especially the rich who partly supported the <font color=green>church</font> . The Deacon Board, headed by a black man named Carlson	7	4	172	57	6
church/NN/br-k04/397	-0.0008083398818535	-0.0476285474535832	church	NN	fiction_gral	fiction	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 support of the Amen corner. The characteristic thing about this <font color=green>church</font>  was its Amen corner and the weekly religious orgy. A	4	4	214	100	5
church/NN/br-k04/828	-0.0218354790752657	-0.0167403161058521	church	NN	fiction_gral	fiction	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 the home of one of the old members of the <font color=green>church</font> , a woman named Catt who, as Wilson afterward found, was	2	1	180	50	5
church/NN/br-k04/877	-0.0414326367191771	-0.0656072737178574	church	NN	fiction_gral	fiction	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 never married, conducting a spotless home and devoted to her <font color=green>church</font> , but a perpetual dissenter and born critic. She soared over	2	1	214	50	5
church/NN/br-k04/923	-0.107037978063862	-0.142889219669126	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 which she was chief repository. Then Wilson looked over the <font color=green>church</font>  and studied its condition. The salary of the pastor had	3	1	234	33	4
church/NN/br-k04/975	-0.249845615861815	-0.0807727805135298	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 he mentioned this to the Deacons they said nothing. The <font color=green>church</font>  itself must be repaired. It was dirty and neglected. It	3	2	227	67	3
church/NN/br-k06/1056	-0.0293358156446827	0.198109485602441	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 northward to Brooklyn, below Point Peter, he could see the <font color=green>church</font>  spire wherever he looked back. Sometimes they went south and	5	1	169	20	3
church/NN/br-k06/1389	-0.193769277248852	-0.13722058987446	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 with its peaked lance. Stevie was constantly slipping into the <font color=green>church</font> . He pulled with all his strength at the heavy, brass	3	2	161	67	3
church/NN/br-k06/1473	-0.324963026570594	0.0815766157942943	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 hands tucked under his coattails, and staring into the dark <font color=green>church</font> . The figure was wreathed in an extraordinary luminescence. The boy	3	1	180	33	2
church/NN/br-k06/528	-0.215629913666216	-0.00361212977226487	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 his head out. There was the slate roof of the <font color=green>church</font> ; ivy climbed the red brick walls like a green scaled	5	3	174	60	6
church/NN/br-k06/571	-0.377052526603322	0.166139398645991	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 cupboards.`` There 's a tower and a steeple on the <font color=green>church</font>  a million feet high. And the loudest clock in the	3	2	354	67	2
church/NN/br-k06/659	-0.205909353022823	0.202339616965285	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 Street to Orange Square. The steeple leaned backward, while the <font color=green>church</font>  advanced like a headless creature in a long, shapeless coat	5	0	225	0	3
church/NN/br-k06/852	-0.222554394999195	0.256278298303091	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 Church with its high steeple and clock. There was no <font color=green>church</font>  like Drew Church, no preacher like Papa, who was intimate	3	1	274	33	3
church/NN/br-k10/1423	0.0238570222266571	-0.0586804990990418	church	NN	fiction_gral	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 economics, and social issues that are no concern of the <font color=green>Church</font> ''? And John 's reply was always the same:`` Anything that	5	1	193	20	4
church/NN/br-k10/1445	-0.115079513798769	0.0998740251761474	church	NN	fiction_gral	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 same:`` Anything that affects souls is the concern of the <font color=green>Church</font> ! We will have righteousness''! Tears burned behind his eyes as	3	2	205	67	5
church/NN/br-k10/1802	0.114356749663612	0.271855496361652	church	NN	fiction_gral	fiction	B	B	AB	AB	church_of_rome%1:14:00::	B1	B	AB	AB	 Geneva, saying that he had been a bishop of the <font color=green>Church</font>  of Rome and had been persecuted in Paris for his	2	1	225	50	2
church/NN/br-k10/205	-0.135063204323415	0.149739980979264	church	NN	fiction_gral	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 that the couple would have to be punished if the <font color=green>Church</font>  was to be respected.`` I have told you before, and	2	1	178	50	3
church/NN/br-k10/257	-0.110743304092516	0.304288854935705	church	NN	fiction_gral	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 is the answer the ungodly will always make when the <font color=green>Church</font>  points its fingers at their sins. I say to you	3	2	213	67	2
church/NN/br-k10/271	-0.0657408052047142	0.18752428877186	church	NN	fiction_gral	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 fingers at their sins. I say to you that the <font color=green>Church</font>  will ever decry evil''! John 's reply was like a	3	2	251	67	4
church/NN/br-k10/561	0.156503165279266	-0.0665571196633418	church	NN	fiction_gral	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 weeks before, in early November, without being reconciled to the <font color=green>Church</font> . The canons, in a body, had tried to force him	3	0	141	0	2
church/NN/br-k10/588	0.00350670464267415	0.224894545952092	church	NN	fiction_gral	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 to let them give him the last rites of the <font color=green>Church</font> , but he had died still proclaiming salvation by faith. Burial	3	1	266	33	4
church/NN/br-k10/967	-0.114570806330627	0.0138801215621234	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 all the time. Quickening his steps, John entered the vast <font color=green>church</font>  and climbed the tower steps to the bells. Underneath the	6	6	182	100	7
church/NN/br-k13/533	-0.171047718341594	0.0189293061310573	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 Harold indicated the photograph on the wall and asked what <font color=green>church</font>  the stone sculpture was in. Eugene told him and he	3	3	193	100	7
church/NN/br-k14/1114	0.0675386751260491	-0.191972921901815	church	NN	fiction_gral	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 not want my people to get in trouble with the <font color=green>Church</font> ''.`` I am working for the Cardinal of San Dionigi. I'm	3	1	131	33	1
church/NN/br-k14/826	-0.0525046572244392	-0.405938281006921	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 Jewish section was in Trastevere, near the Tiber at the <font color=green>church</font>  of San Francesco a Ripa. The colony had been small	4	1	225	25	2
church/NN/br-k15/188	-0.0710579871097107	0.0111966810080694	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 They held the funeral the next morning from the crossroads <font color=green>church</font>  and buried the little box in the quiet family plot	6	6	206	100	9
church/NN/br-k16/1431	-0.163681989710579	-0.0186139502749319	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 thickets. Along Wappinger Creek in Dutchess County, past the white <font color=green>church</font>  at Fishkill, past Verplanck 's Point on the east bank	6	5	174	83	5
church/NN/br-k16/2285	-0.0895743405468537	0.00367588910721967	church	NN	fiction_gral	fiction	E	E	DE	CDE	church_service%1:04:00::	E	E	DE	CDE	 him out of some dim corner of memory from a <font color=green>church</font>  service when he was a boy- yes, in a white	1	1	206	100	4
church/NN/br-k16/2298	-0.182657837695157	-0.0268779742428884	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 service when he was a boy- yes, in a white <font color=green>church</font>  with a thin spur steeple in the patriarchal Hudson Valley	5	3	138	60	3
church/NN/br-k19/168	-0.0523311499137086	0.0680611012264447	church	NN	fiction_gral	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for a more exalted office in the hierarchy of the <font color=green>church</font> - his ambitions for the bishopry had died very early in	5	0	134	0	2
church/NN/br-k19/213	-0.00162450078430975	-0.208240081474523	church	NN	fiction_gral	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 of this desire was due to his devotion to the <font color=green>church</font>  and how much was his own ego, demanding to be	1	1	217	100	4
church/NN/br-k25/81	-0.00502452164809234	-0.160784407838535	church	NN	fiction_gral	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 whether a private residence in his Pennsylvania county or a <font color=green>church</font>  in Brazil, without it being obvious that he had done	3	1	156	33	4
church/NN/br-l08/1824	0.164682889787534	0.286234555680546	church	NN	fiction_mystery	fiction	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 did n't feel good on Sunday, could n't go to <font color=green>church</font> - there 'd be a little argument, but she could be	3	1	224	33	2
church/NN/br-l08/2109	0.0503587320157961	-0.112877880580002	church	NN	fiction_mystery	fiction	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 with foreign sounding names, the ones went to the same <font color=green>church</font>  and- Different place, different job, different people, she 'd be	2	1	156	50	5
church/NN/br-m01/1682	0.13977436192393	-0.300299402644249	church	NN	fiction_science	fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 indicted for price-cutting. Fosterite bishops, after secret conclave, announced the <font color=green>Church</font>  's second Major Miracle: Supreme Bishop Digby had been translated	5	1	182	20	2
church/NN/br-m01/2360	-0.00410356455535922	-0.014838739918736	church	NN	fiction_science	fiction	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 continued most of the week following that ill-starred trip to <font color=green>church</font> , during which period Mike stayed in his room and usually	1	1	148	100	5
church/NN/br-m01/265	0.236047784550416	-0.149746693089153	church	NN	fiction_science	fiction	Z	Z	Z	Z	church%1:14:00::	B	B	AB	AB	 was no Martian concept to match it- unless one took`` <font color=green>church</font> '' and`` worship'' and`` God'' and`` congregation'' and many other words	1	1	212	100	3
church/NN/br-p01/1161	-0.192571936927566	0.0205373787272633	church	NN	fiction_romance	fiction	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 hill, rising with the hill to the top where the <font color=green>church</font>  was and beyond that to the cemetery. Only paved alleyways	7	6	223	86	6
