"token_id"	"model.x"	"model.y"	"lemma"	"pos"	"sense_key"	"marisense"	"mari_broad_sense"	"wn_broad_sense"	"text"
"23"	"church/NN/br-a31/2112"	0.0940681684755183	-0.0106469800082327	"church"	"NN"	NA	"D"	"D"	NA	" and program at 6 p. m. Sunday at Trinity Methodist <font color=\"green\">Church</font> . He is the sexton of the church. A family worship"
"24"	"church/NN/br-a31/2120"	0.002301434578737	-0.00795169585294508	"church"	"NN"	NA	"D"	"D"	NA	" at Trinity Methodist Church. He is the sexton of the <font color=\"green\">church</font> . A family worship service will follow the program at 7"
"25"	"church/NN/br-a31/2172"	0.0297427383830825	0.0863725189455413	"church"	"NN"	NA	"C"	"C"	NA	" service marking National Family Week. Every family of Riviera Presbyterian <font color=\"green\">Church</font>  has been asked to read the Bible and pray together"
"26"	"church/NN/br-a31/2212"	-0.00480491464477736	-5.37663146807268e-05	"church"	"NN"	NA	"C"	"C"	NA	" participate. To start the week of special programs at the <font color=\"green\">church</font> , the Rev. John D. Henderson will preach on`` A Successful"
"27"	"church/NN/br-a31/2241"	0.0922139357920166	-0.0435926880150515	"church"	"NN"	NA	"C"	"C"	NA	" 40 and 11 a. m. Sunday. New officers of the <font color=\"green\">church</font>  will be ordained and installed at the 7: 30 p."
"28"	"church/NN/br-a31/2280"	0.0217481993013969	0.0901939533267267	"church"	"NN"	NA	"C"	"C"	NA	" held at 6: 15 p. m. Monday and the annual <font color=\"green\">church</font>  picnic at 4 p. m. next Saturday. The week will"
"29"	"church/NN/br-b08/1866"	0.0423608168666796	0.0866014992917466	"church"	"NN"	NA	"D"	"D"	NA	" wrote after almost a decade of service to this majestic <font color=\"green\">church</font> .`` Such a church needs vigor and vitality in its rector"
"30"	"church/NN/br-b08/1871"	-0.0994144343388482	-0.00119600217229229	"church"	"NN"	NA	"C"	"C"	NA	" a decade of service to this majestic church.`` Such a <font color=\"green\">church</font>  needs vigor and vitality in its rector and one man"
"31"	"church/NN/br-b08/1912"	-0.0145582514191821	0.0639868375305603	"church"	"NN"	NA	"C"	"C"	NA	" stay`` beyond the time that his leadership should benefit'' his <font color=\"green\">church</font> , he wrote,`` for he becomes ordinary''. And so the young"
"32"	"church/NN/br-b08/2063"	0.0634477985202508	-0.0825449380296815	"church"	"NN"	NA	"C"	"C"	NA	" gives himself to God and to the believers of his <font color=\"green\">church</font>  takes upon himself a life of giving. He does not"
"33"	"church/NN/br-b08/2245"	-0.166947171317412	0.0292906507410698	"church"	"NN"	NA	"E"	"E"	NA	" them to bestow saintliness upon us in return for ostentatious <font color=\"green\">church</font>  attendance and a few bucks a week, American cash. If"
"34"	"church/NN/br-b08/2363"	0.121223054205576	-0.103793033179173	"church"	"NN"	NA	"D"	"D"	NA	" through him. But how little love we give him. The <font color=\"green\">church</font>  truly is not a rest home for saints, but a"
"35"	"church/NN/br-b08/834"	0.0108301865007698	-0.126774101349361	"church"	"NN"	NA	"D"	"D"	NA	" agreement. I settled it tonight'', he continued.`` I leave this <font color=\"green\">church</font>  with a feeling that a great weight has been lifted"
"36"	"church/NN/br-b12/2009"	-0.000219576597857634	-0.00060884395434538	"church"	"NN"	NA	"A"	"A"	NA	" new version retains, however, the old phrase`` angel of the <font color=\"green\">church</font> '' which Biblical scholars have previously interpreted as meaning bishop. This"
"37"	"church/NN/br-b12/2115"	-0.000204103319166386	-0.000606021340614841	"church"	"NN"	NA	"A"	"A"	NA	" and Greek and other ancient writings, some by the early <font color=\"green\">church</font>  fathers, in themselves called for a restudy of the Bible"
"38"	"church/NN/br-b12/2217"	-0.000195860383458946	-0.000604434618559544	"church"	"NN"	NA	"B"	"B"	NA	" of a joint committee made up of representatives of the <font color=\"green\">Church</font>  of England, Church of Scotland, Methodist Church, Congregational Union, Baptist"
"39"	"church/NN/br-b12/2226"	-0.000222588124822659	-0.00059486153693198	"church"	"NN"	NA	"B"	"B"	NA	" representatives of the Church of England, Church of Scotland, Methodist <font color=\"green\">Church</font> , Congregational Union, Baptist Union, Presbyterian Church of England, Churches in"
"40"	"church/NN/br-b12/2235"	-0.000202623368574294	-0.00058626305320902	"church"	"NN"	NA	"B"	"B"	NA	" Church of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian <font color=\"green\">Church</font>  of England, Churches in Wales, Churches in Ireland, Society of"
"41"	"church/NN/br-b15/1190"	-0.000226925332199762	-0.000598167260880495	"church"	"NN"	NA	"C"	"C"	NA	" El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=\"green\">Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to"
"42"	"church/NN/br-b18/1829"	-0.000218095949403162	-0.000602190270997639	"church"	"NN"	NA	"C"	"C"	NA	" the Women 's Association of the Trumbull Ave. United Presbyterian <font color=\"green\">Church</font> , considerable use was made of material from The Detroit News"
"43"	"church/NN/br-b24/1259"	-0.000191723568541971	-0.000603379188056495	"church"	"NN"	NA	"C"	"C"	NA	" or less native. Sometimes they get their initial experience in <font color=\"green\">church</font>  haflis, conducted by Lebanese and Syrians in the U. S."
"44"	"church/NN/br-d01/1628"	-0.000210319999308575	-0.000605728097311637	"church"	"NN"	"church%1:14:00::"	"B"	"B"	"A"	" age to whip men into a surrender to a particular <font color=\"green\">church</font>  or church-state''. Apparently he does not intend that those who"
"45"	"church/NN/br-d02/1641"	-0.000206600662096618	-0.000603455144300103	"church"	"NN"	"church%1:14:00::"	"B"	"B"	"A"	" concerned to stand squarely within the tradition of the apostolic <font color=\"green\">church</font> , they have exhibited no willingness whatever to sacrifice their modernity"
"46"	"church/NN/br-d02/706"	-0.000210662645485155	-0.000607494706934139	"church"	"NN"	"church%1:14:00::"	"A"	"A"	"A"	" there tends to be an almost complete indifference to the <font color=\"green\">church</font>  and its traditional message of sin and grace. To be"
"47"	"church/NN/br-d02/786"	-0.000225485344543108	-0.000603536516898704	"church"	"NN"	"church%1:14:00::"	"A"	"A"	"A"	" longer afford the luxury of such smug indignation? Can the <font color=\"green\">church</font>  risk assuming that the`` folly'' of men is as dear"
"48"	"church/NN/br-d02/877"	-0.000217915568519992	-0.000603701567463573	"church"	"NN"	"church%1:14:00::"	"A"	"A"	"A"	" precarious? There is an ancient and venerable tradition in the <font color=\"green\">church</font> ( which derives, however, from the heritage of the Greeks rather"
"49"	"church/NN/br-d02/923"	-0.000216869178135913	-0.000590862260004879	"church"	"NN"	"church%1:14:00::"	"A"	"A"	"A"	" for accomplishing his work in the world. by analogy, the <font color=\"green\">church</font>  also has been regarded as entirely independent of the`` world"
"50"	"church/NN/br-d02/949"	-0.000243055078944387	-0.00059945674141787	"church"	"NN"	"church%1:14:00::"	"A"	"A"	"A"	" of requiring nothing from it in order to be the <font color=\"green\">church</font> . But, as Scripture everywhere reminds us, God does have need"
"51"	"church/NN/br-d02/969"	-0.0002205280139859	-0.000601025862084813	"church"	"NN"	"church%1:14:00::"	"A"	"A"	"A"	" us, God does have need of his creatures, and the <font color=\"green\">church</font> , a fortiori, can ill afford to do without the talents"
"52"	"church/NN/br-d03/1080"	-0.000202592375532561	-0.000589743159644647	"church"	"NN"	"church%1:04:00::"	"E"	"E"	"D"	" phenomenon of redundancy is that fewer Protestants are going to <font color=\"green\">church</font> . It should be admitted, too, that there is a good"
"53"	"church/NN/br-d03/1342"	-0.000195901937191451	-0.000605185470370712	"church"	"NN"	"church%1:06:00::"	"E"	"E"	"C"	" my experience to find as many men as women in <font color=\"green\">church</font> , and to hear almost everyone in church congregations reciting the"
"54"	"church/NN/br-d03/1350"	-0.000220477712261018	-0.000595697449478745	"church"	"NN"	"church%1:06:00::"	"E"	"E"	"C"	" as women in church, and to hear almost everyone in <font color=\"green\">church</font>  congregations reciting the Latin prayers and responses at Mass. They"
"55"	"church/NN/br-d03/1871"	-0.000196771131336283	-0.000604330647147583	"church"	"NN"	"catholic_church%1:14:00::"	"B"	"B"	"B"	" the Sunday Observer implies a kindly recognition that the Catholic <font color=\"green\">Church</font>  is now at least of equal stature in England with"
"56"	"church/NN/br-d03/1909"	-0.000209412893827366	-0.000597758644923264	"church"	"NN"	"church_of_england%1:14:00::"	"B"	"B"	"F"	" non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=\"green\">Church</font>  of England, the Church of Rome and the Nonconformist Church"
"57"	"church/NN/br-d03/2097"	-0.000209065974689229	-0.000592560369704583	"church"	"NN"	"church%1:14:00::"	"A"	"A"	"A"	" Canterbury. The good feeling which exists between these two important <font color=\"green\">church</font>  figures is now well known in England. The Holy Sacrifice"
"58"	"church/NN/br-d03/2336"	-0.000204503369246103	-0.000607295450259465	"church"	"NN"	"catholic_church%1:14:00::"	"D"	"D"	"B"	" a votive Mass offered for Christian unity at a Catholic <font color=\"green\">church</font>  in Slough during the Church Unity Octave."
"59"	"church/NN/br-d03/2341"	-0.00019178507570388	-0.000592775458683218	"church"	"NN"	"church%1:14:00::"	"A"	"A"	"A"	" Christian unity at a Catholic church in Slough during the <font color=\"green\">Church</font>  Unity Octave."
"60"	"church/NN/br-d03/721"	-0.000208879164066008	-0.000600124062700378	"church"	"NN"	"church%1:06:00::"	"B"	"B"	"C"	" crowds going in and out of the Birmingham Oratory( Catholic) <font color=\"green\">Church</font>  on Sunday mornings. She found this a marvel because, as"
"61"	"church/NN/br-d03/862"	-0.000196890478204511	-0.000601218143501092	"church"	"NN"	"church_of_england%1:14:00::"	"B"	"B"	"F"	" to a newspaper report of the 1961 statistics of the <font color=\"green\">Church</font>  of England, the`` total of confirmed members is 9748000, but"
"62"	"church/NN/br-d03/883"	-0.000209448295207024	-0.000597650957116487	"church"	"NN"	"church_roll%1:10:00::"	"C"	"C"	"E"	" is 9748000, but only 2887671 are registered on the parochial <font color=\"green\">church</font>  rolls'', and`` over 27 million people in England are baptized"
"63"	"church/NN/br-d03/899"	-0.000216344381418649	-0.000596276617551351	"church"	"NN"	"church_of_england%1:14:00::"	"B"	"B"	"F"	" over 27 million people in England are baptized into the <font color=\"green\">Church</font>  of England, but roughly only a tenth of them continue"
"64"	"church/NN/br-d03/945"	-0.000214881211453381	-0.000593503169902476	"church"	"NN"	"church_of_england%1:14:00::"	"B"	"B"	"F"	" than an Archbishops' Commission`` reported last month that in the <font color=\"green\">Church</font>  of England alone there are 790 churches which are redundant"
"65"	"church/NN/br-d04/56"	-0.000240810084743556	-0.000600161221891166	"church"	"NN"	"church_father%1:18:00::"	"A"	"A"	"A"	" Jesus Christ the unique and the universal concur. Perhaps no <font color=\"green\">church</font>  father saw this concurrence of the unique and the universal"
"66"	"church/NN/br-d05/1163"	-0.00022638113021075	-0.000601389780789719	"church"	"NN"	NA	"B"	"B"	NA	" Parker as the ultra-liberal minister within the pale of a <font color=\"green\">church</font>  which had proclaimed itself the repository of liberality poses a"
"67"	"church/NN/br-d06/2048"	-0.000222869818792635	-0.00060118005306755	"church"	"NN"	NA	"E"	"E"	NA	" not one of the 70000000 Americans who do not attend <font color=\"green\">church</font> , but who feel that various forms of recreation are more"
"68"	"church/NN/br-d06/2174"	-0.000217668977800864	-0.000602960810584843	"church"	"NN"	NA	"C"	"C"	NA	" spiritually. No amount of religious ceremonies or even joining a <font color=\"green\">church</font>  will relieve the gnawing of your`` inner'' space. Why? Because"
"69"	"church/NN/br-d07/1408"	-0.000219295858046337	-0.000603702615381637	"church"	"NN"	NA	"D"	"D"	NA	" then jumped; she was fatally injured. The entrance to a <font color=\"green\">church</font>  has been walled up, so that the congregation, most of"
"70"	"church/NN/br-d07/216"	-0.000207490914882138	-0.000591774253750718	"church"	"NN"	NA	"C"	"C"	NA	" of the most wholesome things you could schedule in your <font color=\"green\">church</font>  would thus be a group confessional where people could admit"
"71"	"church/NN/br-d09/1044"	-0.000223876115303232	-0.000601920306406947	"church"	"NN"	NA	"C"	"C"	NA	" such topics as:`` What Christ Means to Me'',`` What the <font color=\"green\">Church</font>  Means to Me'',`` Why Join the Church'',`` The Duties of"
"72"	"church/NN/br-d09/1054"	-0.000229950461862052	-0.00061044379483797	"church"	"NN"	NA	"C"	"C"	NA	" Me'',`` What the Church Means to Me'',`` Why Join the <font color=\"green\">Church</font> '',`` The Duties of Church Members'', etc.. Assign a series of"
"73"	"church/NN/br-d09/1061"	-0.0002303465571911	-0.000603684494318252	"church"	"NN"	NA	"C"	"C"	NA	" Means to Me'',`` Why Join the Church'',`` The Duties of <font color=\"green\">Church</font>  Members'', etc.. Assign a series of catechism questions to be"
"74"	"church/NN/br-d09/1260"	-0.000217074207629478	-0.000599264461035918	"church"	"NN"	NA	"C"	"C"	NA	" provides a natural transition into the life of the local <font color=\"green\">church</font>  and its organizations. The total process of evangelism reaches the"
"75"	"church/NN/br-d09/1619"	-0.000216861115569061	-0.000609536730379615	"church"	"NN"	NA	"C"	"C"	NA	" the group of new members to be put in the <font color=\"green\">church</font>  paper or placed on the bulletin board. Have a fellowship"
"76"	"church/NN/br-d09/1641"	-0.000220344825857585	-0.000602753356399209	"church"	"NN"	NA	"C"	"C"	NA	" fellowship luncheon or dinner with new members as guests. The <font color=\"green\">church</font>  is`` the family of God''. The members of the`` family"
"77"	"church/NN/br-d09/1829"	-0.000209896869537117	-0.00059517849086567	"church"	"NN"	NA	"C"	"C"	NA	" during the same period there were 1080062 additions. Another major <font color=\"green\">church</font>  body had 4499608 members and twenty years later its membership"
"78"	"church/NN/br-d09/2026"	-0.000214785149342327	-0.000598633077634494	"church"	"NN"	NA	"C"	"C"	NA	" planned and carefully developed. The entire membership of the local <font color=\"green\">church</font>  must be alerted to their part in this dynamic process"
"79"	"church/NN/br-d09/2040"	-0.000223156622066762	-0.000601751229684415	"church"	"NN"	NA	"C"	"C"	NA	" alerted to their part in this dynamic process. If the <font color=\"green\">church</font>  has followed the plan of cultivation of prospects and carried"
"80"	"church/NN/br-d09/2084"	-0.000203262462327048	-0.000591441572602646	"church"	"NN"	NA	"A"	"A"	NA	" under way. Those who enter the front door of the <font color=\"green\">church</font>  intelligently and with Christian dedication will not so easily step"
"81"	"church/NN/br-d09/2174"	-0.000226455509350138	-0.000596722346500567	"church"	"NN"	NA	"C"	"C"	NA	" members. The new members justifiably expect some things from their <font color=\"green\">church</font>  family:"
"82"	"church/NN/br-d09/724"	-0.000209705378528349	-0.000594751512688065	"church"	"NN"	NA	"C"	"C"	NA	" as well as the program and activities of the local <font color=\"green\">church</font> . The lay leadership of the church may be invited to"
"83"	"church/NN/br-d09/731"	-0.000210540042995128	-0.000588717654899815	"church"	"NN"	NA	"C"	"C"	NA	" activities of the local church. The lay leadership of the <font color=\"green\">church</font>  may be invited to speak on the various phases of"
"84"	"church/NN/br-d09/742"	-0.000224683686058175	-0.000602184467253679	"church"	"NN"	NA	"C"	"C"	NA	" may be invited to speak on the various phases of <font color=\"green\">church</font>  life, service opportunities, the church school, missions, men 's work"
"85"	"church/NN/br-d09/749"	-0.000224156452945416	-0.000591454882762642	"church"	"NN"	NA	"C"	"C"	NA	" on the various phases of church life, service opportunities, the <font color=\"green\">church</font>  school, missions, men 's work, women 's work, youth program"
"86"	"church/NN/br-d09/775"	-0.00021878187310379	-0.000593875126657103	"church"	"NN"	NA	"C"	"C"	NA	" youth program, social activities, and finances. The budget of the <font color=\"green\">church</font>  may be presented and pledges solicited at this session. An"
"87"	"church/NN/br-d09/825"	-0.000211701476987922	-0.000599229141822038	"church"	"NN"	NA	"D"	"D"	NA	" fourth session may be concluded with a tour of the <font color=\"green\">church</font>  facilities and refreshments. The social time gives an opportunity for"
"88"	"church/NN/br-d09/837"	-0.000226543219905683	-0.000603164990002218	"church"	"NN"	NA	"C"	"C"	NA	" facilities and refreshments. The social time gives an opportunity for <font color=\"green\">church</font>  leaders to become acquainted with the new members. In conducting"
"89"	"church/NN/br-d09/935"	-0.000219353945674441	-0.000590458572334443	"church"	"NN"	NA	"A"	"A"	NA	" dramatization- for example, in discussing the Lord 's Supper or <font color=\"green\">church</font>  symbolism. Use audio-visual aids. Some excellent filmstrips with recordings and"
"90"	"church/NN/br-d10/1913"	-0.000217754944621585	-0.000605498389218702	"church"	"NN"	NA	"A"	"A"	NA	" impressive Roman Catholic defense of the practical autonomy of both <font color=\"green\">church</font>  and state. The failure at that time of the Puerto"
"91"	"church/NN/br-d10/2166"	-0.00021601784092533	-0.000608943406226591	"church"	"NN"	NA	"B"	"B"	NA	" the Christian claim is of considerable significance. The Roman Catholic <font color=\"green\">Church</font>  has excommunicated one of its priests, Father Feeney, for insisting"
"92"	"church/NN/br-d10/2187"	-0.000230292155011867	-0.000597930934654294	"church"	"NN"	NA	"A"	"A"	NA	" for insisting that there is no salvation outside the visible <font color=\"green\">church</font> . In mentioning this under`` salvation reconsidered'' I do not mean"
"93"	"church/NN/br-d12/1462"	-0.0332647284073218	0.00697710328906837	"church"	"NN"	NA	"A"	"A"	NA	" is discussed must surely be raised. The role of both <font color=\"green\">church</font>  and university as sources of information and settings within which"
"94"	"church/NN/br-d12/233"	-0.19629279483797	-0.0415904178020046	"church"	"NN"	NA	"A"	"A"	NA	" social change? What social, ethical and theological insights can the <font color=\"green\">church</font>  and university help him bring to bear upon his situation"
"95"	"church/NN/br-d12/976"	-0.0182828898383652	-0.00253638420462856	"church"	"NN"	NA	"C"	"C"	NA	" social and professional organizations, as citizens and civic leaders, as <font color=\"green\">church</font>  laymen, as university alumni, as newspaper readers, etc.. From such"
"96"	"church/NN/br-d14/209"	-0.000222139000486722	-0.000595740049283221	"church"	"NN"	NA	"A"	"A"	NA	" of churches. Presumably those who did not have a formal <font color=\"green\">church</font>  connexion had also felt the influence of Christianity to a"
"97"	"church/NN/br-d14/234"	-0.000229798566048908	-0.000606480597980014	"church"	"NN"	NA	"C"	"C"	NA	" extent. Many of them had once been members of a <font color=\"green\">church</font>  or at least had been given instruction in Christianity but"
"98"	"church/NN/br-d14/410"	-0.000207911132964816	-0.000601746584636723	"church"	"NN"	NA	"A"	"A"	NA	" be absurd. For instance, we cannot know whether even for <font color=\"green\">church</font>  members the degree of conformity to Christian standards of morality"
"99"	"church/NN/br-d14/428"	-0.000224803756382639	-0.000602065122188052	"church"	"NN"	NA	"C"	"C"	NA	" standards of morality increased or declined as the proportion of <font color=\"green\">church</font>  members in the population rose. The temptation is to say"
"100"	"church/NN/br-d14/446"	-0.000226249954688798	-0.000591874300750774	"church"	"NN"	NA	"C"	"C"	NA	" The temptation is to say that, as the percentage of <font color=\"green\">church</font>  members mounted, the degree of discipline exercised by the churches"
"101"	"church/NN/br-d14/557"	-0.00023704914411106	-0.000601618431425714	"church"	"NN"	NA	"A"	"A"	NA	" If guilty, the offender might be excluded from membership. As <font color=\"green\">church</font>  membership burgeoned, such measures faded into desuetude. But whether this"
"102"	"church/NN/br-d14/726"	-0.000201288786141757	-0.000587324594657533	"church"	"NN"	NA	"B"	"B"	NA	" stock. By the end of the century the Roman Catholic <font color=\"green\">Church</font>  was beginning to make itself felt, mainly through such institutions"
"103"	"church/NN/br-d16/1602"	-0.000210127581408769	-0.000594278560487635	"church"	"NN"	NA	"C"	"C"	NA	" 1: 12, 13. You may be very religious, a good <font color=\"green\">church</font>  member, an upright, honest and sincere person; you may be"
"104"	"church/NN/br-d16/1644"	-0.000230687000484338	-0.000611144677616394	"church"	"NN"	NA	"A"	"A"	NA	" and zealously keep all the sacraments and ceremonies of the <font color=\"green\">church</font> ; you may have the final and extreme unction but if"
"105"	"church/NN/br-d16/1947"	-0.000192312210855204	-0.000603929133736827	"church"	"NN"	NA	"A"	"A"	NA	" Him. You can ignore His Book, the Bible, and His <font color=\"green\">church</font> . You can laugh at His blood-bought salvation, curse His followers"
"106"	"church/NN/br-d16/220"	-0.000241727230255022	-0.000600352481111235	"church"	"NN"	NA	"B"	"B"	NA	" a short reading of the Holy Scriptures''. Since the Catholic <font color=\"green\">Church</font>  expresses such desire that the Sacred Scriptures be read, the"
"107"	"church/NN/br-d17/1073"	-0.000230520722113493	-0.00060947849589899	"church"	"NN"	NA	"C"	"C"	NA	" different, and something important: Ruth Peale, her wide experience in <font color=\"green\">church</font>  work; Sidney Fields, years of experience as a New York"
"108"	"church/NN/br-e13/272"	-0.000224145158476441	-0.000603177509078038	"church"	"NN"	NA	"B"	"B"	NA	" shifted religions- although the Patriarch, or Pope, of the Orthodox <font color=\"green\">Church</font>  continued to live there, and still does- and became the"
"109"	"church/NN/br-e13/754"	-0.000206562700332479	-0.000601256186372403	"church"	"NN"	NA	"D"	"D"	NA	" the first of which was begun by Constantine, this fourth <font color=\"green\">church</font>  was started by Justinian in 532 and completed twenty years"
"110"	"church/NN/br-f15/713"	-0.000208180539912717	-0.00059035872792882	"church"	"NN"	"roman_catholic_church%1:14:00::"	"B"	"B"	"B"	" permit birth control only for medical reasons. The Roman Catholic <font color=\"green\">Church</font> , however, sanctions a much more liberal policy on family planning"
"111"	"church/NN/br-f15/754"	-0.000229769842382512	-0.000601467765611015	"church"	"NN"	"roman_catholic_church%1:14:00::"	"B"	"B"	"B"	" disagree over the methods to be used. The Roman Catholic <font color=\"green\">Church</font>  sanctions only abstention or the rhythm method, also known as"
"112"	"church/NN/br-f15/776"	-0.000229509874954462	-0.000595596506762278	"church"	"NN"	"roman_catholic_church%1:14:00::"	"A"	"A"	"B"	" as the use of the infertile or safe period. The <font color=\"green\">Church</font>  considers this to be the method provided by nature and"
"113"	"church/NN/br-f15/862"	-0.000223777489792038	-0.000601438723268564	"church"	"NN"	"roman_catholic_church%1:14:00::"	"A"	"A"	"B"	" there seems little chance of agreement. The grounds for the <font color=\"green\">Church</font>  's position are Scriptural( Old Testament), the teachings of the"
"114"	"church/NN/br-f15/882"	-0.000232093146275961	-0.000600750132306033	"church"	"NN"	"roman_catholic_church%1:14:00::"	"A"	"A"	"B"	" the teachings of the fathers and doctors of the early <font color=\"green\">Church</font> , the unbroken tradition of nineteen centuries, the decisions of the"
"115"	"church/NN/br-f44/1076"	-0.000198354223731585	-0.000603451615903451	"church"	"NN"	"church%1:14:00::"	"C"	"C"	"A"	" and economic level of the congregation; the mission of the <font color=\"green\">church</font>  is actually a process of informal co-optation; the lay ministry"
"116"	"church/NN/br-f44/1122"	-0.0002314442022247	-0.000605418308512479	"church"	"NN"	"church%1:14:00::"	"D"	"D"	"A"	" process of co-optation so long as the environs of the <font color=\"green\">church</font>  provide a sufficient pool of people who can fit the"
"117"	"church/NN/br-f44/1285"	-0.00020669434218257	-0.000590343232036716	"church"	"NN"	"church%1:14:00::"	"C"	"C"	"A"	" co-optation is the principal form of mission in the contemporary <font color=\"green\">church</font> ; economic integration and co-optation are the two methods by which"
