id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text
state/NN/br-a08/1424	-0.00173078431833473	-0.00279826788311373	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a08/285	-0.00173848749485116	-0.00278620709696829	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a08/428	-0.00175501477976031	-0.00279454023149802	state	NN	NA	A	A	NA	 <font color="green"></font> 
state/NN/br-a08/766	-0.00173847209972717	-0.0027861436899498	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a10/111	-0.00174904288723606	-0.00279218587449839	state	NN	NA	C	C	NA	 <font color="green"></font> 
state/NN/br-a10/161	-0.00172775119885399	-0.00279795878948756	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a10/334	-0.00174375405396599	-0.00279835043001076	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a10/416	-0.00174702783145601	-0.00280096015009527	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a14/1611	-0.00173272784814134	-0.00279384008453406	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a16/2394	-0.00174683009759517	-0.00280268763489912	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-a20/1595	-0.00173897561845252	-0.00280318654043712	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a20/55	-0.0017309136366028	-0.00279756827984467	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a20/89	-0.00174869452722534	-0.00279207470530682	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a21/2151	-0.00172556553774796	-0.00279891874095082	state	NN	NA	B	B	NA	 <font color="green"></font> 
state/NN/br-a22/102	-0.00172067955368817	-0.00280002016001387	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a22/1928	-0.00173975360020711	-0.00278885482037063	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-a22/23	-0.00173241920831517	-0.00279498990351023	state	NN	NA	A	A	NA	 <font color="green"></font> 
state/NN/br-a22/299	-0.00172125934115571	-0.00279994138694166	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-a23/1578	-0.00174906635219373	-0.00278865176494067	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a23/32	-0.00173825501154105	-0.0027836732829184	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-a23/47	-0.00174700238229293	-0.00280552039767664	state	NN	NA	A4	A	NA	 <font color="green"></font> 
state/NN/br-a23/505	-0.00174045726654895	-0.00279782781928103	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a23/69	-0.00173474871817242	-0.00278489774370555	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-a24/1016	-0.00175163006436847	-0.00279163739946781	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a24/1090	-0.0017395317154696	-0.00278501999533062	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-a24/1180	-0.00174827122691319	-0.00279098864599694	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-a24/706	-0.0017525542862248	-0.00279135972944057	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a24/972	-0.00174335262457926	-0.00278904537303357	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a25/1208	-0.00174351417015998	-0.00279307583941469	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-a28/1391	-0.00174873112016052	-0.00279072168499083	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a28/2027	-0.00173806345559482	-0.00280154458739643	state	NN	NA	A	A	NA	 <font color="green"></font> 
state/NN/br-a29/831	-0.00173998204215768	-0.00278526469112205	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a33/719	-0.00173842525685581	-0.00279864282470317	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a34/673	-0.00173770387215437	-0.00279461522799743	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a35/1027	-0.00174366632842569	-0.00279199647621246	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-a36/316	-0.00174601916716205	-0.00278928407894376	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a37/614	-0.00173688031471421	-0.00279435885141419	state	NN	NA	B	B	NA	 <font color="green"></font> 
state/NN/br-a37/643	-0.00173556078086707	-0.00279181878400165	state	NN	NA	C	C	NA	 <font color="green"></font> 
state/NN/br-a40/1776	-0.00174085485756621	-0.0027877436052437	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-a40/1996	-0.00173283361541611	-0.00279730043683019	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-a41/564	-0.00174526522469781	-0.00280147309878502	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-a42/1772	-0.00174635438455523	-0.00279285342272305	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a44/675	-0.00175934918089213	-0.0027951135920701	state	NN	NA	A4	A	NA	 <font color="green"></font> 
state/NN/br-a44/764	-0.00173477150929164	-0.0027941408019318	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-a44/829	-0.00173780211623757	-0.00279335356502992	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-b01/1030	-0.00174602500631379	-0.00279195467827331	state	NN	NA	C	C	NA	 <font color="green"></font> 
state/NN/br-b01/115	-0.00174687082367364	-0.00280487879747246	state	NN	NA	A	A	NA	 <font color="green"></font> 
state/NN/br-b01/1195	-0.00173329769540489	-0.00279829133814072	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-b01/1749	-0.00174923525626663	-0.00280251216727126	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b01/1823	-0.00173434827394475	-0.00279726044683836	state	NN	NA	B	B	NA	 <font color="green"></font> 
state/NN/br-b01/199	-0.00173198407684112	-0.00279858930892503	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-b01/205	-0.00174722595610359	-0.00278315305423469	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-b01/329	-0.00172735344108789	-0.00279779305431597	state	NN	NA	A	A	NA	 <font color="green"></font> 
state/NN/br-b01/614	-0.00173068142308883	-0.00278826127078151	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-b02/1239	-0.00173803087433638	-0.00278454604535529	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-b02/1892	-0.00173640097837116	-0.00279077216288905	state	NN	NA	C	C	NA	 <font color="green"></font> 
state/NN/br-b02/1928	-0.00174278644017951	-0.00278952678798975	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b02/2120	-0.0017455526835259	-0.00280083550696429	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-b02/901	-0.00173762136749829	-0.00279768660734287	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-b03/1650	-0.00174193904043456	-0.00280201293361936	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b03/1942	-0.00175106186777762	-0.00279224241720161	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b04/2010	-0.00173887503564466	-0.00279485164759444	state	NN	NA	A4	A	NA	 <font color="green"></font> 
state/NN/br-b04/640	-0.00174719360001802	-0.00280434097825197	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-b04/697	-0.0017478248105097	-0.00279107112785405	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b04/715	-0.00175114380056818	-0.00280194139683234	state	NN	NA	A3	A	NA	 <font color="green"></font> 
state/NN/br-b05/2071	-0.00173895222732624	-0.00278420310857116	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-b05/268	-0.00175185111225951	-0.00279414435545279	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b05/556	-0.00174488396058401	-0.00280048567512523	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b05/804	-0.00173897578934734	-0.00280290883829857	state	NN	NA	C	C	NA	 <font color="green"></font> 
state/NN/br-b06/1981	-0.00174052368896169	-0.00279410124928951	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b06/201	-0.00173686614411692	-0.0027817661326423	state	NN	NA	A	A	NA	 <font color="green"></font> 
state/NN/br-b06/2054	-0.00173302774140101	-0.00279465318940754	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b06/2150	-0.00173562479291901	-0.00279595048300725	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b06/285	-0.00174642907231166	-0.00280375339386058	state	NN	NA	A	A	NA	 <font color="green"></font> 
state/NN/br-b07/202	-0.00174273295503126	-0.00279769386923295	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b07/452	-0.00173143158332097	-0.00279890210693209	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b08/1529	-0.0017298985455313	-0.00279550511624146	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-b11/1246	-0.00173940431592251	-0.00280085170518768	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b11/1305	-0.00174341596277421	-0.00279285088065075	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b11/1370	-0.00174803100783089	-0.00280299379215142	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b11/177	-0.00173689823293842	-0.00278536135802417	state	NN	NA	A	A	NA	 <font color="green"></font> 
state/NN/br-b12/673	-0.00174917947438994	-0.00280234640275362	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b12/683	-0.00173643581979149	-0.00278136306523917	state	NN	NA	C	C	NA	 <font color="green"></font> 
state/NN/br-b14/2011	-0.00173493285468755	-0.00279874975570247	state	NN	NA	A4	A	NA	 <font color="green"></font> 
state/NN/br-b15/2108	-0.00173424173945791	-0.00279253966531628	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-b15/2128	-0.00174256620474155	-0.00279204007601819	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-b15/2280	-0.00173102911868651	-0.00279629927566257	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-b16/117	-0.00174602657894236	-0.00280037435664982	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b17/201	-0.00174951414035421	-0.00279137857660466	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b17/476	-0.00174580529654446	-0.00279136149845339	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b18/457	-0.00175259256389488	-0.00279433567790367	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b18/898	-0.00174484988448292	-0.0028022983911112	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b18/919	-0.00173721022998956	-0.00278798889612156	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b18/931	-0.00173330791757174	-0.0027985629112794	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b18/976	-0.00174699383970495	-0.00280137960851143	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b20/1056	-0.00174450929004012	-0.00280251642283644	state	NN	state_department%1:14:00::	C	C	H	 <font color="green"></font> 
state/NN/br-b20/358	-0.00173943976079927	-0.00278819749400617	state	NN	united_states%1:14:00::	A5	A	G	 <font color="green"></font> 
state/NN/br-b21/1367	-0.00174146249274586	-0.00278224446189745	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b21/152	-0.00174103380685396	-0.00279018018911506	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b21/308	-0.00174044327182	-0.0027977741782597	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-b21/398	-0.00174653497816552	-0.00279789696143272	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b22/213	-0.00174209862787675	-0.00279313584214834	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b23/1014	-0.0017479671813605	-0.00280164318934825	state	NN	NA	B	B	NA	 <font color="green"></font> 
state/NN/br-b23/1580	-0.00173293579365527	-0.00279370265559696	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-b24/1716	-0.00173291972145351	-0.00279785267810451	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-b25/1008	-0.00174373546551433	-0.00279716083858917	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-b25/404	-0.00173620815442308	-0.00279860639886811	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-b27/1479	-0.00174938378897626	-0.00278992778991059	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-c01/1164	-0.00173026245219711	-0.0027901327540858	state	NN	welfare_state%1:14:00::	C	C	C	 <font color="green"></font> 
state/NN/br-c03/237	-0.00173857788232743	-0.00279459089694868	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-c06/257	-0.00173829425089008	-0.00278259569791756	state	NN	NA	C	C	NA	 <font color="green"></font> 
state/NN/br-c06/581	-0.00172741491797453	-0.00280006413597455	state	NN	NA	C	C	NA	 <font color="green"></font> 
state/NN/br-c06/671	-0.00174670768832164	-0.0028014086822099	state	NN	NA	B	B	NA	 <font color="green"></font> 
state/NN/br-c12/531	-0.00174761210096121	-0.00279353340633468	state	NN	NA	A4	A	NA	 <font color="green"></font> 
state/NN/br-c12/91	-0.0017451955063641	-0.00278970885341534	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-c14/1234	-0.00174006620549404	-0.00279854743128209	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-c16/1216	-0.00174919934109414	-0.00279007726637936	state	NN	NA	C	C	NA	 <font color="green"></font> 
state/NN/br-c16/1236	-0.00174916853214606	-0.00280074244788299	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-c16/1391	-0.00172250997112411	-0.00279877488938599	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-c16/1508	-0.00174149843466035	-0.00279861569532942	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-c16/1593	-0.00174380140735711	-0.00279930079728059	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-d03/319	-0.00173783121404949	-0.00278803648669571	state	NN	state%1:03:00::	D	D	B	 <font color="green"></font> 
state/NN/br-d04/1145	-0.00173940686118471	-0.00278727636028331	state	NN	state%1:03:00::	D	D	B	 <font color="green"></font> 
state/NN/br-d04/1599	-0.00174689340354466	-0.00280273143624367	state	NN	state%1:03:00::	D	D	B	 <font color="green"></font> 
state/NN/br-d04/2174	-0.00173966159351614	-0.0027820397080849	state	NN	state%1:03:00::	D	D	B	 <font color="green"></font> 
state/NN/br-d06/1779	-0.00172028201420869	-0.00280011977847357	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-d10/1528	-0.00173101253577244	-0.00279851750421358	state	NN	NA	A1	A	NA	 <font color="green"></font> 
state/NN/br-d10/1630	-0.00173978259611369	-0.0028011565779158	state	NN	NA	B	B	NA	 <font color="green"></font> 
state/NN/br-d10/1727	-0.00173378947627598	-0.00279764612463805	state	NN	NA	C	C	NA	 <font color="green"></font> 
state/NN/br-d13/292	-0.00173507647286531	-0.00278797147193263	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-d13/606	-0.00174045410125959	-0.00279041906206216	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-d14/853	-0.00174139640863492	-0.00279273640467055	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-d15/1409	-0.00174609688575213	-0.00280286630308512	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-e02/1595	-0.00173816923279624	-0.00278341674154097	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-e02/1889	-0.00173366384096131	-0.00279820992456736	state	NN	state%1:03:00::	D	D	B	 <font color="green"></font> 
state/NN/br-e05/1327	-0.0017501081660041	-0.00279482491973176	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-e06/1446	-0.00173584147374489	-0.0027963145599485	state	NN	NA	A4	A	NA	 <font color="green"></font> 
state/NN/br-e06/1485	-0.00173650313650832	-0.00279029360022696	state	NN	NA	A	A	NA	 <font color="green"></font> 
state/NN/br-e06/1922	-0.00174447472469999	-0.0027979757184705	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-e12/1033	-0.00173773008450132	-0.00279406155176891	state	NN	NA	A	A	NA	 <font color="green"></font> 
state/NN/br-e12/750	-0.00174253377211259	-0.00279971879295418	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-e16/457	-0.0017510150427159	-0.00279388815116333	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-e19/762	-0.00173934519630684	-0.00278662871177887	state	NN	NA	A2	A	NA	 <font color="green"></font> 
state/NN/br-e22/2361	-0.00174848112910818	-0.0027887157423102	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-e27/125	-0.00174910832593954	-0.00278539453408284	state	NN	state%1:15:01::	A1	A	A	 <font color="green"></font> 
state/NN/br-e27/173	-0.00174661300986036	-0.00280226289122184	state	NN	state%1:15:01::	A3	A	A	 <font color="green"></font> 
state/NN/br-e31/250	-0.00174631121090854	-0.00280388043638408	state	NN	state%1:15:01::	A4	A	A	 <font color="green"></font> 
state/NN/br-f05/147	-0.00172382752671674	-0.00279807643178768	state	NN	NA	A4	A	NA	 <font color="green"></font> 
state/NN/br-f05/162	-0.00173414469887664	-0.00279787574417356	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-f05/356	-0.00173529038300595	-0.00279135384342689	state	NN	NA	A4	A	NA	 <font color="green"></font> 
state/NN/br-f05/813	-0.00172779856971427	-0.00279801424787476	state	NN	NA	A4	A	NA	 <font color="green"></font> 
state/NN/br-f09/1765	-0.00174973359334025	-0.00279011231178688	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-f11/1746	-0.00172530909318225	-0.00279849317655424	state	NN	NA	A5	A	NA	 <font color="green"></font> 
state/NN/br-f12/2279	-0.00172641781021033	-0.00279924044401661	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-f12/263	-0.00173428899016772	-0.002797368144203	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-f12/338	-0.00174215852630452	-0.00279836973925256	state	NN	NA	D	D	NA	 <font color="green"></font> 
state/NN/br-f14/457	-0.00172962203819005	-0.0027990603183909	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-f15/701	-0.0017513900944478	-0.00279080280020353	state	NN	state%1:15:01::	A1	A	A	 <font color="green"></font> 
state/NN/br-f17/1114	-0.00174007577309346	-0.00279907679750733	state	NN	united_states%1:14:00::	A5	A	G	 <font color="green"></font> 
state/NN/br-f17/1144	-0.00174949726318484	-0.00279006957468417	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-f17/1330	-0.00173749821046438	-0.0027836878522958	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-f17/1774	-0.00174007584855081	-0.0027843634158635	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-f17/794	-0.00173234296227313	-0.00279844388034433	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-f17/811	-0.00174376659912974	-0.00280045402337464	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-f17/844	-0.00172478082064757	-0.00279785306496318	state	NN	secretary_of_state%1:18:01::	C	C	H	 <font color="green"></font> 
state/NN/br-f19/373	-0.00173331805437718	-0.00279242867993032	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-f22/661	-0.00174534755880395	-0.00279543091292014	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-f23/129	-0.00174554144704876	-0.00279359449407904	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-f23/773	-0.00174236075610587	-0.00278811822240034	state	NN	united_states%1:15:00::	A5	A	F	 <font color="green"></font> 
state/NN/br-f24/1855	-0.00174633605221292	-0.00278906832181012	state	NN	state%1:14:00::	C	C	D	 <font color="green"></font> 
state/NN/br-g01/1187	-0.00174111689590633	-0.00279099235976162	state	NN	state%1:15:01::	A	A	A	 <font color="green"></font> 
state/NN/br-g01/1429	-0.00174131876640539	-0.00278918027726367	state	NN	state%1:15:01::	A	A	A	 <font color="green"></font> 
