_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.05325123265138451	-0.21808757586129068	NA	NA	bound	672	lex	10_10	1	no	FOC	478	nav	4_4	233	diskwalificeren	0.2318676515750779	BOW
diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.05270887240832433	-0.22458099735137638	NA	NA	bound	672	lex	10_10	1	no	FOC	672	all	4_4	233	diskwalificeren	0.23189184623859926	BOW
diskwalificeren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.006312688329353653	0.05163622934669993	NA	NA	bound	538	all	10_10	1	weight	5000	5000	nav	4_4	235	diskwalificeren	0.24088688444501832	BOW
diskwalificeren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.024201040488616658	-0.15155305998255814	NA	NA	bound	538	all	10_10	1	weight	5000	5000	all	4_4	235	diskwalificeren	0.24754994737373054	BOW
diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.0234041502731157	-0.14794094789685983	NA	NA	bound	538	all	10_10	1	weight	FOC	254	nav	4_4	235	diskwalificeren	0.22868898180721742	BOW
diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.034618313862605506	-0.15463032238729754	NA	NA	bound	538	all	10_10	1	weight	FOC	538	all	4_4	235	diskwalificeren	0.23308624377330164	BOW
diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.09518200242683729	-0.057678186423500824	NA	NA	bound	538	all	10_10	1	selection	5000	5000	nav	4_4	235	diskwalificeren	0.22140918191413134	BOW
diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.06306636110119686	-0.2209621649564899	NA	NA	bound	538	all	10_10	1	selection	5000	5000	all	4_4	235	diskwalificeren	0.23508300554917716	BOW
diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.06562795435134632	-0.15910090167588198	NA	NA	bound	538	all	10_10	1	selection	FOC	254	nav	4_4	235	diskwalificeren	0.20916814537711093	BOW
diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.07804607432825279	-0.17219133671620349	NA	NA	bound	538	all	10_10	1	selection	FOC	538	all	4_4	235	diskwalificeren	0.21209897391597649	BOW
diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.1862757147791518	-0.17805037188348374	NA	NA	bound	996	all	10_10	1	no	5000	5000	nav	4_4	237	diskwalificeren	0.15307886106173516	BOW
diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.17672448680036104	-0.3135146206818564	NA	NA	bound	996	all	10_10	1	no	5000	5000	all	4_4	237	diskwalificeren	0.2231439675342872	BOW
diskwalificeren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.11422479428419115	-0.23404719027489337	NA	NA	bound	996	all	10_10	1	no	FOC	478	nav	4_4	237	diskwalificeren	0.20140284498883512	BOW
diskwalificeren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.12714918854752136	-0.2553581846110248	NA	NA	bound	996	all	10_10	1	no	FOC	996	all	4_4	237	diskwalificeren	0.19910114877189347	BOW
diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.22338032228402763	0.11872727261004459	NA	NA	bound	314	lex	5_5	1	weight	5000	5000	nav	4_4	222	diskwalificeren	0.24855390300756408	BOW
diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2596274316160257	0.08391903802528841	NA	NA	bound	314	lex	5_5	1	weight	5000	5000	all	4_4	222	diskwalificeren	0.2501007614427297	BOW
diskwalificeren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.15984237312639243	-0.00436805421134832	NA	NA	bound	314	lex	5_5	1	weight	FOC	212	nav	4_4	222	diskwalificeren	0.26089054580854076	BOW
diskwalificeren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.16937912710540926	0.0021542934347647774	NA	NA	bound	314	lex	5_5	1	weight	FOC	314	all	4_4	222	diskwalificeren	0.2582892184570157	BOW
diskwalificeren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.2050500136368965	0.12597706881863388	NA	NA	bound	314	lex	5_5	1	selection	5000	5000	nav	4_4	222	diskwalificeren	0.23918262170469912	BOW
diskwalificeren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2409350583222194	0.06129165556203265	NA	NA	bound	314	lex	5_5	1	selection	5000	5000	all	4_4	222	diskwalificeren	0.24509646873135255	BOW
diskwalificeren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.13042458473458152	-0.009586594558526881	NA	NA	bound	314	lex	5_5	1	selection	FOC	212	nav	4_4	222	diskwalificeren	0.24411522000734795	BOW
diskwalificeren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.132446930219617	-0.006111018716925743	NA	NA	bound	314	lex	5_5	1	selection	FOC	314	all	4_4	222	diskwalificeren	0.2503215478119856	BOW
diskwalificeren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.23006532834153554	0.12424108637452992	NA	NA	bound	418	lex	5_5	1	no	5000	5000	nav	4_4	230	diskwalificeren	0.23209610756281215	BOW
diskwalificeren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.28320145946554676	-0.00917892868509918	NA	NA	bound	418	lex	5_5	1	no	5000	5000	all	4_4	230	diskwalificeren	0.24872653385570456	BOW
diskwalificeren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1290698525064124	-0.059831545561401474	NA	NA	bound	418	lex	5_5	1	no	FOC	281	nav	4_4	230	diskwalificeren	0.2487796984957964	BOW
diskwalificeren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.1428081383586502	-0.05484574166850813	NA	NA	bound	418	lex	5_5	1	no	FOC	418	all	4_4	230	diskwalificeren	0.2453763519982677	BOW
diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.04288293699712784	0.15308484892959764	NA	NA	bound	465	all	5_5	1	weight	5000	5000	nav	4_4	234	diskwalificeren	0.24833624830217615	BOW
diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.06390392998632863	0.0729508809636242	NA	NA	bound	465	all	5_5	1	weight	5000	5000	all	4_4	234	diskwalificeren	0.2535242122864235	BOW
diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.011026571388296063	-0.04348707522252892	NA	NA	bound	465	all	5_5	1	weight	FOC	212	nav	4_4	234	diskwalificeren	0.2472309345296156	BOW
diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.0031754651508727424	-0.046289275810858975	NA	NA	bound	465	all	5_5	1	weight	FOC	465	all	4_4	234	diskwalificeren	0.2458773989132848	BOW
diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.0031695735465056447	0.11391997280596301	NA	NA	bound	465	all	5_5	1	selection	5000	5000	nav	4_4	234	diskwalificeren	0.2290269655616471	BOW
diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.049774602983559645	-0.0015945262318908045	NA	NA	bound	465	all	5_5	1	selection	5000	5000	all	4_4	234	diskwalificeren	0.24111090470753826	BOW
diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.024751109294242353	-0.05981569434334851	NA	NA	bound	465	all	5_5	1	selection	FOC	212	nav	4_4	234	diskwalificeren	0.22570188029444593	BOW
diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.04007696677401584	-0.06658076912794028	NA	NA	bound	465	all	5_5	1	selection	FOC	465	all	4_4	234	diskwalificeren	0.22406020711308847	BOW
diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.19349181772410792	-0.03776291552080671	NA	NA	bound	637	all	5_5	1	no	5000	5000	nav	4_4	237	diskwalificeren	0.2093064738861938	BOW
diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.2654318117216883	-0.20152509427422402	NA	NA	bound	637	all	5_5	1	no	5000	5000	all	4_4	237	diskwalificeren	0.2475613279176879	BOW
diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.11596145360077177	-0.15131968365483067	NA	NA	bound	637	all	5_5	1	no	FOC	281	nav	4_4	237	diskwalificeren	0.21936864521435917	BOW
diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.14645810739277768	-0.17507887468097222	NA	NA	bound	637	all	5_5	1	no	FOC	637	all	4_4	237	diskwalificeren	0.21117817123344143	BOW
diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.18956025534911883	0.17605587374051873	NA	NA	bound	229	lex	3_3	1	weight	5000	5000	nav	4_4	206	diskwalificeren	0.2505080165331927	BOW
diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2053021300205205	0.15559357210501648	NA	NA	bound	229	lex	3_3	1	weight	5000	5000	all	4_4	206	diskwalificeren	0.24996481217820932	BOW
diskwalificeren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.15896850333019574	0.07564840475425579	NA	NA	bound	229	lex	3_3	1	weight	FOC	154	nav	4_4	206	diskwalificeren	0.24871032745156765	BOW
diskwalificeren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1744794352464036	0.09221951235542178	NA	NA	bound	229	lex	3_3	1	weight	FOC	229	all	4_4	206	diskwalificeren	0.2504283772452567	BOW
diskwalificeren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.18479882148247576	0.17492048639122282	NA	NA	bound	229	lex	3_3	1	selection	5000	5000	nav	4_4	206	diskwalificeren	0.24240827934613027	BOW
diskwalificeren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.22456127133616458	0.1673090462825525	NA	NA	bound	229	lex	3_3	1	selection	5000	5000	all	4_4	206	diskwalificeren	0.24466704226152095	BOW
diskwalificeren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.16574374083228763	0.08457992933643853	NA	NA	bound	229	lex	3_3	1	selection	FOC	154	nav	4_4	206	diskwalificeren	0.23993486575221554	BOW
diskwalificeren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1649636543779394	0.08507943927660694	NA	NA	bound	229	lex	3_3	1	selection	FOC	229	all	4_4	206	diskwalificeren	0.24517144215026043	BOW
diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.21258697252207298	0.2035926731715309	NA	NA	bound	270	lex	3_3	1	no	5000	5000	nav	4_4	216	diskwalificeren	0.2431011644242943	BOW
diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.25018136822178755	0.168867802782648	NA	NA	bound	270	lex	3_3	1	no	5000	5000	all	4_4	216	diskwalificeren	0.2553150853895566	BOW
diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.16736147607838542	0.07658516479541516	NA	NA	bound	270	lex	3_3	1	no	FOC	181	nav	4_4	216	diskwalificeren	0.24788403623624103	BOW
diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.17651287059255924	0.08302477697713209	NA	NA	bound	270	lex	3_3	1	no	FOC	270	all	4_4	216	diskwalificeren	0.24460347574294264	BOW
diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.06645373604199867	0.2304566309328281	NA	NA	bound	346	all	3_3	1	weight	5000	5000	nav	4_4	230	diskwalificeren	0.24646714446007628	BOW
diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	-0.07970958483998174	0.15809971589177782	NA	NA	bound	346	all	3_3	1	weight	5000	5000	all	4_4	230	diskwalificeren	0.25783883867066865	BOW
diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.047034986775263625	0.08721231410593196	NA	NA	bound	346	all	3_3	1	weight	FOC	154	nav	4_4	230	diskwalificeren	0.24223066553914563	BOW
diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.03900180070416723	0.07338948663702423	NA	NA	bound	346	all	3_3	1	weight	FOC	346	all	4_4	230	diskwalificeren	0.24584772432498872	BOW
diskwalificeren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	-0.04743528559237556	0.20676519734628715	NA	NA	bound	346	all	3_3	1	selection	5000	5000	nav	4_4	230	diskwalificeren	0.2275119755408085	BOW
diskwalificeren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	-0.08430842405535176	0.14496517184860602	NA	NA	bound	346	all	3_3	1	selection	5000	5000	all	4_4	230	diskwalificeren	0.25146755809606236	BOW
diskwalificeren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.03040147685860426	0.03881842319140169	NA	NA	bound	346	all	3_3	1	selection	FOC	154	nav	4_4	230	diskwalificeren	0.22696483881169113	BOW
diskwalificeren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.016856139846440184	0.02736857856299676	NA	NA	bound	346	all	3_3	1	selection	FOC	346	all	4_4	230	diskwalificeren	0.2316658675632265	BOW
diskwalificeren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	-0.010392881375633437	0.2737636124023147	NA	NA	bound	419	all	3_3	1	no	5000	5000	nav	4_4	234	diskwalificeren	0.23006404980973055	BOW
diskwalificeren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	-0.024582194441134617	0.32189421174455135	NA	NA	bound	419	all	3_3	1	no	5000	5000	all	4_4	234	diskwalificeren	0.25333981883677753	BOW
diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.006735419285270975	0.002508448631158687	NA	NA	bound	419	all	3_3	1	no	FOC	181	nav	4_4	234	diskwalificeren	0.23410535554015438	BOW
diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.03089580345783932	-0.026165141744762303	NA	NA	bound	419	all	3_3	1	no	FOC	419	all	4_4	234	diskwalificeren	0.23257826700870984	BOW
diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.24363344915333018	-0.02737548049064345	NA	NA	nobound	425	lex	10_10	1	weight	5000	5000	nav	4_4	233	diskwalificeren	0.24486105715293766	BOW
diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.23879166750239755	-0.1394316614800648	NA	NA	nobound	425	lex	10_10	1	weight	5000	5000	all	4_4	233	diskwalificeren	0.24295943034541614	BOW
diskwalificeren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.16266705937020812	-0.17768281771201333	NA	NA	nobound	425	lex	10_10	1	weight	FOC	296	nav	4_4	233	diskwalificeren	0.2366404092729957	BOW
diskwalificeren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.16952391326677224	-0.1893488669901443	NA	NA	nobound	425	lex	10_10	1	weight	FOC	425	all	4_4	233	diskwalificeren	0.2345521099149069	BOW
diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.1369699265752898	-0.09811729840444519	NA	NA	nobound	425	lex	10_10	1	selection	5000	5000	nav	4_4	233	diskwalificeren	0.24063160593244126	BOW
diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.16395753138692085	-0.2567465475421982	NA	NA	nobound	425	lex	10_10	1	selection	5000	5000	all	4_4	233	diskwalificeren	0.2381470589131785	BOW
diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.08624379509982846	-0.22440622670709365	NA	NA	nobound	425	lex	10_10	1	selection	FOC	296	nav	4_4	233	diskwalificeren	0.2253959380697467	BOW
diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.0825138814542334	-0.2481472893389192	NA	NA	nobound	425	lex	10_10	1	selection	FOC	425	all	4_4	233	diskwalificeren	0.22343369936490698	BOW
diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.06572301243528808	-0.2348051607879347	NA	NA	nobound	936	lex	10_10	1	no	5000	5000	nav	4_4	237	diskwalificeren	0.21257559526643896	BOW
diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.08465772328475415	-0.4126558995334907	NA	NA	nobound	936	lex	10_10	1	no	5000	5000	all	4_4	237	diskwalificeren	0.24605408838753418	BOW
diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.023633240934482335	-0.2967130719949164	NA	NA	nobound	936	lex	10_10	1	no	FOC	660	nav	4_4	237	diskwalificeren	0.21400043184079265	BOW
diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.019123420917625655	-0.31936623517701235	NA	NA	nobound	936	lex	10_10	1	no	FOC	936	all	4_4	237	diskwalificeren	0.20921372695023213	BOW
diskwalificeren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.0064022971864718305	-0.0413610944792523	NA	NA	nobound	636	all	10_10	1	weight	5000	5000	nav	4_4	236	diskwalificeren	0.241217785046401	BOW
diskwalificeren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.0026027009174927466	-0.24450085632614038	NA	NA	nobound	636	all	10_10	1	weight	5000	5000	all	4_4	236	diskwalificeren	0.25453079908423537	BOW
diskwalificeren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.02678837163280521	-0.22701167704622424	NA	NA	nobound	636	all	10_10	1	weight	FOC	296	nav	4_4	236	diskwalificeren	0.21934892634565603	BOW
diskwalificeren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.035317567450105884	-0.24134192026378862	NA	NA	nobound	636	all	10_10	1	weight	FOC	636	all	4_4	236	diskwalificeren	0.22291405152919316	BOW
diskwalificeren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.1326298114708734	-0.13374559674613948	NA	NA	nobound	636	all	10_10	1	selection	5000	5000	nav	4_4	236	diskwalificeren	0.2283348398150045	BOW
diskwalificeren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.054476107777002125	-0.33236316969311785	NA	NA	nobound	636	all	10_10	1	selection	5000	5000	all	4_4	236	diskwalificeren	0.23440254978431677	BOW
diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.0550994708682007	-0.22138982687542658	NA	NA	nobound	636	all	10_10	1	selection	FOC	296	nav	4_4	236	diskwalificeren	0.19693510048486917	BOW
diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.0658628108105056	-0.2414116299549063	NA	NA	nobound	636	all	10_10	1	selection	FOC	636	all	4_4	236	diskwalificeren	0.19992026213863623	BOW
diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	0.12008654538904902	-0.2184004000796815	NA	NA	nobound	1373	all	10_10	1	no	5000	5000	nav	4_4	238	diskwalificeren	0.11235808786664374	BOW
diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.10643541884065191	-0.4008518856671757	NA	NA	nobound	1373	all	10_10	1	no	5000	5000	all	4_4	238	diskwalificeren	0.21983552076596616	BOW
diskwalificeren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.06963327323748847	-0.2810200510233819	NA	NA	nobound	1373	all	10_10	1	no	FOC	660	nav	4_4	238	diskwalificeren	0.18130345858726402	BOW
diskwalificeren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	0.08070307266439655	-0.3000827260729219	NA	NA	nobound	1373	all	10_10	1	no	FOC	1373	all	4_4	238	diskwalificeren	0.17838609217243892	BOW
diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.22893875031677893	0.1057481118576307	NA	NA	nobound	354	lex	5_5	1	weight	5000	5000	nav	4_4	228	diskwalificeren	0.2517247275692822	BOW
diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.24662525760892925	0.022483211709089262	NA	NA	nobound	354	lex	5_5	1	weight	5000	5000	all	4_4	228	diskwalificeren	0.2552724561734848	BOW
diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.17564803766991094	-0.042600042878931293	NA	NA	nobound	354	lex	5_5	1	weight	FOC	240	nav	4_4	228	diskwalificeren	0.25811575011861443	BOW
diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.17774038045915858	-0.0495755874877435	NA	NA	nobound	354	lex	5_5	1	weight	FOC	354	all	4_4	228	diskwalificeren	0.25308534030355023	BOW
diskwalificeren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.20110873008130006	0.1023964091293758	NA	NA	nobound	354	lex	5_5	1	selection	5000	5000	nav	4_4	228	diskwalificeren	0.24048411278664372	BOW
diskwalificeren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.24277082190699875	-0.013153873798056244	NA	NA	nobound	354	lex	5_5	1	selection	5000	5000	all	4_4	228	diskwalificeren	0.24486007344694571	BOW
diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.12686775407322678	-0.04802604078961819	NA	NA	nobound	354	lex	5_5	1	selection	FOC	240	nav	4_4	228	diskwalificeren	0.24313244999865619	BOW
diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.12417950412414022	-0.05600570851184524	NA	NA	nobound	354	lex	5_5	1	selection	FOC	354	all	4_4	228	diskwalificeren	0.24083423454377395	BOW
diskwalificeren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2123309433370182	0.03538451724972423	NA	NA	nobound	502	lex	5_5	1	no	5000	5000	nav	4_4	235	diskwalificeren	0.23443264867720887	BOW
diskwalificeren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.3060597389443441	-0.14282535568312718	NA	NA	nobound	502	lex	5_5	1	no	5000	5000	all	4_4	235	diskwalificeren	0.2502450949127086	BOW
diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.12033282810912191	-0.18087421068973877	NA	NA	nobound	502	lex	5_5	1	no	FOC	346	nav	4_4	235	diskwalificeren	0.25009936176304504	BOW
diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.13217317763092878	-0.20090548778446923	NA	NA	nobound	502	lex	5_5	1	no	FOC	502	all	4_4	235	diskwalificeren	0.23500891434809168	BOW
diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.04164905659917396	0.12312638425470428	NA	NA	nobound	526	all	5_5	1	weight	5000	5000	nav	4_4	236	diskwalificeren	0.25088056174573875	BOW
diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.05593824130086768	-0.08580697727256534	NA	NA	nobound	526	all	5_5	1	weight	5000	5000	all	4_4	236	diskwalificeren	0.2572368157296901	BOW
diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.004316141285014269	-0.11666818362010407	NA	NA	nobound	526	all	5_5	1	weight	FOC	240	nav	4_4	236	diskwalificeren	0.23838201818154392	BOW
diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.0020156228779808364	-0.12162121994401164	NA	NA	nobound	526	all	5_5	1	weight	FOC	526	all	4_4	236	diskwalificeren	0.24030627041341393	BOW
diskwalificeren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.028532222541085676	0.06617489090895372	NA	NA	nobound	526	all	5_5	1	selection	5000	5000	nav	4_4	236	diskwalificeren	0.23357040029900075	BOW
diskwalificeren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.010482615783532472	-0.16865532490573837	NA	NA	nobound	526	all	5_5	1	selection	5000	5000	all	4_4	236	diskwalificeren	0.23999211171242546	BOW
diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.035592755411238464	-0.11488616704127852	NA	NA	nobound	526	all	5_5	1	selection	FOC	240	nav	4_4	236	diskwalificeren	0.22323798836664452	BOW
diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.049545282573392455	-0.12681733515739527	NA	NA	nobound	526	all	5_5	1	selection	FOC	526	all	4_4	236	diskwalificeren	0.22274120454003718	BOW
