	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co
schaal/noun/nrc_handelsblad_20010921_58/760/L0	schaal/noun/nrc_handelsblad_20010921_58/760	L0	groot	adj	groot/adj	grote	True	L	1	2.7086158	774779.0	6322.0
schaal/noun/nrc_handelsblad_20010921_58/760/L1	schaal/noun/nrc_handelsblad_20010921_58/760	L1	op	prep	op/prep	op	True	L	2	1.5734066999999998	4502370.0	11789.0
schaal/noun/nrc_handelsblad_20010921_58/760/L2	schaal/noun/nrc_handelsblad_20010921_58/760	L2	bijvoorbeeld	adv	bijvoorbeeld/adv	bijvoorbeeld	True	L	3	0.68889606	132829.0	145.0
schaal/noun/nrc_handelsblad_20010921_58/760/L3	schaal/noun/nrc_handelsblad_20010921_58/760	L3	Justice	name	Justice/name	Justice	True	L	4			
schaal/noun/nrc_handelsblad_20010921_58/760/L4	schaal/noun/nrc_handelsblad_20010921_58/760	L4	Infinite	name	Infinite/name	Infinite	True	L	5			
schaal/noun/nrc_handelsblad_20010921_58/760/L5	schaal/noun/nrc_handelsblad_20010921_58/760	L5	van	prep	van/prep	van	True	L	6	0.15299056	12638933.0	8010.0
schaal/noun/nrc_handelsblad_20010921_58/760/L6	schaal/noun/nrc_handelsblad_20010921_58/760	L6	kader	prep	kader/prep	kader	True	L	7	0.2672712	14038.0	10.0
schaal/noun/nrc_handelsblad_20010921_58/760/L7	schaal/noun/nrc_handelsblad_20010921_58/760	L7	het	prep	het/prep	het	True	L	8	-0.036819004	43743.0	23.0
schaal/noun/nrc_handelsblad_20010921_58/760/L8	schaal/noun/nrc_handelsblad_20010921_58/760	L8	in	prep	in/prep	in	True	L	9	0.17624795	9492181.0	6143.0
schaal/noun/nrc_handelsblad_20010921_58/760/L9	schaal/noun/nrc_handelsblad_20010921_58/760	L9	straks	adv	straks/adv	straks	True	L	10	0.31043363	45903.0	34.0
schaal/noun/nrc_handelsblad_20010921_58/760/L10	schaal/noun/nrc_handelsblad_20010921_58/760	L10	wanneer	comp	wanneer/comp	Wanneer	True	L	11			
schaal/noun/nrc_handelsblad_20010921_58/760/L11	schaal/noun/nrc_handelsblad_20010921_58/760	L11	sentence_delimiter	none	none	<sentence>	none	L	12			
schaal/noun/nrc_handelsblad_20010921_58/760/L12	schaal/noun/nrc_handelsblad_20010921_58/760	L12	sentence_delimiter	none	none	</sentence>	none	L	13			
schaal/noun/nrc_handelsblad_20010921_58/760/L13	schaal/noun/nrc_handelsblad_20010921_58/760	L13	.	punct	./punct	.	False	L	14			
schaal/noun/nrc_handelsblad_20010921_58/760/L14	schaal/noun/nrc_handelsblad_20010921_58/760	L14	zelfvertrouwen	noun	zelfvertrouwen/noun	zelfvertrouwen	False	L	15			
schaal/noun/nrc_handelsblad_20010921_58/760/L15												
schaal/noun/nrc_handelsblad_20010921_58/760/R0	schaal/noun/nrc_handelsblad_20010921_58/760	R0	onschuldig	adj	onschuldig/adj	onschuldige	True	R	1	0.3108724	12156.0	9.0
schaal/noun/nrc_handelsblad_20010921_58/760/R1	schaal/noun/nrc_handelsblad_20010921_58/760	R1	burger_slachtoffer	noun	burger_slachtoffer/noun	burgerslachtoffers	True	R	2	0.7601286	864.0	1.0
schaal/noun/nrc_handelsblad_20010921_58/760/R2	schaal/noun/nrc_handelsblad_20010921_58/760	R2	zal	verb	zal/verb	zouden	True	R	3	0.11523589	1661300.0	1016.0
schaal/noun/nrc_handelsblad_20010921_58/760/R3	schaal/noun/nrc_handelsblad_20010921_58/760	R3	val	verb	val/verb	vallen	True	R	4	0.11730421	194806.0	119.0
schaal/noun/nrc_handelsblad_20010921_58/760/R4	schaal/noun/nrc_handelsblad_20010921_58/760	R4	,	punct	,/punct	,	True	R	5			
schaal/noun/nrc_handelsblad_20010921_58/760/R5	schaal/noun/nrc_handelsblad_20010921_58/760	R5	dan	adv	dan/adv	dan	True	R	6	-0.2510982	853168.0	363.0
schaal/noun/nrc_handelsblad_20010921_58/760/R6	schaal/noun/nrc_handelsblad_20010921_58/760	R6	val	verb	val/verb	valt	True	R	7	0.11730421	194806.0	119.0
schaal/noun/nrc_handelsblad_20010921_58/760/R7	schaal/noun/nrc_handelsblad_20010921_58/760	R7	dat	det	dat/det	dat	True	R	8	0.08863601	1849436.0	1104.0
schaal/noun/nrc_handelsblad_20010921_58/760/R8	schaal/noun/nrc_handelsblad_20010921_58/760	R8	binnen	prep	binnen/prep	binnen	True	R	9	0.10356552	125900.0	76.0
schaal/noun/nrc_handelsblad_20010921_58/760/R9	schaal/noun/nrc_handelsblad_20010921_58/760	R9	de	det	de/det	de	True	R	10	0.058127135	28074105.0	16176.0
schaal/noun/nrc_handelsblad_20010921_58/760/R10	schaal/noun/nrc_handelsblad_20010921_58/760	R10	partij	noun	partij/noun	partij	True	R	11			
schaal/noun/nrc_handelsblad_20010921_58/760/R11	schaal/noun/nrc_handelsblad_20010921_58/760	R11	niet	adv	niet/adv	niet	True	R	12	-0.23563573	3455007.0	1486.0
schaal/noun/nrc_handelsblad_20010921_58/760/R12	schaal/noun/nrc_handelsblad_20010921_58/760	R12	meer	adv	meer/adv	meer	True	R	13	-0.26625479999999996	429100.0	179.0
schaal/noun/nrc_handelsblad_20010921_58/760/R13	schaal/noun/nrc_handelsblad_20010921_58/760	R13	te	comp	te/comp	te	True	R	14			
schaal/noun/nrc_handelsblad_20010921_58/760/R14	schaal/noun/nrc_handelsblad_20010921_58/760	R14	verkoop	verb	verkoop/verb	verkopen	True	R	15	1.0405071	98073.0	150.0
schaal/noun/nrc_handelsblad_20010921_58/760/R15												
schaal/noun/nrc_handelsblad_20020306_72/420/L0	schaal/noun/nrc_handelsblad_20020306_72/420	L0	groot	adj	groot/adj	grote	True	L	1	2.7086158	774779.0	6322.0
schaal/noun/nrc_handelsblad_20020306_72/420/L1	schaal/noun/nrc_handelsblad_20020306_72/420	L1	op	prep	op/prep	op	True	L	2	1.5734066999999998	4502370.0	11789.0
schaal/noun/nrc_handelsblad_20020306_72/420/L2	schaal/noun/nrc_handelsblad_20020306_72/420	L2	sindsdien	pp	sindsdien/pp	sindsdien	True	L	3			
schaal/noun/nrc_handelsblad_20020306_72/420/L3	schaal/noun/nrc_handelsblad_20020306_72/420	L3	hem	pron	hem/pron	hem	True	L	4	-0.53231895	455207.0	146.0
schaal/noun/nrc_handelsblad_20020306_72/420/L4	schaal/noun/nrc_handelsblad_20020306_72/420	L4	volgens	prep	volgens/prep	volgens	True	L	5	0.43846676	478509.0	405.0
schaal/noun/nrc_handelsblad_20020306_72/420/L5	schaal/noun/nrc_handelsblad_20020306_72/420	L5	'	punct	'/punct	'	True	L	6			
schaal/noun/nrc_handelsblad_20020306_72/420/L6	schaal/noun/nrc_handelsblad_20020306_72/420	L6	clausule	noun	clausule/noun	clausule	True	L	7	0.28188798	1380.0	1.0
schaal/noun/nrc_handelsblad_20020306_72/420/L7	schaal/noun/nrc_handelsblad_20020306_72/420	L7	medisch	adj	medisch/adj	medische	True	L	8	-0.2521395	33171.0	14.0
schaal/noun/nrc_handelsblad_20020306_72/420/L8	schaal/noun/nrc_handelsblad_20020306_72/420	L8	`	punct	`/punct	`	True	L	9			
schaal/noun/nrc_handelsblad_20020306_72/420/L9	schaal/noun/nrc_handelsblad_20020306_72/420	L9	de	det	de/det	de	True	L	10	0.058127135	28074105.0	16176.0
schaal/noun/nrc_handelsblad_20020306_72/420/L10	schaal/noun/nrc_handelsblad_20020306_72/420	L10	omdat	comp	omdat/comp	omdat	True	L	11			
schaal/noun/nrc_handelsblad_20020306_72/420/L11	schaal/noun/nrc_handelsblad_20020306_72/420	L11	,	punct	,/punct	,	True	L	12			
schaal/noun/nrc_handelsblad_20020306_72/420/L12	schaal/noun/nrc_handelsblad_20020306_72/420	L12	dicht	verb	dicht/verb	dichten	True	L	13			
schaal/noun/nrc_handelsblad_20020306_72/420/L13	schaal/noun/nrc_handelsblad_20020306_72/420	L13	nu	adv	nu/adv	nu	True	L	14	0.07642349	803160.0	473.0
schaal/noun/nrc_handelsblad_20020306_72/420/L14	schaal/noun/nrc_handelsblad_20020306_72/420	L14	wet	noun	wet/noun	wet	True	L	15	0.07891861	59507.0	35.0
schaal/noun/nrc_handelsblad_20020306_72/420/L15												
schaal/noun/nrc_handelsblad_20020306_72/420/R0	schaal/noun/nrc_handelsblad_20020306_72/420	R0	word	verb	word/verb	wordt	True	R	1	0.52104384	3486710.0	3194.0
schaal/noun/nrc_handelsblad_20020306_72/420/R1	schaal/noun/nrc_handelsblad_20020306_72/420	R1	misbruik	verb	misbruik/verb	misbruikt	True	R	2	1.9842529999999998	7621.0	30.0
schaal/noun/nrc_handelsblad_20020306_72/420/R2	schaal/noun/nrc_handelsblad_20020306_72/420	R2	en	vg	en/vg	en	True	R	3			
schaal/noun/nrc_handelsblad_20020306_72/420/R3	schaal/noun/nrc_handelsblad_20020306_72/420	R3	dat	det	dat/det	dat	True	R	4	0.08863601	1849436.0	1104.0
schaal/noun/nrc_handelsblad_20020306_72/420/R4	schaal/noun/nrc_handelsblad_20020306_72/420	R4	""""	punct	"""/punct"	""""	True	R	5			
schaal/noun/nrc_handelsblad_20020306_72/420/R5	schaal/noun/nrc_handelsblad_20020306_72/420	R5	bedreig	verb	bedreig/verb	bedreigt	True	R	6	0.24539839	20358.0	14.0
schaal/noun/nrc_handelsblad_20020306_72/420/R6	schaal/noun/nrc_handelsblad_20020306_72/420	R6	Iers	adj	Iers/adj	Iers	True	R	7	0.25963800000000004	10053.0	7.0
schaal/noun/nrc_handelsblad_20020306_72/420/R7	schaal/noun/nrc_handelsblad_20020306_72/420	R7	leven	noun	leven/noun	leven	True	R	8	-0.6885479999999999	150208.0	41.0
schaal/noun/nrc_handelsblad_20020306_72/420/R8	schaal/noun/nrc_handelsblad_20020306_72/420	R8	""""	punct	"""/punct"	""""	True	R	9			
schaal/noun/nrc_handelsblad_20020306_72/420/R9	schaal/noun/nrc_handelsblad_20020306_72/420	R9	,	punct	,/punct	,	True	R	10			
schaal/noun/nrc_handelsblad_20020306_72/420/R10	schaal/noun/nrc_handelsblad_20020306_72/420	R10	zeg	verb	zeg/verb	zei	True	R	11	-0.51700574	982307.0	320.0
schaal/noun/nrc_handelsblad_20020306_72/420/R11	schaal/noun/nrc_handelsblad_20020306_72/420	R11	hij	pron	hij/pron	hij	True	R	12	-0.69039476	2403923.0	659.0
schaal/noun/nrc_handelsblad_20020306_72/420/R12	schaal/noun/nrc_handelsblad_20020306_72/420	R12	.	punct	./punct	.	True	R	13			
schaal/noun/nrc_handelsblad_20020306_72/420/R13	schaal/noun/nrc_handelsblad_20020306_72/420	R13	sentence_delimiter	none	none	</sentence>	none	R	14			
schaal/noun/nrc_handelsblad_20020306_72/420/R14	schaal/noun/nrc_handelsblad_20020306_72/420	R14	sentence_delimiter	none	none	<sentence>	none	R	15			
schaal/noun/nrc_handelsblad_20020306_72/420/R15												
schaal/noun/nrc_handelsblad_20020907_80/244/L0	schaal/noun/nrc_handelsblad_20020907_80/244	L0	groot	adj	groot/adj	grote	True	L	1	2.7086158	774779.0	6322.0
schaal/noun/nrc_handelsblad_20020907_80/244/L1	schaal/noun/nrc_handelsblad_20020907_80/244	L1	op	prep	op/prep	op	True	L	2	1.5734066999999998	4502370.0	11789.0
schaal/noun/nrc_handelsblad_20020907_80/244/L2	schaal/noun/nrc_handelsblad_20020907_80/244	L2	bouw	noun	bouw/noun	bouw	True	L	3	0.15243334	25348.0	16.0
schaal/noun/nrc_handelsblad_20020907_80/244/L3	schaal/noun/nrc_handelsblad_20020907_80/244	L3	de	det	de/det	de	True	L	4	0.058127135	28074105.0	16176.0
schaal/noun/nrc_handelsblad_20020907_80/244/L4	schaal/noun/nrc_handelsblad_20020907_80/244	L4	in	prep	in/prep	in	True	L	5	0.17624795	9492181.0	6143.0
schaal/noun/nrc_handelsblad_20020907_80/244/L5	schaal/noun/nrc_handelsblad_20020907_80/244	L5	kartel_vorming	noun	kartel_vorming/noun	kartelvorming	True	L	6	2.444963	481.0	3.0
schaal/noun/nrc_handelsblad_20020907_80/244/L6	schaal/noun/nrc_handelsblad_20020907_80/244	L6	ongeoorloofd	adj	ongeoorloofd/adj	ongeoorloofde	True	L	7	1.5546521	1169.0	3.0
schaal/noun/nrc_handelsblad_20020907_80/244/L7	schaal/noun/nrc_handelsblad_20020907_80/244	L7	dat	comp	dat/comp	dat	True	L	8			
schaal/noun/nrc_handelsblad_20020907_80/244/L8	schaal/noun/nrc_handelsblad_20020907_80/244	L8	nu	adv	nu/adv	nu	True	L	9	0.07642349	803160.0	473.0
schaal/noun/nrc_handelsblad_20020907_80/244/L9	schaal/noun/nrc_handelsblad_20020907_80/244	L9	ben	verb	ben/verb	is	True	L	10	-0.06655508	9938754.0	5058.0
schaal/noun/nrc_handelsblad_20020907_80/244/L10	schaal/noun/nrc_handelsblad_20020907_80/244	L10	duidelijk	adj	duidelijk/adj	Duidelijk	True	L	11			
schaal/noun/nrc_handelsblad_20020907_80/244/L11	schaal/noun/nrc_handelsblad_20020907_80/244	L11	sentence_delimiter	none	none	<sentence>	none	L	12			
schaal/noun/nrc_handelsblad_20020907_80/244/L12	schaal/noun/nrc_handelsblad_20020907_80/244	L12	sentence_delimiter	none	none	</sentence>	none	L	13			
schaal/noun/nrc_handelsblad_20020907_80/244/L13	schaal/noun/nrc_handelsblad_20020907_80/244	L13	.	punct	./punct	.	False	L	14			
schaal/noun/nrc_handelsblad_20020907_80/244/L14	schaal/noun/nrc_handelsblad_20020907_80/244	L14	bekend	adj	bekend/adj	bekend	False	L	15	0.17605266	128314.0	83.0
schaal/noun/nrc_handelsblad_20020907_80/244/L15												
schaal/noun/nrc_handelsblad_20020907_80/244/R0	schaal/noun/nrc_handelsblad_20020907_80/244	R0	heb	verb	heb/verb	heeft	True	R	1	-0.063085124	4034811.0	2054.0
schaal/noun/nrc_handelsblad_20020907_80/244/R1	schaal/noun/nrc_handelsblad_20020907_80/244	R1	heb_plaats	verb	heb_plaats/verb	plaatsgehad	True	R	2	1.2035764	12159.0	22.0
schaal/noun/nrc_handelsblad_20020907_80/244/R2	schaal/noun/nrc_handelsblad_20020907_80/244	R2	.	punct	./punct	.	True	R	3			
schaal/noun/nrc_handelsblad_20020907_80/244/R3	schaal/noun/nrc_handelsblad_20020907_80/244	R3	sentence_delimiter	none	none	</sentence>	none	R	4			
schaal/noun/nrc_handelsblad_20020907_80/244/R4	schaal/noun/nrc_handelsblad_20020907_80/244	R4	sentence_delimiter	none	none	<sentence>	none	R	5			
schaal/noun/nrc_handelsblad_20020907_80/244/R5	schaal/noun/nrc_handelsblad_20020907_80/244	R5	en	comp	en/comp	En	False	R	6			
schaal/noun/nrc_handelsblad_20020907_80/244/R6	schaal/noun/nrc_handelsblad_20020907_80/244	R6	ook	adv	ook/adv	ook	False	R	7	-0.008890722	2214625.0	1199.0
schaal/noun/nrc_handelsblad_20020907_80/244/R7	schaal/noun/nrc_handelsblad_20020907_80/244	R7	dat	comp	dat/comp	dat	False	R	8			
schaal/noun/nrc_handelsblad_20020907_80/244/R8	schaal/noun/nrc_handelsblad_20020907_80/244	R8	mededinging_autoriteit	noun	mededinging_autoriteit/noun	mededingingsautoriteit	False	R	9			
schaal/noun/nrc_handelsblad_20020907_80/244/R9	schaal/noun/nrc_handelsblad_20020907_80/244	R9	NMa	name	NMa/name	NMa	False	R	10			
schaal/noun/nrc_handelsblad_20020907_80/244/R10	schaal/noun/nrc_handelsblad_20020907_80/244	R10	geen	det	geen/det	geen	False	R	11	-0.33678509999999995	1048752.0	406.0
schaal/noun/nrc_handelsblad_20020907_80/244/R11	schaal/noun/nrc_handelsblad_20020907_80/244	R11	enkel	det	enkel/det	enkele	False	R	12	-0.2565168	319878.0	135.0
schaal/noun/nrc_handelsblad_20020907_80/244/R12	schaal/noun/nrc_handelsblad_20020907_80/244	R12	greep	noun	greep/noun	greep	False	R	13			
schaal/noun/nrc_handelsblad_20020907_80/244/R13	schaal/noun/nrc_handelsblad_20020907_80/244	R13	op	prep	op/prep	op	False	R	14	1.5734066999999998	4502370.0	11789.0
schaal/noun/nrc_handelsblad_20020907_80/244/R14	schaal/noun/nrc_handelsblad_20020907_80/244	R14	die	det	die/det	die	False	R	15	0.027639344	1365392.0	768.0
schaal/noun/nrc_handelsblad_20020907_80/244/R15												
schaal/noun/nrc_handelsblad_20030425_67/194/L0	schaal/noun/nrc_handelsblad_20030425_67/194	L0	ongekend	adj	ongekend/adj	ongekende	True	L	1	2.3642097	6413.0	37.0
schaal/noun/nrc_handelsblad_20030425_67/194/L1	schaal/noun/nrc_handelsblad_20030425_67/194	L1	op	prep	op/prep	op	True	L	2	1.5734066999999998	4502370.0	11789.0
schaal/noun/nrc_handelsblad_20030425_67/194/L2	schaal/noun/nrc_handelsblad_20030425_67/194	L2	,	punct	,/punct	,	True	L	3			
schaal/noun/nrc_handelsblad_20030425_67/194/L3	schaal/noun/nrc_handelsblad_20030425_67/194	L3	Ethiopië	name	Ethiopië/name	Ethiopië	True	L	4			
schaal/noun/nrc_handelsblad_20030425_67/194/L4	schaal/noun/nrc_handelsblad_20030425_67/194	L4	in	prep	in/prep	in	True	L	5	0.17624795	9492181.0	6143.0
schaal/noun/nrc_handelsblad_20030425_67/194/L5	schaal/noun/nrc_handelsblad_20030425_67/194	L5	voedsel_gebrek	noun	voedsel_gebrek/noun	voedselgebrek	True	L	6			
schaal/noun/nrc_handelsblad_20030425_67/194/L6	schaal/noun/nrc_handelsblad_20030425_67/194	L6	alweer	adv	alweer/adv	alweer	True	L	7	-0.36821145	26735.0	10.0
schaal/noun/nrc_handelsblad_20030425_67/194/L7	schaal/noun/nrc_handelsblad_20030425_67/194	L7	jaar	noun	jaar/noun	jaar	True	L	8	-0.1705629	1574348.0	721.0
schaal/noun/nrc_handelsblad_20030425_67/194/L8	schaal/noun/nrc_handelsblad_20030425_67/194	L8	dit	det	dit/det	dit	True	L	9	0.11509225	795783.0	486.0
schaal/noun/nrc_handelsblad_20030425_67/194/L9	schaal/noun/nrc_handelsblad_20030425_67/194	L9	er	adv	er/adv	er	True	L	10	0.19149879	1744977.0	1154.0
schaal/noun/nrc_handelsblad_20030425_67/194/L10	schaal/noun/nrc_handelsblad_20030425_67/194	L10	heers	verb	heers/verb	heerst	True	L	11			
schaal/noun/nrc_handelsblad_20030425_67/194/L11	schaal/noun/nrc_handelsblad_20030425_67/194	L11	waarom	adv	waarom/adv	Waarom	True	L	12	-0.6180076	92213.0	27.0
schaal/noun/nrc_handelsblad_20030425_67/194/L12	schaal/noun/nrc_handelsblad_20030425_67/194	L12	sentence_delimiter	none	none	<sentence>	none	L	13			
schaal/noun/nrc_handelsblad_20030425_67/194/L13	schaal/noun/nrc_handelsblad_20030425_67/194	L13	sentence_delimiter	none	none	</sentence>	none	L	14			
schaal/noun/nrc_handelsblad_20030425_67/194/L14	schaal/noun/nrc_handelsblad_20030425_67/194	L14	""""	punct	"""/punct"	""""	False	L	15			
schaal/noun/nrc_handelsblad_20030425_67/194/L15												
schaal/noun/nrc_handelsblad_20030425_67/194/R0	schaal/noun/nrc_handelsblad_20030425_67/194	R0	?	punct	?/punct	?	True	R	1			
schaal/noun/nrc_handelsblad_20030425_67/194/R1	schaal/noun/nrc_handelsblad_20030425_67/194	R1	sentence_delimiter	none	none	</sentence>	none	R	2			
schaal/noun/nrc_handelsblad_20030425_67/194/R2	schaal/noun/nrc_handelsblad_20030425_67/194	R2	sentence_delimiter	none	none	<sentence>	none	R	3			
schaal/noun/nrc_handelsblad_20030425_67/194/R3	schaal/noun/nrc_handelsblad_20030425_67/194	R3	`	punct	`/punct	`	False	R	4			
schaal/noun/nrc_handelsblad_20030425_67/194/R4	schaal/noun/nrc_handelsblad_20030425_67/194	R4	Het	name	Het/name	Het	False	R	5			
schaal/noun/nrc_handelsblad_20030425_67/194/R5	schaal/noun/nrc_handelsblad_20030425_67/194	R5	is	name	is/name	is	False	R	6			
schaal/noun/nrc_handelsblad_20030425_67/194/R6	schaal/noun/nrc_handelsblad_20030425_67/194	R6	de	name	de/name	de	False	R	7			
schaal/noun/nrc_handelsblad_20030425_67/194/R7	schaal/noun/nrc_handelsblad_20030425_67/194	R7	droogte	name	droogte/name	droogte	False	R	8			
schaal/noun/nrc_handelsblad_20030425_67/194/R8	schaal/noun/nrc_handelsblad_20030425_67/194	R8	,	name	,/name	,	False	R	9			
schaal/noun/nrc_handelsblad_20030425_67/194/R9	schaal/noun/nrc_handelsblad_20030425_67/194	R9	stommerd	name	stommerd/name	stommerd	False	R	10			
schaal/noun/nrc_handelsblad_20030425_67/194/R10	schaal/noun/nrc_handelsblad_20030425_67/194	R10	'	punct	'/punct	'	False	R	11			
schaal/noun/nrc_handelsblad_20030425_67/194/R11	schaal/noun/nrc_handelsblad_20030425_67/194	R11	,	punct	,/punct	,	False	R	12			
schaal/noun/nrc_handelsblad_20030425_67/194/R12	schaal/noun/nrc_handelsblad_20030425_67/194	R12	ben	verb	ben/verb	is	False	R	13	-0.06655508	9938754.0	5058.0
schaal/noun/nrc_handelsblad_20030425_67/194/R13	schaal/noun/nrc_handelsblad_20030425_67/194	R13	de	det	de/det	de	False	R	14	0.058127135	28074105.0	16176.0
schaal/noun/nrc_handelsblad_20030425_67/194/R14	schaal/noun/nrc_handelsblad_20030425_67/194	R14	geijkt	adj	geijkt/adj	geijkte	False	R	15			
schaal/noun/nrc_handelsblad_20030425_67/194/R15												
schaal/noun/nrc_handelsblad_20000107_60/107/L0	schaal/noun/nrc_handelsblad_20000107_60/107	L0	groot	adj	groot/adj	grote	True	L	1	2.7086158	774779.0	6322.0
schaal/noun/nrc_handelsblad_20000107_60/107/L1	schaal/noun/nrc_handelsblad_20000107_60/107	L1	zijn	det	zijn/det	zijn	True	L	2	-0.53994036	2164588.0	688.0
schaal/noun/nrc_handelsblad_20000107_60/107/L2	schaal/noun/nrc_handelsblad_20000107_60/107	L2	met	prep	met/prep	met	True	L	3	0.26853330000000003	4230163.0	3012.0
schaal/noun/nrc_handelsblad_20000107_60/107/L3	schaal/noun/nrc_handelsblad_20000107_60/107	L3	markt	noun	markt/noun	markt	True	L	4	0.24654865	87688.0	61.0
