id	left	target	right
gemiddeld/adj/nrc_handelsblad_20020821_102/65	schat de totale schade op ruim 7,5 miljoen euro .	Gemiddeld	lijden de Limburgse fruittelers jaarlijks een verlies van ongeveer 15
gemiddeld/adj/nrc_handelsblad_20020111_91/63	Vorig jaar had Nederland , door speciale omstandigheden , een	gemiddelde	inflatie van 4,5 procent , met een piek van 4,9
gemiddeld/adj/nrc_handelsblad_20030517_40/145	een onderdeel was van het IOC heeft CAS 502 (	gemiddeld	zo'n 25 per jaar ) kwesties behandeld . Vorig jaar
gemiddeld/adj/nrc_handelsblad_20020916_97/53	constructies . De afgelopen twintig jaar werden Europese auto's jaarlijks	gemiddeld	tussen de 15 en 20 kilogram zwaarder . Woog een
gemiddeld/adj/nrc_handelsblad_20000626_110/544	de marechaussee . De rivierpolitie vindt in de Rotterdamse haven	gemiddeld	zo'n 150 verstekelingen per jaar . Meestal zijn het mannen
gemiddeld/adj/nrc_handelsblad_20000311_47/156	zijn berucht om hun vieze buitenlucht . In Athene zit	gemiddeld	over het jaar gemeten iets meer dan 20 microgram benzeen
gemiddeld/adj/nrc_handelsblad_20031004_81/126	", omdat de doorsnee beurshandelaar 	 gefixeerd is op de"	gemiddelde	"verkoopprijs 	 . Daardoor heeft hij niet in de gaten"
gemiddeld/adj/nrc_handelsblad_19991108_47/109	) , de voormalige Sovjet-Unie , wordt in 2000 een	gemiddelde	economische groei van 1,1 procent verwacht , na een krimp
gemiddeld/adj/nrc_handelsblad_19991018_123/423	laten en het ritme maar aan te passen aan die	gemiddelde	olifantenbeat die nu eenmaal favoriet is bij de dj's .
gemiddeld/adj/nrc_handelsblad_20000103_37/289	onderdeel autoverzekeringen , waar zowel het aantal schades als het	gemiddelde	schadebedrag fors toenam . Bij de particuliere ziektekostenverzekeringen steeg het
gemiddeld/adj/nrc_handelsblad_20001018_45/258	zit . Op De Thij krijgen 4-havo leerlingen per vak	gemiddeld	twee uur les per week . Dat is ruim :
gemiddeld/adj/nrc_handelsblad_19990118_21/382	"de prioriteit die onderwijs heeft bij het kabinet . 	"	Gemiddeld	besteden de meeste landen zes procent van hun bruto nationaal
gemiddeld/adj/nrc_handelsblad_20030430_178/62	heeft gepubliceerd . De werkloosheid in Nederland groeide vorig jaar	gemiddeld	met 0,7 procentpunt naar 4,1 procent van de beroepsbevolking .
gemiddeld/adj/nrc_handelsblad_20010730_34/251	"vaste medewerkers van de centrale moeten oplossen . 	 De"	gemiddelde	leeftijd is rond de zeventig . Oudere mensen met lichamelijke
gemiddeld/adj/nrc_handelsblad_20040330_109/50	daling van het aantal bedrijven versnelt . De afname bedroeg	gemiddeld	zo'n 3 à 3,5 procent per jaar . Tegenover de
gemiddeld/adj/nrc_handelsblad_20020518_159/670	onderzoekers van S&P schatten dat beleggers eigenlijk niet 22 maar	gemiddeld	circa 30 maal de winst voor een bedrijf betalen .
gemiddeld/adj/nrc_handelsblad_20040217_76/34	hun oordeel gegeven over ruim 2.400 restaurants . Voor de	gemiddelde	buitenshuiseter heeft de Iens als voordeel dat ook broodjeszaken en
gemiddeld/adj/nrc_handelsblad_20031220_07/158	"procent van de ondernemers in de kinderopvang vertegenwoordigt . 	"	Gemiddeld	kost een crècheplaats nu 6,68 euro bruto per uur .
gemiddeld/adj/nrc_handelsblad_20010324_50/609	duidelijk neerwaartse trend in de afvoer . Die is van	gemiddeld	110 miljard m³ in de periode 1870-1900 gedaald tot 73
gemiddeld/adj/nrc_handelsblad_20031013_110/223	verhogen tot 75 procent van het laatste loon ( nu	gemiddeld	70 procent ) willigt De Geus ook per 2007 in
gemiddeld/adj/nrc_handelsblad_20000523_102/92	de achtergrond te worden gedrukt : de cultuur van de	gemiddelde	gemeentelijke organisatie en de omslag die daarin de laatste jaren
gemiddeld/adj/nrc_handelsblad_20000925_55/868	Man ( Jerry Lewis , 1961 , VS ) .	Gemiddelde	Lewis-komedie met de grapjas als onhandige klusjesman in een door
gemiddeld/adj/nrc_handelsblad_20000706_60/200	feit dat werksters en onderhoudsmensen zijn ontslagen , terwijl zij	gemiddeld	nog geen 700 Antilliaanse gulden per maand kosten
gemiddeld/adj/nrc_handelsblad_19991101_29/913	VVD'ers volgen de discussie binnen het CDA met meer dan	gemiddelde	belangstelling . Steun voor een gekortwiekte Eerste Kamer zou niet
gemiddeld/adj/nrc_handelsblad_20000302_160/234	dertig jaar geleden . Over de hele wereld reizen mensen	gemiddeld	vier tot vijf kwartier per dag . Van Wee :
gemiddeld/adj/nrc_handelsblad_20020201_111/167	contributie betalen aan de STE . Een grote bank betaalt	gemiddeld	een paar miljoen euro aan heffingen aan de beurswaakhond .
gemiddeld/adj/volkskrant_20010522_44/335	En volstrekt ongelijk . Het zou prachtig zijn als de	gemiddelde	werknemer met veel plezier in een niet al te hoog
gemiddeld/adj/volkskrant_20020622_133/177	procent van de vogels industrieel plastic in de maag (	gemiddeld	3,6 stukjes ofwel 0,08 gram per vogel ) , terwijl
gemiddeld/adj/volkskrant_20011031_117/98	de gemiddelde oppervlakte per bedrijf . Sinds 1987 kwam er	gemiddeld	5,2 hectare per bedrijf bij . Ook de productie per
gemiddeld/adj/volkskrant_20031025_extra-artikelen_10/58	heeft gebracht ' , zegt hij . ' Ik doe	gemiddeld	honderd interviews per week . Na tio naal , internationaal
gemiddeld/adj/volkskrant_20030521_06/162	departement . De Militaire Inlichtingen-en Veiligheidsdienst ( MIVD ) doet	gemiddeld	twee weken over een onderzoek naar een nieuwe medewerker ;
gemiddeld/adj/volkskrant_20030408_97/15	Frankfurt steeg 5,8 procent . De andere Europese beurzen klommen	gemiddeld	ruim 3 procent . De Amerikaanse Dow Jones-index won gisteren
gemiddeld/adj/volkskrant_19990213_128/519	of liever het ontbreken daarvan . Al maanden geeft de	gemiddelde	Amerikaan meer geld uit dan hij verdient . Hij geeft
gemiddeld/adj/volkskrant_20001216_76/669	pas na twee of drie jaar sprake zijn , de	gemiddelde	duur van civiele procedures . De kwaliteit van het haalbaarheidsonderzoek
gemiddeld/adj/volkskrant_19990504_12/135	toe op naleving van het systeem , en achtervolgen de	gemiddeld	vijfhonderd zwartrijders per dag . Ook zorgen ze ervoor dat
gemiddeld/adj/volkskrant_20000624_116/130	het weer . De toestand in de oceanen bepaalt het	gemiddelde	gedrag , het weer is de variatie daarop . '
gemiddeld/adj/volkskrant_20000516_62/314	veroorzaakt door ' ander werk ' . Hun trainerssalaris is	gemiddeld	lager dan het loon bij de baas . Training wordt
gemiddeld/adj/volkskrant_20010327_63/213	prepaid-bellers , goed voor tweederde van het klantenbestand , geven	gemiddeld	slechts 28 gulden uit . Door hevige concurrentie zullen die
gemiddeld/adj/volkskrant_20010314_0/139	nog 500 leerlingen . In 1999 was dat opgelopen tot	gemiddeld	1350 kinderen . ' Grootschaligheid wordt verward met efficiëntie .
gemiddeld/adj/volkskrant_20011126_96/274	Europa behoren , valt Nederland in Europees perspectief op :	gemiddeld	wordt de helft van het budget van Nederlandse politieke partijen
gemiddeld/adj/volkskrant_20000222_42/306	nog transactiekosten van af moeten . ' Vergeleken met een	gemiddelde	beursgang , verdienen wij hier veel minder aan . '
gemiddeld/adj/volkskrant_20001122_98/88	publiceerde , steeg het aantal zelfmoorden onder vrouwen meer dan	gemiddeld	( met 34 procent ) . Vooral vrouwen van dezelfde
gemiddeld/adj/volkskrant_19991015_37/49	wordt zestien keer per dag gestoord . De onderbreking duurt	gemiddeld	negen minuten . En dan zijn computerstoringen of afleiding door
gemiddeld/adj/volkskrant_20000706_87/372	grotendeels leeg is . In tien jaar tijd is de	gemiddelde	levensduur in Hatgal gedaald van zeventig naar zestig jaar .
gemiddeld/adj/volkskrant_20020314_69/44	bereid de zendtijd op te vullen . OntbijtTV , dat	gemiddeld	200 duizend kijkers trekt , kost ruim 3 miljoen euro
gemiddeld/adj/volkskrant_20040623_33/122	euro opleveren . De CAO-lonen in Nederland stijgen dit jaar	gemiddeld	met 0,7 procent . Dat is veel minder dan de
gemiddeld/adj/volkskrant_20000629_21/242	meer kaas ; 20 kilo tegen 15 kilo van de	gemiddelde	Nederlander . Al gebiedt de eerlijkheid te zeggen dat in
gemiddeld/adj/volkskrant_20000811_121/66	die kokkels toch ? Het aanbod van schelpdieren in de	gemiddelde	vishandel of supermarkt beperkt zich in feite tot mosselen .
gemiddeld/adj/volkskrant_20000805_2/663	kost evenveel als een gangbare harde lens , maar is	gemiddeld	na twee jaar al aan vervanging toe , een levensduur
gemiddeld/adj/volkskrant_20020221_71/257	nog tot de armste in de EU , met een	gemiddeld	inkomen per hoofd van de bevolking dat op 64 procent
gemiddeld/adj/volkskrant_20040422_50/309	maanden van vorig jaar werden 43 systemen verkocht tegen een	gemiddelde	prijs van 9,2 miljoen euro
gemiddeld/adj/volkskrant_20011206_38/398	niet waarvan ik leef . ' Bijklussen is voor de	gemiddelde	Hongaar eenvoudigweg noodzaak . Zelfs de onderbetaalde neurochirurg verdient in
gemiddeld/adj/volkskrant_20001114_94/36	bezig met de Champions League ( 400 duizend ) .	Gemiddeld	aantal kijkers die nacht : 120 duizend mensen ( in
gemiddeld/adj/volkskrant_20000627_106/415	uit te kunnen destilleren , maar ik kan wel het	gemiddelde	aantal kijkers per jaar voor u uitzoeken . ' Frans
gemiddeld/adj/volkskrant_20020913_2/115	. De totale lengte ervan was 103,3 duizend kilometer .	Gemiddeld	verliest een automobilist twintig minuten per file . Met z'n
gemiddeld/adj/volkskrant_19990417_146/915	werknemer een reëel basisloon ( dat lager ligt dan het	gemiddelde	CAO-loon ) met daar bovenop een deel van de winst
gemiddeld/adj/volkskrant_20000821_84/174	doen per seizoen de hoofdstad aan , met per boot	gemiddeld	zo'n duizend passagiers . Belangrijk genoeg voor een prestigieuze terminal
gemiddeld/adj/volkskrant_20031031_30/78	deel van de goederen . De Amerikaanse troepen worden nu	gemiddeld	33 keer per dag aangevallen , in juli was dat
gemiddeld/adj/volkskrant_20030709_39/189	gemiddelde loon dat gedurende de carrière is verdiend . Het	gemiddelde	rendement op de ABP-beleggingen in het tweede kwartaal was 6,9
gemiddeld/adj/volkskrant_20001021_3/19	kwakzalvers valt het mij op dat de vijf hoogst genoteerden	gemiddeld	de gezegende leeftijd van 90 jaar hebben bereikt . Toch
gemiddeld/adj/volkskrant_20020418_102/300	Maar ook de afzet van software kwakkelt . Japanners kopen	gemiddeld	1,6 spelletjes bij hun Xbox . Volgens Takashi Oya ,
gemiddeld/adj/volkskrant_19990122_16/204	nog nooit een cent ontvangen , omdat KBB sinds 1991	gemiddeld	2,90 gulden dividend heeft uitgekeerd . De rechten vervallen automatisch
gemiddeld/adj/volkskrant_20000315_79/886	In een ander rapport uit datzelfde jaar staat dat het	gemiddelde	niveau van lijkschouwers te laag is . Zij worden in
gemiddeld/adj/volkskrant_20010224_8/330	geleden 1,15 gulden per liter ; nu betaalt de klant	gemiddeld	twee dubbeltjes meer , terwijl de winst van de boeren
gemiddeld/adj/volkskrant_20000122_94/460	pleconaril de verkoudheidsepisode met drie dagen te bekorten , van	gemiddeld	veertien naar gemiddeld elf dagen . Ook de bekende verkoudheidsverschijnselen
gemiddeld/adj/volkskrant_20001209_52/547	honderd boten de haven van Hurghada uit , aan boord	gemiddeld	vijftien duikers . Honderden boten met glazen bodem vervoeren snorkelaars
gemiddeld/adj/volkskrant_20010616_61/326	is van topkwaliteit , maar in de supermarkt levert het	gemiddeld	snel zo'n tien gulden per kilo op . Dan heb
gemiddeld/adj/volkskrant_20000307_99/97	op Nederland 3 , die zondag werd afgesloten , trok	gemiddeld	210 duizend kijkers per aflevering en kreeg een waardering van
gemiddeld/adj/volkskrant_20020713_155/614	Daarnaast zakken de kosten , hoopt hij , omdat de	gemiddelde	behandelduur afneemt . Hoe uitgeruster en minder angstig de patiënt
gemiddeld/adj/parool_20010424_85/444	, zendt momenteel dertien quizzen dan wel spelprogramma's uit ,	gemiddeld	bijna twee per dag . Vanaf volgende maand komt daar
gemiddeld/adj/parool_20021009_91/345	Dat verklaart dat de prijzen iets dalen , terwijl de	gemiddelde	prijs van een huis in Nederland niet is gedaald .
gemiddeld/adj/parool_20020529_80/17	tweemaal zo veel als de vrouw . De man brengt	gemiddeld	1790 euro per maand mee naar huis , de vrouw
gemiddeld/adj/parool_20000229_13/722	van : dat heeft te maken met mikken op de	gemiddelde	smaak en het bespelen van de juiste snaren in je
gemiddeld/adj/parool_19990904_62/94	zenuwsignaal naar de kuitspier . Die nam bij een schaterlach	gemiddeld	met bijna negentig procent af , schrijven de onderzoekers vandaag
gemiddeld/adj/parool_20000316_127/271	gewone ' aandelen op de beurs van New York stegen	gemiddeld	met 3,25 procent , terwijl de technofondsen het lieten afweten
gemiddeld/adj/parool_19990112_86/169	hebben hem terecht voorgerekend dat zijn bod neerkomt op een	gemiddelde	loonsverhoging van 1,4 procent . Dat is nauwelijks meer dan
gemiddeld/adj/parool_20030103_109/48	", een grote menukeuze en zeurderige restaurantgidsen . 	 De"	gemiddelde	consument zit niet te wachten op een gedetailleerd verslag van
gemiddeld/adj/parool_20020906_62/144	een betaalde baan en één op de vijf studeert .	Gemiddeld	verdienen ze duizend euro netto per maand . De helft
gemiddeld/adj/parool_19990107_18/31	aan het bevolkingsonderzoek naar borstkanker , verlengen hun leven met	gemiddeld	niet meer dan zes weken . Twintig procent van de
gemiddeld/adj/parool_19990901_91/279	jongeren tussen de dertien en zeventien jaar hier vaker dan	gemiddeld	in aanraking komen met drugs , prostitutie en criminaliteit .
gemiddeld/adj/parool_20001023_116/295	dan tot voor kort , en zoveel tijd neemt de	gemiddelde	Amerikaan niet om het wereldnieuws te bestuderen . Historici zien
gemiddeld/adj/parool_20000120_80/349	sterke bijrollen de productie weten uit te tillen boven het	gemiddelde	televisiewerk . Look who's talking Net5 , 20.30 uur (
gemiddeld/adj/parool_20020531_118/35	En uit die trein kwam een eindeloze stroom vrouwen .	Gemiddelde	leeftijd : ergens rond de veertig . Zonder een moment
gemiddeld/adj/parool_20000205_96/177	en dan betaal je echt niet meer dan voor een	gemiddelde	wintersportvakantie in Europa . Maar wie geen zin heeft in
gemiddeld/adj/parool_20010421_61/23	De leeftijd wijkt niet veel af van die van het	gemiddelde	lid . Het ledental , in tien jaar teruggesukkeld van
gemiddeld/adj/parool_20020523_42/155	het Nederlandse onderwijs groot is : ruim dertig procent tegen	gemiddeld	vijftien procent . Ook werken veel minder vrouwen in het
gemiddeld/adj/parool_20000708_100/425	heeft meer dan driehonderd jaar geduurd . De slaven werkten	gemiddeld	twaalf uur per dag , 365 dagen per jaar .
gemiddeld/adj/parool_20020907_11/91	mobiele telefoon aan het oor - waarbij ze door de	gemiddelde	bejaarde lopend ingehaald worden . Daarmee wil ik de fatale
gemiddeld/adj/parool_20020717_157/106	. Iemand met een ernstig lichamelijke handicap heeft jaarlijks bruto	gemiddeld	3000 euro minder inkomen dan een niet-gehandicapte . Vaak hebben
gemiddeld/adj/parool_20000120_291/27	oordeel dat de onderwijsinspectie over haar school uitsprak : heel	gemiddeld	". 	 We doen zoveel buiten het normale programma dat"
gemiddeld/adj/parool_20040108_252/102	euro . Loting : vorig jaar is niet geloot .	Gemiddelde	slagingskans : 96 procent . Doublures : 3,3 procent .
gemiddeld/adj/parool_19990827_60/172	crisis binnen de PvdA leidden , was dat de uitkeringen	gemiddeld	met een kwart zijn gedaald . Dat leverde een besparing
gemiddeld/adj/parool_20040120_07/181	in deze groep zes leerlingen meer zitten dan in de	gemiddelde	bovenbouwklas . En dat er daardoor ook meer speciale gevallen
gemiddeld/adj/parool_20020206_32/88	aardig tot goed bekeken worden . Het SBS Nieuws haalt	gemiddeld	ruim vierhonderdduizend kijkers , Hart van Nederland zit vaak boven
gemiddeld/adj/parool_19990223_66/40	"uit hoe het werkt . 	 Ons doel is een"	gemiddelde	omzetmarge van tien procent voor de gehele onderneming . Voor
gemiddeld/adj/parool_20001221_111/19	de afgelopen twee maanden gedaald . In november bedroeg de	gemiddelde	prijs van een woonhuis 428.000 gulden , 2,3 procent minder
gemiddeld/adj/parool_20001014_67/1226	hij weer een paar uur van de straat . De	gemiddelde	binnenstadbewoner is wel wat gewend en hij weet dat de
gemiddeld/adj/parool_20001216_149/606	nog altijd voelbaar zijn . De suppoosten zijn meer dan	gemiddeld	betrokken en tonen zich zeer geïnteresseerd in wat je van
gemiddeld/adj/parool_20031125_78/230	: AT5 bereikt , volgens het Amsterdamse onderzoeksbureau O+S ,	gemiddeld	tachtig procent van de Amsterdammers , onder wie ook de
gemiddeld/adj/parool_19990702_65/427	toekomst niet doen . In de jaren vijftig werkte de	gemiddelde	werknemer wekelijks bijna vier uur in de avond en in
gemiddeld/adj/parool_20010222_6/290	vandalisme . De aangiftebereidheid in Nederland is relatief hoog .	Gemiddeld	genomen wordt internationaal de helft van de delicten gemeld bij
gemiddeld/adj/parool_19990104_24/164	"woonbuurten . 	 De Vinex-bouwers richten zich of de fictieve"	gemiddelde	Nederlander die in feite niet bestaat . Woningzoekenden en uit
gemiddeld/adj/parool_20010718_66/326	. In Tsjechië rookt veertig procent van de bevolking .	Gemiddeld	drinkt de Tsjech ook het meeste bier van de hele
gemiddeld/adj/parool_19991103_40/583	werk voor het minimumloon is in Nederland , gerekend naar	gemiddeld	netto gezinsinkomen , bijna drie keer keer zo duur als
gemiddeld/adj/parool_20011027_29/184	laatste geval zou namelijk de incubatietijd langer worden dan de	gemiddelde	levensduur , waardoor de meeste besmette mensen niet met de
gemiddeld/adj/parool_19990605_121/70	nemen en deze spelletjes nog eens te spelen . De	gemiddelde	pc kan met behulp van een speciaal programma de oude
gemiddeld/adj/parool_20010329_86/98	Dat scheelt zo'n zeven procent in de elektriciteitsrekening van een	gemiddeld	gezin
gemiddeld/adj/parool_19991110_74/574	( Can 1996 , Sara Botsford , 88 minuten )	Gemiddelde	thriller waarin een door Geneviève Bujold vertolkte advocate wordt geterroriseerd
gemiddeld/adj/parool_19990717_73/1035	dagelijkse samenvatting van de Tour , meer dan bij een	gemiddelde	baseballwedstrijd . Elke krant in de Verenigde Staten heeft inmiddels
gemiddeld/adj/parool_20011010_82/221	"plaats . 	 In de zomer stijgt de Nederlandse beurs"	gemiddeld	met slechts één procent ( mei tot november ) en
gemiddeld/adj/algemeen_dagblad_19991118_152/615	. Volgend jaar beoordeelt de Belastingdienst op basis van het	gemiddelde	belastbare inkomen over 1996 , 1997 en 1998 welke zelfstandigen
gemiddeld/adj/algemeen_dagblad_20040325_44/422	een rendementsheffing van 30 procent over vier procent van de	gemiddelde	waarde van de bezittingen
gemiddeld/adj/algemeen_dagblad_20000807_101/193	zo'n 20 procent . De prijs per hectare is nu	gemiddeld	66.000 gulden . Over de laatste zes jaar steeg de
gemiddeld/adj/algemeen_dagblad_20010512_71/62	Britten . Net zo normaal als miljoenen landgenoten die wekelijks	gemiddeld	een tientje betalen voor één van de trekkingen van de
gemiddeld/adj/algemeen_dagblad_20021005_182/287	2000 kWh . Om een idee te geven : het	gemiddeld	elektriciteitsverbruik van een huishouden is 3000 kWh per jaar .
gemiddeld/adj/algemeen_dagblad_20020318_89/101	De prinses weet intussen meer van het staatsrecht dan de	gemiddelde	Nederlander . En ook haar uitspraak van de ` h'
gemiddeld/adj/algemeen_dagblad_20030705_50/412	van de politie onder verslaafden wijst overigens uit dat zij	gemiddeld	100 misdrijven per maand plegen en daarbij gemiddeld voor 12.000
gemiddeld/adj/algemeen_dagblad_20010323_170/249	wetenschappelijke onderbouwing ontlenen NHG-Standaarden hun waarde . Het ontbreekt de	gemiddelde	huisarts helaas aan tijd , kennis en misschien ook wel
gemiddeld/adj/algemeen_dagblad_20020618_120/241	. Eén OLF staat voor de hoeveelheid geur die een	gemiddelde	Europeaan uitscheidt direct nadat hij onder de douche vandaan stapt
gemiddeld/adj/algemeen_dagblad_20010614_76/629	anders dan in Nederland , niets te maken met het	gemiddelde	salaris in de Veikkaus-liiga , de hoogste afdeling . Vervolgens
gemiddeld/adj/algemeen_dagblad_20000414_129/19	. In de afgelopen 40 jaar is de populatie met	gemiddeld	vijf procent per jaar afgenomen en de dalende trend zet
gemiddeld/adj/algemeen_dagblad_19990123_144/903	heeft volgens onderzoek van de Ziekenfondsraad tot gevolg dat zij	gemiddeld	2,7 maand langer leven . Deze 2,7 maand is dan
gemiddeld/adj/algemeen_dagblad_20020419_117/118	"je dubbele salto's maakt . 	 En dus is de"	gemiddelde	lengte van de Nederlandse ploeg , die vanmorgen in Patras
gemiddeld/adj/algemeen_dagblad_20020403_130/255	verschillen . Fondsen die in Azië belegden , hadden een	gemiddeld	rendement van 10,6 procent . Dit ondanks de economische problemen
gemiddeld/adj/algemeen_dagblad_20020717_74/473	"aldus Blom . 	 Maar de laatste 10 jaar is"	gemiddeld	10 procent gemaakt . Op het hoogtepunt was de overdekking
gemiddeld/adj/algemeen_dagblad_20040406_105/225	tot het laagste niveau sinds 1997 . Vorig jaar heeft	gemiddeld	4,8 procent van de werknemers in ondernemingen zich ziek gemeld
gemiddeld/adj/algemeen_dagblad_19990806_52/1726	: Ben , een prepaid kaart , kwartje per minuut	Gemiddelde	rekening : hoopt onder de 100 gulden per maand te
gemiddeld/adj/algemeen_dagblad_19991106_63/554	Het is een typisch Nederlandse discussie . Ik moet het	gemiddeld	acht keer per week uitleggen . Buiten de wit- en
gemiddeld/adj/algemeen_dagblad_20040716_55/95	165 kilo eten en drinken in de vuilnisbak , waarvoor	gemiddeld	330 euro is betaald . Dat stelt het Nationaal Instituut
