pmi	cw
3.6325266	goedgemutst/adj
1.0619589	goedkeuring/noun
4.041767	goedmenende/adj
2.0217707	goesting/noun
0.5771179	gok/verb
3.799795	gok_automaat/noun
1.6812143	golf/verb
3.846819	golf_speler/noun
2.5758393	golf_terrein/noun
1.393206	gooi/noun
0.058393832	gooi/verb
0.71984845	gordijn/noun
2.380342	goud/noun
3.2885797	goud_zoeker/noun
1.7053248	gouden/adj
3.417423	gouverneur_schap/noun
1.0834092	graadmeter/noun
2.2973273	graaf_werk/noun
0.97401947	gracht/noun
3.785422	grammetje/noun
2.1254184	grandeur/noun
3.1053958	grappenmaker/noun
0.38751408	gras/noun
5.6690946	gras_pieper/noun
1.4512075	grasmat/noun
1.4612012	gravel/noun
0.55185384	grens/noun
3.565577	grens_bewaking/noun
1.4494277	grens_gebied/noun
1.7598191	grenzeloos/adj
0.12807184	gretig/adj
1.7632278	grif/adj
2.273569	grif/verb
2.1482708	grijns/adj
1.6555126	grijns/noun
0.058578756	grijp/verb
0.30704013	grijp_aan/verb
1.0986767	grijs/adj
1.657014	grijs/noun
0.9034401	grillig/adj
0.9984613	grimmig/adj
1.1561664	groei/adj
0.015497756	groei_uit/verb
0.27532357	groen/noun
5.1403794	groep_dynamiek/noun
1.5087179	groepeer/verb
0.36325157	groepering/noun
3.0853014	groepsverband/noun
1.6177807	groet/noun
0.569564	grond_gebied/noun
1.5909456	groot_macht/noun
1.3905001	grootmoeder/noun
0.8253341	grootouder/noun
0.84307	groots/adj
2.2435277	groten/adv
3.8909657	groupies/noun
3.1400502	grut/noun
2.1102457	gruw/verb
0.1818964	gruwelijk/adj
2.73085	guitig/adj
3.636775	gulp/noun
0.2996874	gun/verb
4.604135	gunste/noun
3.7141998	gve/noun
3.2010257	gymzaal/noun
1.9274361	gêne/noun
1.4896936	haag/noun
2.8516128	haak/verb
0.36229357	haak_af/verb
0.42335796	haal/verb
0.3057369	haal_aan/verb
0.7841004	haal_in/verb
1.9080205	haal_leeg/verb
1.5327159	haal_neer/verb
1.3156542	haal_over/verb
0.44462833	haar/det
0.6228293	haar/pron
1.5270493	haas/noun
1.5072827	haastig/adj
0.2738521	haat/noun
1.8283622	hachelijk/adj
4.0775046	hagel_steen/noun
1.774093	hal/noun
0.51201683	half/adj
0.08626362	half/noun
5.400088	halfbloed/adj
1.9960897	halfrond/noun
0.90027803	halte/noun
4.676378	halve-finalewedstrijd/noun
1.9862351	halverwege/adv
4.1718597	hamer_slinger/verb
6.007374	hamerslingeren/noun
1.4727074	handbereik/noun
4.459542	handel_overeenkomst/noun
3.187201	handel_rechter/noun
2.8634396	handel_systeem/noun
1.2090129	handel_zaak/noun
2.9376147	handigheid/noun
2.5260947	handomdraai/noun
1.2190088	handtekening/noun
4.9971547	handtekening_jager/noun
0.5009692	hang/verb
0.8599233	hang_samen/verb
0.93982375	hang_uit/verb
1.6687765	haper/verb
0.22545287	hard/adj
3.79415	hardloper/noun
0.2552994	hardnekkig/adj
0.45302162	harmonie/noun
0.5541319	hartje/noun
1.2947236	hartstochtelijk/adj
1.8562739	hartverscheurend/adj
3.1129315	haveloos/adj
1.8009443	haven_gebied/noun
1.3964479	haverklap/noun
3.595764	heb/adj
1.4055508	heb_aan/verb
0.78055227	heb_door/verb
1.4001195	heel/adj
0.9892056	heel/verb
1.1870512	heelal/noun
5.8124733	heelder/adj
1.1329607	heen/part
0.43127108	heen/prep
0.4103192	heer/noun
4.4137564	heer_fiets/noun
1.6145197	heerser/noun
0.42366794	heet/adj
0.35057956	heet/verb
4.0893345	heet_lucht_ballon/noun
0.5301583	hef/verb
0.789068	hef_op/verb
0.023922095	heftig/adj
1.9341363	hegemonie/noun
2.9319882	heilloos/adj
0.86744374	heimwee/noun
1.4683297	hek/noun
0.4724343	hekel/verb
5.4309025	hekkens/noun
1.4224148	hel/noun
1.0152805	helaas/adv
1.9273505	helder_op/verb
1.9723492	heldhaftig/adj
1.4130468	hele/adv
0.6170888	heleboel/noun
0.90370154	helm/noun
1.9070554	hemelsnaam/adv
2.0452833	hengst/noun
2.1368585	henzelf/pron
0.6410546	her/adv
4.052821	herbouwd/adj
2.5959334	heren/adj
1.864882	herenhuis/noun
1.0271975	herfst/noun
4.0350523	herfst_dag/noun
4.153055	herfst_kleur/noun
0.03845888	herkenbaar/adj
0.9417708	herleid/verb
1.6037775	heroïsch/adj
1.710829	herschik/verb
1.647198	herschrijf/verb
1.6677195	hersens/noun
0.12777983	herstel/verb
2.4246285	hert/noun
1.8072256	hervorm/verb
0.06911625	hervorming/noun
3.927932	hervorming_programma/noun
0.043130662	het/adv
2.9777904	heuglijke/adj
3.227847	heul/verb
3.4323485	heup_blessure/noun
0.8827468	heus/adj
1.7589326	hevel_over/verb
1.8880278	hiel/noun
0.022285506	hier/adv
2.1750517	high_tech/adj
2.765375	hijg/adj
2.7690427	hijg/verb
0.935417	hijs/verb
0.61979425	hilarisch/adj
0.1302195	hinder/noun
2.883017	hindernis/noun
6.5503564	hindernis_loop/noun
6.282477	hindernis_race/noun
3.4510298	hink_stap/noun
4.867838	hink_stap_spring/verb
6.046088	hink_stap_spring_ster/noun
4.8974333	hinkstapspringen/noun
0.92830706	hip/adj
0.9204026	hip_hop/noun
2.6281457	hippie/noun
6.3694882	hippie_jurk/noun
0.059008174	historicus/noun
1.6415213	hit_parade/noun
3.2930143	hitsig/adj
1.5593262	hitte/noun
1.2561214	hiërarchie/noun
3.2100923	hobbel/noun
1.4256146	hockey/noun
0.48527998	hoe/adv
1.5974178	hoed_DIM/noun
0.5163771	hoede/noun
0.0054644328	hoef/verb
4.3327646	hoest/adj
0.62434286	hoeverre/adv
1.9942575	hoezo/adv
1.114705	hol/adj
1.4350144	hol/verb
1.7122433	hol_uit/verb
0.83003026	homo/noun
3.247524	homofiel/adj
1.4570205	homohuwelijk/noun
0.4697055	hond/noun
5.855033	hond_eng_leider/noun
3.4400902	hond_trouw/adj
1.0435557	honderdduizenden/noun
0.20537455	honderden/noun
3.849668	honderdsten/noun
3.7102463	honger/adj
0.05655966	honger/noun
3.1024528	hongerig/adj
1.9872799	hoofd_coach/noun
1.9401444	hoofd_doel/noun
1.4461156	hoofd_fonds/noun
5.7324305	hoofd_huis/noun
1.7567468	hoofd_lijn/noun
5.239847	hoofd_organisator/noun
1.2744672	hoofd_personage/noun
0.76446193	hoofd_prijs/noun
3.371486	hoofd_toernooi/noun
0.6676228	hoofddoek/noun
2.0991044	hoofdfiguur/noun
0.25919074	hoofdkwartier/noun
0.45795563	hoofdstad/noun
1.3420386	hoog/adj
4.021756	hoog_gehakt/adj
3.0168447	hoog_geschoold/adj
3.6422892	hoog_seizoen/noun
1.9745903	hooggeplaatst/adj
5.9222527	hoogspringen/verb
0.8605417	hoogstens/adv
1.8108572	hoogstwaarschijnlijk/adj
1.8254201	hoogtij_dag/noun
3.090194	hooligan/noun
2.866829	hooliganisme/noun
3.0706928	hoop/adj
1.4951657	hoopvol/adj
0.27228057	hoor_thuis/verb
0.6491288	hoorzitting/noun
5.1993074	horde/noun
4.997846	horde_loop/noun
6.526674	horde_loop/verb
6.570159	horde_loop_ster/noun
4.350714	horde_loper/noun
5.6727114	horde_nummer/noun
6.282477	horde_race/noun
4.0664186	horden/noun
0.20197178	horeca/noun
4.7903223	horrorverhaal/noun
3.5290284	hort/adj
4.0093207	horzel/noun
3.7992382	hos/adj
3.2825866	hos/verb
2.1641176	hospitaal/noun
3.9912899	host_es/noun
3.626656	hot/adv
1.1642436	hotel/noun
2.751812	hotelgast/noun
4.516035	hotemetoten/noun
0.028591145	houd/verb
1.6929958	houd_na/verb
1.1171006	houd_onder/verb
0.6474754	houd_op/verb
0.24215077	houd_over/verb
0.3598624	houd_stand/verb
0.9552441	houd_tegen/verb
1.4609327	houd_uit/verb
1.5027374	houder/noun
4.284607	hout_worm/noun
4.2386627	houw_degen/noun
4.452031	hoveniers/noun
0.52821255	huil/verb
0.8747821	huis/verb
2.6149914	huis_bezitter/noun
2.0875332	huis_genoot/noun
2.0988505	huis_vader/noun
0.6395302	huiskamer/noun
2.1676219	huisvrouw/noun
3.341993	huiswaarts/adv
0.2808805	huiszoeking/noun
2.6469982	huiver/verb
2.1101944	huiveringwekkend/adj
1.4748013	huldiging/noun
0.91163737	hulp_organisatie/noun
2.074506	hulpgoederen/noun
1.1780207	hulpverlener/noun
0.05897844	humor/noun
0.12233706	hun/det
1.8804842	hunker/verb
0.8767112	huur/verb
4.632537	huur_som/noun
1.9253408	huurling/noun
0.5156588	huwelijk/noun
3.7012506	huwelijk_voltrekking/noun
3.447109	hyena/noun
1.3851347	hype/noun
1.9334686	hypocriet/adj
2.866391	hypotetisch/adj
0.48106372	hypotheek/noun
3.0619757	hysterisch/adj
0.50550383	ideaal/adj
0.025007289	ideaal/noun
0.3118445	identificeer/verb
1.0761286	identiteit_kaart/noun
1.4632174	idioot/adj
2.3580973	idioot/noun
0.71961814	idool/noun
0.20948358	ieder/det
0.20337166	iets/adv
1.5562992	ietwat/adv
3.6319382	ijs_hockeyer/noun
4.103567	ijs_vlakte/noun
2.447479	ijsbeer/noun
3.2247093	ijsbeer/verb
5.9224744	ijsventers/noun
1.4374241	ijverig/adj
0.9615667	ijzersterk/adj
0.1198347	ik/pron
2.1053753	illegaliteit/noun
0.47677985	illustratie/noun
2.1024644	illustrator/noun
0.86785907	illustreer/verb
2.6595592	image/noun
0.49314895	imam/noun
3.7594185	imbeciel/noun
1.2483205	imiteer/verb
0.19701365	immens/adj
0.8842086	immer/adv
0.13683051	immers/adv
0.80553925	immigrant/noun
5.855033	impala's/noun
1.4074323	imponeer/verb
0.91038257	import/noun
1.8189471	impressie/noun
0.5859574	in/adv
2.1945417	in_kom_hal/noun
2.7862725	in_koper/noun
4.182008	in_snoer/verb
0.2364847	inbreng/noun
0.55442464	inbreuk/noun
1.5639185	incidenteel/adj
2.7637928	inclusief/adj
2.3980308	indachtig/prep
1.0520949	index/noun
2.0292943	indiaan/noun
2.1879656	individualisme/noun
0.0024161167	individueel/adj
3.5652468	indoor/adv
5.5326343	indoor_titel/noun
0.6609203	indrukwekkend/adj
1.721398	industrieel/noun
1.1905049	ineens/adv
4.8246374	infanterie_divisie/noun
0.93208903	infectie/noun
1.058488	ingang/noun
4.430877	ingekapseld/adj
0.14794429	ingenieur/noun
2.2879527	ingevuld/adj
0.3527282	ingewikkeld/adj
2.0570798	inheems/adj
0.5429734	inhoudelijk/adj
3.9682927	inkomen_ongelijkheid/noun
1.5032973	inkt/noun
4.4065804	inline/noun
0.02299568	inmiddels/adv
2.837688	inperking/noun
2.0487409	insect/noun
1.2399554	insider/noun
0.7616295	inspraak/noun
1.9560658	instemming/noun
2.6116765	institutie/noun
1.4099549	instroom/noun
0.8370766	intact/adj
0.19773453	integendeel/adv
0.21024683	integreer/verb
0.22035974	intellectueel/adj
0.36912706	intellectueel/noun
1.6592048	intelligentie/noun
0.0038679263	intens/adj
1.5324851	interactie/noun
1.9191235	interclub/noun
0.14777818	interland/noun
2.221919	intern_etter/noun
2.8833928	internet_adres/noun
0.75540507	internet_bedrijf/noun
4.8339906	internet_gemeenschap/noun
2.3539245	internet_verbinding/noun
1.8403356	internetaanbieder/noun
0.4283988	interview/verb
1.4025832	intimideer/verb
4.348061	intimistisch/adj
2.5365872	intocht/noun
1.1602604	intrek/noun
0.11124863	intussen/adv
0.8818963	inval/noun
4.2800965	inval_ster/noun
2.1664932	invasie/noun
2.5299187	inventiviteit/noun
0.9226987	investeerder/noun
5.1489267	investering_niveau/noun
0.8078141	invloed/prep
0.61643094	invloedrijk/adj
3.9197378	invoerders/noun
0.5388329	invulling/noun
0.26882288	inzake/prep
0.07552806	inzicht/noun
2.1347497	irrationeel/adj
1.9853276	islamiet/noun
0.7599765	islamitisch/adj
0.010033951	ja/noun
1.2480036	jaag/verb
2.312531	jaag_in/verb
2.1619773	jaag_na/verb
2.399265	jaag_op/verb
1.7167407	jaag_weg/verb
2.380033	jaar/adv
4.858566	jaar_prestatie/noun
5.90176	jaar_tabel/noun
4.445107	jaar_tijd/noun
1.8707094	jaarwisseling/noun
0.889107	jacht/noun
1.7609057	jachthaven/noun
1.8954904	jager/noun
1.264546	jammer/verb
0.07155057	jarenlang/adj
1.0689552	jarig/adj
4.649974	jarretels/noun
0.15952367	jas/noun
0.69641495	jas_DIM/noun
5.1172447	jas_pand/noun
3.2984798	jazz_festival/noun
2.5988612	jazz_muzikant/noun
0.033299036	je/pron
1.4286253	jeep/noun
1.6122683	jenever/noun
3.5901046	jerrycan/noun
0.33713484	jeugd_huis/noun
4.3643293	jeugd_meeting/noun
2.0616465	jeugd_trainer/noun
3.9438813	jeugd_trauma/noun
3.2584813	jeugd_werkloosheid/noun
0.21668595	jeugdig/adj
5.0108457	jeugdspelertjes/noun
0.34558734	jezelf/pron
3.672162	joel/adj
3.5856	joel/verb
4.4377036	joel_uit/verb
3.6421108	joggers/noun
2.6964612	jolig/adj
3.0409267	jolijt/noun
0.49117717	jong/adj
0.93605214	jong/noun
2.1159668	jongeling/noun
0.75979006	jongen_DIM/noun
5.030667	jongentje/noun
0.5326567	jongere/noun
1.4519789	jongmens/noun
3.7953506	journaille/noun
2.9626136	journalist/noun
1.0996078	journalistiek/adj
0.7934152	jouw/det
3.0402753	jubel_jaar/noun
1.1671814	judoka/noun
1.7016677	juich/adj
1.1842785	juich/verb
1.1923016	juich_toe/verb
0.42360452	juist/adv
0.7311817	jullie/pron
5.389114	jumbojets/noun
6.850461	jun/sen_vet/noun
1.640498	junior/noun
3.672162	juniore/noun
1.7923248	junk/noun
1.3439265	jurist/noun
2.186689	jurk_DIM/noun
2.845162	jury_rapport/noun
3.195838	k3/noun
5.074512	kaai_man/noun
1.3346868	kaap_weg/verb
2.3887198	kaars_DIM/noun
0.13622616	kabel/noun
2.6942468	kabinet_lid/noun
6.975624	kad/1ste/adj
5.515902	kad/noun
4.195061	kadet/noun
2.590519	kaf/noun
2.2885053	kakkerlak/noun
1.937633	kalkoen/noun
2.800724	kam/verb
1.8098481	kameel/noun
0.7507858	kamp/noun
5.1646066	kamp_nummer/noun
1.4930426	kampeer/verb
1.3346654	kampioen/noun
1.2174002	kampioenschap/noun
0.35311827	kan_op/verb
2.129916	kanjer/noun
0.804738	kansloos/adj
1.8765709	kant-en-klaar/adj
0.110382624	kant/noun
1.638631	kantel/verb
0.84265995	kap/verb
3.418183	kapelaan/noun
1.7781221	kapitalistisch/adj
0.6337785	kapitein/noun
1.1536438	kapot/adj
1.4191307	kapot/part
0.7950141	kapper/noun
0.7978598	kar/noun
1.4761634	kar_DIM/noun
2.9733949	karavaan/noun
3.1778903	kartel_autoriteit/noun
1.1395277	kassei/noun
6.279149	kaste_systeem/noun
5.0499167	kat-en-muis_spel/noun
0.2451869	kat/noun
0.7963669	kathedraal/noun
0.6128029	katholiek/noun
1.0240358	keel/noun
0.29951227	keer/verb
1.001204	keizer/noun
2.5744486	keizerin/noun
1.4366271	kelder/noun
3.2234569	kelder_verdieping/noun
0.37445736	kenmerk/noun
1.0529649	kenmerk/verb
0.19666982	kennelijk/adj
0.548059	kennis/noun
0.0806884	kerk/noun
2.3953273	kerk_toren/noun
2.401807	kerkganger/noun
0.23806418	kermis/noun
6.592632	kermis_rit/noun
1.4946657	kerst/noun
4.0618253	kerst_lied_DIM/noun
1.8219857	kerst_man/noun
5.356896	kerst_man_DIM/noun
1.3060881	kerst_markt/noun
2.3972087	kerst_periode/noun
1.1325629	kerstboom/noun
0.4179749	kersvers/adj
2.7025757	keten_vast/verb
3.6527486	keuken_deur/noun
1.2027924	keur/verb
2.6190863	keur_af/adj
0.39824498	keur_af/verb
0.75740033	keurig/adj
3.8854911	keuvel/adj
2.1233335	kever/noun
3.558116	kibbel/verb
1.0208408	kick/noun
5.22353	kiek/noun
3.4071352	kielzog/noun
0.113318674	kies/verb
1.5620751	kies_kring/noun
4.6050687	kies_raad/noun
1.692708	kijk/adj
0.2831966	kijk/verb
3.4644768	kijk_dag/noun
2.4907024	kijk_heen/verb
0.0721446	kijk_op/verb
1.6586485	kijk_terug/verb
0.7555311	kijk_toe/verb
0.6293029	kijker/noun
3.3826132	kijklustigen/noun
1.4262886	kikker/noun
2.2909036	kilo_watt/noun
4.3863573	kin_ethisch/adj
0.18023221	kind/noun
2.43859	kind_spel/noun
1.8297589	kind_wagen/noun
0.16906025	kip/noun
1.1683829	kist/noun
1.7065982	kitsch/noun
1.252562	klaar/verb
3.6025975	klak/verb
1.2601546	klamp_aan/verb
2.5561411	klant_vriendelijk/adj
0.40165532	klap/noun
4.248643	klap_in/verb
4.367517	klap_loper/noun
2.2507172	klapper/noun
4.752804	klaroengeschal/noun
0.6871021	klassiek/adj
0.54191256	klassieker/noun
1.8605888	klauter/verb
4.5543675	klauter_op/verb
3.5476766	klaver/noun
0.659266	kledij/noun
0.5602871	kleed/noun
4.231349	kleermaker_zit/noun
3.7672026	kleertjes/noun
2.9077375	kleineer/verb
1.0198386	kleinkind/noun
1.5538803	klemtoon/noun
3.4244752	klerk/noun
3.9617245	kleur_blind/adj
0.20298621	kleurrijk/adj
0.891474	kleuter/noun
3.3105252	kliek_DIM/noun
1.1788776	klik/verb
1.4749238	klink/adj
3.8798957	klok/verb
1.7734139	klomp/noun
2.61346	klont_DIM/noun
2.0392973	klooster/noun
0.0743605	klop/verb
1.7646455	klucht/noun
2.227971	kluif/noun
0.4606497	klus/noun
1.5892043	km/uur/noun
0.904794	knal/noun
0.8286812	knal/verb
3.1427886	knal_neer/verb
0.6288165	knap/adj
0.29032925	knap_op/verb
3.5377734	knars/verb
1.8086691	kneed/verb
0.9952735	knie/noun
0.8647186	knie_blessure/noun
0.35089508	knik/verb
6.0149975	knipper_licht/verb
4.152263	knock_out/adj
2.854962	knol/noun
2.1268282	knoop/verb
4.553776	knutselaar/noun
6.184141	koe_vlees/noun
3.4764936	koel_box/noun
4.966963	koers/adj
0.05017297	koffer/noun
2.0744565	koffer_DIM/noun
2.5474072	kogel/noun
3.7925828	kogel_DIM/noun
4.052104	kogel_stoot/noun
3.9162912	kogel_stoot/verb
5.1255956	kogelslingeren/noun
0.3172451	kok/noun
1.0693544	kolonist/noun
0.04081966	kom/verb
0.4408393	kom_aan/verb
2.1202557	kom_af/verb
1.361691	kom_binnen/verb
0.8149232	kom_door/verb
2.6614304	kom_heen/verb
1.9380872	kom_op/adj
0.8310558	kom_op/verb
0.92862236	kom_tegemoet/verb
1.0151894	kom_tegen/verb
0.28352854	kom_terecht/verb
0.23669286	kom_uit/verb
1.2514944	kom_voorbij/verb
2.0406706	kommer/noun
1.520474	kompanen/noun
0.47315615	kondig_aan/verb
0.74707365	konijn/noun
5.0795045	konijn_hol/noun
0.59617746	koningin/noun
1.3648833	kont/noun
4.878015	kont_zak/noun
0.80094945	kooi/noun
0.99754876	kool/noun
2.2422366	koop/adv
3.0479903	koop_lust/noun
5.362194	koop_ziek/adj
5.0708666	kooplustigen/noun
4.1291656	koor_werk/noun
1.9118062	koord/noun
3.726025	kop_schuw/adj
0.2285228	kopie/noun
1.1230385	kopman/noun
0.24402541	koppel/noun
3.5739822	kordon/noun
1.1153508	kort/noun
5.0392833	kortademige/adj
0.63538826	korting/noun
2.9828203	kortwiek/verb
0.54573256	koste/prep
1.2800754	kosten/prep
1.1740496	kostuum/noun
3.2746513	kostuum_drama/noun
4.1718597	kostuum_ontwerper/noun
1.6231343	kot/noun
3.5785463	kots/verb
3.5258482	kots_uit/verb
0.20624748	koud/adj
3.870141	kozak/noun
1.6268355	kraai/verb
3.8048186	kraal_DIM/noun
2.4794507	kraam_DIM/noun
3.4680667	krachteloos/adj
0.7453789	kraker/noun
1.7571077	kramp/noun
5.2552414	krankjorum/noun
1.7821673	krankzinnig/adj
4.757871	krant_journalist/noun
3.6658113	krediet_faciliteit/noun
1.6610397	kreeft/noun
2.7612274	krent/noun
5.0066485	krijg_aan/verb
1.6529719	krijg_heen/verb
1.5012268	krijg_heer/noun
3.239437	krijger/noun
2.9056861	krijs/adj
2.4869127	krijs/verb
4.052104	krioel/adj
2.3392782	krioel/verb
3.2583191	kriskras/adv
0.57911676	kroeg/noun
2.2891197	kroeg_tocht/noun
2.2776923	kroket/noun
2.9285653	krokodil/noun
3.5051079	krom/verb
5.372875	kroning_feest/noun
2.441091	kroonjuweel/noun
2.7804291	kruik/noun
0.2750201	kruip/verb
4.869054	kuier/adj
1.0577523	kuit/noun
3.9565008	kuit_pier/noun
4.939612	kunst_leven/noun
4.4392853	kunst_minnaar/noun
2.5533357	kunst_project/noun
5.069049	kunst_schaatser/noun
2.42491	kunst_schat/noun
0.06608595	kunstenaar/noun
0.34416118	kust/noun
2.6935098	kut/noun
2.43695	kuur_oord/noun
2.842237	kwaadaardig/adj
0.9169631	kwalificatie/noun
4.09755	kwalificatie_groep/noun
5.3104362	kwalificatie_tijd/noun
2.2038949	kwalificatie_toernooi/noun
1.6981014	kwartfinale/noun
2.0584207	kwel/noun
0.8899004	kwetsbaar/adj
3.732511	kwijl/adj
0.3090448	kwijt/adj
2.067637	kwijt/verb
0.72923315	laad/verb
1.1021364	laad_op/verb
1.1209182	laag/adj
0.80140895	laat/adj
0.1409892	laat/verb
0.73158664	laat_achter/verb
1.6181577	laat_binnen/verb
1.6525816	laat_door/verb
0.9330229	laat_los/verb
2.241533	laat_op/verb
0.82365054	laat_over/verb
0.3075335	laat_toe/verb
3.9345999	laatkomers/noun
1.2927701	laatste/adj
0.29629293	laboratorium/noun
0.2521042	lach/adj
4.083402	ladder_zat/adj
1.4399973	laf/adj
4.8564277	lal/adj
0.22396137	lamp/noun
0.70399314	lancering/noun
0.039542858	land/noun
0.8540015	land/verb
1.3348553	land_genoot/noun
3.5165772	landbouw_politiek/noun
2.2713933	landbouw_product/noun
0.35772213	landbouwer/noun
4.358715	landerige/adj
2.6278439	landerijen/noun
1.8808519	lands/det
0.18929848	landskampioen/noun
4.2631392	lang_benig/adj
0.41610327	langer/adv
6.265948	langharigen/adj
2.5289547	langs/adv
0.792302	langs/prep
4.2139277	langstlopende/adj
1.9474108	lans/noun
1.0971043	lap/verb
4.7858343	laser_bundel/noun
0.100028425	last/noun
1.7235906	lastig/adj
1.3322288	lastig/part
5.363523	lastigste/adj
2.4549232	latent/adj
1.8576303	later/adv
4.557332	laveer/adj
2.177467	laveer/verb
0.22192949	lawaai/noun
2.2639341	lawaaierig/adj
3.92068	leader/noun
1.4727074	leef_mee/verb
0.89316165	leef_samen/verb
1.6109885	leeftijd_genoot/noun
2.7277958	leeftijd_genoot_DIM/noun
0.46648344	leeg/adj
1.4553639	leegstand/noun
1.5467757	leer_bij/verb
0.6830061	leerjaar/noun
1.2276334	leeuw/noun
1.0887898	leg_af/verb
1.8433219	leg_toe/verb
0.47356644	leg_vast/verb
0.90011716	leg_weg/verb
1.7358779	legende/noun
2.6540554	leger_DIM/noun
2.7378528	legioen/noun
5.3028984	legionairs/noun
1.9298791	legitimeer/verb
4.4298315	leguanen/noun
0.28367102	leiding/noun
1.8280133	leidster/noun
3.3101838	lek_bek/noun
4.3023953	lemmingen/noun
1.2504716	lens/noun
1.3261101	lente/noun
3.3045692	lepel_op/verb
0.5129067	leraar/noun
1.0045323	lerares/noun
2.2136211	les/verb
0.43112248	letter/noun
1.6421005	letteren/noun
3.6917098	letterkundige/noun
2.8791707	leukste/adj
1.2328987	leun/verb
1.6844488	leuze/noun
6.3694882	leven_bloed/noun
3.0210526	leven_gezel/noun
1.8658476	leven_middel/noun
0.77676266	levend/adj
3.026177	levensvorm/noun
2.0626261	levenswijze/noun
0.7300278	lever_in/verb
2.2651334	lever_over/verb
0.029850736	lezer/noun
2.1348548	liberaliseer/verb
3.823173	lichaam_lengte/noun
1.6239872	lichaamsdeel/noun
0.69597757	lichamelijk/adj
0.5118357	licht/verb
3.1318798	licht_show/noun
6.5181994	licht_zwaard/noun
1.8403944	lichting/noun
0.107228905	lied_DIM/noun
2.2862353	liefdadigheid/noun
0.16578059	liefde/noun
6.35147	liefjes/adj
0.17279978	liefst/adj
5.648549	lieveling_nummer/noun
6.526674	lievig/adj
0.7476392	lift/noun
0.029160868	lig/verb
2.4626422	lig_achter/verb
1.0733733	lig_vast/verb
0.9936208	ligging/noun
0.097563125	lijd/verb
2.002206	lijdzaam/adj
0.90204203	lijf/noun
1.1045209	lijfwacht/noun
0.42388076	lijk/verb
5.1717167	lijk_pik_kers/noun
4.1180053	lijkenhuis/noun
0.1028537	lijst_DIM/noun
2.9803634	lijstaanvoerder/noun
2.459431	lik/noun
2.1182823	limiet/noun
3.297637	linea/adv
4.533277	lineaal/noun
4.486283	link_helft/noun
1.8862187	linker_hand/noun
2.8617492	linker_knie/noun
3.3412008	linker_oog/noun
0.3269591	links/noun
1.8568721	list/noun
0.76664513	live/adj
2.7693408	loei/adj
1.4576359	loer/verb
5.7716513	logeerpartij/noun
1.7588784	logistiek/noun
4.260047	lok/adj
2.0348034	lok/verb
3.9377906	lok_in/verb
5.166243	lokettisten/noun
1.337305	lol/noun
3.289415	lol_broek/noun
1.0624635	lonk/verb
2.787081	loods_binnen/verb
0.9529193	loon/verb
1.2974786	loop/adj
0.4157492	loop/noun
0.6805272	loop/prep
1.3104507	loop/verb
1.8595883	loop_aan/verb
2.8868506	loop_achterna/verb
1.908829	loop_binnen/verb
3.534672	loop_brug/noun
0.8279253	loop_in/verb
2.3738596	loop_los/adj
4.122608	loop_nummer/noun
1.6387593	loop_over/verb
0.7321888	loop_rond/verb
4.254987	loop_schoen/noun
2.3840458	loop_stuk/verb
2.7594552	loop_toe/verb
0.8723573	loop_uit/verb
1.4878441	loop_vol/verb
2.7003942	loop_voorbij/verb
1.3395971	loop_vooruit/verb
3.7377303	loopster/noun
1.5487376	loos/verb
1.9004502	loot/verb
2.119786	loper/noun
0.02730284	los/verb
0.5639153	los_af/verb
1.2112484	los_in/verb
2.5184126	losgeslagen/adj
0.06862242	louter/adj
0.51593876	louter/adv
2.4757404	low/noun
3.6778138	lucht_doop/noun
0.44884375	luchthaven/noun
1.2659037	luchtruim/noun
3.1284597	luchtvochtigheid/noun
3.5069757	lucifer_doos_DIM/noun
0.47083703	lucratief/adj
0.95815074	luid_in/verb
2.2956557	luidkeels/adv
2.046424	luidruchtig/adj
0.10926909	luister/verb
3.5592098	luister_cijfer/noun
2.5435383	luister_mee/verb
5.065588	luizige/adj
0.5906557	luk/verb
0.7029106	lunch/noun
1.8563138	lunch/verb
3.4809363	lust_object/noun
2.280979	luwte/noun
0.57625294	lux/adj
4.2946024	lynxen/noun
1.1745939	lyrisch/adj
4.8961825	m./noun
2.3832014	m/noun
4.6258373	m/s/noun
2.3327727	maagdelijk/adj
1.5223278	maak_door/verb
0.31886327	maak_goed/verb
1.1042013	maak_plaats/verb
4.4334974	maal/adj
1.1961983	maal/verb
5.8335266	maan_schaduw/noun
0.5739944	maandag_avond/noun
0.09109649	maandelijks/adj
0.3842339	maandenlang/adj
3.2510557	maarschalk/noun
0.2325092	maatschappij/noun
1.9153525	machinegeweer/noun
6.224208	macht_drang/noun
0.60090595	machteloos/adj
1.9999944	machteloosheid/noun
2.7203896	maestro/noun
2.125001	maf/adj
0.48328325	magisch/adj
2.804936	major/noun
1.9824289	mak/adj
0.39011472	makelaar/noun
0.2576622	maker/noun
0.108277686	makkelijk/adj
2.0965664	makker/noun
3.5592098	mal_loot/noun
0.5469589	malaise/noun
0.29555506	man/noun
0.75829965	man_DIM/noun
0.48209214	manifestatie/noun
0.7544774	manipuleer/verb
1.5307562	mankement/noun
0.9904962	mannen/adj
2.6924975	mantel_pak_DIM/noun
1.8300917	marathon/noun
2.629052	marathon_loper/noun
3.3422573	marathon_schaatser/noun
1.93852	marechaussee/noun
0.6456893	marge/noun
