id	model.x	model.y	lemma	pos	genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	newPos	newBroadGenre	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wf	broadGenre	wordform	msOct	mcuesOct	mcommOct	determiner	premodifier	postmodifier	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization
church/NN/br-f44/924	-0.0990334760443665	-0.0494562649807706	church	NN	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 with friendly members the`` contacts with an organization of the <font color=green>church</font> ''( 11.2 per cent of the cases), then a substantial two	NN	informative	3	3	2.49	1	4	church	others	church	b	an organization of the		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-f44/986	-0.0191964837365959	-0.0338791068111846	church	NN	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 people; the new people respond in kind by joining the <font color=green>church</font> . Missionary outreach by friendly contact looks somewhat different when one	NN	informative	4	2	1.82	0.5	7	church	others	church	b	joining the;missionary outreach		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-g05/1358	0.159335728870199	-0.14025694949987	church	NN	belles_lettres	D	D	DE	CDE	Z	Z	Z	Z	Z	 which contain nine greater alcoves as frescoed and capacious as <font color=green>church</font>  apses. Here, in the old days- when they had come	NN	informative	3	0	1.31	0	1	church	others	church	c1	alcoves;frescoed;capacious;apses		NA	NA	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-g12/1271	-0.214758121969774	0.297675210963286	church	NN	belles_lettres	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 and gestured toward the Madeleine. The classical lines of the <font color=green>church</font>  which Napoleon thought of as a Temple of Glory, dominated	NN	informative	5	2	2.71	0.4	3	church	others	church	c1	classical lines;Madeleine;Temple of Glory		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-g12/1807	0.259636269777785	-0.20357031992148	church	NN	belles_lettres	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 not attractive, but it is deeper. When you pass a <font color=green>church</font>  on an Irish bus, all the hands flurry in the	NN	informative	2	1	2.1	0.5	2	church	others	church	c1	pass;bus		a	NA	NA	yes	no	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-g12/544	0.245157253146607	-0.0397906160535268	church	NN	belles_lettres	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 the Madeleine and across to a sidewalk cafe opposite that <font color=green>church</font> . The conversation that ensued may have been engrossing but it	NN	informative	4	3	2.09	0.75	5	church	others	church	c1	Madeleine;sidewalk;opposite		that	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1076	0.023363937805684	-0.0193692770379636	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 There were two liquor saloons not very far from the <font color=green>church</font> , one white, that is conducted for white people with a	NN	imaginative	4	3	1.93	0.75	6	church	imag	church	c1	saloons;far from		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1117	0.290436423407524	0.208415280396151	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 of gambling in both. On the other side of the <font color=green>church</font>  was a quiet, well-kept house with shutters and recently painted	NN	imaginative	4	0	2.92	0	2	church	imag	church	c1	on the other side of the;house;shutters;painted		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1145	0.0274382975440574	-0.394945796559915	church	NN	fiction_gral	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 it. It was called Kent House. The deacon of the <font color=green>church</font> , Carlson, was its janitor. One of the leading members of	NN	imaginative	3	0	1.91	0	2	church	imag	church	c2	deacon of 	the reference of janitor is to Kent House, not the church… being a deacon refers to the community aspect mainly	the	NA	NA	yes	yes	?	singular	no	no	no	no	no	no	yes	no	no
church/NN/br-k04/1353	0.0248893772448731	-0.154075624039926	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 tract of land, and it occurred to him that the <font color=green>church</font>  and the better Negro homes might gradually be moved to	NN	imaginative	3	1	1.67	0.33	3	church	imag	church	c1	land;homes;moved		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1419	0.0176027916996271	0.0207207240944656	church	NN	fiction_gral	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 stress, and that was that the contribution to the general <font color=green>church</font>  expenses, the dollar money, had been seriously falling behind in	NN	imaginative	3	3	1.82	1	6	church	imag	church	b	expenses;dollar money;contribution		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/1433	0.0640436271179625	0.0354547811422941	church	NN	fiction_gral	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 the dollar money, had been seriously falling behind in this <font color=green>church</font> , and that must be looked after immediately. In fact, he	NN	imaginative	1	1	1.76	1	4	church	imag	church	b	dollar money;falling behind	the building aspect might be in the background as well (in other occurrences, it gets highlighted by ‘mortgage’)	this	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/1485	-0.0411027738396149	0.00779274359159133	church	NN	fiction_gral	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 that clear as this was, they must have a better <font color=green>church</font> , a more business-like conduct of the church organization, and an	NN	imaginative	2	1	2.7	0.5	4	church	imag	church	b	business-like conduct;organization		a	better	NA	no	no	?	singular	no	no	yes	no	no	no	yes	no	yes
church/NN/br-k04/1493	-0.0428814978072906	0.00808014439467796	church	NN	fiction_gral	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 have a better church, a more business-like conduct of the <font color=green>church</font>  organization, and an effort to get this religious center out	NN	imaginative	4	2	2.58	0.5	5	church	imag	church	b	business-like conduct;organization		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/1514	-0.108598247702641	0.002199772437549	church	NN	fiction_gral	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 out of its rut of wild worship into a modern <font color=green>church</font>  organization. He emphasized to the Presiding Elder the plan of	NN	imaginative	5	2	2.3	0.4	5	church	imag	church	b	modern;organization;wild worship		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/1530	0.0317864290674738	-0.0685242649570888	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 the Presiding Elder the plan of giving up the old <font color=green>church</font>  and moving across the river. The Presiding Elder was sure	NN	imaginative	5	1	1.36	0.2	2	church	imag	church	c1	old;moving;across the river		the	old	NA	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no
church/NN/br-k04/1578	0.0178983750876165	-0.00616175322109674	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 impossible. The bank which held the mortgage on the old <font color=green>church</font>  declared that the interest was considerably in arrears, and the	NN	imaginative	2	1	1.38	0.5	5	church	imag	church	c1	bank;mortgage;the old		the	old	NA	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no
church/NN/br-k04/1634	0.0969553988987254	0.0578128869757744	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 to colored folk. When it was proposed to rebuild the <font color=green>church</font> , Wilson found that the terms for a new mortgage were	NN	imaginative	2	0	1.96	0	4	church	imag	church	c1	rebuild;mortgage		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1685	-0.241481548818793	0.155468155280022	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 made to his Deacon Board, he met unanimous opposition. The <font color=green>church</font>  certainly would not be removed. The very proposition was sacrilege	NN	imaginative	3	0	2.19	0	3	church	imag	church	c1	removed;Deacon Board		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1807	0.117276973515278	-0.0357405286661769	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 of money that has been invested by whites around that <font color=green>church</font> ? Tenements, stores, saloons, some gambling, I hope not too much	NN	imaginative	5	2	2.09	0.4	4	church	imag	church	c1	money;invested;around;tenemenets;stores;saloons	opposition to other buildings	that	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/1874	0.125359859078973	-0.163585652047365	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 were you I would just plan to repair the old <font color=green>church</font>  so it would last for five or ten years. By	NN	imaginative	3	3	2.06	1	3	church	imag	church	c1	repair;old;last;years		the	old	NA	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no
church/NN/br-k04/2301	-0.0887763319713761	-0.0234917122099145	church	NN	fiction_gral	B	B	AB	AB	methodist_church%1:14:00::	B2	B	AB	AB	 mean practically the end of his career in the Methodist <font color=green>church</font> , if not in all churches.	NN	imaginative	3	1	1.83	0.33	4	church	imag	church	a2	career;Methodist		the	Methodist	NA	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes
church/NN/br-k04/356	0.059642977679882	-0.0161942689068315	church	NN	fiction_gral	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 with the whites, especially the rich who partly supported the <font color=green>church</font> . The Deacon Board, headed by a black man named Carlson	NN	imaginative	7	4	1.72	0.57	6	church	imag	church	b	supported;Deacon Board		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/397	-0.0296073447218188	-0.062210093774082	church	NN	fiction_gral	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 support of the Amen corner. The characteristic thing about this <font color=green>church</font>  was its Amen corner and the weekly religious orgy. A	NN	imaginative	4	4	2.14	1	5	church	imag	church	b	Amen corner;weekly religious orgy		this	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/828	0.00869750221815757	-0.00785693681580169	church	NN	fiction_gral	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 the home of one of the old members of the <font color=green>church</font> , a woman named Catt who, as Wilson afterward found, was	NN	imaginative	2	1	1.8	0.5	5	church	imag	church	b	members		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/877	-0.00205616433577807	0.0622062904946548	church	NN	fiction_gral	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 never married, conducting a spotless home and devoted to her <font color=green>church</font> , but a perpetual dissenter and born critic. She soared over	NN	imaginative	2	1	2.14	0.5	5	church	imag	church	b	devoted to her		her	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-k04/923	0.0763262900941879	0.132468073229829	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 which she was chief repository. Then Wilson looked over the <font color=green>church</font>  and studied its condition. The salary of the pastor had	NN	imaginative	3	1	2.35	0.33	4	church	imag	church	c1	looked over;condition;pastor		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k04/975	0.191817144133891	-0.157186943478227	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 he mentioned this to the Deacons they said nothing. The <font color=green>church</font>  itself must be repaired. It was dirty and neglected. It	NN	imaginative	3	2	2.27	0.67	3	church	imag	church	c1	repaired;dirty;neglected		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k06/1056	-0.0346318891937359	0.201959477181835	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 northward to Brooklyn, below Point Peter, he could see the <font color=green>church</font>  spire wherever he looked back. Sometimes they went south and	NN	imaginative	5	1	1.69	0.2	3	church	imag	church	c1	spire;northward		NA	NA	NA	yes	NA	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k06/1389	0.0988175251446858	-0.193016058565004	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 with its peaked lance. Stevie was constantly slipping into the <font color=green>church</font> . He pulled with all his strength at the heavy, brass	NN	imaginative	3	2	1.61	0.67	3	church	imag	church	c1	slipping into the		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k06/1473	0.29513853345247	0.117895392365891	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 hands tucked under his coattails, and staring into the dark <font color=green>church</font> . The figure was wreathed in an extraordinary luminescence. The boy	NN	imaginative	3	1	1.8	0.33	2	church	imag	church	c1	staring into the;dark;figure		the	dark	NA	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no
church/NN/br-k06/528	0.190710136267834	-0.0399530476644917	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 his head out. There was the slate roof of the <font color=green>church</font> ; ivy climbed the red brick walls like a green scaled	NN	imaginative	5	3	1.74	0.6	6	church	imag	church	c1	slate roof;ivy;brick walls		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k06/571	0.367374436376727	0.136502028258027	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 cupboards.`` There 's a tower and a steeple on the <font color=green>church</font>  a million feet high. And the loudest clock in the	NN	imaginative	3	2	3.54	0.67	2	church	imag	church	c1	tower;steeple;high;clock		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k06/659	0.093662238772006	0.26484658582204	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 Street to Orange Square. The steeple leaned backward, while the <font color=green>church</font>  advanced like a headless creature in a long, shapeless coat	NN	imaginative	5	0	2.25	0	3	church	imag	church	c1	steeple;backward		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k06/852	0.215767615940403	0.240230775044872	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 Church with its high steeple and clock. There was no <font color=green>church</font>  like Drew Church, no preacher like Papa, who was intimate	NN	imaginative	3	1	2.74	0.33	3	church	imag	church	c1	steeple;clock;Drew;there was		none	NA	NA	yes	no	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k10/1423	-0.0733934294031732	0.0355432458221045	church	NN	fiction_gral	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 economics, and social issues that are no concern of the <font color=green>Church</font> ''? And John 's reply was always the same:`` Anything that	NNP	imaginative	5	1	1.92	0.2	4	Church	imag	Church	a2	concern of the	Capital letter and definiteness	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-k10/1445	0.0308220331261133	0.147464891540746	church	NN	fiction_gral	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 same:`` Anything that affects souls is the concern of the <font color=green>Church</font> ! We will have righteousness''! Tears burned behind his eyes as	NNP	imaginative	3	2	2.05	0.67	5	Church	imag	Church	a2	affects souls;concern of the;righteousness	Capital letter and definiteness	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-k10/1802	-0.158152501769638	0.266876443659795	church	NN	fiction_gral	B	B	AB	AB	church_of_rome%1:14:00::	B1	B	AB	AB	 Geneva, saying that he had been a bishop of the <font color=green>Church</font>  of Rome and had been persecuted in Paris for his	NNP	imaginative	2	1	2.25	0.5	2	Church	imag	Church	a2	bishop of the;of Rome		the	NA	of Rome	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes
church/NN/br-k10/205	0.0506957197038306	0.186816140572007	church	NN	fiction_gral	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 that the couple would have to be punished if the <font color=green>Church</font>  was to be respected.`` I have told you before, and	NNP	imaginative	2	1	1.78	0.5	3	Church	imag	Church	a2	punished;respected	Capital letter and definiteness	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-k10/257	-0.0218184040744283	0.326789494377896	church	NN	fiction_gral	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 is the answer the ungodly will always make when the <font color=green>Church</font>  points its fingers at their sins. I say to you	NNP	imaginative	3	2	2.13	0.67	2	Church	imag	Church	a1	ungodly;points its fingers at their sins	capital letter, definiteness, agent	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-k10/271	-0.0085983784272687	0.207434404740939	church	NN	fiction_gral	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 fingers at their sins. I say to you that the <font color=green>Church</font>  will ever decry evil''! John 's reply was like a	NNP	imaginative	3	2	2.52	0.67	4	Church	imag	Church	a2	will ever decry evil	Capital letter and definiteness	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-k10/561	-0.109996390030048	0.0944976317590035	church	NN	fiction_gral	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 weeks before, in early November, without being reconciled to the <font color=green>Church</font> . The canons, in a body, had tried to force him	NNP	imaginative	3	0	1.41	0	2	Church	imag	Church	a2	reconciled to the;canons	Capital letter and definiteness	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-k10/588	-0.0743510459833491	0.225359367291147	church	NN	fiction_gral	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 to let them give him the last rites of the <font color=green>Church</font> , but he had died still proclaiming salvation by faith. Burial	NNP	imaginative	3	1	2.66	0.33	4	Church	imag	Church	a2	last rites of the;salvation by faith	Capital letter and definiteness	the	NA	NA	no	yes	?	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-k10/967	0.0950108908062476	-0.00138947300559207	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 all the time. Quickening his steps, John entered the vast <font color=green>church</font>  and climbed the tower steps to the bells. Underneath the	NN	imaginative	6	6	1.82	1	7	church	imag	church	c1	entered;vast;climbed;tower steps;bells	Funny the two different senses of ‘steps’ with different contributions to ‘church’ here, both to the building sense	the	vast	NA	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no
church/NN/br-k13/533	0.148923678622594	0.0312794609193192	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 Harold indicated the photograph on the wall and asked what <font color=green>church</font>  the stone sculpture was in. Eugene told him and he	NN	imaginative	3	3	1.93	1	7	church	imag	church	c1	photograph;stone sculpture;in		none	NA	NA	yes	no	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-k14/1114	-0.0770213022195539	-0.18348553531863	church	NN	fiction_gral	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 not want my people to get in trouble with the <font color=green>Church</font> ''.`` I am working for the Cardinal of San Dionigi. I'm	NNP	imaginative	3	1	1.31	0.33	1	Church	imag	Church	a2	get in trouble with the;Cardinal	Capital letter and definiteness	the	NA	NA	no	yes	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-k14/826	-0.0295246571243238	-0.412442564149927	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 Jewish section was in Trastevere, near the Tiber at the <font color=green>church</font>  of San Francesco a Ripa. The colony had been small	NN	imaginative	4	1	2.25	0.25	2	church	imag	church	c1	Trastevere;Tiber;at the;of San Francesco a Ripa		the	NA	of San Francesco a Ripa	yes	yes	D	singular	no	yes	no	no	no	no	no	no	no
church/NN/br-k15/188	0.0541975324170944	0.0173072391615367	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 They held the funeral the next morning from the crossroads <font color=green>church</font>  and buried the little box in the quiet family plot	NN	imaginative	6	6	2.06	1	9	church	imag	church	c1	held;funeral;crossroads		the	crossroads	NA	yes	yes	D	singular	no	no	no	yes	no	no	no	no	no
church/NN/br-k16/1431	0.139311067816895	-0.0351637105897561	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 thickets. Along Wappinger Creek in Dutchess County, past the white <font color=green>church</font>  at Fishkill, past Verplanck 's Point on the east bank	NN	imaginative	6	5	1.74	0.83	5	church	imag	church	c1	Along Wappinger Creek;Dutchess County;at Fishkill	the series of directions and concrete places points to the building sense	the	white	NA	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no
church/NN/br-k16/2285	0.0710682435963511	-0.0403116312619731	church	NN	fiction_gral	E	E	DE	CDE	church_service%1:04:00::	E	E	DE	CDE	 him out of some dim corner of memory from a <font color=green>church</font>  service when he was a boy- yes, in a white	NN	imaginative	1	1	2.06	1	4	church	imag	church	c3	service		a	NA	NA	yes	no	E	singular	no	no	no	no	no	no	no	yes	no
church/NN/br-k16/2298	0.156946821776842	-0.023902983865717	church	NN	fiction_gral	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 service when he was a boy- yes, in a white <font color=green>church</font>  with a thin spur steeple in the patriarchal Hudson Valley	NN	imaginative	5	3	1.38	0.6	3	church	imag	church	c1	white;steeple;Hudson Valley		a	white	NA	yes	no	D	singular	no	no	yes	no	no	no	no	no	no
