id	model.x	model.y	lemma	wf	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	new_pos	new_broad_genre	mean_weight	weighted.cues_ratio
state/NN/br-d04/1599	-0.135337121923683	-0.125237894659669	state	state	NN	religion	non-fiction	D	D	D	D	state%1:03:00::	D1	D	D	D	 interminable and irremediable. But He set a bound to his[ <font color=green>state</font>  of] sin, by interposing death, and thus causing sin to	3	1	53	33	3	NN	essays	0.53	0.33
state/NN/br-d04/2174	-0.20100834357269	0.0587121812480126	state	state	NN	religion	non-fiction	D	D	D	D	state%1:03:00::	D1	D	D	D	 existence itself is a form of punishment rather than the <font color=green>state</font>  into which man is put by the will of the	3	1	95	33	4	NN	essays	0.95	0.33
state/NN/br-d06/1779	0.183166915580982	0.102349774626545	state	States	NN	religion	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 paid yearly to the 80000 full-time fortune-tellers in the United <font color=green>States</font>  by fearful mankind who want to`` know'' what the future	1	0	127	0	4	NNPS	essays	1.27	0
state/NN/br-d07/925	-0.0948650599068976	-0.157060270266193	state	States	NN	religion	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 the same effect on Communists. The President of the United <font color=green>States</font>  has said:`` We will never negotiate out of fear, and	1	0	100	0	4	NNPS	essays	1	0
state/NN/br-d10/1157	-0.0711413869875117	-0.276702315901313	state	state	NN	religion	non-fiction	B	B	AB	ABC	Z	Z	Z	Z	Z	 many Buddhists argue that Buddhism ought to be the official <font color=green>state</font>  religion. In 1960 Ceylon nationalized its sectarian- preponderantly Christian- schools	4	1	153	25	2	NN	essays	1.53	0.25
state/NN/br-d10/1318	-0.0346000539300516	-0.201124649997003	state	States	NN	religion	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 funds to contract for them. After returning to the United <font color=green>States</font>  and raising the money, he discovered on getting back to	1	0	134	0	3	NNPS	essays	1.34	0
state/NN/br-d10/1528	-0.23416785968909	-0.0768388695573338	state	state	NN	religion	non-fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 by progressive disaffection with claims to divine sanction for the <font color=green>state</font> , whatever its political form. The American Constitution was historic at	4	1	116	25	3	NN	essays	1.16	0.25
state/NN/br-d10/1630	-0.0616310411003784	-0.0931385790127558	state	state	NN	religion	non-fiction	B	B	AB	ABC	Z	Z	Z	Z	Z	 enactment. Pakistan was created in 1947 expressly as a Muslim <font color=green>state</font> , but when the army took over eleven years later it	2	0	47	0	3	NN	essays	0.47	0
state/NN/br-d10/1699	-0.142544016347533	0.448280075567985	state	state	NN	religion	non-fiction	B	B	AB	ABC	Z	Z	Z	Z	Z	 Adams reports the Pakistanis as asking,`` in demanding an Islamic <font color=green>state</font>  and society if no one, not even the doctors of	3	1	88	33	2	NN	essays	0.88	0.33
state/NN/br-d10/1727	-0.127328918527417	0.053039847398149	state	state	NN	religion	non-fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 say clearly and succinctly what the nature of such a <font color=green>state</font>  and society is''? The current regime of President Mohammad Ayub	3	3	74	100	5	NN	essays	0.74	1
state/NN/br-d10/1915	0.15900488251321	-0.0899192123791576	state	state	NN	religion	non-fiction	C	C	C	ABC	Z	Z	Z	Z	Z	 Catholic defense of the practical autonomy of both church and <font color=green>state</font> . The failure at that time of the Puerto Rican bishops	2	1	114	50	6	NN	essays	1.14	0.5
state/NN/br-d13/292	-0.402933736834454	-0.34344219059668	state	State	NN	religion	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 is enough TNT to fill the tower of the Empire <font color=green>State</font>  Building; and with the availability of bombs of that size	2	0	120	0	2	NNP	essays	1.2	0
state/NN/br-d13/606	-0.275532265575676	0.039119424002943	state	States	NN	religion	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 lights and run all the factories in the entire United <font color=green>States</font>  for some days. And think, if we all knew this	1	0	109	0	3	NNPS	essays	1.09	0
state/NN/br-d13/922	-0.0603681360829731	-0.0606267106847158	state	state	NN	religion	non-fiction	A4	A	AB	ABC	Z	Z	Z	Z	Z	 rate, so I decided to take another measure- the whole <font color=green>state</font>  of Pennsylvania. Imagine that there is a blizzard over Pennsylvania	2	2	105	100	4	NN	essays	1.05	1
state/NN/br-d13/950	-0.328129457888521	-0.0163601268450549	state	state	NN	religion	non-fiction	A4	A	AB	ABC	Z	Z	Z	Z	Z	 snowing snow, it snows peas; so we get the whole <font color=green>state</font>  covered with peas, about four feet deep. You can imagine	2	2	124	100	4	NN	essays	1.24	1
state/NN/br-d14/1176	-0.104155823953374	-0.0242239821766435	state	States	NN	religion	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 least in part, from the Protestant heritage of the United <font color=green>States</font>  and built into the foundations of the nation, it is	1	0	63	0	5	NNPS	essays	0.63	0
state/NN/br-d14/13	-0.150178866195234	-0.0328869781394641	state	States	NN	religion	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 extent and in what ways did Christianity affect the United <font color=green>States</font>  of America in the nineteenth century? How far and in	1	0	73	0	5	NNPS	essays	0.73	0
state/NN/br-d14/853	-0.385967280433422	-0.16839282972815	state	States	NN	religion	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 on the Evangelical revivals. The great seal of the United <font color=green>States</font>  was obviously inspired by the Christian faith. Here was what	1	0	77	0	3	NNPS	essays	0.77	0
state/NN/br-d15/1409	-0.178937223717585	0.0861102238033453	state	state	NN	religion	non-fiction	D	D	D	D	Z	Z	Z	Z	Z	 words, or any other manifestations that belong to the normal <font color=green>state</font>  of consciousness are considered only the surface of experience. The	4	1	99	25	3	NN	essays	0.99	0.25
state/NN/br-d17/1749	-0.4719831929995	-0.0945234832879817	state	States	NN	religion	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 three brothers and I were taken often to the United <font color=green>States</font> `` to visit relatives'' while my father stayed on to fight	1	0	74	0	2	NNPS	essays	0.74	0
state/NN/br-e02/1595	-0.010291854091961	0.276877943372257	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 made it possible to ship avocado anywhere in the United <font color=green>States</font> . It has a great many assets to recommend it and	1	0	100	0	4	NNPS	technical	1	0
state/NN/br-e02/1889	-0.0511604590692799	-0.500016784952242	state	state	NN	skill_and_hobbies	non-fiction	D	D	D	D	state%1:03:00::	D1	D	D	D	 temperature at which it lapses into a sort of dormant <font color=green>state</font> . This cooling does not change the avocado in any way	3	0	67	0	4	NN	technical	0.67	0
state/NN/br-e03/2056	-0.257631429230808	0.225925578198719	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 a missile to come all the way from the United <font color=green>States</font>  with the chance that the target, if it were mobile	1	0	15	0	3	NNPS	technical	0.15	0
state/NN/br-e05/1327	-0.0701501112356898	-0.235004565415144	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 who has placed in the Junior Classes in both United <font color=green>States</font>  and Canada. Karen Marcmann, age 16, Trapp, Penna., showing a	1	0	74	0	5	NNPS	technical	0.74	0
state/NN/br-e06/115	0.152424862847703	0.18998601838196	state	state	NN	skill_and_hobbies	non-fiction	A4	A	AB	ABC	Z	Z	Z	Z	Z	 from sea to shining sea. Boats are operated in every <font color=green>state</font>  in the Union, with the heaviest concentrations along both coasts	3	0	63	0	4	NN	technical	0.63	0
state/NN/br-e06/1425	-0.0102109709906053	0.145677474960284	state	state	NN	skill_and_hobbies	non-fiction	A	A	AB	ABC	Z	Z	Z	Z	Z	 restriction on boating. Laws on boating vary according to the <font color=green>state</font>  in which the craft is to be used and according	3	1	135	33	10	NN	technical	1.35	0.33
state/NN/br-e06/1446	-0.184207460972022	-0.314610431703494	state	state	NN	skill_and_hobbies	non-fiction	A4	A	AB	ABC	Z	Z	Z	Z	Z	 according to its horsepower. What may be acceptable in one <font color=green>state</font>  may be strictly prohibited across the boundary line. The main	4	2	135	50	3	NN	technical	1.35	0.5
state/NN/br-e06/1473	0.128124933008806	0.176773724013688	state	state	NN	skill_and_hobbies	non-fiction	A	A	AB	ABC	Z	Z	Z	Z	Z	 the boat is numbered according to the regulations of the <font color=green>state</font>  in which the boat will be principally used. If your	2	2	109	100	6	NN	technical	1.09	1
state/NN/br-e06/1485	0.162325943963822	0.0719403757891081	state	state	NN	skill_and_hobbies	non-fiction	A	A	AB	ABC	Z	Z	Z	Z	Z	 in which the boat will be principally used. If your <font color=green>state</font>  has no provisions for the numbering of pleasure boats, you	2	2	87	100	6	NN	technical	0.87	1
state/NN/br-e06/1922	-0.0531374433621204	0.318542713613631	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 It is important to note the work of the United <font color=green>States</font>  Power Squadrons and the U. S. Coast Guard Auxiliary. Each	1	0	42	0	1	NNPS	technical	0.42	0
state/NN/br-e06/2225	0.0263739138149003	0.245889405977497	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 commercially and municipally operated marinas and boatyards in the United <font color=green>States</font> , the majority of which are equipped to handle outboard boats	1	0	94	0	2	NNPS	technical	0.94	0
state/NN/br-e06/38	-0.173641291960454	0.036661668272927	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 the sole concern of fishermen, rich people, and the United <font color=green>States</font>  Navy. Today the recreational boating scene is awash with heartening	1	0	141	0	3	NNPS	technical	1.41	0
state/NN/br-e06/72	0.17214146684828	0.23166601240492	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 more than 8000000 recreational boats in use in the United <font color=green>States</font>  with almost 10000000 the prediction for within the next decade	1	0	74	0	3	NNPS	technical	0.74	0
state/NN/br-e12/1033	-0.0630706200945564	-0.123187019735185	state	state	NN	skill_and_hobbies	non-fiction	A	A	AB	ABC	Z	Z	Z	Z	Z	 adventure are the Luray Caverns, lit by photofloodlights. The great <font color=green>state</font>  of Texas offers metropolitan attractions such as the Dallas Fair	3	3	90	100	5	NN	technical	0.9	1
state/NN/br-e12/2292	-0.211240756065506	-0.201389491510387	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Grand Canyon, probably the most famous landmark of the United <font color=green>States</font> , can be the highpoint of your Western vacation.	1	0	32	0	3	NNPS	technical	0.32	0
state/NN/br-e12/750	-0.150605573803443	-0.236446061217361	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 f will do for bright, frontal sunlight. The Southern United <font color=green>States</font> , extending from Florida in the east to Texas in the	1	0	91	0	5	NNPS	technical	0.91	0
state/NN/br-e12/827	-0.0228577148560722	-0.0484278783462841	state	states	NN	skill_and_hobbies	non-fiction	A	A	AB	ABC	Z	Z	Z	Z	Z	 special interest this anniversary year of the war between the <font color=green>states</font>  are the many Civil War battlefields where, likely as not	2	0	84	0	6	NNS	technical	0.84	0
state/NN/br-e12/887	-0.0866322489563442	-0.0780323546678763	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Fredericksburg, Virginia. Florida provides tropical scenes unequalled in the United <font color=green>States</font> . At Cypress Gardens special bleachers are set up for photographers	1	0	110	0	6	NNPS	technical	1.1	0
state/NN/br-e15/1831	-0.0613977681622718	-0.220991684096952	state	state	NN	skill_and_hobbies	non-fiction	D	D	D	D	Z	Z	Z	Z	Z	 cut pieces on plaster board to dry to firm leather-hard <font color=green>state</font> . Score side edges of base; join sides and base with	2	1	78	50	8	NN	technical	0.78	0.5
state/NN/br-e16/457	0.144248888182894	0.462850171601932	state	state	NN	skill_and_hobbies	non-fiction	D	D	D	D	Z	Z	Z	Z	Z	 framing in Hotei is one-inch mahogany which, in the dressed <font color=green>state</font>  you buy it, is about the 13 16- inch thickness	2	1	93	50	2	NN	technical	0.93	0.5
state/NN/br-e19/762	-0.260637624045223	-0.13321812164092	state	state	NN	skill_and_hobbies	non-fiction	A2	A	AB	ABC	Z	Z	Z	Z	Z	 they had quadrupled. Had we taken a lien on a <font color=green>state</font>  park? Not at all. We had merely been discovered by	1	1	40	100	3	NN	technical	0.4	1
state/NN/br-e22/2361	-0.0152723040726074	-0.140259557095318	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 indeed in the musical history of the entire eastern United <font color=green>States</font> . On that date the Musicians Emergency Fund, organized to furnish	1	0	109	0	7	NNPS	technical	1.09	0
state/NN/br-e22/71	-0.199304812829936	-0.152141555851962	state	States	NN	skill_and_hobbies	non-fiction	A5	A	AB	ABC	united_states_of_america%1:15:00::	A51	A	AB	ABC	 Republics. The Serge Prokofieff whom we knew in the United <font color=green>States</font>  of America was gay, witty, mercurial, full of pranks and	1	0	122	0	2	NNPS	technical	1.22	0
state/NN/br-e27/125	-0.19495394959255	-0.0488510095836582	state	states	NN	skill_and_hobbies	non-fiction	A1	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 minerals. The drug 's chemical name is listed, since most <font color=green>states</font>  require feed processors to use this name instead of the	2	1	57	50	9	NNS	technical	0.57	0.5
state/NN/br-e27/173	-0.0242032049537192	0.038838232085219	state	state	NN	skill_and_hobbies	non-fiction	A3	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 drug is being marketed under one trade name only or <font color=green>state</font>  regulatory organizations have approved its use on the feed tag	3	2	73	67	9	NN	technical	0.73	0.67
state/NN/br-e31/250	0.0217008001722438	0.210469319086075	state	states	NN	skill_and_hobbies	non-fiction	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 game bags are possible and legal in more than 40 <font color=green>states</font> , on shooting preserves( one of the newer phases of modern	3	1	55	33	4	NNS	technical	0.55	0.33
state/NN/br-h02/1137	-0.0367790448224206	0.139589908550989	state	States	NN	miscellaneous	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 it is politically essential in the long run. The United <font color=green>States</font>  can use its aid as an incentive to self-help by	1	0	76	0	7	NNPS	technical	0.76	0
state/NN/br-h02/1996	-0.039349516824313	0.0908397737892013	state	States	NN	miscellaneous	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 to be persuaded to adopt a long-term approach, the United <font color=green>States</font> , as the principal supplier of external aid, must be prepared	1	0	99	0	6	NNPS	technical	0.99	0
state/NN/br-h03/102	-0.0997891333480658	-0.0820842779042861	state	States	NN	miscellaneous	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 years not only for this body but for the United <font color=green>States</font>  of America and the free world. You remember the words	1	0	62	0	4	NNPS	technical	0.62	0
state/NN/br-h03/1478	-0.0864376606836763	0.00615743068102247	state	States	NN	miscellaneous	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 years to come for this is an influence the United <font color=green>States</font>  and the whole world can ill afford to lose. All	1	0	74	0	6	NNPS	technical	0.74	0
state/NN/br-h03/1886	0.0894143425667693	-0.335455324804171	state	States	NN	miscellaneous	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 the House of Representatives in the Congress of the United <font color=green>States</font> . Others may speak of Speaker Rayburn' S uniquely long and	1	0	97	0	2	NNPS	technical	0.97	0
state/NN/br-h03/305	-0.199193386634783	0.0257028870027206	state	States	NN	miscellaneous	non-fiction	A5	A	AB	ABC	Z	Z	Z	Z	Z	 the beloved Speaker of all the people of the United <font color=green>States</font> . For the dignity, the influence, and the power of the	1	0	109	0	4	NNPS	technical	1.09	0
state/NN/br-h04/1044	0.118425574699556	0.0633039427762317	state	state	NN	miscellaneous	non-fiction	A2	A	AB	ABC	Z	Z	Z	Z	Z	 and in almost the same proportion to the increase of <font color=green>state</font>  employees. In the past twenty years the ratio of state-owned	2	1	102	50	7	NN	technical	1.02	0.5
state/NN/br-h04/1058	0.0801182607689865	0.0811894752456289	state	state	NN	miscellaneous	non-fiction	A2	A	AB	ABC	Z	Z	Z	Z	Z	 the past twenty years the ratio of state-owned automobiles per <font color=green>state</font>  employees has varied from 1 to 22 then to 1	2	2	141	100	9	NN	technical	1.41	1
state/NN/br-h04/1129	0.0457303546487478	0.10642103516417	state	state	NN	miscellaneous	non-fiction	A2	A	AB	ABC	Z	Z	Z	Z	Z	 obscured, subsequent developments concerning the assignment, use, and management of <font color=green>state</font>  automobiles can be related more clearly. Prior to 1942, automobiles	3	3	130	100	8	NN	technical	1.3	1
state/NN/br-h04/120	0.0476368412404282	0.0265733537464626	state	state	NN	miscellaneous	non-fiction	A2	A	AB	ABC	Z	Z	Z	Z	Z	 in 1959 for an average .027 per mile. Purchase of <font color=green>state</font>  vehicles is handled similarly to all state purchases. Unit prices	3	2	145	67	8	NN	technical	1.45	0.67
state/NN/br-h04/1221	0.0488369726297175	0.199356626654479	state	state	NN	miscellaneous	non-fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 at war. Gasoline and automobile tires were rationed commodities. The <font color=green>state</font>  was confronted with transportation problems similar to those of the	3	3	113	100	5	NN	technical	1.13	1
state/NN/br-h04/1243	-0.00826598418264056	0.0799115394762481	state	state	NN	miscellaneous	non-fiction	A2	A	AB	ABC	Z	Z	Z	Z	Z	 individual. It met these problems by the creation of the <font color=green>state</font>  automobile maintenance unit( more popularly called the motor pool), a	3	3	101	100	9	NN	technical	1.01	1
state/NN/br-h04/1266	0.0149879331544294	0.104666844928501	state	state	NN	miscellaneous	non-fiction	A2	A	AB	ABC	Z	Z	Z	Z	Z	 a centralized operation for the maintenance and control of all <font color=green>state</font>  transportation. The motor pool then, as now, had headquarter facilities	4	3	111	75	6	NN	technical	1.11	0.75
state/NN/br-h04/127	0.0383878554056727	0.0326108346587064	state	state	NN	miscellaneous	non-fiction	A2	A	AB	ABC	Z	Z	Z	Z	Z	 mile. Purchase of state vehicles is handled similarly to all <font color=green>state</font>  purchases. Unit prices to the state are considerably lower than	4	4	151	100	9	NN	technical	1.51	1
state/NN/br-h04/1288	-0.00458722982751152	-0.030525147972802	state	state	NN	miscellaneous	non-fiction	A4	A	AB	ABC	Z	Z	Z	Z	Z	 headquarter facilities in Providence and other garages located throughout the <font color=green>state</font> . It was organizationally the responsibility of the Department of Public	3	1	119	33	5	NN	technical	1.19	0.33
state/NN/br-h04/134	0.0151911607155302	0.0059920174001581	state	state	NN	miscellaneous	non-fiction	A1	A	AB	ABC	Z	Z	Z	Z	Z	 handled similarly to all state purchases. Unit prices to the <font color=green>state</font>  are considerably lower than to the general public because of	5	4	143	80	7	NN	technical	1.43	0.8
state/NN/br-h04/1348	0.0178319272717718	0.026412446353403	state	state	NN	miscellaneous	non-fiction	A3	A	AB	ABC	Z	Z	Z	Z	Z	 established as the central staff and auxiliary department of the <font color=green>state</font>  government. The management of state-owned vehicles since that time has	2	2	153	100	8	NN	technical	1.53	1
state/NN/br-h04/151	0.0374226340031231	-0.00363985495485118	state	state	NN	miscellaneous	non-fiction	A3	A	AB	ABC	Z	Z	Z	Z	Z	 general public because of quantity purchases and no payment of <font color=green>state</font>  sales or federal excise taxes. The legislature 's role in	5	4	149	80	9	NN	technical	1.49	0.8
state/NN/br-h04/1854	0.116226545867805	0.0890852569190431	state	state	NN	miscellaneous	non-fiction	A2	A	AB	ABC	Z	Z	Z	Z	Z	 in excess of 10000 miles annually is more economical by <font color=green>state</font>  car than by payment of allowances for use of personally-owned	3	2	128	67	8	NN	technical	1.28	0.67
state/NN/br-h04/1904	0.0530241850463928	0.0550492317087236	state	state	NN	miscellaneous	non-fiction	A2	A	AB	ABC	Z	Z	Z	Z	Z	 travel per year. Table 2 shows operating cost data of <font color=green>state</font>  vehicles selected at random. One matter of concern to the	1	0	111	0	8	NN	technical	1.11	0
