id	model.x	model.y	lemma	pos	genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	newPos	newBroadGenre	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wf	broadGenre	wordform	msOct	mcuesOct	mcommOct	determiner	premodifier	postmodifier	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization
church/NN/br-a17/2233	0.0360986687304568	0.00967522580335014	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday	NNP	informative	4	0	3.47	0	3	Church	others	Church	c1	held;The First Christian;of Pampa;setting;wedding;Sunday		the	First Christian	of Pampa	yes	yes	D	singular	yes	yes	no	no	no	yes	no	no	no
church/NN/br-a21/677	-0.0035181031129588	-0.16708049005885	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	NNP	informative	4	0	3.54	0	2	Church	others	Church	c1	10 a.m.;in St. Anne’s Catholic;Mound		none	St. Anne’s Catholic	NA	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no
church/NN/br-a22/1206	0.187933265063191	0.407779414813206	church	NN	press_reportage	B	B	AB	AB	Z	Z	Z	Z	Z	 World War 1,. He was a member of the Baptist <font color=green>church</font> . Survivors include two brothers, C. E. Killingsworth, Atlanta, and John	NN	informative	2	0	2.96	0	1	church	others	church	a2	member of the;Baptist		the	Baptist	NA	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes
church/NN/br-a22/1283	0.261232868175795	0.190668292083174	church	NN	press_reportage	C	C	C	CDE	Z	Z	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	NNP	informative	2	0	3.08	0	2	Church	others	Church	c2	member of the;Oakland City;Methodist		the	Oakland City Methodist	NA	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no
church/NN/br-a22/307	0.0659227580683296	-0.013816095802515	church	NN	press_reportage	B	B	AB	AB	Z	Z	Z	Z	Z	 challenged by the state. Emory is affiliated with the Methodist <font color=green>Church</font> . Some church leaders, both clerical and lay, have criticized the	NNP	informative	4	0	3.46	0	1	Church	others	Church	a2	affiliated with the;Methodist		the	Methodist	NA	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes
church/NN/br-a22/310	0.0510416862665161	-0.0145765102176788	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 the state. Emory is affiliated with the Methodist Church. Some <font color=green>church</font>  leaders, both clerical and lay, have criticized the university for	NN	informative	5	0	3.1	0	2	church	others	church	a2	leaders;clerical;lay		none	NA	NA	no	no	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-a31/1395	0.195569782264921	0.205225714781471	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth	NNP	informative	5	0	2.97	0	1	Church	others	Church	c1	4 to 8 p.m.;Sunday;at First Presbyterian		none	First Presbyterian	NA	yes	no	D	singular	yes	no	no	no	no	yes	no	no	no
church/NN/br-a31/1842	-0.13889683948322	0.307121535925079	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	NNP	informative	3	0	3.95	0	1	Church	others	Church	c1	10:50 a.m.;Sunday;at First Christian		none	First Christian	NA	yes	no	D	singular	yes	no	no	no	no	yes	no	no	no
church/NN/br-a31/2087	0.195569782264921	0.205225714781471	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 Family'' at 7: 30 p. m. Sunday at Christ Lutheran <font color=green>Church</font> . Mr. and Mrs. George Treadwell will be honored at a	NNP	informative	3	0	2.97	0	1	Church	others	Church	c1	at Christ Lutheran;at 7:30 p.m.;Sunday		none	Christ Lutheran	NA	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no
church/NN/br-a31/2112	0.066482741438534	0.0216286257618872	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 and program at 6 p. m. Sunday at Trinity Methodist <font color=green>Church</font> . He is the sexton of the church. A family worship	NNP	informative	3	0	3.22	0	2	Church	others	Church	c1	at 6 p.m. at;Trinity;Methodist;sexton		none	Trinity Methodist	NA	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no
church/NN/br-a31/2120	0.0396124960314203	-0.0252255297276314	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7	NN	informative	4	0	3.52	0	2	church	others	church	c2	sexton;Trinity Methodist Church		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	yes	no	no
church/NN/br-a31/2212	0.328604203130499	-0.235154290206251	church	NN	press_reportage	C	C	C	CDE	Z	Z	Z	Z	Z	 participate. To start the week of special programs at the <font color=green>church</font> , the Rev. John D. Henderson will preach on`` A Successful	NN	informative	4	1	2.87	0.25	1	church	others	church	c3	special programs at the		the	NA	NA	yes	yes	C	singular	no	no	no	no	no	no	no	yes	no
church/NN/br-a31/2280	0.120393420544027	0.117746375518095	church	NN	press_reportage	C	C	C	CDE	Z	Z	Z	Z	Z	 held at 6: 15 p. m. Monday and the annual <font color=green>church</font>  picnic at 4 p. m. next Saturday. The week will	NN	informative	3	2	2.83	0.67	4	church	others	church	b1	picnic;Saturday		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	yes	no
church/NN/br-b08/1866	0.0599241396104039	-0.022145621752813	church	NN	press_editorial	D	D	DE	CDE	Z	Z	Z	Z	Z	 wrote after almost a decade of service to this majestic <font color=green>church</font> .`` Such a church needs vigor and vitality in its rector	NN	informative	2	0	3.48	0	2	church	others	church	c1	decade of service to;majestic	the building is majestic, but to what degree is the service to the building rather than its community?	this	majestic	NA	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no
church/NN/br-b08/1871	0.0599241396104039	-0.022145621752813	church	NN	press_editorial	C	C	C	CDE	Z	Z	Z	Z	Z	 a decade of service to this majestic church.`` Such a <font color=green>church</font>  needs vigor and vitality in its rector and one man	NN	informative	4	1	3.48	0.25	2	church	others	church	c2	vigor;vitality;rector	the token actually conflates the sense of building and community (the building is magnificent, thus the rector must be awesome)	a	NA	NA	yes	no	C	singular	no	no	no	no	no	no	yes	no	no
church/NN/br-b12/2009	0.127450795311261	-0.311341182820875	church	NN	press_editorial	A	A	AB	AB	Z	Z	Z	Z	Z	 new version retains, however, the old phrase`` angel of the <font color=green>church</font> '' which Biblical scholars have previously interpreted as meaning bishop. This	NN	informative	4	2	2.6	0.5	2	church	others	church	a1	angel of the;bishop		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-b12/2115	0.219170717633336	-0.197740091659242	church	NN	press_editorial	A	A	AB	AB	Z	Z	Z	Z	Z	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible	NN	informative	5	0	2.88	0	2	church	others	church	a1	the early;fathers		NA	early	NA	no	NA	A	singular	no	no	no	no	no	yes	no	NA	yes
church/NN/br-b12/2217	0.0330995626506874	-0.023472037046709	church	NN	press_editorial	B	B	AB	AB	Z	Z	Z	Z	Z	 of a joint committee made up of representatives of the <font color=green>Church</font>  of England, Church of Scotland, Methodist Church, Congregational Union, Baptist	NNP	informative	6	1	3.2	0.17	2	Church	others	Church	a2	the;of England	capital letter, definiteness, posmodifier	the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes
church/NN/br-b12/2226	0.0141739312900589	-0.0235415647682806	church	NN	press_editorial	B	B	AB	AB	Z	Z	Z	Z	Z	 representatives of the Church of England, Church of Scotland, Methodist <font color=green>Church</font> , Congregational Union, Baptist Union, Presbyterian Church of England, Churches in	NNP	informative	7	2	3.36	0.29	4	Church	others	Church	a2	Methodist		the	Methodist	NA	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes
church/NN/br-b12/2235	-0.0104664439338898	-0.0200729504490933	church	NN	press_editorial	B	B	AB	AB	Z	Z	Z	Z	Z	 Church of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian <font color=green>Church</font>  of England, Churches in Wales, Churches in Ireland, Society of	NNP	informative	9	3	3	0.33	5	Church	others	Church	a2	Presbyterian;of England	I think this is part of the same enumeration preceded by a ‘the’, so I will add it even though it doesn’t show in the shorter context	the	Presbyterian	of England	no	yes	B	singular	yes	yes	no	no	no	yes	no	NA	yes
church/NN/br-b15/1190	0.17002920730821	0.33677896687955	church	NN	press_editorial	C	C	C	CDE	Z	Z	Z	Z	Z	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=green>Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to	NNP	informative	2	1	3.32	0.5	1	Church	others	Church	c2	pastor;Mathewson Street Methodist		the	Mathewson Street Methodist	NA	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no
church/NN/br-d01/1628	-0.389108567237349	0.227397237485634	church	NN	religion	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	NN	informative	3	1	2.84	0.33	2	church	others	church	a2	particular	the particular branch is not specified, but the fact that it’s one out of many is explicited	a	NA	NA	no	no	B	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d02/1641	0.107752941492949	-0.414418960196709	church	NN	religion	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	NN	informative	2	0	3.66	0	1	church	others	church	a2	tradition;apostolic		the	apostolic	NA	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes
church/NN/br-d02/706	0.190870550071663	-0.220655049731543	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	NN	informative	4	1	2.93	0.25	2	church	others	church	a2	indifference to the;traditional message;sin and grace		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d02/786	0.341976087046304	-0.118883203069815	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear	NN	informative	3	0	2.97	0	2	church	others	church	a2	risk assuming	definiteness and agent	the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d02/877	0.268085830913868	-0.260056952954487	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather	NN	informative	4	1	2.72	0.25	1	church	others	church	a2	ancient and venerable tradition		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d02/923	-0.338599316300279	0.363800092130073	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	NN	informative	3	0	3.14	0	1	church	others	church	a1	independent of the world		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d02/949	-0.18454897429793	0.489181589790385	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need	NN	informative	2	0	2.99	0	1	church	others	church	a1	to be the;Scripture;God		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d02/969	-0.0560938801162334	-0.38431173715777	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 us, God does have need of his creatures, and the <font color=green>church</font> , a fortiori, can ill afford to do without the talents	NN	informative	4	1	2.75	0.25	1	church	others	church	a1	God;creatures;afford	definiteness and agent	the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d03/1080	-0.176718326906174	-0.249733476519633	church	NN	religion	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good	NN	informative	2	1	2.52	0.5	1	church	others	church	c3	going to;Protestant;redundancy		none	NA	NA	yes	no	E	singular	no	no	no	no	no	no	no	yes	no
church/NN/br-d03/1342	0.03454149132969	-0.0375855234631444	church	NN	religion	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	NN	informative	5	1	3.4	0.2	2	church	others	church	c3	find as many men as women in		none	NA	NA	yes	no	?	singular	no	no	no	no	no	no	no	yes	no
church/NN/br-d03/1350	0.0298114932776453	-0.0379204500469892	church	NN	religion	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	NN	informative	5	3	3.12	0.6	5	church	others	church	c3	everyone in;women in church;congregations		NA	NA	NA	yes	NA	?	singular	no	no	no	no	no	no	no	yes	no
church/NN/br-d03/1871	0.000903348290035423	-0.0889680762723154	church	NN	religion	B	B	AB	AB	catholic_church%1:14:00::	B1	B	AB	AB	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with	NNP	informative	2	2	3.31	1	5	Church	others	Church	a2	Catholic		the	Catholic	NA	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes
church/NN/br-d03/1909	0.0466650723337547	-0.0806222622923048	church	NN	religion	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	NNP	informative	6	2	3.06	0.33	3	Church	others	Church	a2	clergymen of the;of England		the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes
church/NN/br-d03/2097	0.0510842379100898	-0.142382000637667	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice	NN	informative	4	0	2.94	0	1	church	others	church	a2	figures		NA	NA	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d03/2336	0.00297978398297163	-0.0548469276379184	church	NN	religion	D	D	DE	CDE	catholic_church%1:14:00::	B1	B	AB	AB	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.	NN	informative	2	0	3.37	0	4	church	others	church	c1	Mass;offered;at a Catholic;in Slough		a	Catholic	NA	yes	no	D	singular	no	no	no	no	no	yes	no	no	no
church/NN/br-d03/2341	0.00297978398297163	-0.0548469276379184	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	NNP	informative	2	1	3.37	0.5	4	Church	others	Church	a1	during then;Unity Octave		NA	NA	NA	no	NA	A	singular	yes	no	no	no	no	no	no	NA	yes
church/NN/br-d03/721	0.209147475124577	0.0454872058338118	church	NN	religion	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	NNP	informative	1	0	3.11	0	2	Church	others	Church	c1	crowds;going in and out of the;Sunday mornings	Name of church plus ‘going in and out’	the	Birmingham Oratory (Catholic)	NA	yes	yes	D	singular	yes	no	no	yes	no	yes	no	no	no
church/NN/br-d03/862	-0.0165976778983584	-0.00440327156451096	church	NN	religion	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but	NNP	informative	3	2	2.81	0.67	2	Church	others	Church	a2	of England		the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes
church/NN/br-d03/883	0.0338851180433197	-0.34609356721478	church	NN	religion	C	C	C	CDE	church_roll%1:10:00::	C	C	C	CDE	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized	NN	informative	4	2	2.7	0.5	2	church	others	church	b	parochial;rolls;registered		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-d03/899	0.0424661741155358	-0.130983257568822	church	NN	religion	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	NNP	informative	3	2	2.81	0.67	3	Church	others	Church	a2	baptized into the;of England		the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes
church/NN/br-d03/945	-0.0460967273828374	-0.0401175791103588	church	NN	religion	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 than an Archbishops' Commission`` reported last month that in the <font color=green>Church</font>  of England alone there are 790 churches which are redundant	NNP	informative	1	0	2.72	0	2	Church	others	Church	a2	of England	capital letter, definiteness, modifier	the	NA	of England	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes
church/NN/br-d04/56	-0.313127702387542	-0.288307701296752	church	NN	religion	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal	NN	informative	4	2	2.72	0.5	2	church	others	church	a1	father;unique;universal		NA	NA	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d05/1163	0.269417511047482	-0.0791506573593738	church	NN	religion	B	B	AB	AB	Z	Z	Z	Z	Z	 Parker as the ultra-liberal minister within the pale of a <font color=green>church</font>  which had proclaimed itself the repository of liberality poses a	NN	informative	2	0	2.98	0	2	church	others	church	a2	minister;within the pale of a		a	NA	NA	no	no	?	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d06/2174	0.297552743722406	-0.0377512033053536	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 spiritually. No amount of religious ceremonies or even joining a <font color=green>church</font>  will relieve the gnawing of your`` inner'' space. Why? Because	NN	informative	3	1	3.08	0.33	2	church	others	church	b	joining a	'religious ceremonies’ might be deceiving for the model	a	NA	NA	no	no	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-d07/1408	-0.0517026474252858	0.14443547340122	church	NN	religion	D	D	DE	CDE	Z	Z	Z	Z	Z	 then jumped; she was fatally injured. The entrance to a <font color=green>church</font>  has been walled up, so that the congregation, most of	NN	informative	2	0	2.77	0	2	church	others	church	c1	entrance;walled up	the mention of someone jumping and getting injured reinforces the concreteness I think	a	NA	NA	yes	no	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-d09/1054	0.0058973679002378	0.0100156672326981	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 Me'',`` What the Church Means to Me'',`` Why Join the <font color=green>Church</font> '',`` The Duties of Church Members'', etc.. Assign a series of	NNP	informative	3	2	3.1	0.67	4	Church	others	Church	a2	join;duties;members	capital letter but could just be the title	the	NA	NA	no	yes	?	singular	yes	no	no	no	no	no	yes	no	yes
church/NN/br-d09/1061	0.0058973679002378	0.0100156672326981	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 Means to Me'',`` Why Join the Church'',`` The Duties of <font color=green>Church</font>  Members'', etc.. Assign a series of catechism questions to be	NNP	informative	4	2	2.98	0.5	3	Church	others	Church	b	Duties of;Members;catechism		NA	NA	NA	no	NA	C	singular	yes	no	no	no	no	no	yes	no	yes
church/NN/br-d09/1619	-0.0167134306020604	0.0822563139344366	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 the group of new members to be put in the <font color=green>church</font>  paper or placed on the bulletin board. Have a fellowship	NN	informative	5	2	2.73	0.4	2	church	others	church	b1	paper;pulletin board;members		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	yes	yes	no
church/NN/br-d09/1641	0.00370499704179999	0.078718442262737	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 fellowship luncheon or dinner with new members as guests. The <font color=green>church</font>  is`` the family of God''. The members of the`` family	NN	informative	3	2	2.71	0.67	3	church	others	church	a1	members;family;fellowship	with such concrete terms as luncheon and dinner and members, i would think b, but with ‘family of God’ i would even go for a1	the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-d09/1829	-0.0497331216512009	0.0483763094792718	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 during the same period there were 1080062 additions. Another major <font color=green>church</font>  body had 4499608 members and twenty years later its membership	NN	informative	5	2	2.64	0.4	2	church	others	church	b	body;members;membership		NA	NA	NA	no	NA	?	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-d09/2026	-0.119609440221117	0.103359873238855	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 planned and carefully developed. The entire membership of the local <font color=green>church</font>  must be alerted to their part in this dynamic process	NN	informative	3	1	3.11	0.33	2	church	others	church	b	membership;local		the	local	NA	no	yes	C	singular	no	no	yes	no	no	no	yes	no	yes
church/NN/br-d09/2040	-0.391479983215247	-0.245625234843786	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 alerted to their part in this dynamic process. If the <font color=green>church</font>  has followed the plan of cultivation of prospects and carried	NN	informative	3	0	3.63	0	1	church	others	church	b	followed the plan		the	NA	NA	no	yes	?	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-d09/2174	-0.0341655834442144	0.0717228503508518	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 members. The new members justifiably expect some things from their <font color=green>church</font>  family:	NN	informative	3	2	2.68	0.67	2	church	others	church	b	their;family;members		their	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-d09/724	0.0449709512461629	-0.00292858380494895	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 as well as the program and activities of the local <font color=green>church</font> . The lay leadership of the church may be invited to	NN	informative	5	0	3.26	0	2	church	others	church	b	program and activities of the;local;lay leadership		the	local	NA	no	yes	C	singular	no	no	yes	no	no	no	yes	no	yes
church/NN/br-d09/731	0.0297553423038151	0.00180088467443404	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 activities of the local church. The lay leadership of the <font color=green>church</font>  may be invited to speak on the various phases of	NN	informative	2	0	3.34	0	3	church	others	church	b	lay leadership;local church		the	NA	NA	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-d09/742	0.0183361228895266	0.00578001273340077	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 may be invited to speak on the various phases of <font color=green>church</font>  life, service opportunities, the church school, missions, men 's work	NN	informative	6	1	3.3	0.17	4	church	others	church	d	phases of;life;service opportunities;missions		NA	NA	NA	no	NA	C	singular	no	no	no	no	no	no	no	NA	no
