id	model.x	model.y	lemma	pos	genre	broadGenre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	newPos	newBroadGenre	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wf
church/NN/br-a17/1770	-0.302498705611351	-0.0791324164182888	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 College of Technology, in the chapel of the First Presbyterian <font color=green>Church</font>  of Houston. The bride, daughter of Rhodes Semmes Baker Jr.	NNP	informative	2	0	2.12	0	4	Church
church/NN/br-a17/2228	-0.109451510270318	-0.0947986496339096	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	NN	informative	5	4	2.38	0.8	8	church
church/NN/br-a17/2233	-0.102224255024342	-0.108790125211804	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday	NNP	informative	4	2	2.22	0.5	7	Church
church/NN/br-a21/677	-0.255486416909079	-0.183738882044572	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	NNP	informative	4	1	2.59	0.25	4	Church
church/NN/br-a22/1206	-0.282543044918372	-0.101858353762933	church	NN	press_reportage	press	B	B	AB	AB	Z	Z	Z	Z	Z	 World War 1,. He was a member of the Baptist <font color=green>church</font> . Survivors include two brothers, C. E. Killingsworth, Atlanta, and John	NN	informative	2	1	1.75	0.5	4	church
church/NN/br-a22/1283	-0.21799475748171	0.00485696351642486	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	NNP	informative	2	1	1.68	0.5	7	Church
church/NN/br-a22/307	-0.0957279249665948	-0.126105881117945	church	NN	press_reportage	press	B	B	AB	AB	Z	Z	Z	Z	Z	 challenged by the state. Emory is affiliated with the Methodist <font color=green>Church</font> . Some church leaders, both clerical and lay, have criticized the	NNP	informative	4	1	2.96	0.25	2	Church
church/NN/br-a22/310	-0.076720627727334	-0.111574962123199	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 the state. Emory is affiliated with the Methodist Church. Some <font color=green>church</font>  leaders, both clerical and lay, have criticized the university for	NN	informative	5	1	2.89	0.2	3	church
church/NN/br-a31/1395	-0.0787511947275295	-0.0768054769294142	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth	NNP	informative	5	1	1.02	0.2	8	Church
church/NN/br-a31/1542	-0.0142577544502571	-0.129366122343615	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 he and his wife serve as advisors at First Presbyterian <font color=green>Church</font> . And he wanted to be careful that the kids not	NNP	informative	3	0	0.69	0	6	Church
church/NN/br-a31/1842	-0.22276435895489	-0.102572883831983	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	NNP	informative	3	1	1.53	0.33	6	Church
church/NN/br-a31/2087	-0.189851639325613	-0.0905695022552009	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Family'' at 7: 30 p. m. Sunday at Christ Lutheran <font color=green>Church</font> . Mr. and Mrs. George Treadwell will be honored at a	NNP	informative	3	0	1.36	0	6	Church
church/NN/br-a31/2112	-0.154604734463718	-0.0932029602340893	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 and program at 6 p. m. Sunday at Trinity Methodist <font color=green>Church</font> . He is the sexton of the church. A family worship	NNP	informative	3	0	1.76	0	4	Church
church/NN/br-a31/2120	-0.0257661483500598	-0.0298069303607801	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7	NN	informative	4	2	1.74	0.5	7	church
church/NN/br-a31/2172	-0.0277829909314625	-0.0330680135600593	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 service marking National Family Week. Every family of Riviera Presbyterian <font color=green>Church</font>  has been asked to read the Bible and pray together	NNP	informative	6	6	1.07	1	12	Church
church/NN/br-a31/2212	-0.0722696780476085	-0.00599530447913343	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 participate. To start the week of special programs at the <font color=green>church</font> , the Rev. John D. Henderson will preach on`` A Successful	NN	informative	4	2	1.23	0.5	7	church
church/NN/br-a31/2241	-0.226071025865036	0.235641178825974	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 40 and 11 a. m. Sunday. New officers of the <font color=green>church</font>  will be ordained and installed at the 7: 30 p.	NN	informative	4	2	1.08	0.5	3	church
church/NN/br-a31/2280	-0.13903892930437	-0.00405793277582149	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 held at 6: 15 p. m. Monday and the annual <font color=green>church</font>  picnic at 4 p. m. next Saturday. The week will	NN	informative	3	3	2.14	1	7	church
church/NN/br-b08/1866	-0.0187856848629986	-0.0355586492131727	church	NN	press_editorial	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 wrote after almost a decade of service to this majestic <font color=green>church</font> .`` Such a church needs vigor and vitality in its rector	NN	informative	2	0	2.03	0	7	church
church/NN/br-b08/1871	-0.0454977586718111	-0.0711719925673336	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 a decade of service to this majestic church.`` Such a <font color=green>church</font>  needs vigor and vitality in its rector and one man	NN	informative	4	2	2.46	0.5	4	church
church/NN/br-b08/1912	0.0439080222855594	-0.041203288796024	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 stay`` beyond the time that his leadership should benefit'' his <font color=green>church</font> , he wrote,`` for he becomes ordinary''. And so the young	NN	informative	2	1	1.72	0.5	5	church
church/NN/br-b08/2063	0.0471957764126334	-0.141727685649755	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 gives himself to God and to the believers of his <font color=green>church</font>  takes upon himself a life of giving. He does not	NN	informative	4	1	1.23	0.25	3	church
church/NN/br-b08/2245	-0.270411234316789	0.0167875251142457	church	NN	press_editorial	press	E	E	DE	CDE	Z	Z	Z	Z	Z	 them to bestow saintliness upon us in return for ostentatious <font color=green>church</font>  attendance and a few bucks a week, American cash. If	NN	informative	1	0	1.27	0	3	church
church/NN/br-b08/2363	-0.0321627521458231	-0.0840297204574543	church	NN	press_editorial	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 through him. But how little love we give him. The <font color=green>church</font>  truly is not a rest home for saints, but a	NN	informative	3	2	0.98	0.67	6	church
church/NN/br-b08/834	-0.0287688258388187	-0.11617681927638	church	NN	press_editorial	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 agreement. I settled it tonight'', he continued.`` I leave this <font color=green>church</font>  with a feeling that a great weight has been lifted	NN	informative	1	0	1.27	0	6	church
church/NN/br-b12/2009	0.0146106644294209	-0.128850356079905	church	NN	press_editorial	press	A	A	AB	AB	Z	Z	Z	Z	Z	 new version retains, however, the old phrase`` angel of the <font color=green>church</font> '' which Biblical scholars have previously interpreted as meaning bishop. This	NN	informative	4	2	1.81	0.5	8	church
church/NN/br-b12/2115	-0.0905848588021631	-0.303658904346909	church	NN	press_editorial	press	A	A	AB	AB	Z	Z	Z	Z	Z	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible	NN	informative	5	1	2.42	0.2	3	church
church/NN/br-b12/2217	-0.0655056559952671	-0.0232624499989745	church	NN	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 of a joint committee made up of representatives of the <font color=green>Church</font>  of England, Church of Scotland, Methodist Church, Congregational Union, Baptist	NNP	informative	6	1	2.12	0.17	6	Church
church/NN/br-b12/2226	-0.119683882465341	-0.16790127134286	church	NN	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 representatives of the Church of England, Church of Scotland, Methodist <font color=green>Church</font> , Congregational Union, Baptist Union, Presbyterian Church of England, Churches in	NNP	informative	7	2	3.36	0.29	4	Church
church/NN/br-b12/2235	-0.0873866238299509	-0.130979506988504	church	NN	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 Church of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian <font color=green>Church</font>  of England, Churches in Wales, Churches in Ireland, Society of	NNP	informative	9	3	3	0.33	5	Church
church/NN/br-b15/1190	-0.374679066961211	-0.363379777464194	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=green>Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to	NNP	informative	2	1	2.64	0.5	2	Church
church/NN/br-b18/1829	-0.0734152776700794	-0.0359577309505883	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 the Women 's Association of the Trumbull Ave. United Presbyterian <font color=green>Church</font> , considerable use was made of material from The Detroit News	NNP	informative	4	1	1.4	0.25	5	Church
church/NN/br-b24/1259	0.01024103596496	-0.0489311707017552	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 or less native. Sometimes they get their initial experience in <font color=green>church</font>  haflis, conducted by Lebanese and Syrians in the U. S.	NN	informative	2	1	1.2	0.5	7	church
church/NNP/br-a17/2134	-0.212757375471893	-0.151574167197393	church	NNP	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 at the ceremony in Slaughter Chapel of the First Baptist <font color=green>Church</font> . Dan Beam presented music and the bride was given in	NNP	informative	2	0	2.28	0	5	Church
church/NNP/br-a18/760	-0.0704905413344467	-0.0150001363687179	church	NNP	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 the party. The women 's committee of St. David 's <font color=green>Church</font>  will hold its annual pre-Fair pink parade, a dessert bridge	NNP	informative	5	4	2.58	0.8	8	Church
church/NNP/br-a31/2143	-0.131833737528335	-0.0863789470516163	church	NNP	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 7: 45 p. m.. The outstanding family of Central Nazarene <font color=green>Church</font>  will be picked by ballot from among eight families during	NNP	informative	3	2	2.38	0.67	7	Church
church/NNP/br-a35/810	0.0166655466818574	-0.016122102491899	church	NNP	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 deserves closer scrutiny. For while the past needs of the <font color=green>Church</font>  in this country may have been adequately met by collegiate	NNP	informative	2	2	1.8	1	9	Church
church/NNP/br-b08/1804	-0.245476556048247	-0.113738479219741	church	NNP	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 his letter of resignation as rector of St. Luke 's <font color=green>Church</font>  in Atlanta. It was the cry of not just one	NNP	informative	3	1	1.73	0.33	6	Church
church/NNP/br-b12/2221	-0.130968303446981	-0.11412469920065	church	NNP	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 committee made up of representatives of the Church of England, <font color=green>Church</font>  of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian Church	NNP	informative	9	5	3.57	0.56	5	Church
church/NNP/br-b22/1005	0.0351525017288915	-0.0159161072408172	church	NNP	press_editorial	press	A	A	AB	AB	Z	Z	Z	Z	Z	 concern itself directly only with the internal affairs of the <font color=green>Church</font> . As it has turned out, however, the excessive enthusiasm in	NNP	informative	2	2	1.89	1	7	Church
church/NNP/br-b22/1077	0.0104045228655895	-0.0875054854824058	church	NNP	press_editorial	press	A	A	AB	AB	Z	Z	Z	Z	Z	 that Pope John sees the renewal and purification of the <font color=green>Church</font>  as an absolutely necessary step toward Christian unity. Far from	NNP	informative	5	1	2.71	0.2	6	Church
church/NNP/br-b22/1102	0.0869937287164235	-0.108984121708343	church	NNP	press_editorial	press	A	A	AB	AB	Z	Z	Z	Z	Z	 to the ecumenical task, the Pontiff believes that a revivified <font color=green>Church</font>  is required in order that the whole world may see	NNP	informative	5	2	1.61	0.4	7	Church
church/NNP/br-b22/1154	0.0246500902898107	-0.0624243155048365	church	NNP	press_editorial	press	A	A	AB	AB	Z	Z	Z	Z	Z	 be to remove as far as possible whatever in the <font color=green>Church</font>  today stands in the way of unity. Secondly, a whole	NNP	informative	1	1	1.27	1	9	Church
church/NNP/br-b22/1193	0.0222406079798847	-0.0771095792775128	church	NNP	press_editorial	press	A	A	AB	AB	Z	Z	Z	Z	Z	 unity is still very much alive and growing within the <font color=green>Church</font> . The establishment, by the Holy Father, of a permanent Secretariat	NNP	informative	3	1	1.87	0.33	9	Church
church/NNP/br-b22/1245	-0.0420193686741325	0.00368781584373652	church	NNP	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 Churches assembly in New Delhi as`` official'' observers reverses the <font color=green>Church</font>  's earlier stand. The public appeal by the new Vatican	NNP	informative	3	1	2.43	0.33	9	Church
church/NNP/br-b22/1318	-0.0061475280817877	-0.0570244513656823	church	NNP	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 as directly as anyone the new spirit that pervades the <font color=green>Church</font>  's stance toward the Protestant and Orthodox Churches. Noting all	NNP	informative	3	1	2.58	0.33	8	Church
church/NNS/br-a09/1417	-0.0312514130807458	-0.124512634875787	church	NNS	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 will feature row houses, garden apartments, four small parks, schools, <font color=green>churches</font> , a shopping center and several small clusters of stores. The	NNS	informative	7	4	2	0.57	8	churches
church/NNS/br-a10/1674	-0.0600762618324102	-0.00613013304262388	church	NNS	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 need for their forthcoming program,`` Breakthrough'' scheduled to fill the <font color=green>churches</font>  for the next two years. In his opening address Wednesday	NNS	informative	5	4	1.97	0.8	6	churches
church/NNS/br-a10/1831	-0.115820051833721	-0.119872567063863	church	NNS	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 with this challenge''.`` In 35 years we have opened 7000 <font color=green>churches</font> '', the Rev. Mr. Brandt said, adding that the denomination had	NNS	informative	3	1	1.82	0.33	5	churches
church/NNS/br-a10/1863	-0.0870467035228405	0.0549391223357279	church	NNS	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 for every 10000 persons.`` In this light we need 1000 <font color=green>churches</font>  in Illinois, where we have 200; 800 in Southern New	NNS	informative	3	3	1.2	1	5	churches
church/NNS/br-a10/1918	-0.0231127004501648	-0.0602159223258239	church	NNS	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 Brandt suggested the vision of 8000 new Assemblies of God <font color=green>churches</font>  in the next 10 years. To accomplish this would necessitate	NNS	informative	3	2	2.42	0.67	6	churches
church/NNS/br-a10/1980	0.00612323242919192	-0.0241962635062091	church	NNS	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 includes: Encouraging by every means, all existing Assemblies of God <font color=green>churches</font>  to start new churches. Engaging mature, experienced men to pioneer	NNS	informative	6	2	2.96	0.33	10	churches
church/NNS/br-a10/1984	-0.0139272412710249	-0.0440185016866618	church	NNS	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 means, all existing Assemblies of God churches to start new <font color=green>churches</font> . Engaging mature, experienced men to pioneer or open new churches	NNS	informative	6	4	3.07	0.67	9	churches
church/NNS/br-a10/1996	0.0125964844789138	-0.045731280325356	church	NNS	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 churches. Engaging mature, experienced men to pioneer or open new <font color=green>churches</font>  in strategic population centers. Surrounding pioneer pastors with vocational volunteers	NNS	informative	7	3	3.18	0.43	10	churches
church/NNS/br-a10/2022	0.000573670461797772	-0.00985573417497482	church	NNS	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 will be urged to move into the area of new <font color=green>churches</font>  in the interest of lending their support to the new	NNS	informative	2	3	1.98	1.5	8	churches
church/NNS/br-a10/2051	-0.152386001947283	-0.0219397851613074	church	NNS	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 to spend from 6- 12 months as apprentices in well-established <font color=green>churches</font> . U. S. Dist. Judge Charles L. Powell denied all motions	NNS	informative	2	0	2.15	0	5	churches
church/NNS/br-a31/1594	-0.0265043912768526	-0.0052967105462428	church	NNS	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 than 300 top teenagers and 65 adult advisers from Presbyterian <font color=green>churches</font>  of the area sat enthralled at the four-hour program. This	NNS	informative	4	3	2.16	0.75	6	churches
church/NNS/br-a31/1753	0.0180975328291514	-0.00519885502897734	church	NNS	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 Auditorium may be set up soon. And to encourage other <font color=green>churches</font>  to try their own programs, Kern said this Sunday 's	NNS	informative	3	2	1.05	0.67	8	churches
church/NNS/br-a31/1806	-0.0179621317687001	-0.00290997106563992	church	NNS	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 special services marking National Christian Family Week in Miami area <font color=green>churches</font>  next week. Of particular meaning to the Charles MacWhorter family	NNS	informative	4	3	1.75	0.75	12	churches
church/NNS/br-b04/1480	0.00220207674953446	-0.065143541882802	church	NNS	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 his money and his name: Does it assail schools and <font color=green>churches</font>  with blanket accusations? Does it attack other traditional American institutions	NNS	informative	4	3	1.78	0.75	9	churches
church/NNS/br-b12/2239	-0.0310370998659713	-0.0660732487678052	church	NNS	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 Methodist Church, Congregational Union, Baptist Union, Presbyterian Church of England, <font color=green>Churches</font>  in Wales, Churches in Ireland, Society of Friends, British and	NNPS	informative	7	0	2.74	0	6	Churches
church/NNS/br-b12/2243	-0.0219099607668062	-0.0517044438324035	church	NNS	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 Union, Baptist Union, Presbyterian Church of England, Churches in Wales, <font color=green>Churches</font>  in Ireland, Society of Friends, British and Foreign Bible Society	NNPS	informative	2	0	2.71	0	6	Churches
church/NNS/br-b22/1233	-0.0827804978836172	0.0388520910956823	church	NNS	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 of five Catholic theologians to attend the World Council of <font color=green>Churches</font>  assembly in New Delhi as`` official'' observers reverses the Church	NNPS	informative	5	2	2.87	0.4	6	Churches
church/NNS/br-b22/1326	-0.0213186233739344	-0.25991869292669	church	NNS	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 pervades the Church 's stance toward the Protestant and Orthodox <font color=green>Churches</font> . Noting all the difficulties that stand in the way of	NNPS	informative	2	1	2.71	0.5	5	Churches
church/NNS/br-c08/1853	0.00854354715692706	-0.0812530186825039	church	NNS	press_reviews	press	C	C	C	CDE	Z	Z	Z	Z	Z	 the early jazz forms and the music of the Negro <font color=green>churches</font> . To help him on this religious aspect of primitive jazz	NNS	informative	4	3	2.09	0.75	8	churches
state/NN/br-a01/1015	-0.116508071845308	0.0323150867860271	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 governor 's race, a top official said Wednesday. Robert Snodgrass, <font color=green>state</font>  GOP chairman, said a meeting held Tuesday night in Blue	NN	informative	3	1	0.73	0.33	7	state
state/NN/br-a01/1049	0.0266462588730928	-0.262022788797119	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 W. Dorsey added that enthusiasm was picking up for a <font color=green>state</font>  rally to be held Sept. 8 in Savannah at which	NN	informative	2	0	0.52	0	3	state
state/NN/br-a01/1165	-0.0195327691170982	0.0399881868866488	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:00::	B1	B	AB	ABC	 largest hurdle the Republicans would have to face is a <font color=green>state</font>  law which says that before making a first race, one	NN	informative	2	2	1.24	1	4	state
state/NN/br-a01/1440	-0.064724205205467	0.0430704993932105	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:00::	B1	B	AB	ABC	 highway reconstruction bonds. The bond issue will go to the <font color=green>state</font>  courts for a friendly test suit to test the validity	NN	informative	2	2	1	1	7	state
state/NN/br-a01/1835	-0.0188070380125474	0.176672559361566	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:00::	B1	B	AB	ABC	 education, provided that such funds be received and expended'' as <font color=green>state</font>  funds. Barber, who is in his 13th year as a	NN	informative	3	3	1.1	1	4	state
state/NN/br-a01/413	0.104394860087745	0.164865892367206	state	NN	press_reportage	press	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 through the welfare departments of all the counties in the <font color=green>state</font>  with the exception of Fulton County, which receives none of	NN	informative	2	2	1.73	1	5	state
state/NN/br-a02/1165	-0.056944993547219	0.0540809438305926	state	NN	press_reportage	press	A2	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 attorney general and chief justice of the Texas Supreme Court. <font color=green>State</font>  representatives decided Thursday against taking a poll on what kind	NNP	informative	3	2	1.4	0.67	8	State
state/NN/br-a02/1454	0.00703811941992187	0.133928350714885	state	NN	press_reportage	press	A1	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 would increase from$ 5000000 to$ 15000000 the maximum loan the <font color=green>state</font>  could make to a local water project. Cotten construed this	NN	informative	3	2	0.82	0.67	4	state
state/NN/br-a02/165	-0.00630105181950822	-0.0142125437249397	state	NN	press_reportage	press	A1	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 the books`` since Texas was a republic''. It permits the <font color=green>state</font>  to take over bank accounts, stocks and other personal property	NN	informative	4	1	0.87	0.25	5	state
state/NN/br-a02/2003	-0.00323739797883926	0.116539537880513	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 62 session upon the recommendation of Supt. Chester O. Strickland. <font color=green>State</font>  and federal legislation against racial discrimination in employment was called	NNP	informative	2	2	1.16	1	8	State
state/NN/br-a02/214	0.0179126977730825	0.0333739145546962	state	NN	press_reportage	press	A2	A	AB	ABC	state_treasurer%1:18:00::	A2	A	AB	ABC	 companies and other corporations to report such property to the <font color=green>state</font>  treasurer. The escheat law cannot be enforced now because it	NN	informative	3	2	1.01	0.67	7	state
state/NN/br-a02/470	0.0362222094010244	0.185614230406922	state	NN	press_reportage	press	A1	A	AB	ABC	state%1:14:00::	B1	B	AB	ABC	 in the scholastic age at a reduced cost to the <font color=green>state</font> . There was no debate as the Senate passed the bill	NN	informative	3	3	1.5	1	4	state
state/NN/br-a02/620	-0.113134192024619	0.158199833066653	state	NN	press_reportage	press	A2	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 saving them from coming to Austin to live in the <font color=green>state</font>  deaf school. Dallas may get to hear a debate on	NN	informative	3	3	0.85	1	5	state
state/NN/br-a03/507	0.060346823414902	-0.0657285615041412	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 cases. In the two other cases he ruled that the <font color=green>state</font>  had been`` unable to make a case''. Contempt proceedings originally	NN	informative	3	1	0.65	0.33	6	state
state/NN/br-a04/1377	0.165071666796117	-0.0623324230904568	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 of Cuba by exile groups''. It recommends that the United <font color=green>States</font> `` seek instead to detach the Castro regime from the Communist	NNPS	informative	1	0	1.06	0	5	States
state/NN/br-a04/1730	0.243332055515059	-0.0988062377740061	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 gave sufficient provocation at any one time for the United <font color=green>States</font>  to want to risk a limited or an all-out war	NNPS	informative	1	0	0.85	0	3	States
state/NN/br-a04/1805	0.125986679646544	0.0599884232033378	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 of a neutralized Laos. The pro-Western government, which the United <font color=green>States</font>  had helped in a revolt against the Souvanna Phouma`` neutralist	NNPS	informative	1	0	1.43	0	4	States
state/NN/br-a04/1848	0.142650168370512	0.0948025873515271	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 any more energy displayed after it was clear the United <font color=green>States</font>  would not back the pro-Western government to the hilt. If	NNPS	informative	1	0	1.14	0	4	States
state/NN/br-a04/1926	-0.131287083880686	-0.0549427315766244	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Relations Committee. He declared on March 25 that the United <font color=green>States</font>  had erred a year and a half ago by`` encouraging	NNPS	informative	1	0	1.19	0	3	States
