_model	model.x	model.y	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress
gemeen.foc10.nav.selection.bound.min1.soc10.nav.10000	0.035288766329346175	0.19202595180003898	bound	791	nav	10_10	1	selection	10000	10000	nav	10_10	316	gemeen	0.26535332259047645
gemeen.foc10.nav.selection.bound.min1.soc10.nav.FOC	-0.01188657339280716	0.10200105611472791	bound	791	nav	10_10	1	selection	FOC	791	nav	10_10	316	gemeen	0.2686957062284936
gemeen.foc10.nav.selection.bound.min1.soc4.all.5000	0.05532835999851695	0.22584992337505125	bound	791	nav	10_10	1	selection	5000	5000	all	4_4	316	gemeen	0.2804758523996997
gemeen.foc10.nav.selection.bound.min1.soc4.all.10000	0.05360307172980399	0.23291651504767752	bound	791	nav	10_10	1	selection	10000	10000	all	4_4	316	gemeen	0.2765027140745556
gemeen.foc10.nav.selection.bound.min1.soc4.all.FOC	0.01861318709427528	0.15511512105802458	bound	791	nav	10_10	1	selection	FOC	791	all	4_4	316	gemeen	0.28749538673930836
gemeen.foc10.nav.selection.bound.min1.soc10.all.5000	0.04696460045901566	0.18987624838759365	bound	791	nav	10_10	1	selection	5000	5000	all	10_10	316	gemeen	0.2747972203101106
gemeen.foc10.nav.selection.bound.min1.soc10.all.10000	0.033071090983631216	0.17817936886215688	bound	791	nav	10_10	1	selection	10000	10000	all	10_10	316	gemeen	0.270193562394833
gemeen.foc10.nav.selection.bound.min1.soc10.all.FOC	-0.011886573720534673	0.10200105596324768	bound	791	nav	10_10	1	selection	FOC	791	all	10_10	316	gemeen	0.2686957062284936
gemeen.foc10.nav.no.bound.min1.soc4.nav.5000	0.12714909958101997	0.2750125619289158	bound	1009	nav	10_10	1	no	5000	5000	nav	4_4	317	gemeen	0.2789186064053992
gemeen.foc10.nav.no.bound.min1.soc4.nav.10000	0.1387615468849465	0.2951280379003573	bound	1009	nav	10_10	1	no	10000	10000	nav	4_4	317	gemeen	0.27500100831160246
gemeen.foc10.nav.no.bound.min1.soc4.nav.FOC	0.08594772018332703	0.19866741417071157	bound	1009	nav	10_10	1	no	FOC	1009	nav	4_4	317	gemeen	0.2845257379942334
gemeen.foc10.nav.no.bound.min1.soc10.nav.5000	0.11744344153622803	0.25324206730886145	bound	1009	nav	10_10	1	no	5000	5000	nav	10_10	317	gemeen	0.26842180201574384
gemeen.foc10.nav.no.bound.min1.soc10.nav.10000	0.12301769637997434	0.2525214074163975	bound	1009	nav	10_10	1	no	10000	10000	nav	10_10	317	gemeen	0.2658014255547874
gemeen.foc10.nav.no.bound.min1.soc10.nav.FOC	0.061954466141589275	0.1535642079163848	bound	1009	nav	10_10	1	no	FOC	1009	nav	10_10	317	gemeen	0.2690898680733075
gemeen.foc10.nav.no.bound.min1.soc4.all.5000	0.14059868174724016	0.26733958477616804	bound	1009	nav	10_10	1	no	5000	5000	all	4_4	317	gemeen	0.27527364143110494
gemeen.foc10.nav.no.bound.min1.soc4.all.10000	0.1401357070334729	0.2750280678081462	bound	1009	nav	10_10	1	no	10000	10000	all	4_4	317	gemeen	0.2755852552466888
gemeen.foc10.nav.no.bound.min1.soc4.all.FOC	0.08594772045558845	0.19866741442044455	bound	1009	nav	10_10	1	no	FOC	1009	all	4_4	317	gemeen	0.2845257379942334
gemeen.foc10.nav.no.bound.min1.soc10.all.5000	0.13565276016709635	0.25209466505665007	bound	1009	nav	10_10	1	no	5000	5000	all	10_10	317	gemeen	0.2678234695525865
gemeen.foc10.nav.no.bound.min1.soc10.all.10000	0.12085222714126037	0.24113033383540786	bound	1009	nav	10_10	1	no	10000	10000	all	10_10	317	gemeen	0.2671483460564019
gemeen.foc10.nav.no.bound.min1.soc10.all.FOC	0.06195446610315393	0.15356420750681213	bound	1009	nav	10_10	1	no	FOC	1009	all	10_10	317	gemeen	0.2690898680733075
gemeen.foc10.all.weight.bound.min1.soc4.nav.5000	-0.19292427887357555	-0.13232077345406779	bound	913	all	10_10	1	weight	5000	5000	nav	4_4	317	gemeen	0.2394817155578881
gemeen.foc10.all.weight.bound.min1.soc4.nav.10000	-0.20681682033806156	-0.14742783687472913	bound	913	all	10_10	1	weight	10000	10000	nav	4_4	317	gemeen	0.23930096846888232
gemeen.foc10.all.weight.bound.min1.soc4.nav.FOC	-0.1841652695140995	-0.15925858469766263	bound	913	all	10_10	1	weight	FOC	913	nav	4_4	317	gemeen	0.24978169656244953
gemeen.foc10.all.weight.bound.min1.soc10.nav.5000	-0.1805771847304407	-0.11493933666625188	bound	913	all	10_10	1	weight	5000	5000	nav	10_10	317	gemeen	0.23277981921984392
gemeen.foc10.all.weight.bound.min1.soc10.nav.10000	-0.21504148468299278	-0.1405041436638275	bound	913	all	10_10	1	weight	10000	10000	nav	10_10	317	gemeen	0.223135933993306
gemeen.foc10.all.weight.bound.min1.soc10.nav.FOC	-0.17510587822841175	-0.14590925726799658	bound	913	all	10_10	1	weight	FOC	913	nav	10_10	317	gemeen	0.24925617025063662
gemeen.foc10.all.weight.bound.min1.soc4.all.5000	-0.18595710687374167	-0.12786351446746633	bound	913	all	10_10	1	weight	5000	5000	all	4_4	317	gemeen	0.23838776985930224
gemeen.foc10.all.weight.bound.min1.soc4.all.10000	-0.20302318610131245	-0.1401919608328736	bound	913	all	10_10	1	weight	10000	10000	all	4_4	317	gemeen	0.23781701191256674
gemeen.foc10.all.weight.bound.min1.soc4.all.FOC	-0.1841652536256888	-0.15925857252808756	bound	913	all	10_10	1	weight	FOC	913	all	4_4	317	gemeen	0.24978169656244953
gemeen.foc10.all.weight.bound.min1.soc10.all.5000	-0.16397323065811742	-0.10878684569058407	bound	913	all	10_10	1	weight	5000	5000	all	10_10	317	gemeen	0.23662811790938656
gemeen.foc10.all.weight.bound.min1.soc10.all.10000	-0.19911833359908324	-0.1272793137565407	bound	913	all	10_10	1	weight	10000	10000	all	10_10	317	gemeen	0.22932777509902302
gemeen.foc10.all.weight.bound.min1.soc10.all.FOC	-0.17510587652683635	-0.14590925630431525	bound	913	all	10_10	1	weight	FOC	913	all	10_10	317	gemeen	0.24925617025063662
gemeen.foc10.all.selection.bound.min1.soc4.nav.5000	0.3593837784005196	-0.006938429929324181	bound	913	all	10_10	1	selection	5000	5000	nav	4_4	317	gemeen	0.2535498854376814
gemeen.foc10.all.selection.bound.min1.soc4.nav.10000	0.4051759730090661	-0.03774348918349116	bound	913	all	10_10	1	selection	10000	10000	nav	4_4	317	gemeen	0.252853957574756
gemeen.foc10.all.selection.bound.min1.soc4.nav.FOC	0.3019813410906607	-0.02729057574548809	bound	913	all	10_10	1	selection	FOC	913	nav	4_4	317	gemeen	0.25000135037036036
gemeen.foc10.all.selection.bound.min1.soc10.nav.5000	0.26586856740227327	0.030229852758915578	bound	913	all	10_10	1	selection	5000	5000	nav	10_10	317	gemeen	0.2511915749857308
gemeen.foc10.all.selection.bound.min1.soc10.nav.10000	0.27652906992299353	0.026471815407438194	bound	913	all	10_10	1	selection	10000	10000	nav	10_10	317	gemeen	0.25600517942461026
gemeen.foc10.all.selection.bound.min1.soc10.nav.FOC	0.2055258056929527	-0.015843725688146543	bound	913	all	10_10	1	selection	FOC	913	nav	10_10	317	gemeen	0.2461713403813334
gemeen.foc10.all.selection.bound.min1.soc4.all.5000	0.36133310186963646	-0.004209215496696264	bound	913	all	10_10	1	selection	5000	5000	all	4_4	317	gemeen	0.24764528551550127
gemeen.foc10.all.selection.bound.min1.soc4.all.10000	0.3735394173569911	-0.01795743328717516	bound	913	all	10_10	1	selection	10000	10000	all	4_4	317	gemeen	0.2521279391986222
gemeen.foc10.all.selection.bound.min1.soc4.all.FOC	0.301981341136825	-0.02729057683642172	bound	913	all	10_10	1	selection	FOC	913	all	4_4	317	gemeen	0.25000135037036036
gemeen.foc10.all.selection.bound.min1.soc10.all.5000	0.2813490024563149	0.0365270707261358	bound	913	all	10_10	1	selection	5000	5000	all	10_10	317	gemeen	0.24582143760287697
gemeen.foc10.all.selection.bound.min1.soc10.all.10000	0.2656446509774565	0.025839263635327767	bound	913	all	10_10	1	selection	10000	10000	all	10_10	317	gemeen	0.25109067728058315
gemeen.foc10.all.selection.bound.min1.soc10.all.FOC	0.2055258054487098	-0.015843725714740638	bound	913	all	10_10	1	selection	FOC	913	all	10_10	317	gemeen	0.2461713403813334
gemeen.foc10.all.no.bound.min1.soc4.nav.5000	0.5334826543530253	0.02106126192247914	bound	1203	all	10_10	1	no	5000	5000	nav	4_4	317	gemeen	0.23778785472000302
gemeen.foc10.all.no.bound.min1.soc4.nav.10000	0.5584071939164719	0.014492405659006108	bound	1203	all	10_10	1	no	10000	10000	nav	4_4	317	gemeen	0.23506129769795187
gemeen.foc10.all.no.bound.min1.soc4.nav.FOC	0.43135268399721516	-0.0013581646045785609	bound	1203	all	10_10	1	no	FOC	1203	nav	4_4	317	gemeen	0.23900307074856894
gemeen.foc10.all.no.bound.min1.soc10.nav.5000	0.4084916127594352	0.07697013862303104	bound	1203	all	10_10	1	no	5000	5000	nav	10_10	317	gemeen	0.24033917256334525
gemeen.foc10.all.no.bound.min1.soc10.nav.10000	0.42181391650925404	0.06808867593611234	bound	1203	all	10_10	1	no	10000	10000	nav	10_10	317	gemeen	0.24156977900344645
gemeen.foc10.all.no.bound.min1.soc10.nav.FOC	0.30970440897085094	0.022386124173535592	bound	1203	all	10_10	1	no	FOC	1203	nav	10_10	317	gemeen	0.24109120584818972
gemeen.foc10.all.no.bound.min1.soc4.all.5000	0.5315285432708683	0.024053321719750033	bound	1203	all	10_10	1	no	5000	5000	all	4_4	317	gemeen	0.23427358808633408
gemeen.foc10.all.no.bound.min1.soc4.all.10000	0.5411218385233096	0.015579377451417341	bound	1203	all	10_10	1	no	10000	10000	all	4_4	317	gemeen	0.23567520761854407
gemeen.foc10.all.no.bound.min1.soc4.all.FOC	0.4313526841407481	-0.001358163602213018	bound	1203	all	10_10	1	no	FOC	1203	all	4_4	317	gemeen	0.23900307074856894
gemeen.foc10.all.no.bound.min1.soc10.all.5000	0.423999884942989	0.07484097671840403	bound	1203	all	10_10	1	no	5000	5000	all	10_10	317	gemeen	0.23497453379666114
gemeen.foc10.all.no.bound.min1.soc10.all.10000	0.41252830570441906	0.07043187355491491	bound	1203	all	10_10	1	no	10000	10000	all	10_10	317	gemeen	0.23865045875397986
gemeen.foc10.all.no.bound.min1.soc10.all.FOC	0.3097044089231965	0.022386125066092874	bound	1203	all	10_10	1	no	FOC	1203	all	10_10	317	gemeen	0.24109120584818972
gemeen.foc5.nav.weight.bound.min1.soc4.nav.5000	-0.2781733613711817	-0.030880157741011462	bound	500	nav	5_5	1	weight	5000	5000	nav	4_4	314	gemeen	0.25312425775387526
gemeen.foc5.nav.weight.bound.min1.soc4.nav.10000	-0.29093834502891547	-0.04535917349651246	bound	500	nav	5_5	1	weight	10000	10000	nav	4_4	314	gemeen	0.25289456427006357
gemeen.foc5.nav.weight.bound.min1.soc4.nav.FOC	-0.28638258558066043	-0.03379993426596531	bound	500	nav	5_5	1	weight	FOC	500	nav	4_4	314	gemeen	0.2866208963419863
gemeen.foc5.nav.weight.bound.min1.soc10.nav.5000	-0.2566263122978227	-0.010783808299618123	bound	500	nav	5_5	1	weight	5000	5000	nav	10_10	314	gemeen	0.24914520374962806
gemeen.foc5.nav.weight.bound.min1.soc10.nav.10000	-0.2758306045120417	-0.030924066501673713	bound	500	nav	5_5	1	weight	10000	10000	nav	10_10	314	gemeen	0.23818906586388583
gemeen.foc5.nav.weight.bound.min1.soc10.nav.FOC	-0.25147075985184814	-0.02291295012960804	bound	500	nav	5_5	1	weight	FOC	500	nav	10_10	314	gemeen	0.27716829791377773
gemeen.foc5.nav.weight.bound.min1.soc4.all.5000	-0.2714388057610274	-0.031296739211449986	bound	500	nav	5_5	1	weight	5000	5000	all	4_4	314	gemeen	0.2577792550539347
gemeen.foc5.nav.weight.bound.min1.soc4.all.10000	-0.2822603052365244	-0.04379836070474159	bound	500	nav	5_5	1	weight	10000	10000	all	4_4	314	gemeen	0.24824923571351407
gemeen.foc5.nav.weight.bound.min1.soc4.all.FOC	-0.2863825792718818	-0.03379993893179861	bound	500	nav	5_5	1	weight	FOC	500	all	4_4	314	gemeen	0.2866208963419863
gemeen.foc5.nav.weight.bound.min1.soc10.all.5000	-0.24548801308747956	-0.009684173598799303	bound	500	nav	5_5	1	weight	5000	5000	all	10_10	314	gemeen	0.25878759143431174
gemeen.foc5.nav.weight.bound.min1.soc10.all.10000	-0.26284148206289404	-0.023693247818947823	bound	500	nav	5_5	1	weight	10000	10000	all	10_10	314	gemeen	0.24240696937882983
gemeen.foc5.nav.weight.bound.min1.soc10.all.FOC	-0.2514707595613042	-0.022912950427282412	bound	500	nav	5_5	1	weight	FOC	500	all	10_10	314	gemeen	0.27716829791377773
gemeen.foc5.nav.selection.bound.min1.soc4.nav.5000	-0.1822455058389604	0.18986722994966632	bound	500	nav	5_5	1	selection	5000	5000	nav	4_4	314	gemeen	0.2734903590207929
gemeen.foc5.nav.selection.bound.min1.soc4.nav.10000	-0.19231765652767108	0.21653693276911803	bound	500	nav	5_5	1	selection	10000	10000	nav	4_4	314	gemeen	0.2676016886652822
gemeen.foc5.nav.selection.bound.min1.soc4.nav.FOC	-0.1950124446529897	0.11977831210997635	bound	500	nav	5_5	1	selection	FOC	500	nav	4_4	314	gemeen	0.2865367216942536
gemeen.foc5.nav.selection.bound.min1.soc10.nav.5000	-0.16279077916699558	0.13197367441412597	bound	500	nav	5_5	1	selection	5000	5000	nav	10_10	314	gemeen	0.269825016864027
gemeen.foc5.nav.selection.bound.min1.soc10.nav.10000	-0.1748926936314086	0.13352081504157015	bound	500	nav	5_5	1	selection	10000	10000	nav	10_10	314	gemeen	0.2609182776345811
gemeen.foc5.nav.selection.bound.min1.soc10.nav.FOC	-0.16843954762522542	0.07575718601061107	bound	500	nav	5_5	1	selection	FOC	500	nav	10_10	314	gemeen	0.2755394841895776
gemeen.foc5.nav.selection.bound.min1.soc4.all.5000	-0.1755770245254707	0.18643485702896784	bound	500	nav	5_5	1	selection	5000	5000	all	4_4	314	gemeen	0.2740076169849194
gemeen.foc5.nav.selection.bound.min1.soc4.all.10000	-0.1819549414290761	0.19531951463790903	bound	500	nav	5_5	1	selection	10000	10000	all	4_4	314	gemeen	0.26757678745828856
gemeen.foc5.nav.selection.bound.min1.soc4.all.FOC	-0.19501246459007887	0.11977829302054951	bound	500	nav	5_5	1	selection	FOC	500	all	4_4	314	gemeen	0.2865367216942536
gemeen.foc5.nav.selection.bound.min1.soc10.all.5000	-0.1506757894495141	0.1320873822727915	bound	500	nav	5_5	1	selection	5000	5000	all	10_10	314	gemeen	0.276036182237859
gemeen.foc5.nav.selection.bound.min1.soc10.all.10000	-0.16411303539219096	0.1194841348608431	bound	500	nav	5_5	1	selection	10000	10000	all	10_10	314	gemeen	0.267349043741028
gemeen.foc5.nav.selection.bound.min1.soc10.all.FOC	-0.1684395308306427	0.07575720902815195	bound	500	nav	5_5	1	selection	FOC	500	all	10_10	314	gemeen	0.2755394841895776
gemeen.foc5.nav.no.bound.min1.soc4.nav.5000	-0.13480189116759195	0.2391501393446016	bound	621	nav	5_5	1	no	5000	5000	nav	4_4	316	gemeen	0.27453289630248234
gemeen.foc5.nav.no.bound.min1.soc4.nav.10000	-0.14125820776080475	0.263742822119222	bound	621	nav	5_5	1	no	10000	10000	nav	4_4	316	gemeen	0.26606949028897675
gemeen.foc5.nav.no.bound.min1.soc4.nav.FOC	-0.1584009408102698	0.14922923067157878	bound	621	nav	5_5	1	no	FOC	621	nav	4_4	316	gemeen	0.29583255534803127
gemeen.foc5.nav.no.bound.min1.soc10.nav.5000	-0.13319524145481607	0.19091235043431928	bound	621	nav	5_5	1	no	5000	5000	nav	10_10	316	gemeen	0.2735011881741901
gemeen.foc5.nav.no.bound.min1.soc10.nav.10000	-0.14065097482978667	0.19408840539313113	bound	621	nav	5_5	1	no	10000	10000	nav	10_10	316	gemeen	0.2646357036208548
gemeen.foc5.nav.no.bound.min1.soc10.nav.FOC	-0.13908326614060076	0.1056485801982439	bound	621	nav	5_5	1	no	FOC	621	nav	10_10	316	gemeen	0.2844958700064146
gemeen.foc5.nav.no.bound.min1.soc4.all.5000	-0.12714916243771354	0.23604790060335598	bound	621	nav	5_5	1	no	5000	5000	all	4_4	316	gemeen	0.27703712970537825
gemeen.foc5.nav.no.bound.min1.soc4.all.10000	-0.13428329427553848	0.24536603298248016	bound	621	nav	5_5	1	no	10000	10000	all	4_4	316	gemeen	0.27098029492902775
gemeen.foc5.nav.no.bound.min1.soc4.all.FOC	-0.15840094395453688	0.14922922230737762	bound	621	nav	5_5	1	no	FOC	621	all	4_4	316	gemeen	0.29583255534803127
gemeen.foc5.nav.no.bound.min1.soc10.all.5000	-0.12464418558647543	0.1967933796798238	bound	621	nav	5_5	1	no	5000	5000	all	10_10	316	gemeen	0.27652956092338477
gemeen.foc5.nav.no.bound.min1.soc10.all.10000	-0.1320329930937445	0.17780249335612464	bound	621	nav	5_5	1	no	10000	10000	all	10_10	316	gemeen	0.2722350158239256
gemeen.foc5.nav.no.bound.min1.soc10.all.FOC	-0.13908327319847968	0.10564857374457497	bound	621	nav	5_5	1	no	FOC	621	all	10_10	316	gemeen	0.2844958700064146
gemeen.foc5.all.weight.bound.min1.soc4.nav.5000	-0.23273982053368444	-0.13747291082941537	bound	594	all	5_5	1	weight	5000	5000	nav	4_4	315	gemeen	0.23975200269757135
gemeen.foc5.all.weight.bound.min1.soc4.nav.10000	-0.24468828285236113	-0.14963299441527517	bound	594	all	5_5	1	weight	10000	10000	nav	4_4	315	gemeen	0.24218572886990497
gemeen.foc5.all.weight.bound.min1.soc4.nav.FOC	-0.2145383961597617	-0.1720109202942771	bound	594	all	5_5	1	weight	FOC	594	nav	4_4	315	gemeen	0.26497386944240864
gemeen.foc5.all.weight.bound.min1.soc10.nav.5000	-0.21363715065533492	-0.11870352920678369	bound	594	all	5_5	1	weight	5000	5000	nav	10_10	315	gemeen	0.23634201769956262
gemeen.foc5.all.weight.bound.min1.soc10.nav.10000	-0.24444817821527753	-0.13751255972598392	bound	594	all	5_5	1	weight	10000	10000	nav	10_10	315	gemeen	0.2294759224489734
gemeen.foc5.all.weight.bound.min1.soc10.nav.FOC	-0.1967175234821515	-0.16620352756976972	bound	594	all	5_5	1	weight	FOC	594	nav	10_10	315	gemeen	0.26317387430654504
gemeen.foc5.all.weight.bound.min1.soc4.all.5000	-0.2261578678537462	-0.1346863934871903	bound	594	all	5_5	1	weight	5000	5000	all	4_4	315	gemeen	0.2420128042673324
gemeen.foc5.all.weight.bound.min1.soc4.all.10000	-0.23842147154745866	-0.14502337566283396	bound	594	all	5_5	1	weight	10000	10000	all	4_4	315	gemeen	0.23880462473175235
gemeen.foc5.all.weight.bound.min1.soc4.all.FOC	-0.21453839546126965	-0.17201092028386253	bound	594	all	5_5	1	weight	FOC	594	all	4_4	315	gemeen	0.26497386944240864
gemeen.foc5.all.weight.bound.min1.soc10.all.5000	-0.19592850293387384	-0.11484739045850924	bound	594	all	5_5	1	weight	5000	5000	all	10_10	315	gemeen	0.24092081111669628
gemeen.foc5.all.weight.bound.min1.soc10.all.10000	-0.228809110697441	-0.1278692232876632	bound	594	all	5_5	1	weight	10000	10000	all	10_10	315	gemeen	0.23062650415170155
gemeen.foc5.all.weight.bound.min1.soc10.all.FOC	-0.19671751905731238	-0.16620352147388728	bound	594	all	5_5	1	weight	FOC	594	all	10_10	315	gemeen	0.26317387430654504
gemeen.foc5.all.selection.bound.min1.soc4.nav.5000	0.16919336738414684	-0.244576329626992	bound	594	all	5_5	1	selection	5000	5000	nav	4_4	315	gemeen	0.25682942521232055
gemeen.foc5.all.selection.bound.min1.soc4.nav.10000	0.1942176536255565	-0.29661818263279566	bound	594	all	5_5	1	selection	10000	10000	nav	4_4	315	gemeen	0.2531035473721557
gemeen.foc5.all.selection.bound.min1.soc4.nav.FOC	0.0998309545936666	-0.24118917019070668	bound	594	all	5_5	1	selection	FOC	594	nav	4_4	315	gemeen	0.2528934451855078
gemeen.foc5.all.selection.bound.min1.soc10.nav.5000	0.09083463964766893	-0.13544100553457122	bound	594	all	5_5	1	selection	5000	5000	nav	10_10	315	gemeen	0.25827787818108866
gemeen.foc5.all.selection.bound.min1.soc10.nav.10000	0.08788855897917051	-0.15160302322000196	bound	594	all	5_5	1	selection	10000	10000	nav	10_10	315	gemeen	0.2590605875633643
gemeen.foc5.all.selection.bound.min1.soc10.nav.FOC	0.050791832075277	-0.1831421465160011	bound	594	all	5_5	1	selection	FOC	594	nav	10_10	315	gemeen	0.24998178288347472
gemeen.foc5.all.selection.bound.min1.soc4.all.5000	0.17188522546729063	-0.2379827522431503	bound	594	all	5_5	1	selection	5000	5000	all	4_4	315	gemeen	0.2513277177144635
gemeen.foc5.all.selection.bound.min1.soc4.all.10000	0.17823411499855277	-0.2587350217031106	bound	594	all	5_5	1	selection	10000	10000	all	4_4	315	gemeen	0.2516186625467975
gemeen.foc5.all.selection.bound.min1.soc4.all.FOC	0.09983095963718237	-0.24118917419951333	bound	594	all	5_5	1	selection	FOC	594	all	4_4	315	gemeen	0.2528934451855078
gemeen.foc5.all.selection.bound.min1.soc10.all.5000	0.10720198566001399	-0.14533201912208496	bound	594	all	5_5	1	selection	5000	5000	all	10_10	315	gemeen	0.25347585517760773
gemeen.foc5.all.selection.bound.min1.soc10.all.10000	0.08611383790008796	-0.1369580204603545	bound	594	all	5_5	1	selection	10000	10000	all	10_10	315	gemeen	0.2541401306704991
gemeen.foc5.all.selection.bound.min1.soc10.all.FOC	0.050791831797216434	-0.18314214651116528	bound	594	all	5_5	1	selection	FOC	594	all	10_10	315	gemeen	0.24998178288347472
gemeen.foc5.all.no.bound.min1.soc4.nav.5000	0.3249707149011109	-0.25778930587255594	bound	766	all	5_5	1	no	5000	5000	nav	4_4	317	gemeen	0.2525846714680679
gemeen.foc5.all.no.bound.min1.soc4.nav.10000	0.35130812751725216	-0.2796866264251402	bound	766	all	5_5	1	no	10000	10000	nav	4_4	317	gemeen	0.24797171731972315
gemeen.foc5.all.no.bound.min1.soc4.nav.FOC	0.20459869048057486	-0.22327119493633332	bound	766	all	5_5	1	no	FOC	766	nav	4_4	317	gemeen	0.25040046878412126
gemeen.foc5.all.no.bound.min1.soc10.nav.5000	0.20262590197712152	-0.15025412253473816	bound	766	all	5_5	1	no	5000	5000	nav	10_10	317	gemeen	0.2561258877717605
gemeen.foc5.all.no.bound.min1.soc10.nav.10000	0.20793279469647893	-0.1651184880790085	bound	766	all	5_5	1	no	10000	10000	nav	10_10	317	gemeen	0.25441524010994115
gemeen.foc5.all.no.bound.min1.soc10.nav.FOC	0.12532975031997431	-0.16236404478307132	bound	766	all	5_5	1	no	FOC	766	nav	10_10	317	gemeen	0.25736284341598514
gemeen.foc5.all.no.bound.min1.soc4.all.5000	0.32906978355727357	-0.24830303931208433	bound	766	all	5_5	1	no	5000	5000	all	4_4	317	gemeen	0.2478275262678836
gemeen.foc5.all.no.bound.min1.soc4.all.10000	0.3353112857749757	-0.26529407579230174	bound	766	all	5_5	1	no	10000	10000	all	4_4	317	gemeen	0.24839881421993204
gemeen.foc5.all.no.bound.min1.soc4.all.FOC	0.20459865441507835	-0.22327116730991178	bound	766	all	5_5	1	no	FOC	766	all	4_4	317	gemeen	0.25040046878412126
gemeen.foc5.all.no.bound.min1.soc10.all.5000	0.22225860222702604	-0.15897401609455886	bound	766	all	5_5	1	no	5000	5000	all	10_10	317	gemeen	0.25108133511850295
gemeen.foc5.all.no.bound.min1.soc10.all.10000	0.20078668519875842	-0.1535877521541701	bound	766	all	5_5	1	no	10000	10000	all	10_10	317	gemeen	0.25061100179153817
gemeen.foc5.all.no.bound.min1.soc10.all.FOC	0.12532975023867846	-0.16236404474359653	bound	766	all	5_5	1	no	FOC	766	all	10_10	317	gemeen	0.25736284341598514
