id	left	target	right	lemma
contact/N/NVT_1954_21_pos/1853	weet . Is zijn psyche uniek , ondoordringbaar en niet mededeelbaar , zij is gevormd door zijn evenmens . In	contact	met dieren wordt zij dierlijk , in_contact met natuurmensen natuurmenselijk , in_contact met de beschaving beschaafd . Zijn gedachten en	contact
contact/N/GID_1991_65_pos/1918	te zijn . Opsluiting in de huiselijke sfeer onderstreepte hun rol als hoedster van de blanke zuiverheid en moest bezoedelende	contacten	met de inheemse bevolking voorkomen , waarvoor in de koloniale fantasie juist vrouwen als extra kwetsbaar golden . Om de	contact
contact/N/FDL_1989_15_pos/4180	Randstedelingen gedefinieerd . Bij de moderne begrippen waar het hier om gaat is het echter aannemelijk dat de mate van	contact	met de standaardtaalvariant , ook beïnvloed wordt door de sekse en leeftijd van de informant .7 Drie van de vier	contact
contact/N/NVT_1963_30_pos/598	mij is ; ik werd ontdekt , ik ben haar onvervreemdbaar eigendom geworden . - Elke dag zoek ik menselijk	contact	, elke dag wil ik anderen begrijpen ( wil ik begrepen worden ) . Ik praat en ik argumenteer ,	contact
contact/N/GID_1962_119_pos/4041	, maar zeker geen voldoende middel om dit doel te bereiken . Het is bovendien absoluut noodzakelijk dat ik persoonlijk	contact	met individuen tot_stand breng . Ik vraag u mij te beschouwen bij uw studie als een oudere collega en niet	contact
contact/N/GID_1942_27_pos/5204	leert meer en op velerlei gebied . Het leert de samenwerking der Luthersche gemeenten in ons land en het nauwe	contact	ook met vele buitenlandsche gelijkgezinden . Maar het leert ook - en waar en wanneer was die niet aanwezig ?	contact
contact/N/DIE_1938_144_pos/1415	minste contact zouden hebben met Fransch-sprekenden . - Ik was een gansch andere meening toegedaan , en dacht dat door	contact	er verzoening en begrip zou ontstaan , dat de twee talen op gelijken voet zouden komen te staan . Met	contact
contact/N/GID_1947_83_pos/65	den oorlog , met elkander in voeling komen . Gaarne wilde ik als Vlaming uiteenzetten , op welken grondslag dit	contact	naar mijn mening moet geschieden , opdat het vrucht zal dragen voor de toekomst . Ik neem meteen de gelegenheid	contact
contact/N/STR_1939_24_pos/3990	met onze machtigste organisaties , in een gesloten kring gewerkt hebben ; hoe pijnlijk-velen , ondanks alles , elk rechtstreeksch	contact	met Kerk_en priesters en door hen met Jesus-Christus , hebben gemist . Ook en vooral dan , wanneer een aalmoezenier	contact
contact/N/GID_1934_55_pos/42	alles overstemmend geluid : Japan dat zich de verdeeldheid van Europa , en de zelfgenoegzaamheid der Vereenigde Staten die het	contact	met Europa niet verzorgd hebben , ten nutte hoopt te maken . China laat weten ‘ dat geen staat het	contact
contact/N/DIE_1960_61_pos/1263	5 maart in 's-Hertogenbosch een bijeenkomst van journalisten uit Vlaanderen en Nederland georganiseerd is die de mogelijkheid van een duurzamer	contact	en nauwere samenwerking van de pers in beide landen beoogt . Men zou trachten te komen tot een praktisch voorstel	contact
contact/N/NVT_1963_30_pos/2457	boomgaard aan de voet van de berg . De lemen huizen waren mager en hol . We hadden er zelden	contact	met de mensen . Vader meed ze dag aan dag . Hij verdroeg het niet , dat haveloze en fanatieke	contact
contact/N/NIE_1956_116_pos/1782	een van de onvermijdelijke gevolgen van het gebeurde zal zijn , dat de ontspanning , die in sommige vormen van	contact	met de communistische landen was ingetreden , nu te niet is gedaan . Betrof het hier nog een aangelegenheid van	contact
contact/N/STR_1942_10_pos/3471	stem vermoeden van wie veel heeft doorgemaakt . Nogal zuiver-dogmatisch , ontbeert het de veelzijdige ondervinding , die alleen het	contact	met menschen laat verwerven . De auteur mist nog de meewarigheid , de bewogenheid , de allerruimste belangstelling ; imponeerend	contact
contact/N/JAA_1933_6_pos/856	; in groote ziekenhuizen , waar onderzoek en behandeling over een staf van specialisten is verdeeld , is het persoonlijk	contact	tusschen beiden vrijwel opgeheven , en voelt de zieke zich het object van een zakelijk bedrijf , dat op volkomen	contact
contact/N/STR_1942_35_pos/3413	adel moest met christelijken Vlaamschen adel trouwen . Daarom moesten gezonde gelegenheden gevonden of geschapen worden , waarbij gelijkgezinde jeugd	contact	kon vinden . Ook deze bedoeling was gewettigd en gezond . Maar leven is groei . Het sukses zelf van	contact
contact/N/SPI_1976_4_pos/13750	men thans , op_basis_van Bostoens informatie , Van_der_Noots_geldtransacties als minder noodgedwongen aanzien . Voor het eerst ook is een mogelijk	contact	met de purist Jan_van de Werve , auteur van Het Tresoor der Duytscher talen , waarschijnlijk gemaakt door aanverwantschap en	contact
contact/N/JAA_1945_44_pos/148	verkeer tusschen Noord en Zuid bestaan , hetgeen als een ernstige belemmering ondervonden wordt bij het verstevigen van het cultureel	contact	waaraan zoo hier als daar juist thans een zeer sterke behoefte bestaat , neemt de Mij. der Ned. Letterkunde in	contact
aanraking/N/GID_1975_67_pos/10771	pakte mijn hand vast , nam die in de hare en keek mij langdurig aan . Twintig jaar tussen twee	aanrakingen	. Twintig jaar . Twee dochters en een zoon . Ziekte , dood en zoveel grappen als een mens nodig	aanraking
aanraking/N/GID_1902_90_pos/9217	, en zag naar de plek in de galerij waar van Heemsbergen zat . Hij voelde haar blik als een	aanraking	van zijn oog-appels . Het was Naïla . Van die seconde af vermocht hij niets anders meer te zien .	aanraking
aanraking/N/JAA_1917_20_pos/4372	en het gesproken woord en niet minder door de rustelooze daad . Zijn priesterlijke zorg , die meer_en_meer door persoonlijke	aanraking	op veler zieleleven inwerkte , bleef voortgaan troost en verheldering te brengen . Maar ook waar hij met ruimer aanvatting	aanraking
contact/N/GID_1991_145_pos/10594	komen . Maar dat moet nog blijken . In mijn opzet spelen de burgemeester en een imam , die goede	contacten	heeft zowel in de Marokkaanse als in de Nederlandse samenleving , een belangrijke rol . Overigens blijkt bij een dergelijke	contact
contact/N/GID_1981_50_pos/5110	Frankrijk en Spanje verbleef ( in welk laatste land hij zijn boek verfilmde ) , kon hij nog maar nauwelijks	contact	houden . Toen hij weer in Europa kwam , was het al oorlog en kon hij niet_eens meer naar Frankrijk	contact
aanraking/N/GID_1905_86_pos/819	en horreur le “ flamingantisme ” ’ . De eigenlijke Belgische letterkunde , door Lemonnier erkend , moest door de	aanraking	met Frankrijk verwekt worden . Het waren , na de Staatsgreep van 1851 , de Fransche ballingen , gedwongene en	aanraking
contact/N/DIE_1998_94_pos/327	is het postwezen , de georganiseerde en door mensenhanden uitgevoerde verzending en bestelling van geschreven boodschappen een metafoor voor mijn	contact	met de wereld , dat onrechtstreekse waaraan ik de voorkeur geef . Toen ik jong was , gebeurde het dat	contact
aanraking/N/DIE_1991_120_pos/354	iemand erin om met een chemische stof van alle indrukken op de huid een afdruk te nemen , zodat alle	aanrakingen	, alle strelingen , alle sensibele impressies uit het verleden zichtbaar werden . Toen hij de eerste afdruk bekeek ,	aanraking
contact/N/STR_1943_28_pos/97	de schrijver heeft zich , jaren lang , met allerlei vormen van geloofsverdediging en bekeeringswerk ingelaten ; van zijn veelvuldig	contact	met verscheidene menschen en opinies , van zijn gevarieerden arbeid als predikant en schrijver , apologeet en propagandist , is	contact
aanraking/N/DIE_1910_52_pos/1610	, of ‘ helsche quale ’ in mistroost en lijden zendt . Deze vereeniging zonder middel bestaat in eene onmiddellijke	aanraking	van God met het wezen der ziel . Wanneer de mensch zich tot God in werkende Minne verheft , zoo	aanraking
contact/N/GID_1990_90_pos/4436	kennen , namelijk als compressie voor de uitbarsting ) verkeert . Papiamentu_Nederlands Formeel ( Staten_Eilandsraad ) Formeel niet-officieel officieel reëel	contact	administratief oraal en geschreven oraal en geschreven prestige prestige communicatieve waarde symbolische waarde slechts vak instructietaal Het grote verschil tussen	contact
contact/N/NVT_1958_17_pos/20096	het Stedelijk Museum te Amsterdam , een man die met de jaren steeds jonger wordt en daardoor in zo nauw	contact	weet te blijven met de laatste snufjes van de abstracte vormgeving , schreef in het Museumjournaal dat ‘ het moeilijk	contact
contact/N/STR_1935_43_pos/1797	het Protestantisme wordt afgewezen , toch is hij in zijn anti-metaphysieke houding , waarmede hij de diepste bestaanskernen voor intellectueel	contact	heeft weggesloten , en ze alleen laat benaderen langs a-logische wegen , de theoretische wijsgeer van reformatorisch leergoed . De	contact
contact/N/SPI_1978_17_pos/633	aansluitende series . Allen die overtuigd zijn van het belang hun werkzaamheid in internationaal verband te bespreken en om het	contact	met vakgenoten in het buitenland te intensiveren , wijzen we op de mogelijkheid dit te doen door lid te worden	contact
contact/N/GID_1970_66_pos/1159	’ -syndroom . De encogido is een bepaald type van kleine boer , een vreesachtig en op_zichzelf teruggetrokken wezen dat	contact	vermijdt met personen van hogere status , behalve als zij voor hem als middelaars kunnen optreden op bovendorps niveau .	contact
aanraking/N/STR_1945_30_pos/4798	. Door het modern verkeer - treinen , buurtspoorwegen , bussen en ook wel de eigen auto-wagen - is de	aanraking	met de stad ontstaan en heeft het dorp zijn beteekenis als gesloten centrum van boerenleven verloren . De plattelandsbouwkunst varieert	aanraking
contact/N/GID_1923_119_pos/1530	een harer scholen vertoevend , daar gelegenheid vinden , iets van hun studiën bekend te maken . Men kan zulk_een	contact	op een afstand zonder bezwaar een lidmaatschap der Universiteit noemen ; wij hebben dien term vroeger hier te lande ook	contact
contact/N/STR_1947_36_pos/3269	werk vergeleken met de andere doctorale thesis : Henriëtte_Roland_Holst . Wezen en werk , door Dr J.P. van Praag (	Contact	, Amsterdam , 1946 , 220 blz. ) . Het vlaamse werk moet voor net Nederlandse zeker niet onderdoen ;	contact
contact/N/STR_1935_33_pos/1522	erin te volgen heelt . Ook in de binnenlandsche politieke toestanden kan hij een dieperen kijk slaan ; door zijn	contact	namelijk met al de voormannen der politieke partijen die beurtelings het bewind in_handen namen . Het contact van den vorst	contact
aanraking/N/TAA_1934_45_pos/167	en dit werd hem vooral duidelik toen hij , in Prof. Brunot's Histoire de la langue française , de culturele	aanrakingen	tussen Frankrijk en Nederland in de achttiende eeuw behandelende , voor bevestiging van het resultaat zijner onderzoekingen betreffende de uiterlike	aanraking
contact/N/NVT_1951_124_pos/1147	vergelijkbaar bij zwerfstenen in grillige stolsels hier beland uit de stratosfeer van de menselijke bespiegeling , ten_diepste schokkend voor wie	contact	heeft met des schrijvers levenssfeer , al is hun ontroerende kracht van een geheel andere emotionaliteit dan het ‘ jij-en-ik	contact
contact/N/DIE_1955_93_pos/2276	betrokken , doch zelden afzonderlijk behandeld . Medewerking uit het noorden blijft incidenteel . Het lijkt zelfs , of het	contact	met Denemarken levendiger is dan dat met Holland , want van Johannes_Jörgensen verschijnen jaar op jaar vertalingen , tot hij	contact
aanraking/N/DIE_1913_60_pos/5020	plaats vinden . Dat dient natuurlijk niet overdreven . Maar feitelijk ligt daar weer iets heel goeds in : de	aanraking	met de grootstad vooral oefent een jammerlijken invloed op een dorp uit , en hoe meer men de gelegenheden van	aanraking
contact/N/NIE_1947_68_pos/232	een tijdlang bij de toen nog niet geheel genazificeerde Gestapo - die hem , al gaven zij hem geen direct	contact	met de binnenste kring der machthebbers , tot zijn illegale activiteit in_staat stelden : in het Voorwoord tot Deel I	contact
contact/N/TAA_1970_80_pos/4451	toe was het gebruikelijk dat deze lijst beperkt bleef tot de Nederlandse universiteiten , waardoor het nagestreefde doel : onderling	contact	en voorkomen van dubbel werk , slechts ten_dele werd bereikt . Overeenkomstig de wens , neergelegd in een motie van	contact
aanraking/N/TAA_1986_51_pos/2634	Kouwenaar : in het donker kan een aanwezigheid alleen vastgesteld worden door een ander zintuig dan het gezicht , door	aanraking	bijvoorbeeld - en dit laat zich uitstekend combineren met een aantal van de hierboven gesuggereerde interpretaties , onder_meer ook met	aanraking
contact/N/DIE_1964_16_pos/3953	. Voor het overgrote deel echter blijft de zelfherkenning van de ‘ magere heilige ’ een zodanige privé-aangelegenheid dat het	contact	- emotioneel en intellectueel - M._Janssens	contact
