id	left	target	right	lemma
vreemdeling/N/FDL_1963_10_pos/6869	monniken , die voor de kerstening van Noord-Europa direkt en indirekt zoveel betekend hebben . De auteur heeft in ‘	Vreemdelingen	uit Ierland ’ de eigen vertalingen van het leven van Columba_van_Jona en dat van Columbanus van Luxeuil samengebracht . Ook	vreemdeling
vreemdeling/N/GRO_1905_73_pos/3219	Grazie a_Lei , ’ herhaalde de een-oog verstaanbaar en stond diep gebukt met den hoed in_de_hand te bedelen . De	vreemdeling	wierp er een halve frank in en groette het ventje dat bedeesd en vriendelijk zijn ‘ buora sera ’ knikte	vreemdeling
vreemdeling/N/NVT_1947_96_pos/1562	. Op drie na , allen Italianen . Niemand weerstaat aan een beklemmende ontroering bij de gedachte van die zwoegende	vreemdelingen	, in duisternis geklonken , en aan hun zonnig vaderland ontrukt . De mijndirecteur , die deze emotie had opgemerkt	vreemdeling
vreemdeling/N/JAA_1962_2_pos/5442	een kring die een nostalgische hang naar het romantische verleden schijnt te koesteren . En hoe moeilijk het voor de	vreemdeling	is , de gevoelsbewegingen in een land dat niet het zijne is te onderscheiden , in Frankrijk meent men toch	vreemdeling
vreemdeling/N/GID_1926_35_pos/8829	te versmoren wat u nog overbleef : uwe tael , het vaderland der ziel . Sinds 25 jaer zijt gij	vreemdelingen	op uwen eigen grond ... Sinds 25 jaer is de Wael het bevoorrecht , bedorven kind der regeering , zijn	vreemdeling
vreemdeling/N/SPI_1977_8_pos/1252	, een ‘ reisgenoot ’ in Awater , een ‘ man ’ , ‘ de man ’ , ‘ de	vreemdeling	’ in Het Uur U uitziet , een volslagen leegte , was er niet in het verlengde van De_Beweging van	vreemdeling
vreemdeling/N/NVT_1955_27_pos/861	. Maar als ik intreed , zie ik slechts hoe koel en zwijgend zich de dingen mij vertonen , een	vreemdeling	die ergens toch moet wonen tussen een lamp , een tafel en een stoel . Nachtvogels Nachtvogels hangen onbewegelijk in	vreemdeling
vreemdeling/N/SPI_1965_7_pos/5781	) twijfelde , voor de voeten werpen , dat het iemand , in eene eeuw levende , welke een Corsicaanschen	vreemdeling	op den troon van Frankrijk , een soldat de fortune Pacha van Egypte , een advocaatszoon Koning van Sweden heeft	vreemdeling
vreemdeling/N/GID_1972_67_pos/5119	het leer was die van haar bijna reukloze huid . Bijna vier weken later liep Pierre achter een kleine stoet	vreemdelingen	waarvan hij alleen Karel , Nicole , Tineke en Joris kende . Hij had die morgen , een uur of	vreemdeling
vreemdeling/N/JAA_1928_15_pos/7593	van zijn muziekinstrumenten ; ook gaf hij er nu en dan weder muziekavonden , waar kunstenaars oude instrumenten bespeelden of	vreemdelingen	de kunst vertolkten van hun eigen land . Ondanks Epictetus was het hem een vreugde gastheer , voorlichter , vraagbaak	vreemdeling
vreemdeling/N/DIE_1908_12_pos/892	aangeheven . Dan ook viel de nacht . Alle man , en de menschen van 't dorp en zij de	vreemdelingen	gingen de doodenkamer binnen . Heer_Fungwa ook nam Heer_Ngundu_Nkunga , stak hem onder zijnen mantel . Heer_Ngundu_Nkunga zeide tot Heer_Fungwa	vreemdeling
vreemdeling/N/GID_1938_124_pos/1593	te zijn1 ) . Hij zag het welvaartsprobleem onder oogen en zocht verbetering in het aanmoedigen van den handel met	vreemdelingen	, het bevorderen van de visscherij , het invoeren van nieuwe gewassen en het veredelen van bekende . De teelt	vreemdeling
vreemdeling/N/DIE_1900_84_pos/1585	Nauwelijks werpt Sienkiewicz eenen vluchtigen blik op het Forum ; in ‘ Quo_vadis ’ leeft men niet te Rome als	vreemdeling	maar als Romein , in de badzalen , in de lusthoven , in het huis van den Patriciër , in	vreemdeling
vreemdeling/N/FDL_1970_2_pos/6928	ervan blijken van oorsprong vreemdelingen te zijn ; met_name in het derde bedrijf staan zij in een twistgesprek samen als	vreemdelingen	tegenover de enige geboren en getogen Amsterdammer , Jan_Knol . Elke poging om met_behulp_van hetgeen de dichter er in de	vreemdeling
vreemdeling/N/DIE_1993_15_pos/2448	's_nachts gedroomd dat haar slaapvertrek en het gehele huis vol bloed zaten en dat een brand alle tovermiddelen waarmee ze	vreemdelingen	behekste , verteerde . Caritas_Bildad , een oude operazangeres , heeft de rol van Circe . ( Om de verwantschap	vreemdeling
buitenlander/N/DIE_1989_164_pos/6074	licenties een aantal ( bijkomende ) cursussen in het Engels gegeven dienen te worden . De bedoeling is vooral meer	buitenlanders	aan te trekken , maar ook onze eigen studenten profiteren van dit nieuwe aanbod . De tijd is stilaan rijp	buitenlander
vreemdeling/N/DIE_1925_38_pos/6930	dat tijdens den Krim-oorlog in 1854 , bij de bespreking in het Engelsche Parlement van_de wet op de aanwerving der	vreemdelingen	, Lord_Derby de hoop uitdrukte dat ten_minste ‘ the Belgians who ran away at Waterloo would not be enlisted ’	vreemdeling
buitenlander/N/JAA_1926_24_pos/3492	, als zoodanig in 1898 met eene rede van Prof. G.J.P.J._Bolland voor het publiek geopend , is gebleken vooral voor	buitenlanders	veel aantrekkelijks te bevatten . De aandacht van buitenlandsche geleerden had Meijer reeds eerder op zich gevestigd , inzonderheid door	buitenlander
buitenlander/N/GID_1996_55_pos/442	en dat geldt niet_alleen voor de bewoners van de voormalige ddr - , reageren nu hun angsten af op de	buitenlanders	en hier en daar ook alweer op joden . Een jaar geleden nog was er een sociologische bestseller die onze	buitenlander
vreemdeling/N/DIE_1902_82_pos/138	het door , God weet ten spijte van wat al hindernissen . Dank aan hen stroomt het sedert eenige weken	vreemdelingen	en kunstkenners in het oude Venetië van 't Noorden , dat als_het_ware voorbestemd was voor dergelijke onderneming . De tentoonstelling	vreemdeling
vreemdeling/N/GID_1969_90_pos/122	gekomen , heeft een Amerikaanse oliemaatschappij van de Standard genationaliseerd en grote landgoederen en plantages ( ook wanneer zij aan	vreemdelingen	toebehoren ) aangewezen om verdeeld te worden onder coöperaties van kleine boeren . Op 26 september 1969 heeft daarna in	vreemdeling
buitenlander/N/ONT_1952_40_pos/820	verheugend was dat de voornaamste rollen vrijwel alle bezet werden door Nederlandse krachten , of vast aan de opera verbonden	buitenlanders	, een feit dat in de geschiedenis van de Ned. Opera van grote betekenis genoemd mag worden . Het ziet	buitenlander
vreemdeling/N/TAA_1964_56_pos/3418	uitvoerigheid en gedetailleerdheid , en zou ook niet in goede handen zijn bij een recensent die in het Limburgs zo_goed_als_een	vreemdeling	is . Dat vreemdelingschap kan een verontschuldiging zijn voor de betrekkelijke uitvoerigheid waarmee hier is ingegaan op een biezonderheid van	vreemdeling
vreemdeling/N/DIE_1907_65_pos/96	te roepen : namelijk dat er veel schakeeringen zijn onder de politieke partijen in Nederland en dat het voor een	vreemdeling	tamelijk moeilijk is klaar te zien in die veelvuldigheid . In 't woord van Mr de_Bosch_Kemper : ‘ Geen volk	vreemdeling
buitenlander/N/TAA_1937_31_pos/1072	1 en 2 . L._Grootaers publiceert Vragenlijst No . 19 van het Zuidnederlandsch_Dialectonderzoek . - R.F._Lissens beoordeelt twee boeken van	buitenlanders	over Vlaanderen , n.l. Literarisches_Schaffen und Volkstum in Flandern van Lili_Sertorius en het proefschrift van Cath . C. Ter Haar	buitenlander
buitenlander/N/TAA_1958_80_pos/3318	is Dutch ei with liprounding , .. ’ Het zou een uitkomst zijn als we hierin een hulpmiddel hadden om	buitenlanders	de klank te leren die de meesten het moeilijkst vinden . Men moet dan_wel uitgaan van een zeer open [	buitenlander
buitenlander/N/GRO_1922_4_pos/7575	’ en ‘ leelijke ’ van woorden is zuiver traditioneel en conventioneel . Dit blijkt op eigenaardige wijze als een	buitenlander	in het Hollandsch dichten gaat , zooals inderdaad is geschied . De bedoelde dichter ( es ) vond ‘ geur	buitenlander
vreemdeling/N/NVT_1951_5_pos/463	van zestig of zeventig is het kind van tien dat hij was , of de jongeling van twintig , een	vreemdeling	, wiens wérkelijke wezen hij niet meer kent of zelfs kennen kan . Wie de proef zou kunnen nemen ,	vreemdeling
vreemdeling/N/DIE_1907_3_pos/192	aangehaald , neemt aan dat hetzelfde zoude mogen gezeid worden van_de Duitsche werklieden . En België ! Als men de	vreemdelingen	hoort spreken over Belgische toestanden , zoude men zeggen dat wij hier in een Eldorado leven . De Mark_Lane_Express schreef	vreemdeling
vreemdeling/N/NVT_1955_62_pos/4964	afwezige toon , waarop zij antwoordde . - Ik voel je hand ... Waarom is je hand zo koud ,	vreemdeling	? Was zij_het , die ik in vervoering had gevolgd , toen wij achter haar vaandel aan de wallen van	vreemdeling
vreemdeling/N/DIE_1907_100_pos/941	vernietigen . Vandaar dan die strijd : een worsteling onder dieren en gewassen van dezelfde soort , een strijd tegen	vreemdelingen	, tegen individuën van eene andere soort . De strijd om het bestaan voert tot de natuurkeus . En ziehier	vreemdeling
vreemdeling/N/NVT_1955_86_pos/7463	zuiver toeval . Frieda heeft zich in de armen van K. geworpen uit jalousie voor Olga . K. is een	vreemdeling	, hij is steeds te veel . De waardin zegt hem ( Das_Schloss , blz. 69 ): ‘ Sie sind	vreemdeling
vreemdeling/N/DIE_1964_30_pos/3072	wij Nederlanders en Vlamingen als professoren en docenten ontmoet . In de zeven eerste maanden van 1963 weken 18 134	vreemdelingen	naar Zuid-Afrika uit ; daarvan waren er 330 Belgen , waaronder 60 pct. Vlamingen , en 623 Nederlanders . Opvallend	vreemdeling
vreemdeling/N/DIE_1909_28_pos/2664	Zooals het daar stond , wekte het Pantheon de bewondering van iederen bezoeker , van_den keizer zoowel als van_den eenvoudigen	vreemdeling	. Sinds 391 was het gesloten en reeds knaagde onverbiddelijk de tijd aan_het prachtige monument . Toen liet Bonifacius_IV de	vreemdeling
vreemdeling/N/SPI_1980_17_pos/358	met die veelvuldige verwijzingen naar onbegrijpelijke Nederlandse werken ? Ik betwijfel sterk of de inleiding op_zichzelf leesbaar is voor een	vreemdeling	. Hoe interpreteert hij : middelnederlandse vormen ‘ from the Bavarian - Dutch areas ’ ( p. 41 ) ?	vreemdeling
vreemdeling/N/GID_1911_100_pos/1160	, was de ervaring die eenige malen werd opgedaan , dat , ondanks alle voorzorgen en alle bewaking , toch	vreemdelingen	er in slaagden in vermomming door te dringen op gebied dat hun ontzegd was . Met name , toen het	vreemdeling
vreemdeling/N/NVT_1967_66_pos/4454	de directeur . Een vreemdeling als patiënt is een vreemdeling onder de patiënten . Ja meneer de directeur . Een	vreemdeling	die tot het verplegend personeel van dit ziekenhuis is toegelaten is een bevoorrechte onder de vreemdelingen . Ja meneer de	vreemdeling
buitenlander/N/GID_1976_12_pos/2865	werkgevers en koppelbazen zoals dat was afgesproken . Bovendien bleek de regeling dodelijk te zijn voor vrijwel alle werkelijk illegale	buitenlanders	. Ze maakten geen schijn van kans op iets anders dan uitzetting . Deze regeling , zo liet de regering	buitenlander
vreemdeling/N/DIE_1933_99_pos/4027	Gibbons , ook W._Byrd spraken hier hun edele en vertrouwde taal tot hunne ontroerde nazaten , en wekten bij menig	vreemdeling	een gevoel van afgunst op , om die levende traditie van Engeland , die het schone van vroeger tot eigen	vreemdeling
vreemdeling/N/GID_1903_13_pos/17997	te lachen ! - Welnee , dat vind ik niet ... alleen wat erg voorkomend . - Juist , tegenover	vreemdelingen	. Hebt u gezien hoe hij gisteravond dat kleine meisje aanhaalde om bij haar vader , den professor , in	vreemdeling
vreemdeling/N/TAA_1908_50_pos/1199	, vs. 1020 : hier schuilt m.i. geen drukfout , ‘ en een ander ’ betekent : ‘ en andere	vreemdelingen	’ ; met wy bedoelt Andries zich_zelf en Jan_Knol , die immers ook een vreemdeling is , vgl. vs. 1014	vreemdeling
buitenlander/N/TAA_1987_16_pos/3086	( zoals de ondertitel van het boekje luidt ) , in_casu de discussie over de juiste toetsvorm van taalvaardigheid van	buitenlanders	die Nederlands leren of geleerd hebben . De schrijvers zijn van_mening dat de zogenaamde realistische toetsing die toegepast wordt voor	buitenlander
vreemdeling/N/GID_1914_15_pos/96	dertig jaar geleden , Busken_Huet .... en nog_geen dertig maanden geleden herhaalde Hofstede_de Groot dezelfde gedachte , toen hij een	vreemdeling	liet peinzen : ‘ al dat andere , die beschrijving van bouw- en beeldhouwkunst , van kunstnijverheid en_wat_dies_meer_zij , hoe	vreemdeling
