id	left	target	right	lemma
aflossing/noun/algemeen_dagblad_19991028_89/561	aantal nieuwe vereisten , zoals : u moet minstens 20 jaar premie betalen en u mag de uitkering alleen voor	aflossing	van de hypothecaire lening gebruiken . Bestaande polissen die niet aan deze voorwaarden voldoen , moeten voor 2003 worden aangepast	aflossing
aflossing/noun/nrc_handelsblad_20010929_86/286	een begrotingsoverschot ingeboekt van 1 procent bbp ( 4,3 miljard euro ) , dat volledig ten gunste komt van de	aflossing	van de staatsschuld . Dat is een goede boodschap voor de kiezer , maar de aanname van 2 procent onderliggende	aflossing
aflossing/noun/algemeen_dagblad_19991230_30/169	PvdA en D66 willen dan meer geld uitgeven aan onderwijs , milieu en zorg . De VVD geeft voorrang aan	aflossing	van de staatsschuld .	aflossing
aflossing/noun/het_laatste_nieuws_20041117_01_603/283	return voor hun investering verwachten . De zomermaanden , het moment dat de nationale coach zijn selectie samenpuzzelt voor de	aflossingen	, zullen dus bepalend zijn of ik in oktober 2005 op een contractverlenging mag rekenen . andquot; ( MDW/Foto VdB	aflossing
aflossing/noun/volkskrant_20020225_65/188	beschimpte Balkenende de minister van Financiën . Hij verwees naar ' torenhoge ' inflatie en de dreigende financieringstekorten die de	aflossing	van de staatsschuld in de weg staan . De CDA-lijsttrekker toonde zich verdrietig over de kritiek van PvdA-leider Melkert ,	aflossing
afbetaling/noun/de_morgen_20041220_01_123/1273	Het is raadzaam daarbij ook de fiscale implicaties te bekijken . Hypothecaire leningen bieden vaak fiscale voordelen die leningen op	afbetaling	niet genieten . Bekijk de ristorno's Sommige financiële instellingen geven kortingen in verhouding tot andere bedragen die de ontlener aanhoudt	afbetaling
afbetaling/noun/volkskrant_20040426_38/363	een jaar voor de revolutie , een briefje aan Havel met de woorden : beschouw mijn dankzegging als een kleine	afbetaling	op een nooit in te lossen schuld . ' Toch lijkt Viewegh de laatste paar jaar meer werk te maken	afbetaling
aflossing/noun/het_nieuwsblad_20030414_01_402/431	ik het spel kon spelen . Ik moest enkel zien Pieri te verschalken , al voelde ik dat de laatste	aflossingen	van de Italiaan niet meer zo sterk waren . Hij nam de kop bovenaan , Ekimov zat een vijftal meter	aflossing
aflossing/noun/volkskrant_20000113_64/414	- en tot belastingverlaging . Deze norm heeft zijn waarde bewezen . Eindelijk kunnen we in Nederland beginnen met een	aflossing	van de schuld die ook conform de criteria van de Europese Unie te hoog is . Het is derhalve vreemd	aflossing
aflossing/noun/parool_20020917_111/2558	na 2006 . De begroting voor het jaar 2003 is onderdeel van het meerjarig beleid , dat gericht is op	aflossing	van de staatsschuld in ongeveer 25 jaar . Dat is de meest betrouwbare weg om de gemeenschapsvoorzieningen voor onze vergrijzende	aflossing
afbetaling/noun/de_standaard_20040114_01_122/1085	ook af waar ze het geld haalt . Ondertussen stromen hier ook de rekeningen binnen van verzorgingsproducten die ze op	afbetaling	heeft gekocht . \" De overige hulpverlening heeft duidelijk steken laten vallen , vinden Sandra's ouders . Hun dochter heeft	afbetaling
aflossing/noun/nrc_handelsblad_20000501_67/154	verwachte extra overheidsinkomsten . Volgens de huidige afspraken in het regeerakkoord gaat de opbrengst van de veilingen rechtstreeks naar de	aflossing	van de staatsschuld . De VVD wil , net als minister Zalm , vasthouden aan die afspraken , maar de	aflossing
aflossing/noun/algemeen_dagblad_20040306_34/396	hebben de dupe zouden worden . Volgens Wijn kan belastingheffing voorkomen worden als werkgever en werknemer met elkaar afspreken de	aflossing	van de lening voor de computer over meerdere termijnen uit te smeren . Hij gaat niet zover dat hij de	aflossing
aflossing/noun/nrc_handelsblad_20010411_7/203	jaar . Dalen de koersen echter , zoals het afgelopen jaar is gebeurd , dan krijgt de klant - na	aflossing	van de lening - niets terug . Hij kan zelfs een schuld opbouwen bij Legio , ook al heeft hij	aflossing
aflossing/noun/algemeen_dagblad_20010517_184/373	220.000 gulden kochten . Inmiddels brengt de woning bij verkoop zekere een miljoen gulden op . Indertijd is een lineaire	aflossing	van de hypothecaire lening afgesproken en dat resulteert in een restschuld op dit moment van 150.000 gulden . Bij verkoop	aflossing
aflossing/noun/nrc_handelsblad_20030621_93/200	Hij kocht in 1998 , als aanvullend inkomen , voor 30.000 euro onder meer de 5,5 procent 30-jarige staatslening (	aflossing	2028 ) op 105 procent . Nu doet die lening circa 116 , een koerswinst van zo'n 10 procent .	aflossing
aflossing/noun/nrc_handelsblad_20011105_69/316	de loop van 1996 naar een dieptepunt . Dubbel voordeel voor M : een lage rente én straks een lagere	aflossing	. De tegenpartij N is natuurlijk niet gek , en wil daar het nodige voor terug . M zou in	aflossing
aflossing/noun/nrc_handelsblad_20000814_9/269	daartegen steeds verzet . Nominaal gaat het meningsverschil om relatief weinig geld . De Russische defensiebegroting is , na de	aflossing	van de staatsschuld , nog steeds de grootste van het totale overheidsbudget . De uitgaven voor bijvoorbeeld onderwijs zijn een	aflossing
afbetaling/noun/de_standaard_20040415_01_6/138	vorig seizoen , zo berekende het persagentschap AP . Maar de sterren hoeven zich geen zorgen te maken over de	afbetaling	van hun hypotheek : ze verdienen jaarlijks nog altijd meer dan twee miljoen euro . \" Misschien wordt het de	afbetaling
aflossing/noun/de_standaard_20000306_01_67/71	. Bij de vrouwen behield Martine Hubert haar nationale titel . SAIVE-Saive en Hubert-Ozer waren de verwachte finales . Van	aflossing	aan de Belgische tafeltennistop is immers nog geen sprake . \" Er staat inderdaad nog geen jeugd klaar die onmiddellijk	aflossing
aflossing/noun/nrc_handelsblad_20020828_112/6	Nigeria heeft de	aflossing	van zijn buitenlandse schulden opgeschort omdat de terugval aan inkomsten de reserves van buitenlandse valuta aantast . Dat heeft de	aflossing
aflossing/noun/nrc_handelsblad_20000219_75/530	kunnen terugverdienen . Zo werkt dat niet met publieke middelen . \" De PvdA zegt : de schuldquote zakt zonder	aflossing	in twintig jaar vanzelf naar 20 procent . Waarom zoveel nadruk gelegd op schuld aflossen ? \" Dat vind ik	aflossing
afbetaling/noun/het_nieuwsblad_20030115_01_32/302	er kunnen mee omgaan . \" \" Even erg als die kredietkaarten zijn de postorderbedrijven , die ook gul op	afbetaling	leveren : Trois Suisses , La Redoute , en andere . Ook daar raken sommigen voor zeer hoge bedragen in	afbetaling
afbetaling/noun/de_morgen_20021207_01_207/603	, en de vrouw opende een kredietlijn van 15.000 dollar in Franks naam , kocht een rode Ford Mustang op	afbetaling	, huurde een auto die ze in de prak reed , waarna het verhuurbedrijf de echte Frank met een rechtszaak	afbetaling
aflossing/noun/nrc_handelsblad_20010202_148/168	met het Zwarte Vierkant van de Inkombank en heeft voorgesteld de hele collectie van de bank over te nemen als	aflossing	van de schuld aan de Russische staat . Maar de Inkombank is niet ingegaan op dit voorstel . Een eventuele	aflossing
afbetaling/noun/het_nieuwsblad_20021106_01_118/209	gebruiken voor de schuldbegeleiding van hun cliënten . De OCMW's mogen personeel aanwerven om schuldenaars bij te staan bij de	afbetaling	. In sommige gevallen kan het OCMW zelfs beslissen om de schuld zelf te betalen . De maatregel vervangt de	afbetaling
aflossing/noun/nrc_handelsblad_19990421_102/416	In totaal wist het voor 5,9 miljard gulden aan woninghypotheken in de portefeuille bij te schrijven . Na aftrek van	aflossingen	ter waarde van 5 miljard gulden kwam het totaalbedrag aan beheerde portefeuilles ultimo 1998 op 25,6 miljard gulden . Tegenover	aflossing
aflossing/noun/nrc_handelsblad_20001004_30/708	man voor de duur van zes maanden worden uitgezonden . Nederland eist dan ook garanties van de VN dat de	aflossing	na die zes maanden van tevoren is geregeld . De mariniers behoren tot de best getrainde eenheden van de krijgsmacht	aflossing
aflossing/noun/nrc_handelsblad_20000209_58/63	dit infrastructuurfonds . In het regeerakkoord sprak de PvdA met de coalitiepartners af de opbrengst uit staatsdeelnemingen te gebruiken voor	aflossing	van de staatsschuld . De partij overweegt nu een wijzigingsvoorstel op de wet FES en zoekt daarvoor steun bij D66	aflossing
aflossing/noun/het_laatste_nieuws_20010714_01_525/676	de tv , de vrouwen en de centen naar de Spelen gebracht . En in het IOC-bestuur zitten , ter	aflossing	van dunner blauw bloed , naast zijn zoon nu ook ook meer gewezen sportkampioenen dan ooit . De Spelen zijn	aflossing
aflossing/noun/nrc_handelsblad_20010619_31/158	4 procent op de begroting ontstaan , wat volgens de studiegroep een onevenredig grote last voor toekomstige generaties betekent .	Aflossing	van de staatsschuld , waarvan de rentelasten nu jaarlijks ook voor ongeveer 4 procent op de begroting drukken , kan	aflossing
aflossing/noun/parool_20020125_79/269	reder aangediend . Dat zou ook de reden zijn dat Kritikos voorgesteld heeft voorlopig af te zien van de maandelijkse	aflossing	. Van de formele term uitstel van betaling , is geen sprake . De gemeente Amsterdam moet haar investering deels	aflossing
aflossing/noun/nrc_handelsblad_20000209_58/111	CDA en GroenLinks . PvdA-Kamerlid Bos zei gisteren criteria te willen opstellen die bepalen wanneer de opbrengst van staatsdeelnemingen naar	aflossing	van de staatsschuld gaat en wanneer naar het fonds voor grote infrastructurele projecten . Minister Zalm ( Financiën ) is	aflossing
afbetaling/noun/volkskrant_20000623_102/214	van Oudheden ( 42 duizend gulden ) . Verder is de KunstKoopregeling , die particulieren in staat stelt kunst op	afbetaling	te kunnen kopen , sterk gegroeid . In 1999 hebben particulieren via de regeling voor ruim 16 miljoen gulden aan	afbetaling
aflossing/noun/het_laatste_nieuws_20040323_01_1357/6106	; 2. Song Suk-woo ( ZKo ) 5:09.807 ; 3. Ye Li ( Chn ) 5:10.089 . - 5.000 m	aflossing	- Finale : 1. Canada 34 ptn ; 2. Rusland 21 ; 3. Japan 13. - EINDKlassement alle afstanden :	aflossing
aflossing/noun/volkskrant_20001113_131/173	toenemende mate bijbaantjes zoeken , maar ook ná hun studie is de pijn niet voorbij . Meenden zij van de	aflossing	van hun studieschuld in elk geval de rente-op-rente-op-rente-last fiscaal te kunnen compenseren , vanaf 2001 is ook dát verleden tijd	aflossing
afbetaling/noun/algemeen_dagblad_20020503_151/660	het faillissement al aankomen . \" Dit is mensonterend . Ik kan ook nergens meer eten of andere spullen op	afbetaling	kopen . Ik red het alleen door geld te lenen , maar ik kan toch niet steeds bij mijn oude	afbetaling
aflossing/noun/de_standaard_20020226_01_87/52	afsluitende persconferentie . 2 . Veelkleurig spektakel tijdens de slotceremonie . 3 . Start van de 4 x 5 km	aflossing	voor vrouwen . 4 . Vreugde bij de Canadese ijshockeyploeg na de finalezege tegen de VS . 5 . Freestyler	aflossing
afbetaling/noun/het_nieuwsblad_20011221_01_111/162	kreeg , had zich om het plein opgesteld . De betogers verweten Cavallo dat hij de armen opoffert voor de	afbetaling	van de buitenlandse schuld van 132 miljard dollar -- die door de meeste buitenlandse investeerders al is afgeschreven . De	afbetaling
aflossing/noun/algemeen_dagblad_20040228_114/382	die gedurende de gehele looptijd gelijk . Gedurende de afgesproken looptijd betaalt u in gelijke termijnen de rente en de	aflossing	. Bij een doorlopend krediet krijgt u tot het gevraagde bedrag een kredietlimiet . Dat hoeft u niet in één	aflossing
aflossing/noun/de_standaard_20000324_01_115/997	korte baan '98 . Op dezelfde meeting zwom het team van de Auburn University een wereldrecord op de 200 meter	aflossing	vrije slag . Het team van Matt Busbee , Aaron Ciarla , Oswaldo Quevedo en Greg Busse tikte af na	aflossing
aflossing/noun/de_morgen_20000908_01_5/102	, een reveil , een plaats op de landkaart . Een verjonging van een hele politieke generatie ook , een	aflossing	van de wacht , hoewel het ernaar uitziet dat ook dit keer zoveel jaren absolute CVP-heerschappij niet doorbroken worden .	aflossing
afbetaling/noun/het_laatste_nieuws_20001129_01_369/310	de fraudespecialist , verzekerde dat dit nu wel gebeurt . * De ontvanger beslist . andquot; De ene staat vlot	afbetalingen	toe , de andere nooit andquot; , merkte Peter Van Velthoven ( SP ) op . Degreef : andquot; Die	afbetaling
aflossing/noun/algemeen_dagblad_20001214_43/363	procent . Dat komt neer op een heffing van 1,2 procent . Als de verzekering evenwel ten behoeve van de	aflossing	aan de hypothecaire lening voor uw eigen woning is gekoppeld , dan kunt u hem als ` kapitaalverzekering eigen woning	aflossing
aflossing/noun/parool_20010515_80/242	waaraan kredietverstrekkers zich moeten houden . Zo moet de kredietlimiet altijd worden vermeld . Evenals de looptijd en de maandelijkse	aflossing	. Justitie stelt dat Frisia de klanten in advertenties heeft misleid door gunstige tarieven te beloven . In de praktijk	aflossing
afbetaling/noun/het_laatste_nieuws_20010303_01_21/91	in Geel grote sier maakte . Dat H. daardoor nu nog twintig jaar van zijn leven vasthangt aan een maandelijkse	afbetaling	van 40.000 frank , kon voor het openbaar ministerie gisteren geen reden zijn om de man een lichte straf te	afbetaling
aflossing/noun/nrc_handelsblad_20030423_106/166	, dat voor 18 procent eigenaar is van het stadion , wil dat ook andere partijen garant staan voor de	aflossing	. \" Het is niet acceptabel dat de gemeente de enige partij is die extra risico neemt \" , aldus	aflossing
aflossing/noun/algemeen_dagblad_20010822_89/52	de 1-jaar geldige bonnen - genaamd Patacones - gebruiken bij de betaling van belastingen , overheidsdiensten en voor rente en	aflossing	van hypotheken bij provinciale banken . Ook zijn de waardebonnen te gebruiken om levensmiddelen te kopen in winkels die verbonden	aflossing
aflossing/noun/de_standaard_20010417_01_112/147	- de kantoren van NTV in het televisiecomplex Ostankino in Moskou binnen en zorgden daarmee ook heel letterlijk voor een	aflossing	van de wacht . De journalisten die zich al meer dan een week tegen de overname van hun station door	aflossing
afbetaling/noun/algemeen_dagblad_19990730_48/41	zo vreemd eigenlijk , als je ziet hoe verleidelijk er geadverteerd wordt door allerlei bedrijven . Scooters en brommers op	afbetaling	, bijvoorbeeld . De Postbank spant de kroon , met alle 18-jarigen voor student aan te zien en 2000 rood	afbetaling
aflossing/noun/de_morgen_20010402_01_158/98	VS ) 5:36.664 ; 2. Gagnon ( Can ) 5:36.831 ; 3. Guilmette ( Can ) 5:37.322 ; 5000 m	aflossing	: 1. VS 7:15.885 ; 2. Canada 7:16.458 ; 3. China 7:25.312 . Vrouwen : 500 m : 1. Chunlu	aflossing
afbetaling/noun/algemeen_dagblad_20011224_1/11	De Argentijnse interim-president Adolfo Rodríquez Saá zal de	afbetaling	van de buitenlandse schuld van 132 miljard dollar voorlopig staken . Voorafgaand aan zijn inhuldiging , gisteren in het Argentijnse	afbetaling
aflossing/noun/parool_20010726_73/742	omgeslagen in een overschot van elf miljard . De staatsschuld groeit niet meer , we kunnen nu beginnen aan de	aflossing	. Dat is te danken aan Gerrit Zalm , door wiens toedoen in twee regeerakkoorden de groei van de overheidsuitgaven	aflossing
afbetaling/noun/het_nieuwsblad_20000428_01_523/432	voor de tiende keer een kledinginzameling in Diest en omliggende gemeenten . De kledinginzameling is de belangrijkste financieringsbron voor de	afbetaling	van de lening voor de bouw van een nieuwe school . Kruispunten De stad Diest legt twee verhoogde kruispunten aan	afbetaling
aflossing/noun/volkskrant_20030524_73/70	alle financiële problemen zijn opgelost als de economie zich herstelt . Het kabinet sprak af dat alle financiële meevallers naar	aflossing	van de staatsschuld zullen gaan . Komt de economische groei uit boven de 2,25 procent , dan verdwijnen de problemen	aflossing
afbetaling/noun/parool_20040515_164/161	geld voor een week vakantie , meldde het CBS deze week . Het vakantiegeld wordt steeds vaker besteed aan de	afbetaling	van schulden . De een koopt er een nieuwe wasmachine voor , de ander zet het op een spaarrekening .	afbetaling
afbetaling/noun/de_standaard_19990619_01_73/116	ziekte , oorlog , klimaatsproblemen en spanningen onder de bevolking - - dat ze de zorgen over de volgende maandelijkse	afbetaling	aan het Internationaal Monetair Fonds ( IMF ) en andere schuldeisers kunnen missen als kiespijn . Vijftien jaar geleden was	afbetaling
afbetaling/noun/de_standaard_20011031_01_103/1234	kon worden , waardoor mijn loon van 55.000 frank in de maand naar 90.000 frank zou stijgen . Een maandelijkse	afbetaling	van 27.000 frank zou ik dus wel aankunnen . \" Vorig jaar in juni haalde Haven zijn diploma , maar	afbetaling
aflossing/noun/volkskrant_20030605_51/171	als Vitesse of Gelredome in gebreke blijft . De gemeente draait in dat geval op voor de rente en de	aflossing	. TCN is bereid dat risico over te nemen , aldus directeur Rudy Stroink . ' Er is nu dus	aflossing
aflossing/noun/parool_19991106_125/1072	Belg ? \" Inmiddels bezit de junior de nationale seniorenrecords op de 1500 en 3000 meter individueel en op de	aflossing	. Hoewel haar vader Daniëlles grootste fan is , heeft hij ook zijn bedenkingen . \" Ik heb al heel	aflossing
aflossing/noun/nrc_handelsblad_20000930_47/195	investeringen in de publieke sector . Premier Kok sprak hierbij over \" de gouden drieslag van uitgavenvergroting , lastenverlichting en	aflossing	van de staatsschuld \" . Kok stelde dat \" de geplande uitgavenvergroting uit het regeerakkoord van 7,1 miljard gulden in	aflossing
aflossing/noun/de_standaard_20011027_01_82/1570	miljoen op vijf jaar leent tegen 5,5 procent ( het banktarief ) moet je rekenen met een mensualiteit ( maandelijkse	aflossing	en rente ) van 57.300 frank . Tegen 4,8 procent is dat nog 56.300 frank . Een verschil van duizend	aflossing
aflossing/noun/het_nieuwsblad_20010412_01_105/360	een ticket voor de Jeugdcup . Christophe De Keyser waagt zijn kans in skiff . Tenslotte rust de hoop op	aflossing	op de schouders van Michiel Blieck , een forse 14-jarige knaap die , als alles verloopt zoals gepland , we	aflossing
aflossing/noun/volkskrant_20000411_69/334	eenmalige uitgaven op de lijst . Met dit pakket hopen de sociaal-democraten een moeizame discussie over de Zalm-norm en de	aflossing	van de staatsschuld te vermijden . Het regeerakkoord bepaalt dat inkomstenmeevallers gelijkelijk worden verdeeld over het financieringstekort en belastingverlaging ,	aflossing
aflossing/noun/volkskrant_20000513_145/245	ziekenhuizen over een budget van 10 miljard gulden voor medische verrichtingen . De bedragen die nodig waren voor rente en	aflossing	van leningen op de kapitaalmarkt blijven hierbij buiten beschouwing . Van die 10 miljard is dus 200 miljoen ( 2	aflossing
aflossing/noun/algemeen_dagblad_19990705_11/186	maar als er bewindvoerders door de rechtbank aan het roer zijn gezet dan stopt óók het betalen van rente en	aflossing	. En daar was het toch om begonnen . \" Ceteco heeft een bankschuld van ongeveer f 600 miljoen en	aflossing
aflossing/noun/het_nieuwsblad_20010109_01_155/445	meegenieten van de ervaring en routine van de andere clubs . Allen hadden we bijvoorbeeld niet kunnen meedoen aan de	aflossingen	. Nu was dat wel het geval . Ook voor mij als jonge trainer komt deze fusie goed van pas	aflossing
aflossing/noun/het_laatste_nieuws_20020304_01_49/397	kat . We hebben al vier kippen lopen , maar die gaan straks de pot in . Het wordt een	aflossing	van de wacht dus andquot; , lacht hij . De Leffingenaar is overtuigd van het slagen van het project .	aflossing
afbetaling/noun/het_nieuwsblad_20010217_01_730/91	serieuze vragen bij de zin hiervan en weigerde daarom het OCMW-budget voor 2001 goed te keuren . Naast de verdere	afbetaling	van het nieuwe seniorenclubhuis met geld uit het sociaal impulsfonds ( SIF ) , is de participatie in Lemberge de	afbetaling
aflossing/noun/de_morgen_20020608_01_27/239	het Fonds ter Financiering van Eenmalige Uitgaven ( FFEU ) en uit de budgettaire ruimte die zou vrijkomen door de	aflossing	van de overheidsschuld wat te vertragen . Van dat laatste kan alvast geen sprake zijn , zegt begrotingsminister Dirk Van	aflossing
aflossing/noun/parool_19991105_72/258	de opening , in 1996 , nooit winst gemaakt . Volgens Kemp komt dit ook door de grote kostenpost die	aflossingen	vormden . Toch zou het bedrijf volgens hem gezond kunnen worden . Kemp : \" Het klinkt cru , maar	aflossing
aflossing/noun/algemeen_dagblad_20010714_116/180	van het kabinet . Voor extra belastingverlaging om de economische groei te bevorderen ziet hij geen aanleiding . Hij vindt	aflossing	van de staatsschuld belangrijker . Minister Zalm ( Financiën ) noemt de lagere groei ` vervelend ' . \" Het	aflossing
aflossing/noun/het_nieuwsblad_20011221_01_613/181	de precaire toestand van de stadskas . \" Erfenissen van het verleden wegen door . \" Hij verwees naar de	aflossing	van een lening ( 250 miljoen ) voor het stedelijke ziekenhuis . Ingrepen zijn noodzakelijk . De personeelskosten moeten met	aflossing
aflossing/noun/nrc_handelsblad_20000421_103/786	, dat Moldavië de negentig miljoen dollar kan opbrengen die het dit jaar op tafel moet leggen voor rente en	aflossing	van de buitenlandse schuld . Erger nog voor de gewone Moldaviër : Braghis moet nu ook de begroting van dit	aflossing
aflossing/noun/algemeen_dagblad_20000323_44/617	hypotheek voor de resterende looptijd van 20 jaar laten doorlopen . Het bedrag dat u daardoor niet aanwendt voor de	aflossing	, zet u tegen een rente van 3,5 procent weg op een spaarrekening . Bij de bedragen van het vorige	aflossing
aflossing/noun/de_morgen_19990401_01_92/879	dat ik erbij zal zijn zonder verdere druk op mijn schouders . \" \" Of ik al denk aan de	aflossingen	? Ik vind het totaal ongepast als een ligatrainer ( ze bedoelt Gaastra , red ) openlijk vertelt dat ik	aflossing
aflossing/noun/nrc_handelsblad_20031128_854/166	klagen , want uit de omzet kunnen we nu al de huur van het pand betalen en de rente en	aflossing	op onze lening . \" In de eerste maand was het hollen of stilstaan . \" Er zijn dagen dat	aflossing
aflossing/noun/het_nieuwsblad_20030520_01_131/603	mijn atletes , ben ik heel gelukkig . Ook op Kiewit beschikken we nu een aantal sterke miniemen . De	aflossing	van de wacht is zeker op komst . \" Zaterdag volgde Inge Schreurs heel aandachtig de prestatie van zus Ann	aflossing
afbetaling/noun/nrc_handelsblad_20001107_11/853	zegt een analist die zijn naam niet in de krant wil . Net als Daewoo wist Hyundai afgelopen week een	afbetaling	niet na te komen . Minister Jin Nyum ( Financiën en Economie ) zei gisteren dat over het lot van	afbetaling
afbetaling/noun/de_morgen_20020726_01_129/172	leningen gerekend : verrichtingen op afbetaling en kredietopeningen . Verrichtingen op afbetaling zijn leningen bij de bank , verkoop op	afbetaling	of leasing . Kredietopeningen gebeuren met een bankkaart of door middel van het toestaan van een debetsaldo op een rekening	afbetaling
aflossing/noun/de_morgen_20000926_01_99/184	\" sust hij in een gesprek met De Morgen . \" Wij houden ermee op omdat we niet meteen een	aflossing	van de wacht vinden . Literaire tijdschriften zijn niet bedoeld voor de eeuwigheid ; de essentie ervan is dat ze	aflossing
aflossing/noun/het_laatste_nieuws_20000812_01_539/1139	de traditionele andquot; Doortocht De Ster andquot; op het gelijknamige recreatieoord . In de voormiddag ( 10u. ) starten de	aflossingen	over 3 x 100m , gevolgd door de 1000m voor de masters . In de namiddag , vanaf 13.30 uur	aflossing
afbetaling/noun/de_morgen_20041220_01_123/1159	Nochtans is dat niet steeds nodig . Een gewone lening op afbetaling kan soms voldoende zijn . Een lening op	afbetaling	kan in tegenstelling tot een hypothecaire lening afgesloten worden zonder de tussenkomst van een notaris . Dat levert onmiddellijk een	afbetaling
afbetaling/noun/het_nieuwsblad_20000205_01_12/1882	wanneer het huurcontract afloopt . Maar onderhoudskosten , verzekering en taks zitten meestal niet in de , lage , maandelijkse	afbetaling	verrekend . Dat is wel het geval bij operationele leasing , een formule die dan weer geen aankoopmogelijkheid biedt en	afbetaling
aflossing/noun/het_nieuwsblad_19990331_01_194/369	. Het geeft mij ook een goed gevoel als trainer , want na acht jaar is het tijd voor de	aflossing	. Wellicht wordt Corné Huisman de nieuwe trainer , maar echt afscheid nemen doe ik niet , want ik blijf	aflossing
