	id	left	target	right	file
13	herhaal/verb/nrc_handelsblad_19990705_83/571	dankzij de inspanningen van Teeuwissen zelden zo klein als donderdag het geval was . Gisteren	herhaalde	de debutant zijn kunststukje . Ten overstaan van ruim 15.000 toeschouwers en op het ritme	nrc_handelsblad_19990705_83
14	herhaal/verb/nrc_handelsblad_20020108_113/863	moeten krijgen . Beide partijen zeggen dus niet waarop het staat . Bush heeft gisteren	herhaald	dat hij in de begroting die hij begin februari zal aankondigen , opnieuw het in	nrc_handelsblad_20020108_113
15	herhaal/verb/nrc_handelsblad_20020417_27/184	"woord worden genomen . 	 Ik heb steeds naar eer en geweten gehandeld 	 ,"	herhaalde	"Kok gisteren in de Tweede Kamer . Maar het ging niet meer 	 om de"	nrc_handelsblad_20020417_27
16	herhaal/verb/nrc_handelsblad_20001013_42/315	", en riep eenvoudig : ` ` Hoera , de kerstboom ! 	 Het meisje"	herhaalt	dit blij . De broers grommen . De jongste begrijpt niet waarom . Later mag	nrc_handelsblad_20001013_42
17	herhaal/verb/nrc_handelsblad_20000128_168/543	in dodencellen te wachten . De discussie in vakkringen van juristen , criminologen , reclasseerders	herhaalt	zich . De misdaad wordt harder en daartegen helpt maar één remedie : hard zijn	nrc_handelsblad_20000128_168
18	herhaal/verb/nrc_handelsblad_20020807_102/393	"is , dat er regelmatig 	 meer toegankelijke 	 afleveringen van Close Up zullen worden"	herhaald	op de woensdagavond op Nederland 2 . Dit voorjaar opperde Matthijs van Nieuwkerk , de	nrc_handelsblad_20020807_102
19	herhaal/verb/nrc_handelsblad_20040302_58/133	homoseksuelen die in 2000 op hem stemden reden heeft gegeven dat in november niet te	herhalen	? Het meest gehoorde antwoord is : emotie-politiek . Karl Rove , het politieke brein	nrc_handelsblad_20040302_58
20	herhaal/verb/nrc_handelsblad_20020204_101/836	zichzelf in de toekomst in Engeland ziet spelen . Na de wedstrijd tegen Roda JC	herhaalde	"hij zijn voorkeur voor het Britse voetbal . 	 De Premier League is natuurlijk een"	nrc_handelsblad_20020204_101
21	herhaal/verb/nrc_handelsblad_20020416_15/279	het verleden . Terrorisme is uitermate verwerpelijk , maar de fouten uit het verleden zelf	herhalen	is pathologisch en daar is niemand mee gediend	nrc_handelsblad_20020416_15
22	herhaal/verb/nrc_handelsblad_20000421_70/468	"de toespraak van de prins na alle voorgaande stappen 	 vanzelfsprekend 	 was . Hij"	herhaalt	"dat de toon 	 definitief 	 is gezet door de 	 uitmuntende 	 reactie van"	nrc_handelsblad_20000421_70
23	herhaal/verb/nrc_handelsblad_20040424_330/264	artikel probleemscholen ( WO , 17 april ) mag mevrouw Kervezee van de onderwijsinspectie dingen	herhalen	die iedereen allang weet , zoals het toenemen van het aantal lastpakken in het vmbo	nrc_handelsblad_20040424_330
24	herhaal/verb/nrc_handelsblad_20040426_102/206	te hebben verstrekt . Jones heeft al eerder verklaard dat ze Conte niet kent en	herhaalde	dit zaterdag na afloop van de races tussen Amerika en ` de rest van de	nrc_handelsblad_20040426_102
25	herhaal/verb/nrc_handelsblad_20030531_263/47	de hele afbeelding nog een keer liet zien , inclusief een blikje dat wederom alles	herhaalde	, tot in het oneindige toe , voor zo ver het oog reikt . In	nrc_handelsblad_20030531_263
26	herhaal/verb/nrc_handelsblad_20020504_203/432	". 	 En dat blijft niet zonder gevolgen . 	 Dit moeten wij niet meer"	herhalen	"	 , zou koningin Wilhelmina later in Londen zeggen . De strand- scène en wat"	nrc_handelsblad_20020504_203
27	herhaal/verb/nrc_handelsblad_20030705_169/103	beschrijven en daar gevoelens aan te koppelen . Na afloop van de rouwgroep werd dit	herhaald	en bleken vijf van de acht negatieve gevoelens ( verdriet , machteloosheid , eenzaamheid ,	nrc_handelsblad_20030705_169
28	herhaal/verb/nrc_handelsblad_20010922_44/1514	Het financiële debacle van Amsterdam '98 ( 7 miljoen gulden verlies ) dreigt zich te	herhalen	. 747AM , 18.02-18.45u. Opera live . Radioregistratie van de opera Rigoletto van Giuseppe Verdi	nrc_handelsblad_20010922_44
29	herhaal/verb/nrc_handelsblad_20011201_81/185	haat tegen het vrije westen en tegen Israël . Leugens over 11 september worden eindeloos	herhaald	in school , krant of moskee en dat betekent een aanbod van nieuwe potentiële terroristen	nrc_handelsblad_20011201_81
30	herhaal/verb/nrc_handelsblad_20020918_49/212	met milieubeleid , maar wel een staatssecretaris voor duurzaamheid , Van Geel , en deze	herhaalt	wat ook al in het strategisch akkoord bij de formatie van het kabinet was opgenomen	nrc_handelsblad_20020918_49
31	herhaal/verb/nrc_handelsblad_19990717_95/295	weerstand , een maat voor de draaddiameter . Nadat het experiment zo'n 10.000 keer was	herhaald	werd in een histogram aangegeven hoe frequent de verschillende draaddiameters voorkwamen . Dit bleek geen	nrc_handelsblad_19990717_95
32	herhaal/verb/nrc_handelsblad_20040302_88/179	stijgen met 2,2 procent . Alcatel wilde geen commentaar geven op het bericht . Wel	herhaalde	een woordvoerster dat het bedrijf op zoek is naar een partner voor de zaktelefoons omdat	nrc_handelsblad_20040302_88
33	herhaal/verb/nrc_handelsblad_20030519_03/50	haar adres op . Hij keek er lang en aandachtig naar . Een poosje later	herhaalde	hij die handeling . Er zijn enkele scenario's denkbaar : 1. Hij was inderdaad een	nrc_handelsblad_20030519_03
34	herhaal/verb/nrc_handelsblad_20030705_09/248	"	 Hij nam hiermee voor het eerste het woord spijt in de mond , maar"	herhaalde	in feite wat hij eerder al had gezegd : dat hij de gevolgen van zijn	nrc_handelsblad_20030705_09
35	herhaal/verb/nrc_handelsblad_20010526_14/631	"mobiel internet . 	 Met MMS hoopt Nokia het onverwachte succes van SMS-berichten te kunnen"	herhalen	. De vraag is of dat zal lukken . SMS kon aanslaan doordat alle telefoons	nrc_handelsblad_20010526_14
36	herhaal/verb/nrc_handelsblad_20010427_165/153	lezers . ` Nu ik op dit filmpje van taal / het gebeuren voor je	herhaal	, ' schreef hij al in 1968 in ` Landschap voor een dode meneer '	nrc_handelsblad_20010427_165
37	herhaal/verb/nrc_handelsblad_20010331_80/840	impuls noemen , dat verlangen om het hoogstpersoonlijke mechanisch vast te leggen zodat het eindeloos	herhaald	kan worden en bekeken door mensen die we niet kennen . En we zijn ook	nrc_handelsblad_20010331_80
38	herhaal/verb/nrc_handelsblad_20011031_122/469	de Vivier-voorstelling Rêves d'un Marco Polo , die aan het eind van dit seizoen wordt	herhaald	. Net wanneer men denkt dat het programma te veel een opsomming is , gaat	nrc_handelsblad_20011031_122
39	herhaal/verb/nrc_handelsblad_20040424_35/93	juist had ingespannen voor de verzoening van Duitsers en joden . Waarop Desmond opstond en	herhaalde	"dat 	 alle Duitsers nazi's 	 zijn . Toen Deedes dat 	 erg beledigend 	"	nrc_handelsblad_20040424_35
40	herhaal/verb/nrc_handelsblad_20000203_146/319	aan christelijke als moslimzijde tot grote woede en onrust . Het bericht werd enkele malen	herhaald	", maar bleek niet op waarheid te berusten . 	 Geruchten hebben tijdens de rellen"	nrc_handelsblad_20000203_146
41	herhaal/verb/nrc_handelsblad_20030906_121/99	zich op . Het woord fascistisch viel . Ontgroening , wat anders ? Ieder jaar	herhaalt	zich begin september dezelfde discussie . Meestal naar aanleiding van excessen , maar wat in	nrc_handelsblad_20030906_121
42	herhaal/verb/nrc_handelsblad_20000614_137/34	"handel in kaartjes . 	 Psst , tickets ? 	 Het mannetje op de parkeerplaats"	herhaalt	"het tegen beter weten in . 	 Do you want tickets ? 	 Maar het"	nrc_handelsblad_20000614_137
43	herhaal/verb/nrc_handelsblad_20040529_260/233	programma . Optredens van Muse en Moloko . Tussen 24.00 en 00.30 worden de hoogtepunten	herhaald	. Een doorlopend magazine over het festival is te zien op http://3voor12.vpro.nl/3voor12 . Ned.3 ,	nrc_handelsblad_20040529_260
44	herhaal/verb/nrc_handelsblad_20020308_153/27	in een Maleisische krant na de overwinning op Pakistan . Vandaag konden die woorden worden	herhaald	, nadat Duitsland gisteren in de halve finales met 3-2 won van Zuid-Korea . Het	nrc_handelsblad_20020308_153
45	herhaal/verb/volkskrant_19990907_90/224	we het ons kunnen permitteren niet steeds nieuwe stukken in te studeren . Maar gewoon	herhalen	is niet leuk , dus zoek je grands projets . ' Ze doen het anders	volkskrant_19990907_90
46	herhaal/verb/volkskrant_19990309_35/338	toegang tot natuur in privéhanden moest regelen . Dertig jaar lang , tot 1914 ,	herhaalde	hij dat jaarlijks - tevergeefs . Het grootste deel van Engeland bleef gesloten . En	volkskrant_19990309_35
47	herhaal/verb/volkskrant_20020117_46/106	nu worden voornamelijk patiënten met astma , suikerziekte of hoge bloeddruk uitgebreid begeleid . Daarbij	herhaalt	de 46-jarige apotheker veel informatie die de huisarts ook al heeft verteld . Want dan	volkskrant_20020117_46
48	herhaal/verb/volkskrant_19990210_69/358	een tafellaken . Een afschuwelijk auto-ongeval wordt hilarisch , als het keer op keer wordt	herhaald	", zoals G""ttke deed op Niet de Kunstvlaai , twee jaar geleden . En ook"	volkskrant_19990210_69
49	herhaal/verb/volkskrant_20000713_39/2043	uit haar kaart aflezen . Het is een experiment dat erom smeekt op grote schaal	herhaald	te worden . Zo hoeft niemand meer op reis om zijn eigen terra incognita te	volkskrant_20000713_39
50	herhaal/verb/volkskrant_20020921_190/1202	het verleden op waarvoor Gomes door een rechter in het ongelijk was gesteld . Verder	herhaalde	hij diens meest ongelukkige uitspraken eindeloos . Zoals het commentaar van Gomes over zijn vriendin	volkskrant_20020921_190
51	herhaal/verb/volkskrant_20010303_197/276	de begrotingsdiscipline . Volgens Greenspan zou dat mogelijk tot nieuwe tekorten kunnen leiden . Verder	herhaalde	hij zijn standpunt dat begrotingsoverschotten beter kunnen worden gebruikt voor belastingsverlaging dan voor hogere overheidsuitgaven	volkskrant_20010303_197
52	herhaal/verb/volkskrant_20020515_71/611	en de boeren , maar je schiet er zo weinig mee op . ' Ik	herhaal	daarom : ook Mugabe beseft dat hij de oorlogsveteranen moet terugfluiten en recht en orde	volkskrant_20020515_71
53	herhaal/verb/volkskrant_19990618_140/230	voorstelling Shazam ! , komende week drie dagen te zien in het Holland Festival ,	herhaalt	het gezelschap van Decouflé , La Compagnie DCA , de truc . Niet live ,	volkskrant_19990618_140
54	herhaal/verb/volkskrant_20010307_12/103	verschillen De Hond en president-commissaris Van Hoogstraten nog altijd van mening . De commissaris blijft	herhalen	dat het absoluut noodzakelijk was : ' Binnen de financiële wereld bestond domweg onvoldoende vertrouwen	volkskrant_20010307_12
55	herhaal/verb/volkskrant_20020221_171/2380	moet je eerder werk maar weer zien te overtreffen , en voorkomen dat je jezelf	herhaalt	. Maar ik weet wat ik kan , en ik weet dat er mensen zijn	volkskrant_20020221_171
56	herhaal/verb/volkskrant_19990605_13/370	dat was om het volk van de straat te houden en het officiële standpunt te	herhalen	: dat het neerslaan van de rebellie noodzakelijk was om China's stabiliteit , onafhankelijkheid ,	volkskrant_19990605_13
57	herhaal/verb/volkskrant_20011108_70/112	spreken . Zij koos voor de middenweg door haar positie ten aanzien van Hezbollah te	herhalen	. Zij beschouwt Hezbollah als een ' legitieme verzetsbeweging ' . Battle : ' De	volkskrant_20011108_70
58	herhaal/verb/volkskrant_20011219_36/175	DKTP-injecties , waarbij de K staat voor kinkhoest . Die injectie wordt op vierjarige leeftijd	herhaald	, maar tot de zomer zonder kinkhoest . ' Met de komst van een nieuw	volkskrant_20011219_36
59	herhaal/verb/volkskrant_20020629_153/1466	Adri Duivesteijn bijvoorbeeld , die het Java-eiland bekritiseren omdat er in de gevels veel wordt	herhaald	en ook te veel van dezelfde woningen zijn gebouwd . ' Dat is gelul .	volkskrant_20020629_153
60	herhaal/verb/volkskrant_20020506_107/100	wappert onder de uitroep ' Ik ben wel wat gewend ! ' , werd veel	herhaald	. Het was het soort wapper waarmee je een wesp wegjaagt . De wesp was	volkskrant_20020506_107
61	herhaal/verb/volkskrant_20030902_55/116	de nationale ploeg weggehoond . Met steeds meer instemming worden de woorden van Van Gaal	herhaald	. In zijn afscheidsrede verklaarde hij dat de mentaliteit van de huidige generatie voetballers internationale	volkskrant_20030902_55
62	herhaal/verb/volkskrant_20040708_60/130	met dat verdoezelen enorm meevalt . Er staan tv-toestellen waarop een Teleac-serie over slavernij wordt	herhaald	. Er blijkt een instituut te bestaan dat het Nederlandse slavernijverleden onderzoekt . ' Vergelijkbaar	volkskrant_20040708_60
63	herhaal/verb/volkskrant_20031204_extra-artikelen_58/51	plaat , zo blijkt in Paradiso . In interviews kunnen ze het niet vaak genoeg	herhalen	: ze doen het met zijn vieren . Ook al is hij de leadzanger ,	volkskrant_20031204_extra-artikelen_58
64	herhaal/verb/volkskrant_20001011_92/336	vanwege de normen en waarden . ' ' Wat moet , dat moet ' ,	herhaalde	vader Kneupma . ' Uut de kleren , meisje .	volkskrant_20001011_92
65	herhaal/verb/volkskrant_20030614_47/153	De achttien uur durende band is deels op de radio uitgezonden en wordt binnenkort uitgebreider	herhaald	. Als radiodocumentaire zal het materiaal beslist indruk maken . Helaas is dat in het	volkskrant_20030614_47
66	herhaal/verb/volkskrant_20010827_118/155	patroon van gele tegels . Een ster-achtige vorm , omtrokken door dikke lijnen die zich	herhalen	en naar buiten toe steeds groter worden , bedekt de hele oppervlakte van de binnenplaats	volkskrant_20010827_118
67	herhaal/verb/volkskrant_20000615_169/642	is het goed dat het cultuurseizoen op zijn eind loopt . De kunstkletsprogramma's zwijgen of	herhalen	, de laatste prijzen zijn uitgereikt , de recensenten gaan op vakantie . Op een	volkskrant_20000615_169
68	herhaal/verb/volkskrant_20010522_128/84	dat ene , ongelooflijke verhaal , dat hij tot zijn dood in 1986 is blijven	herhalen	. Beuys zou in 1944 , toen hij piloot bij de Luftwaffe was , tijdens	volkskrant_20010522_128
69	herhaal/verb/volkskrant_20000622_165/2399	dansstukken maken . ' Het is nu wel gezegd , ik moet mezelf niet gaan	herhalen	. Ik ben al tien jaar artistiek directeur van Les Ballets C. de la B.	volkskrant_20000622_165
70	herhaal/verb/volkskrant_20020524_149/375	Nee , zei buurvrouw , die haar dochters belang behartigde , twee . De vrouw	herhaalde	: één euro . Nee , zei buurvrouw , maar u krijgt er deze zak	volkskrant_20020524_149
71	herhaal/verb/volkskrant_20010523_151/312	tegen elkaar en de bruidegom . Er werd nogmaals gebeld , en het hele tafereel	herhaalde	zich . Ik snapte er niets van . Ze wisten toch wel , dat hij	volkskrant_20010523_151
72	herhaal/verb/volkskrant_20000217_38/278	zei de kritiek van de NAVO op het excessieve geweld en de burgerslachtoffers te hebben	herhaald	. De NAVO meent dat het beleid van Moskou in Tsjetsjenië ' principieel en practisch	volkskrant_20000217_38
73	herhaal/verb/volkskrant_19990306_166/285	. Ik heb het wel eens meer geciteerd , maar wat goed is , mag	herhaald	worden . De verteller herinnert zich zijn aankomst in Oxford als eerstejaarsstudent . ( Ik	volkskrant_19990306_166
74	herhaal/verb/volkskrant_20020308_11/180	Fortuyn en de Leefbaren hebben blootgelegd tussen de gevestigde politiek en de kiezers . Peper	herhaalde	terecht zijn pleidooi voor een omvattende democratisering van het politieke bestel . Als minister had	volkskrant_20020308_11
75	herhaal/verb/volkskrant_20020119_130/470	- aan één kant van de Substantia Nigra . Vier weken later wordt de operatie	herhaald	aan de andere kant . Om eventuele afstoting door ontstekingsreacties te voorkomen , krijgt de	volkskrant_20020119_130
76	herhaal/verb/volkskrant_20030705_224/126	3J uit met HB voor HA waarna de leider overstak naar JV en de klaverensnit	herhaalde	voor twaalf slagen en een trieste score van + 230 op deze kwetsbare manche .	volkskrant_20030705_224
77	herhaal/verb/volkskrant_20041106_73/70	de term waarmee de columnist hem veelvuldig tegemoet trad . ' Geitenneukers ? ' ,	herhaalt	de man bedremmeld . ' Dat is niet netjes . Maar deze moord is een	volkskrant_20041106_73
78	herhaal/verb/volkskrant_20040430_122/116	roman de democratie omver kan werpen . ' Maar hij moet het keer op keer	herhalen	. Bij al zijn presenteersessies in Portugal , en in Spanje en Latijns-Amerika , want	volkskrant_20040430_122
79	herhaal/verb/volkskrant_20040227_up.artikelen-A_500/314	, worden zijn benen omhooggeduwd door een ingebouwde voetenbank . ' Typisch Amerikaans ' ,	herhaalt	Key , nu in liggende positie . ' Die omvang , dat comfort . Relaxmeubelen	volkskrant_20040227_up.artikelen-A_500
80	herhaal/verb/volkskrant_20041004_94/131	ommekeer . ' Ik deed er zoveel zelfvertrouwen door op dat ik het kon blijven	herhalen	. Je moet namelijk geloven dat je net zo goed bent of eigenlijk beter dan	volkskrant_20041004_94
81	herhaal/verb/volkskrant_19991120_35/95	6 . ' ' Nee ik bedoel : kunt u de eerste zin voor me	herhalen	? ' ' Dat ik de afrit met u communiceer ? ' ' Een afrit	volkskrant_19991120_35
82	herhaal/verb/volkskrant_20040508_208/357	is om af te wijken van de groepsmoraal ( zie de nota-Patijn ) wordt niet	herhaald	. Juist op dit punt lijkt een duidelijker keuze tussen individualisme en gemeenschapsdenken onontkoombaar .	volkskrant_20040508_208
83	herhaal/verb/volkskrant_20020518_37/139	genomen door De Nederlandse Opera . In de komende vier weken zullen de opera's worden	herhaald	op televisie . De opera zal worden ingeleid door een aantal Wagner-specialisten , zoals schrijver	volkskrant_20020518_37
84	herhaal/verb/volkskrant_20020629_341/223	zal de rest er vanzelf wel afvallen . ' ' De kern ? ' ,	herhaalde	ik sullig . Meer durfde ik niet te zeggen . Bovendien was ik misselijk .	volkskrant_20020629_341
85	herhaal/verb/volkskrant_20000710_18/35	mondiale topvijf geen schijn van kans de prestatie van 1996 , de eindoverwinning , te	herhalen	. TOEN BONDSCOACH Toon Gerbrands in mei in Den Bosch zijn volleybalploeg presenteerde , vroeg	volkskrant_20000710_18
86	herhaal/verb/volkskrant_20040426_70/201	zo begon het op F ook . De geschiedenis van de F-side lijkt zich te	herhalen	. Na de rellen op De Toekomst kondigden F-siders aan de daders een lesje te	volkskrant_20040426_70
87	herhaal/verb/volkskrant_20040424_correctie_209/78	, daar in Amersfoort . ' Wie de geschiedenis niet kent is gedwongen haar te	herhalen	' , is de algemene wijsheid . De IRA en de protestanten , de Serviërs	volkskrant_20040424_correctie_209
88	herhaal/verb/volkskrant_20031206_127/152	. West speelde klein , I10 in noord , waarna de snit op IH werd	herhaald	. Na IA ook KH meegenomen . Harten aas en harten naar JH gevolgd door	volkskrant_20031206_127
89	herhaal/verb/volkskrant_20000501_90/832	Mike Moore , directeur-generaal van de WTO , bij premier Jospin op bezoek . Jospin	herhaalde	nog eens dat de Franse regering de WTO steunt . Maar veel meer aandacht trok	volkskrant_20000501_90
90	herhaal/verb/volkskrant_20010706_54/97	V. de agent toevertrouwd . De verdachte zou dit in andere bewoordingen twee keer hebben	herhaald	. Op de zitting ontkende De V. de brand te hebben gesticht . ' Het	volkskrant_20010706_54
91	herhaal/verb/volkskrant_20010219_98/199	. Het is een ritueel geworden : men blijft tot in het oneindige dezelfde handelingen	herhalen	, in de hoop dat ooit , op enig moment , de verlossing volgt .	volkskrant_20010219_98
92	herhaal/verb/volkskrant_20020923_100/534	' , wist ik twee weken geleden nog zeker . Ik durf niet meer te	herhalen	wat ik dinsdag , voorafgaande aan de eerste ronde van de Champions League , allemaal	volkskrant_20020923_100
93	herhaal/verb/volkskrant_19990514_131/439	parlement met geweld onderwierp en 140 mensen om het leven kwamen . De Russische tv	herhaalt	dezer dagen keer op keer de beelden van de tanks die het parlementsgebouw bestookten .	volkskrant_19990514_131
94	herhaal/verb/volkskrant_20040612_25/268	kiest in het integratiedebat ? Nederland 3 , 12.08 uur . Kunst R.A.M Deze zomer	herhaal	R.A.M een groot aantal items die het afgelopen seizoen te zien waren . Vandaag staan	volkskrant_20040612_25
95	herhaal/verb/volkskrant_20010830_27/48	Kok rechtstreeks zijn toespraak gaat houden . Kok spreekt , de voorzitter van de PvdA	herhaalt	zijn toespraak en dan beantwoordt de minister-president vragen van de pers . De vragen zijn	volkskrant_20010830_27
96	herhaal/verb/volkskrant_20000504_76/278	Enige ' flexibiliteit ' is ingebouwd in de vorm van zachte paukmotieven die kunnen worden	herhaald	. Tot de doden komt , vooralsnog eenmalig maar volgens het comité ' wellicht ook	volkskrant_20000504_76
97	herhaal/verb/volkskrant_20001010_66/51	komende weken , als onderbreking van de programmering van de VARA , nog vaak worden	herhaald	. B & W leverde gisteren vast een paar minuten zendtijd in . En Henk	volkskrant_20001010_66
98	herhaal/verb/volkskrant_20000407_144/1153	die al eeuwen voor vrouwen staat opgesteld : het huwelijk . Zal de geschiedenis zich	herhalen	? Zal de familie sterker blijken dan het individu Elvira ? Of weet deze sterke	volkskrant_20000407_144
99	herhaal/verb/parool_20040508_97/253	over de Tweede Wereldoorlog , dinsdag uitgezonden op Nederland 3 , wordt vanmiddag wegens succes	herhaald	. De uitzending , gevuld met privé-films uit diverse archieven , trok 1,3 miljoen kijkers	parool_20040508_97
100	herhaal/verb/parool_20000807_60/432	rabbijn Josef , maar door de ophef in de media over diens woorden . Gisteravond	herhaalde	Josef zelf die visie in een door de radiopiratenstations van Shas uitgezonden boodschap . Hij	parool_20000807_60
101	herhaal/verb/parool_20000531_92/1057	van tijdelijke aard zijn en dus om de zoveel weken of maanden weer moeten worden	herhaald	. Voor duizend dollar even snel collageen in de rimpels laten spuiten die daardoor een	parool_20000531_92
102	herhaal/verb/parool_20011023_121/441	zien . Het programma duurt vooralsnog maar één uur en wordt de hele dag door	herhaald	. De bedoeling is de zender op termijn uit te bouwen tot een 24-uurs station	parool_20011023_121
103	herhaal/verb/parool_20031128_58/380	hysterie . In de jaren die volgen zal deze geschiedenis zich nog een paar keer	herhalen	: keer op keer gaat ze met minnaars in zee die nogal ongelukkige partners-in-crime blijken	parool_20031128_58
104	herhaal/verb/parool_20000510_108/431	het aan verleden denken , want een gebeurtenis als de Tweede Wereldoorlog mag zich niet	herhalen	. Nooit ! Aristoteles heeft ooit gezegd dat muziek tot verstrooiing , opvoeding , aansporing	parool_20000510_108
105	herhaal/verb/parool_20040609_60/41	maat . De gebouwen werden opgebouwd uit kleine , open eenheden , die vele malen	herhaald	werden , en meestal uitgevoerd werden in sober betonsteen . Volgens deze structuur staan kantoorruimtes	parool_20040609_60
106	herhaal/verb/parool_20010511_29/47	met ' spugen , slaan of soms zware mishandeling ' door passagiers . De GVB-directeur	herhaalt	zijn pleidooi voor extra geld om de agressie te kunnen terugdringen . Hij reageert op	parool_20010511_29
107	herhaal/verb/parool_20011012_102/1914	factoren die aanvankelijk belangrijk leken te zijn maar die in grotere onderzoeken niet konden worden	herhaald	. Zolang Wirth nog niet op vragen om opheldering heeft gereageerd - naar hem verwijst	parool_20011012_102
108	herhaal/verb/parool_19990607_108/101	Dam en het Stationsplein had de gemeente zelfs borden laten plaatsen , waarop de afgelasting	herhaald	werd . De gemeente had een demonstratievergunning geweigerd , omdat de organisatie de aanvraag te	parool_19990607_108
109	herhaal/verb/parool_20001028_51/703	walg van de manier waarop de media het lynchen van onze twee soldaten steeds weer	herhalen	. Wat willen ze bewijzen ? Dat Arabieren monsters zijn ? En dat terwijl onze	parool_20001028_51
110	herhaal/verb/parool_20020220_78/14	DaimlerChrysler heeft vandaag de plannen zijn Amerikaanse poot Chrysler winstgevend te maken ,	herhaald	, ondanks de slechte marktomstandigheden . 's Werelds vijfde autofabrikant maakte bekend dat Chrysler het	parool_20020220_78
111	herhaal/verb/parool_20010403_36/590	zijn . Dan keert het recht zich tegen zichzelf . ' De geschiedenis rond Remmelink	herhaalt	zich . De Nederlandse Vereniging voor Euthanasie ( NVVE ) drong er zaterdag tijdens haar	parool_20010403_36
112	herhaal/verb/parool_20021010_66/109	Ook worden in het plan de doelstellingen die eerder in de begroting waren te lezen	herhaald	. Het kabinet vergadert morgen over de definitieve verdeling van het beschikbare geld tussen politie	parool_20021010_66
113	herhaal/verb/parool_20000303_31/377	moderne maatschappij . Het is een sombere boodschap , maar Coupland blijft hem blijkbaar graag	herhalen	. In zijn vorige roman Girlfriend in a Coma ( 1998 ) moest een groepje	parool_20000303_31
114	herhaal/verb/parool_20040216_172/302	en publiek hebben verstrekt . Deze gang van zaken lijkt ons niet correct . Wij	herhalen	nog maar eens wat we eerder hebben geschreven : Kyoto kost de deelnemende landen honderden	parool_20040216_172
115	herhaal/verb/parool_20040720_60/257	". 	 Opnieuw ging ze kijken , opnieuw was er niks . Ook dit verschijnsel"	herhaalde	zich diverse keren . Een paar weken later hoorde ze iemand de trap op komen	parool_20040720_60
