id	left	target	right	file
herroep/verb/nrc_handelsblad_20000609_47/648	verzet tegen de gevestigde orde , die de waarschuwing van 1948 nog altijd niet had	herroepen	. Strips maken was zéker een vorm van verzet , of het nu ging om	nrc_handelsblad_20000609_47
herroep/verb/nrc_handelsblad_20010504_18/374	Rumsfeld had verordonneerd alle militaire contacten met China te staken . Dat werd later half	herroepen	: dergelijke contacten zouden van geval tot geval worden bekeken . President Bush voegde gisteren	nrc_handelsblad_20010504_18
herroep/verb/nrc_handelsblad_20000527_76/85	betreurt die beslissing , maar zegt een besluit van een nationaal comité niet te kunnen	herroepen		nrc_handelsblad_20000527_76
herroep/verb/nrc_handelsblad_20010523_144/727	tolerance ' tegenover terreur voerde . Dat moet worden hersteld en daarna ook niet meer	herroepen	kunnen worden . Plegers van terreurdaden moeten weer worden aangehouden en van echte rechtbanken echte	nrc_handelsblad_20010523_144
herroep/verb/nrc_handelsblad_20020709_37/621	als de Senaat telt iedere zetel . Op één punt zal Bush zich vandaag misschien	herroepen	. Algemeen werd verwacht dat hij striktere regels voor financiële verslaglegging zou afkondigen én meer	nrc_handelsblad_20020709_37
herroep/verb/nrc_handelsblad_20011109_28/82	, baseerden zich op gegevens die door de medische commissie van het IOC intussen waren	herroepen	. Bij het te woord staan van onze verslaggever waren beiden daarvan niet op de	nrc_handelsblad_20011109_28
herroep/verb/nrc_handelsblad_20010312_4/517	jr. ) , hekelt zijn meester omdat hij zijn stellingen uit angst voor foltering heeft	herroepen	. De toenadering aan het slot is daarom des te emotioneler , omdat Andrea een	nrc_handelsblad_20010312_4
herroep/verb/nrc_handelsblad_20020627_60/713	tot de liberale vleugel en is de kans reëel dat het voltallige Hof het vonnis	herroept	. Anders wordt het zeker naar het Supreme Court doorgestuurd . Dat hoogste hof heeft	nrc_handelsblad_20020627_60
herroep/verb/nrc_handelsblad_20040213_75/154	vertrapt en roepen dan jouw hulp in , ' schreef hij in 1946 . Later	herriep	hij zulke verbittterde wijsheden . Zijn houding tegenover het bestaan en al het zijnde werd	nrc_handelsblad_20040213_75
herroep/verb/nrc_handelsblad_20011004_79/370	heeft Nielson verklaard dat hij verkeerd is geïnterpreteerd , maar hij heeft zijn uitspraak niet	herroepen	. Hij is vanavond uitgenodigd door de fractievoorzitters van het Europees Parlement om toelichting te	nrc_handelsblad_20011004_79
herroep/verb/nrc_handelsblad_20010120_128/1423	pro-abortus arrest Roe versus Wade van het Supreme Court hoeft voor haar niet te worden	herroepen	. Verrassingen zijn nooit uitgesloten	nrc_handelsblad_20010120_128
herroep/verb/nrc_handelsblad_20030627_130/168	door zijn collega's Thomas en Rehnquist , de president van het Hof . Het arrest	herroept	een vonnis van het Supreme Court van zeventien jaar geleden . Toen werd een wet	nrc_handelsblad_20030627_130
herroep/verb/volkskrant_20040410_257/224	leugenaar wordt verbonden met de ingang . Het wordt een leugenaar die zijn uitspraken telkenmale	herroept	. Welles , nietes , nee toch welles , nee toch nietes . De zich	volkskrant_20040410_257
herroep/verb/volkskrant_20001118_158/467	, aldus Lanting . Toen in de VS de overwinning van Gore in Florida werd	herroepen	, kon er in de Volkskrant niets meer veranderd worden . Op het moment dat	volkskrant_20001118_158
herroep/verb/volkskrant_20000124_57/281	te zorgen dat het Hooggerechtshof het ' schandelijke ' Roe vs Wade-vonnis uit 1973 zal	herroepen	. Die uitspraak maakte abortus legaal in de Verenigde Staten . ' Ik zal alleen	volkskrant_20000124_57
herroep/verb/volkskrant_20010202_148/1177	wat . In de kunst is ' de vorm de eigenlijke inhoud ' . Later	herroept	hij die overtuiging met een onzalig cliché . ' Er is een chinees gezegde dat	volkskrant_20010202_148
herroep/verb/volkskrant_20040430_134/396	Sjostakovitsj ( die dat overigens in 1986 , eenmaal naar het westen uitgeweken , weer	herriep	) . Zorgelijker was dat een Amerikaanse musicologe overtuigend wist aan te tonen dat Volkov	volkskrant_20040430_134
herroep/verb/volkskrant_19990612_145/123	van het rapport had weergegeven . Het VVD-Kamerlid wilde vandaag mondeling noch schriftelijk zijn uitspraken	herroepen	. Voorzitter Kalsbeek ( PvdA ) schrijft in een brief op poten aan Kamervoorzitter Van	volkskrant_19990612_145
herroep/verb/volkskrant_20040206_140/409	hem op zijn sterfbed vroegen alle onwaarheden die hij in zijn boek verkondigd had te	herroepen	. Hij zei : ' Ik heb slechts de helft verteld van wat ik heb	volkskrant_20040206_140
herroep/verb/volkskrant_20010207_78/514	hem heeft gezegd iemand tegen het hoofd te hebben geschopt . Die verklaring wordt later	herroepen	. Advocaat B. de Rooij noemt het betoog van de officier ' één grote aaneenschakeling	volkskrant_20010207_78
herroep/verb/volkskrant_20040226_35/224	. Libië heeft woensdag bevestigd verantwoordelijk te zijn voor de vliegramp boven Lockerbie . Daarmee	herriep	het land de door premier Ghanem voor de BBC gedane uitspraak dat Libië ' niet	volkskrant_20040226_35
herroep/verb/volkskrant_20030422_23/66	. In een ongekende politieke ommezwaai heeft de Chinese regering haar leugens over de SARS-epidemie	herroepen	, en de minister van Volksgezondheid en de burgemeester van Peking ontslagen . De nieuwe	volkskrant_20030422_23
herroep/verb/volkskrant_20020415_13/3	Het NIOD	herroept	een belangrijke passage uit de samenvatting van het Srebrenica-rapport . Hierin staat onterecht dat het	volkskrant_20020415_13
herroep/verb/volkskrant_19991216_132/365	de gemeenteraad als op het COA . De eerste kan haar besluit van vorig jaar	herroepen	, de tweede kan een nieuw verzoek voor asielopvang indienen . ' Nu verschuilt de	volkskrant_19991216_132
herroep/verb/volkskrant_20010512_171/1067	was er acht keer een executiedatum vastgesteld , die steeds op het allerlaatste moment werd	herroepen	. Hij kreeg in 1960 , voor het allerlaatst , nog zestig dagen respijt omdat	volkskrant_20010512_171
herroep/verb/volkskrant_20020409_43/414	. De verslepingstheorie speelde een belangrijke rol bij de eerdere veroordeling , maar werd later	herroepen	. De man die het sperma en een bloedvlekje achterliet , is nooit gevonden .	volkskrant_20020409_43
herroep/verb/volkskrant_20030515_25/126	zijn eigen verdiensten voor de natie citeert , kwam abusievelijk al op internet en moest	herroepen	worden . Woensdag liet Menem zich in een privé-vliegtuig naar La Rioja brengen . In	volkskrant_20030515_25
herroep/verb/volkskrant_20020515_21/35	media maandag van medeplichtigheid aan de moord op Fortuyn . De uitspraak werd dinsdag weer	herroepen	, nadat de LPF zich zondag ook al had gedistantieerd van eerdere beschuldigingen aan het	volkskrant_20020515_21
herroep/verb/volkskrant_20011219_92/318	wrevel bij Het Nationaal Forum voor de introductie van de euro : ' Door het	herroepen	van gemaakte , zinvolle afspraken wordt chaos eerder gecreëerd dan bezweerd . ' Maar meer	volkskrant_20011219_92
herroep/verb/volkskrant_19991206_121/173	op het moment van hun geboorte hun ouders nog geen Hongkongse burgers waren . Daarmee	herriep	het hof zijn eigen uitspraak en gaf het Peking gelijk . Juristen nemen deze ommezwaai	volkskrant_19991206_121
herroep/verb/volkskrant_20010309_71/433	weg voor Cavallo al geplaveid . Drie jaar geleden bepaalde het parlement dat de amnestiewetten	herroepen	moesten worden . Het voorstel was om de wetten met terugwerkende kracht te herroepen ,	volkskrant_20010309_71
herroep/verb/volkskrant_20001109_107/147	kon zijn van Florida . Daarop belde hij Bush nog eens om zijn capitulatie te	herroepen	. Het verschil tussen de twee bedroeg slechts ongeveer 1200 stemmen . De Democraten klaagden	volkskrant_20001109_107
herroep/verb/volkskrant_20010214_49/414	en brandweercommandant niet verder te vervolgen . Maar dat besluit werd vervolgens door het gerechtshof	herroepen	. Het hof vond niet dat ' een veroordeling zo onwaarschijnlijk is dat voortzetting van	volkskrant_20010214_49
herroep/verb/volkskrant_20010917_45/458	' , zei hij dreigend . Powell opperde dat de VS mogelijk de richtlijn moeten	herroepen	die Amerikaanse functionarissen verbiedt mee te werken aan complotten om tegenstanders te vermoorden . Tegelijkertijd	volkskrant_20010917_45
herroep/verb/volkskrant_20000519_92/1350	, zegt Haasbroek . ' Dan heb je de nieuwszender die alles meldt en desnoods	herroept	, en de journaals die met de afgewogener berichten en de beelden komen . Tot	volkskrant_20000519_92
herroep/verb/volkskrant_20040503_80/238	daarvoor de Walkure Brünnhilde in de arm ( ook een dochter trouwens ) , maar	herroept	zijn bevel onder druk van gemalin Fricka , die pal staat voor normen en waarden	volkskrant_20040503_80
herroep/verb/volkskrant_19991021_156/259	. Slechts enkele uren voordat Habibie de macht moest overdragen aan zijn democratisch benoemde opvolger	herriep	het Volkscongres het decreet waarbij Oost-Timor in 1976 bij Indonesië werd ingelijfd . De weg	volkskrant_19991021_156
herroep/verb/volkskrant_20010119_16/119	zullen zijn . Een van de opties isdat de ledenvergadering wordt gevraagd de staking te	herroepen		volkskrant_20010119_16
herroep/verb/volkskrant_20011013_247/1773	gespaard zouden blijven ' , tot op instigatie van mullah Mohammed Omar dat besluit werd	herroepen	. Al vaker waren de boeddhabeelden door islamitische extremisten beschadigd , ze werden als schietschijf	volkskrant_20011013_247
herroep/verb/volkskrant_20020309_171/38	, een openbare processie worden gehouden , zo bepaalden de Fransen . Het werd nooit	herroepen	. Fietsen van de ene smakelijke legende naar de andere op een bedevaartenroute . De	volkskrant_20020309_171
herroep/verb/volkskrant_20020110_63/461	, die door het raam zouden hebben toegekeken . De schoonvader heeft dat later overigens	herroepen	. De raadsheren proberen de gangen van de vier te volgen om zich een beeld	volkskrant_20020110_63
herroep/verb/volkskrant_19990201_79/110	aanhangers van Anwar protesteerden daar zaterdag tegen . De getuigen hadden hun oorspronkelijke verklaringen inderdaad	herroepen	. Maar toen ze voor de rechter stonden , bevestigden ze dat ze door Anwar	volkskrant_19990201_79
herroep/verb/volkskrant_20040513_59/391	halen . ' Als de klacht van Antwerp gegrond is , wordt de uitslag niet	herroepen		volkskrant_20040513_59
herroep/verb/volkskrant_20000908_24/147	berichten tegen dat de twee elkaar de hand hadden geschud . Maar later werd dat	herroepen	: Castro en Clinton hadden elkaar inderdaad een hand gegeven . In de VN-assemblee kreeg	volkskrant_20000908_24
herroep/verb/volkskrant_20040512_42/224	van deze vrucht ' , heet het . Dat moet een woordvoerder van Groen-Links later	herroepen	. Er blijkt toch een EUvoorschrift voor de vorm van bananen te bestaan . Dus	volkskrant_20040512_42
herroep/verb/volkskrant_20020308_1/529	rechters die hem hadden verooreeld . De veroordeling wegens corruptie is inmiddels door het Hooggerechtshof	herroepen	, ' wegens gebrek aan bewijs ' . De rechtszaak , die vermoedelijk half maart	volkskrant_20020308_1
herroep/verb/volkskrant_20030621_107/203	de speler na bemiddeling van De Vlaming met de ING had afgesloten moest onmiddellijk worden	herroepen	. Of hij dat maar even voor elkaar wilde maken - pér di-rect wel te	volkskrant_20030621_107
herroep/verb/volkskrant_20040624_35/72	) Maar het lijkt wel of het gemak waarmee hij de vergissingen van zijn voorgangers	herroept	, tegelijkertijd gepaard gaat met een hang naar nieuwe tegenstrijdigheden . ' Ik feliciteer Polen	volkskrant_20040624_35
herroep/verb/volkskrant_20030503_179/211	zelf ontkende getrapt te hebben , Van Damme stemde daar aanvankelijk mee in , maar	herriep	zijn verklaring later en tv-beelden schiepen geen duidelijkheid . Van Damme is al enkele keren	volkskrant_20030503_179
herroep/verb/volkskrant_20030814_31/175	heeft overlegd met de chefs van staven . Pinochets amnestiewet uit 1978 heeft Lagos niet	herroepen	. Daarmee zijn misdrijven die voor die tijd door geüniformeerden zijn begaan , afgedekt .	volkskrant_20030814_31
herroep/verb/volkskrant_20020406_41/285	familie van Martin Luther King gelooft ook niet dat Ray de dader is . Ray	herriep	zijn bekentenis en wist de familie te overtuigen . Hij stierf in 1998 in de	volkskrant_20020406_41
herroep/verb/volkskrant_20000615_28/24	aangekondigd , is niet doorgegaan . De bij het Gemeentevervoerbedrijf ( GVB ) betrokken bonden	herriepen	woensdag op aandringen van de president van de rechtbank hun oproep daartoe . Ze deden	volkskrant_20000615_28
herroep/verb/volkskrant_20010822_113/44	in Amsterdam . De Nederlandse international van Juventus wil dat Blatter uitspraken over hem publiekelijk	herroept	. Blatter verklaarde op 1 augustus in een tv-interview dat er in de dopingzaak rond	volkskrant_20010822_113
herroep/verb/parool_19990225_15/127	eigen partij de tegenstanders straks de mogelijkheid biedt om via een referendum de invoering te	herroepen	of te blokkeren . Op aandrang van D66 wordt nog deze regeerperiode het correctief referendum	parool_19990225_15
herroep/verb/parool_19990609_74/244	drie verdachten blonken tijdens de zitting uit in niet ter zake doende antwoorden , het	herroepen	van eigen verklaringen en het bestrijden van getuigenverklaringen . De opmerking tijdens een afgeluisterd telefoongesprek	parool_19990609_74
herroep/verb/parool_20000908_98/1072	steeds meer westers geklede vrouwen . Maar formeel werd het ideologische standpunt over mode nooit	herroepen	. Maar merkwaardigerwijs ging de grootste belangstelling uit naar het seminar European cities and sexual	parool_20000908_98
herroep/verb/parool_19990410_85/179	het lot van de joden en het lijden van het Servische volk . Kort daarna	herriep	hij die uitspraak : ' Wat het thema joden betreft zijn er geen categorieën .	parool_19990410_85
herroep/verb/parool_19991030_92/913	zichzelf vastgelegd en daar houdt hij zich aan . Hij zal niet snel een uitspraak	herroepen	. Zo heeft hij ooit bedacht dat de dood van een geliefde pijn doet ,	parool_19991030_92
herroep/verb/parool_20001120_55/271	zionisme gelijkstelde aan racisme is in Israël nog niet vergeten , al is zij inmiddels	herroepen	. Voor de komst van de vredesmacht is ook geen resolutie nodig van de VN-Veiligheidsraad	parool_20001120_55
herroep/verb/parool_19990624_63/1221	"was . Uiteindelijk werd ik vrijgelaten . 	 Op de zitting , eind december ,"	herriep	"A. het verhaal van zijn ontvoering . 	 Daar klopt niets van hè , 	"	parool_19990624_63
herroep/verb/parool_20010907_110/163	laatste game woest op de arbiter , nadat die een beoordeling van een lijnrechter had	herroepen	". 	 De bal was op de lijn ! Wat is er mis met jou"	parool_20010907_110
herroep/verb/parool_20040218_60/85	gaven in januari geen gevolg aan het advies om met een persbericht de jaarcijfers te	herroepen	. Wel keurden de toezichthouders het goed dat de bestuurders alsnog probeerden het contract met	parool_20040218_60
herroep/verb/parool_20001007_42/367	modem ) , moest al zijn e-mails en telefonische boodschappen die in augustus binnenstroomden ,	herroepen	". 	 Viktor , we zijn hard aan het werk om jouw DSL-verbinding te verwezenlijken"	parool_20001007_42
herroep/verb/parool_20010117_43/172	De gemeente , zich vastklampend aan een eerdere ontheffing , die mogelijk ook nog wordt	herroepen	, had toegestaan dat vast een beginnetje werd gemaakt met het bedrijventerrein . En als	parool_20010117_43
herroep/verb/parool_20000918_82/783	aan , maar de tweede scheidsrechter , die nota bene op de middellijn stond ,	herriep	die beslissing . Dit tot ergenis van de Nederlandse delegatie . Het protest dat werd	parool_20000918_82
herroep/verb/parool_20020309_35/49	reglementen van de Fifa is een aanklager niet bevoegd de beslissingen van de scheidsrechter te	herroepen		parool_20020309_35
herroep/verb/parool_20001123_83/56	Bush , maar moest dat wegens de problemen met de tellingen in Florida beide malen	herroepen	. De voorbarige conclusies hebben de goede naam van CNN als degelijk en betrouwbaar station	parool_20001123_83
herroep/verb/parool_20001219_26/732	' auto's te blokkeren . Van der Wieken was niet van plan de schorsingen te	herroepen	. Ze riep de marktkooplui op vóór 20 januari hun bewaren op schrift te zetten	parool_20001219_26
herroep/verb/parool_20000421_22/716	precies gebeurd ? Siv zegt van alles gezien te hebben , wat ze vervolgens weer	herroept	, maar één huiveringwekkend detail is buitengewoon compromitterend voor Erwin . Dan is er ook	parool_20000421_22
herroep/verb/parool_20000818_77/272	de vier in de politiecel stonden is weggevallen , hebben ze afgelopen weekeinde hun bekentenissen	herroepen	". Verder bewijs tegen de vier is volgens Petrovic ' mager ' . 	 Volgens"	parool_20000818_77
herroep/verb/parool_20010928_58/533	gebeurd . Vier aanwezigen verklaarden echter dat Blakka helemaal niet was belaagd . Een getuige	herriep	zijn verklaring over een worsteling . Blakka vluchtte , Jeffrey stierf direct . Met bankbiljetten	parool_20010928_58
herroep/verb/parool_20000417_28/263	D66-Kamerlid Boris Dittrich vindt dat het tijd wordt dat de veroordeling van de twee wordt	herroepen	. Het ministerie van Justitie moet daar volgens hem een rol in spelen , omdat	parool_20000417_28
herroep/verb/parool_20010503_78/100	eerst af in 1984 , tijdens een bevolkingsconferentie in de Mexicaanse hoofdstad . In 1993	herriep	Bill Clinton het verbod . Alle Democraten en drie Republikeinen in de commissie stemden voor	parool_20010503_78
herroep/verb/parool_20010426_6/264	het gemeenteraadsbesluit over de komst van de deelraad om dat via het referendum te willen	herroepen	. En dus was het spel volgens de juiste spelregels gespeeld . Over tot de	parool_20010426_6
herroep/verb/parool_19990701_13/253	komen . Er liggen in Turkije zelf drie kansen om het doodvonnis tegen Öcalan te	herroepen	en daar politiek voordeel uit te trekken . Ten eerste is er een automatische toetsing	parool_19990701_13
herroep/verb/parool_20000420_80/39	toen hij eergisteren zei dat ze al een jaar op de hoogte was . Hij	herriep	zijn uitspraak gisteren in de gemeenteraad . Patijn bedoelde te zeggen dat Getronics al een	parool_20000420_80
herroep/verb/parool_20020815_31/39	bleef tot de laatste Franse koning . Het verhaal gaat dat de Zonnekoning na het	herroepen	van het Edict van Nantes en de vervolging van de Hugenoten zijn koks zo ging	parool_20020815_31
herroep/verb/parool_20031126_57/187	San Sabba in Triëst , later volgde nog een bezoek aan het vernietigingskamp Auschwitz en	herriep	hij zijn eerdere uitspraak dat Mussolini tot de grote staatslieden van de vorige eeuw moet	parool_20031126_57
herroep/verb/parool_20000329_24/208	voormalig stafchef van het leger en vertrouweling van Bouterse , vervolgd zal worden , maar	herriep	dit later met de mededeling dat hij zich had vergist . Graanoogst is eerder in	parool_20000329_24
herroep/verb/parool_20040325_53/185	Bush ' gevaarlijk ' en ' incompetent ' heeft genoemd , weigerde zijn belofte te	herroepen	". 	 Australiërs zullen zich heel wat veiliger voelen , als onze troepen hier zijn"	parool_20040325_53
herroep/verb/parool_20011214_22/108	Pasko vrijwel direct vrij man was . Zowel Pasko , die zijn veroordeling definitief wilde	herroepen	, als de militaire aanklager gingen tegen de uitspraak in hoger beroep . De Russische	parool_20011214_22
herroep/verb/parool_20010920_72/386	Airbus , EADS , denkt de malaise in luchtvaart zonder ontslagen te doorstaan . Wel	herroept	EADS eerdere plannen om de productie van vliegtuigen uit te breiden . De productiecapaciteit is	parool_20010920_72
herroep/verb/parool_20020211_27/75	wel dat Fortuyn het verkiezingsprogramma van Leefbaar Nederland ( LN ) onderschrijft en de uitspraken	herroept	die hij zaterdag in de Volkskrant deed . Daarin pleitte hij onder meer voor het	parool_20020211_27
herroep/verb/parool_20041113_108/56	Nooitgedagts cliënten durft het aan om , eenmaal terug in Nederland , zijn verklaringen te	herroepen	". Uit angst dat de Amerikanen opnieuw om uitlevering vragen . 	 Pas als dat"	parool_20041113_108
herroep/verb/parool_20001128_130/324	de helft van de kiezers bij de laatste gemeenteraadsverkiezingen moet het besluit van de raad	herroepen	. Dat betekent dat het referendumcomité ruim 132.000 mensen - in 1998 stemden 265.000 Amsterdammers	parool_20001128_130
herroep/verb/algemeen_dagblad_20011212_83/70	. U stuurt de mannen in de witte jassen maar , ik zal het nooit	herroepen	, nooit . Dan maar gek verklaard . Of met meewarigheid overladen . Maar weet	algemeen_dagblad_20011212_83
herroep/verb/algemeen_dagblad_20040921_68/286	"vrijheid van meningsuiting geldt . 	 Het feit blijft dat Buju Banton nooit zijn uitspraken"	herroepen	"heeft 	 , aldus Henk van Pelt van het COC . 	 Hij maakt zich"	algemeen_dagblad_20040921_68
herroep/verb/algemeen_dagblad_20011119_55/59	eisen op hoge toon dat Pronk zijn publiek geventileerde mening morgen in de Tweede Kamer	herroept	of anders een punt achter zijn ministerschap zet . Het probleem in deze kwestie is	algemeen_dagblad_20011119_55
herroep/verb/algemeen_dagblad_19990830_65/30	De zanger van Volumia ! eist dat het regionale dagblad onmiddelijk de zaterdag gepubliceerde bewering	herroept	dat hij drugs gebruikt . Gebeurt dit niet , dan spant hij een rechtszaak aan	algemeen_dagblad_19990830_65
herroep/verb/algemeen_dagblad_20010323_11/268	over 2001 een gelijk resultaat als in 2000 haalbaar was . Afgelopen week werd dat	herroepen	. Het advertentievolume in de krant daalde in de eerst twee maanden van dit jaar	algemeen_dagblad_20010323_11
herroep/verb/algemeen_dagblad_19990428_91/486	mij hadden afgelegd , dat het gezag hen had gedwongen dit te doen . Ze	herriepen	hun beschuldigingen . Toen had men geen andere keus dan mij vrij te laten .	algemeen_dagblad_19990428_91
herroep/verb/algemeen_dagblad_20020201_142/351	al een tijd om ook in Israël te worden ontvangen ( vooralsnog vergeefs ) en	herriep	onlangs een ongelukkige verklaring van acht jaar geleden , toen hij Mussolini de grootste staatsman	algemeen_dagblad_20020201_142
herroep/verb/algemeen_dagblad_20010814_32/18	, het bedrijf achter stier Herman , heeft de schorsing van financieel directeur I. Cooijmans	herroepen	. Pharming kreeg gisteren uitstel van betaling . De raad van commissarissen stapte op en	algemeen_dagblad_20010814_32
herroep/verb/algemeen_dagblad_20020104_10/443	het team een time-out . Maar als ze wel gelijk hebben , wordt de beslissing	herroepen	. In de laatste twee minuten van elke helft mag het systeem niet worden benut	algemeen_dagblad_20020104_10
herroep/verb/algemeen_dagblad_20020312_49/586	spelaangelegenheden , waar de schwalbe onder valt , zijn bindend . Zoiets kan niet worden	herroepen	. Ook niet met behulp van tv-beelden . Zaken van tuchtrechterlijke aard , die niet	algemeen_dagblad_20020312_49
herroep/verb/algemeen_dagblad_19991103_149/359	loop der tijden heel wat quatsch aan de kijkers verkocht , maar nog nooit iets	herroepen	. ` Er was die dag veel ander nieuws ' , murmelen ze daar als	algemeen_dagblad_19991103_149
herroep/verb/algemeen_dagblad_19990803_33/200	Deken , bestuurslid technische zaken van de bond , die niet kon leven met het	herroepen	van het oordeel van de bondscoach . De Hoogeveense wordt tijdens de openingsdag van de	algemeen_dagblad_19990803_33
herroep/verb/algemeen_dagblad_19990708_90/60	echter bliezen de nieuwe eigenaren deze plannen voorlopig af . Dat besluit werd gisteren weer	herroepen	. Lyondell is hier tamelijk onbekend , maar het concern is de grootste leverancier van	algemeen_dagblad_19990708_90
herroep/verb/algemeen_dagblad_20010802_106/463	thuis op een voetbalveld zolang ze hun straf niet hebben uitgezeten of de beslissing is	herroepen	"en ze gezuiverd zijn van alle blaam . 	 Hij suggereerde later dat er meer"	algemeen_dagblad_20010802_106
herroep/verb/algemeen_dagblad_19990127_31/527	houden . Ook al kan dat betekenen , dat hij een eerder genomen beslissing moet	herroepen		algemeen_dagblad_19990127_31
herroep/verb/algemeen_dagblad_20040626_39/90	zou ingaan , maar ik dacht dat hij op z'n minst de foutieve verklaringen zou	herroepen	waarmee hij destijds zijn presidentschap wilde beschermen . In plaats daarvan doet hij alsof ik	algemeen_dagblad_20040626_39
