id	left	target	right	lemma
contact/N/FDL_1979_37_pos/3112	een inzicht . ’ Uit niets blijkt dat hij zich voordien meer_dan oppervlakkig met de Herfsttijperiode heeft beziggehouden , zijn	contacten	met de geschiedenis zijn dan nog zeer pril . In de cursus 1909-1910 gaf hij een college over de Bourgondische	contact
contact/N/ONT_1950_34_pos/658	Er is daarbij een dringende behoefte aan belangstellenden die bekwaam en bereid zijn leiding te geven . Gaarne zouden wij	contact	krijgen met hen , die zich hiervoor beschikbaar willen stellen . Namens de Centrale_Commissie : Do van der Sloot ,	contact
contact/N/GID_1935_136_pos/443	welingelicht maar nooit verrassend . C. A. de Kom , Wij slaven van Suriname . - Amsterdam , Uitgevers-Mij .	Contact	, 1934 . Het geval-De Kom onttrekt zich in zooverre aan de beoordeeling van buitenstaanders , dat dezen niet kunnen	contact
contact/N/DIE_1937_3_pos/4357	. In haar maandblad brengt Maria_Viola verslag uit van voordrachtavonden en van zomerspelen : ze wil beleven , dat er	contact	tusschen kunstenaars en publiek wordt gevoeld . Jonge priesters in het Zuiden schrijven hun bijbelspelen voor openlucht-theater , de populaire	contact
contact/N/FDL_1970_13_pos/1496	Route Nationale 100 . Deze winterreis eindigt in Parijs waar hij voor_het_eerst met zijn Belgische vriendin Beatrijs zal slapen (	contact	8 ) . De zomer van 1960 brengt ons in kennis met nachtelijk Avignon ( contact 9 ) , en	contact
contact/N/JAA_1934_18_pos/738	de Woningwet , waarvan Pierson de geestelijke vader mag worden genoemd , kwam van Gijn met dezen in voortdurend persoonlijk	contact	, waardoor bij Pierson , zooals hij mij meermalen verzekerde , een groote waardeering voor karakter en bekwaamheden van van	contact
contact/N/NVT_1951_81_pos/28443	zwijgen niet te verbreken . Was het zo eigenlijk niet beter ? Welke zin hadden woorden , als er geen	contact	mogelijk was ? En zelfs als er nu contact kon zijn , hoe zou het dan wezen over een uur	contact
contact/N/DIE_1988_94_pos/185	niet vergeeft : met veel ‘ hindsight ’ ( volmaakt onschuldige voorleestournees in de jaren twintig worden ineens ‘ druk	contact	met Duitsland ’ , dat in een rechte lijn naar een omhelzing van het fascisme leidt ) en zonder ook_maar	contact
contact/N/DIE_1947_35_pos/3650	worden opgevangen . De kunst is innig verbonden met het leven in den staat . Hoogstaande personen , in nauw	contact	met de gemeenschap , voeden hun medeburgers op in schoonheid en waarheid , en volgen daarbij de algemeen-geldende normen .	contact
contact/N/STR_1937_49_pos/16386	apart aan de les over gewijde geschiedenis is overgelaten . Het derde deeltje geeft nog meer praktische aanwijzingen om het	contact	met het kerkelijk jaar nauwkeuriger te maken . De uitgave is werkelijk netjes en , gezien de hoeveelheid der waar	contact
contact/N/GID_1956_40_pos/1416	van de nu min_of_meer toonaangevende universitaire elite , die toch steeds ondanks de onvermijdelijke complexiteit van hun proza het directe	contact	met het levende woord nastreven , omdat zij er niet_minder_dan Mark_Twain op uit zijn van hun taal een bruikbaar in	contact
contact/N/GID_1982_4_pos/3139	werden om in de logie handarbeid te verrichten ) . Twee belangrijke sectoren van de Siamese maatschappij hadden minder regelmatig	contact	met Hollanders : de boeddhistische geestelijkheid ( sangha ) en de boeren op het platteland . In het geval van	contact
contact/N/DIE_1954_71_pos/3167	eerzucht der Spanjaarden zich na de nederlaag van 1898 niet in verbittering terug ging trekken , maar dat men vredelievend	contact	zocht , waar geweld had gefaald . Zo kon Eduardo_Marquina in zijn De zon is onder in de Nederlanden de	contact
contact/N/FDL_1969_8_pos/4319	werk van een schrijver ontmoetingsplaats tussen lezer en schrijver . Deze ontmoetingsplaats biedt de lezer ( de criticus ) gelegenheid	contact	op te nemen met een andere ‘ conscience ’ . De objectieve literatuur is middel geworden om binnen te dringen	contact
contact/N/NIE_1951_17_pos/244	- Suid-Afrika te Pretoria heeft Van_der_Leeuw van 9 April tot 28 Juni 1947 een reis gemaakt naar Zuid-Afrika . Dit	contact	zo kort na de oorlog was van bijzonder gewicht . Direct doel was het nagaan van de mogelijkheden tot het	contact
contact/N/STR_1946_32_pos/1328	voorgangers werd aangevoeld en in bepaalde richtingen werd uitgewerkt , ontplooide Bergson tot een machtig wijsgeerig systeem dat in nauw	contact	stond met de wetenschappelijke methoden en resultaten en in diepe analyses en in een schitterende taal het bestaansrecht opeischte voor	contact
contact/N/DIE_1991_126_pos/321	heb , dan dringt het steeds meer tot me door dat het de vanzelfsprekendheid is van de niet-communicatie in de	contacten	en aanrakingen tussen de mensen , die mij zo onwennig stemt . Personen zitten in desolaat lege kamers ingesloten ,	contact
contact/N/NVT_1966_41_pos/3798	, ongeveer twee kilometer verder , rechts van_de_baan die naar Mirande_de_Ebro leidde . We hadden met hen niet het minste	contact	en hun opdracht luidde te blijven tot ze afgelost werden . Vermits we geen schoten hoorden en er geen beweging	contact
contact/N/GEM_1934_91_pos/5232	1906 blijkt achteraf niet_meer_dan een anecdotisch archiefstuk . Jacht op aestheten ? Neen : krakeel als volksvermaak ! D. Uitzicht	Contact	met het Buitenland . Het Mei-nummer van het katholieke Fransche maandblad Esprit brengt het verslag eener Nederlandsche reis door den	contact
aanraking/N/DIE_1930_48_pos/1189	. Eerst wanneer hij zelf zijn problemen gesteld had , tengevolge_van eigen ervaring en levensontwikkeling , is hij in nauwe	aanraking	gekomen met den Duitschen philosoof , dank_zij vooral Giovanni_Gentile ... ’ Met een zekere hardnekkigheid trekt Croce het parallel tusschen	aanraking
aanraking/N/NVT_1948_17_pos/2176	reden om het niet te proberen . Het loont overigens altijd , zelfs wanneer - uit principieel wantrouwen tegenover elke	aanraking	met onze Westerse , niet-communistische opvattingen ? - de Sovjet-afgevaardigden op congressen en conferenties voortdurend wisselen . Ook wanneer men	aanraking
aanraking/N/JAA_1928_23_pos/6288	in 1904 was hij algemeen voorzitter , en mocht als zoodanig de_Koningin en den_Prins verwelkomen . Gelijk uit zijn velerlei	aanraking	met Vlaanderen en zijn vriendschapsbetrekkingen met de Gentsche hoogleeraren Paul_Fredericq en J._Vercoullie blijkt , voelde hij warm voor de Nederlandsche	aanraking
aanraking/N/DIE_1910_44_pos/3961	Oefent de mensch zich in deze vier wijzen , zoo mag hij in den grond van zijn minnende kracht de	aanraking	gewaar worden van_den h. Geest , en in zijne verstandige kracht het inschijnen van_de eeuwige Zonne_Jezus-Christus ; terwijl de Vader	aanraking
contact/N/NVT_1976_47_pos/1700	de bescheidenheid evenzeer een superieure vorm van zelfverheerlijking . Heel sterk is Neruda b.v. ook in het terloops vermelden van	contacten	en belevenissen met zo ongeveer alle groten der aarde ; van Mao tot_en_met Picasso kwamen ze bij hem aan huis	contact
contact/N/GID_1980_4_pos/4328	Maar dàt ze dit zijn , beweren ze met zoveel woorden zelf als ze klagen over moderne mensen die het	contact	met hun lichamelijkheid dreigen te verliezen , de signalen van het lichaam niet meer kunnen verstaan , niet natuurlijk lopen	contact
contact/N/JAA_1974_11_pos/2135	die in Nederland worden uitgegeven . Hij geniet als geïnterneerde krijgsgevangene over een betrekkelijke vrijheid van beweging : hij heeft	contact	met uitgeweken Belgische en Nederlandse artiesten , bezoekt musea , kan colleges volgen te Utrecht en te Leiden , onder_meer	contact
aanraking/N/GID_1907_16_pos/2356	eene niet onbelangrijke vermeerdering van Europeanen in de binnenlanden . Ook Chineezen en andere Vreemde Oosterlingen komen in steeds nauwer	aanraking	met de inheemsche bevolking . De Inlandsche hoofden toonen hier en daar eene merkwaardige belangstelling in de voorwaarden van ontwikkeling	aanraking
contact/N/GID_1922_17_pos/4562	se produire entre deux tempéraments différents , j ' ai montré les troubles profonds d ' une nature sanguine au	contact	d ' une nature nerveuse . Qu ' on lise le roman avec soin , on verra que chaque chapitre	contact
contact/N/GID_1949_49_pos/4620	Belgisch Brabant en Limburg gaande , gericht tegen conscriptie en kerkvervolging , de Boerenkrijg , en daarmee zocht de Erfprins	contact	zo_goed_als met ontevredenen in de Bataafse Republiek . Hij duidde in zijn nota voor de Engelse regering ook voor de	contact
contact/N/TAA_1967_23_pos/534	. Toen Thijm ook nog zijn hem bizonder dierbare dochter , zijn grote vertrouwelinge , missen moest , was het	contact	met Karel vanzelf veel inniger geworden . ‘ Tot aan_het veertiende , vijftiende levensjaar ’ was Vader , zo heeft	contact
contact/N/NVT_1969_46_pos/11532	van Elvire , waardoor zij a.h.w. gelijkwaardig wordt aan haar in het buitenland studerende ‘ geliefde ’ Albert . Dit	contact	met het vreemde tenslotte is het waardoor het meisje , ondanks alles , zowel van het dorp als van Albert	contact
contact/N/JAA_1962_7_pos/1073	bijzondere gelegenheden , jubilea en recepties , een enkele maal op lezingen . Nu is helaas ook aan dat persoonlijk	contact	voorgoed een einde gekomen . W.C. BRAAT Lijst van werken 1913Catalogus van het Rijksmuseum_van_Oudheden te_Leiden , Afdeling galerij van gipsafgietsels	contact
aanraking/N/DIE_1991_89_pos/6461	droom van een onbetreedbare wereld van schoonheid . Het is een gevoel dat seksuele begeerte volstrekt uitsluit , omdat de	aanraking	alleen_al de droom vernietigt . In het hele oeuvre van Boon , dat op andere plaatsen toch aan pornografie grenst	aanraking
aanraking/N/GID_1941_89_pos/12538	II , blz. 243 . 32 ) Molhuysen , Briefwisseling , I , blz. 7 , waar ook over Texeras	aanrakingen	met ons land geschreven wordt . 33 ) Voor den duur van De Groots verblijf in Frankrijk , vgl. noot	aanraking
aanraking/N/DIE_1935_67_pos/1866	; in_het_midden was een klein blauw kelkje , waar binnen een gouddoorlichte nevel ter wone was . Bij de minste	aanraking	ontwaakte een volle welluidende klank , lokkend èn vredig te gelijk , maar zóó doordringend zoet dat hij veel kan	aanraking
contact/N/STR_1937_19_pos/3727	van Italië en van het nationale Spanje de erkenning verkreeg van zijn vazalstaat Mandsjoekwo , die aldus voor_het_eerst in officieel	contact	komt met andere mogendheden dan met zijn suzerein . De Conferentie van Brussel gelukte er dus niet in een zweem	contact
contact/N/DIE_1965_32_pos/449	du temps perdu geloofde echter in de dingen . Hoe afgezonderd hij ook leefde , toch leefde hij in innig	contact	met de wereld . Hij was ervan overtuigd dat zelfs het verleden in de voorwerpen blijft voortleven , dat de	contact
aanraking/N/DIE_1936_23_pos/1733	Nouvelle édition . - Desclée_de_Brouwer et Cie. Paris . Bruges . Abbaye de Maredsous . Schrijver brengt ons in nauwe	aanraking	met het leven eener abdij ; met de monniken , wonen we de diensten bij , nemen deel aan de	aanraking
contact/N/JAA_1996_15_pos/1432	gezegd dat Van_Selm vanuit deze omgeving , waarin hij vanaf 1 juni 1971 tot zijn dood werkzaam zou blijven ,	contacten	is gaan opbouwen en initiatieven gaan ontplooien op zeer brede schaal . Voor de landelijke neerlandistiek in deze jaren werd	contact
contact/N/GRO_1922_99_pos/3052	Deze onderzoeker heeft vastgesteld dat er mediums zijn , die door voortbrenging van een levende substantie - ectoplasma - naar_buiten	contact	bewerkstelligen tussen zichzelf en de meer of minder van hen verwijderde voorwerpen die zij willen in_beweging bregen . Het ectoplasma	contact
