cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_3	ann_1	ann_2	votes
hachelijk/adj/nrc_handelsblad_20011010_57/298/R10	hachelijk/adj/nrc_handelsblad_20011010_57/298	R10	rendement	noun	rendement/noun	rendementen	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20011010_57/298/R11	hachelijk/adj/nrc_handelsblad_20011010_57/298	R11	niet	adv	niet/adv	niet	True	R	12	-0.22057714	3455007	138	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20011010_57/298/R12	hachelijk/adj/nrc_handelsblad_20011010_57/298	R12	word	verb	word/verb	worden	True	R	13	0.4748744000000001	3486710	279	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20011010_57/298/R13	hachelijk/adj/nrc_handelsblad_20011010_57/298	R13	haal	verb	haal/verb	gehaald	True	R	14	0.19767685	165164	10	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20011010_57/298/R14	hachelijk/adj/nrc_handelsblad_20011010_57/298	R14	.	punct	./punct	.	True	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20011010_57/298/R15	hachelijk/adj/nrc_handelsblad_20011010_57/298	R15	sentence_delimiter	none	none	</sentence>	none	R	16	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L0	hachelijk/adj/nrc_handelsblad_20020430_112/271	L0	een	det	een/det	een	True	L	1	0.6259256	11075723	1032	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L1	hachelijk/adj/nrc_handelsblad_20020430_112/271	L1	altijd	adv	altijd/adv	altijd	True	L	2	0.92964876	292821	37	FALSE	TRUE	FALSE	1
hachelijk/adj/nrc_handelsblad_20020430_112/271/L2	hachelijk/adj/nrc_handelsblad_20020430_112/271	L2	politiek	noun	politiek/noun	politiek	True	L	3	-0.39411876	59756	2	FALSE	TRUE	FALSE	1
hachelijk/adj/nrc_handelsblad_20020430_112/271/L3	hachelijk/adj/nrc_handelsblad_20020430_112/271	L3	landelijk	adj	landelijk/adj	landelijke	True	L	4	0.5962681	22270	2	FALSE	TRUE	FALSE	1
hachelijk/adj/nrc_handelsblad_20020430_112/271/L4	hachelijk/adj/nrc_handelsblad_20020430_112/271	L4	de	det	de/det	de	True	L	5	0.05761279	28074105	1479	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L5	hachelijk/adj/nrc_handelsblad_20020430_112/271	L5	naar	prep	naar/prep	naar	True	L	6	0.1350993	1512452	86	FALSE	TRUE	FALSE	1
hachelijk/adj/nrc_handelsblad_20020430_112/271/L6	hachelijk/adj/nrc_handelsblad_20020430_112/271	L6	extrapoleer	verb	extrapoleer/verb	extrapoleren	True	L	7	4.55871	208	1	FALSE	TRUE	FALSE	1
hachelijk/adj/nrc_handelsblad_20020430_112/271/L7	hachelijk/adj/nrc_handelsblad_20020430_112/271	L7	dat	comp	dat/comp	dat	True	L	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L8	hachelijk/adj/nrc_handelsblad_20020430_112/271	L8	feit	noun	feit/noun	feit	True	L	9	-0.07617941	86310	4	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L9	hachelijk/adj/nrc_handelsblad_20020430_112/271	L9	het	det	het/det	het	True	L	10	0.19293958	11650779	703	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L10	hachelijk/adj/nrc_handelsblad_20020430_112/271	L10	ondanks	prep	ondanks/prep	ondanks	True	L	11	1.662807	68830	18	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L11	hachelijk/adj/nrc_handelsblad_20020430_112/271	L11	,	punct	,/punct	,	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L12	hachelijk/adj/nrc_handelsblad_20020430_112/271	L12	gevolg	noun	gevolg/noun	gevolgen	True	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L13	hachelijk/adj/nrc_handelsblad_20020430_112/271	L13	niveau	noun	niveau/noun	niveau	True	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L14	hachelijk/adj/nrc_handelsblad_20020430_112/271	L14	landelijk	adj	landelijk/adj	landelijk	True	L	15	0.5962681	22270	2	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/L15	hachelijk/adj/nrc_handelsblad_20020430_112/271	L15	op	prep	op/prep	op	True	L	16	-0.24508139999999998	4502370	175	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R0	hachelijk/adj/nrc_handelsblad_20020430_112/271	R0	klus	noun	klus/noun	klus	True	R	1	3.0711188	10253	11	TRUE	TRUE	TRUE	3
hachelijk/adj/nrc_handelsblad_20020430_112/271/R1	hachelijk/adj/nrc_handelsblad_20020430_112/271	R1	ben	verb	ben/verb	is	True	R	2	0.27487627	9938754	651	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R2	hachelijk/adj/nrc_handelsblad_20020430_112/271	R2	.	punct	./punct	.	True	R	3	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R3	hachelijk/adj/nrc_handelsblad_20020430_112/271	R3	sentence_delimiter	none	none	</sentence>	none	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R4	hachelijk/adj/nrc_handelsblad_20020430_112/271	R4	sentence_delimiter	none	none	<sentence>	none	R	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R5	hachelijk/adj/nrc_handelsblad_20020430_112/271	R5	Schröder	name	Schröder/name	Schröder	False	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R6	hachelijk/adj/nrc_handelsblad_20020430_112/271	R6	heb	verb	heb/verb	heeft	False	R	7	-0.35733896	4034811	140	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R7	hachelijk/adj/nrc_handelsblad_20020430_112/271	R7	een	det	een/det	een	False	R	8	0.6259256	11075723	1032	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R8	hachelijk/adj/nrc_handelsblad_20020430_112/271	R8	nederlaag	noun	nederlaag/noun	nederlaag	False	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R9	hachelijk/adj/nrc_handelsblad_20020430_112/271	R9	te	comp	te/comp	te	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R10	hachelijk/adj/nrc_handelsblad_20020430_112/271	R10	verduur	verb	verduur/verb	verduren	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R11	hachelijk/adj/nrc_handelsblad_20020430_112/271	R11	krijg	verb	krijg/verb	gekregen	False	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R12	hachelijk/adj/nrc_handelsblad_20020430_112/271	R12	,	punct	,/punct	,	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R13	hachelijk/adj/nrc_handelsblad_20020430_112/271	R13	terwijl	comp	terwijl/comp	terwijl	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R14	hachelijk/adj/nrc_handelsblad_20020430_112/271	R14	Stoiber	name	Stoiber/name	Stoiber	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020430_112/271/R15	hachelijk/adj/nrc_handelsblad_20020430_112/271	R15	een	det	een/det	een	False	R	16	0.6259256	11075723	1032	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L0	hachelijk/adj/nrc_handelsblad_20020726_151/891	L0	een	det	een/det	een	True	L	1	0.6259256	11075723	1032	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L1	hachelijk/adj/nrc_handelsblad_20020726_151/891	L1	dienst	noun	dienst/noun	diensten	True	L	2	-0.24695149	102939	4	FALSE	TRUE	FALSE	1
hachelijk/adj/nrc_handelsblad_20020726_151/891/L2	hachelijk/adj/nrc_handelsblad_20020726_151/891	L2	beschikbaar	adj	beschikbaar/adj	beschikbare	True	L	3	-0.097813435	22207	1	FALSE	TRUE	FALSE	1
hachelijk/adj/nrc_handelsblad_20020726_151/891/L3	hachelijk/adj/nrc_handelsblad_20020726_151/891	L3	Europa	name	Europa/name	Europa	True	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L4	hachelijk/adj/nrc_handelsblad_20020726_151/891	L4	in	prep	in/prep	in	True	L	5	0.121471085	9492181	532	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L5	hachelijk/adj/nrc_handelsblad_20020726_151/891	L5	overal	adv	overal/adv	overal	True	L	6	0.41162503	39909	3	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L6	hachelijk/adj/nrc_handelsblad_20020726_151/891	L6	van	prep	van/prep	van	True	L	7	-0.08943730000000001	12638933	575	FALSE	TRUE	FALSE	1
hachelijk/adj/nrc_handelsblad_20020726_151/891/L7	hachelijk/adj/nrc_handelsblad_20020726_151/891	L7	bied_aan	verb	bied_aan/verb	aanbieden	True	L	8	-0.9858051999999999	53920	1	FALSE	TRUE	FALSE	1
hachelijk/adj/nrc_handelsblad_20020726_151/891/L8	hachelijk/adj/nrc_handelsblad_20020726_151/891	L8	het	det	het/det	het	True	L	9	0.19293958	11650779	703	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L9	hachelijk/adj/nrc_handelsblad_20020726_151/891	L9	waardoor	pp	waardoor/pp	waardoor	True	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L10	hachelijk/adj/nrc_handelsblad_20020726_151/891	L10	,	punct	,/punct	,	True	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L11	hachelijk/adj/nrc_handelsblad_20020726_151/891	L11	UMTS-standaarden	name	UMTS-standaarden/name	UMTS-standaarden	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L12	hachelijk/adj/nrc_handelsblad_20020726_151/891	L12	over	prep	over/prep	over	True	L	13	-0.058567185	1300877	61	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L13	hachelijk/adj/nrc_handelsblad_20020726_151/891	L13	consensus	noun	consensus/noun	consensus	True	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L14	hachelijk/adj/nrc_handelsblad_20020726_151/891	L14	onvoldoende	det	onvoldoende/det	onvoldoende	True	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/L15	hachelijk/adj/nrc_handelsblad_20020726_151/891	L15	besta	verb	besta/verb	bestaat	True	L	16	-0.07383646	151384	7	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R0	hachelijk/adj/nrc_handelsblad_20020726_151/891	R0	zaak	noun	zaak/noun	zaak	True	R	1	2.4318294999999996	181886	103	TRUE	TRUE	TRUE	3
hachelijk/adj/nrc_handelsblad_20020726_151/891/R1	hachelijk/adj/nrc_handelsblad_20020726_151/891	R1	word	verb	word/verb	wordt	True	R	2	0.4748744000000001	3486710	279	FALSE	TRUE	FALSE	1
hachelijk/adj/nrc_handelsblad_20020726_151/891/R2	hachelijk/adj/nrc_handelsblad_20020726_151/891	R2	.	punct	./punct	.	True	R	3	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R3	hachelijk/adj/nrc_handelsblad_20020726_151/891	R3	sentence_delimiter	none	none	</sentence>	none	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R4	hachelijk/adj/nrc_handelsblad_20020726_151/891	R4	sentence_delimiter	none	none	<sentence>	none	R	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R5	hachelijk/adj/nrc_handelsblad_20020726_151/891	R5	en	comp	en/comp	En	False	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R6	hachelijk/adj/nrc_handelsblad_20020726_151/891	R6	het	det	het/det	het	False	R	7	0.19293958	11650779	703	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R7	hachelijk/adj/nrc_handelsblad_20020726_151/891	R7	succes	noun	succes/noun	succes	False	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R8	hachelijk/adj/nrc_handelsblad_20020726_151/891	R8	van	prep	van/prep	van	False	R	9	-0.08943730000000001	12638933	575	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R9	hachelijk/adj/nrc_handelsblad_20020726_151/891	R9	de	det	de/det	de	False	R	10	0.05761279	28074105	1479	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R10	hachelijk/adj/nrc_handelsblad_20020726_151/891	R10	huidig	adj	huidig/adj	huidige	False	R	11	-0.058033562999999996	84893	4	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R11	hachelijk/adj/nrc_handelsblad_20020726_151/891	R11	GSM_standaard	noun	GSM_standaard/noun	GSM-standaard	False	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R12	hachelijk/adj/nrc_handelsblad_20020726_151/891	R12	voor	prep	voor/prep	voor	False	R	13	0.13017514	3806927	215	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R13	hachelijk/adj/nrc_handelsblad_20020726_151/891	R13	mobiel	adj	mobiel/adj	mobiel	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R14	hachelijk/adj/nrc_handelsblad_20020726_151/891	R14	bel	verb	bel/verb	bellen	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20020726_151/891/R15	hachelijk/adj/nrc_handelsblad_20020726_151/891	R15	sta	verb	sta/verb	staat	False	R	16	-0.44158792	655795	21	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20040309_114/414/L0	hachelijk/adj/nrc_handelsblad_20040309_114/414	L0	een	det	een/det	een	True	L	1	0.6259256	11075723	1032	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20040309_114/414/L1	hachelijk/adj/nrc_handelsblad_20040309_114/414	L1	het	det	het/det	het	True	L	2	0.19293958	11650779	703	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20040309_114/414/L2	hachelijk/adj/nrc_handelsblad_20040309_114/414	L2	hoewel	comp	hoewel/comp	Hoewel	True	L	3	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20040309_114/414/L3	hachelijk/adj/nrc_handelsblad_20040309_114/414	L3	sentence_delimiter	none	none	<sentence>	none	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20040309_114/414/L4	hachelijk/adj/nrc_handelsblad_20040309_114/414	L4	sentence_delimiter	none	none	</sentence>	none	L	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20040309_114/414/L5	hachelijk/adj/nrc_handelsblad_20040309_114/414	L5	.	punct	./punct	.	False	L	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20040309_114/414/L6	hachelijk/adj/nrc_handelsblad_20040309_114/414	L6	absurditeit	noun	absurditeit/noun	absurditeit	False	L	7	NA	NA	NA	FALSE	FALSE	FALSE	0
hachelijk/adj/nrc_handelsblad_20040309_114/414/L7	hachelijk/adj/nrc_handelsblad_20040309_114/414	L7	interessant	adj	interessant/adj	interessante	False	L	8	NA	NA	NA	FALSE	FALSE	FALSE	0
